# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 133K of event 'cycles'
# Event count (approx.): 5321267836559
#
# Children      Self  Command          Shared Object                       Symbol                                        
# ........  ........  ...............  ..................................  ..............................................
#
     0.00%     0.00%  ReadStage-141    [kernel.kallsyms]                   [k] read_pages
     0.00%     0.00%  ReadStage-76     [kernel.kallsyms]                   [k] xa_get_order
     0.00%     0.00%  ReadStage-155    [kernel.kallsyms]                   [k] find_vma
     0.00%     0.00%  ReadStage-53     [kernel.kallsyms]                   [k] kernel_init_free_pages.part.0
     0.00%     0.00%  epollEventLoopG  [kernel.kallsyms]                   [k] __put_user_nocheck_8
     0.00%     0.00%  CompactionExecu  [kernel.kallsyms]                   [k] enqueue_task_fair
     0.00%     0.00%  CompactionExecu  [kernel.kallsyms]                   [k] enqueue_task
     0.00%     0.00%  CompactionExecu  [kernel.kallsyms]                   [k] ttwu_do_activate
     0.00%     0.00%  CompactionExecu  [kernel.kallsyms]                   [k] mempool_free
     0.00%     0.00%  ReadStage-47     [kernel.kallsyms]                   [k] mpage_end_io
     0.00%     0.00%  ReadStage-47     [kernel.kallsyms]                   [k] __handle_irq_event_percpu
     0.00%     0.00%  ReadStage-47     [kernel.kallsyms]                   [k] blk_mq_end_request
     0.00%     0.00%  ReadStage-47     [kernel.kallsyms]                   [k] blk_update_request
     0.00%     0.00%  ReadStage-47     [kernel.kallsyms]                   [k] nvme_complete_rq
     0.00%     0.00%  ReadStage-47     [kernel.kallsyms]                   [k] nvme_irq
     0.00%     0.00%  ReadStage-47     [kernel.kallsyms]                   [k] nvme_pci_complete_rq
     0.00%     0.00%  ReadStage-47     [kernel.kallsyms]                   [k] nvme_process_cq
     0.00%     0.00%  ReadStage-32     [kernel.kallsyms]                   [k] _raw_spin_lock_irq
     0.00%     0.00%  ReadStage-101    [kernel.kallsyms]                   [k] __check_object_size
     0.00%     0.00%  ReadStage-28     [kernel.kallsyms]                   [k] enqueue_task_fair
     0.00%     0.00%  ReadStage-99     [kernel.kallsyms]                   [k] bio_associate_blkg_from_css
     0.00%     0.00%  Thread-23        [kernel.kallsyms]                   [k] __get_user_nocheck_4
     0.00%     0.00%  ReadStage-63     [kernel.kallsyms]                   [k] __sysvec_call_function_single
     0.00%     0.00%  ReadStage-63     [kernel.kallsyms]                   [k] asm_sysvec_call_function_single
     0.00%     0.00%  ReadStage-63     [kernel.kallsyms]                   [k] sched_ttwu_pending
     0.00%     0.00%  ReadStage-63     [kernel.kallsyms]                   [k] sysvec_call_function_single
     0.00%     0.00%  ReadStage-54     [kernel.kallsyms]                   [k] lru_note_cost
     0.00%     0.00%  ReadStage-54     [kernel.kallsyms]                   [k] lru_note_cost_page
     0.00%     0.00%  Thread-43        [kernel.kallsyms]                   [k] psi_group_change
     0.00%     0.00%  Thread-43        [kernel.kallsyms]                   [k] psi_task_switch
     0.00%     0.00%  ReadStage-26     [kernel.kallsyms]                   [k] xa_load
     0.00%     0.00%  ReadStage-60     [kernel.kallsyms]                   [k] irq_exit_rcu
     0.00%     0.00%  ReadStage-41     [kernel.kallsyms]                   [k] __read_end_io
     0.00%     0.00%  ReadStage-41     [kernel.kallsyms]                   [k] __wake_up_common
     0.00%     0.00%  ReadStage-41     [kernel.kallsyms]                   [k] __wake_up_locked_key_bookmark
     0.00%     0.00%  ReadStage-41     [kernel.kallsyms]                   [k] bio_endio
     0.00%     0.00%  ReadStage-41     [kernel.kallsyms]                   [k] mpage_end_io
     0.00%     0.00%  ReadStage-41     [kernel.kallsyms]                   [k] wake_page_function
     0.00%     0.00%  ReadStage-41     [kernel.kallsyms]                   [k] wake_up_page_bit
     0.00%     0.00%  ReadStage-41     [kernel.kallsyms]                   [k] wake_up_state
     0.00%     0.00%  Native-Transpor  [kernel.kallsyms]                   [k] __lock_page
     0.00%     0.00%  ReadStage-103    [kernel.kallsyms]                   [k] _raw_spin_lock_irqsave
     0.00%     0.00%  ReadStage-103    [kernel.kallsyms]                   [k] __mod_lruvec_state
     0.00%     0.00%  ReadStage-103    [kernel.kallsyms]                   [k] __mod_memcg_lruvec_state
     0.00%     0.00%  ReadStage-103    [kernel.kallsyms]                   [k] __mod_memcg_state.part.0
     0.00%     0.00%  ReadStage-103    [kernel.kallsyms]                   [k] cgroup_rstat_updated
     0.00%     0.00%  ReadStage-103    [kernel.kallsyms]                   [k] mod_lruvec_state.constprop.0
     0.00%     0.00%  ReadStage-103    [kernel.kallsyms]                   [k] ondemand_readahead
     0.00%     0.00%  ReadStage-103    [kernel.kallsyms]                   [k] page_cache_async_ra
     0.00%     0.00%  Native-Transpor  [JIT] tid 2165                      [.] 0x00007efce67e54ab
     0.00%     0.00%  ReadStage-37     [kernel.kallsyms]                   [k] xas_store
     0.00%     0.00%  Thread-116       [kernel.kallsyms]                   [k] blk_update_request
     0.00%     0.00%  Thread-116       [kernel.kallsyms]                   [k] __common_interrupt
     0.00%     0.00%  Thread-116       [kernel.kallsyms]                   [k] __handle_irq_event_percpu
     0.00%     0.00%  Thread-116       [kernel.kallsyms]                   [k] asm_common_interrupt
     0.00%     0.00%  Thread-116       [kernel.kallsyms]                   [k] blk_mq_end_request
     0.00%     0.00%  Thread-116       [kernel.kallsyms]                   [k] common_interrupt
     0.00%     0.00%  Thread-116       [kernel.kallsyms]                   [k] handle_edge_irq
     0.00%     0.00%  Thread-116       [kernel.kallsyms]                   [k] handle_irq_event
     0.00%     0.00%  Thread-116       [kernel.kallsyms]                   [k] nvme_complete_rq
     0.00%     0.00%  Thread-116       [kernel.kallsyms]                   [k] nvme_irq
     0.00%     0.00%  Thread-116       [kernel.kallsyms]                   [k] nvme_pci_complete_rq
     0.00%     0.00%  Thread-116       [kernel.kallsyms]                   [k] nvme_process_cq
     0.00%     0.00%  MutationStage-7  [kernel.kallsyms]                   [k] native_apic_msr_eoi_write
     0.00%     0.00%  ReadStage-13     [kernel.kallsyms]                   [k] update_cfs_rq_h_load
     0.00%     0.00%  ReadStage-53     [kernel.kallsyms]                   [k] mem_cgroup_from_obj
     0.00%     0.00%  ReadStage-53     [kernel.kallsyms]                   [k] list_lru_del
     0.00%     0.00%  ReadStage-53     [kernel.kallsyms]                   [k] xas_store
     0.00%     0.00%  ReadStage-107    [kernel.kallsyms]                   [k] change_protection
     0.00%     0.00%  ReadStage-107    [kernel.kallsyms]                   [k] change_prot_numa
     0.00%     0.00%  ReadStage-107    [kernel.kallsyms]                   [k] exit_to_user_mode_prepare
     0.00%     0.00%  ReadStage-107    [kernel.kallsyms]                   [k] irqentry_exit
     0.00%     0.00%  ReadStage-107    [kernel.kallsyms]                   [k] irqentry_exit_to_user_mode
     0.00%     0.00%  ReadStage-107    [kernel.kallsyms]                   [k] task_numa_work
     0.00%     0.00%  ReadStage-107    [kernel.kallsyms]                   [k] task_work_run
     0.00%     0.00%  ReadStage-155    [JIT] tid 2165                      [.] 0x00007efce54c077d
     0.00%     0.00%  ReadStage-155    [kernel.kallsyms]                   [k] asm_sysvec_call_function
     0.00%     0.00%  ReadStage-27     [kernel.kallsyms]                   [k] unlock_page
     0.00%     0.00%  CompactionExecu  [JIT] tid 2165                      [.] 0x00007efce5e9378e
     0.00%     0.00%  Thread-118       [kernel.kallsyms]                   [k] enqueue_task
     0.00%     0.00%  Thread-118       [kernel.kallsyms]                   [k] enqueue_task_fair
     0.00%     0.00%  Thread-118       [kernel.kallsyms]                   [k] ttwu_do_activate
     0.00%     0.00%  ReadStage-129    [kernel.kallsyms]                   [k] __mod_node_page_state
     0.00%     0.00%  ReadStage-52     [kernel.kallsyms]                   [k] native_write_msr
     0.00%     0.00%  ReadStage-52     [kernel.kallsyms]                   [k] clockevents_program_event
     0.00%     0.00%  ReadStage-52     [kernel.kallsyms]                   [k] hrtimer_reprogram
     0.00%     0.00%  ReadStage-52     [kernel.kallsyms]                   [k] hrtimer_sleeper_start_expires
     0.00%     0.00%  ReadStage-52     [kernel.kallsyms]                   [k] hrtimer_start_range_ns
     0.00%     0.00%  ReadStage-52     [kernel.kallsyms]                   [k] tick_program_event
     0.00%     0.00%  Thread-80        [kernel.kallsyms]                   [k] resched_curr
     0.00%     0.00%  Thread-80        [kernel.kallsyms]                   [k] __common_interrupt
     0.00%     0.00%  Thread-80        [kernel.kallsyms]                   [k] __handle_irq_event_percpu
     0.00%     0.00%  Thread-80        [kernel.kallsyms]                   [k] __read_end_io
     0.00%     0.00%  Thread-80        [kernel.kallsyms]                   [k] __wake_up_common
     0.00%     0.00%  Thread-80        [kernel.kallsyms]                   [k] __wake_up_locked_key_bookmark
     0.00%     0.00%  Thread-80        [kernel.kallsyms]                   [k] asm_common_interrupt
     0.00%     0.00%  Thread-80        [kernel.kallsyms]                   [k] bio_endio
     0.00%     0.00%  Thread-80        [kernel.kallsyms]                   [k] blk_mq_end_request
     0.00%     0.00%  Thread-80        [kernel.kallsyms]                   [k] blk_update_request
     0.00%     0.00%  Thread-80        [kernel.kallsyms]                   [k] check_preempt_curr
     0.00%     0.00%  Thread-80        [kernel.kallsyms]                   [k] common_interrupt
     0.00%     0.00%  Thread-80        [kernel.kallsyms]                   [k] handle_edge_irq
     0.00%     0.00%  Thread-80        [kernel.kallsyms]                   [k] handle_irq_event
     0.00%     0.00%  Thread-80        [kernel.kallsyms]                   [k] mpage_end_io
     0.00%     0.00%  Thread-80        [kernel.kallsyms]                   [k] nvme_complete_rq
     0.00%     0.00%  Thread-80        [kernel.kallsyms]                   [k] nvme_irq
     0.00%     0.00%  Thread-80        [kernel.kallsyms]                   [k] nvme_pci_complete_rq
     0.00%     0.00%  Thread-80        [kernel.kallsyms]                   [k] nvme_process_cq
     0.00%     0.00%  Thread-80        [kernel.kallsyms]                   [k] try_to_wake_up
     0.00%     0.00%  Thread-80        [kernel.kallsyms]                   [k] ttwu_do_activate
     0.00%     0.00%  Thread-80        [kernel.kallsyms]                   [k] ttwu_do_wakeup
     0.00%     0.00%  Thread-80        [kernel.kallsyms]                   [k] unlock_page
     0.00%     0.00%  Thread-80        [kernel.kallsyms]                   [k] wake_page_function
     0.00%     0.00%  Thread-80        [kernel.kallsyms]                   [k] wake_up_page_bit
     0.00%     0.00%  Thread-80        [kernel.kallsyms]                   [k] wake_up_state
     0.00%     0.00%  Thread-126       [kernel.kallsyms]                   [k] futex_wait_setup
     0.00%     0.00%  ReadStage-66     [kernel.kallsyms]                   [k] mem_cgroup_get_nr_swap_pages
     0.00%     0.00%  ReadStage-66     [kernel.kallsyms]                   [k] syscall_exit_to_user_mode
     0.00%     0.00%  ReadStage-97     [kernel.kallsyms]                   [k] lapic_next_deadline
     0.00%     0.00%  ReadStage-97     [kernel.kallsyms]                   [k] tick_program_event
     0.00%     0.00%  Thread-140       [kernel.kallsyms]                   [k] update_load_avg
     0.00%     0.00%  epollEventLoopG  [kernel.kallsyms]                   [k] tcp_ack_update_rtt
     0.00%     0.00%  ReadStage-46     [kernel.kallsyms]                   [k] syscall_return_via_sysret
     0.00%     0.00%  Thread-89        [kernel.kallsyms]                   [k] __restore_fpregs_from_fpstate
     0.00%     0.00%  Thread-89        [kernel.kallsyms]                   [k] exit_to_user_mode_prepare
     0.00%     0.00%  Thread-89        [kernel.kallsyms]                   [k] switch_fpu_return
     0.00%     0.00%  Thread-89        [kernel.kallsyms]                   [k] syscall_exit_to_user_mode
     0.00%     0.00%  ReadStage-150    [kernel.kallsyms]                   [k] get_page_from_freelist
     0.00%     0.00%  ReadStage-21     [kernel.kallsyms]                   [k] page_add_file_rmap
     0.00%     0.00%  ReadStage-3      [kernel.kallsyms]                   [k] available_idle_cpu
     0.00%     0.00%  ReadStage-33     [kernel.kallsyms]                   [k] hrtimer_wakeup
     0.00%     0.00%  ReadStage-33     [kernel.kallsyms]                   [k] up_read
     0.00%     0.00%  ReadStage-33     [kernel.kallsyms]                   [k] wake_up_process
     0.00%     0.00%  Thread-127       [kernel.kallsyms]                   [k] flush_smp_call_function_queue
     0.00%     0.00%  Thread-127       [kernel.kallsyms]                   [k] __sysvec_call_function
     0.00%     0.00%  Thread-127       [kernel.kallsyms]                   [k] asm_sysvec_call_function
     0.00%     0.00%  Thread-127       [kernel.kallsyms]                   [k] generic_smp_call_function_single_interrupt
     0.00%     0.00%  Thread-127       [kernel.kallsyms]                   [k] sysvec_call_function
     0.00%     0.00%  ReadStage-30     [kernel.kallsyms]                   [k] nvme_unmap_data.part.0
     0.00%     0.00%  ReadStage-153    [kernel.kallsyms]                   [k] sync_regs
     0.00%     0.00%  ReadStage-137    [kernel.kallsyms]                   [k] blk_mq_rq_ctx_init
     0.00%     0.00%  ReadStage-137    [kernel.kallsyms]                   [k] __blk_mq_alloc_request
     0.00%     0.00%  ReadStage-137    [kernel.kallsyms]                   [k] __submit_bio
     0.00%     0.00%  ReadStage-137    [kernel.kallsyms]                   [k] blk_mq_submit_bio
     0.00%     0.00%  ReadStage-137    [kernel.kallsyms]                   [k] submit_bio
     0.00%     0.00%  ReadStage-137    [kernel.kallsyms]                   [k] submit_bio_noacct
     0.00%     0.00%  ReadStage-38     [kernel.kallsyms]                   [k] xa_get_order
     0.00%     0.00%  ReadStage-112    [kernel.kallsyms]                   [k] copy_page
     0.00%     0.00%  ReadStage-112    [kernel.kallsyms]                   [k] migrate_misplaced_page
     0.00%     0.00%  ReadStage-112    [kernel.kallsyms]                   [k] migrate_page
     0.00%     0.00%  ReadStage-112    [kernel.kallsyms]                   [k] migrate_pages
     0.00%     0.00%  ReadStage-112    [kernel.kallsyms]                   [k] move_to_new_page
     0.00%     0.00%  Thread-21        [kernel.kallsyms]                   [k] __handle_mm_fault
     0.00%     0.00%  Thread-21        [kernel.kallsyms]                   [k] asm_exc_page_fault
     0.00%     0.00%  Thread-21        [kernel.kallsyms]                   [k] do_user_addr_fault
     0.00%     0.00%  Thread-21        [kernel.kallsyms]                   [k] exc_page_fault
     0.00%     0.00%  Thread-21        [kernel.kallsyms]                   [k] handle_mm_fault
     0.00%     0.00%  ReadStage-37     [kernel.kallsyms]                   [k] xas_load
     0.00%     0.00%  ReadStage-11     [kernel.kallsyms]                   [k] migrate_task_rq_fair
     0.00%     0.00%  ReadStage-11     [kernel.kallsyms]                   [k] set_task_cpu
     0.00%     0.00%  Thread-87        [kernel.kallsyms]                   [k] update_min_vruntime
     0.00%     0.00%  epollEventLoopG  [kernel.kallsyms]                   [k] sock_rfree
     0.00%     0.00%  CompactionExecu  [kernel.kallsyms]                   [k] __blk_mq_alloc_request
     0.00%     0.00%  ReadStage-6      [kernel.kallsyms]                   [k] xas_load
     0.00%     0.00%  swapper          [kernel.kallsyms]                   [k] timekeeping_advance
     0.00%     0.00%  swapper          [kernel.kallsyms]                   [k] tick_do_update_jiffies64.part.0
     0.00%     0.00%  swapper          [kernel.kallsyms]                   [k] update_wall_time
     0.00%     0.00%  ReadStage-31     [kernel.kallsyms]                   [k] hrtimer_cancel
     0.00%     0.00%  ReadStage-138    [kernel.kallsyms]                   [k] blk_throtl_bio
     0.00%     0.00%  ReadStage-138    [kernel.kallsyms]                   [k] __submit_bio
     0.00%     0.00%  ReadStage-138    [kernel.kallsyms]                   [k] submit_bio
     0.00%     0.00%  ReadStage-138    [kernel.kallsyms]                   [k] submit_bio_noacct
     0.00%     0.00%  epollEventLoopG  [kernel.kallsyms]                   [k] memcg_slab_free_hook
     0.00%     0.00%  ReadStage-52     [kernel.kallsyms]                   [k] xa_get_order
     0.00%     0.00%  ReadStage-52     [kernel.kallsyms]                   [k] xas_start
     0.00%     0.00%  ReadStage-161    [kernel.kallsyms]                   [k] __mod_memcg_state.part.0
     0.00%     0.00%  ReadStage-161    [kernel.kallsyms]                   [k] __add_to_page_cache_locked
     0.00%     0.00%  ReadStage-161    [kernel.kallsyms]                   [k] __mod_lruvec_state
     0.00%     0.00%  ReadStage-11     [kernel.kallsyms]                   [k] xas_start
     0.00%     0.00%  ReadStage-120    [kernel.kallsyms]                   [k] __rq_qos_track
     0.00%     0.00%  ReadStage-120    [kernel.kallsyms]                   [k] __submit_bio
     0.00%     0.00%  ReadStage-120    [kernel.kallsyms]                   [k] blk_mq_submit_bio
     0.00%     0.00%  ReadStage-120    [kernel.kallsyms]                   [k] submit_bio
     0.00%     0.00%  ReadStage-120    [kernel.kallsyms]                   [k] submit_bio_noacct
     0.00%     0.00%  CompactionExecu  [kernel.kallsyms]                   [k] available_idle_cpu
     0.00%     0.00%  VM Periodic Tas  [kernel.kallsyms]                   [k] __switch_to_asm
     0.00%     0.00%  MutationStage-4  [kernel.kallsyms]                   [k] save_fpregs_to_fpstate
     0.00%     0.00%  ReadStage-64     [kernel.kallsyms]                   [k] __mod_memcg_state.part.0
     0.00%     0.00%  ReadStage-64     [kernel.kallsyms]                   [k] __mod_lruvec_state
     0.00%     0.00%  Thread-130       [kernel.kallsyms]                   [k] _raw_spin_lock
     0.00%     0.00%  Native-Transpor  [kernel.kallsyms]                   [k] mem_cgroup_migrate
     0.00%     0.00%  ReadStage-7      [kernel.kallsyms]                   [k] _find_next_bit
     0.00%     0.00%  ReadStage-83     [kernel.kallsyms]                   [k] unlock_page
     0.00%     0.00%  cluster1-nio-wo  [kernel.kallsyms]                   [k] __cgroup_account_cputime_field
     0.00%     0.00%  cluster1-nio-wo  [kernel.kallsyms]                   [k] account_process_tick
     0.00%     0.00%  perf             [kernel.kallsyms]                   [k] lru_cache_add
     0.00%     0.00%  ReadStage-141    [kernel.kallsyms]                   [k] __restore_fpregs_from_fpstate
     0.00%     0.00%  ReadStage-141    [kernel.kallsyms]                   [k] exit_to_user_mode_prepare
     0.00%     0.00%  ReadStage-141    [kernel.kallsyms]                   [k] irqentry_exit
     0.00%     0.00%  ReadStage-141    [kernel.kallsyms]                   [k] irqentry_exit_to_user_mode
     0.00%     0.00%  ReadStage-141    [kernel.kallsyms]                   [k] switch_fpu_return
     0.00%     0.00%  cluster1-nio-wo  [kernel.kallsyms]                   [k] try_charge_memcg
     0.00%     0.00%  cluster1-nio-wo  [kernel.kallsyms]                   [k] __mem_cgroup_charge
     0.00%     0.00%  cluster1-nio-wo  [kernel.kallsyms]                   [k] charge_memcg
     0.00%     0.00%  Thread-87        [kernel.kallsyms]                   [k] __switch_to
     0.00%     0.00%  ReadStage-135    [kernel.kallsyms]                   [k] kmem_cache_alloc
     0.00%     0.00%  ReadStage-135    [kernel.kallsyms]                   [k] bio_alloc_bioset
     0.00%     0.00%  ReadStage-135    [kernel.kallsyms]                   [k] ext4_mpage_readpages
     0.00%     0.00%  ReadStage-135    [kernel.kallsyms]                   [k] ext4_readahead
     0.00%     0.00%  ReadStage-135    [kernel.kallsyms]                   [k] mempool_alloc
     0.00%     0.00%  ReadStage-135    [kernel.kallsyms]                   [k] mempool_alloc_slab
     0.00%     0.00%  ReadStage-135    [kernel.kallsyms]                   [k] read_pages
     0.00%     0.00%  top              [kernel.kallsyms]                   [k] expand_files
     0.00%     0.00%  top              [kernel.kallsyms]                   [k] alloc_fd
     0.00%     0.00%  top              [kernel.kallsyms]                   [k] get_unused_fd_flags
     0.00%     0.00%  Thread-111       [kernel.kallsyms]                   [k] finish_task_switch.isra.0
     0.00%     0.00%  kcompactd0       [kernel.kallsyms]                   [k] xas_load
     0.00%     0.00%  kcompactd0       [kernel.kallsyms]                   [k] migrate_page_move_mapping
     0.00%     0.00%  Thread-87        [kernel.kallsyms]                   [k] __common_interrupt
     0.00%     0.00%  Thread-87        [kernel.kallsyms]                   [k] __handle_irq_event_percpu
     0.00%     0.00%  Thread-87        [kernel.kallsyms]                   [k] __read_end_io
     0.00%     0.00%  Thread-87        [kernel.kallsyms]                   [k] __wake_up_common
     0.00%     0.00%  Thread-87        [kernel.kallsyms]                   [k] __wake_up_locked_key_bookmark
     0.00%     0.00%  Thread-87        [kernel.kallsyms]                   [k] asm_common_interrupt
     0.00%     0.00%  Thread-87        [kernel.kallsyms]                   [k] bio_endio
     0.00%     0.00%  Thread-87        [kernel.kallsyms]                   [k] blk_mq_end_request
     0.00%     0.00%  Thread-87        [kernel.kallsyms]                   [k] blk_update_request
     0.00%     0.00%  Thread-87        [kernel.kallsyms]                   [k] common_interrupt
     0.00%     0.00%  Thread-87        [kernel.kallsyms]                   [k] handle_edge_irq
     0.00%     0.00%  Thread-87        [kernel.kallsyms]                   [k] handle_irq_event
     0.00%     0.00%  Thread-87        [kernel.kallsyms]                   [k] mpage_end_io
     0.00%     0.00%  Thread-87        [kernel.kallsyms]                   [k] nvme_complete_rq
     0.00%     0.00%  Thread-87        [kernel.kallsyms]                   [k] nvme_irq
     0.00%     0.00%  Thread-87        [kernel.kallsyms]                   [k] nvme_pci_complete_rq
     0.00%     0.00%  Thread-87        [kernel.kallsyms]                   [k] nvme_process_cq
     0.00%     0.00%  Thread-87        [kernel.kallsyms]                   [k] try_to_wake_up
     0.00%     0.00%  Thread-87        [kernel.kallsyms]                   [k] ttwu_do_activate
     0.00%     0.00%  Thread-87        [kernel.kallsyms]                   [k] unlock_page
     0.00%     0.00%  Thread-87        [kernel.kallsyms]                   [k] wake_page_function
     0.00%     0.00%  Thread-87        [kernel.kallsyms]                   [k] wake_up_page_bit
     0.00%     0.00%  Thread-87        [kernel.kallsyms]                   [k] wake_up_state
     0.00%     0.00%  ReadStage-108    [kernel.kallsyms]                   [k] lock_page_memcg
     0.00%     0.00%  ReadStage-70     [kernel.kallsyms]                   [k] _raw_spin_lock_irq
     0.00%     0.00%  ReadStage-70     [kernel.kallsyms]                   [k] lru_note_cost
     0.00%     0.00%  ReadStage-70     [kernel.kallsyms]                   [k] lru_note_cost_page
     0.00%     0.00%  ReadStage-123    [kernel.kallsyms]                   [k] read_pages
     0.00%     0.00%  kworker/17:1-mm  [kernel.kallsyms]                   [k] _raw_spin_lock_irqsave
     0.00%     0.00%  kworker/17:1-mm  [kernel.kallsyms]                   [k] lock_page_lruvec_irqsave
     0.00%     0.00%  ReadStage-12     [kernel.kallsyms]                   [k] ext4_es_lookup_extent
     0.00%     0.00%  ReadStage-12     [kernel.kallsyms]                   [k] ext4_map_blocks
     0.00%     0.00%  ReadStage-115    [kernel.kallsyms]                   [k] newidle_balance
     0.00%     0.00%  ReadStage-115    [kernel.kallsyms]                   [k] io_schedule
     0.00%     0.00%  ReadStage-115    [kernel.kallsyms]                   [k] pick_next_task_fair
     0.00%     0.00%  ReadStage-115    [kernel.kallsyms]                   [k] wait_on_page_bit_common
     0.00%     0.00%  ReadStage-90     [kernel.kallsyms]                   [k] _raw_spin_lock_irqsave
     0.00%     0.00%  ReadStage-90     [kernel.kallsyms]                   [k] __count_memcg_events
     0.00%     0.00%  ReadStage-56     [kernel.kallsyms]                   [k] migrate_task_rq_fair
     0.00%     0.00%  ReadStage-56     [kernel.kallsyms]                   [k] set_task_cpu
     0.00%     0.00%  ReadStage-153    [kernel.kallsyms]                   [k] enqueue_entity
     0.00%     0.00%  ReadStage-153    [kernel.kallsyms]                   [k] enqueue_task_fair
     0.00%     0.00%  ReadStage-67     [kernel.kallsyms]                   [k] futex_wait_setup
     0.00%     0.00%  ReadStage-20     [kernel.kallsyms]                   [k] strnlen
     0.00%     0.00%  ReadStage-8      [kernel.kallsyms]                   [k] native_load_tls
     0.00%     0.00%  ReadStage-7      [kernel.kallsyms]                   [k] irq_exit_rcu
     0.00%     0.00%  NonPeriodicTask  [kernel.kallsyms]                   [k] lru_add_drain
     0.00%     0.00%  NonPeriodicTask  [kernel.kallsyms]                   [k] lru_add_drain_cpu
     0.00%     0.00%  ReadStage-53     [kernel.kallsyms]                   [k] __mod_memcg_lruvec_state
     0.00%     0.00%  ReadStage-53     [kernel.kallsyms]                   [k] __mod_lruvec_state
     0.00%     0.00%  Thread-102       [kernel.kallsyms]                   [k] newidle_balance
     0.00%     0.00%  ReadStage-28     [kernel.kallsyms]                   [k] xas_find
     0.00%     0.00%  ReadStage-138    [kernel.kallsyms]                   [k] ondemand_readahead
     0.00%     0.00%  ReadStage-138    [kernel.kallsyms]                   [k] page_cache_async_ra
     0.00%     0.00%  java             [kernel.kallsyms]                   [k] read_tsc
     0.00%     0.00%  Thread-83        [kernel.kallsyms]                   [k] switch_mm_irqs_off
     0.00%     0.00%  ReadStage-10     [kernel.kallsyms]                   [k] flush_tlb_func
     0.00%     0.00%  ReadStage-10     [kernel.kallsyms]                   [k] flush_smp_call_function_queue
     0.00%     0.00%  ReadStage-10     [kernel.kallsyms]                   [k] generic_smp_call_function_single_interrupt
     0.00%     0.00%  ReadStage-45     [kernel.kallsyms]                   [k] psi_group_change
     0.00%     0.00%  java             [kernel.kallsyms]                   [k] find_vma
     0.00%     0.00%  top              [kernel.kallsyms]                   [k] memset_erms
     0.00%     0.00%  top              [kernel.kallsyms]                   [k] do_dentry_open
     0.00%     0.00%  top              [kernel.kallsyms]                   [k] proc_single_open
     0.00%     0.00%  top              [kernel.kallsyms]                   [k] single_open
     0.00%     0.00%  top              [kernel.kallsyms]                   [k] vfs_open
     0.00%     0.00%  MutationStage-8  [kernel.kallsyms]                   [k] native_sched_clock
     0.00%     0.00%  MutationStage-8  [kernel.kallsyms]                   [k] enqueue_task
     0.00%     0.00%  MutationStage-8  [kernel.kallsyms]                   [k] psi_task_change
     0.00%     0.00%  MutationStage-8  [kernel.kallsyms]                   [k] sched_clock_cpu
     0.00%     0.00%  MutationStage-8  [kernel.kallsyms]                   [k] ttwu_do_activate
     0.00%     0.00%  ReadStage-64     [kernel.kallsyms]                   [k] __mod_node_page_state
     0.00%     0.00%  ReadStage-64     [kernel.kallsyms]                   [k] mod_lruvec_state.constprop.0
     0.00%     0.00%  ReadStage-108    [kernel.kallsyms]                   [k] clear_page_erms
     0.00%     0.00%  ReadStage-108    [kernel.kallsyms]                   [k] get_page_from_freelist
     0.00%     0.00%  ReadStage-127    [kernel.kallsyms]                   [k] flush_smp_call_function_queue
     0.00%     0.00%  ReadStage-127    [kernel.kallsyms]                   [k] __sysvec_call_function
     0.00%     0.00%  ReadStage-127    [kernel.kallsyms]                   [k] sysvec_call_function
     0.00%     0.00%  epollEventLoopG  [kernel.kallsyms]                   [k] tcp_rcv_space_adjust
     0.00%     0.00%  Thread-27        [kernel.kallsyms]                   [k] __switch_to
     0.00%     0.00%  ReadStage-52     [kernel.kallsyms]                   [k] update_curr
     0.00%     0.00%  Thread-81        [kernel.kallsyms]                   [k] __update_load_avg_cfs_rq
     0.00%     0.00%  ReadStage-145    [kernel.kallsyms]                   [k] cgroup_rstat_flush_locked
     0.00%     0.00%  ReadStage-102    [kernel.kallsyms]                   [k] xas_start
     0.00%     0.00%  ReadStage-102    [kernel.kallsyms]                   [k] pagecache_get_page
     0.00%     0.00%  ReadStage-113    [kernel.kallsyms]                   [k] bio_alloc_bioset
     0.00%     0.00%  ReadStage-113    [kernel.kallsyms]                   [k] ext4_mpage_readpages
     0.00%     0.00%  ReadStage-113    [kernel.kallsyms]                   [k] ext4_readahead
     0.00%     0.00%  ReadStage-53     [kernel.kallsyms]                   [k] memset_erms
     0.00%     0.00%  ReadStage-53     [kernel.kallsyms]                   [k] bio_alloc_bioset
     0.00%     0.00%  ReadStage-53     [kernel.kallsyms]                   [k] bvec_alloc
     0.00%     0.00%  ReadStage-71     [kernel.kallsyms]                   [k] hash_futex
     0.00%     0.00%  ReadStage-5      [kernel.kallsyms]                   [k] __next_zones_zonelist
     0.00%     0.00%  ReadStage-7      [kernel.kallsyms]                   [k] __pagevec_lru_add
     0.00%     0.00%  ReadStage-7      [kernel.kallsyms]                   [k] lru_cache_add
     0.00%     0.00%  ReadStage-86     [kernel.kallsyms]                   [k] pick_next_task_fair
     0.00%     0.00%  ReadStage-86     [kernel.kallsyms]                   [k] io_schedule
     0.00%     0.00%  ReadStage-86     [kernel.kallsyms]                   [k] wait_on_page_bit_common
