# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 133K of event 'cycles'
# Event count (approx.): 5321267836559
#
# Children      Self  Command          Shared Object                       Symbol                                        
# ........  ........  ...............  ..................................  ..............................................
#
     0.01%     0.00%  ReadStage-26     [kernel.kallsyms]                   [k] _raw_spin_lock
     0.01%     0.00%  ReadStage-38     [kernel.kallsyms]                   [k] __schedule
     0.01%     0.00%  ReadStage-38     [kernel.kallsyms]                   [k] schedule
     0.01%     0.00%  Thread-107       [kernel.kallsyms]                   [k] do_syscall_64
     0.01%     0.00%  Thread-107       [kernel.kallsyms]                   [k] entry_SYSCALL_64_after_hwframe
     0.01%     0.00%  Thread-61        [kernel.kallsyms]                   [k] futex_wait_queue_me
     0.01%     0.00%  ReadStage-100    [kernel.kallsyms]                   [k] try_to_wake_up
     0.01%     0.00%  ReadStage-66     [kernel.kallsyms]                   [k] futex_wake
     0.01%     0.00%  Thread-22        [kernel.kallsyms]                   [k] futex_wait
     0.01%     0.00%  ReadStage-71     [kernel.kallsyms]                   [k] filemap_map_pages
     0.01%     0.00%  ReadStage-5      [kernel.kallsyms]                   [k] asm_sysvec_call_function
     0.01%     0.00%  ReadStage-96     [kernel.kallsyms]                   [k] cgroup_rstat_flush_irqsafe
     0.01%     0.00%  ReadStage-96     [kernel.kallsyms]                   [k] mem_cgroup_flush_stats
     0.01%     0.00%  Thread-112       [kernel.kallsyms]                   [k] __schedule
     0.01%     0.01%  ReadStage-38     [kernel.kallsyms]                   [k] mem_cgroup_css_rstat_flush
     0.01%     0.00%  ReadStage-8      [kernel.kallsyms]                   [k] wake_up_q
     0.01%     0.01%  kswapd0          [kernel.kallsyms]                   [k] count_shadow_nodes
     0.01%     0.00%  ReadStage-90     [kernel.kallsyms]                   [k] __add_to_page_cache_locked
     0.01%     0.00%  CompactionExecu  [kernel.kallsyms]                   [k] kmem_cache_alloc
     0.01%     0.00%  ReadStage-127    [kernel.kallsyms]                   [k] add_to_page_cache_lru
     0.01%     0.00%  Thread-65        [kernel.kallsyms]                   [k] futex_wait
     0.01%     0.00%  ReadStage-47     [kernel.kallsyms]                   [k] try_to_wake_up
     0.01%     0.00%  ReadStage-100    [kernel.kallsyms]                   [k] futex_wake
     0.01%     0.00%  ReadStage-97     [kernel.kallsyms]                   [k] ondemand_readahead
     0.01%     0.00%  ReadStage-97     [kernel.kallsyms]                   [k] page_cache_async_ra
     0.01%     0.01%  Native-Transpor  [kernel.kallsyms]                   [k] __unqueue_futex
     0.01%     0.00%  epollEventLoopG  [kernel.kallsyms]                   [k] __cgroup_bpf_run_filter_skb
     0.01%     0.00%  Thread-25        [kernel.kallsyms]                   [k] __schedule
     0.01%     0.00%  Thread-25        [kernel.kallsyms]                   [k] futex_wait_queue_me
     0.01%     0.00%  Thread-25        [kernel.kallsyms]                   [k] schedule
     0.01%     0.00%  ReadStage-72     [kernel.kallsyms]                   [k] __page_cache_alloc
     0.01%     0.00%  ReadStage-53     [kernel.kallsyms]                   [k] read_pages
     0.01%     0.00%  ReadStage-72     [kernel.kallsyms]                   [k] try_to_wake_up
     0.01%     0.00%  ReadStage-143    [kernel.kallsyms]                   [k] asm_exc_page_fault
     0.01%     0.00%  ReadStage-143    [kernel.kallsyms]                   [k] do_user_addr_fault
     0.01%     0.00%  ReadStage-143    [kernel.kallsyms]                   [k] exc_page_fault
     0.01%     0.00%  ReadStage-143    [kernel.kallsyms]                   [k] handle_mm_fault
     0.01%     0.00%  swapper          [kernel.kallsyms]                   [k] sched_idle_set_state
     0.01%     0.00%  ReadStage-149    [kernel.kallsyms]                   [k] __do_fault
     0.01%     0.00%  ReadStage-149    [kernel.kallsyms]                   [k] __handle_mm_fault
     0.01%     0.00%  ReadStage-149    [kernel.kallsyms]                   [k] asm_exc_page_fault
     0.01%     0.00%  ReadStage-149    [kernel.kallsyms]                   [k] do_user_addr_fault
     0.01%     0.00%  ReadStage-149    [kernel.kallsyms]                   [k] exc_page_fault
     0.01%     0.00%  ReadStage-149    [kernel.kallsyms]                   [k] filemap_fault
     0.01%     0.00%  ReadStage-149    [kernel.kallsyms]                   [k] handle_mm_fault
     0.01%     0.00%  ReadStage-149    [kernel.kallsyms]                   [k] page_cache_ra_unbounded
     0.01%     0.00%  ReadStage-13     [kernel.kallsyms]                   [k] read_pages
     0.01%     0.00%  Thread-26        [kernel.kallsyms]                   [k] do_futex
     0.01%     0.00%  Thread-26        [kernel.kallsyms]                   [k] __x64_sys_futex
     0.01%     0.01%  ReadStage-24     [kernel.kallsyms]                   [k] mem_cgroup_css_rstat_flush
     0.01%     0.00%  swapper          [kernel.kallsyms]                   [k] check_tsc_unstable
     0.01%     0.00%  ReadStage-50     [kernel.kallsyms]                   [k] ondemand_readahead
     0.01%     0.00%  ReadStage-50     [kernel.kallsyms]                   [k] page_cache_async_ra
     0.01%     0.00%  ReadStage-100    [kernel.kallsyms]                   [k] get_page_from_freelist
     0.01%     0.00%  ReadStage-100    [kernel.kallsyms]                   [k] __alloc_pages
     0.01%     0.00%  ReadStage-100    [kernel.kallsyms]                   [k] __page_cache_alloc
     0.01%     0.00%  ReadStage-100    [kernel.kallsyms]                   [k] alloc_pages
     0.01%     0.00%  Thread-33        [kernel.kallsyms]                   [k] futex_wait
     0.01%     0.00%  ReadStage-4      [kernel.kallsyms]                   [k] get_page_from_freelist
     0.01%     0.00%  ReadStage-94     [kernel.kallsyms]                   [k] __add_to_page_cache_locked
     0.01%     0.00%  ReadStage-69     [kernel.kallsyms]                   [k] __x64_sys_futex
     0.01%     0.00%  ReadStage-69     [kernel.kallsyms]                   [k] do_futex
     0.01%     0.00%  ReadStage-41     [kernel.kallsyms]                   [k] __sysvec_call_function
     0.01%     0.00%  ReadStage-41     [kernel.kallsyms]                   [k] asm_sysvec_call_function
     0.01%     0.00%  ReadStage-41     [kernel.kallsyms]                   [k] generic_smp_call_function_single_interrupt
     0.01%     0.00%  ReadStage-41     [kernel.kallsyms]                   [k] sysvec_call_function
     0.01%     0.00%  Thread-24        [kernel.kallsyms]                   [k] entry_SYSCALL_64_after_hwframe
     0.01%     0.00%  ReadStage-53     [kernel.kallsyms]                   [k] get_page_from_freelist
     0.01%     0.00%  ReadStage-60     [kernel.kallsyms]                   [k] cgroup_rstat_flush_irqsafe
     0.01%     0.00%  ReadStage-60     [kernel.kallsyms]                   [k] mem_cgroup_flush_stats
     0.01%     0.00%  ReadStage-60     [kernel.kallsyms]                   [k] workingset_refault
     0.01%     0.00%  ReadStage-30     [kernel.kallsyms]                   [k] __add_to_page_cache_locked
     0.01%     0.00%  ReadStage-70     [kernel.kallsyms]                   [k] futex_wake
     0.01%     0.00%  ReadStage-37     [kernel.kallsyms]                   [k] do_syscall_64
     0.01%     0.00%  ReadStage-37     [kernel.kallsyms]                   [k] entry_SYSCALL_64_after_hwframe
     0.01%     0.00%  Thread-60        [kernel.kallsyms]                   [k] __schedule
     0.01%     0.00%  ReadStage-42     [kernel.kallsyms]                   [k] get_page_from_freelist
     0.01%     0.00%  ReadStage-75     [kernel.kallsyms]                   [k] __x64_sys_futex
     0.01%     0.00%  ReadStage-75     [kernel.kallsyms]                   [k] do_futex
     0.01%     0.00%  java             [kernel.kallsyms]                   [k] exit_to_user_mode_prepare
     0.01%     0.00%  Thread-82        [kernel.kallsyms]                   [k] futex_wait
     0.01%     0.00%  ReadStage-55     [kernel.kallsyms]                   [k] read_pages
     0.01%     0.00%  Native-Transpor  [kernel.kallsyms]                   [k] __rq_qos_done
     0.01%     0.00%  ReadStage-65     [kernel.kallsyms]                   [k] __alloc_pages
     0.01%     0.00%  ReadStage-65     [kernel.kallsyms]                   [k] __page_cache_alloc
     0.01%     0.00%  ReadStage-65     [kernel.kallsyms]                   [k] alloc_pages
     0.01%     0.00%  ReadStage-4      [kernel.kallsyms]                   [k] __add_to_page_cache_locked
     0.01%     0.00%  ReadStage-43     [kernel.kallsyms]                   [k] do_futex
     0.01%     0.00%  ReadStage-41     [kernel.kallsyms]                   [k] try_to_wake_up
     0.01%     0.00%  ReadStage-63     [kernel.kallsyms]                   [k] __x64_sys_futex
     0.01%     0.00%  ReadStage-63     [kernel.kallsyms]                   [k] do_futex
     0.01%     0.00%  ReadStage-2      [kernel.kallsyms]                   [k] futex_wait
     0.01%     0.01%  cluster1-nio-wo  [kernel.kallsyms]                   [k] cpumask_next_wrap
     0.01%     0.00%  ReadStage-118    [kernel.kallsyms]                   [k] do_syscall_64
     0.01%     0.00%  ReadStage-118    [kernel.kallsyms]                   [k] entry_SYSCALL_64_after_hwframe
     0.01%     0.00%  ReadStage-26     [kernel.kallsyms]                   [k] __x64_sys_futex
     0.01%     0.00%  ReadStage-26     [kernel.kallsyms]                   [k] do_futex
     0.01%     0.01%  ReadStage-62     [kernel.kallsyms]                   [k] mem_cgroup_css_rstat_flush
     0.01%     0.01%  ReadStage-49     [kernel.kallsyms]                   [k] _raw_spin_lock
     0.01%     0.00%  Native-Transpor  [kernel.kallsyms]                   [k] task_numa_migrate.isra.0
     0.01%     0.00%  ReadStage-75     [kernel.kallsyms]                   [k] read_pages
     0.01%     0.00%  ReadStage-108    [kernel.kallsyms]                   [k] workingset_refault
     0.01%     0.01%  ReadStage-47     [kernel.kallsyms]                   [k] clear_page_erms
     0.01%     0.00%  epollEventLoopG  [kernel.kallsyms]                   [k] skb_clone
     0.01%     0.01%  ReadStage-19     [kernel.kallsyms]                   [k] mem_cgroup_css_rstat_flush
     0.01%     0.00%  cluster1-nio-wo  [kernel.kallsyms]                   [k] __common_interrupt
     0.01%     0.00%  cluster1-nio-wo  [kernel.kallsyms]                   [k] asm_common_interrupt
     0.01%     0.00%  cluster1-nio-wo  [kernel.kallsyms]                   [k] common_interrupt
     0.01%     0.00%  NonPeriodicTask  [kernel.kallsyms]                   [k] __mod_zone_page_state
     0.01%     0.00%  Thread-95        [kernel.kallsyms]                   [k] futex_wait
     0.01%     0.00%  ReadStage-5      [kernel.kallsyms]                   [k] read_pages
     0.01%     0.00%  ReadStage-74     [kernel.kallsyms]                   [k] __alloc_pages
     0.01%     0.00%  ReadStage-74     [kernel.kallsyms]                   [k] __page_cache_alloc
     0.01%     0.00%  ReadStage-74     [kernel.kallsyms]                   [k] alloc_pages
     0.01%     0.01%  cluster1-nio-wo  libc.so.6                           [.] epoll_wait
     0.01%     0.00%  ReadStage-42     [kernel.kallsyms]                   [k] ondemand_readahead
     0.01%     0.00%  ReadStage-42     [kernel.kallsyms]                   [k] page_cache_async_ra
     0.01%     0.00%  ReadStage-26     [kernel.kallsyms]                   [k] futex_wake
     0.01%     0.00%  ReadStage-12     [kernel.kallsyms]                   [k] cgroup_rstat_flush_locked
     0.01%     0.00%  ReadStage-43     [kernel.kallsyms]                   [k] schedule
     0.01%     0.00%  ReadStage-81     [kernel.kallsyms]                   [k] read_pages
     0.01%     0.00%  Thread-110       [kernel.kallsyms]                   [k] futex_wait_queue_me
     0.01%     0.00%  ReadStage-74     [kernel.kallsyms]                   [k] __add_to_page_cache_locked
     0.01%     0.00%  ReadStage-84     [kernel.kallsyms]                   [k] __add_to_page_cache_locked
     0.01%     0.00%  ReadStage-65     [kernel.kallsyms]                   [k] do_futex
     0.01%     0.00%  Thread-19        [kernel.kallsyms]                   [k] __schedule
     0.01%     0.00%  Thread-19        [kernel.kallsyms]                   [k] schedule
     0.01%     0.00%  Thread-115       [kernel.kallsyms]                   [k] futex_wait
     0.01%     0.00%  Thread-82        [kernel.kallsyms]                   [k] schedule
     0.01%     0.00%  Thread-82        [kernel.kallsyms]                   [k] futex_wait_queue_me
     0.01%     0.00%  Thread-12        [kernel.kallsyms]                   [k] futex_wait_queue_me
     0.01%     0.00%  ReadStage-62     [kernel.kallsyms]                   [k] cgroup_rstat_updated
     0.01%     0.00%  Thread-80        [kernel.kallsyms]                   [k] futex_wait_queue_me
     0.01%     0.01%  kswapd0          [kernel.kallsyms]                   [k] __isolate_lru_page_prepare
     0.01%     0.00%  ReadStage-35     [kernel.kallsyms]                   [k] ondemand_readahead
     0.01%     0.00%  ReadStage-35     [kernel.kallsyms]                   [k] page_cache_async_ra
     0.01%     0.00%  Thread-48        [kernel.kallsyms]                   [k] __schedule
     0.01%     0.00%  Thread-48        [kernel.kallsyms]                   [k] futex_wait_queue_me
     0.01%     0.00%  Thread-48        [kernel.kallsyms]                   [k] schedule
     0.01%     0.00%  Thread-84        [kernel.kallsyms]                   [k] futex_wait
     0.01%     0.00%  ReadStage-24     [kernel.kallsyms]                   [k] __add_to_page_cache_locked
     0.01%     0.00%  ReadStage-155    [kernel.kallsyms]                   [k] __do_fault
     0.01%     0.00%  ReadStage-155    [kernel.kallsyms]                   [k] filemap_fault
     0.01%     0.00%  ReadStage-56     [kernel.kallsyms]                   [k] __add_to_page_cache_locked
     0.01%     0.00%  ReadStage-62     [kernel.kallsyms]                   [k] try_to_wake_up
     0.01%     0.00%  MutationStage-6  [kernel.kallsyms]                   [k] do_futex
     0.01%     0.00%  cluster1-nio-wo  [kernel.kallsyms]                   [k] dequeue_task_fair
     0.01%     0.00%  cluster1-nio-wo  [kernel.kallsyms]                   [k] dequeue_task
     0.01%     0.00%  ReadStage-133    [kernel.kallsyms]                   [k] cgroup_rstat_flush_irqsafe
     0.01%     0.00%  ReadStage-133    [kernel.kallsyms]                   [k] mem_cgroup_flush_stats
     0.01%     0.00%  Thread-70        [kernel.kallsyms]                   [k] futex_wait
     0.01%     0.01%  ReadStage-86     [kernel.kallsyms]                   [k] _raw_spin_lock
     0.01%     0.00%  Thread-145       [kernel.kallsyms]                   [k] futex_wait_queue_me
     0.01%     0.01%  ReadStage-92     [kernel.kallsyms]                   [k] mem_cgroup_css_rstat_flush
     0.01%     0.00%  Thread-16        [kernel.kallsyms]                   [k] futex_wait
     0.01%     0.01%  cluster1-nio-wo  [kernel.kallsyms]                   [k] hash_futex
     0.01%     0.00%  ReadStage-9      [kernel.kallsyms]                   [k] wake_up_q
     0.01%     0.00%  MutationStage-4  [kernel.kallsyms]                   [k] futex_wait
     0.01%     0.00%  ReadStage-82     [kernel.kallsyms]                   [k] cgroup_rstat_flush_irqsafe
     0.01%     0.00%  ReadStage-82     [kernel.kallsyms]                   [k] mem_cgroup_flush_stats
     0.01%     0.00%  ReadStage-2      [kernel.kallsyms]                   [k] futex_wake
     0.01%     0.01%  swapper          [kernel.kallsyms]                   [k] blk_account_io_done
     0.01%     0.00%  Thread-100       [kernel.kallsyms]                   [k] __schedule
     0.01%     0.00%  Thread-100       [kernel.kallsyms]                   [k] futex_wait_queue_me
     0.01%     0.00%  Thread-100       [kernel.kallsyms]                   [k] schedule
     0.01%     0.00%  Thread-76        [kernel.kallsyms]                   [k] do_syscall_64
     0.01%     0.00%  ReadStage-154    [kernel.kallsyms]                   [k] add_to_page_cache_lru
     0.01%     0.01%  swapper          [kernel.kallsyms]                   [k] nohz_balance_enter_idle
     0.01%     0.00%  ReadStage-53     [kernel.kallsyms]                   [k] ondemand_readahead
     0.01%     0.00%  ReadStage-53     [kernel.kallsyms]                   [k] page_cache_async_ra
     0.01%     0.00%  ReadStage-150    [kernel.kallsyms]                   [k] do_page_cache_ra
     0.01%     0.00%  ReadStage-68     [kernel.kallsyms]                   [k] try_to_wake_up
     0.01%     0.00%  java             [kernel.kallsyms]                   [k] do_mprotect_pkey
     0.01%     0.00%  Thread-72        [kernel.kallsyms]                   [k] futex_wait
     0.01%     0.01%  ReadStage-71     [kernel.kallsyms]                   [k] mem_cgroup_css_rstat_flush
     0.01%     0.00%  ReadStage-49     [kernel.kallsyms]                   [k] alloc_pages
     0.01%     0.00%  ReadStage-43     [kernel.kallsyms]                   [k] __add_to_page_cache_locked
     0.01%     0.01%  cluster1-nio-wo  [kernel.kallsyms]                   [k] rb_erase
     0.01%     0.00%  Thread-69        [kernel.kallsyms]                   [k] futex_wait_queue_me
     0.01%     0.00%  Thread-69        [kernel.kallsyms]                   [k] schedule
     0.01%     0.00%  Thread-129       [kernel.kallsyms]                   [k] dequeue_task_fair
     0.01%     0.00%  Thread-129       [kernel.kallsyms]                   [k] dequeue_task
     0.01%     0.00%  ReadStage-18     [kernel.kallsyms]                   [k] ondemand_readahead
     0.01%     0.00%  ReadStage-18     [kernel.kallsyms]                   [k] page_cache_async_ra
     0.01%     0.00%  ReadStage-93     [kernel.kallsyms]                   [k] __add_to_page_cache_locked
     0.01%     0.01%  ReadStage-54     [kernel.kallsyms]                   [k] mem_cgroup_css_rstat_flush
     0.01%     0.00%  ReadStage-33     [kernel.kallsyms]                   [k] futex_wait
     0.01%     0.00%  ReadStage-103    [kernel.kallsyms]                   [k] cgroup_rstat_flush_locked
     0.01%     0.00%  CompactionExecu  [kernel.kallsyms]                   [k] __mod_memcg_state.part.0
     0.01%     0.00%  ReadStage-25     [kernel.kallsyms]                   [k] get_page_from_freelist
     0.01%     0.00%  ReadStage-25     [kernel.kallsyms]                   [k] __alloc_pages
     0.01%     0.00%  ReadStage-25     [kernel.kallsyms]                   [k] __page_cache_alloc
     0.01%     0.00%  ReadStage-25     [kernel.kallsyms]                   [k] alloc_pages
     0.01%     0.00%  epollEventLoopG  [kernel.kallsyms]                   [k] wake_up_process
     0.01%     0.00%  Thread-121       [kernel.kallsyms]                   [k] futex_wait
     0.01%     0.00%  ReadStage-55     [kernel.kallsyms]                   [k] cgroup_rstat_flush_locked
     0.01%     0.01%  kswapd1          [kernel.kallsyms]                   [k] __slab_free
     0.01%     0.00%  ReadStage-20     [kernel.kallsyms]                   [k] ondemand_readahead
     0.01%     0.00%  ReadStage-20     [kernel.kallsyms]                   [k] page_cache_async_ra
     0.01%     0.00%  ReadStage-131    [kernel.kallsyms]                   [k] add_to_page_cache_lru
     0.01%     0.00%  ReadStage-15     [kernel.kallsyms]                   [k] get_page_from_freelist
     0.01%     0.00%  ReadStage-15     [kernel.kallsyms]                   [k] __alloc_pages
     0.01%     0.01%  cluster1-nio-wo  [kernel.kallsyms]                   [k] ipv4_mtu
     0.01%     0.00%  ReadStage-71     [kernel.kallsyms]                   [k] futex_wake
     0.01%     0.00%  ReadStage-1      [kernel.kallsyms]                   [k] ext4_mpage_readpages
     0.01%     0.00%  ReadStage-1      [kernel.kallsyms]                   [k] ext4_readahead
     0.01%     0.00%  Thread-12        [kernel.kallsyms]                   [k] __schedule
     0.01%     0.00%  Thread-12        [kernel.kallsyms]                   [k] schedule
     0.01%     0.00%  java             [kernel.kallsyms]                   [k] irq_exit_rcu
     0.01%     0.00%  ReadStage-71     [kernel.kallsyms]                   [k] __add_to_page_cache_locked
     0.01%     0.01%  ReadStage-3      [kernel.kallsyms]                   [k] clear_page_erms
     0.01%     0.00%  cluster1-nio-wo  [kernel.kallsyms]                   [k] loopback_xmit
     0.01%     0.00%  ReadStage-75     [kernel.kallsyms]                   [k] ondemand_readahead
     0.01%     0.00%  ReadStage-75     [kernel.kallsyms]                   [k] page_cache_async_ra
     0.01%     0.00%  cluster1-nio-wo  [kernel.kallsyms]                   [k] kmem_cache_free
     0.01%     0.00%  ReadStage-7      [kernel.kallsyms]                   [k] read_pages
     0.01%     0.00%  ReadStage-62     [kernel.kallsyms]                   [k] get_page_from_freelist
     0.01%     0.00%  ReadStage-20     [kernel.kallsyms]                   [k] futex_wake
     0.01%     0.01%  ReadStage-63     [kernel.kallsyms]                   [k] mem_cgroup_css_rstat_flush
     0.01%     0.00%  ReadStage-80     [kernel.kallsyms]                   [k] __alloc_pages
     0.01%     0.00%  ReadStage-80     [kernel.kallsyms]                   [k] __page_cache_alloc
     0.01%     0.00%  ReadStage-80     [kernel.kallsyms]                   [k] alloc_pages
     0.01%     0.00%  ReadStage-23     [kernel.kallsyms]                   [k] __page_cache_alloc
     0.01%     0.00%  ReadStage-23     [kernel.kallsyms]                   [k] alloc_pages
     0.01%     0.01%  epollEventLoopG  [kernel.kallsyms]                   [k] finish_task_switch.isra.0
     0.01%     0.00%  ReadStage-82     [kernel.kallsyms]                   [k] do_syscall_64
     0.01%     0.00%  Thread-9         [kernel.kallsyms]                   [k] __schedule
     0.01%     0.00%  ReadStage-125    [kernel.kallsyms]                   [k] cgroup_rstat_flush_locked
     0.01%     0.01%  ReadStage-94     [kernel.kallsyms]                   [k] mem_cgroup_css_rstat_flush
     0.01%     0.00%  Native-Transpor  [kernel.kallsyms]                   [k] error_return
     0.01%     0.00%  ReadStage-101    [kernel.kallsyms]                   [k] get_page_from_freelist
     0.01%     0.00%  ReadStage-101    [kernel.kallsyms]                   [k] __alloc_pages
     0.01%     0.00%  ReadStage-101    [kernel.kallsyms]                   [k] __page_cache_alloc
     0.01%     0.00%  ReadStage-101    [kernel.kallsyms]                   [k] alloc_pages
     0.01%     0.00%  ReadStage-142    [kernel.kallsyms]                   [k] do_page_cache_ra
     0.01%     0.00%  ReadStage-33     [kernel.kallsyms]                   [k] ondemand_readahead
     0.01%     0.00%  ReadStage-33     [kernel.kallsyms]                   [k] page_cache_async_ra
     0.01%     0.00%  ReadStage-16     [kernel.kallsyms]                   [k] futex_wait
     0.01%     0.00%  epollEventLoopG  [kernel.kallsyms]                   [k] handle_edge_irq
     0.01%     0.00%  epollEventLoopG  [kernel.kallsyms]                   [k] __common_interrupt
     0.01%     0.00%  epollEventLoopG  [kernel.kallsyms]                   [k] asm_common_interrupt
     0.01%     0.00%  epollEventLoopG  [kernel.kallsyms]                   [k] common_interrupt
     0.01%     0.00%  ReadStage-99     [kernel.kallsyms]                   [k] cgroup_rstat_flush_irqsafe
     0.01%     0.00%  ReadStage-99     [kernel.kallsyms]                   [k] mem_cgroup_flush_stats
     0.01%     0.00%  ReadStage-37     [kernel.kallsyms]                   [k] ext4_mpage_readpages
     0.01%     0.00%  ReadStage-37     [kernel.kallsyms]                   [k] ext4_readahead
     0.01%     0.00%  Thread-54        [kernel.kallsyms]                   [k] schedule
     0.01%     0.00%  Thread-54        [kernel.kallsyms]                   [k] futex_wait_queue_me
     0.01%     0.01%  Native-Transpor  [kernel.kallsyms]                   [k] update_cfs_rq_h_load
     0.01%     0.00%  Thread-116       [kernel.kallsyms]                   [k] __schedule
     0.01%     0.00%  Thread-116       [kernel.kallsyms]                   [k] futex_wait_queue_me
     0.01%     0.00%  Thread-116       [kernel.kallsyms]                   [k] schedule
     0.01%     0.00%  ReadStage-7      [kernel.kallsyms]                   [k] sysvec_call_function
     0.01%     0.00%  CompactionExecu  [kernel.kallsyms]                   [k] tick_sched_handle
     0.01%     0.00%  ReadStage-42     [kernel.kallsyms]                   [k] enqueue_task
     0.01%     0.00%  ReadStage-42     [kernel.kallsyms]                   [k] ttwu_do_activate
     0.01%     0.00%  Thread-111       [kernel.kallsyms]                   [k] __schedule
     0.01%     0.00%  Thread-111       [kernel.kallsyms]                   [k] schedule
     0.01%     0.00%  ReadStage-4      [kernel.kallsyms]                   [k] ext4_mpage_readpages
     0.01%     0.00%  ReadStage-4      [kernel.kallsyms]                   [k] ext4_readahead
     0.01%     0.00%  Thread-81        [kernel.kallsyms]                   [k] dequeue_entity
     0.01%     0.00%  ReadStage-134    [kernel.kallsyms]                   [k] do_syscall_64
     0.01%     0.00%  ReadStage-134    [kernel.kallsyms]                   [k] entry_SYSCALL_64_after_hwframe
     0.01%     0.00%  ReadStage-141    [kernel.kallsyms]                   [k] __do_fault
     0.01%     0.00%  ReadStage-141    [kernel.kallsyms]                   [k] filemap_fault
     0.01%     0.00%  ReadStage-141    [kernel.kallsyms]                   [k] page_cache_ra_unbounded
     0.01%     0.00%  ReadStage-70     [kernel.kallsyms]                   [k] __add_to_page_cache_locked
     0.01%     0.00%  Thread-52        [kernel.kallsyms]                   [k] futex_wait_queue_me
     0.01%     0.00%  cluster1-nio-wo  [kernel.kallsyms]                   [k] cgroup_rstat_updated
     0.01%     0.00%  ReadStage-46     [kernel.kallsyms]                   [k] ondemand_readahead
     0.01%     0.00%  ReadStage-46     [kernel.kallsyms]                   [k] page_cache_async_ra
     0.01%     0.00%  perf             [kernel.kallsyms]                   [k] __alloc_pages
     0.01%     0.00%  perf             [kernel.kallsyms]                   [k] alloc_pages
     0.01%     0.00%  ReadStage-77     [kernel.kallsyms]                   [k] futex_wake
     0.01%     0.00%  ReadStage-151    [kernel.kallsyms]                   [k] page_cache_ra_unbounded
     0.01%     0.00%  epollEventLoopG  [kernel.kallsyms]                   [k] skb_free_head
     0.01%     0.00%  ReadStage-84     [kernel.kallsyms]                   [k] ondemand_readahead
     0.01%     0.00%  ReadStage-84     [kernel.kallsyms]                   [k] page_cache_async_ra
     0.01%     0.00%  ReadStage-24     [kernel.kallsyms]                   [k] read_pages
     0.01%     0.01%  ReadStage-113    [kernel.kallsyms]                   [k] mem_cgroup_css_rstat_flush
     0.01%     0.00%  Native-Transpor  [kernel.kallsyms]                   [k] bvec_free
     0.01%     0.00%  ReadStage-98     [kernel.kallsyms]                   [k] workingset_refault
     0.01%     0.00%  ReadStage-91     [kernel.kallsyms]                   [k] cgroup_rstat_flush_locked
     0.01%     0.00%  ReadStage-31     [kernel.kallsyms]                   [k] get_page_from_freelist
     0.01%     0.00%  ReadStage-31     [kernel.kallsyms]                   [k] __alloc_pages
     0.01%     0.00%  ReadStage-31     [kernel.kallsyms]                   [k] __page_cache_alloc
     0.01%     0.00%  ReadStage-31     [kernel.kallsyms]                   [k] alloc_pages
     0.01%     0.01%  Native-Transpor  [kernel.kallsyms]                   [k] cpufreq_this_cpu_can_update
     0.01%     0.00%  ReadStage-128    [kernel.kallsyms]                   [k] cgroup_rstat_flush_locked
     0.01%     0.00%  ReadStage-77     [kernel.kallsyms]                   [k] try_to_wake_up
     0.01%     0.01%  ReadStage-80     [kernel.kallsyms]                   [k] mem_cgroup_css_rstat_flush
     0.01%     0.00%  CompactionExecu  [kernel.kallsyms]                   [k] kmem_cache_free
     0.01%     0.01%  CompactionExecu  [kernel.kallsyms]                   [k] copy_user_enhanced_fast_string
     0.01%     0.00%  ReadStage-27     [kernel.kallsyms]                   [k] alloc_pages
     0.01%     0.00%  ReadStage-27     [kernel.kallsyms]                   [k] __page_cache_alloc
     0.01%     0.00%  cluster1-nio-wo  [kernel.kallsyms]                   [k] security_file_permission
     0.01%     0.00%  ReadStage-115    [kernel.kallsyms]                   [k] __x64_sys_futex
     0.01%     0.00%  ReadStage-115    [kernel.kallsyms]                   [k] do_futex
     0.01%     0.01%  ReadStage-88     [kernel.kallsyms]                   [k] _raw_spin_lock
     0.01%     0.00%  ReadStage-22     [kernel.kallsyms]                   [k] read_pages
     0.01%     0.01%  ReadStage-105    [kernel.kallsyms]                   [k] mem_cgroup_css_rstat_flush
     0.01%     0.00%  ReadStage-26     [kernel.kallsyms]                   [k] ondemand_readahead
     0.01%     0.00%  ReadStage-26     [kernel.kallsyms]                   [k] page_cache_async_ra
     0.01%     0.00%  Thread-75        [kernel.kallsyms]                   [k] futex_wait_queue_me
     0.01%     0.00%  Thread-75        [kernel.kallsyms]                   [k] schedule
     0.01%     0.00%  ReadStage-97     [kernel.kallsyms]                   [k] futex_wake
     0.01%     0.00%  Thread-85        [kernel.kallsyms]                   [k] schedule
     0.01%     0.00%  Thread-85        [kernel.kallsyms]                   [k] futex_wait_queue_me
     0.01%     0.00%  Thread-61        [kernel.kallsyms]                   [k] schedule
     0.01%     0.00%  ReadStage-59     [kernel.kallsyms]                   [k] futex_wake
     0.01%     0.00%  Thread-133       [kernel.kallsyms]                   [k] __schedule
     0.01%     0.00%  Thread-133       [kernel.kallsyms]                   [k] futex_wait_queue_me
     0.01%     0.00%  Thread-133       [kernel.kallsyms]                   [k] schedule
     0.01%     0.00%  ReadStage-49     [kernel.kallsyms]                   [k] futex_wake
     0.01%     0.00%  Thread-114       [kernel.kallsyms]                   [k] futex_wait
