# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 864K of event 'cycles'
# Event count (approx.): 1577918349489
#
# Children      Self  Command          Shared Object                        Symbol                                                                                                                                                           
# ........  ........  ...............  ...................................  .................................................................................................................................................................
#
    38.56%     0.09%  Executor task l  [kernel.kallsyms]                    [k] asm_sysvec_apic_timer_interrupt
    37.91%     0.05%  Executor task l  [kernel.kallsyms]                    [k] sysvec_apic_timer_interrupt
    33.37%     0.39%  Executor task l  [kernel.kallsyms]                    [k] __sysvec_apic_timer_interrupt
    32.69%     0.68%  Executor task l  [kernel.kallsyms]                    [k] hrtimer_interrupt
    28.66%     0.69%  Executor task l  [kernel.kallsyms]                    [k] __hrtimer_run_queues
    27.97%     0.07%  Executor task l  [kernel.kallsyms]                    [k] __run_hrtimer
    26.76%     0.07%  Executor task l  [kernel.kallsyms]                    [k] tick_sched_timer
    25.21%     0.05%  Executor task l  [kernel.kallsyms]                    [k] tick_sched_handle
    25.11%     1.01%  Executor task l  [kernel.kallsyms]                    [k] update_process_times
    18.43%     0.83%  Executor task l  [kernel.kallsyms]                    [k] scheduler_tick
    15.54%     0.04%  Executor task l  [kernel.kallsyms]                    [k] entry_SYSCALL_64_after_hwframe
    15.50%     0.04%  Executor task l  [kernel.kallsyms]                    [k] do_syscall_64
     9.94%     0.01%  Executor task l  [kernel.kallsyms]                    [k] ksys_read
     9.80%     0.05%  Executor task l  [kernel.kallsyms]                    [k] vfs_read
     9.65%     0.06%  Executor task l  [kernel.kallsyms]                    [k] new_sync_read
     9.55%     0.17%  Executor task l  [kernel.kallsyms]                    [k] filemap_read
     8.41%     0.97%  Executor task l  [kernel.kallsyms]                    [k] task_tick_fair
     7.23%     0.64%  Executor task l  [kernel.kallsyms]                    [k] perf_event_task_tick
     6.60%     2.91%  Executor task l  [kernel.kallsyms]                    [k] perf_adjust_freq_unthr_context
     5.46%     0.04%  Executor task l  [kernel.kallsyms]                    [k] copy_page_to_iter
     5.42%     0.08%  Executor task l  [kernel.kallsyms]                    [k] copy_page_to_iter_iovec
     5.34%     5.22%  Executor task l  [kernel.kallsyms]                    [k] copy_user_generic_string
     3.80%     0.43%  Executor task l  [kernel.kallsyms]                    [k] __irq_exit_rcu
     3.72%     0.03%  Executor task l  [kernel.kallsyms]                    [k] filemap_get_pages
     3.58%     0.01%  Executor task l  [kernel.kallsyms]                    [k] __x64_sys_openat
     3.58%     0.01%  Executor task l  [kernel.kallsyms]                    [k] do_sys_openat2
     3.45%     1.32%  Executor task l  [kernel.kallsyms]                    [k] update_load_avg
