# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 989K of event 'cycles'
# Event count (approx.): 2257418949446
#
# Children      Self  Command          Shared Object                       Symbol                                                                                                                                                                                               
# ........  ........  ...............  ..................................  .....................................................................................................................................................................................................
#
    32.65%     0.10%  Executor task l  [kernel.kallsyms]                   [k] asm_sysvec_apic_timer_interrupt
    31.71%     0.04%  Executor task l  [kernel.kallsyms]                   [k] sysvec_apic_timer_interrupt
    27.98%     0.31%  Executor task l  [kernel.kallsyms]                   [k] __sysvec_apic_timer_interrupt
    27.39%     0.63%  Executor task l  [kernel.kallsyms]                   [k] hrtimer_interrupt
    24.07%     0.48%  Executor task l  [kernel.kallsyms]                   [k] __hrtimer_run_queues
    23.59%     0.03%  Executor task l  [kernel.kallsyms]                   [k] __run_hrtimer
    22.62%     0.07%  Executor task l  [kernel.kallsyms]                   [k] tick_sched_timer
    21.44%     0.08%  Executor task l  [kernel.kallsyms]                   [k] tick_sched_handle
    21.30%     0.91%  Executor task l  [kernel.kallsyms]                   [k] update_process_times
    15.75%     0.72%  Executor task l  [kernel.kallsyms]                   [k] scheduler_tick
    13.66%     0.03%  Executor task l  [kernel.kallsyms]                   [k] entry_SYSCALL_64_after_hwframe
    13.62%     0.02%  Executor task l  [kernel.kallsyms]                   [k] do_syscall_64
     8.61%     0.01%  Executor task l  [kernel.kallsyms]                   [k] ksys_read
     8.50%     0.05%  Executor task l  [kernel.kallsyms]                   [k] vfs_read
     8.37%     0.05%  Executor task l  [kernel.kallsyms]                   [k] new_sync_read
     8.29%     0.13%  Executor task l  [kernel.kallsyms]                   [k] filemap_read
     7.19%     0.84%  Executor task l  [kernel.kallsyms]                   [k] task_tick_fair
     6.14%     0.57%  Executor task l  [kernel.kallsyms]                   [k] perf_event_task_tick
     6.00%     0.05%  Executor task l  [kernel.kallsyms]                   [k] asm_exc_page_fault
     5.77%     0.01%  Executor task l  [kernel.kallsyms]                   [k] exc_page_fault
     5.67%     0.02%  Executor task l  [kernel.kallsyms]                   [k] do_user_addr_fault
     5.57%     2.44%  Executor task l  [kernel.kallsyms]                   [k] perf_adjust_freq_unthr_context
     5.10%     0.03%  Executor task l  [kernel.kallsyms]                   [k] handle_mm_fault
     5.01%     0.06%  Executor task l  [kernel.kallsyms]                   [k] __handle_mm_fault
     4.92%     0.03%  Executor task l  [kernel.kallsyms]                   [k] do_anonymous_page
     4.27%     0.02%  Executor task l  [kernel.kallsyms]                   [k] copy_page_to_iter
     4.25%     0.05%  Executor task l  [kernel.kallsyms]                   [k] copy_page_to_iter_iovec
     4.21%     4.11%  Executor task l  [kernel.kallsyms]                   [k] copy_user_generic_string
     3.92%     0.07%  Executor task l  [kernel.kallsyms]                   [k] __alloc_pages
     3.83%     0.08%  Executor task l  [kernel.kallsyms]                   [k] get_page_from_freelist
     3.54%     0.09%  Executor task l  [kernel.kallsyms]                   [k] alloc_pages_vma
     3.37%     0.02%  Executor task l  [kernel.kallsyms]                   [k] filemap_get_pages
     3.04%     0.00%  Executor task l  [kernel.kallsyms]                   [k] __x64_sys_openat
     3.04%     0.01%  Executor task l  [kernel.kallsyms]                   [k] do_sys_openat2
     2.98%     0.24%  Executor task l  [kernel.kallsyms]                   [k] __irq_exit_rcu
     2.88%     0.05%  Executor task l  [kernel.kallsyms]                   [k] kernel_init_free_pages.part.0
     2.84%     1.33%  Executor task l  [kernel.kallsyms]                   [k] update_load_avg
     2.82%     2.75%  Executor task l  [kernel.kallsyms]                   [k] clear_page_rep
     2.79%     0.02%  Executor task l  [kernel.kallsyms]                   [k] amd_pmu_disable_all
     2.73%     0.02%  Executor task l  [kernel.kallsyms]                   [k] do_filp_open
     2.71%     0.01%  Executor task l  [kernel.kallsyms]                   [k] path_openat
     2.45%     0.44%  Executor task l  [kernel.kallsyms]                   [k] __softirqentry_text_start
     2.26%     0.02%  Executor task l  [kernel.kallsyms]                   [k] page_cache_ra_unbounded
     2.11%     0.82%  Executor task l  [kernel.kallsyms]                   [k] account_user_time
     1.96%     1.74%  Executor task l  [kernel.kallsyms]                   [k] x86_pmu_disable_all
