# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 3K of event 'cycles'
# Event count (approx.): 1280482602832
#
# Children      Self  Command          Shared Object      Symbol                                        
# ........  ........  ...............  .................  ..............................................
#
     1.80%     0.00%  kcompactd1       [kernel.kallsyms]  [k] rmap_walk
     1.76%     0.53%  postgres         [kernel.kallsyms]  [k] _raw_spin_lock
     1.75%     0.02%  kcompactd1       [kernel.kallsyms]  [k] rmap_walk_file
     1.63%     0.00%  postgres         [kernel.kallsyms]  [k] ext4_file_read_iter
     1.63%     0.00%  postgres         [kernel.kallsyms]  [k] filemap_read
     1.63%     0.00%  postgres         [kernel.kallsyms]  [k] generic_file_read_iter
     1.63%     0.00%  postgres         [kernel.kallsyms]  [k] new_sync_read
     1.63%     0.00%  postgres         [kernel.kallsyms]  [k] vfs_read
     1.60%     0.00%  postgres         [kernel.kallsyms]  [k] filemap_get_pages
     1.60%     0.00%  postgres         [kernel.kallsyms]  [k] __x64_sys_pread64
     1.56%     0.01%  postgres         [kernel.kallsyms]  [k] futex_wake
     1.53%     0.00%  postgres         [kernel.kallsyms]  [k] try_to_wake_up
     1.52%     0.00%  postgres         [kernel.kallsyms]  [k] wake_up_q
     1.51%     1.51%  postgres         [kernel.kallsyms]  [k] __free_one_page
     1.50%     0.00%  postgres         [kernel.kallsyms]  [k] pick_next_task_fair
     1.50%     0.00%  postgres         [kernel.kallsyms]  [k] newidle_balance
     1.48%     0.00%  postgres         [kernel.kallsyms]  [k] load_balance
     1.47%     1.47%  postgres         [kernel.kallsyms]  [k] update_sd_lb_stats.constprop.0
     1.47%     0.00%  postgres         [kernel.kallsyms]  [k] find_busiest_group
     1.46%     0.00%  postgres         [kernel.kallsyms]  [k] enqueue_task
     1.46%     0.00%  postgres         [kernel.kallsyms]  [k] ttwu_do_activate
     1.45%     1.45%  postgres         [kernel.kallsyms]  [k] enqueue_task_fair
     1.40%     0.00%  kcompactd1       [kernel.kallsyms]  [k] try_to_migrate
     1.37%     0.01%  postgres         [kernel.kallsyms]  [k] filemap_get_read_batch
     1.36%     1.36%  postgres         [kernel.kallsyms]  [k] xas_start
     1.35%     0.06%  kcompactd1       [kernel.kallsyms]  [k] try_to_migrate_one
     1.26%     1.26%  postgres         [kernel.kallsyms]  [k] native_queued_spin_lock_slowpath
     1.24%     0.04%  postgres         [kernel.kallsyms]  [k] free_pgd_range
     1.24%     0.00%  postgres         [kernel.kallsyms]  [k] free_pgtables
     1.20%     0.28%  postgres         [kernel.kallsyms]  [k] ___pte_free_tlb
     1.19%     1.19%  postgres         [kernel.kallsyms]  [k] vm_normal_page
     1.17%     0.00%  postgres         [kernel.kallsyms]  [k] tlb_finish_mmu
     1.13%     1.13%  postgres         [kernel.kallsyms]  [k] get_unused_fd_flags
     1.11%     1.05%  kcompactd1       [kernel.kallsyms]  [k] page_vma_mapped_walk
     1.09%     1.09%  swapper          [kernel.kallsyms]  [k] rcu_eqs_exit.constprop.0
     1.09%     0.00%  swapper          [kernel.kallsyms]  [k] rcu_idle_exit
     0.97%     0.00%  postgres         [kernel.kallsyms]  [k] migrate_misplaced_page
     0.97%     0.00%  postgres         [kernel.kallsyms]  [k] migrate_pages
     0.94%     0.00%  postgres         [kernel.kallsyms]  [k] __put_page
     0.94%     0.00%  postgres         [kernel.kallsyms]  [k] free_unref_page
     0.91%     0.00%  swapper          [kernel.kallsyms]  [k] arch_call_rest_init
     0.91%     0.00%  swapper          [kernel.kallsyms]  [k] rest_init
     0.91%     0.00%  swapper          [kernel.kallsyms]  [k] start_kernel
     0.91%     0.00%  swapper          [kernel.kallsyms]  [k] x86_64_start_kernel
     0.91%     0.00%  swapper          [kernel.kallsyms]  [k] x86_64_start_reservations
     0.86%     0.00%  postgres         [kernel.kallsyms]  [k] tlb_remove_page
     0.86%     0.00%  kcompactd0       [kernel.kallsyms]  [k] try_to_migrate
     0.83%     0.00%  postgres         [kernel.kallsyms]  [k] lru_add_drain
     0.83%     0.00%  postgres         [kernel.kallsyms]  [k] lru_add_drain_cpu
     0.80%     0.01%  postgres         [kernel.kallsyms]  [k] do_swap_page
     0.78%     0.00%  postgres         [kernel.kallsyms]  [k] swapin_readahead
     0.75%     0.10%  kcompactd0       [kernel.kallsyms]  [k] try_to_migrate_one
     0.75%     0.00%  postgres         [kernel.kallsyms]  [k] do_sys_openat2
     0.74%     0.00%  postgres         [kernel.kallsyms]  [k] do_filp_open
     0.74%     0.00%  postgres         [kernel.kallsyms]  [k] path_openat
     0.73%     0.00%  postgres         [kernel.kallsyms]  [k] __pagevec_lru_add
     0.71%     0.71%  postgres         [kernel.kallsyms]  [k] security_task_getsecid_subj
     0.71%     0.00%  postgres         [kernel.kallsyms]  [k] ima_file_check
     0.50%     0.44%  postgres         [kernel.kallsyms]  [k] free_swap_cache
     0.46%     0.41%  postgres         [kernel.kallsyms]  [k] lock_page_memcg
     0.39%     0.02%  kcompactd0       [kernel.kallsyms]  [k] remove_migration_pte
     0.36%     0.03%  kcompactd1       [kernel.kallsyms]  [k] remove_migration_pte
     0.33%     0.02%  kcompactd1       [kernel.kallsyms]  [k] ptep_clear_flush
     0.31%     0.27%  kcompactd1       [kernel.kallsyms]  [k] smp_call_function_many_cond
     0.31%     0.00%  kcompactd1       [kernel.kallsyms]  [k] flush_tlb_mm_range
     0.31%     0.00%  kcompactd1       [kernel.kallsyms]  [k] native_flush_tlb_multi
     0.31%     0.00%  kcompactd1       [kernel.kallsyms]  [k] on_each_cpu_cond_mask
     0.29%     0.00%  kcompactd1       [kernel.kallsyms]  [k] migrate_page
     0.29%     0.00%  kcompactd1       [kernel.kallsyms]  [k] move_to_new_page
     0.26%     0.00%  postgres         [kernel.kallsyms]  [k] cgroup_rstat_flush_irqsafe
     0.25%     0.00%  postgres         [kernel.kallsyms]  [k] __do_sys_newfstatat
     0.25%     0.00%  postgres         [kernel.kallsyms]  [k] __x64_sys_newfstatat
     0.25%     0.00%  postgres         [kernel.kallsyms]  [k] mem_cgroup_flush_stats
     0.25%     0.00%  postgres         [kernel.kallsyms]  [k] workingset_refault
     0.24%     0.04%  postgres         [kernel.kallsyms]  [k] cgroup_rstat_flush_locked
     0.23%     0.00%  kcompactd0       [kernel.kallsyms]  [k] move_to_new_page
     0.22%     0.00%  postgres         [kernel.kallsyms]  [k] ondemand_readahead
     0.22%     0.00%  postgres         [kernel.kallsyms]  [k] page_cache_ra_unbounded
     0.22%     0.00%  postgres         [kernel.kallsyms]  [k] page_cache_sync_ra
     0.22%     0.22%  postgres         [kernel.kallsyms]  [k] __tlb_remove_page_size
     0.21%     0.21%  postgres         [kernel.kallsyms]  [k] mark_page_accessed
     0.21%     0.00%  postgres         [kernel.kallsyms]  [k] vfs_statx
     0.21%     0.00%  tclsh8.6         [kernel.kallsyms]  [k] __x64_sys_futex
     0.21%     0.00%  tclsh8.6         [kernel.kallsyms]  [k] do_futex
     0.20%     0.00%  kcompactd0       [kernel.kallsyms]  [k] compaction_alloc
     0.20%     0.00%  tclsh8.6         [kernel.kallsyms]  [k] _raw_spin_lock
     0.20%     0.01%  postgres         [kernel.kallsyms]  [k] add_to_page_cache_lru
     0.20%     0.20%  swapper          [unknown]          [.] 0000000000000000
     0.20%     0.18%  postgres         [kernel.kallsyms]  [k] mem_cgroup_css_rstat_flush
     0.19%     0.00%  kcompactd0       [kernel.kallsyms]  [k] migrate_page
     0.19%     0.18%  tclsh8.6         [kernel.kallsyms]  [k] native_queued_spin_lock_slowpath
     0.18%     0.02%  kcompactd0       [kernel.kallsyms]  [k] ptep_clear_flush
     0.17%     0.03%  postgres         [kernel.kallsyms]  [k] set_page_dirty
     0.16%     0.02%  kcompactd0       [kernel.kallsyms]  [k] flush_tlb_mm_range
     0.16%     0.00%  postgres         [kernel.kallsyms]  [k] __x64_sys_pwrite64
     0.16%     0.00%  postgres         [kernel.kallsyms]  [k] ext4_buffered_write_iter
     0.16%     0.00%  postgres         [kernel.kallsyms]  [k] ext4_file_write_iter
     0.16%     0.00%  postgres         [kernel.kallsyms]  [k] generic_perform_write
     0.16%     0.00%  postgres         [kernel.kallsyms]  [k] new_sync_write
     0.16%     0.00%  postgres         [kernel.kallsyms]  [k] vfs_write
     0.16%     0.16%  postgres         [kernel.kallsyms]  [k] page_mapping
     0.16%     0.14%  postgres         [kernel.kallsyms]  [k] unlock_page_memcg
     0.16%     0.16%  kcompactd0       [kernel.kallsyms]  [k] _raw_spin_lock
     0.15%     0.00%  tclsh8.6         [kernel.kallsyms]  [k] asm_exc_page_fault
     0.15%     0.00%  tclsh8.6         [kernel.kallsyms]  [k] exc_page_fault
     0.15%     0.00%  tclsh8.6         [kernel.kallsyms]  [k] do_user_addr_fault
     0.15%     0.02%  kcompactd1       [kernel.kallsyms]  [k] migrate_page_states
     0.15%     0.00%  kcompactd1       [kernel.kallsyms]  [k] migrate_page_copy
     0.15%     0.00%  tclsh8.6         [kernel.kallsyms]  [k] handle_mm_fault
     0.14%     0.00%  kcompactd0       [kernel.kallsyms]  [k] native_flush_tlb_multi
     0.14%     0.00%  kcompactd0       [kernel.kallsyms]  [k] on_each_cpu_cond_mask
     0.14%     0.02%  tclsh8.6         [kernel.kallsyms]  [k] __handle_mm_fault
     0.13%     0.00%  tclsh8.6         [kernel.kallsyms]  [k] futex_wait
     0.13%     0.00%  postgres         [kernel.kallsyms]  [k] user_path_at_empty
     0.13%     0.13%  kcompactd0       [kernel.kallsyms]  [k] smp_call_function_many_cond
     0.11%     0.11%  postgres         [kernel.kallsyms]  [k] PageHuge
     0.11%     0.01%  postgres         [kernel.kallsyms]  [k] get_page_from_freelist
     0.11%     0.00%  postgres         [kernel.kallsyms]  [k] __alloc_pages
     0.11%     0.04%  kcompactd0       [kernel.kallsyms]  [k] migrate_page_states
     0.11%     0.00%  kcompactd0       [kernel.kallsyms]  [k] migrate_page_copy
     0.11%     0.02%  kcompactd0       [kernel.kallsyms]  [k] split_map_pages
     0.10%     0.00%  postgres         [kernel.kallsyms]  [k] asm_sysvec_apic_timer_interrupt
     0.10%     0.00%  tclsh8.6         [kernel.kallsyms]  [k] futex_wait_setup
     0.10%     0.00%  postgres         [kernel.kallsyms]  [k] filename_lookup
     0.10%     0.00%  postgres         [kernel.kallsyms]  [k] path_lookupat
     0.10%     0.10%  kcompactd1       [kernel.kallsyms]  [k] _raw_spin_lock
     0.10%     0.00%  kcompactd1       [kernel.kallsyms]  [k] compaction_alloc
     0.10%     0.00%  postgres         [kernel.kallsyms]  [k] alloc_pages
     0.10%     0.00%  postgres         [kernel.kallsyms]  [k] ext4_da_write_begin
     0.10%     0.02%  postgres         [kernel.kallsyms]  [k] pagevec_lru_move_fn
     0.10%     0.00%  kcompactd0       [kernel.kallsyms]  [k] __put_page
     0.10%     0.10%  kcompactd0       [kernel.kallsyms]  [k] native_queued_spin_lock_slowpath
     0.10%     0.00%  kcompactd0       [kernel.kallsyms]  [k] _raw_spin_lock_irqsave
     0.10%     0.00%  kcompactd0       [kernel.kallsyms]  [k] compact_lock_irqsave
     0.10%     0.00%  kcompactd0       [kernel.kallsyms]  [k] isolate_freepages_block
     0.09%     0.02%  postgres         [kernel.kallsyms]  [k] filemap_map_pages
     0.09%     0.01%  postgres         [kernel.kallsyms]  [k] walk_component
     0.09%     0.09%  postgres         [unknown]          [.] 0000000000000000
     0.09%     0.08%  postgres         [kernel.kallsyms]  [k] copy_user_enhanced_fast_string
     0.09%     0.00%  tclsh8.6         [kernel.kallsyms]  [k] migrate_misplaced_page
     0.09%     0.00%  tclsh8.6         [kernel.kallsyms]  [k] migrate_pages
     0.09%     0.09%  kcompactd0       [kernel.kallsyms]  [k] clear_page_erms
     0.09%     0.00%  kcompactd0       [kernel.kallsyms]  [k] post_alloc_hook
     0.09%     0.00%  postgres         [kernel.kallsyms]  [k] __read_swap_cache_async
     0.09%     0.01%  tclsh8.6         [kernel.kallsyms]  [k] __x64_sys_poll
     0.09%     0.02%  kcompactd1       [kernel.kallsyms]  [k] migrate_page_move_mapping
     0.09%     0.00%  postgres         [kernel.kallsyms]  [k] grab_cache_page_write_begin
     0.09%     0.00%  swapper          [kernel.kallsyms]  [k] asm_sysvec_apic_timer_interrupt
     0.09%     0.00%  postgres         [kernel.kallsyms]  [k] sysvec_apic_timer_interrupt
     0.08%     0.00%  kcompactd0       [kernel.kallsyms]  [k] migrate_page_move_mapping
     0.08%     0.00%  postgres         [kernel.kallsyms]  [k] pagecache_get_page
     0.08%     0.08%  kcompactd1       [kernel.kallsyms]  [k] page_cpupid_xchg_last
     0.08%     0.00%  swapper          [kernel.kallsyms]  [k] sysvec_apic_timer_interrupt
     0.08%     0.00%  tclsh8.6         [kernel.kallsyms]  [k] futex_wake
     0.08%     0.01%  tclsh8.6         [kernel.kallsyms]  [k] do_sys_poll
     0.07%     0.02%  postgres         [kernel.kallsyms]  [k] vfs_getattr_nosec
     0.07%     0.01%  tclsh8.6         [kernel.kallsyms]  [k] __schedule
     0.07%     0.00%  tclsh8.6         [kernel.kallsyms]  [k] schedule
     0.07%     0.02%  postgres         [kernel.kallsyms]  [k] __mem_cgroup_uncharge_list
     0.07%     0.07%  kcompactd0       [kernel.kallsyms]  [k] page_cpupid_xchg_last
     0.07%     0.00%  swapper          [kernel.kallsyms]  [k] schedule_idle
     0.07%     0.00%  swapper          [kernel.kallsyms]  [k] __schedule
     0.06%     0.04%  postgres         [kernel.kallsyms]  [k] __mod_lruvec_state
     0.06%     0.00%  tclsh8.6         [kernel.kallsyms]  [k] rmap_walk
     0.06%     0.00%  tclsh8.6         [kernel.kallsyms]  [k] rmap_walk_anon
     0.06%     0.00%  tclsh8.6         [kernel.kallsyms]  [k] try_to_migrate
     0.06%     0.00%  postgres         [kernel.kallsyms]  [k] asm_sysvec_call_function_single
     0.06%     0.00%  tclsh8.6         [kernel.kallsyms]  [k] flush_tlb_mm_range
     0.06%     0.00%  tclsh8.6         [kernel.kallsyms]  [k] native_flush_tlb_multi
     0.06%     0.00%  tclsh8.6         [kernel.kallsyms]  [k] on_each_cpu_cond_mask
     0.06%     0.00%  postgres         [kernel.kallsyms]  [k] lookup_fast
     0.06%     0.05%  postgres         [kernel.kallsyms]  [k] __d_lookup_rcu
     0.06%     0.06%  kcompactd0       [kernel.kallsyms]  [k] page_counter_cancel
     0.06%     0.00%  kcompactd0       [kernel.kallsyms]  [k] __mem_cgroup_uncharge
     0.06%     0.00%  kcompactd0       [kernel.kallsyms]  [k] page_counter_uncharge
     0.06%     0.00%  kcompactd0       [kernel.kallsyms]  [k] uncharge_batch
     0.06%     0.02%  kcompactd1       [kernel.kallsyms]  [k] _raw_spin_lock_irqsave
     0.06%     0.00%  kcompactd1       [kernel.kallsyms]  [k] compact_lock_irqsave
     0.06%     0.00%  kcompactd1       [kernel.kallsyms]  [k] isolate_freepages_block
     0.06%     0.06%  kcompactd1       [kernel.kallsyms]  [k] copy_page
     0.06%     0.00%  postgres         [kernel.kallsyms]  [k] mod_lruvec_page_state.constprop.0
     0.06%     0.00%  postgres         [kernel.kallsyms]  [k] __x64_sys_epoll_wait
     0.06%     0.00%  postgres         [kernel.kallsyms]  [k] irq_exit_rcu
     0.06%     0.05%  tclsh8.6         [kernel.kallsyms]  [k] smp_call_function_many_cond
     0.06%     0.06%  postgres         [kernel.kallsyms]  [k] __activate_page
     0.06%     0.00%  postgres         [kernel.kallsyms]  [k] sysvec_call_function_single
     0.06%     0.00%  tclsh8.6         [kernel.kallsyms]  [k] try_to_migrate_one
     0.06%     0.00%  tclsh8.6         [kernel.kallsyms]  [k] ptep_clear_flush
     0.05%     0.02%  postgres         [kernel.kallsyms]  [k] ext4_file_getattr
     0.05%     0.05%  kcompactd1       [kernel.kallsyms]  [k] check_pte
     0.05%     0.05%  postgres         [kernel.kallsyms]  [k] clear_page_erms
     0.05%     0.00%  swapper          [kernel.kallsyms]  [k] irq_exit_rcu
     0.05%     0.00%  postgres         [kernel.kallsyms]  [k] do_epoll_wait
     0.05%     0.04%  postgres         [kernel.kallsyms]  [k] update_blocked_averages
     0.05%     0.00%  postgres         [kernel.kallsyms]  [k] __softirqentry_text_start
     0.05%     0.00%  postgres         [kernel.kallsyms]  [k] run_rebalance_domains
     0.05%     0.00%  postgres         [kernel.kallsyms]  [k] rmqueue_bulk
     0.05%     0.05%  postgres         [kernel.kallsyms]  [k] uncharge_page
     0.05%     0.00%  tclsh8.6         [kernel.kallsyms]  [k] generic_smp_call_function_single_interrupt
     0.05%     0.00%  postgres         [kernel.kallsyms]  [k] __sysvec_call_function_single
     0.05%     0.00%  postgres         [kernel.kallsyms]  [k] generic_smp_call_function_single_interrupt
     0.05%     0.04%  kcompactd0       [kernel.kallsyms]  [k] vma_interval_tree_iter_next
     0.05%     0.00%  tclsh8.6         [kernel.kallsyms]  [k] schedule_hrtimeout_range
     0.05%     0.00%  tclsh8.6         [kernel.kallsyms]  [k] schedule_hrtimeout_range_clock
     0.04%     0.04%  kcompactd0       [kernel.kallsyms]  [k] xas_load
     0.04%     0.04%  kcompactd1       [kernel.kallsyms]  [k] xas_load
     0.04%     0.00%  postgres         [kernel.kallsyms]  [k] __do_fault
     0.04%     0.00%  postgres         [kernel.kallsyms]  [k] shmem_fault
     0.04%     0.00%  postgres         [kernel.kallsyms]  [k] shmem_getpage_gfp
     0.04%     0.00%  postgres         [kernel.kallsyms]  [k] shmem_swapin_page
     0.04%     0.00%  postgres         [kernel.kallsyms]  [k] __mod_lruvec_page_state
     0.04%     0.00%  tclsh8.6         [kernel.kallsyms]  [k] __sys_sendto
     0.04%     0.00%  tclsh8.6         [kernel.kallsyms]  [k] __x64_sys_sendto
     0.04%     0.02%  kcompactd0       [kernel.kallsyms]  [k] __buffer_migrate_page.part.0
     0.04%     0.00%  kcompactd0       [kernel.kallsyms]  [k] buffer_migrate_page
     0.04%     0.00%  kcompactd1       [kernel.kallsyms]  [k] mem_cgroup_migrate
     0.04%     0.02%  kcompactd0       [kernel.kallsyms]  [k] isolate_migratepages_block
     0.04%     0.00%  postgres         [kernel.kallsyms]  [k] __sys_sendto
     0.04%     0.00%  postgres         [kernel.kallsyms]  [k] __x64_sys_sendto
     0.04%     0.04%  kcompactd0       [kernel.kallsyms]  [k] PageHuge
     0.04%     0.04%  kcompactd1       [kernel.kallsyms]  [k] clear_page_erms
     0.04%     0.00%  kcompactd1       [kernel.kallsyms]  [k] post_alloc_hook
     0.04%     0.00%  kcompactd1       [kernel.kallsyms]  [k] split_map_pages
     0.04%     0.00%  tclsh8.6         [kernel.kallsyms]  [k] __sysvec_call_function
     0.04%     0.00%  tclsh8.6         [kernel.kallsyms]  [k] asm_sysvec_call_function
     0.04%     0.00%  tclsh8.6         [kernel.kallsyms]  [k] sysvec_call_function
     0.04%     0.02%  postgres         [kernel.kallsyms]  [k] _raw_spin_lock_irqsave
     0.04%     0.04%  kcompactd1       [kernel.kallsyms]  [k] native_queued_spin_lock_slowpath
     0.04%     0.04%  postgres         [kernel.kallsyms]  [k] dnotify_flush
     0.04%     0.00%  postgres         [kernel.kallsyms]  [k] exit_files
     0.04%     0.00%  postgres         [kernel.kallsyms]  [k] filp_close
     0.04%     0.00%  postgres         [kernel.kallsyms]  [k] put_files_struct
     0.04%     0.04%  kcompactd0       [kernel.kallsyms]  [k] _raw_spin_lock_irq
     0.04%     0.02%  kcompactd1       [kernel.kallsyms]  [k] page_add_file_rmap
     0.04%     0.04%  postgres         [kernel.kallsyms]  [k] rcu_read_unlock_strict
     0.04%     0.04%  kcompactd1       [kernel.kallsyms]  [k] __cond_resched
     0.04%     0.02%  kcompactd1       [kernel.kallsyms]  [k] vma_interval_tree_iter_next
     0.04%     0.04%  kcompactd1       [kernel.kallsyms]  [k] native_write_msr
     0.04%     0.00%  kcompactd1       [kernel.kallsyms]  [k] native_send_call_func_single_ipi
     0.04%     0.00%  kcompactd1       [kernel.kallsyms]  [k] send_call_function_single_ipi
     0.04%     0.00%  kcompactd1       [kernel.kallsyms]  [k] x2apic_send_IPI
     0.04%     0.00%  tclsh8.6         [kernel.kallsyms]  [k] enqueue_task
     0.04%     0.00%  tclsh8.6         [kernel.kallsyms]  [k] ttwu_do_activate
     0.04%     0.02%  postgres         [kernel.kallsyms]  [k] unix_stream_sendmsg
     0.04%     0.00%  postgres         [kernel.kallsyms]  [k] sock_sendmsg
     0.04%     0.00%  swapper          [kernel.kallsyms]  [k] __softirqentry_text_start
     0.04%     0.00%  tclsh8.6         [kernel.kallsyms]  [k] try_to_wake_up
     0.04%     0.00%  swapper          [kernel.kallsyms]  [k] run_rebalance_domains
     0.04%     0.04%  postgres         [kernel.kallsyms]  [k] next_uptodate_page
     0.04%     0.00%  postgres         [kernel.kallsyms]  [k] shmem_swapin
     0.04%     0.00%  postgres         [kernel.kallsyms]  [k] swap_cluster_readahead
     0.04%     0.00%  postgres         [kernel.kallsyms]  [k] __x64_sys_read
     0.04%     0.00%  postgres         [kernel.kallsyms]  [k] ksys_read
     0.04%     0.00%  swapper          [kernel.kallsyms]  [k] flush_smp_call_function_queue
     0.04%     0.00%  swapper          [kernel.kallsyms]  [k] flush_smp_call_function_from_idle
     0.04%     0.03%  postgres         [kernel.kallsyms]  [k] security_inode_getattr
     0.04%     0.02%  kcompactd0       [kernel.kallsyms]  [k] free_unref_page
     0.04%     0.02%  postgres         [kernel.kallsyms]  [k] ext4_getattr
     0.03%     0.00%  postgres         [kernel.kallsyms]  [k] ext4_sync_file
     0.03%     0.00%  postgres         [kernel.kallsyms]  [k] __page_cache_alloc
     0.03%     0.00%  tclsh8.6         [kernel.kallsyms]  [k] flush_smp_call_function_queue
     0.03%     0.00%  swapper          [kernel.kallsyms]  [k] enqueue_task
     0.03%     0.00%  swapper          [kernel.kallsyms]  [k] sched_ttwu_pending
     0.03%     0.00%  swapper          [kernel.kallsyms]  [k] ttwu_do_activate
     0.03%     0.00%  swapper          [kernel.kallsyms]  [k] rebalance_domains
     0.03%     0.02%  postgres         [kernel.kallsyms]  [k] internal_get_user_pages_fast
     0.03%     0.00%  postgres         [kernel.kallsyms]  [k] get_futex_key
     0.03%     0.00%  postgres         [kernel.kallsyms]  [k] get_user_pages_fast
     0.03%     0.02%  tclsh8.6         [kernel.kallsyms]  [k] enqueue_task_fair
     0.03%     0.00%  postgres         [kernel.kallsyms]  [k] schedule_hrtimeout_range
     0.03%     0.00%  postgres         [kernel.kallsyms]  [k] schedule_hrtimeout_range_clock
     0.03%     0.00%  postgres         [kernel.kallsyms]  [k] dequeue_task
     0.03%     0.00%  tclsh8.6         [kernel.kallsyms]  [k] unix_stream_sendmsg
     0.03%     0.00%  tclsh8.6         [kernel.kallsyms]  [k] sock_sendmsg
     0.03%     0.00%  postgres         [kernel.kallsyms]  [k] __x64_sys_fdatasync
