# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 1M of event 'cycles'
# Event count (approx.): 3274036454321
#
# Children      Self  Command          Shared Object                        Symbol                                                                                                                                                           
# ........  ........  ...............  ...................................  .................................................................................................................................................................
#
    47.73%     0.05%  Executor task l  [kernel.kallsyms]                    [k] entry_SYSCALL_64_after_hwframe
    47.68%     0.05%  Executor task l  [kernel.kallsyms]                    [k] do_syscall_64
    36.66%     0.03%  Executor task l  [kernel.kallsyms]                    [k] ksys_read
    36.41%     0.07%  Executor task l  [kernel.kallsyms]                    [k] vfs_read
    36.08%     0.11%  Executor task l  [kernel.kallsyms]                    [k] new_sync_read
    35.87%     0.56%  Executor task l  [kernel.kallsyms]                    [k] filemap_read
    26.75%     0.16%  Executor task l  [kernel.kallsyms]                    [k] asm_sysvec_apic_timer_interrupt
    26.39%     0.05%  Executor task l  [kernel.kallsyms]                    [k] sysvec_apic_timer_interrupt
    24.96%    24.14%  Executor task l  [kernel.kallsyms]                    [k] copy_user_generic_string
    24.19%     0.32%  Executor task l  [kernel.kallsyms]                    [k] __sysvec_apic_timer_interrupt
    23.75%     0.54%  Executor task l  [kernel.kallsyms]                    [k] hrtimer_interrupt
    22.72%     0.05%  Executor task l  [kernel.kallsyms]                    [k] copy_page_to_iter
    22.67%     0.11%  Executor task l  [kernel.kallsyms]                    [k] copy_page_to_iter_iovec
    21.04%     0.45%  Executor task l  [kernel.kallsyms]                    [k] __hrtimer_run_queues
    20.59%     0.05%  Executor task l  [kernel.kallsyms]                    [k] __run_hrtimer
    19.56%     0.08%  Executor task l  [kernel.kallsyms]                    [k] tick_sched_timer
    18.49%     0.10%  Executor task l  [kernel.kallsyms]                    [k] tick_sched_handle
    18.26%     0.75%  Executor task l  [kernel.kallsyms]                    [k] update_process_times
    13.50%     0.61%  Executor task l  [kernel.kallsyms]                    [k] scheduler_tick
    12.21%     0.10%  Executor task l  [kernel.kallsyms]                    [k] filemap_get_pages
    10.89%     0.11%  Executor task l  [kernel.kallsyms]                    [k] page_cache_ra_unbounded
     9.04%     0.01%  Executor task l  [kernel.kallsyms]                    [k] ksys_write
     8.99%     0.05%  Executor task l  [kernel.kallsyms]                    [k] vfs_write
     8.91%     0.02%  Executor task l  [kernel.kallsyms]                    [k] new_sync_write
