# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 1M of event 'cycles'
# Event count (approx.): 6926460058853
#
# Children      Self  Command          Shared Object      Symbol                                             
# ........  ........  ...............  .................  ...................................................
#
    36.61%     0.39%  java             [kernel.kallsyms]  [k] asm_exc_page_fault
    34.01%     0.47%  java             [kernel.kallsyms]  [k] exc_page_fault
    30.69%     0.53%  java             [kernel.kallsyms]  [k] do_user_addr_fault
    24.20%     1.29%  java             [kernel.kallsyms]  [k] handle_mm_fault
    20.90%     0.01%  LocalJobRunner   [kernel.kallsyms]  [k] entry_SYSCALL_64_after_hwframe
    20.89%     0.01%  LocalJobRunner   [kernel.kallsyms]  [k] do_syscall_64
    20.01%     5.11%  java             [kernel.kallsyms]  [k] __handle_mm_fault
    11.93%     0.12%  LocalJobRunner   [kernel.kallsyms]  [k] asm_exc_page_fault
    10.97%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] __x64_sys_read
    10.97%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] ksys_read
    10.96%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] vfs_read
    10.96%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] new_sync_read
    10.96%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] ext4_file_read_iter
    10.96%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] generic_file_read_iter
    10.95%     0.13%  LocalJobRunner   [kernel.kallsyms]  [k] filemap_read
    10.84%     0.08%  LocalJobRunner   [kernel.kallsyms]  [k] exc_page_fault
    10.38%     0.16%  java             [kernel.kallsyms]  [k] migrate_misplaced_page
    10.21%     0.17%  LocalJobRunner   [kernel.kallsyms]  [k] do_user_addr_fault
     9.53%     0.25%  LocalJobRunner   [kernel.kallsyms]  [k] handle_mm_fault
     9.19%     0.73%  java             [kernel.kallsyms]  [k] migrate_pages
     8.66%     1.10%  LocalJobRunner   [kernel.kallsyms]  [k] __handle_mm_fault
     8.64%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] ksys_write
     8.64%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] __x64_sys_write
     8.64%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] vfs_write
     8.64%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] new_sync_write
     8.64%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] ext4_file_write_iter
     8.63%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] ext4_buffered_write_iter
     8.61%     0.03%  LocalJobRunner   [kernel.kallsyms]  [k] generic_perform_write
     7.44%     7.24%  LocalJobRunner   [kernel.kallsyms]  [k] copy_user_enhanced_fast_string
     5.21%     0.24%  LocalJobRunner   [kernel.kallsyms]  [k] add_to_page_cache_lru
     4.82%     0.14%  LocalJobRunner   [kernel.kallsyms]  [k] __alloc_pages
     4.66%     0.36%  LocalJobRunner   [kernel.kallsyms]  [k] get_page_from_freelist
     4.60%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] asm_sysvec_apic_timer_interrupt
     4.57%     0.01%  LocalJobRunner   [kernel.kallsyms]  [k] sysvec_apic_timer_interrupt
     4.49%     4.45%  java             [kernel.kallsyms]  [k] down_read_trylock
     4.41%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] filemap_get_pages
     4.17%     0.09%  LocalJobRunner   [kernel.kallsyms]  [k] exit_to_user_mode_prepare
     4.11%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] ondemand_readahead
     4.11%     0.02%  LocalJobRunner   [kernel.kallsyms]  [k] page_cache_ra_unbounded
     4.05%     0.01%  LocalJobRunner   [kernel.kallsyms]  [k] irqentry_exit
     4.04%     0.03%  LocalJobRunner   [kernel.kallsyms]  [k] ext4_da_write_begin
     4.04%     0.01%  LocalJobRunner   [kernel.kallsyms]  [k] irqentry_exit_to_user_mode
     3.82%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] task_work_run
     3.81%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] task_numa_work
     3.81%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] change_prot_numa
     3.70%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] cgroup_rstat_flush_irqsafe
     3.61%     3.59%  LocalJobRunner   [kernel.kallsyms]  [k] clear_page_erms
     3.45%     0.05%  java             [kernel.kallsyms]  [k] entry_SYSCALL_64_after_hwframe
     3.41%     3.23%  LocalJobRunner   [kernel.kallsyms]  [k] change_protection
     3.39%     0.01%  java             [kernel.kallsyms]  [k] asm_sysvec_apic_timer_interrupt
     3.37%     0.08%  java             [kernel.kallsyms]  [k] do_syscall_64
     3.34%     0.02%  java             [kernel.kallsyms]  [k] sysvec_apic_timer_interrupt
     3.33%     0.01%  LocalJobRunner   [kernel.kallsyms]  [k] workingset_refault
     3.26%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] mem_cgroup_flush_stats
     3.26%     0.01%  LocalJobRunner   [kernel.kallsyms]  [k] grab_cache_page_write_begin
     3.25%     0.06%  LocalJobRunner   [kernel.kallsyms]  [k] pagecache_get_page
     3.22%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] page_cache_async_ra
     3.21%     0.57%  LocalJobRunner   [kernel.kallsyms]  [k] cgroup_rstat_flush_locked
     3.14%     0.00%  swapper          [kernel.kallsyms]  [k] secondary_startup_64_no_verify
     3.14%     0.00%  swapper          [kernel.kallsyms]  [k] cpu_startup_entry
     3.13%     0.01%  swapper          [kernel.kallsyms]  [k] do_idle
     3.08%     0.00%  swapper          [kernel.kallsyms]  [k] start_secondary
     3.06%     0.01%  java             [kernel.kallsyms]  [k] move_to_new_page
     3.04%     0.01%  java             [kernel.kallsyms]  [k] migrate_page
     2.96%     0.00%  swapper          [kernel.kallsyms]  [k] cpuidle_enter
     2.96%     0.00%  swapper          [kernel.kallsyms]  [k] cpuidle_enter_state
     2.92%     2.91%  swapper          [kernel.kallsyms]  [k] mwait_idle_with_hints.constprop.0
     2.79%     2.77%  java             [kernel.kallsyms]  [k] sync_regs
     2.79%     0.04%  LocalJobRunner   [kernel.kallsyms]  [k] alloc_pages_vma
     2.71%     0.01%  java             [kernel.kallsyms]  [k] rmap_walk
     2.54%     0.28%  java             [kernel.kallsyms]  [k] exit_to_user_mode_prepare
     2.53%     2.53%  LocalJobRunner   [kernel.kallsyms]  [k] mem_cgroup_css_rstat_flush
     2.45%     0.19%  java             [kernel.kallsyms]  [k] rmap_walk_anon
     2.45%     0.03%  java             [kernel.kallsyms]  [k] __x64_sys_sched_yield
     2.35%     0.11%  java             [kernel.kallsyms]  [k] do_sched_yield
     2.34%     2.32%  java             [kernel.kallsyms]  [k] up_read
     2.06%     0.03%  java             [kernel.kallsyms]  [k] irqentry_exit
     2.04%     0.03%  java             [kernel.kallsyms]  [k] irqentry_exit_to_user_mode
     2.03%     0.09%  java             [kernel.kallsyms]  [k] __alloc_pages
     1.94%     0.03%  LocalJobRunner   [kernel.kallsyms]  [k] alloc_pages
     1.94%     0.18%  java             [kernel.kallsyms]  [k] get_page_from_freelist
     1.92%     0.03%  java             [kernel.kallsyms]  [k] schedule
     1.91%     0.25%  LocalJobRunner   [kernel.kallsyms]  [k] __mem_cgroup_charge
     1.89%     1.87%  java             [kernel.kallsyms]  [k] copy_page
     1.88%     0.47%  java             [kernel.kallsyms]  [k] __schedule
     1.76%     0.02%  LocalJobRunner   [kernel.kallsyms]  [k] ext4_da_write_end
     1.74%     0.01%  java             [kernel.kallsyms]  [k] try_to_migrate
     1.73%     0.11%  LocalJobRunner   [kernel.kallsyms]  [k] generic_write_end
     1.68%     0.05%  java             [kernel.kallsyms]  [k] __sysvec_apic_timer_interrupt
     1.63%     0.05%  java             [kernel.kallsyms]  [k] hrtimer_interrupt
     1.61%     0.65%  java             [kernel.kallsyms]  [k] __count_memcg_events
     1.58%     0.00%  Sampler Reader   [kernel.kallsyms]  [k] entry_SYSCALL_64_after_hwframe
     1.58%     0.00%  Sampler Reader   [kernel.kallsyms]  [k] do_syscall_64
