# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 669K of event 'cycles'
# Event count (approx.): 10232298298674
#
# Children      Self  Command          Shared Object      Symbol                                             
# ........  ........  ...............  .................  ...................................................
#
    40.28%     0.00%  swapper          [kernel.kallsyms]  [k] secondary_startup_64_no_verify
    40.28%     0.00%  swapper          [kernel.kallsyms]  [k] cpu_startup_entry
    40.27%     0.01%  swapper          [kernel.kallsyms]  [k] do_idle
    40.00%     0.00%  swapper          [kernel.kallsyms]  [k] cpuidle_enter
    39.99%     0.01%  swapper          [kernel.kallsyms]  [k] cpuidle_enter_state
    39.74%    38.23%  swapper          [kernel.kallsyms]  [k] mwait_idle_with_hints.constprop.0
    37.89%     0.00%  swapper          [kernel.kallsyms]  [k] start_secondary
    10.72%     0.09%  java             [kernel.kallsyms]  [k] asm_exc_page_fault
    10.17%     0.17%  java             [kernel.kallsyms]  [k] exc_page_fault
     9.59%     0.00%  localfetcher#1   [kernel.kallsyms]  [k] entry_SYSCALL_64_after_hwframe
     9.59%     0.00%  localfetcher#1   [kernel.kallsyms]  [k] do_syscall_64
     9.49%     0.00%  pool-4-thread-1  [kernel.kallsyms]  [k] entry_SYSCALL_64_after_hwframe
     9.49%     0.00%  pool-4-thread-1  [kernel.kallsyms]  [k] do_syscall_64
     8.95%     0.11%  java             [kernel.kallsyms]  [k] do_user_addr_fault
     8.94%     0.00%  localfetcher#1   [kernel.kallsyms]  [k] __x64_sys_read
     8.94%     0.00%  localfetcher#1   [kernel.kallsyms]  [k] ksys_read
     8.94%     0.00%  localfetcher#1   [kernel.kallsyms]  [k] vfs_read
     8.94%     0.00%  localfetcher#1   [kernel.kallsyms]  [k] new_sync_read
     8.94%     0.00%  localfetcher#1   [kernel.kallsyms]  [k] ext4_file_read_iter
     8.94%     0.00%  localfetcher#1   [kernel.kallsyms]  [k] generic_file_read_iter
     8.94%     0.05%  localfetcher#1   [kernel.kallsyms]  [k] filemap_read
     8.45%     0.01%  LocalJobRunner   [kernel.kallsyms]  [k] entry_SYSCALL_64_after_hwframe
     8.44%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] do_syscall_64
