# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 1M of event 'cycles'
# Event count (approx.): 8789921950585
#
# Children      Self  Command          Shared Object      Symbol                                             
# ........  ........  ...............  .................  ...................................................
#
    37.30%     0.32%  java             [kernel.kallsyms]  [k] asm_exc_page_fault
    35.37%     0.47%  java             [kernel.kallsyms]  [k] exc_page_fault
    31.88%     0.40%  java             [kernel.kallsyms]  [k] do_user_addr_fault
    24.84%     1.25%  java             [kernel.kallsyms]  [k] handle_mm_fault
    20.64%     5.17%  java             [kernel.kallsyms]  [k] __handle_mm_fault
    18.49%     0.01%  LocalJobRunner   [kernel.kallsyms]  [k] entry_SYSCALL_64_after_hwframe
    18.47%     0.02%  LocalJobRunner   [kernel.kallsyms]  [k] do_syscall_64
    11.22%     0.16%  java             [kernel.kallsyms]  [k] migrate_misplaced_page
    10.21%     0.11%  LocalJobRunner   [kernel.kallsyms]  [k] asm_exc_page_fault
     9.79%     0.72%  java             [kernel.kallsyms]  [k] migrate_pages
     9.30%     0.06%  LocalJobRunner   [kernel.kallsyms]  [k] exc_page_fault
     8.84%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] __x64_sys_write
     8.84%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] ksys_write
     8.84%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] vfs_write
     8.83%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] new_sync_write
     8.83%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] ext4_file_write_iter
     8.83%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] ext4_buffered_write_iter
     8.81%     0.03%  LocalJobRunner   [kernel.kallsyms]  [k] generic_perform_write
     8.75%     0.13%  LocalJobRunner   [kernel.kallsyms]  [k] do_user_addr_fault
     8.18%     8.04%  LocalJobRunner   [kernel.kallsyms]  [k] copy_user_enhanced_fast_string
     8.12%     0.19%  LocalJobRunner   [kernel.kallsyms]  [k] handle_mm_fault
     7.88%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] __x64_sys_read
     7.88%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] ksys_read
     7.87%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] vfs_read
     7.87%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] new_sync_read
     7.87%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] ext4_file_read_iter
     7.87%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] generic_file_read_iter
     7.86%     0.14%  LocalJobRunner   [kernel.kallsyms]  [k] filemap_read
     7.36%     0.92%  LocalJobRunner   [kernel.kallsyms]  [k] __handle_mm_fault
     6.17%     0.00%  localfetcher#1   [kernel.kallsyms]  [k] do_syscall_64
     6.17%     0.00%  localfetcher#1   [kernel.kallsyms]  [k] entry_SYSCALL_64_after_hwframe
     5.96%     0.00%  localfetcher#1   [kernel.kallsyms]  [k] __x64_sys_read
     5.96%     0.00%  localfetcher#1   [kernel.kallsyms]  [k] ksys_read
     5.96%     0.00%  localfetcher#1   [kernel.kallsyms]  [k] vfs_read
     5.96%     0.00%  localfetcher#1   [kernel.kallsyms]  [k] new_sync_read
     5.96%     0.00%  localfetcher#1   [kernel.kallsyms]  [k] ext4_file_read_iter
     5.96%     0.00%  localfetcher#1   [kernel.kallsyms]  [k] generic_file_read_iter
     5.96%     0.03%  localfetcher#1   [kernel.kallsyms]  [k] filemap_read
     5.73%     0.00%  swapper          [kernel.kallsyms]  [k] secondary_startup_64_no_verify
     5.73%     0.00%  swapper          [kernel.kallsyms]  [k] cpu_startup_entry
     5.72%     0.02%  swapper          [kernel.kallsyms]  [k] do_idle
     5.56%     0.00%  swapper          [kernel.kallsyms]  [k] start_secondary
     5.39%     0.00%  swapper          [kernel.kallsyms]  [k] cpuidle_enter
     5.39%     0.01%  swapper          [kernel.kallsyms]  [k] cpuidle_enter_state
     5.30%     5.29%  swapper          [kernel.kallsyms]  [k] mwait_idle_with_hints.constprop.0
     5.09%     5.05%  java             [kernel.kallsyms]  [k] down_read_trylock
     4.16%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] asm_sysvec_apic_timer_interrupt
     4.12%     0.01%  LocalJobRunner   [kernel.kallsyms]  [k] sysvec_apic_timer_interrupt
     4.03%     0.03%  LocalJobRunner   [kernel.kallsyms]  [k] ext4_da_write_begin
     3.95%     0.00%  localfetcher#1   [kernel.kallsyms]  [k] filemap_get_pages
     3.90%     0.00%  localfetcher#1   [kernel.kallsyms]  [k] ondemand_readahead
     3.89%     0.02%  localfetcher#1   [kernel.kallsyms]  [k] page_cache_ra_unbounded
     3.82%     0.00%  localfetcher#1   [kernel.kallsyms]  [k] page_cache_async_ra
     3.78%     0.11%  LocalJobRunner   [kernel.kallsyms]  [k] __alloc_pages
     3.65%     0.30%  LocalJobRunner   [kernel.kallsyms]  [k] get_page_from_freelist
     3.59%     0.08%  LocalJobRunner   [kernel.kallsyms]  [k] exit_to_user_mode_prepare
     3.45%     0.01%  LocalJobRunner   [kernel.kallsyms]  [k] irqentry_exit
     3.44%     0.01%  LocalJobRunner   [kernel.kallsyms]  [k] irqentry_exit_to_user_mode
     3.28%     0.05%  localfetcher#1   [kernel.kallsyms]  [k] add_to_page_cache_lru
     3.20%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] task_work_run
     3.19%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] task_numa_work
     3.19%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] change_prot_numa
     3.19%     0.01%  java             [kernel.kallsyms]  [k] move_to_new_page
     3.17%     0.01%  java             [kernel.kallsyms]  [k] migrate_page
     3.17%     0.01%  LocalJobRunner   [kernel.kallsyms]  [k] grab_cache_page_write_begin
     3.15%     0.06%  LocalJobRunner   [kernel.kallsyms]  [k] pagecache_get_page
     2.98%     0.01%  java             [kernel.kallsyms]  [k] rmap_walk
     2.88%     2.75%  LocalJobRunner   [kernel.kallsyms]  [k] change_protection
