# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 1M of event 'cycles'
# Event count (approx.): 3598862357453
#
# Children      Self  Command          Shared Object                       Symbol                                                                                                                                                                                               
# ........  ........  ...............  ..................................  .....................................................................................................................................................................................................
#
    45.97%     0.05%  Executor task l  [kernel.kallsyms]                   [k] entry_SYSCALL_64_after_hwframe
    45.93%     0.05%  Executor task l  [kernel.kallsyms]                   [k] do_syscall_64
    33.79%     0.03%  Executor task l  [kernel.kallsyms]                   [k] ksys_read
    33.53%     0.04%  Executor task l  [kernel.kallsyms]                   [k] vfs_read
    33.28%     0.13%  Executor task l  [kernel.kallsyms]                   [k] new_sync_read
    33.08%     0.44%  Executor task l  [kernel.kallsyms]                   [k] filemap_read
    26.38%     0.16%  Executor task l  [kernel.kallsyms]                   [k] asm_sysvec_apic_timer_interrupt
    25.28%     0.05%  Executor task l  [kernel.kallsyms]                   [k] sysvec_apic_timer_interrupt
    24.48%    23.64%  Executor task l  [kernel.kallsyms]                   [k] copy_user_generic_string
    23.02%     0.32%  Executor task l  [kernel.kallsyms]                   [k] __sysvec_apic_timer_interrupt
    22.62%     0.59%  Executor task l  [kernel.kallsyms]                   [k] hrtimer_interrupt
    22.11%     0.07%  Executor task l  [kernel.kallsyms]                   [k] copy_page_to_iter
    22.03%     0.17%  Executor task l  [kernel.kallsyms]                   [k] copy_page_to_iter_iovec
    19.96%     0.50%  Executor task l  [kernel.kallsyms]                   [k] __hrtimer_run_queues
    19.46%     0.05%  Executor task l  [kernel.kallsyms]                   [k] __run_hrtimer
    18.51%     0.07%  Executor task l  [kernel.kallsyms]                   [k] tick_sched_timer
    17.42%     0.03%  Executor task l  [kernel.kallsyms]                   [k] tick_sched_handle
    17.20%     0.60%  Executor task l  [kernel.kallsyms]                   [k] update_process_times
    12.92%     0.61%  Executor task l  [kernel.kallsyms]                   [k] scheduler_tick
    10.29%     0.09%  Executor task l  [kernel.kallsyms]                   [k] filemap_get_pages
     9.82%     0.01%  Executor task l  [kernel.kallsyms]                   [k] ksys_write
     9.75%     0.08%  Executor task l  [kernel.kallsyms]                   [k] vfs_write
