# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 1M of event 'cycles'
# Event count (approx.): 12838559768298
#
# Children      Self  Command          Shared Object      Symbol                                             
# ........  ........  ...............  .................  ...................................................
#
    27.80%     0.00%  swapper          [kernel.kallsyms]  [k] secondary_startup_64_no_verify
    27.80%     0.00%  swapper          [kernel.kallsyms]  [k] cpu_startup_entry
    27.80%     0.01%  swapper          [kernel.kallsyms]  [k] do_idle
    27.67%     0.00%  swapper          [kernel.kallsyms]  [k] cpuidle_enter
    27.67%     0.01%  swapper          [kernel.kallsyms]  [k] cpuidle_enter_state
    27.53%    26.45%  swapper          [kernel.kallsyms]  [k] mwait_idle_with_hints.constprop.0
    26.46%     0.00%  swapper          [kernel.kallsyms]  [k] start_secondary
    22.69%     0.14%  java             [kernel.kallsyms]  [k] asm_exc_page_fault
    21.64%     0.30%  java             [kernel.kallsyms]  [k] exc_page_fault
    19.35%     0.18%  java             [kernel.kallsyms]  [k] do_user_addr_fault
    14.10%     0.54%  java             [kernel.kallsyms]  [k] handle_mm_fault
    12.08%     3.00%  java             [kernel.kallsyms]  [k] __handle_mm_fault
    10.30%     0.13%  LocalJobRunner   [kernel.kallsyms]  [k] asm_exc_page_fault
     9.57%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] entry_SYSCALL_64_after_hwframe
     9.56%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] do_syscall_64
     9.14%     0.09%  LocalJobRunner   [kernel.kallsyms]  [k] exc_page_fault
     8.64%     0.18%  LocalJobRunner   [kernel.kallsyms]  [k] do_user_addr_fault
     8.11%     0.23%  LocalJobRunner   [kernel.kallsyms]  [k] handle_mm_fault
     7.40%     0.95%  LocalJobRunner   [kernel.kallsyms]  [k] __handle_mm_fault
     6.34%     0.00%  localfetcher#1   [kernel.kallsyms]  [k] entry_SYSCALL_64_after_hwframe
     6.34%     0.00%  localfetcher#1   [kernel.kallsyms]  [k] do_syscall_64
     6.04%     0.00%  localfetcher#1   [kernel.kallsyms]  [k] __x64_sys_read
     6.04%     0.00%  localfetcher#1   [kernel.kallsyms]  [k] ksys_read
     6.04%     0.00%  localfetcher#1   [kernel.kallsyms]  [k] vfs_read
     6.04%     0.00%  localfetcher#1   [kernel.kallsyms]  [k] new_sync_read
