# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 1M of event 'cycles'
# Event count (approx.): 8784572249491
#
# Children      Self  Command          Shared Object      Symbol                                             
# ........  ........  ...............  .................  ...................................................
#
    25.63%     0.22%  java             [kernel.kallsyms]  [k] asm_exc_page_fault
    24.15%     0.32%  java             [kernel.kallsyms]  [k] exc_page_fault
    21.78%     0.28%  java             [kernel.kallsyms]  [k] do_user_addr_fault
    20.09%     0.02%  LocalJobRunner   [kernel.kallsyms]  [k] entry_SYSCALL_64_after_hwframe
    20.06%     0.02%  LocalJobRunner   [kernel.kallsyms]  [k] do_syscall_64
    16.78%     0.69%  java             [kernel.kallsyms]  [k] handle_mm_fault
    15.74%     0.18%  LocalJobRunner   [kernel.kallsyms]  [k] asm_exc_page_fault
    14.30%     0.12%  LocalJobRunner   [kernel.kallsyms]  [k] exc_page_fault
    14.14%     3.52%  java             [kernel.kallsyms]  [k] __handle_mm_fault
    13.47%     0.25%  LocalJobRunner   [kernel.kallsyms]  [k] do_user_addr_fault
    12.57%     0.32%  LocalJobRunner   [kernel.kallsyms]  [k] handle_mm_fault
    11.42%     1.50%  LocalJobRunner   [kernel.kallsyms]  [k] __handle_mm_fault
     9.38%     0.00%  swapper          [kernel.kallsyms]  [k] secondary_startup_64_no_verify
     9.38%     0.00%  swapper          [kernel.kallsyms]  [k] cpu_startup_entry
     9.35%     0.03%  swapper          [kernel.kallsyms]  [k] do_idle
     9.12%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] ksys_write
     9.12%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] __x64_sys_write
     9.12%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] vfs_write
     9.12%     0.00%  swapper          [kernel.kallsyms]  [k] start_secondary
     9.12%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] new_sync_write
     9.12%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] ext4_file_write_iter
     9.12%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] ext4_buffered_write_iter
     9.10%     0.02%  LocalJobRunner   [kernel.kallsyms]  [k] generic_perform_write
     9.09%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] __x64_sys_read
     9.09%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] ksys_read
     9.09%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] vfs_read
     9.08%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] new_sync_read
     9.08%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] ext4_file_read_iter
     9.08%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] generic_file_read_iter
     9.08%     0.17%  LocalJobRunner   [kernel.kallsyms]  [k] filemap_read
     8.74%     0.00%  swapper          [kernel.kallsyms]  [k] cpuidle_enter
     8.73%     0.01%  swapper          [kernel.kallsyms]  [k] cpuidle_enter_state
     8.50%     8.49%  swapper          [kernel.kallsyms]  [k] mwait_idle_with_hints.constprop.0
