# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 219K of event 'cycles'
# Event count (approx.): 8179031430484
#
# Children      Self  Command          Shared Object      Symbol                                           
# ........  ........  ...............  .................  .................................................
#
     0.01%     0.00%  kcompactd1       [kernel.kallsyms]  [k] __mod_memcg_lruvec_state
     0.01%     0.00%  kworker/u97:12-  [kernel.kallsyms]  [k] clear_page_dirty_for_io
     0.01%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] balance_dirty_pages
     0.01%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] mem_cgroup_wb_stats
     0.01%     0.00%  kcompactd0       [kernel.kallsyms]  [k] free_unref_page_commit.constprop.0
     0.01%     0.01%  pool-4-thread-1  [kernel.kallsyms]  [k] xas_clear_mark
     0.01%     0.00%  Thread-5         [kernel.kallsyms]  [k] __x64_sys_unlink
     0.01%     0.00%  C1 CompilerThre  [kernel.kallsyms]  [k] __x64_sys_futex
     0.01%     0.01%  kworker/u98:0-w  [kernel.kallsyms]  [k] xas_find
     0.01%     0.01%  pool-4-thread-1  [kernel.kallsyms]  [k] page_cpupid_xchg_last
     0.01%     0.01%  localfetcher#1   [kernel.kallsyms]  [k] copy_page
     0.01%     0.01%  InMemoryMerger   [kernel.kallsyms]  [k] mod_objcg_state
     0.01%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] xas_find_conflict
     0.01%     0.01%  pool-4-thread-1  [kernel.kallsyms]  [k] mem_cgroup_from_task
     0.01%     0.01%  localfetcher#1   [kernel.kallsyms]  [k] xas_find_conflict
     0.01%     0.00%  swapper          [kernel.kallsyms]  [k] tick_sched_timer
     0.01%     0.01%  swapper          [kernel.kallsyms]  [k] _raw_spin_lock
     0.01%     0.01%  LocalJobRunner   [kernel.kallsyms]  [k] mark_page_accessed
     0.01%     0.01%  kswapd1          [kernel.kallsyms]  [k] lru_note_cost
     0.01%     0.00%  kcompactd1       [kernel.kallsyms]  [k] __mod_lruvec_page_state
     0.01%     0.00%  C2 CompilerThre  [kernel.kallsyms]  [k] lock_page_lruvec_irqsave
     0.01%     0.00%  pool-4-thread-1  [kernel.kallsyms]  [k] mem_cgroup_from_id
     0.01%     0.00%  Thread-5         [kernel.kallsyms]  [k] do_unlinkat
     0.01%     0.00%  localfetcher#1   [kernel.kallsyms]  [k] ext4_map_blocks
     0.01%     0.01%  InMemoryMerger   [kernel.kallsyms]  [k] release_pages
     0.01%     0.00%  kworker/u97:0-e  [kernel.kallsyms]  [k] submit_bio_noacct
     0.01%     0.00%  kworker/u97:0-e  [kernel.kallsyms]  [k] submit_bio
     0.01%     0.00%  kworker/u97:11-  [kernel.kallsyms]  [k] cgroup_rstat_updated
     0.01%     0.01%  localfetcher#1   [kernel.kallsyms]  [k] up_read
     0.01%     0.00%  localfetcher#1   [kernel.kallsyms]  [k] bio_add_page
     0.01%     0.00%  java             [kernel.kallsyms]  [k] yield_task_fair
     0.01%     0.01%  InMemoryMerger   [kernel.kallsyms]  [k] mem_cgroup_from_task
     0.01%     0.01%  java             [kernel.kallsyms]  [k] free_swap_cache
     0.01%     0.01%  java             [kernel.kallsyms]  [k] vm_normal_page
     0.01%     0.00%  Thread-5         [kernel.kallsyms]  [k] iput
     0.01%     0.00%  Thread-5         [kernel.kallsyms]  [k] iput.part.0
     0.01%     0.01%  pool-4-thread-1  [kernel.kallsyms]  [k] vmacache_find
     0.01%     0.01%  pool-4-thread-1  [kernel.kallsyms]  [k] perf_event_task_tick
     0.01%     0.00%  kworker/u98:0-w  [kernel.kallsyms]  [k] handle_irq_event
     0.01%     0.00%  swapper          [kernel.kallsyms]  [k] tick_nohz_restart
     0.01%     0.01%  InMemoryMerger   [kernel.kallsyms]  [k] wait_for_stable_page
     0.01%     0.01%  kworker/u98:0-w  [kernel.kallsyms]  [k] dec_zone_page_state
     0.01%     0.01%  kswapd1          [kernel.kallsyms]  [k] __mod_node_page_state
     0.01%     0.00%  C1 CompilerThre  [kernel.kallsyms]  [k] do_futex
     0.01%     0.00%  kworker/u97:0-e  [kernel.kallsyms]  [k] __submit_bio
     0.01%     0.01%  pool-4-thread-1  [kernel.kallsyms]  [k] mod_objcg_state
     0.01%     0.00%  pool-4-thread-1  [kernel.kallsyms]  [k] ext4_claim_free_clusters
     0.01%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] update_curr
     0.01%     0.01%  C1 CompilerThre  [kernel.kallsyms]  [k] native_queued_spin_lock_slowpath
     0.01%     0.00%  swapper          [kernel.kallsyms]  [k] wake_up_process
     0.01%     0.01%  kworker/u97:11-  [kernel.kallsyms]  [k] fscrypt_mergeable_bio_bh
     0.01%     0.00%  InMemoryMerger   [kernel.kallsyms]  [k] get_random_u32
     0.01%     0.01%  kworker/u98:0-w  [kernel.kallsyms]  [k] __blk_queue_split
     0.01%     0.01%  java             libc.so.6          [.] 0x00000000001b29d3
     0.01%     0.00%  Thread-5         [kernel.kallsyms]  [k] evict
     0.01%     0.01%  kworker/u96:0-e  [kernel.kallsyms]  [k] inc_node_page_state
     0.01%     0.00%  kcompactd1       [kernel.kallsyms]  [k] __pagevec_lru_add
     0.01%     0.00%  java             [kernel.kallsyms]  [k] account_process_tick
     0.01%     0.00%  pool-4-thread-1  [kernel.kallsyms]  [k] asm_sysvec_call_function_single
     0.01%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] __mod_memcg_state.part.0
     0.01%     0.01%  pool-4-thread-1  [kernel.kallsyms]  [k] vm_normal_page
     0.01%     0.00%  kcompactd0       [kernel.kallsyms]  [k] free_pcppages_bulk
     0.01%     0.00%  swapper          [kernel.kallsyms]  [k] update_load_avg
     0.01%     0.01%  LocalJobRunner   [kernel.kallsyms]  [k] start_this_handle
     0.01%     0.00%  java             [kernel.kallsyms]  [k] flush_tlb_func
     0.01%     0.00%  java             [kernel.kallsyms]  [k] shrink_page_list
     0.01%     0.01%  kworker/u97:11-  [kernel.kallsyms]  [k] native_queued_spin_lock_slowpath
     0.01%     0.00%  InMemoryMerger   [kernel.kallsyms]  [k] ext4_fc_track_inode
     0.01%     0.01%  java             [kernel.kallsyms]  [k] llist_add_batch
     0.01%     0.01%  java             [kernel.kallsyms]  [k] llist_reverse_order
     0.01%     0.00%  InMemoryMerger   [kernel.kallsyms]  [k] lock_page_lruvec_irq
     0.01%     0.01%  pool-4-thread-1  [kernel.kallsyms]  [k] __brelse
     0.01%     0.01%  kswapd0          [kernel.kallsyms]  [k] xas_load
     0.01%     0.00%  Thread-5         [kernel.kallsyms]  [k] ext4_evict_inode
     0.01%     0.01%  kworker/u96:0-e  [kernel.kallsyms]  [k] __lock_text_start
     0.01%     0.01%  InMemoryMerger   [kernel.kallsyms]  [k] put_page
     0.01%     0.00%  jbd2/nvme0n1p3-  [kernel.kallsyms]  [k] kjournald2
     0.01%     0.00%  jbd2/nvme0n1p3-  [kernel.kallsyms]  [k] kthread
     0.01%     0.00%  jbd2/nvme0n1p3-  [kernel.kallsyms]  [k] ret_from_fork
     0.01%     0.00%  jbd2/nvme0n1p3-  [kernel.kallsyms]  [k] jbd2_journal_commit_transaction
     0.01%     0.00%  swapper          [kernel.kallsyms]  [k] set_next_entity
     0.01%     0.00%  kcompactd0       [kernel.kallsyms]  [k] __mod_lruvec_page_state
     0.01%     0.00%  Readahead Threa  [kernel.kallsyms]  [k] __mod_lruvec_state
     0.01%     0.00%  java             [kernel.kallsyms]  [k] futex_wait
     0.01%     0.01%  kcompactd0       [kernel.kallsyms]  [k] kernel_init_free_pages.part.0
     0.01%     0.01%  InMemoryMerger   [kernel.kallsyms]  [k] memcg_alloc_page_obj_cgroups
     0.01%     0.00%  swapper          [kernel.kallsyms]  [k] hrtimer_wakeup
     0.01%     0.00%  VM Thread        [kernel.kallsyms]  [k] __count_memcg_events
     0.01%     0.00%  kcompactd0       [kernel.kallsyms]  [k] __mod_memcg_lruvec_state
     0.01%     0.00%  C2 CompilerThre  [kernel.kallsyms]  [k] __handle_mm_fault
     0.01%     0.01%  pool-4-thread-1  [kernel.kallsyms]  [k] jbd2_journal_dirty_metadata
     0.01%     0.00%  perf             [kernel.kallsyms]  [k] do_syscall_64
     0.01%     0.00%  perf             [kernel.kallsyms]  [k] entry_SYSCALL_64_after_hwframe
     0.01%     0.01%  systemd-journal  [kernel.kallsyms]  [k] mem_cgroup_css_rstat_flush
     0.01%     0.01%  kswapd0          [kernel.kallsyms]  [k] page_referenced
     0.01%     0.00%  pool-4-thread-1  [kernel.kallsyms]  [k] pmd_page_vaddr
     0.01%     0.00%  kworker/u97:0-e  [kernel.kallsyms]  [k] blk_mq_submit_bio
     0.01%     0.01%  kworker/u98:0-w  [kernel.kallsyms]  [k] __blk_rq_map_sg
     0.01%     0.00%  swapper          [kernel.kallsyms]  [k] flush_smp_call_function_queue
     0.01%     0.00%  InMemoryMerger   [kernel.kallsyms]  [k] page_add_anon_rmap
     0.01%     0.01%  pool-4-thread-1  [kernel.kallsyms]  [k] page_counter_charge
     0.01%     0.01%  kswapd1          [kernel.kallsyms]  [k] xas_start
     0.01%     0.00%  pool-4-thread-1  [kernel.kallsyms]  [k] putback_lru_page
     0.01%     0.01%  localfetcher#1   [kernel.kallsyms]  [k] __blk_rq_map_sg
     0.01%     0.00%  java             [kernel.kallsyms]  [k] arch_local_irq_enable
     0.01%     0.00%  C2 CompilerThre  [kernel.kallsyms]  [k] __mod_memcg_state.part.0
     0.01%     0.00%  localfetcher#1   [kernel.kallsyms]  [k] kmem_cache_alloc
     0.01%     0.00%  InMemoryMerger   [kernel.kallsyms]  [k] do_page_add_anon_rmap
     0.01%     0.00%  pool-4-thread-1  [kernel.kallsyms]  [k] page_counter_uncharge
     0.01%     0.00%  pool-4-thread-1  [kernel.kallsyms]  [k] __mem_cgroup_uncharge_list
     0.01%     0.01%  kcompactd0       [kernel.kallsyms]  [k] page_counter_charge
     0.01%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] __sysvec_apic_timer_interrupt
     0.01%     0.01%  localfetcher#1   [kernel.kallsyms]  [k] vmacache_find
     0.01%     0.00%  java             [kernel.kallsyms]  [k] wake_up_process
     0.01%     0.01%  InMemoryMerger   [kernel.kallsyms]  [k] __dquot_alloc_space
     0.01%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] read_pages
     0.01%     0.00%  java             [kernel.kallsyms]  [k] futex_wait_queue_me
     0.01%     0.01%  InMemoryMerger   [kernel.kallsyms]  [k] down_read_trylock
     0.01%     0.01%  kcompactd1       [kernel.kallsyms]  [k] page_counter_cancel
     0.01%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] hrtimer_interrupt
     0.01%     0.00%  C2 CompilerThre  [kernel.kallsyms]  [k] __x64_sys_futex
     0.01%     0.00%  kworker/u98:0-w  [kernel.kallsyms]  [k] __handle_irq_event_percpu
     0.01%     0.00%  C2 CompilerThre  [kernel.kallsyms]  [k] asm_sysvec_apic_timer_interrupt
     0.01%     0.01%  pool-4-thread-1  [kernel.kallsyms]  [k] __es_remove_extent
     0.01%     0.00%  C2 CompilerThre  [kernel.kallsyms]  [k] sysvec_apic_timer_interrupt
     0.01%     0.01%  pool-4-thread-1  [kernel.kallsyms]  [k] lock_page_memcg
     0.01%     0.00%  java             [kernel.kallsyms]  [k] run_rebalance_domains
     0.01%     0.00%  kswapd1          [kernel.kallsyms]  [k] __mod_lruvec_kmem_state
     0.01%     0.00%  kworker/0:3-eve  [kernel.kallsyms]  [k] worker_thread
     0.01%     0.00%  kworker/0:3-eve  [kernel.kallsyms]  [k] kthread
     0.01%     0.00%  kworker/0:3-eve  [kernel.kallsyms]  [k] ret_from_fork
     0.01%     0.00%  kworker/u98:0-w  [kernel.kallsyms]  [k] nvme_process_cq
     0.01%     0.00%  kworker/u98:0-w  [kernel.kallsyms]  [k] nvme_irq
     0.01%     0.00%  localfetcher#1   [kernel.kallsyms]  [k] newidle_balance
     0.01%     0.00%  pool-4-thread-1  [kernel.kallsyms]  [k] list_lru_del
     0.01%     0.01%  kworker/u97:12-  [kernel.kallsyms]  [k] find_get_pages_range_tag
     0.01%     0.00%  kworker/u97:12-  [kernel.kallsyms]  [k] pagevec_lookup_range_tag
     0.01%     0.01%  kcompactd1       [kernel.kallsyms]  [k] page_counter_charge
     0.01%     0.00%  swapper          [kernel.kallsyms]  [k] psi_task_change
     0.01%     0.01%  InMemoryMerger   [kernel.kallsyms]  [k] __irqentry_text_end
     0.01%     0.01%  kcompactd1       [kernel.kallsyms]  [k] page_vma_mapped_walk
     0.01%     0.00%  kswapd1          [kernel.kallsyms]  [k] move_pages_to_lru
     0.01%     0.01%  kworker/u98:0-w  [kernel.kallsyms]  [k] xas_clear_mark
     0.01%     0.00%  swapper          [kernel.kallsyms]  [k] nvme_free_prps
     0.01%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] ___slab_alloc
     0.01%     0.00%  kswapd1          [kernel.kallsyms]  [k] __count_memcg_events
     0.01%     0.00%  VM Periodic Tas  [kernel.kallsyms]  [k] futex_wait_queue_me
     0.01%     0.01%  LocalJobRunner   [kernel.kallsyms]  [k] filemap_get_read_batch
     0.01%     0.00%  java             [kernel.kallsyms]  [k] load_balance
     0.01%     0.00%  kworker/u97:12-  [kernel.kallsyms]  [k] __mod_lruvec_page_state
     0.01%     0.00%  swapper          [kernel.kallsyms]  [k] update_process_times
     0.01%     0.00%  kcompactd1       [kernel.kallsyms]  [k] __mod_memcg_state.part.0
     0.01%     0.00%  C2 CompilerThre  [kernel.kallsyms]  [k] do_futex
     0.01%     0.01%  kcompactd1       [kernel.kallsyms]  [k] kernel_init_free_pages.part.0
     0.01%     0.01%  pool-4-thread-1  [kernel.kallsyms]  [k] xas_set_mark
     0.01%     0.00%  InMemoryMerger   [kernel.kallsyms]  [k] free_unref_page_commit.constprop.0
     0.01%     0.00%  pool-4-thread-1  [kernel.kallsyms]  [k] idr_find
     0.01%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] new_slab
     0.01%     0.00%  kcompactd0       [kernel.kallsyms]  [k] mem_cgroup_charge_statistics.constprop.0
     0.01%     0.01%  kworker/u97:11-  [kernel.kallsyms]  [k] page_mapping
     0.01%     0.01%  swapper          [kernel.kallsyms]  [k] __switch_to_asm
     0.01%     0.00%  localfetcher#1   [kernel.kallsyms]  [k] pick_next_task_fair
     0.01%     0.00%  VM Thread        [kernel.kallsyms]  [k] cgroup_rstat_updated
     0.01%     0.00%  java             [kernel.kallsyms]  [k] hrtimer_wakeup
     0.01%     0.00%  kcompactd0       [kernel.kallsyms]  [k] migrate_page_move_mapping
     0.01%     0.01%  InMemoryMerger   [kernel.kallsyms]  [k] __mod_zone_page_state
     0.01%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] psi_task_change
     0.01%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] __hrtimer_run_queues
     0.01%     0.00%  InMemoryMerger   [kernel.kallsyms]  [k] putback_lru_page
     0.01%     0.00%  kcompactd1       [kernel.kallsyms]  [k] page_counter_uncharge
     0.01%     0.00%  InMemoryMerger   [kernel.kallsyms]  [k] xas_alloc
     0.01%     0.01%  kswapd1          [kernel.kallsyms]  [k] page_referenced
     0.01%     0.01%  pool-4-thread-1  [kernel.kallsyms]  [k] __x86_indirect_thunk_rax
     0.01%     0.00%  kworker/u98:0-w  [kernel.kallsyms]  [k] ext4_io_submit
     0.01%     0.01%  LocalJobRunner   [kernel.kallsyms]  [k] setup_object.isra.0
     0.01%     0.00%  kswapd1          [kernel.kallsyms]  [k] invalidate_inode_page
     0.01%     0.00%  kworker/0:3-eve  [kernel.kallsyms]  [k] process_one_work
     0.01%     0.01%  java             [kernel.kallsyms]  [k] mem_cgroup_update_lru_size
     0.01%     0.01%  kcompactd0       [kernel.kallsyms]  [k] page_counter_cancel
     0.01%     0.00%  kcompactd0       [kernel.kallsyms]  [k] page_counter_uncharge
     0.01%     0.01%  InMemoryMerger   [kernel.kallsyms]  [k] ext4_get_group_desc
     0.01%     0.00%  pool-4-thread-1  [kernel.kallsyms]  [k] xas_alloc
     0.01%     0.00%  kcompactd1       [kernel.kallsyms]  [k] do_page_add_anon_rmap
     0.01%     0.00%  kcompactd1       [kernel.kallsyms]  [k] page_add_anon_rmap
     0.01%     0.01%  InMemoryMerger   [kernel.kallsyms]  [k] __inc_zone_page_state
     0.01%     0.01%  pool-4-thread-1  [kernel.kallsyms]  [k] __zone_watermark_ok
     0.01%     0.00%  pool-4-thread-1  [kernel.kallsyms]  [k] memcg_check_events
     0.01%     0.00%  pool-4-thread-1  [kernel.kallsyms]  [k] __x64_sys_futex
     0.01%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] ext4_da_reserve_space
     0.01%     0.01%  pool-4-thread-1  [kernel.kallsyms]  [k] ext4_fc_track_template
     0.01%     0.00%  systemd-udevd    [kernel.kallsyms]  [k] do_syscall_64
     0.01%     0.00%  systemd-udevd    [kernel.kallsyms]  [k] entry_SYSCALL_64_after_hwframe
     0.01%     0.01%  pool-4-thread-1  [kernel.kallsyms]  [k] __inc_zone_page_state
     0.01%     0.00%  InMemoryMerger   [kernel.kallsyms]  [k] __alloc_pages_slowpath.constprop.0
     0.01%     0.01%  kworker/u98:0-w  [kernel.kallsyms]  [k] memset_erms
     0.01%     0.00%  swapper          [kernel.kallsyms]  [k] tick_sched_handle
     0.01%     0.00%  pool-4-thread-1  [kernel.kallsyms]  [k] blkcg_rstat_flush
     0.01%     0.00%  pool-4-thread-1  [kernel.kallsyms]  [k] do_futex
     0.01%     0.00%  rcu_sched        [kernel.kallsyms]  [k] schedule_timeout
     0.01%     0.01%  InMemoryMerger   [kernel.kallsyms]  [k] __es_remove_extent
     0.01%     0.01%  pool-4-thread-1  [kernel.kallsyms]  [k] page_counter_cancel
     0.01%     0.00%  rcu_sched        [kernel.kallsyms]  [k] schedule
     0.01%     0.00%  kcompactd0       [kernel.kallsyms]  [k] buffer_migrate_page_norefs
     0.01%     0.00%  kcompactd0       [kernel.kallsyms]  [k] invalidate_bh_lrus
     0.01%     0.01%  localfetcher#1   [kernel.kallsyms]  [k] task_numa_fault
     0.01%     0.00%  Readahead Threa  [kernel.kallsyms]  [k] __mod_lruvec_page_state
     0.01%     0.00%  C2 CompilerThre  [kernel.kallsyms]  [k] __mem_cgroup_uncharge_list
     0.01%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] __mod_memcg_lruvec_state
     0.01%     0.00%  kworker/u98:0-w  [kernel.kallsyms]  [k] nvme_pci_complete_rq
     0.01%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] enqueue_task_fair
     0.01%     0.00%  VM Periodic Tas  [kernel.kallsyms]  [k] schedule
     0.01%     0.00%  VM Periodic Tas  [kernel.kallsyms]  [k] __schedule
     0.01%     0.01%  kworker/u97:0-e  [kernel.kallsyms]  [k] xas_find_marked
     0.01%     0.01%  localfetcher#1   [kernel.kallsyms]  [k] memset_erms
     0.01%     0.00%  Thread-5         [kernel.kallsyms]  [k] truncate_inode_pages_final
     0.01%     0.00%  Thread-5         [kernel.kallsyms]  [k] truncate_inode_pages_range
     0.01%     0.00%  kworker/u98:0-w  [kernel.kallsyms]  [k] ext4_map_blocks
     0.01%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] ext4_reserve_inode_write
     0.01%     0.00%  pool-4-thread-1  [kernel.kallsyms]  [k] futex_wake
     0.01%     0.01%  swapper          [kernel.kallsyms]  [k] dma_direct_unmap_sg
     0.01%     0.00%  Readahead Threa  [kernel.kallsyms]  [k] __add_to_page_cache_locked
     0.01%     0.00%  InMemoryMerger   [kernel.kallsyms]  [k] __mem_cgroup_uncharge
     0.01%     0.00%  localfetcher#1   [kernel.kallsyms]  [k] load_balance
     0.01%     0.01%  kworker/u96:0-e  [kernel.kallsyms]  [k] lock_page_memcg
     0.01%     0.01%  pool-4-thread-1  [kernel.kallsyms]  [k] __bio_try_merge_page
     0.01%     0.01%  java             [kernel.kallsyms]  [k] down_read
     0.01%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] tick_sched_timer
     0.01%     0.01%  kworker/u96:0-e  [kernel.kallsyms]  [k] xas_clear_mark
     0.01%     0.01%  swapper          [kernel.kallsyms]  [k] dma_pool_free
     0.01%     0.01%  java             [kernel.kallsyms]  [k] native_write_msr
     0.01%     0.00%  C1 CompilerThre  [kernel.kallsyms]  [k] futex_wait
     0.01%     0.00%  swapper          [kernel.kallsyms]  [k] enqueue_entity
     0.01%     0.00%  InMemoryMerger   [kernel.kallsyms]  [k] page_remove_rmap
     0.01%     0.00%  localfetcher#1   [kernel.kallsyms]  [k] __blk_queue_split
     0.01%     0.00%  communication t  [kernel.kallsyms]  [k] asm_exc_page_fault
     0.01%     0.00%  Thread-5         [kernel.kallsyms]  [k] __do_sys_newfstatat
     0.01%     0.00%  Thread-5         [kernel.kallsyms]  [k] __x64_sys_newfstatat
     0.01%     0.01%  InMemoryMerger   [kernel.kallsyms]  [k] xas_set_mark
     0.01%     0.01%  localfetcher#1   [kernel.kallsyms]  [k] page_mapping
     0.01%     0.00%  swapper          [kernel.kallsyms]  [k] refresh_cpu_vm_stats
     0.01%     0.00%  localfetcher#1   [kernel.kallsyms]  [k] dma_pool_alloc
     0.01%     0.00%  kworker/0:3-eve  [kernel.kallsyms]  [k] acpi_os_execute_deferred
     0.01%     0.00%  kworker/u98:0-w  [kernel.kallsyms]  [k] ext4_ext_map_blocks
     0.01%     0.01%  pool-4-thread-1  [kernel.kallsyms]  [k] wait_for_stable_page
     0.01%     0.01%  LocalJobRunner   [kernel.kallsyms]  [k] unlock_page
     0.01%     0.01%  java             [kernel.kallsyms]  [k] page_get_anon_vma
     0.01%     0.01%  InMemoryMerger   [kernel.kallsyms]  [k] lock_page_memcg
     0.01%     0.00%  kworker/0:3-eve  [kernel.kallsyms]  [k] acpi_ev_asynch_execute_gpe_method
     0.01%     0.00%  kworker/0:3-eve  [kernel.kallsyms]  [k] acpi_ns_evaluate
     0.01%     0.00%  pool-4-thread-1  [kernel.kallsyms]  [k] try_to_wake_up
     0.01%     0.00%  pool-4-thread-1  [kernel.kallsyms]  [k] wake_up_q
     0.01%     0.01%  LocalJobRunner   [kernel.kallsyms]  [k] _raw_read_lock
     0.01%     0.00%  pool-4-thread-1  [kernel.kallsyms]  [k] wait_on_page_bit_common
     0.01%     0.00%  java             [kernel.kallsyms]  [k] rebalance_domains
     0.01%     0.00%  java             [kernel.kallsyms]  [k] pmd_pfn
     0.01%     0.00%  kswapd0          [kernel.kallsyms]  [k] obj_cgroup_uncharge
     0.01%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] update_process_times
     0.01%     0.00%  C1 CompilerThre  [kernel.kallsyms]  [k] futex_wait_queue_me
     0.01%     0.00%  Readahead Threa  [kernel.kallsyms]  [k] __mod_memcg_lruvec_state
     0.01%     0.01%  pool-4-thread-1  [kernel.kallsyms]  [k] unlock_page_memcg
     0.01%     0.00%  InMemoryMerger   [kernel.kallsyms]  [k] from_kuid
     0.01%     0.00%  InMemoryMerger   [kernel.kallsyms]  [k] free_pcppages_bulk
     0.01%     0.01%  pool-4-thread-1  [kernel.kallsyms]  [k] policy_nodemask
     0.01%     0.00%  pool-4-thread-1  [kernel.kallsyms]  [k] __ptep_modify_prot_commit
     0.01%     0.00%  C1 CompilerThre  [kernel.kallsyms]  [k] schedule
     0.01%     0.00%  C1 CompilerThre  [kernel.kallsyms]  [k] __schedule
     0.01%     0.00%  Thread-5         [kernel.kallsyms]  [k] vfs_statx
     0.01%     0.00%  communication t  [kernel.kallsyms]  [k] exc_page_fault
     0.01%     0.00%  java             [kernel.kallsyms]  [k] __remove_mapping
     0.01%     0.01%  java             [kernel.kallsyms]  [k] fpregs_assert_state_consistent
     0.01%     0.00%  java             [kernel.kallsyms]  [k] zone_watermark_ok
     0.01%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] tick_sched_handle
     0.01%     0.01%  pool-4-thread-1  [kernel.kallsyms]  [k] put_page
     0.01%     0.00%  kswapd0          [kernel.kallsyms]  [k] __mod_lruvec_kmem_state
     0.01%     0.01%  C2 CompilerThre  [kernel.kallsyms]  [k] free_swap_cache
     0.01%     0.00%  C2 CompilerThre  [kernel.kallsyms]  [k] irqentry_exit
     0.01%     0.00%  C2 CompilerThre  [kernel.kallsyms]  [k] irqentry_exit_to_user_mode
     0.01%     0.01%  pool-4-thread-1  [kernel.kallsyms]  [k] ext4_has_free_clusters
     0.01%     0.01%  kcompactd1       [kernel.kallsyms]  [k] page_cpupid_xchg_last
     0.01%     0.00%  communication t  [kernel.kallsyms]  [k] do_user_addr_fault
     0.01%     0.00%  swapper          [kernel.kallsyms]  [k] scheduler_tick
     0.01%     0.00%  pool-4-thread-1  [kernel.kallsyms]  [k] irq_exit_rcu
     0.01%     0.01%  pool-4-thread-1  [kernel.kallsyms]  [k] slab_free_freelist_hook.constprop.0
     0.01%     0.01%  VM Thread        libc.so.6          [.] 0x00000000001b2eae
     0.01%     0.00%  kswapd0          [kernel.kallsyms]  [k] mod_objcg_state
     0.01%     0.00%  swapper          [kernel.kallsyms]  [k] asm_sysvec_call_function_single
     0.01%     0.01%  InMemoryMerger   [kernel.kallsyms]  [k] ext4_nonda_switch
     0.01%     0.01%  pool-4-thread-1  [kernel.kallsyms]  [k] __blk_rq_map_sg
     0.01%     0.00%  communication t  [kernel.kallsyms]  [k] handle_mm_fault
     0.01%     0.00%  java             [kernel.kallsyms]  [k] asm_common_interrupt
     0.01%     0.00%  java             [kernel.kallsyms]  [k] ttwu_do_activate
     0.01%     0.00%  java             [kernel.kallsyms]  [k] common_interrupt
     0.01%     0.00%  localfetcher#1   [kernel.kallsyms]  [k] pmd_page_vaddr
     0.01%     0.00%  pool-4-thread-1  [kernel.kallsyms]  [k] dma_pool_alloc
     0.01%     0.00%  pool-4-thread-1  [kernel.kallsyms]  [k] memcg_alloc_page_obj_cgroups
     0.01%     0.00%  java             [kernel.kallsyms]  [k] __common_interrupt
     0.01%     0.00%  pool-4-thread-1  [kernel.kallsyms]  [k] sysvec_call_function_single
     0.01%     0.00%  kcompactd0       [kernel.kallsyms]  [k] __free_one_page
     0.01%     0.00%  kswapd1          [kernel.kallsyms]  [k] asm_sysvec_apic_timer_interrupt
     0.01%     0.00%  Thread-5         [kernel.kallsyms]  [k] user_path_at_empty
     0.01%     0.00%  InMemoryMerger   [kernel.kallsyms]  [k] __lock_text_start
     0.01%     0.00%  swapper          [kernel.kallsyms]  [k] sched_ttwu_pending
     0.01%     0.00%  pool-4-thread-1  [kernel.kallsyms]  [k] schedule
     0.01%     0.00%  perf             [kernel.kallsyms]  [k] __x64_sys_sched_setaffinity
     0.01%     0.01%  LocalJobRunner   [kernel.kallsyms]  [k] __radix_tree_lookup
     0.01%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] radix_tree_lookup
     0.01%     0.00%  kworker/u96:0-e  [kernel.kallsyms]  [k] ext4_convert_unwritten_io_end_vec
     0.01%     0.00%  kswapd0          [kernel.kallsyms]  [k] refill_obj_stock
     0.01%     0.00%  kworker/u98:0-w  [kernel.kallsyms]  [k] mempool_alloc
     0.01%     0.01%  kcompactd0       [kernel.kallsyms]  [k] has_bh_in_lru
     0.01%     0.01%  InMemoryMerger   [kernel.kallsyms]  [k] page_cpupid_xchg_last
     0.01%     0.01%  communication t  [kernel.kallsyms]  [k] __handle_mm_fault
     0.01%     0.00%  kswapd1          [kernel.kallsyms]  [k] rcu_read_unlock_strict
     0.01%     0.01%  localfetcher#1   [kernel.kallsyms]  [k] vm_normal_page
     0.01%     0.00%  InMemoryMerger   [kernel.kallsyms]  [k] vm_normal_page
     0.01%     0.01%  InMemoryMerger   [kernel.kallsyms]  [k] ext4_has_free_clusters
