# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 344K of event 'cycles'
# Event count (approx.): 10573930503862
#
# Children      Self  Command          Shared Object      Symbol                                             
# ........  ........  ...............  .................  ...................................................
#
    54.84%     0.00%  swapper          [kernel.kallsyms]  [k] secondary_startup_64_no_verify
    54.84%     0.00%  swapper          [kernel.kallsyms]  [k] cpu_startup_entry
    54.84%     0.01%  swapper          [kernel.kallsyms]  [k] do_idle
    54.71%     0.00%  swapper          [kernel.kallsyms]  [k] cpuidle_enter
    54.70%     0.00%  swapper          [kernel.kallsyms]  [k] cpuidle_enter_state
    54.50%    48.88%  swapper          [kernel.kallsyms]  [k] mwait_idle_with_hints.constprop.0
    51.19%     0.00%  swapper          [kernel.kallsyms]  [k] start_secondary
    10.44%     0.00%  pool-4-thread-1  [kernel.kallsyms]  [k] entry_SYSCALL_64_after_hwframe
    10.44%     0.00%  pool-4-thread-1  [kernel.kallsyms]  [k] do_syscall_64
     9.08%     0.00%  localfetcher#1   [kernel.kallsyms]  [k] entry_SYSCALL_64_after_hwframe
     9.08%     0.00%  localfetcher#1   [kernel.kallsyms]  [k] do_syscall_64
     8.49%     0.00%  localfetcher#1   [kernel.kallsyms]  [k] __x64_sys_read
     8.49%     0.00%  localfetcher#1   [kernel.kallsyms]  [k] ksys_read
     8.49%     0.00%  localfetcher#1   [kernel.kallsyms]  [k] vfs_read
     8.49%     0.00%  localfetcher#1   [kernel.kallsyms]  [k] ext4_file_read_iter
     8.49%     0.00%  localfetcher#1   [kernel.kallsyms]  [k] new_sync_read
     8.49%     0.00%  localfetcher#1   [kernel.kallsyms]  [k] generic_file_read_iter
     8.48%     0.05%  localfetcher#1   [kernel.kallsyms]  [k] filemap_read
     7.95%     0.04%  java             [kernel.kallsyms]  [k] asm_exc_page_fault
     7.69%     0.15%  java             [kernel.kallsyms]  [k] exc_page_fault
     6.54%     0.05%  java             [kernel.kallsyms]  [k] do_user_addr_fault
     6.37%     0.00%  pool-4-thread-1  [kernel.kallsyms]  [k] ksys_read
