# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 1M of event 'cycles'
# Event count (approx.): 6647396362522
#
# Children      Self  Command          Shared Object         Symbol                                                                                                                                                                     
# ........  ........  ...............  ....................  ...........................................................................................................................................................................
#
     0.00%     0.00%  mariadbd         [kernel.kallsyms]     [k] __mnt_drop_write
     0.00%     0.00%  kworker/21:2     [kernel.kallsyms]     [k] ttwu_queue_wakelist
     0.00%     0.00%  kworker/10:1-ev  [kernel.kallsyms]     [k] autoremove_wake_function
     0.00%     0.00%  kworker/10:1-ev  [kernel.kallsyms]     [k] try_to_wake_up
     0.00%     0.00%  kworker/9:1H-kb  [kernel.kallsyms]     [k] blk_mq_run_hw_queues
     0.00%     0.00%  kworker/9:1H-kb  [kernel.kallsyms]     [k] blk_mq_requeue_work
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000da21d4
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000da1f55
     0.00%     0.00%  kworker/4:1-eve  [kernel.kallsyms]     [k] try_to_wake_up
     0.00%     0.00%  swapper          [kernel.kallsyms]     [k] inc_node_page_state
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000ce7577
     0.00%     0.00%  kworker/6:1-eve  [kernel.kallsyms]     [k] __wake_up_common_lock
     0.00%     0.00%  kworker/7:2      [kernel.kallsyms]     [k] iomap_dio_complete
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000d7fbc7
     0.00%     0.00%  kworker/5:1H-kb  [kernel.kallsyms]     [k] blk_mq_run_hw_queues
     0.00%     0.00%  kworker/21:2     [kernel.kallsyms]     [k] pick_next_task_fair
     0.00%     0.00%  kworker/24:1-ev  [kernel.kallsyms]     [k] enqueue_task_fair
     0.00%     0.00%  kworker/8:1-eve  [kernel.kallsyms]     [k] aio_complete_rw
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000c86081
     0.00%     0.00%  kworker/22:1-ev  [kernel.kallsyms]     [k] try_to_wake_up
     0.00%     0.00%  kworker/3:7      [kernel.kallsyms]     [k] iomap_dio_complete_work
     0.00%     0.00%  mariadbd         mariadbd              [.] _ZN3THD12sp_eval_exprEP5FieldPP4Item
     0.00%     0.00%  kworker/16:1-ev  [kernel.kallsyms]     [k] dequeue_entity
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000768bb2
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000c9f7fe
     0.00%     0.00%  kworker/9:9      [kernel.kallsyms]     [k] enqueue_task_fair
     0.00%     0.00%  mariadbd         libc-2.28.so          [.] 0x0000000000021874
     0.00%     0.00%  jbd2/nvme3n1p4-  [kernel.kallsyms]     [k] jbd2_journal_write_metadata_buffer
     0.00%     0.00%  tclsh8.6         [kernel.kallsyms]     [k] ext4_reserve_inode_write
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000d7a2a5
     0.00%     0.00%  kworker/2:2-eve  [kernel.kallsyms]     [k] iomap_dio_complete_work
     0.00%     0.00%  kworker/23:0-ev  [kernel.kallsyms]     [k] ttwu_queue_wakelist
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000da064d
     0.00%     0.00%  mariadbd         mariadbd              [.] my_vsnprintf_ex
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000d9f2ac
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000d9b521
     0.00%     0.00%  mariadbd         mariadbd              [.] _ZN4JOIN18make_sum_func_listER4ListI4ItemES3_bb
     0.00%     0.00%  kworker/25:0     [kernel.kallsyms]     [k] _raw_spin_lock_irqsave
     0.00%     0.00%  kworker/1:2-mm_  [kernel.kallsyms]     [k] ext4_convert_unwritten_extents
     0.00%     0.00%  kworker/u64:38-  [kernel.kallsyms]     [k] wb_writeback
     0.00%     0.00%  kworker/19:1-ev  [kernel.kallsyms]     [k] select_idle_sibling
     0.00%     0.00%  kworker/3:7      [kernel.kallsyms]     [k] nvme_process_cq
     0.00%     0.00%  kworker/3:7      [kernel.kallsyms]     [k] __handle_irq_event_percpu
     0.00%     0.00%  kworker/3:7      [kernel.kallsyms]     [k] handle_irq_event
     0.00%     0.00%  kworker/3:7      [kernel.kallsyms]     [k] nvme_irq
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000d77472
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000da2076
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000da02d5
     0.00%     0.00%  kworker/11:0     [kernel.kallsyms]     [k] kthread
     0.00%     0.00%  kworker/11:0     [kernel.kallsyms]     [k] ret_from_fork
     0.00%     0.00%  kworker/11:0     [kernel.kallsyms]     [k] worker_thread
     0.00%     0.00%  kworker/0:2-eve  [kernel.kallsyms]     [k] enqueue_entity
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000d778b3
     0.00%     0.00%  kworker/15:1H-k  [kernel.kallsyms]     [k] process_one_work
     0.00%     0.00%  kworker/11:1-ev  [kernel.kallsyms]     [k] wake_affine
     0.00%     0.00%  kworker/14:3-ev  [kernel.kallsyms]     [k] __switch_to
     0.00%     0.00%  kworker/5:1-eve  [kernel.kallsyms]     [k] wake_affine
     0.00%     0.00%  kworker/16:1H-k  [kernel.kallsyms]     [k] blk_mq_run_hw_queues
     0.00%     0.00%  kworker/0:1H-kb  [kernel.kallsyms]     [k] blk_mq_run_hw_queues
     0.00%     0.00%  kworker/18:11    [kernel.kallsyms]     [k] update_load_avg
     0.00%     0.00%  kworker/17:1H-k  [kernel.kallsyms]     [k] process_one_work
     0.00%     0.00%  kworker/u64:35-  [kernel.kallsyms]     [k] ext4_writepages
     0.00%     0.00%  tclsh8.6         [kernel.kallsyms]     [k] irqentry_exit_to_user_mode
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000c9fb39
     0.00%     0.00%  kworker/6:2      [kernel.kallsyms]     [k] select_idle_sibling
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000ccd42e
     0.00%     0.00%  kworker/16:1-ev  [kernel.kallsyms]     [k] ttwu_queue_wakelist
     0.00%     0.00%  tclsh8.6         [kernel.kallsyms]     [k] sysvec_reschedule_ipi
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000d705f0
     0.00%     0.00%  kworker/9:2-eve  [kernel.kallsyms]     [k] __wake_up_common_lock
     0.00%     0.00%  kworker/9:2-eve  [kernel.kallsyms]     [k] aio_complete_rw
     0.00%     0.00%  kworker/6:2      [kernel.kallsyms]     [k] _raw_spin_lock_irqsave
     0.00%     0.00%  mariadbd         [kernel.kallsyms]     [k] ext4_fc_start_update
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000c86a4d
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000d58fbc
     0.00%     0.00%  kworker/17:2-ev  [kernel.kallsyms]     [k] ttwu_queue_wakelist
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000a95514
     0.00%     0.00%  perf             [kernel.kallsyms]     [k] ext4_do_update_inode.isra.0
     0.00%     0.00%  kworker/6:2      [kernel.kallsyms]     [k] update_load_avg
     0.00%     0.00%  kswapd0          [kernel.kallsyms]     [k] uncharge_page
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000cb16d4
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000d38550
     0.00%     0.00%  kworker/10:4     [kernel.kallsyms]     [k] enqueue_task_fair
     0.00%     0.00%  kworker/10:4     [kernel.kallsyms]     [k] ttwu_do_activate
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000d9cfdb
     0.00%     0.00%  kworker/31:1H-k  [kernel.kallsyms]     [k] blk_mq_requeue_work
     0.00%     0.00%  mariadbd         [kernel.kallsyms]     [k] inc_zone_page_state
     0.00%     0.00%  kworker/30:1H-k  [kernel.kallsyms]     [k] blk_mq_run_hw_queues
     0.00%     0.00%  kworker/30:1H-k  [kernel.kallsyms]     [k] blk_mq_requeue_work
     0.00%     0.00%  kworker/21:2     [kernel.kallsyms]     [k] aio_complete
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000da17ab
     0.00%     0.00%  kworker/7:2      [kernel.kallsyms]     [k] pick_next_task_fair
     0.00%     0.00%  kworker/7:2      [kernel.kallsyms]     [k] enqueue_entity
     0.00%     0.00%  kworker/28:1     [kernel.kallsyms]     [k] _raw_spin_lock_irqsave
     0.00%     0.00%  kworker/11:1-ev  [kernel.kallsyms]     [k] enqueue_entity
     0.00%     0.00%  kswapd0          [kernel.kallsyms]     [k] free_unref_page_commit.constprop.0
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000d9baa4
     0.00%     0.00%  kworker/5:1-eve  [kernel.kallsyms]     [k] asm_common_interrupt
     0.00%     0.00%  kworker/15:10    [kernel.kallsyms]     [k] iomap_dio_complete
     0.00%     0.00%  kworker/6:1-eve  [kernel.kallsyms]     [k] __wake_up_common
     0.00%     0.00%  kworker/6:1-eve  [kernel.kallsyms]     [k] autoremove_wake_function
     0.00%     0.00%  kworker/6:1-eve  [kernel.kallsyms]     [k] try_to_wake_up
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000da1f0c
     0.00%     0.00%  kworker/7:2      [kernel.kallsyms]     [k] dequeue_task_fair
     0.00%     0.00%  kworker/25:1H-k  [kernel.kallsyms]     [k] blk_mq_requeue_work
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000d900b6
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000c42cf2
     0.00%     0.00%  kworker/28:1     [kernel.kallsyms]     [k] update_load_avg
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000da1f97
     0.00%     0.00%  kworker/14:3-ev  [kernel.kallsyms]     [k] set_next_entity
     0.00%     0.00%  mariadbd         [kernel.kallsyms]     [k] wbc_detach_inode
     0.00%     0.00%  kworker/5:1-eve  [kernel.kallsyms]     [k] check_preempt_curr
     0.00%     0.00%  kworker/2:1-pm   [kernel.kallsyms]     [k] asm_common_interrupt
     0.00%     0.00%  kworker/2:1-pm   [kernel.kallsyms]     [k] common_interrupt
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000d702ee
     0.00%     0.00%  mariadbd         mariadbd              [.] wsrep_thd_skip_locking
     0.00%     0.00%  kworker/9:2      [kernel.kallsyms]     [k] select_task_rq_fair
     0.00%     0.00%  kworker/17:1H-k  [kernel.kallsyms]     [k] blk_mq_requeue_work
     0.00%     0.00%  mariadbd         mariadbd              [.] _ZN6String6appendEPKcm
     0.00%     0.00%  mariadbd         [kernel.kallsyms]     [k] chacha_permute
     0.00%     0.00%  kswapd0          [kernel.kallsyms]     [k] __mod_lruvec_page_state
     0.00%     0.00%  mariadbd         mariadbd              [.] _ZN12Item_splocal10fix_fieldsEP3THDPP4Item
     0.00%     0.00%  mariadbd         [kernel.kallsyms]     [k] set_normalized_timespec64
     0.00%     0.00%  kworker/5:1-eve  [kernel.kallsyms]     [k] set_next_entity
     0.00%     0.00%  mariadbd         [kernel.kallsyms]     [k] __mix_pool_bytes
     0.00%     0.00%  tclsh8.6         libmariadb.so.3       [.] 0x0000000000025516
     0.00%     0.00%  kworker/21:2     [kernel.kallsyms]     [k] _raw_spin_lock_irqsave
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000d77457
     0.00%     0.00%  kworker/3:7      [kernel.kallsyms]     [k] iomap_dio_complete
     0.00%     0.00%  kworker/23:0-ev  [kernel.kallsyms]     [k] __common_interrupt
     0.00%     0.00%  kworker/23:0-ev  [kernel.kallsyms]     [k] handle_edge_irq
     0.00%     0.00%  kworker/22:0     [kernel.kallsyms]     [k] aio_complete
     0.00%     0.00%  kworker/30:1-ev  [kernel.kallsyms]     [k] select_idle_sibling
     0.00%     0.00%  mariadbd         mariadbd              [.] _ZN13st_select_lex9lex_startEP3LEX
     0.00%     0.00%  kworker/24:1-ev  [kernel.kallsyms]     [k] ttwu_do_wakeup
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000ce7fa4
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000c9f908
     0.00%     0.00%  mariadbd         mariadbd              [.] _ZN5Field25sp_prepare_and_store_itemEP3THDPP4Item
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000d1c020
     0.00%     0.00%  jbd2/nvme3n1p4-  [kernel.kallsyms]     [k] journal_submit_commit_record.part.0
     0.00%     0.00%  kworker/19:1-ev  [kernel.kallsyms]     [k] update_curr
     0.00%     0.00%  rcu_sched        [kernel.kallsyms]     [k] kthread
     0.00%     0.00%  rcu_sched        [kernel.kallsyms]     [k] rcu_gp_kthread
     0.00%     0.00%  rcu_sched        [kernel.kallsyms]     [k] ret_from_fork
     0.00%     0.00%  mariadbd         mariadbd              [.] pthread_self@plt
     0.00%     0.00%  tclsh8.6         libmariadb.so.3       [.] 0x000000000001a66b
     0.00%     0.00%  kworker/1:2-mm_  [kernel.kallsyms]     [k] enqueue_entity
     0.00%     0.00%  kworker/26:1-ev  [kernel.kallsyms]     [k] update_curr
     0.00%     0.00%  mariadbd         mariadbd              [.] _ZNK12Field_string12type_handlerEv
     0.00%     0.00%  tclsh8.6         libmariadb.so.3       [.] 0x0000000000022def
     0.00%     0.00%  kworker/24:1H-k  [kernel.kallsyms]     [k] process_one_work
     0.00%     0.00%  tclsh8.6         libmariadb.so.3       [.] 0x00000000000246c3
     0.00%     0.00%  kworker/13:2-ev  [kernel.kallsyms]     [k] ext4_dio_write_end_io
     0.00%     0.00%  swapper          [kernel.kallsyms]     [k] __x86_indirect_thunk_rdx
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000c9c9c9
     0.00%     0.00%  irqbalance       [kernel.kallsyms]     [k] arch_show_interrupts
     0.00%     0.00%  kworker/29:1-ev  [kernel.kallsyms]     [k] finish_task_switch.isra.0
     0.00%     0.00%  mariadbd         mariadbd              [.] _ZN14select_dumpvar21send_data_to_var_listER4ListI4ItemE
     0.00%     0.00%  kworker/0:2-eve  [kernel.kallsyms]     [k] set_next_entity
     0.00%     0.00%  kworker/18:11    [kernel.kallsyms]     [k] aio_complete
     0.00%     0.00%  kworker/15:1-ev  [kernel.kallsyms]     [k] pick_next_task_fair
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000da1f7c
     0.00%     0.00%  perf             [kernel.kallsyms]     [k] kmem_cache_alloc
     0.00%     0.00%  perf             [kernel.kallsyms]     [k] alloc_buffer_head
     0.00%     0.00%  perf             [kernel.kallsyms]     [k] alloc_page_buffers
     0.00%     0.00%  perf             [kernel.kallsyms]     [k] create_empty_buffers
     0.00%     0.00%  perf             [kernel.kallsyms]     [k] create_page_buffers
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000dd3e82
     0.00%     0.00%  kworker/1:2-mm_  [kernel.kallsyms]     [k] wake_affine
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000d61eaf
     0.00%     0.00%  tclsh8.6         libmariadb.so.3       [.] 0x0000000000025295
     0.00%     0.00%  mariadbd         mariadbd              [.] _ZN4JOIN20get_best_combinationEv
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000ca5a28
     0.00%     0.00%  tclsh8.6         libmariadb.so.3       [.] 0x000000000002569f
     0.00%     0.00%  kworker/5:1-eve  [kernel.kallsyms]     [k] available_idle_cpu
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000d725d7
     0.00%     0.00%  kworker/3:8      [kernel.kallsyms]     [k] process_one_work
     0.00%     0.00%  mariadbd         libstdc++.so.6.0.25   [.] _ZSt18_Rb_tree_incrementPSt18_Rb_tree_node_base
     0.00%     0.00%  kworker/28:1     [kernel.kallsyms]     [k] pick_next_task_fair
     0.00%     0.00%  kworker/17:2-ev  [kernel.kallsyms]     [k] wake_affine
     0.00%     0.00%  kworker/14:3-ev  [kernel.kallsyms]     [k] dequeue_entity
     0.00%     0.00%  tclsh8.6         libmariadb.so.3       [.] 0x00000000000246aa
     0.00%     0.00%  kworker/12:1H-k  [kernel.kallsyms]     [k] blk_mq_run_hw_queue
     0.00%     0.00%  kworker/16:1-ev  [kernel.kallsyms]     [k] available_idle_cpu
     0.00%     0.00%  swapper          [kernel.kallsyms]     [k] propagate_entity_cfs_rq
     0.00%     0.00%  kworker/30:1-ev  [kernel.kallsyms]     [k] wake_affine
     0.00%     0.00%  kworker/5:1H-kb  [kernel.kallsyms]     [k] sbitmap_any_bit_set
     0.00%     0.00%  kworker/6:2      [kernel.kallsyms]     [k] aio_complete
     0.00%     0.00%  kworker/1:2-mm_  [kernel.kallsyms]     [k] ttwu_do_wakeup
     0.00%     0.00%  mariadbd         mariadbd              [.] _ZN9Item_cond15remove_eq_condsEP3THDPN4Item11cond_resultEb
     0.00%     0.00%  mariadbd         mariadbd              [.] _ZN3THD19cleanup_after_queryEv
     0.00%     0.00%  kworker/9:1H-kb  [kernel.kallsyms]     [k] blk_mq_run_hw_queue
     0.00%     0.00%  kworker/5:1H-kb  [kernel.kallsyms]     [k] blk_mq_run_hw_queue
     0.00%     0.00%  kworker/28:2-ev  [kernel.kallsyms]     [k] select_task_rq_fair
     0.00%     0.00%  kworker/2:1-pm   [kernel.kallsyms]     [k] __common_interrupt
     0.00%     0.00%  kworker/2:1-pm   [kernel.kallsyms]     [k] __handle_irq_event_percpu
     0.00%     0.00%  kworker/2:1-pm   [kernel.kallsyms]     [k] handle_edge_irq
     0.00%     0.00%  kworker/2:1-pm   [kernel.kallsyms]     [k] handle_irq_event
     0.00%     0.00%  kworker/2:1-pm   [kernel.kallsyms]     [k] nvme_irq
     0.00%     0.00%  kworker/2:1-pm   [kernel.kallsyms]     [k] nvme_process_cq
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000b918c8
     0.00%     0.00%  mariadbd         [kernel.kallsyms]     [k] do_get_write_access
     0.00%     0.00%  kworker/5:1-eve  [kernel.kallsyms]     [k] update_load_avg
     0.00%     0.00%  kworker/2:2-eve  [kernel.kallsyms]     [k] dequeue_task_fair
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000d9f14f
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000ca0e87
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000ca3fb8
     0.00%     0.00%  kworker/27:1-ev  [kernel.kallsyms]     [k] available_idle_cpu
     0.00%     0.00%  kworker/1:2-mm_  [kernel.kallsyms]     [k] select_idle_sibling
     0.00%     0.00%  kworker/20:2-ev  [kernel.kallsyms]     [k] ext4_dio_write_end_io
     0.00%     0.00%  mariadbd         mariadbd              [.] set_thd_proc_info
     0.00%     0.00%  kworker/2:2-eve  [kernel.kallsyms]     [k] iomap_dio_complete
     0.00%     0.00%  kworker/8:1H-kb  [kernel.kallsyms]     [k] blk_mq_requeue_work
     0.00%     0.00%  kworker/30:1-ev  [kernel.kallsyms]     [k] dequeue_task_fair
     0.00%     0.00%  mariadbd         mariadbd              [.] _ZN13st_select_lex7cleanupEv
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000d39f0f
     0.00%     0.00%  kworker/8:2-cgr  [kernel.kallsyms]     [k] __update_load_avg_cfs_rq
     0.00%     0.00%  kswapd0          [kernel.kallsyms]     [k] ext4_releasepage
     0.00%     0.00%  tclsh8.6         [kernel.kallsyms]     [k] bio_free
     0.00%     0.00%  mariadbd         mariadbd              [.] _Z21net_before_header_psiP6st_netPvm
     0.00%     0.00%  kworker/8:2-cgr  [kernel.kallsyms]     [k] wake_affine
     0.00%     0.00%  kworker/4:7      [kernel.kallsyms]     [k] enqueue_task_fair
     0.00%     0.00%  kworker/4:7      [kernel.kallsyms]     [k] ttwu_do_activate
     0.00%     0.00%  mariadbd         mariadbd              [.] _ZN16Lex_input_stream4initEP3THDPcm
     0.00%     0.00%  kworker/21:0     [kernel.kallsyms]     [k] iomap_dio_complete_work
     0.00%     0.00%  kworker/1:2-mm_  [kernel.kallsyms]     [k] available_idle_cpu
     0.00%     0.00%  kworker/10:4     [kernel.kallsyms]     [k] _raw_spin_lock_irqsave
     0.00%     0.00%  kworker/8:1-eve  [kernel.kallsyms]     [k] __wake_up_common
     0.00%     0.00%  kworker/8:1-eve  [kernel.kallsyms]     [k] __wake_up_common_lock
     0.00%     0.00%  tclsh8.6         libmariadb.so.3       [.] 0x000000000002524c
     0.00%     0.00%  kswapd0          [kernel.kallsyms]     [k] __list_add_valid
     0.00%     0.00%  kworker/31:1-ev  [kernel.kallsyms]     [k] available_idle_cpu
     0.00%     0.00%  mariadbd         mariadbd              [.] _ZN5tpool4task7releaseEv
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000cd0697
     0.00%     0.00%  tclsh8.6         libmariadb.so.3       [.] 0x000000000001a6cd
     0.00%     0.00%  kworker/11:1H-k  [kernel.kallsyms]     [k] blk_mq_requeue_work
     0.00%     0.00%  kworker/31:1-ev  [kernel.kallsyms]     [k] __switch_to
     0.00%     0.00%  mariadbd         mariadbd              [.] _ZN14Arg_comparator12set_cmp_funcEP3THDP16Item_func_or_sumPP4ItemS6_
     0.00%     0.00%  kswapd0          [kernel.kallsyms]     [k] kswapd_try_to_sleep
     0.00%     0.00%  kworker/31:1-ev  [kernel.kallsyms]     [k] dequeue_entity
     0.00%     0.00%  mariadbd         [kernel.kallsyms]     [k] tlb_finish_mmu
     0.00%     0.00%  swapper          [kernel.kallsyms]     [k] select_idle_cpu
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000c9fc16
     0.00%     0.00%  kworker/31:1-ev  [kernel.kallsyms]     [k] select_idle_sibling
     0.00%     0.00%  swapper          [kernel.kallsyms]     [k] rcu_do_batch
     0.00%     0.00%  kworker/5:1-eve  [kernel.kallsyms]     [k] common_interrupt
     0.00%     0.00%  kworker/24:1H-k  [kernel.kallsyms]     [k] blk_mq_requeue_work
     0.00%     0.00%  kworker/17:1-rc  [kernel.kallsyms]     [k] __wake_up_common_lock
     0.00%     0.00%  swapper          [kernel.kallsyms]     [k] hrtick_update
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000d70d57
     0.00%     0.00%  kworker/12:1-ev  [kernel.kallsyms]     [k] update_load_avg
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000c8298e
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000c9eec6
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000d9cbe0
     0.00%     0.00%  tclsh8.6         [kernel.kallsyms]     [k] ext4_finish_bio
     0.00%     0.00%  tclsh8.6         [kernel.kallsyms]     [k] ext4_end_bio
     0.00%     0.00%  kworker/29:1H-k  [kernel.kallsyms]     [k] blk_mq_requeue_work
     0.00%     0.00%  kworker/12:1-ev  [kernel.kallsyms]     [k] select_idle_cpu
     0.00%     0.00%  kworker/24:1-ev  [kernel.kallsyms]     [k] check_preempt_curr
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000d29919
     0.00%     0.00%  kworker/0:2-eve  [kernel.kallsyms]     [k] __common_interrupt
     0.00%     0.00%  kworker/0:2-eve  [kernel.kallsyms]     [k] asm_common_interrupt
     0.00%     0.00%  kworker/0:2-eve  [kernel.kallsyms]     [k] common_interrupt
     0.00%     0.00%  kworker/0:2-eve  [kernel.kallsyms]     [k] handle_edge_irq
     0.00%     0.00%  kworker/0:2-eve  [kernel.kallsyms]     [k] handle_irq_event
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000c9f465
     0.00%     0.00%  kworker/23:0-ev  [kernel.kallsyms]     [k] handle_irq_event
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000d9bb48
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000c9c8ca
     0.00%     0.00%  tclsh8.6         libmariadb.so.3       [.] 0x000000000002082b
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000ccf3fb
     0.00%     0.00%  tclsh8.6         libtcl8.6.so          [.] Ptr2Block
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000d1c03d
     0.00%     0.00%  kworker/20:2-ev  [kernel.kallsyms]     [k] dequeue_entity
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000c4568c
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000c9fb23
     0.00%     0.00%  kworker/20:2-ev  [kernel.kallsyms]     [k] blk_mq_end_request
     0.00%     0.00%  mariadbd         mariadbd              [.] recv@plt
     0.00%     0.00%  tclsh8.6         libmariadb.so.3       [.] 0x000000000002082e
     0.00%     0.00%  perf             [kernel.kallsyms]     [k] ext4_inode_csum
     0.00%     0.00%  perf             [kernel.kallsyms]     [k] ext4_inode_csum_set
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000d4ded2
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000c839da
     0.00%     0.00%  swapper          [kernel.kallsyms]     [k] nvme_free_prps
     0.00%     0.00%  kworker/13:2-ev  [kernel.kallsyms]     [k] finish_task_switch.isra.0
     0.00%     0.00%  kworker/24:1-ev  [kernel.kallsyms]     [k] __switch_to
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000d29902
     0.00%     0.00%  kworker/1:1H-kb  [kernel.kallsyms]     [k] kthread
     0.00%     0.00%  kworker/1:1H-kb  [kernel.kallsyms]     [k] ret_from_fork
     0.00%     0.00%  kworker/1:1H-kb  [kernel.kallsyms]     [k] worker_thread
     0.00%     0.00%  kworker/13:2-ev  [kernel.kallsyms]     [k] pick_next_task_fair
     0.00%     0.00%  mariadbd         [kernel.kallsyms]     [k] watchdog_timer_fn
     0.00%     0.00%  mariadbd         [kernel.kallsyms]     [k] put_cpu_partial
     0.00%     0.00%  kworker/21:1-ev  [kernel.kallsyms]     [k] schedule
     0.00%     0.00%  kworker/2:2-eve  [kernel.kallsyms]     [k] _raw_spin_lock_irqsave
     0.00%     0.00%  kworker/30:1H-k  [kernel.kallsyms]     [k] sbitmap_any_bit_set
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000eb5f90
     0.00%     0.00%  kworker/29:1-ev  [kernel.kallsyms]     [k] update_curr
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000dadda5
     0.00%     0.00%  kworker/3:7      [kernel.kallsyms]     [k] available_idle_cpu
     0.00%     0.00%  kworker/28:1     [kernel.kallsyms]     [k] aio_complete
     0.00%     0.00%  kworker/18:11    [kernel.kallsyms]     [k] pick_next_task_fair
     0.00%     0.00%  tclsh8.6         [kernel.kallsyms]     [k] lapic_next_event
     0.00%     0.00%  kworker/12:1H-k  [kernel.kallsyms]     [k] sbitmap_any_bit_set
     0.00%     0.00%  kworker/11:1-ev  [kernel.kallsyms]     [k] pick_next_task_fair
     0.00%     0.00%  kworker/u64:38-  [kernel.kallsyms]     [k] __writeback_inodes_wb
     0.00%     0.00%  kworker/u64:38-  [kernel.kallsyms]     [k] writeback_sb_inodes
     0.00%     0.00%  kworker/19:1-ev  [kernel.kallsyms]     [k] aio_complete
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000d7415c
     0.00%     0.00%  mariadbd         [kernel.kallsyms]     [k] irqentry_enter_from_user_mode
     0.00%     0.00%  kworker/4:1H-kb  [kernel.kallsyms]     [k] process_one_work
     0.00%     0.00%  kworker/12:1-ev  [kernel.kallsyms]     [k] ext4_dio_write_end_io
     0.00%     0.00%  kworker/15:1-ev  [kernel.kallsyms]     [k] _raw_spin_lock_irqsave
     0.00%     0.00%  kworker/15:10    [kernel.kallsyms]     [k] pick_next_task_fair
     0.00%     0.00%  kworker/18:1-ev  [kernel.kallsyms]     [k] pick_next_task_fair
