# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 1M of event 'cycles'
# Event count (approx.): 10490410651502
#
# Children      Self  Command          Shared Object               Symbol                                                                                                                                                                           
# ........  ........  ...............  ..........................  .................................................................................................................................................................................
#
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000d705c6
     0.00%     0.00%  kworker/21:2-di  [kernel.kallsyms]           [k] ext4_do_update_inode.isra.0
     0.00%     0.00%  kworker/21:2-di  [kernel.kallsyms]           [k] ext4_inode_csum
     0.00%     0.00%  kworker/21:2-di  [kernel.kallsyms]           [k] ext4_inode_csum_set
     0.00%     0.00%  kworker/21:2-di  [kernel.kallsyms]           [k] ext4_mark_iloc_dirty
     0.00%     0.00%  kworker/20:0     [kernel.kallsyms]           [k] __rdgsbase_inactive
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000d12ef0
     0.00%     0.00%  tclsh8.6         libtcl8.6.so                [.] TclNRReleaseValues
     0.00%     0.00%  jbd2/nvme3n1p4-  [kernel.kallsyms]           [k] __jbd2_journal_temp_unlink_buffer
     0.00%     0.00%  tclsh8.6         libtcl8.6.so                [.] CompareVarKeys
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000c802b5
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000d67ef8
     0.00%     0.00%  kworker/23:0     [kernel.kallsyms]           [k] dequeue_entity
     0.00%     0.00%  kworker/23:0     [kernel.kallsyms]           [k] dequeue_task_fair
     0.00%     0.00%  kworker/23:3-di  [kernel.kallsyms]           [k] native_sched_clock
     0.00%     0.00%  kworker/23:3-di  [kernel.kallsyms]           [k] sched_clock_cpu
     0.00%     0.00%  kworker/23:3-di  [kernel.kallsyms]           [k] update_rq_clock
     0.00%     0.00%  rhsmcertd-worke  [kernel.kallsyms]           [k] security_context_to_sid_core
     0.00%     0.00%  rhsmcertd-worke  [kernel.kallsyms]           [k] security_context_to_sid_default
     0.00%     0.00%  kworker/30:1H-k  [kernel.kallsyms]           [k] cpumask_next_and
     0.00%     0.00%  kworker/28:2     [kernel.kallsyms]           [k] __pagevec_lru_add
     0.00%     0.00%  kworker/28:2     [kernel.kallsyms]           [k] lock_page_lruvec_irqsave
     0.00%     0.00%  kworker/28:2     [kernel.kallsyms]           [k] lru_add_drain_cpu
     0.00%     0.00%  kworker/28:2     [kernel.kallsyms]           [k] lru_add_drain_per_cpu
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000d3a092
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000d91748
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000ee87b3
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000ca0514
     0.00%     0.00%  tclsh8.6         [kernel.kallsyms]           [k] detach_entity_cfs_rq
     0.00%     0.00%  mariadbd         mariadbd                    [.] _ZN13st_select_lex11init_selectEv
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000d9171e
     0.00%     0.00%  kworker/24:3     [kernel.kallsyms]           [k] default_send_IPI_single_phys
     0.00%     0.00%  kworker/0:2      [kernel.kallsyms]           [k] update_sg_lb_stats
     0.00%     0.00%  kworker/0:2      [kernel.kallsyms]           [k] find_busiest_group
     0.00%     0.00%  kworker/0:2      [kernel.kallsyms]           [k] update_sd_lb_stats.constprop.0
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000d81be3
     0.00%     0.00%  kworker/5:2      [kernel.kallsyms]           [k] ext4_es_insert_extent
     0.00%     0.00%  kworker/4:1      [kernel.kallsyms]           [k] set_task_cpu
     0.00%     0.00%  mariadbd         [kernel.kallsyms]           [k] __x86_indirect_thunk_rbx
     0.00%     0.00%  kworker/15:1H-k  [kernel.kallsyms]           [k] nvme_submit_cmd
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000d33ede
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x00000000007794cb
     0.00%     0.00%  kworker/2:0-dio  [kernel.kallsyms]           [k] wake_up_bit
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000792203
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000c845b3
     0.00%     0.00%  kworker/6:1H-kb  [kernel.kallsyms]           [k] finish_task_switch.isra.0
     0.00%     0.00%  kworker/4:0      [kernel.kallsyms]           [k] __update_load_avg_cfs_rq
     0.00%     0.00%  mariadbd         mariadbd                    [.] thd_wakeup_subsequent_commits
     0.00%     0.00%  kworker/23:3     [kernel.kallsyms]           [k] switch_mm_irqs_off
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000b98227
     0.00%     0.00%  kworker/15:1-di  [kernel.kallsyms]           [k] migrate_task_rq_fair
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000d6fc83
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000d774b6
     0.00%     0.00%  kworker/15:1H-k  [kernel.kallsyms]           [k] ktime_get
     0.00%     0.00%  kworker/17:2     [kernel.kallsyms]           [k] _raw_spin_lock_irq
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000d72f29
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000cf935c
     0.00%     0.00%  kworker/26:1H-k  [kernel.kallsyms]           [k] __rdgsbase_inactive
     0.00%     0.00%  kworker/25:2     [kernel.kallsyms]           [k] kfree
     0.00%     0.00%  kworker/24:1-di  [kernel.kallsyms]           [k] asm_sysvec_apic_timer_interrupt
     0.00%     0.00%  kworker/24:1-di  [kernel.kallsyms]           [k] sysvec_apic_timer_interrupt
     0.00%     0.00%  mariadbd         mariadbd                    [.] _ZN5TABLE33mark_columns_per_binlog_row_imageEv
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x000000000085a8b3
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000d7950b
     0.00%     0.00%  kworker/28:1H-k  [kernel.kallsyms]           [k] pwq_dec_nr_in_flight
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000c9db42
     0.00%     0.00%  rhsmcertd-worke  [kernel.kallsyms]           [k] tick_sched_do_timer
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000cb155a
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x000000000085cb2b
     0.00%     0.00%  ksoftirqd/2      [kernel.kallsyms]           [k] _nohz_idle_balance.constprop.0.isra.0
     0.00%     0.00%  kworker/3:1H-kb  [kernel.kallsyms]           [k] nvme_setup_rw
     0.00%     0.00%  kworker/3:1H-kb  [kernel.kallsyms]           [k] nvme_setup_cmd
     0.00%     0.00%  kworker/13:1H-k  [kernel.kallsyms]           [k] nvme_setup_cmd
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000d73b13
     0.00%     0.00%  kworker/25:2     [kernel.kallsyms]           [k] asm_sysvec_call_function
     0.00%     0.00%  kworker/25:2     [kernel.kallsyms]           [k] sysvec_call_function
     0.00%     0.00%  kswapd0          [kernel.kallsyms]           [k] __xas_next
     0.00%     0.00%  mariadbd         mariadbd                    [.] _ZN11Item_string7val_strEP6String
     0.00%     0.00%  tclsh8.6         libmariadb.so.3             [.] 0x000000000001a6a1
     0.00%     0.00%  kswapd0          [kernel.kallsyms]           [k] nvme_setup_cmd
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x00000000006b8992
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000c9ee40
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000c799a7
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000d1becb
     0.00%     0.00%  kworker/9:1H-kb  [kernel.kallsyms]           [k] flush_busy_ctx
     0.00%     0.00%  kworker/9:1H-kb  [kernel.kallsyms]           [k] blk_mq_flush_busy_ctxs
     0.00%     0.00%  kworker/25:1-mm  [kernel.kallsyms]           [k] kfree
     0.00%     0.00%  kworker/2:1      [kernel.kallsyms]           [k] asm_sysvec_call_function
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000c8abf2
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000c9fc52
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000d1de0b
     0.00%     0.00%  kworker/3:0      [kernel.kallsyms]           [k] enqueue_entity
     0.00%     0.00%  kworker/22:0-di  [kernel.kallsyms]           [k] perf_adjust_freq_unthr_context
     0.00%     0.00%  kworker/22:0-di  [kernel.kallsyms]           [k] __hrtimer_run_queues
     0.00%     0.00%  kworker/22:0-di  [kernel.kallsyms]           [k] __run_hrtimer
     0.00%     0.00%  kworker/22:0-di  [kernel.kallsyms]           [k] __sysvec_apic_timer_interrupt
     0.00%     0.00%  kworker/22:0-di  [kernel.kallsyms]           [k] asm_sysvec_apic_timer_interrupt
     0.00%     0.00%  kworker/22:0-di  [kernel.kallsyms]           [k] hrtimer_interrupt
     0.00%     0.00%  kworker/22:0-di  [kernel.kallsyms]           [k] perf_event_task_tick
     0.00%     0.00%  kworker/22:0-di  [kernel.kallsyms]           [k] scheduler_tick
     0.00%     0.00%  kworker/22:0-di  [kernel.kallsyms]           [k] sysvec_apic_timer_interrupt
     0.00%     0.00%  kworker/22:0-di  [kernel.kallsyms]           [k] tick_sched_handle
     0.00%     0.00%  kworker/22:0-di  [kernel.kallsyms]           [k] tick_sched_timer
     0.00%     0.00%  kworker/22:0-di  [kernel.kallsyms]           [k] update_process_times
     0.00%     0.00%  kworker/25:1-mm  [kernel.kallsyms]           [k] ttwu_queue_wakelist
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000cccc47
     0.00%     0.00%  kworker/15:1H-k  [kernel.kallsyms]           [k] __list_del_entry_valid
     0.00%     0.00%  mariadbd         mariadbd                    [.] _ZNK10Sp_handler26sp_resolve_package_routineEP3THDP7sp_headP7sp_namePPKS_P23Database_qualified_name
     0.00%     0.00%  kworker/17:2     [kernel.kallsyms]           [k] native_queued_spin_lock_slowpath.part.0
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000cd2046
     0.00%     0.00%  kworker/31:1-di  [kernel.kallsyms]           [k] update_sd_lb_stats.constprop.0
     0.00%     0.00%  kworker/31:1-di  [kernel.kallsyms]           [k] find_busiest_group
     0.00%     0.00%  kworker/31:1-di  [kernel.kallsyms]           [k] load_balance
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000d77544
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000d7235b
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000ca5d2a
     0.00%     0.00%  kworker/7:2-dio  [kernel.kallsyms]           [k] __sysvec_call_function
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000da2d77
     0.00%     0.00%  swapper          [kernel.kallsyms]           [k] read_hpet
     0.00%     0.00%  kworker/17:1     [kernel.kallsyms]           [k] select_task_rq_fair
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000c47b0a
     0.00%     0.00%  kworker/2:1      [kernel.kallsyms]           [k] fput
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000d130a8
     0.00%     0.00%  kworker/2:0-dio  [kernel.kallsyms]           [k] __rdgsbase_inactive
     0.00%     0.00%  kworker/27:1-di  [kernel.kallsyms]           [k] cpumask_next
     0.00%     0.00%  kswapd0          [kernel.kallsyms]           [k] asm_sysvec_call_function_single
     0.00%     0.00%  kworker/0:2      [kernel.kallsyms]           [k] strnlen
     0.00%     0.00%  rcu_sched        [kernel.kallsyms]           [k] __mod_timer
     0.00%     0.00%  tclsh8.6         libmariadb.so.3             [.] 0x0000000000017795
     0.00%     0.00%  kworker/25:1-mm  [kernel.kallsyms]           [k] __ext4_mark_inode_dirty
     0.00%     0.00%  kworker/23:1-ev  [kernel.kallsyms]           [k] kick_ilb
     0.00%     0.00%  kworker/23:1-ev  [kernel.kallsyms]           [k] __hrtimer_run_queues
     0.00%     0.00%  kworker/23:1-ev  [kernel.kallsyms]           [k] __run_hrtimer
     0.00%     0.00%  kworker/23:1-ev  [kernel.kallsyms]           [k] __sysvec_apic_timer_interrupt
     0.00%     0.00%  kworker/23:1-ev  [kernel.kallsyms]           [k] asm_sysvec_apic_timer_interrupt
     0.00%     0.00%  kworker/23:1-ev  [kernel.kallsyms]           [k] hrtimer_interrupt
     0.00%     0.00%  kworker/23:1-ev  [kernel.kallsyms]           [k] sysvec_apic_timer_interrupt
     0.00%     0.00%  kworker/23:1-ev  [kernel.kallsyms]           [k] tick_sched_handle
     0.00%     0.00%  kworker/23:1-ev  [kernel.kallsyms]           [k] tick_sched_timer
     0.00%     0.00%  kworker/23:1-ev  [kernel.kallsyms]           [k] update_process_times
     0.00%     0.00%  kworker/31:1H-k  [kernel.kallsyms]           [k] __blk_mq_delay_run_hw_queue
     0.00%     0.00%  kworker/10:2-di  [kernel.kallsyms]           [k] fput
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000cf475c
     0.00%     0.00%  kworker/30:1H-k  [kernel.kallsyms]           [k] flush_busy_ctx
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000d9c193
     0.00%     0.00%  kworker/24:4     [kernel.kallsyms]           [k] select_idle_cpu
     0.00%     0.00%  kworker/24:4     [kernel.kallsyms]           [k] select_idle_sibling
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000d9c3c2
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000da2027
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000d74181
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000db0d95
     0.00%     0.00%  kworker/4:0      [kernel.kallsyms]           [k] crc32c_pcl_intel_update
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000d79ccf
     0.00%     0.00%  tclsh8.6         [kernel.kallsyms]           [k] irqentry_enter
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000ca5af2
     0.00%     0.00%  kworker/20:0     [kernel.kallsyms]           [k] kmem_cache_free
     0.00%     0.00%  mariadbd         [kernel.kallsyms]           [k] mem_cgroup_wb_domain
     0.00%     0.00%  kworker/29:1-di  [kernel.kallsyms]           [k] ext4_inode_block_valid
     0.00%     0.00%  kworker/29:1-di  [kernel.kallsyms]           [k] __check_block_validity.constprop.0
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000768be2
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000cf8c5e
     0.00%     0.00%  kworker/25:2     [kernel.kallsyms]           [k] strscpy
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000c47b6d
     0.00%     0.00%  kworker/29:1-di  [kernel.kallsyms]           [k] wq_worker_running
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000c44bde
     0.00%     0.00%  kworker/21:0     [kernel.kallsyms]           [k] kfree
     0.00%     0.00%  kworker/23:1H-k  [kernel.kallsyms]           [k] blk_mq_flush_busy_ctxs
     0.00%     0.00%  kworker/24:1H-k  [kernel.kallsyms]           [k] sbitmap_any_bit_set
     0.00%     0.00%  kworker/24:1H-k  [kernel.kallsyms]           [k] blk_mq_run_hw_queue
     0.00%     0.00%  kworker/18:2-di  [kernel.kallsyms]           [k] __cond_resched
     0.00%     0.00%  mariadbd         mariadbd                    [.] _ZNK27Type_handler_decimal_result18Item_save_in_fieldEP4ItemP5Fieldb
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000d12cd7
     0.00%     0.00%  kworker/1:0      [kernel.kallsyms]           [k] load_balance
     0.00%     0.00%  kworker/1:0      [kernel.kallsyms]           [k] newidle_balance
     0.00%     0.00%  kworker/26:1-di  [kernel.kallsyms]           [k] sched_clock_cpu
     0.00%     0.00%  tclsh8.6         [kernel.kallsyms]           [k] update_fast_timekeeper
     0.00%     0.00%  kworker/17:2-di  [kernel.kallsyms]           [k] asm_sysvec_call_function
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000d7259f
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000d1149a
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000c4468a
     0.00%     0.00%  grep             [kernel.kallsyms]           [k] __x64_sys_exit_group
     0.00%     0.00%  grep             [kernel.kallsyms]           [k] do_exit
     0.00%     0.00%  grep             [kernel.kallsyms]           [k] do_group_exit
     0.00%     0.00%  grep             [kernel.kallsyms]           [k] exit_mm
     0.00%     0.00%  grep             [kernel.kallsyms]           [k] exit_mmap
     0.00%     0.00%  grep             [kernel.kallsyms]           [k] mmput
     0.00%     0.00%  kworker/21:2-di  [kernel.kallsyms]           [k] refresh_cpu_vm_stats
     0.00%     0.00%  kworker/21:2-di  [kernel.kallsyms]           [k] vmstat_update
     0.00%     0.00%  kcompactd0       [kernel.kallsyms]           [k] __schedule
     0.00%     0.00%  kcompactd0       [kernel.kallsyms]           [k] schedule
     0.00%     0.00%  kworker/17:2     [kernel.kallsyms]           [k] wq_worker_running
     0.00%     0.00%  kworker/2:0-dio  [kernel.kallsyms]           [k] drain_local_pages_wq
     0.00%     0.00%  kworker/2:0-dio  [kernel.kallsyms]           [k] drain_pages_zone
     0.00%     0.00%  kworker/2:0-dio  [kernel.kallsyms]           [k] free_pcppages_bulk
     0.00%     0.00%  kworker/23:1H-k  [kernel.kallsyms]           [k] blk_mq_start_request
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000efbfdc
     0.00%     0.00%  mariadbd         [kernel.kallsyms]           [k] default_send_IPI_allbutself
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000d4bf31
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000a95150
     0.00%     0.00%  kworker/2:0-dio  [kernel.kallsyms]           [k] wq_worker_running
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000c44ac2
     0.00%     0.00%  kworker/28:2     [kernel.kallsyms]           [k] newidle_balance
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000d9183c
     0.00%     0.00%  jbd2/nvme3n1p4-  [kernel.kallsyms]           [k] submit_bio_checks
     0.00%     0.00%  jbd2/nvme3n1p4-  [kernel.kallsyms]           [k] submit_bio_noacct
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000dd3de8
     0.00%     0.00%  kworker/18:1H-k  [kernel.kallsyms]           [k] __blk_mq_delay_run_hw_queue
     0.00%     0.00%  rhsmcertd-worke  [kernel.kallsyms]           [k] ext4_dirblock_csum_verify
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000ce7576
     0.00%     0.00%  kworker/6:1H-kb  [kernel.kallsyms]           [k] __list_del_entry_valid
     0.00%     0.00%  mariadbd         mariadbd                    [.] _ZNK27Type_handler_decimal_result19set_comparator_funcEP3THDP14Arg_comparator
     0.00%     0.00%  swapper          [kernel.kallsyms]           [k] submit_bio_wait_endio
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000d09460
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000d8e390
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000d76c67
     0.00%     0.00%  kworker/28:1H-k  [kernel.kallsyms]           [k] _find_next_bit
     0.00%     0.00%  kworker/24:1H-k  [kernel.kallsyms]           [k] __switch_to_asm
     0.00%     0.00%  kworker/22:3     [kernel.kallsyms]           [k] migrate_task_rq_fair
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000a9979f
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000c79994
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x00000000007a0026
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000d793c3
     0.00%     0.00%  perf             [kernel.kallsyms]           [k] remove_wait_queue
     0.00%     0.00%  kworker/u64:1    [kernel.kallsyms]           [k] __submit_bio_noacct_mq
     0.00%     0.00%  kworker/u64:1    [kernel.kallsyms]           [k] blk_mq_submit_bio
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000b87d81
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000d7a34a
     0.00%     0.00%  kworker/14:1-di  [kernel.kallsyms]           [k] fput
     0.00%     0.00%  kworker/25:2     [kernel.kallsyms]           [k] __smp_call_single_queue
     0.00%     0.00%  kworker/31:1-di  [kernel.kallsyms]           [k] update_irq_load_avg
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000c838f1
     0.00%     0.00%  top              [kernel.kallsyms]           [k] get_pid_task
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000cd203b
     0.00%     0.00%  tclsh8.6         [kernel.kallsyms]           [k] hrtimer_start_range_ns
     0.00%     0.00%  kworker/4:1      [kernel.kallsyms]           [k] __update_blocked_fair
     0.00%     0.00%  kworker/4:1      [kernel.kallsyms]           [k] update_blocked_averages
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x00000000006b8250
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000d9ab33
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000ccd2ef
     0.00%     0.00%  kworker/16:2     [kernel.kallsyms]           [k] __list_add_valid
     0.00%     0.00%  kworker/14:1-di  [kernel.kallsyms]           [k] wq_worker_sleeping
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000ca3f2e
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000d8e4ac
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000da1130
     0.00%     0.00%  mariadbd         mariadbd                    [.] _ZN17Field_new_decimal11store_valueEPK10my_decimal
     0.00%     0.00%  kworker/15:1H-k  [kernel.kallsyms]           [k] nvme_setup_cmd
     0.00%     0.00%  swapper          [kernel.kallsyms]           [k] usb_anchor_resume_wakeups
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000ee6260
     0.00%     0.00%  kworker/13:1-di  [kernel.kallsyms]           [k] ext4_find_extent
     0.00%     0.00%  kworker/12:1H-k  [kernel.kallsyms]           [k] cpuacct_charge
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000d77eff
     0.00%     0.00%  kworker/4:1-eve  [kernel.kallsyms]           [k] cpuacct_charge
     0.00%     0.00%  kswapd0          [kernel.kallsyms]           [k] compaction_suitable
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000d612a4
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000da220e
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000d727bc
     0.00%     0.00%  kworker/7:2-dio  [kernel.kallsyms]           [k] worker_enter_idle
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x000000000085afe3
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000d53578
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000793061
     0.00%     0.00%  kworker/14:2     [kernel.kallsyms]           [k] cpuacct_charge
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000d9fa8d
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000d0cce6
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000b9441f
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000d9cdf9
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x000000000079f4ed
     0.00%     0.00%  kworker/22:3     [kernel.kallsyms]           [k] ext4_find_extent
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000d92c8d
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000c9dc66
     0.00%     0.00%  kworker/15:1-di  [kernel.kallsyms]           [k] native_send_call_func_single_ipi
     0.00%     0.00%  kworker/3:0      [kernel.kallsyms]           [k] pick_next_entity
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000d7a5f2
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000cd1b6d
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000ca5b8e
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000c47c57
     0.00%     0.00%  kworker/9:1H-kb  [kernel.kallsyms]           [k] cpumask_next_and
     0.00%     0.00%  kworker/15:1-di  [kernel.kallsyms]           [k] update_min_vruntime
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000cacef2
     0.00%     0.00%  kworker/11:1H-k  [kernel.kallsyms]           [k] update_rq_clock_task
     0.00%     0.00%  kworker/29:1-di  [kernel.kallsyms]           [k] _find_next_bit
     0.00%     0.00%  kworker/0:0-dio  [kernel.kallsyms]           [k] __list_del_entry_valid
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000d10c80
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x000000000079f5ac
     0.00%     0.00%  mariadbd         [kernel.kallsyms]           [k] __sk_destruct
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000ce800b
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000a997e5
     0.00%     0.00%  kworker/u64:2    [kernel.kallsyms]           [k] ext4_writepages
     0.00%     0.00%  tclsh8.6         libmariadb.so.3             [.] 0x0000000000024748
     0.00%     0.00%  kworker/3:0-dio  [kernel.kallsyms]           [k] __list_del_entry_valid
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000795499
     0.00%     0.00%  kworker/16:2     [kernel.kallsyms]           [k] __lock_text_start
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000ee6263
     0.00%     0.00%  mariadbd         [kernel.kallsyms]           [k] iov_iter_fault_in_readable
     0.00%     0.00%  kworker/18:1H-k  [kernel.kallsyms]           [k] update_blocked_averages
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000d705cb
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000d77cd5
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000c8391b
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000d61557
     0.00%     0.00%  kworker/8:2      [kernel.kallsyms]           [k] available_idle_cpu
     0.00%     0.00%  mariadbd         [vdso]                      [.] 0x000000000000082a
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000ccf28f
     0.00%     0.00%  kworker/1:0      [kernel.kallsyms]           [k] cpuacct_charge
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000c84297
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000d778a4
     0.00%     0.00%  kworker/8:2      [kernel.kallsyms]           [k] __update_load_avg_se
     0.00%     0.00%  kworker/9:1H-kb  [kernel.kallsyms]           [k] mempool_alloc
     0.00%     0.00%  kworker/20:2-di  [kernel.kallsyms]           [k] finish_task_switch.isra.0
     0.00%     0.00%  sshd             [kernel.kallsyms]           [k] nft_do_chain_inet
     0.00%     0.00%  kworker/30:0-di  [kernel.kallsyms]           [k] map_id_up
     0.00%     0.00%  mariadbd         mariadbd                    [.] _ZNK12Type_handler25print_item_value_temporalEP3THDP4ItemP6StringRK4NameS5_
     0.00%     0.00%  jbd2/nvme3n1p4-  [kernel.kallsyms]           [k] _raw_spin_lock_irqsave
     0.00%     0.00%  kworker/7:2-dio  [kernel.kallsyms]           [k] __kmalloc
     0.00%     0.00%  kworker/26:1-di  [kernel.kallsyms]           [k] cpus_share_cache
     0.00%     0.00%  kworker/28:1     [kernel.kallsyms]           [k] update_irq_load_avg
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000d18678
     0.00%     0.00%  rcu_sched        [kernel.kallsyms]           [k] update_rq_clock_task
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000d648b6
