# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 1M of event 'cycles'
# Event count (approx.): 10490410651502
#
# Children      Self  Command          Shared Object               Symbol                                                                                                                                                                           
# ........  ........  ...............  ..........................  .................................................................................................................................................................................
#
     0.02%     0.00%  kworker/24:1-di  [kernel.kallsyms]           [k] ret_from_fork
     0.02%     0.00%  mariadbd         [kernel.kallsyms]           [k] timekeeping_update
     0.02%     0.02%  mariadbd         mariadbd                    [.] 0x0000000000da0501
     0.02%     0.01%  mariadbd         [kernel.kallsyms]           [k] __swap_duplicate
     0.02%     0.02%  mariadbd         [kernel.kallsyms]           [k] wbt_issue
     0.02%     0.02%  mariadbd         mariadbd                    [.] 0x0000000000c80d18
     0.02%     0.00%  mariadbd         [kernel.kallsyms]           [k] ext4_fc_track_inode
     0.02%     0.00%  mariadbd         [kernel.kallsyms]           [k] test_clear_page_writeback
     0.02%     0.02%  tclsh8.6         [kernel.kallsyms]           [k] amd_pmu_addr_offset
     0.02%     0.02%  mariadbd         [kernel.kallsyms]           [k] __get_user_nocheck_1
     0.02%     0.02%  mariadbd         [kernel.kallsyms]           [k] vmacache_find
     0.02%     0.02%  mariadbd         mariadbd                    [.] 0x0000000000c9c8a3
     0.02%     0.02%  tclsh8.6         [kernel.kallsyms]           [k] selinux_socket_getpeersec_dgram
     0.02%     0.02%  mariadbd         [kernel.kallsyms]           [k] dput
     0.02%     0.00%  mariadbd         [kernel.kallsyms]           [k] bio_add_page
     0.02%     0.00%  kswapd0          [kernel.kallsyms]           [k] end_page_writeback
     0.02%     0.00%  kworker/10:2-di  [kernel.kallsyms]           [k] process_one_work
     0.02%     0.01%  tclsh8.6         [kernel.kallsyms]           [k] __cgroup_account_cputime
     0.02%     0.02%  swapper          [kernel.kallsyms]           [k] __bitmap_and
     0.02%     0.02%  mariadbd         mariadbd                    [.] _ZN5tpool19thread_pool_generic11submit_taskEPNS_4taskE
     0.02%     0.00%  tclsh8.6         [kernel.kallsyms]           [k] iomap_dio_bio_end_io
     0.02%     0.02%  mariadbd         mariadbd                    [.] 0x0000000000ca42c8
     0.02%     0.00%  kworker/19:1     [kernel.kallsyms]           [k] kthread
     0.02%     0.00%  kworker/19:1     [kernel.kallsyms]           [k] ret_from_fork
     0.02%     0.00%  kworker/19:1     [kernel.kallsyms]           [k] worker_thread
     0.02%     0.00%  kworker/22:3     [kernel.kallsyms]           [k] process_one_work
     0.02%     0.02%  mariadbd         [kernel.kallsyms]           [k] __page_set_anon_rmap
     0.02%     0.00%  perf             [kernel.kallsyms]           [k] do_syscall_64
     0.02%     0.00%  perf             [kernel.kallsyms]           [k] entry_SYSCALL_64_after_hwframe
     0.02%     0.02%  mariadbd         libc-2.28.so                [.] __poll
     0.02%     0.00%  kworker/13:0     [kernel.kallsyms]           [k] worker_thread
     0.02%     0.00%  kworker/13:0     [kernel.kallsyms]           [k] kthread
     0.02%     0.00%  kworker/13:0     [kernel.kallsyms]           [k] ret_from_fork
     0.02%     0.02%  mariadbd         mariadbd                    [.] _ZN8Protocol11net_send_okEP3THDjjyyPKcb
     0.02%     0.02%  mariadbd         mariadbd                    [.] free_root
     0.02%     0.01%  mariadbd         [kernel.kallsyms]           [k] mod_objcg_state
     0.02%     0.02%  tclsh8.6         [kernel.kallsyms]           [k] _find_next_bit
     0.02%     0.02%  swapper          [kernel.kallsyms]           [k] calc_global_load_tick
     0.02%     0.01%  mariadbd         [kernel.kallsyms]           [k] __get_user_4
     0.02%     0.00%  khugepaged       [kernel.kallsyms]           [k] __alloc_pages
     0.02%     0.00%  khugepaged       [kernel.kallsyms]           [k] __alloc_pages_slowpath.constprop.0
     0.02%     0.00%  swapper          [kernel.kallsyms]           [k] __run_timers.part.0
     0.02%     0.00%  tclsh8.6         [kernel.kallsyms]           [k] remove_wait_queue
     0.02%     0.02%  swapper          [kernel.kallsyms]           [k] account_idle_ticks
     0.02%     0.00%  kworker/16:2     [kernel.kallsyms]           [k] process_one_work
     0.02%     0.02%  mariadbd         [kernel.kallsyms]           [k] calc_wheel_index
     0.02%     0.01%  mariadbd         [kernel.kallsyms]           [k] mem_cgroup_get_nr_swap_pages
     0.02%     0.00%  mariadbd         [kernel.kallsyms]           [k] ext4_end_bio
     0.02%     0.00%  tclsh8.6         [kernel.kallsyms]           [k] end_swap_bio_read
     0.02%     0.00%  mariadbd         [kernel.kallsyms]           [k] find_extend_vma
     0.02%     0.02%  tclsh8.6         [kernel.kallsyms]           [k] native_sched_clock
     0.02%     0.00%  kworker/0:0-dio  [kernel.kallsyms]           [k] worker_thread
     0.02%     0.00%  kworker/0:0-dio  [kernel.kallsyms]           [k] kthread
     0.02%     0.00%  kworker/0:0-dio  [kernel.kallsyms]           [k] ret_from_fork
     0.02%     0.00%  mariadbd         [kernel.kallsyms]           [k] __xa_set_mark
     0.02%     0.00%  mariadbd         [kernel.kallsyms]           [k] remove_wait_queue
     0.02%     0.00%  mariadbd         [kernel.kallsyms]           [k] ext4_finish_bio
     0.02%     0.02%  mariadbd         mariadbd                    [.] 0x0000000000d741ae
     0.02%     0.02%  swapper          [kernel.kallsyms]           [k] check_cpu_stall
     0.02%     0.02%  mariadbd         mariadbd                    [.] 0x0000000000c9f80c
     0.02%     0.01%  tclsh8.6         [kernel.kallsyms]           [k] mod_objcg_state
     0.02%     0.02%  mariadbd         mariadbd                    [.] vio_write
     0.02%     0.02%  mariadbd         mariadbd                    [.] 0x0000000000da18b7
     0.02%     0.02%  mariadbd         [kernel.kallsyms]           [k] __accumulate_pelt_segments
     0.02%     0.01%  kswapd0          [kernel.kallsyms]           [k] __slab_free
     0.01%     0.00%  kworker/14:2     [kernel.kallsyms]           [k] worker_thread
     0.01%     0.00%  kworker/14:2     [kernel.kallsyms]           [k] kthread
     0.01%     0.00%  kworker/14:2     [kernel.kallsyms]           [k] ret_from_fork
     0.01%     0.01%  swapper          [kernel.kallsyms]           [k] rcu_dynticks_eqs_exit
     0.01%     0.00%  kworker/6:0      [kernel.kallsyms]           [k] worker_thread
     0.01%     0.00%  kworker/6:0      [kernel.kallsyms]           [k] kthread
     0.01%     0.00%  kworker/6:0      [kernel.kallsyms]           [k] ret_from_fork
     0.01%     0.00%  swapper          [kernel.kallsyms]           [k] run_timer_softirq
     0.01%     0.00%  tclsh8.6         [kernel.kallsyms]           [k] update_rq_clock
     0.01%     0.01%  mariadbd         [kernel.kallsyms]           [k] blk_mq_get_driver_tag
     0.01%     0.01%  mariadbd         libpthread-2.28.so          [.] pthread_self@GLIBC_2.2.5
     0.01%     0.01%  mariadbd         [kernel.kallsyms]           [k] nvme_complete_rq
     0.01%     0.01%  mariadbd         mariadbd                    [.] _ZN3LEX25restore_set_statement_varEv
     0.01%     0.01%  mariadbd         [kernel.kallsyms]           [k] jbd2_write_access_granted.part.0
     0.01%     0.01%  mariadbd         [kernel.kallsyms]           [k] bdev_read_only
     0.01%     0.01%  mariadbd         libpthread-2.28.so          [.] __pthread_getspecific
     0.01%     0.00%  mariadbd         [kernel.kallsyms]           [k] out_of_line_wait_on_bit
     0.01%     0.01%  mariadbd         mariadbd                    [.] 0x0000000000c9ee93
     0.01%     0.01%  mariadbd         [kernel.kallsyms]           [k] current_time
     0.01%     0.01%  mariadbd         mariadbd                    [.] _ZN3THD12reset_killedEv
     0.01%     0.00%  mariadbd         [kernel.kallsyms]           [k] mem_cgroup_uncharge_list
     0.01%     0.01%  swapper          [kernel.kallsyms]           [k] flush_tlb_func
     0.01%     0.00%  swapper          [kernel.kallsyms]           [k] call_timer_fn
     0.01%     0.00%  mariadbd         [kernel.kallsyms]           [k] __wait_on_bit
     0.01%     0.01%  swapper          [kernel.kallsyms]           [k] sched_idle_set_state
     0.01%     0.01%  tclsh8.6         [kernel.kallsyms]           [k] migrate_task_rq_fair
     0.01%     0.00%  kworker/29:1-di  [kernel.kallsyms]           [k] process_one_work
     0.01%     0.01%  mariadbd         mariadbd                    [.] _ZN8Protocol13end_statementEv
     0.01%     0.00%  kworker/30:0-di  [kernel.kallsyms]           [k] aio_complete_rw
     0.01%     0.01%  mariadbd         [kernel.kallsyms]           [k] enter_lazy_tlb
     0.01%     0.01%  mariadbd         mariadbd                    [.] _ZN8MDL_lock11Ticket_list13remove_ticketEP10MDL_ticket
     0.01%     0.01%  tclsh8.6         libmariadb.so.3             [.] 0x00000000000252d0
     0.01%     0.01%  tclsh8.6         [kernel.kallsyms]           [k] ktime_get
     0.01%     0.01%  mariadbd         mariadbd                    [.] _ZN4JOIN14optimize_innerEv
     0.01%     0.01%  mariadbd         [kernel.kallsyms]           [k] get_mem_cgroup_from_mm
     0.01%     0.01%  mariadbd         [kernel.kallsyms]           [k] rcu_qs
     0.01%     0.00%  mariadbd         [kernel.kallsyms]           [k] propagate_entity_cfs_rq
     0.01%     0.01%  mariadbd         [kernel.kallsyms]           [k] lapic_next_event
     0.01%     0.00%  perf             [kernel.kallsyms]           [k] ksys_write
     0.01%     0.01%  mariadbd         mariadbd                    [.] _Z12setup_fieldsP3THD20Bounds_checked_arrayIP4ItemER4ListIS2_E17enum_column_usagePS6_S9_b
     0.01%     0.01%  mariadbd         [kernel.kallsyms]           [k] mempool_alloc_slab
     0.01%     0.00%  kswapd0          [kernel.kallsyms]           [k] submit_bio_checks
     0.01%     0.00%  kswapd0          [kernel.kallsyms]           [k] submit_bio_noacct
     0.01%     0.01%  swapper          [kernel.kallsyms]           [k] tick_check_oneshot_broadcast_this_cpu
     0.01%     0.00%  kworker/26:1-di  [kernel.kallsyms]           [k] aio_complete_rw
     0.01%     0.00%  kworker/12:1-di  [kernel.kallsyms]           [k] aio_complete_rw
     0.01%     0.01%  mariadbd         mariadbd                    [.] _ZN4Item7cleanupEv
     0.01%     0.00%  perf             [kernel.kallsyms]           [k] vfs_write
     0.01%     0.00%  kswapd0          [kernel.kallsyms]           [k] __delete_from_swap_cache
     0.01%     0.00%  kworker/31:1-di  [kernel.kallsyms]           [k] aio_complete_rw
     0.01%     0.01%  mariadbd         mariadbd                    [.] 0x0000000000d8e454
     0.01%     0.01%  swapper          [kernel.kallsyms]           [k] tick_nohz_idle_retain_tick
     0.01%     0.00%  perf             [kernel.kallsyms]           [k] ext4_buffered_write_iter
     0.01%     0.00%  perf             [kernel.kallsyms]           [k] new_sync_write
     0.01%     0.00%  kworker/0:2      [kernel.kallsyms]           [k] worker_thread
     0.01%     0.00%  kworker/0:2      [kernel.kallsyms]           [k] kthread
     0.01%     0.00%  kworker/0:2      [kernel.kallsyms]           [k] ret_from_fork
     0.01%     0.01%  mariadbd         mariadbd                    [.] _Z13cleanup_itemsP4Item
     0.01%     0.01%  mariadbd         [kernel.kallsyms]           [k] __bitmap_or_equal
     0.01%     0.00%  perf             [kernel.kallsyms]           [k] generic_perform_write
     0.01%     0.00%  kworker/28:1     [kernel.kallsyms]           [k] process_one_work
     0.01%     0.00%  kworker/25:2     [kernel.kallsyms]           [k] process_one_work
     0.01%     0.01%  tclsh8.6         [kernel.kallsyms]           [k] scm_recv.constprop.0
     0.01%     0.01%  swapper          [kernel.kallsyms]           [k] update_io_ticks
     0.01%     0.00%  kworker/5:1-dio  [kernel.kallsyms]           [k] worker_thread
     0.01%     0.00%  kworker/5:1-dio  [kernel.kallsyms]           [k] kthread
     0.01%     0.00%  kworker/5:1-dio  [kernel.kallsyms]           [k] ret_from_fork
     0.01%     0.01%  mariadbd         [kernel.kallsyms]           [k] mutex_unlock
     0.01%     0.00%  kworker/1:2-dio  [kernel.kallsyms]           [k] process_one_work
     0.01%     0.01%  mariadbd         [kernel.kallsyms]           [k] mntput
     0.01%     0.01%  swapper          [kernel.kallsyms]           [k] reweight_entity
     0.01%     0.00%  swapper          [kernel.kallsyms]           [k] flush_end_io
     0.01%     0.00%  kworker/8:1-dio  [kernel.kallsyms]           [k] process_one_work
     0.01%     0.01%  mariadbd         [kernel.kallsyms]           [k] bio_uninit
     0.01%     0.01%  tclsh8.6         libmariadb.so.3             [.] 0x0000000000025298
     0.01%     0.01%  mariadbd         libc-2.28.so                [.] __memset_avx2_unaligned_erms
     0.01%     0.00%  kworker/23:3-di  [kernel.kallsyms]           [k] worker_thread
     0.01%     0.00%  kworker/23:3-di  [kernel.kallsyms]           [k] kthread
     0.01%     0.00%  kworker/23:3-di  [kernel.kallsyms]           [k] ret_from_fork
     0.01%     0.01%  swapper          [kernel.kallsyms]           [k] arch_cpu_idle_exit
     0.01%     0.00%  kworker/15:1-di  [kernel.kallsyms]           [k] aio_complete_rw
     0.01%     0.01%  mariadbd         [vdso]                      [.] 0x00000000000007f0
     0.01%     0.01%  mariadbd         mariadbd                    [.] 0x0000000000c9c8ba
     0.01%     0.01%  swapper          [kernel.kallsyms]           [k] swap_slot_free_notify
     0.01%     0.01%  mariadbd         mariadbd                    [.] _ZN8MDL_lock11Ticket_list10add_ticketEP10MDL_ticket
     0.01%     0.00%  mariadbd         [kernel.kallsyms]           [k] file_modified
     0.01%     0.00%  mariadbd         [kernel.kallsyms]           [k] add_wait_queue
     0.01%     0.00%  mariadbd         [kernel.kallsyms]           [k] bit_wait_io
     0.01%     0.01%  mariadbd         [kernel.kallsyms]           [k] sync_regs
     0.01%     0.00%  tclsh8.6         [kernel.kallsyms]           [k] amd_pmu_wait_on_overflow
     0.01%     0.01%  mariadbd         [kernel.kallsyms]           [k] ext4_journal_check_start
     0.01%     0.00%  kworker/17:2-di  [kernel.kallsyms]           [k] worker_thread
     0.01%     0.00%  kworker/17:2-di  [kernel.kallsyms]           [k] kthread
     0.01%     0.00%  kworker/17:2-di  [kernel.kallsyms]           [k] ret_from_fork
     0.01%     0.01%  tclsh8.6         [kernel.kallsyms]           [k] kmalloc_slab
     0.01%     0.01%  mariadbd         mariadbd                    [.] 0x0000000000d680fa
     0.01%     0.01%  swapper          [kernel.kallsyms]           [k] bio_uninit
     0.01%     0.01%  swapper          [kernel.kallsyms]           [k] bio_free
     0.01%     0.00%  kworker/11:0     [kernel.kallsyms]           [k] aio_complete_rw
     0.01%     0.01%  kswapd0          [kernel.kallsyms]           [k] up_read
     0.01%     0.01%  tclsh8.6         libc-2.28.so                [.] __memmove_avx_unaligned_erms
     0.01%     0.00%  kworker/30:0-di  [kernel.kallsyms]           [k] __wake_up_common_lock
     0.01%     0.01%  swapper          [kernel.kallsyms]           [k] attach_entity_load_avg
     0.01%     0.01%  swapper          [kernel.kallsyms]           [k] tick_nohz_account_idle_time
     0.01%     0.00%  kswapd0          [kernel.kallsyms]           [k] __mod_lruvec_page_state
     0.01%     0.00%  kworker/3:1      [kernel.kallsyms]           [k] worker_thread
     0.01%     0.00%  kworker/3:1      [kernel.kallsyms]           [k] kthread
     0.01%     0.00%  kworker/3:1      [kernel.kallsyms]           [k] ret_from_fork
     0.01%     0.01%  mariadbd         [kernel.kallsyms]           [k] iomap_dio_actor
     0.01%     0.00%  mariadbd         [kernel.kallsyms]           [k] ext4_generic_write_checks
     0.01%     0.00%  kworker/4:1-eve  [kernel.kallsyms]           [k] worker_thread
     0.01%     0.00%  kworker/4:1-eve  [kernel.kallsyms]           [k] kthread
     0.01%     0.00%  kworker/4:1-eve  [kernel.kallsyms]           [k] ret_from_fork
     0.01%     0.01%  mariadbd         [kernel.kallsyms]           [k] __hrtimer_next_event_base
     0.01%     0.01%  mariadbd         mariadbd                    [.] 0x0000000000d917e4
     0.01%     0.01%  tclsh8.6         [kernel.kallsyms]           [k] maybe_add_creds
     0.01%     0.01%  mariadbd         [kernel.kallsyms]           [k] __free_one_page
     0.01%     0.00%  kworker/20:2-di  [kernel.kallsyms]           [k] kthread
     0.01%     0.00%  kworker/20:2-di  [kernel.kallsyms]           [k] ret_from_fork
     0.01%     0.00%  kworker/20:2-di  [kernel.kallsyms]           [k] worker_thread
     0.01%     0.00%  kworker/27:1-di  [kernel.kallsyms]           [k] aio_complete_rw
     0.01%     0.00%  tclsh8.6         [kernel.kallsyms]           [k] select_idle_core
     0.01%     0.00%  kworker/13:1-di  [kernel.kallsyms]           [k] kthread
     0.01%     0.00%  kworker/13:1-di  [kernel.kallsyms]           [k] ret_from_fork
     0.01%     0.00%  kworker/13:1-di  [kernel.kallsyms]           [k] worker_thread
     0.01%     0.01%  tclsh8.6         [kernel.kallsyms]           [k] __pollwait
     0.01%     0.01%  mariadbd         libc-2.28.so                [.] __libc_disable_asynccancel
     0.01%     0.01%  mariadbd         [kernel.kallsyms]           [k] __ksize
     0.01%     0.00%  mariadbd         [kernel.kallsyms]           [k] page_trans_huge_map_swapcount
     0.01%     0.01%  mariadbd         [kernel.kallsyms]           [k] invalidate_inode_pages2_range
     0.01%     0.00%  kworker/24:1-di  [kernel.kallsyms]           [k] process_one_work
     0.01%     0.01%  tclsh8.6         [kernel.kallsyms]           [k] put_prev_task_fair
     0.01%     0.01%  mariadbd         mariadbd                    [.] 0x0000000000c9f810
     0.01%     0.01%  mariadbd         mariadbd                    [.] 0x0000000000d9be74
     0.01%     0.00%  kworker/21:2-di  [kernel.kallsyms]           [k] process_one_work
     0.01%     0.00%  kworker/22:3     [kernel.kallsyms]           [k] aio_complete_rw
     0.01%     0.01%  mariadbd         [kernel.kallsyms]           [k] map_id_range_down
     0.01%     0.00%  kworker/18:2-di  [kernel.kallsyms]           [k] aio_complete_rw
     0.01%     0.01%  tclsh8.6         [kernel.kallsyms]           [k] __audit_syscall_entry
     0.01%     0.01%  mariadbd         [kernel.kallsyms]           [k] wbt_done
     0.01%     0.00%  kworker/3:0-dio  [kernel.kallsyms]           [k] worker_thread
     0.01%     0.00%  kworker/3:0-dio  [kernel.kallsyms]           [k] kthread
     0.01%     0.00%  kworker/3:0-dio  [kernel.kallsyms]           [k] ret_from_fork
     0.01%     0.00%  swapper          [kernel.kallsyms]           [k] timekeeping_update
     0.01%     0.01%  mariadbd         mariadbd                    [.] 0x0000000000cb16fe
     0.01%     0.00%  mariadbd         [kernel.kallsyms]           [k] policy_node
     0.01%     0.01%  mariadbd         mariadbd                    [.] lf_hash_search_using_hash_value
     0.01%     0.01%  mariadbd         [kernel.kallsyms]           [k] file_remove_privs
     0.01%     0.00%  kworker/7:2-dio  [kernel.kallsyms]           [k] aio_complete_rw
     0.01%     0.01%  tclsh8.6         [kernel.kallsyms]           [k] __update_blocked_fair
     0.01%     0.00%  swapper          [kernel.kallsyms]           [k] cpumask_next_wrap
     0.01%     0.01%  mariadbd         [kernel.kallsyms]           [k] xas_expand
     0.01%     0.01%  mariadbd         mariadbd                    [.] _ZNK10Item_field12type_handlerEv
     0.01%     0.01%  mariadbd         [kernel.kallsyms]           [k] __check_heap_object
     0.01%     0.00%  kworker/9:0      [kernel.kallsyms]           [k] process_one_work
     0.01%     0.00%  kworker/26:1-di  [kernel.kallsyms]           [k] __wake_up_common_lock
     0.01%     0.01%  mariadbd         [kernel.kallsyms]           [k] flush_plug_callbacks
     0.01%     0.01%  mariadbd         mariadbd                    [.] _ZN13sp_instr_stmt9exec_coreEP3THDPj
     0.01%     0.01%  swapper          [kernel.kallsyms]           [k] bio_release_pages.part.0
     0.01%     0.00%  kworker/2:0-dio  [kernel.kallsyms]           [k] aio_complete_rw
     0.01%     0.00%  tclsh8.6         [kernel.kallsyms]           [k] run_rebalance_domains
     0.01%     0.01%  mariadbd         mariadbd                    [.] my_hrtime
     0.01%     0.00%  mariadbd         [kernel.kallsyms]           [k] __pagevec_release
     0.01%     0.00%  kworker/31:1-di  [kernel.kallsyms]           [k] __wake_up_common_lock
     0.01%     0.00%  kworker/10:2-di  [kernel.kallsyms]           [k] aio_complete_rw
     0.01%     0.01%  swapper          [kernel.kallsyms]           [k] x86_pmu_disable
     0.01%     0.00%  kworker/6:2-dio  [kernel.kallsyms]           [k] worker_thread
     0.01%     0.00%  kworker/6:2-dio  [kernel.kallsyms]           [k] kthread
     0.01%     0.00%  kworker/6:2-dio  [kernel.kallsyms]           [k] ret_from_fork
     0.01%     0.00%  kworker/14:1-di  [kernel.kallsyms]           [k] worker_thread
     0.01%     0.00%  kworker/14:1-di  [kernel.kallsyms]           [k] kthread
     0.01%     0.00%  kworker/14:1-di  [kernel.kallsyms]           [k] ret_from_fork
     0.01%     0.00%  mariadbd         [kernel.kallsyms]           [k] __ext4_ext_check
     0.01%     0.01%  mariadbd         libpthread-2.28.so          [.] __pthread_enable_asynccancel
     0.01%     0.01%  mariadbd         [kernel.kallsyms]           [k] mem_cgroup_from_task
     0.01%     0.01%  tclsh8.6         [kernel.kallsyms]           [k] cpus_share_cache
     0.01%     0.00%  kworker/19:2-di  [kernel.kallsyms]           [k] worker_thread
     0.01%     0.00%  kworker/19:2-di  [kernel.kallsyms]           [k] kthread
     0.01%     0.00%  kworker/19:2-di  [kernel.kallsyms]           [k] ret_from_fork
     0.01%     0.01%  mariadbd         mariadbd                    [.] 0x0000000000c9ee99
     0.01%     0.01%  mariadbd         [vdso]                      [.] 0x0000000000000837
     0.01%     0.01%  tclsh8.6         [kernel.kallsyms]           [k] syscall_exit_to_user_mode_prepare
     0.01%     0.00%  kworker/0:0-dio  [kernel.kallsyms]           [k] process_one_work
     0.01%     0.00%  kswapd0          [kernel.kallsyms]           [k] mem_cgroup_try_charge_swap
     0.01%     0.01%  mariadbd         mariadbd                    [.] _ZN13Binary_string5c_ptrEv
     0.01%     0.00%  kworker/13:0     [kernel.kallsyms]           [k] process_one_work
     0.01%     0.01%  mariadbd         [kernel.kallsyms]           [k] sched_slice
     0.01%     0.01%  swapper          [kernel.kallsyms]           [k] timerqueue_iterate_next
     0.01%     0.01%  mariadbd         [kernel.kallsyms]           [k] __mod_zone_page_state
     0.01%     0.00%  swapper          [kernel.kallsyms]           [k] blk_flush_complete_seq
     0.01%     0.00%  mariadbd         [kernel.kallsyms]           [k] finish_wait
     0.01%     0.00%  mariadbd         [kernel.kallsyms]           [k] select_estimate_accuracy
     0.01%     0.01%  swapper          [kernel.kallsyms]           [k] touch_softlockup_watchdog_sched
     0.01%     0.01%  mariadbd         mariadbd                    [.] 0x0000000000eb5840
     0.01%     0.01%  kswapd0          [kernel.kallsyms]           [k] _raw_spin_lock
     0.01%     0.00%  kworker/12:1-di  [kernel.kallsyms]           [k] __wake_up_common_lock
     0.01%     0.01%  tclsh8.6         libmariadb.so.3             [.] 0x0000000000020810
     0.01%     0.01%  mariadbd         [kernel.kallsyms]           [k] uncharge_page
     0.01%     0.01%  mariadbd         mariadbd                    [.] 0x0000000000ca5bba
     0.01%     0.00%  perf             [kernel.kallsyms]           [k] ext4_da_write_begin
     0.01%     0.01%  mariadbd         [kernel.kallsyms]           [k] iov_iter_advance
     0.01%     0.00%  kswapd0          [kernel.kallsyms]           [k] blk_attempt_plug_merge
     0.01%     0.00%  kworker/30:0-di  [kernel.kallsyms]           [k] __wake_up_common
     0.01%     0.00%  swapper          [kernel.kallsyms]           [k] next_online_pgdat
     0.01%     0.01%  mariadbd         [kernel.kallsyms]           [k] crypto_shash_update
     0.01%     0.01%  mariadbd         libc-2.28.so                [.] unlink_chunk.isra.2
     0.01%     0.01%  mariadbd         [kernel.kallsyms]           [k] queued_spin_unlock
     0.01%     0.01%  mariadbd         [kernel.kallsyms]           [k] rq_qos_wait
     0.01%     0.00%  kswapd0          [kernel.kallsyms]           [k] try_to_unmap_flush
     0.01%     0.01%  mariadbd         libaio.so.1.0.1             [.] io_submit
     0.01%     0.01%  mariadbd         mariadbd                    [.] 0x0000000000c9fa0d
     0.01%     0.01%  mariadbd         mariadbd                    [.] 0x0000000000d70304
     0.01%     0.01%  tclsh8.6         [kernel.kallsyms]           [k] __cond_resched
     0.01%     0.01%  mariadbd         libstdc++.so.6.0.25         [.] _ZNSt6chrono3_V212system_clock3nowEv
     0.01%     0.01%  mariadbd         [kernel.kallsyms]           [k] mempool_free
     0.01%     0.01%  tclsh8.6         libmariadb.so.3             [.] 0x0000000000017741
     0.01%     0.01%  mariadbd         mariadbd                    [.] 0x0000000000ca0dc8
     0.01%     0.01%  tclsh8.6         libc-2.28.so                [.] __memmove_avx_unaligned
     0.01%     0.01%  mariadbd         [kernel.kallsyms]           [k] blk_mq_complete_request_remote
     0.01%     0.01%  mariadbd         [kernel.kallsyms]           [k] skb_set_owner_w
     0.01%     0.01%  mariadbd         [kernel.kallsyms]           [k] perf_swevent_stop
     0.01%     0.00%  kworker/4:1      [kernel.kallsyms]           [k] worker_thread
     0.01%     0.00%  kworker/4:1      [kernel.kallsyms]           [k] kthread
     0.01%     0.00%  kworker/4:1      [kernel.kallsyms]           [k] ret_from_fork
     0.01%     0.00%  kworker/26:1-di  [kernel.kallsyms]           [k] __wake_up_common
     0.01%     0.01%  tclsh8.6         [kernel.kallsyms]           [k] __calc_delta
     0.01%     0.01%  mariadbd         mariadbd                    [.] 0x0000000000d61cde
     0.01%     0.01%  mariadbd         [kernel.kallsyms]           [k] should_failslab
     0.01%     0.00%  kworker/14:2     [kernel.kallsyms]           [k] process_one_work
     0.01%     0.00%  kworker/15:1-di  [kernel.kallsyms]           [k] __wake_up_common_lock
     0.01%     0.01%  tclsh8.6         libmariadb.so.3             [.] 0x000000000001b310
     0.01%     0.01%  tclsh8.6         [kernel.kallsyms]           [k] cgroup_rstat_updated
     0.01%     0.01%  kswapd0          [kernel.kallsyms]           [k] get_scan_count
     0.01%     0.01%  swapper          [kernel.kallsyms]           [k] update_group_capacity
     0.01%     0.01%  tclsh8.6         [kernel.kallsyms]           [k] __check_heap_object
     0.01%     0.01%  kswapd0          [kernel.kallsyms]           [k] __mod_memcg_lruvec_state
     0.01%     0.01%  swapper          [kernel.kallsyms]           [k] local_touch_nmi
     0.01%     0.01%  swapper          [kernel.kallsyms]           [k] clear_buddies
     0.01%     0.01%  tclsh8.6         [kernel.kallsyms]           [k] __ksize
     0.01%     0.01%  swapper          [kernel.kallsyms]           [k] tick_nohz_idle_got_tick
     0.01%     0.01%  tclsh8.6         [kernel.kallsyms]           [k] __rdgsbase_inactive
     0.01%     0.01%  mariadbd         mariadbd                    [.] _ZNK10Item_field11used_tablesEv
     0.01%     0.01%  swapper          [kernel.kallsyms]           [k] switch_ldt
     0.01%     0.01%  tclsh8.6         [kernel.kallsyms]           [k] load_new_mm_cr3
     0.01%     0.00%  kworker/31:1-di  [kernel.kallsyms]           [k] __wake_up_common
     0.01%     0.01%  kcompactd0       [kernel.kallsyms]           [k] llist_add_batch
     0.01%     0.01%  mariadbd         [kernel.kallsyms]           [k] allocate_slab
     0.01%     0.00%  kworker/30:0-di  [kernel.kallsyms]           [k] autoremove_wake_function
     0.01%     0.01%  mariadbd         mariadbd                    [.] 0x0000000000da011b
     0.01%     0.01%  mariadbd         mariadbd                    [.] 0x0000000000ccf63a
     0.01%     0.00%  mariadbd         [kernel.kallsyms]           [k] pagevec_lookup_range_tag
     0.01%     0.00%  kworker/26:1-di  [kernel.kallsyms]           [k] autoremove_wake_function
     0.01%     0.00%  kworker/31:1-di  [kernel.kallsyms]           [k] autoremove_wake_function
     0.01%     0.01%  tclsh8.6         [kernel.kallsyms]           [k] __wrgsbase_inactive
     0.01%     0.01%  tclsh8.6         [kernel.kallsyms]           [k] update_min_vruntime
     0.01%     0.00%  kworker/12:1-di  [kernel.kallsyms]           [k] __wake_up_common
     0.01%     0.01%  mariadbd         mariadbd                    [.] 0x0000000000d9c244
     0.01%     0.00%  kworker/11:0     [kernel.kallsyms]           [k] __wake_up_common_lock
     0.01%     0.00%  kworker/9:1-dio  [kernel.kallsyms]           [k] worker_thread
     0.01%     0.00%  kworker/9:1-dio  [kernel.kallsyms]           [k] kthread
     0.01%     0.00%  kworker/9:1-dio  [kernel.kallsyms]           [k] ret_from_fork
     0.01%     0.01%  mariadbd         [kernel.kallsyms]           [k] account_process_tick
