# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 1M of event 'cycles'
# Event count (approx.): 6625486293113
#
# Children      Self  Command          Shared Object               Symbol                                                                                                                                                                                                                    
# ........  ........  ...............  ..........................  ..........................................................................................................................................................................................................................
#
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000d9d834
     0.00%     0.00%  kworker/1:1-rcu  [kernel.kallsyms]           [k] nvme_process_cq
     0.00%     0.00%  kworker/1:1-rcu  [kernel.kallsyms]           [k] __common_interrupt
     0.00%     0.00%  kworker/1:1-rcu  [kernel.kallsyms]           [k] __handle_irq_event_percpu
     0.00%     0.00%  kworker/1:1-rcu  [kernel.kallsyms]           [k] asm_common_interrupt
     0.00%     0.00%  kworker/1:1-rcu  [kernel.kallsyms]           [k] common_interrupt
     0.00%     0.00%  kworker/1:1-rcu  [kernel.kallsyms]           [k] handle_edge_irq
     0.00%     0.00%  kworker/1:1-rcu  [kernel.kallsyms]           [k] handle_irq_event
     0.00%     0.00%  kworker/1:1-rcu  [kernel.kallsyms]           [k] nvme_irq
     0.00%     0.00%  kworker/10:1-mm  [kernel.kallsyms]           [k] pick_next_task_fair
     0.00%     0.00%  kworker/17:0     [kernel.kallsyms]           [k] iomap_dio_complete_work
     0.00%     0.00%  top              [kernel.kallsyms]           [k] __x64_sys_getdents64
     0.00%     0.00%  top              [kernel.kallsyms]           [k] iterate_dir
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000ccf536
     0.00%     0.00%  kworker/2:2-mm_  [kernel.kallsyms]           [k] blk_mq_end_request
     0.00%     0.00%  kworker/2:2-mm_  [kernel.kallsyms]           [k] blk_update_request
     0.00%     0.00%  kworker/20:1     [kernel.kallsyms]           [k] ext4_convert_unwritten_extents
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000a9531d
     0.00%     0.00%  kswapd0          [kernel.kallsyms]           [k] get_nr_to_scan
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000c30887
     0.00%     0.00%  kworker/16:1-mm  [kernel.kallsyms]           [k] check_preempt_curr
     0.00%     0.00%  kworker/16:1-mm  [kernel.kallsyms]           [k] ttwu_do_wakeup
     0.00%     0.00%  kworker/3:2-eve  [kernel.kallsyms]           [k] kfree
     0.00%     0.00%  kworker/17:1-mm  [kernel.kallsyms]           [k] __list_del_entry_valid
     0.00%     0.00%  tclsh8.6         [kernel.kallsyms]           [k] autoremove_wake_function
     0.00%     0.00%  tclsh8.6         [kernel.kallsyms]           [k] __sys_socket
     0.00%     0.00%  tclsh8.6         [kernel.kallsyms]           [k] __x64_sys_socket
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000ccd42e
     0.00%     0.00%  kworker/31:8     [kernel.kallsyms]           [k] wake_affine
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000ce7cc7
     0.00%     0.00%  kworker/28:0     [kernel.kallsyms]           [k] __switch_to
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000ca3fb8
     0.00%     0.00%  kworker/9:1-eve  [kernel.kallsyms]           [k] ext4_dio_write_end_io
     0.00%     0.00%  kworker/18:0     [kernel.kallsyms]           [k] dequeue_entity
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000ccf833
     0.00%     0.00%  tclsh8.6         [kernel.kallsyms]           [k] __hrtimer_next_event_base
     0.00%     0.00%  kworker/25:1-ev  [kernel.kallsyms]           [k] __switch_to
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000cb1685
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000d90c91
     0.00%     0.00%  mariadbd         [kernel.kallsyms]           [k] wbc_attach_and_unlock_inode
     0.00%     0.00%  kworker/17:1-mm  [kernel.kallsyms]           [k] ttwu_queue_wakelist
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000ca5b65
     0.00%     0.00%  kworker/18:0     [kernel.kallsyms]           [k] update_load_avg
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000db460d
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000c8613d
     0.00%     0.00%  tclsh8.6         [kernel.kallsyms]           [k] futex_wait_queue_me
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000d1c2fa
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000da229f
     0.00%     0.00%  tclsh8.6         [kernel.kallsyms]           [k] wbt_data_dir
     0.00%     0.00%  kworker/24:8     [kernel.kallsyms]           [k] ttwu_queue_wakelist
     0.00%     0.00%  tclsh8.6         libmariadb.so.3             [.] 0x0000000000025f10
     0.00%     0.00%  mariadbd         [kernel.kallsyms]           [k] __wake_up_sync_key
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000c9dbd1
     0.00%     0.00%  jbd2/nvme3n1p4-  [kernel.kallsyms]           [k] __wake_up_common_lock
     0.00%     0.00%  kworker/8:1-eve  [kernel.kallsyms]           [k] set_next_entity
     0.00%     0.00%  kworker/23:0     [kernel.kallsyms]           [k] set_next_entity
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000c86159
     0.00%     0.00%  kworker/8:3      [kernel.kallsyms]           [k] _raw_spin_lock_irqsave
     0.00%     0.00%  kworker/0:0      [kernel.kallsyms]           [k] set_next_entity
     0.00%     0.00%  kworker/29:1-ev  [kernel.kallsyms]           [k] llist_add_batch
     0.00%     0.00%  kworker/29:1-ev  [kernel.kallsyms]           [k] __smp_call_single_queue
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000da0297
     0.00%     0.00%  kworker/25:5     [kernel.kallsyms]           [k] _raw_spin_lock_irqsave
     0.00%     0.00%  kworker/24:2-mm  [kernel.kallsyms]           [k] ext4_dio_write_end_io
     0.00%     0.00%  mariadbd         mariadbd                    [.] _ZN8POSITIONC1Ev
     0.00%     0.00%  swapper          [kernel.kallsyms]           [k] ixgbe_clean_tx_irq
     0.00%     0.00%  kworker/24:2-mm  [kernel.kallsyms]           [k] switch_mm_irqs_off
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000d900c5
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000d705c1
     0.00%     0.00%  kworker/1:2-eve  [kernel.kallsyms]           [k] enqueue_task_fair
     0.00%     0.00%  kworker/1:2-eve  [kernel.kallsyms]           [k] ttwu_do_activate
     0.00%     0.00%  khugepaged       [kernel.kallsyms]           [k] __list_del_entry_valid
     0.00%     0.00%  kworker/22:0     [kernel.kallsyms]           [k] __common_interrupt
     0.00%     0.00%  kworker/22:0     [kernel.kallsyms]           [k] asm_common_interrupt
     0.00%     0.00%  kworker/22:0     [kernel.kallsyms]           [k] common_interrupt
     0.00%     0.00%  kworker/22:0     [kernel.kallsyms]           [k] handle_edge_irq
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000ce7d54
     0.00%     0.00%  mariadbd         mariadbd                    [.] my_qsort
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000da24e7
     0.00%     0.00%  kworker/30:1-ev  [kernel.kallsyms]           [k] enqueue_entity
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000d07302
     0.00%     0.00%  kswapd0          [kernel.kallsyms]           [k] count_shadow_nodes
     0.00%     0.00%  kworker/24:8     [kernel.kallsyms]           [k] iomap_dio_complete
     0.00%     0.00%  kworker/24:8     [kernel.kallsyms]           [k] iomap_dio_complete_work
     0.00%     0.00%  rcu_sched        [kernel.kallsyms]           [k] schedule_timeout
     0.00%     0.00%  kworker/8:3      [kernel.kallsyms]           [k] available_idle_cpu
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000c9f544
     0.00%     0.00%  kworker/24:8     [kernel.kallsyms]           [k] enqueue_task_fair
     0.00%     0.00%  kworker/24:8     [kernel.kallsyms]           [k] ttwu_do_activate
     0.00%     0.00%  kworker/25:5     [kernel.kallsyms]           [k] iomap_dio_complete_work
     0.00%     0.00%  kworker/0:0      [kernel.kallsyms]           [k] __queue_work
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000c9e697
     0.00%     0.00%  dnf              [kernel.kallsyms]           [k] do_anonymous_page
     0.00%     0.00%  kworker/8:3      [kernel.kallsyms]           [k] iomap_dio_complete_work
     0.00%     0.00%  kworker/1:1-rcu  [kernel.kallsyms]           [k] ext4_dio_write_end_io
     0.00%     0.00%  mariadbd         [kernel.kallsyms]           [k] rcu_do_batch
     0.00%     0.00%  kswapd0          [kernel.kallsyms]           [k] super_cache_count
     0.00%     0.00%  kworker/19:1     [kernel.kallsyms]           [k] iomap_dio_complete
     0.00%     0.00%  kworker/19:1     [kernel.kallsyms]           [k] iomap_dio_complete_work
     0.00%     0.00%  kworker/5:2-rcu  [kernel.kallsyms]           [k] select_idle_cpu
     0.00%     0.00%  mariadbd         mariadbd                    [.] _Z25check_single_table_accessP3THD11privilege_tP10TABLE_LISTb
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000d8e40b
     0.00%     0.00%  kworker/15:0     [kernel.kallsyms]           [k] __switch_to
     0.00%     0.00%  kworker/21:2-ev  [kernel.kallsyms]           [k] nvme_process_cq
     0.00%     0.00%  kworker/21:2-ev  [kernel.kallsyms]           [k] __common_interrupt
     0.00%     0.00%  kworker/21:2-ev  [kernel.kallsyms]           [k] __handle_irq_event_percpu
     0.00%     0.00%  kworker/21:2-ev  [kernel.kallsyms]           [k] handle_edge_irq
     0.00%     0.00%  kworker/21:2-ev  [kernel.kallsyms]           [k] handle_irq_event
     0.00%     0.00%  kworker/21:2-ev  [kernel.kallsyms]           [k] nvme_irq
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000d7f763
     0.00%     0.00%  mariadbd         [kernel.kallsyms]           [k] wbc_detach_inode
     0.00%     0.00%  mariadbd         [kernel.kallsyms]           [k] lru_cache_add_inactive_or_unevictable
     0.00%     0.00%  kworker/18:0     [kernel.kallsyms]           [k] iomap_dio_complete
     0.00%     0.00%  tclsh8.6         libmariadb.so.3             [.] 0x00000000000254cd
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000c9edd1
     0.00%     0.00%  kworker/1:1-rcu  [kernel.kallsyms]           [k] enqueue_entity
     0.00%     0.00%  ksoftirqd/2      [kernel.kallsyms]           [k] smpboot_thread_fn
     0.00%     0.00%  ksoftirqd/2      [kernel.kallsyms]           [k] kthread
     0.00%     0.00%  ksoftirqd/2      [kernel.kallsyms]           [k] ret_from_fork
     0.00%     0.00%  kworker/20:1     [kernel.kallsyms]           [k] wake_affine
     0.00%     0.00%  kworker/19:1     [kernel.kallsyms]           [k] select_idle_sibling
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000daf499
     0.00%     0.00%  kworker/24:8     [kernel.kallsyms]           [k] llist_add_batch
     0.00%     0.00%  kworker/11:2     [kernel.kallsyms]           [k] aio_complete
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000ea8d86
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000d9b7d8
     0.00%     0.00%  kworker/10:2     [kernel.kallsyms]           [k] set_next_entity
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000c9f2a2
     0.00%     0.00%  swapper          [kernel.kallsyms]           [k] wake_up_bit
     0.00%     0.00%  tclsh8.6         [kernel.kallsyms]           [k] security_inode_permission
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000c9d011
     0.00%     0.00%  kworker/31:1-mm  [kernel.kallsyms]           [k] dequeue_entity
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000d74158
     0.00%     0.00%  kworker/1:2-eve  [kernel.kallsyms]           [k] aio_complete
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000c9fb23
     0.00%     0.00%  mariadbd         mariadbd                    [.] _ZN6String6appendEPKcm
     0.00%     0.00%  kworker/12:2-ev  [kernel.kallsyms]           [k] available_idle_cpu
     0.00%     0.00%  kworker/28:0     [kernel.kallsyms]           [k] update_curr
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000d184d0
     0.00%     0.00%  tclsh8.6         libmariadb.so.3             [.] 0x0000000000017b86
     0.00%     0.00%  tclsh8.6         [kernel.kallsyms]           [k] blk_queue_exit
     0.00%     0.00%  kworker/8:1-eve  [kernel.kallsyms]           [k] update_curr
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000c80803
     0.00%     0.00%  kworker/1:1H-kb  [kernel.kallsyms]           [k] blk_mq_run_hw_queues
     0.00%     0.00%  kworker/u64:38-  [kernel.kallsyms]           [k] cgroup_rstat_flush_locked
     0.00%     0.00%  kworker/u64:38-  [kernel.kallsyms]           [k] cgroup_rstat_flush_irqsafe
     0.00%     0.00%  kworker/u64:38-  [kernel.kallsyms]           [k] mem_cgroup_wb_stats
     0.00%     0.00%  kworker/22:0     [kernel.kallsyms]           [k] available_idle_cpu
     0.00%     0.00%  mariadbd         mariadbd                    [.] _ZN11sp_rcontext14init_var_itemsEP3THDR4ListI16Spvar_definitionE
     0.00%     0.00%  ksoftirqd/0      [kernel.kallsyms]           [k] load_balance
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000d3691d
     0.00%     0.00%  kworker/12:2-ev  [kernel.kallsyms]           [k] update_rq_clock_task
     0.00%     0.00%  kworker/21:2-ev  [kernel.kallsyms]           [k] sched_clock_cpu
     0.00%     0.00%  tclsh8.6         [kernel.kallsyms]           [k] getname_flags.part.0
     0.00%     0.00%  tclsh8.6         [kernel.kallsyms]           [k] user_path_at_empty
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000c9f7ba
     0.00%     0.00%  kworker/6:2-eve  [kernel.kallsyms]           [k] ext4_dio_write_end_io
     0.00%     0.00%  kworker/12:2-ev  [kernel.kallsyms]           [k] llist_add_batch
     0.00%     0.00%  kworker/14:1-ev  [kernel.kallsyms]           [k] set_next_entity
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000d385eb
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000d91fde
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000b998f1
     0.00%     0.00%  mariadbd         mariadbd                    [.] _ZN3THD12update_statsEv
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000d9bb9a
     0.00%     0.00%  kworker/11:1-mm  [kernel.kallsyms]           [k] wake_affine_weight
     0.00%     0.00%  in:imjournal     [kernel.kallsyms]           [k] do_syscall_64
     0.00%     0.00%  in:imjournal     [kernel.kallsyms]           [k] entry_SYSCALL_64_after_hwframe
     0.00%     0.00%  kworker/2:2-mm_  [kernel.kallsyms]           [k] fput
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000d39ee2
     0.00%     0.00%  kworker/25:1-ev  [kernel.kallsyms]           [k] update_rq_clock_task
     0.00%     0.00%  kworker/22:0     [kernel.kallsyms]           [k] ttwu_queue_wakelist
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000d29954
     0.00%     0.00%  mariadbd         [kernel.kallsyms]           [k] native_flush_tlb_one_user
     0.00%     0.00%  mariadbd         [kernel.kallsyms]           [k] flush_tlb_one_kernel
     0.00%     0.00%  mariadbd         mariadbd                    [.] _ZNK12Item_splocal9this_itemEv
     0.00%     0.00%  mariadbd         [kernel.kallsyms]           [k] down_read_trylock
     0.00%     0.00%  tclsh8.6         libmariadb.so.3             [.] 0x000000000002460d
     0.00%     0.00%  jbd2/nvme3n1p5-  [kernel.kallsyms]           [k] jbd2_journal_commit_transaction
     0.00%     0.00%  kworker/17:1-mm  [kernel.kallsyms]           [k] __switch_to
     0.00%     0.00%  perf             [kernel.kallsyms]           [k] lru_cache_add
     0.00%     0.00%  tclsh8.6         [kernel.kallsyms]           [k] test_clear_page_writeback
     0.00%     0.00%  kworker/27:1-ev  [kernel.kallsyms]           [k] nvme_process_cq
     0.00%     0.00%  kworker/27:1-ev  [kernel.kallsyms]           [k] __handle_irq_event_percpu
     0.00%     0.00%  kworker/27:1-ev  [kernel.kallsyms]           [k] nvme_irq
     0.00%     0.00%  kworker/12:2-ev  [kernel.kallsyms]           [k] drm_fbdev_fb_imageblit
     0.00%     0.00%  mariadbd         mariadbd                    [.] _ZN9Item_cond10fix_fieldsEP3THDPP4Item
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000c9d5a4
     0.00%     0.00%  kworker/6:2-eve  [kernel.kallsyms]           [k] wake_affine
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000da05e0
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000ca3fbf
     0.00%     0.00%  kworker/0:0      [kernel.kallsyms]           [k] __common_interrupt
     0.00%     0.00%  kworker/0:0      [kernel.kallsyms]           [k] handle_edge_irq
     0.00%     0.00%  mariadbd         [kernel.kallsyms]           [k] crc_104
     0.00%     0.00%  kworker/11:2     [kernel.kallsyms]           [k] _raw_spin_lock_irqsave
     0.00%     0.00%  mariadbd         mariadbd                    [.] _Z14get_quick_keysP5PARAMP18QUICK_RANGE_SELECTP8KEY_PARTP7SEL_ARGPhjS7_j
     0.00%     0.00%  kworker/31:8     [kernel.kallsyms]           [k] select_idle_sibling
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000c9f519
     0.00%     0.00%  mariadbd         mariadbd                    [.] _ZN14Arg_comparator16set_cmp_func_intEP3THD
     0.00%     0.00%  kworker/2:2-mm_  [kernel.kallsyms]           [k] _raw_spin_lock
     0.00%     0.00%  kworker/3:1H-kb  [kernel.kallsyms]           [k] process_one_work
     0.00%     0.00%  kworker/20:1H-k  [kernel.kallsyms]           [k] sbitmap_any_bit_set
     0.00%     0.00%  kworker/20:1H-k  [kernel.kallsyms]           [k] blk_mq_run_hw_queue
     0.00%     0.00%  kworker/11:1-mm  [kernel.kallsyms]           [k] ttwu_queue_wakelist
     0.00%     0.00%  kswapd0          [kernel.kallsyms]           [k] page_check_dirty_writeback
     0.00%     0.00%  kworker/15:0     [kernel.kallsyms]           [k] switch_mm_irqs_off
     0.00%     0.00%  kworker/3:1      [kernel.kallsyms]           [k] switch_mm_irqs_off
     0.00%     0.00%  swapper          [kernel.kallsyms]           [k] lock_page_memcg
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000c9f798
     0.00%     0.00%  kworker/18:0     [kernel.kallsyms]           [k] switch_mm_irqs_off
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000d9bb48
     0.00%     0.00%  kswapd0          [kernel.kallsyms]           [k] uncharge_page
     0.00%     0.00%  kworker/29:1-ev  [kernel.kallsyms]           [k] check_preempt_curr
     0.00%     0.00%  kworker/29:1-ev  [kernel.kallsyms]           [k] ttwu_do_wakeup
     0.00%     0.00%  perf             perf                        [.] 0x00000000000198f6
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000ca41f1
     0.00%     0.00%  mariadbd         [kernel.kallsyms]           [k] __xa_clear_mark
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000ca5b57
     0.00%     0.00%  kworker/4:2-eve  [kernel.kallsyms]           [k] nvme_irq
     0.00%     0.00%  kworker/4:2-eve  [kernel.kallsyms]           [k] __common_interrupt
     0.00%     0.00%  kworker/4:2-eve  [kernel.kallsyms]           [k] __handle_irq_event_percpu
     0.00%     0.00%  kworker/4:2-eve  [kernel.kallsyms]           [k] asm_common_interrupt
     0.00%     0.00%  kworker/4:2-eve  [kernel.kallsyms]           [k] common_interrupt
     0.00%     0.00%  kworker/4:2-eve  [kernel.kallsyms]           [k] handle_edge_irq
     0.00%     0.00%  kworker/4:2-eve  [kernel.kallsyms]           [k] handle_irq_event
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000c9d521
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000d78780
     0.00%     0.00%  tclsh8.6         [kernel.kallsyms]           [k] __mod_lruvec_page_state
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000c9d5b4
     0.00%     0.00%  kworker/11:1-mm  [kernel.kallsyms]           [k] select_idle_cpu
     0.00%     0.00%  tclsh8.6         libmariadb.so.3             [.] 0x0000000000025498
     0.00%     0.00%  kworker/13:1-ev  [kernel.kallsyms]           [k] finish_task_switch.isra.0
     0.00%     0.00%  kcompactd0       [kernel.kallsyms]           [k] isolate_migratepages_block
     0.00%     0.00%  kworker/3:2-eve  [kernel.kallsyms]           [k] default_send_IPI_single_phys
     0.00%     0.00%  mariadbd         mariadbd                    [.] _ZN16Item_sp_variable13save_in_fieldEP5Fieldb
     0.00%     0.00%  mariadbd         [kernel.kallsyms]           [k] policy_nodemask
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000d194fe
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000d918a3
     0.00%     0.00%  mariadbd         mariadbd                    [.] _ZN10Item_field13save_in_fieldEP5Fieldb
     0.00%     0.00%  perf             [kernel.kallsyms]           [k] __run_hrtimer
     0.00%     0.00%  perf             [kernel.kallsyms]           [k] __hrtimer_run_queues
     0.00%     0.00%  perf             [kernel.kallsyms]           [k] __sysvec_apic_timer_interrupt
     0.00%     0.00%  perf             [kernel.kallsyms]           [k] hrtimer_interrupt
     0.00%     0.00%  tclsh8.6         [kernel.kallsyms]           [k] tick_program_event
     0.00%     0.00%  kworker/5:2-rcu  [kernel.kallsyms]           [k] finish_task_switch.isra.0
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000cacd81
     0.00%     0.00%  kworker/14:1-ev  [kernel.kallsyms]           [k] nvme_process_cq
     0.00%     0.00%  kworker/14:1-ev  [kernel.kallsyms]           [k] __common_interrupt
     0.00%     0.00%  kworker/14:1-ev  [kernel.kallsyms]           [k] __handle_irq_event_percpu
     0.00%     0.00%  kworker/14:1-ev  [kernel.kallsyms]           [k] handle_edge_irq
     0.00%     0.00%  kworker/14:1-ev  [kernel.kallsyms]           [k] handle_irq_event
     0.00%     0.00%  kworker/14:1-ev  [kernel.kallsyms]           [k] nvme_irq
     0.00%     0.00%  mariadbd         mariadbd                    [.] lf_dynarray_lvalue
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000dcdf93
     0.00%     0.00%  tclsh8.6         [kernel.kallsyms]           [k] vmacache_find
     0.00%     0.00%  tclsh8.6         [kernel.kallsyms]           [k] find_vma
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000768b97
     0.00%     0.00%  tclsh8.6         [kernel.kallsyms]           [k] account_process_tick
     0.00%     0.00%  kworker/17:1-mm  [kernel.kallsyms]           [k] select_idle_cpu
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000da1f0c
     0.00%     0.00%  kworker/11:1-mm  [kernel.kallsyms]           [k] enqueue_entity
     0.00%     0.00%  kworker/11:1-mm  [kernel.kallsyms]           [k] enqueue_task_fair
     0.00%     0.00%  kworker/11:1-mm  [kernel.kallsyms]           [k] ttwu_do_activate
     0.00%     0.00%  kworker/21:2-ev  [kernel.kallsyms]           [k] _raw_spin_lock
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000cad3af
     0.00%     0.00%  kworker/22:2-ev  [kernel.kallsyms]           [k] iomap_dio_complete
     0.00%     0.00%  kworker/22:2-ev  [kernel.kallsyms]           [k] iomap_dio_complete_work
     0.00%     0.00%  kworker/4:1-eve  [kernel.kallsyms]           [k] select_idle_sibling
     0.00%     0.00%  kworker/8:1-eve  [kernel.kallsyms]           [k] wake_affine
     0.00%     0.00%  kworker/7:2-mm_  [kernel.kallsyms]           [k] select_idle_sibling
     0.00%     0.00%  kworker/u64:0    [kernel.kallsyms]           [k] ixgbe_read_reg
     0.00%     0.00%  kworker/u64:0    [kernel.kallsyms]           [k] ixgbe_service_task
     0.00%     0.00%  kworker/u64:0    [kernel.kallsyms]           [k] ixgbe_update_stats
     0.00%     0.00%  kworker/u64:0    [kernel.kallsyms]           [k] ixgbe_watchdog_subtask
     0.00%     0.00%  kworker/31:8     [kernel.kallsyms]           [k] set_next_entity
     0.00%     0.00%  kworker/28:2-ev  [kernel.kallsyms]           [k] select_task_rq_fair
     0.00%     0.00%  perf             [kernel.kallsyms]           [k] __block_commit_write.constprop.0.isra.0
     0.00%     0.00%  kworker/0:0      [kernel.kallsyms]           [k] __update_load_avg_cfs_rq
     0.00%     0.00%  kworker/14:1-ev  [kernel.kallsyms]           [k] finish_task_switch.isra.0
     0.00%     0.00%  kworker/22:0     [kernel.kallsyms]           [k] switch_mm_irqs_off
     0.00%     0.00%  tclsh8.6         libmariadb.so.3             [.] 0x0000000000025507
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000c8e6f9
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000c9f40e
     0.00%     0.00%  python3          [kernel.kallsyms]           [k] do_syscall_64
     0.00%     0.00%  python3          [kernel.kallsyms]           [k] entry_SYSCALL_64_after_hwframe
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000d3c505
     0.00%     0.00%  kworker/17:0     [kernel.kallsyms]           [k] iomap_dio_complete
     0.00%     0.00%  kworker/5:1-eve  [kernel.kallsyms]           [k] try_to_wake_up
     0.00%     0.00%  kworker/5:1-eve  [kernel.kallsyms]           [k] autoremove_wake_function
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000d066f0
     0.00%     0.00%  kworker/10:2     [kernel.kallsyms]           [k] dequeue_entity
     0.00%     0.00%  mariadbd         mariadbd                    [.] _ZN7handler18ha_index_next_sameEPhPKhj
     0.00%     0.00%  kworker/27:1-ev  [kernel.kallsyms]           [k] kmem_cache_free
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000c8ab39
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000d81a71
     0.00%     0.00%  kworker/8:1-eve  [kernel.kallsyms]           [k] __update_load_avg_se
     0.00%     0.00%  mariadbd         [kernel.kallsyms]           [k] __getblk_slow
     0.00%     0.00%  mariadbd         [kernel.kallsyms]           [k] grow_dev_page
     0.00%     0.00%  kworker/15:1H    [kernel.kallsyms]           [k] blk_mq_run_hw_queue
     0.00%     0.00%  tclsh8.6         [kernel.kallsyms]           [k] rcu_core
     0.00%     0.00%  kworker/20:1     [kernel.kallsyms]           [k] available_idle_cpu
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000da12ff
     0.00%     0.00%  kworker/25:1H-k  [kernel.kallsyms]           [k] __schedule
     0.00%     0.00%  kworker/25:1H-k  [kernel.kallsyms]           [k] schedule
     0.00%     0.00%  tclsh8.6         [kernel.kallsyms]           [k] kmem_cache_alloc
     0.00%     0.00%  kworker/16:1-mm  [kernel.kallsyms]           [k] update_curr
     0.00%     0.00%  kworker/5:2-rcu  [kernel.kallsyms]           [k] update_rq_clock_task
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000da206b
     0.00%     0.00%  kworker/31:1-mm  [kernel.kallsyms]           [k] set_next_entity
     0.00%     0.00%  tclsh8.6         [kernel.kallsyms]           [k] perf_iterate_sb
     0.00%     0.00%  kworker/2:1H-kb  [kernel.kallsyms]           [k] blk_mq_run_hw_queues
     0.00%     0.00%  kworker/8:3      [kernel.kallsyms]           [k] dequeue_task_fair
     0.00%     0.00%  tclsh8.6         [kernel.kallsyms]           [k] can_migrate_task.part.0
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000c80224
     0.00%     0.00%  mariadbd         [kernel.kallsyms]           [k] change_pmd_range.isra.0
     0.00%     0.00%  kworker/4:2-eve  [kernel.kallsyms]           [k] kmem_cache_free
