# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 1M of event 'cycles'
# Event count (approx.): 6625486293113
#
# Children      Self  Command          Shared Object               Symbol                                                                                                                                                                                                                    
# ........  ........  ...............  ..........................  ..........................................................................................................................................................................................................................
#
     0.00%     0.00%  kworker/11:1-mm  [kernel.kallsyms]           [k] __default_send_IPI_dest_field
     0.00%     0.00%  kworker/11:1-mm  [kernel.kallsyms]           [k] default_send_IPI_single_phys
     0.00%     0.00%  kworker/19:1     [kernel.kallsyms]           [k] __wrgsbase_inactive
     0.00%     0.00%  kworker/30:1-ev  [kernel.kallsyms]           [k] update_cfs_group
     0.00%     0.00%  kworker/0:0      [kernel.kallsyms]           [k] update_cfs_group
     0.00%     0.00%  mariadbd         mariadbd                    [.] _ZNK8MDL_lock15MDL_object_lock21hog_lock_types_bitmapEv
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000cd1ba5
     0.00%     0.00%  kworker/9:1-eve  [kernel.kallsyms]           [k] fput
     0.00%     0.00%  kworker/22:2-ev  [kernel.kallsyms]           [k] llist_add_batch
     0.00%     0.00%  kworker/22:2-ev  [kernel.kallsyms]           [k] __smp_call_single_queue
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000ce7655
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000d93089
     0.00%     0.00%  kworker/4:1H-kb  [kernel.kallsyms]           [k] nvme_queue_rq
     0.00%     0.00%  kworker/4:1H-kb  [kernel.kallsyms]           [k] __blk_mq_delay_run_hw_queue
     0.00%     0.00%  kworker/4:1H-kb  [kernel.kallsyms]           [k] __blk_mq_run_hw_queue
     0.00%     0.00%  kworker/4:1H-kb  [kernel.kallsyms]           [k] __blk_mq_sched_dispatch_requests
     0.00%     0.00%  kworker/4:1H-kb  [kernel.kallsyms]           [k] blk_mq_dispatch_rq_list
     0.00%     0.00%  kworker/4:1H-kb  [kernel.kallsyms]           [k] blk_mq_sched_dispatch_requests
     0.00%     0.00%  mariadbd         mariadbd                    [.] _ZN30Type_handler_hybrid_field_type20aggregate_for_num_opEPK15Type_aggregatorPK12Type_handlerS5_
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000b99918
     0.00%     0.00%  dnf              [kernel.kallsyms]           [k] __x64_sys_pread64
     0.00%     0.00%  top              [kernel.kallsyms]           [k] do_mmap
     0.00%     0.00%  top              [kernel.kallsyms]           [k] ksys_mmap_pgoff
     0.00%     0.00%  top              [kernel.kallsyms]           [k] mmap_region
     0.00%     0.00%  top              [kernel.kallsyms]           [k] vm_mmap_pgoff
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000d916eb
     0.00%     0.00%  kworker/10:2     [kernel.kallsyms]           [k] set_task_cpu
     0.00%     0.00%  top              [kernel.kallsyms]           [k] kstat_irqs
     0.00%     0.00%  top              [kernel.kallsyms]           [k] kstat_irqs_usr
     0.00%     0.00%  top              [kernel.kallsyms]           [k] new_sync_read
     0.00%     0.00%  top              [kernel.kallsyms]           [k] show_all_irqs
     0.00%     0.00%  top              [kernel.kallsyms]           [k] show_stat
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000da0aa3
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000d70841
     0.00%     0.00%  kworker/25:1-ev  [kernel.kallsyms]           [k] kthread_data
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000d18638
     0.00%     0.00%  kworker/17:0     [kernel.kallsyms]           [k] finish_task_switch.isra.0
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000cd0673
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000d707a3
     0.00%     0.00%  tclsh8.6         libtcl8.6.so                [.] Tcl_DictObjPut
     0.00%     0.00%  mariadbd         [kernel.kallsyms]           [k] crc_16
     0.00%     0.00%  kworker/28:0     [kernel.kallsyms]           [k] update_irq_load_avg
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000d13db4
     0.00%     0.00%  kworker/17:0     [kernel.kallsyms]           [k] ext4_dio_write_end_io
     0.00%     0.00%  kworker/29:1-ev  [kernel.kallsyms]           [k] send_call_function_single_ipi
     0.00%     0.00%  kworker/30:1-ev  [kernel.kallsyms]           [k] update_cfs_rq_h_load
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000d7313b
     0.00%     0.00%  kworker/21:2-ev  [kernel.kallsyms]           [k] restore_regs_and_return_to_kernel
     0.00%     0.00%  kworker/7:2-mm_  [kernel.kallsyms]           [k] rb_erase
     0.00%     0.00%  sshd             [kernel.kallsyms]           [k] __fget_light
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000d9bce6
     0.00%     0.00%  mariadbd         mariadbd                    [.] _ZN13Item_str_func10fix_fieldsEP3THDPP4Item
     0.00%     0.00%  mariadbd         mariadbd                    [.] _ZN5Field14make_new_fieldEP11st_mem_rootP5TABLEb
     0.00%     0.00%  kworker/11:1-mm  [kernel.kallsyms]           [k] refresh_cpu_vm_stats
     0.00%     0.00%  kworker/11:1-mm  [kernel.kallsyms]           [k] vmstat_update
     0.00%     0.00%  kworker/0:2-eve  [kernel.kallsyms]           [k] cpuacct_charge
     0.00%     0.00%  kworker/0:2-eve  [kernel.kallsyms]           [k] __common_interrupt
     0.00%     0.00%  kworker/0:2-eve  [kernel.kallsyms]           [k] __handle_irq_event_percpu
     0.00%     0.00%  kworker/0:2-eve  [kernel.kallsyms]           [k] asm_common_interrupt
     0.00%     0.00%  kworker/0:2-eve  [kernel.kallsyms]           [k] blk_mq_end_request
     0.00%     0.00%  kworker/0:2-eve  [kernel.kallsyms]           [k] blk_update_request
     0.00%     0.00%  kworker/0:2-eve  [kernel.kallsyms]           [k] check_preempt_curr
     0.00%     0.00%  kworker/0:2-eve  [kernel.kallsyms]           [k] check_preempt_wakeup
     0.00%     0.00%  kworker/0:2-eve  [kernel.kallsyms]           [k] common_interrupt
     0.00%     0.00%  kworker/0:2-eve  [kernel.kallsyms]           [k] handle_edge_irq
     0.00%     0.00%  kworker/0:2-eve  [kernel.kallsyms]           [k] handle_irq_event
     0.00%     0.00%  kworker/0:2-eve  [kernel.kallsyms]           [k] iomap_dio_bio_end_io
     0.00%     0.00%  kworker/0:2-eve  [kernel.kallsyms]           [k] nvme_irq
     0.00%     0.00%  kworker/0:2-eve  [kernel.kallsyms]           [k] nvme_process_cq
     0.00%     0.00%  kworker/0:2-eve  [kernel.kallsyms]           [k] update_curr
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000ca5f56
     0.00%     0.00%  kworker/7:2-mm_  [kernel.kallsyms]           [k] __slab_free
     0.00%     0.00%  mariadbd         [kernel.kallsyms]           [k] sysvec_call_function
     0.00%     0.00%  kworker/13:1-ev  [kernel.kallsyms]           [k] cpus_share_cache
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000d71cd2
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000ccf551
     0.00%     0.00%  jbd2/nvme3n1p4-  [kernel.kallsyms]           [k] lock_page_memcg
     0.00%     0.00%  sh               [kernel.kallsyms]           [k] __handle_mm_fault
     0.00%     0.00%  sh               [kernel.kallsyms]           [k] handle_mm_fault
     0.00%     0.00%  swapper          [kernel.kallsyms]           [k] __ip_queue_xmit
     0.00%     0.00%  swapper          [kernel.kallsyms]           [k] __tcp_transmit_skb
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000d81b91
     0.00%     0.00%  swapper          [kernel.kallsyms]           [k] __usb_hcd_giveback_urb
     0.00%     0.00%  swapper          [kernel.kallsyms]           [k] tasklet_action_common.constprop.0
     0.00%     0.00%  swapper          [kernel.kallsyms]           [k] usb_giveback_urb_bh
     0.00%     0.00%  tclsh8.6         [kernel.kallsyms]           [k] lru_cache_add
     0.00%     0.00%  kworker/4:2-eve  [kernel.kallsyms]           [k] strscpy
     0.00%     0.00%  jbd2/nvme3n1p4-  [kernel.kallsyms]           [k] crc_112
     0.00%     0.00%  kworker/25:5     [kernel.kallsyms]           [k] select_idle_core
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000ca0e80
     0.00%     0.00%  tclsh8.6         libmariadb.so.3             [.] 0x0000000000017baa
     0.00%     0.00%  kworker/20:1     [kernel.kallsyms]           [k] _raw_spin_lock_irq
     0.00%     0.00%  kworker/27:1-ev  [kernel.kallsyms]           [k] cpumask_next
     0.00%     0.00%  kworker/0:0      [kernel.kallsyms]           [k] fput
     0.00%     0.00%  kworker/19:0-mm  [kernel.kallsyms]           [k] prepare_task_switch
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000d91738
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000db2181
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000d9b2fd
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000ce7c0c
     0.00%     0.00%  tclsh8.6         libtcl8.6.so                [.] ExprEntierFunc
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000c362b4
     0.00%     0.00%  mariadbd         [kernel.kallsyms]           [k] pmdp_set_access_flags
     0.00%     0.00%  kworker/30:0     [kernel.kallsyms]           [k] kfree
     0.00%     0.00%  kworker/4:2-eve  [kernel.kallsyms]           [k] strnlen
     0.00%     0.00%  kworker/29:1-ev  [kernel.kallsyms]           [k] __switch_to_asm
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000c4b29c
     0.00%     0.00%  swapper          [kernel.kallsyms]           [k] nft_do_chain_ipv4
     0.00%     0.00%  kworker/5:2-rcu  [kernel.kallsyms]           [k] set_task_cpu
     0.00%     0.00%  sshd             [kernel.kallsyms]           [k] avc_lookup
     0.00%     0.00%  sshd             [kernel.kallsyms]           [k] avc_has_perm
     0.00%     0.00%  sshd             [kernel.kallsyms]           [k] file_has_perm
     0.00%     0.00%  sshd             [kernel.kallsyms]           [k] security_file_permission
     0.00%     0.00%  kworker/11:4     [kernel.kallsyms]           [k] update_rq_clock
     0.00%     0.00%  kworker/31:8     [kernel.kallsyms]           [k] update_cfs_group
     0.00%     0.00%  kworker/30:1-ev  [kernel.kallsyms]           [k] kmem_cache_free
     0.00%     0.00%  perf             [kernel.kallsyms]           [k] __find_get_block_slow
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000ccf2b0
     0.00%     0.00%  kworker/2:2-mm_  [kernel.kallsyms]           [k] update_min_vruntime
     0.00%     0.00%  kworker/23:0     [kernel.kallsyms]           [k] fput
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000c36463
     0.00%     0.00%  python3          [kernel.kallsyms]           [k] do_filp_open
     0.00%     0.00%  python3          [kernel.kallsyms]           [k] path_openat
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000d68116
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000d91854
     0.00%     0.00%  mariadbd         [kernel.kallsyms]           [k] crc_29
     0.00%     0.00%  kworker/18:0     [kernel.kallsyms]           [k] ext4_convert_unwritten_extents
     0.00%     0.00%  kworker/18:0     [kernel.kallsyms]           [k] ext4_map_blocks
     0.00%     0.00%  kworker/20:1     [kernel.kallsyms]           [k] migrate_task_rq_fair
     0.00%     0.00%  kworker/20:1     [kernel.kallsyms]           [k] set_task_cpu
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000cacdb5
     0.00%     0.00%  mariadbd         mariadbd                    [.] _ZNK12Type_handler15type_collectionEv
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000c86911
     0.00%     0.00%  tclsh8.6         [kernel.kallsyms]           [k] __x86_indirect_thunk_rdx
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000d09460
     0.00%     0.00%  jbd2/nvme3n1p4-  [kernel.kallsyms]           [k] _warn_unseeded_randomness
     0.00%     0.00%  jbd2/nvme3n1p4-  [kernel.kallsyms]           [k] allocate_slab
     0.00%     0.00%  jbd2/nvme3n1p4-  [kernel.kallsyms]           [k] get_random_u32
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000ccb250
     0.00%     0.00%  kworker/10:1-mm  [kernel.kallsyms]           [k] available_idle_cpu
     0.00%     0.00%  kworker/10:1-mm  [kernel.kallsyms]           [k] wake_affine
     0.00%     0.00%  jbd2/nvme3n1p4-  [kernel.kallsyms]           [k] crc_42
     0.00%     0.00%  kworker/20:2-ev  [kernel.kallsyms]           [k] native_sched_clock
     0.00%     0.00%  kworker/20:2-ev  [kernel.kallsyms]           [k] sched_clock_cpu
     0.00%     0.00%  kworker/20:2-ev  [kernel.kallsyms]           [k] update_rq_clock
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000d13327
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000c802fb
     0.00%     0.00%  kworker/4:2-eve  [kernel.kallsyms]           [k] __irqentry_text_start
     0.00%     0.00%  kworker/17:1-mm  [kernel.kallsyms]           [k] rb_next
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000ce7d6f
     0.00%     0.00%  mariadbd         [kernel.kallsyms]           [k] ext4_cache_extents
     0.00%     0.00%  mariadbd         [kernel.kallsyms]           [k] ext4_es_cache_extent
     0.00%     0.00%  mariadbd         mariadbd                    [.] _Z19ha_commit_one_phaseP3THDb
     0.00%     0.00%  dnf              [kernel.kallsyms]           [k] ext4_dirty_inode
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000d79002
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000ccf28f
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000d78701
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000c82907
     0.00%     0.00%  kworker/19:1     [kernel.kallsyms]           [k] fold_diff
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000d34952
     0.00%     0.00%  dnf              [kernel.kallsyms]           [k] avc_has_perm
     0.00%     0.00%  kworker/15:1-ev  [kernel.kallsyms]           [k] __update_load_avg_cfs_rq
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000d9dafc
     0.00%     0.00%  kworker/7:2-mm_  [kernel.kallsyms]           [k] kfree
     0.00%     0.00%  kworker/15:1-ev  [kernel.kallsyms]           [k] update_rq_clock_task
     0.00%     0.00%  kworker/22:0     [kernel.kallsyms]           [k] native_sched_clock
     0.00%     0.00%  kworker/22:0     [kernel.kallsyms]           [k] sched_clock_cpu
     0.00%     0.00%  perf             [kernel.kallsyms]           [k] clean_bdev_aliases
     0.00%     0.00%  perf             [kernel.kallsyms]           [k] find_get_pages_range
     0.00%     0.00%  perf             [kernel.kallsyms]           [k] pagevec_lookup_range
     0.00%     0.00%  perf             [kernel.kallsyms]           [k] xas_find
     0.00%     0.00%  kworker/0:0      [kernel.kallsyms]           [k] __wake_up
     0.00%     0.00%  swapper          [kernel.kallsyms]           [k] choose_new_asid
     0.00%     0.00%  kworker/1:1H-kb  [kernel.kallsyms]           [k] update_curr
     0.00%     0.00%  kworker/15:1-ev  [kernel.kallsyms]           [k] ext4_convert_unwritten_extents
     0.00%     0.00%  kworker/15:1-ev  [kernel.kallsyms]           [k] ext4_dio_write_end_io
     0.00%     0.00%  kworker/15:1-ev  [kernel.kallsyms]           [k] iomap_dio_complete
     0.00%     0.00%  kworker/15:1-ev  [kernel.kallsyms]           [k] iomap_dio_complete_work
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000d9f462
     0.00%     0.00%  kworker/25:5     [kernel.kallsyms]           [k] llist_add_batch
     0.00%     0.00%  kworker/25:5     [kernel.kallsyms]           [k] __smp_call_single_queue
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000d8fc2f
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000da1750
     0.00%     0.00%  kworker/26:1-ev  [kernel.kallsyms]           [k] __update_load_avg_se
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x000000000086c3b0
     0.00%     0.00%  kworker/10:2     [kernel.kallsyms]           [k] update_cfs_rq_h_load
     0.00%     0.00%  tclsh8.6         libmariadb.so.3             [.] 0x0000000000024093
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000d78937
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000c9c833
     0.00%     0.00%  kworker/1:1-rcu  [kernel.kallsyms]           [k] reweight_entity
     0.00%     0.00%  kworker/7:1-rcu  [kernel.kallsyms]           [k] __list_del_entry_valid
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000d0778f
     0.00%     0.00%  kworker/13:1-ev  [kernel.kallsyms]           [k] ext4_journal_check_start
     0.00%     0.00%  kworker/19:2-ev  [kernel.kallsyms]           [k] wake_affine_weight
     0.00%     0.00%  kworker/19:2-ev  [kernel.kallsyms]           [k] wake_affine
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000cad2a9
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000c47dbb
     0.00%     0.00%  kworker/1:1-rcu  [kernel.kallsyms]           [k] cpuacct_charge
     0.00%     0.00%  mariadbd         [kernel.kallsyms]           [k] choose_new_asid
     0.00%     0.00%  kworker/14:1-ev  [kernel.kallsyms]           [k] pick_next_entity
     0.00%     0.00%  kworker/3:1      [kernel.kallsyms]           [k] cpumask_next_wrap
     0.00%     0.00%  kworker/18:0     [kernel.kallsyms]           [k] read_tsc
     0.00%     0.00%  kworker/18:0     [kernel.kallsyms]           [k] ktime_get
     0.00%     0.00%  kworker/30:0     [kernel.kallsyms]           [k] __update_load_avg_se
     0.00%     0.00%  kworker/0:2-eve  [kernel.kallsyms]           [k] _raw_spin_lock
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000da0628
     0.00%     0.00%  kworker/29:1-ev  [kernel.kallsyms]           [k] put_reqs_available
     0.00%     0.00%  swapper          [kernel.kallsyms]           [k] ghes_add_timer
     0.00%     0.00%  kworker/29:1H-k  [kernel.kallsyms]           [k] __blk_mq_run_hw_queue
     0.00%     0.00%  kworker/29:1H-k  [kernel.kallsyms]           [k] __blk_mq_delay_run_hw_queue
     0.00%     0.00%  kworker/12:2-ev  [kernel.kallsyms]           [k] __cond_resched
     0.00%     0.00%  swapper          [kernel.kallsyms]           [k] trigger_load_balance
     0.00%     0.00%  mariadbd         [kernel.kallsyms]           [k] recalc_bh_state.part.0
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000da1d30
     0.00%     0.00%  kworker/2:2-mm_  [kernel.kallsyms]           [k] put_reqs_available
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x000000000079be01
     0.00%     0.00%  perf             [kernel.kallsyms]           [k] xas_set_mark
     0.00%     0.00%  kworker/31:1-mm  [kernel.kallsyms]           [k] finish_task_switch.isra.0
     0.00%     0.00%  swapper          [kernel.kallsyms]           [k] enter_lazy_tlb
     0.00%     0.00%  kworker/31:8     [kernel.kallsyms]           [k] finish_task_switch.isra.0
     0.00%     0.00%  tclsh8.6         libtcl8.6.so                [.] TclFreeObj
     0.00%     0.00%  kworker/11:4     [kernel.kallsyms]           [k] _raw_spin_lock_irqsave
     0.00%     0.00%  khugepaged       [kernel.kallsyms]           [k] on_each_cpu_cond_mask
     0.00%     0.00%  khugepaged       [kernel.kallsyms]           [k] smp_call_function_many_cond
     0.00%     0.00%  kworker/31:8     [kernel.kallsyms]           [k] rb_erase
     0.00%     0.00%  mariadbd         [kernel.kallsyms]           [k] expr_call_ops_eval
     0.00%     0.00%  mariadbd         [kernel.kallsyms]           [k] nf_hook_slow
     0.00%     0.00%  mariadbd         [kernel.kallsyms]           [k] nft_do_chain
     0.00%     0.00%  mariadbd         [kernel.kallsyms]           [k] nft_do_chain_inet
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000ea8e35
     0.00%     0.00%  kworker/7:2-mm_  [kernel.kallsyms]           [k] wake_affine_weight
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000dd3e61
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000d11461
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000ca3073
     0.00%     0.00%  kworker/31:1-mm  [kernel.kallsyms]           [k] wq_worker_running
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000c9f2f1
     0.00%     0.00%  kworker/6:0      [kernel.kallsyms]           [k] kmem_cache_free
     0.00%     0.00%  kworker/6:0      [kernel.kallsyms]           [k] __ext4_journal_stop
     0.00%     0.00%  kworker/6:0      [kernel.kallsyms]           [k] ext4_convert_unwritten_extents
     0.00%     0.00%  kworker/6:0      [kernel.kallsyms]           [k] jbd2_journal_stop
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000d77db8
     0.00%     0.00%  kworker/7:2-mm_  [kernel.kallsyms]           [k] __update_load_avg_se
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000da0acd
     0.00%     0.00%  perf             [kernel.kallsyms]           [k] rb_next
     0.00%     0.00%  kworker/14:1-ev  [kernel.kallsyms]           [k] remove_entity_load_avg
     0.00%     0.00%  kworker/22:0     [kernel.kallsyms]           [k] native_queued_spin_lock_slowpath.part.0
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000d723b4
     0.00%     0.00%  kworker/5:2-rcu  [kernel.kallsyms]           [k] is_cpu_allowed
     0.00%     0.00%  kworker/24:8     [kernel.kallsyms]           [k] strnlen
     0.00%     0.00%  tclsh8.6         libmariadb.so.3             [.] 0x00000000000246db
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000740abb
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000b93ec4
     0.00%     0.00%  jbd2/nvme3n1p4-  [kernel.kallsyms]           [k] jbd2_journal_switch_revoke_table
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000ccd429
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000d9c222
     0.00%     0.00%  kworker/22:2-ev  [kernel.kallsyms]           [k] _raw_spin_lock_irq
     0.00%     0.00%  kswapd0          [kernel.kallsyms]           [k] set_task_reclaim_state
     0.00%     0.00%  kworker/18:2     [kernel.kallsyms]           [k] __update_load_avg_se
     0.00%     0.00%  jbd2/nvme3n1p4-  [kernel.kallsyms]           [k] __common_interrupt
     0.00%     0.00%  jbd2/nvme3n1p4-  [kernel.kallsyms]           [k] __handle_irq_event_percpu
     0.00%     0.00%  jbd2/nvme3n1p4-  [kernel.kallsyms]           [k] asm_common_interrupt
     0.00%     0.00%  jbd2/nvme3n1p4-  [kernel.kallsyms]           [k] blk_mq_end_request
     0.00%     0.00%  jbd2/nvme3n1p4-  [kernel.kallsyms]           [k] blk_update_request
     0.00%     0.00%  jbd2/nvme3n1p4-  [kernel.kallsyms]           [k] common_interrupt
     0.00%     0.00%  jbd2/nvme3n1p4-  [kernel.kallsyms]           [k] handle_edge_irq
     0.00%     0.00%  jbd2/nvme3n1p4-  [kernel.kallsyms]           [k] handle_irq_event
     0.00%     0.00%  jbd2/nvme3n1p4-  [kernel.kallsyms]           [k] iomap_dio_bio_end_io
     0.00%     0.00%  jbd2/nvme3n1p4-  [kernel.kallsyms]           [k] nvme_irq
     0.00%     0.00%  jbd2/nvme3n1p4-  [kernel.kallsyms]           [k] nvme_process_cq
     0.00%     0.00%  kworker/21:2-ev  [kernel.kallsyms]           [k] update_rq_clock_task
     0.00%     0.00%  kworker/7:2-mm_  [kernel.kallsyms]           [k] update_cfs_group
     0.00%     0.00%  mariadbd         [kernel.kallsyms]           [k] jbd2_log_wait_commit
     0.00%     0.00%  kworker/16:1-mm  [kernel.kallsyms]           [k] refresh_cpu_vm_stats
     0.00%     0.00%  kworker/21:2-ev  [kernel.kallsyms]           [k] __rdgsbase_inactive
     0.00%     0.00%  kworker/8:1-eve  [kernel.kallsyms]           [k] cgroup_rstat_updated
     0.00%     0.00%  kworker/8:1-eve  [kernel.kallsyms]           [k] __cgroup_account_cputime
     0.00%     0.00%  kworker/1:2-eve  [kernel.kallsyms]           [k] bio_release_pages
     0.00%     0.00%  kworker/1:2-eve  [kernel.kallsyms]           [k] blk_update_request
     0.00%     0.00%  kworker/1:2-eve  [kernel.kallsyms]           [k] iomap_dio_bio_end_io
     0.00%     0.00%  khugepaged       [kernel.kallsyms]           [k] isolate_page
     0.00%     0.00%  kworker/11:2     [kernel.kallsyms]           [k] _find_next_bit
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000d61cc4
     0.00%     0.00%  kworker/31:8     [kernel.kallsyms]           [k] fput
     0.00%     0.00%  kworker/28:2-ev  [kernel.kallsyms]           [k] update_rq_clock_task
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000da21c9
     0.00%     0.00%  kworker/26:2-ev  [kernel.kallsyms]           [k] __switch_to_asm
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000d92ecf
     0.00%     0.00%  kworker/8:3      [kernel.kallsyms]           [k] __switch_to
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000d91732
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000d7a2a5
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000d39c7e
     0.00%     0.00%  kworker/19:2-ev  [kernel.kallsyms]           [k] nvme_process_cq
     0.00%     0.00%  kworker/19:2-ev  [kernel.kallsyms]           [k] __common_interrupt
     0.00%     0.00%  kworker/19:2-ev  [kernel.kallsyms]           [k] __handle_irq_event_percpu
     0.00%     0.00%  kworker/19:2-ev  [kernel.kallsyms]           [k] asm_common_interrupt
     0.00%     0.00%  kworker/19:2-ev  [kernel.kallsyms]           [k] common_interrupt
     0.00%     0.00%  kworker/19:2-ev  [kernel.kallsyms]           [k] handle_edge_irq
     0.00%     0.00%  kworker/19:2-ev  [kernel.kallsyms]           [k] handle_irq_event
     0.00%     0.00%  kworker/19:2-ev  [kernel.kallsyms]           [k] nvme_irq
     0.00%     0.00%  dnf              [kernel.kallsyms]           [k] timekeeping_advance
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000d9c188
     0.00%     0.00%  mariadbd         mariadbd                    [.] _ZN5TABLE18verify_constraintsEb
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000d7416f
     0.00%     0.00%  top              [kernel.kallsyms]           [k] check_cpu_stall
     0.00%     0.00%  top              [kernel.kallsyms]           [k] __hrtimer_run_queues
     0.00%     0.00%  top              [kernel.kallsyms]           [k] __run_hrtimer
     0.00%     0.00%  top              [kernel.kallsyms]           [k] __sysvec_apic_timer_interrupt
     0.00%     0.00%  top              [kernel.kallsyms]           [k] hrtimer_interrupt
     0.00%     0.00%  top              [kernel.kallsyms]           [k] rcu_pending
     0.00%     0.00%  top              [kernel.kallsyms]           [k] rcu_sched_clock_irq
     0.00%     0.00%  top              [kernel.kallsyms]           [k] tick_sched_handle
     0.00%     0.00%  top              [kernel.kallsyms]           [k] tick_sched_timer
     0.00%     0.00%  top              [kernel.kallsyms]           [k] update_process_times
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000c9d177
     0.00%     0.00%  kworker/14:1H    [kernel.kallsyms]           [k] pick_next_task_fair
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000da15fa
     0.00%     0.00%  kworker/16:1-mm  [kernel.kallsyms]           [k] pwq_dec_nr_in_flight
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000b87d81
     0.00%     0.00%  swapper          [kernel.kallsyms]           [k] __pci_write_msi_msg
     0.00%     0.00%  kworker/17:1-mm  [kernel.kallsyms]           [k] native_sched_clock
