# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 1M of event 'cycles'
# Event count (approx.): 3857111269407
#
# Children      Self  Command          Shared Object                       Symbol                                                                                                                                                                                               
# ........  ........  ...............  ..................................  .....................................................................................................................................................................................................
#
    43.75%     0.05%  Executor task l  [kernel.kallsyms]                   [k] entry_SYSCALL_64_after_hwframe
    43.70%     0.07%  Executor task l  [kernel.kallsyms]                   [k] do_syscall_64
    32.57%     0.03%  Executor task l  [kernel.kallsyms]                   [k] ksys_read
    32.34%     0.06%  Executor task l  [kernel.kallsyms]                   [k] vfs_read
    32.00%     0.15%  Executor task l  [kernel.kallsyms]                   [k] new_sync_read
    31.80%     0.48%  Executor task l  [kernel.kallsyms]                   [k] filemap_read
    24.14%     0.15%  Executor task l  [kernel.kallsyms]                   [k] asm_sysvec_apic_timer_interrupt
    23.40%     0.06%  Executor task l  [kernel.kallsyms]                   [k] sysvec_apic_timer_interrupt
    23.19%    22.37%  Executor task l  [kernel.kallsyms]                   [k] copy_user_generic_string
    21.34%     0.28%  Executor task l  [kernel.kallsyms]                   [k] __sysvec_apic_timer_interrupt
    20.96%     0.52%  Executor task l  [kernel.kallsyms]                   [k] hrtimer_interrupt
    20.82%     0.05%  Executor task l  [kernel.kallsyms]                   [k] copy_page_to_iter
    20.77%     0.11%  Executor task l  [kernel.kallsyms]                   [k] copy_page_to_iter_iovec
    18.56%     0.44%  Executor task l  [kernel.kallsyms]                   [k] __hrtimer_run_queues
    18.13%     0.03%  Executor task l  [kernel.kallsyms]                   [k] __run_hrtimer
    17.32%     0.15%  Executor task l  [kernel.kallsyms]                   [k] tick_sched_timer
    16.24%     0.08%  Executor task l  [kernel.kallsyms]                   [k] tick_sched_handle
    16.04%     0.61%  Executor task l  [kernel.kallsyms]                   [k] update_process_times
    11.96%     0.57%  Executor task l  [kernel.kallsyms]                   [k] scheduler_tick
    10.14%     0.10%  Executor task l  [kernel.kallsyms]                   [k] filemap_get_pages
     9.18%     0.01%  Executor task l  [kernel.kallsyms]                   [k] ksys_write
     9.13%     0.08%  Executor task l  [kernel.kallsyms]                   [k] vfs_write
     9.03%     0.02%  Executor task l  [kernel.kallsyms]                   [k] new_sync_write
     8.98%     0.02%  Executor task l  [kernel.kallsyms]                   [k] ext4_buffered_write_iter
     8.83%     0.05%  Executor task l  [kernel.kallsyms]                   [k] page_cache_ra_unbounded
     8.35%     0.08%  Executor task l  [kernel.kallsyms]                   [k] generic_perform_write
     5.68%     0.43%  Executor task l  [kernel.kallsyms]                   [k] __alloc_pages
     5.58%     0.04%  Executor task l  [kernel.kallsyms]                   [k] asm_exc_page_fault
     5.39%     0.67%  Executor task l  [kernel.kallsyms]                   [k] task_tick_fair
     5.39%     0.02%  Executor task l  [kernel.kallsyms]                   [k] exc_page_fault
     5.30%     0.02%  Executor task l  [kernel.kallsyms]                   [k] do_user_addr_fault
     4.88%     0.03%  Executor task l  [kernel.kallsyms]                   [k] handle_mm_fault
     4.81%     0.52%  Executor task l  [kernel.kallsyms]                   [k] perf_event_task_tick
     4.81%     0.04%  Executor task l  [kernel.kallsyms]                   [k] add_to_page_cache_lru
     4.78%     0.05%  Executor task l  [kernel.kallsyms]                   [k] __handle_mm_fault
     4.67%     0.04%  Executor task l  [kernel.kallsyms]                   [k] do_anonymous_page
     4.64%     0.19%  Executor task l  [kernel.kallsyms]                   [k] get_page_from_freelist
     4.29%     2.25%  Executor task l  [kernel.kallsyms]                   [k] perf_adjust_freq_unthr_context
     3.63%     0.63%  Executor task l  [kernel.kallsyms]                   [k] __add_to_page_cache_locked
     3.54%     0.06%  Executor task l  [kernel.kallsyms]                   [k] ext4_da_write_begin
     3.40%     0.05%  Executor task l  [kernel.kallsyms]                   [k] alloc_pages_vma
     3.30%     0.00%  kswapd0          [kernel.kallsyms]                   [k] kswapd
     3.30%     0.00%  kswapd0          [kernel.kallsyms]                   [k] kthread
     3.30%     0.00%  kswapd0          [kernel.kallsyms]                   [k] ret_from_fork
     3.30%     0.00%  kswapd0          [kernel.kallsyms]                   [k] balance_pgdat
     3.29%     0.00%  kswapd0          [kernel.kallsyms]                   [k] shrink_node
     3.29%     0.01%  kswapd0          [kernel.kallsyms]                   [k] shrink_node_memcgs
     2.90%     0.00%  kswapd0          [kernel.kallsyms]                   [k] shrink_lruvec
     2.83%     0.01%  kswapd0          [kernel.kallsyms]                   [k] shrink_inactive_list
