# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 1M of event 'cycles'
# Event count (approx.): 3335148563585
#
# Children      Self  Command          Shared Object                       Symbol                                                                                                                                                           
# ........  ........  ...............  ..................................  .................................................................................................................................................................
#
    48.24%     0.05%  Executor task l  [kernel.kallsyms]                   [k] entry_SYSCALL_64_after_hwframe
    48.19%     0.05%  Executor task l  [kernel.kallsyms]                   [k] do_syscall_64
    36.58%     0.04%  Executor task l  [kernel.kallsyms]                   [k] ksys_read
    36.31%     0.07%  Executor task l  [kernel.kallsyms]                   [k] vfs_read
    35.98%     0.11%  Executor task l  [kernel.kallsyms]                   [k] new_sync_read
    35.78%     0.54%  Executor task l  [kernel.kallsyms]                   [k] filemap_read
    26.35%     0.17%  Executor task l  [kernel.kallsyms]                   [k] asm_sysvec_apic_timer_interrupt
    25.97%     0.07%  Executor task l  [kernel.kallsyms]                   [k] sysvec_apic_timer_interrupt
    25.31%    24.48%  Executor task l  [kernel.kallsyms]                   [k] copy_user_generic_string
    23.75%     0.34%  Executor task l  [kernel.kallsyms]                   [k] __sysvec_apic_timer_interrupt
    23.30%     0.58%  Executor task l  [kernel.kallsyms]                   [k] hrtimer_interrupt
    22.86%     0.07%  Executor task l  [kernel.kallsyms]                   [k] copy_page_to_iter
    22.78%     0.11%  Executor task l  [kernel.kallsyms]                   [k] copy_page_to_iter_iovec
    20.55%     0.46%  Executor task l  [kernel.kallsyms]                   [k] __hrtimer_run_queues
    20.09%     0.04%  Executor task l  [kernel.kallsyms]                   [k] __run_hrtimer
    19.17%     0.08%  Executor task l  [kernel.kallsyms]                   [k] tick_sched_timer
    18.08%     0.08%  Executor task l  [kernel.kallsyms]                   [k] tick_sched_handle
    17.84%     0.68%  Executor task l  [kernel.kallsyms]                   [k] update_process_times
    13.18%     0.65%  Executor task l  [kernel.kallsyms]                   [k] scheduler_tick
    12.02%     0.12%  Executor task l  [kernel.kallsyms]                   [k] filemap_get_pages
    10.62%     0.19%  Executor task l  [kernel.kallsyms]                   [k] page_cache_ra_unbounded
     9.63%     0.01%  Executor task l  [kernel.kallsyms]                   [k] ksys_write
     9.57%     0.07%  Executor task l  [kernel.kallsyms]                   [k] vfs_write
     9.47%     0.02%  Executor task l  [kernel.kallsyms]                   [k] new_sync_write
     9.44%     0.02%  Executor task l  [kernel.kallsyms]                   [k] ext4_buffered_write_iter
     8.80%     0.08%  Executor task l  [kernel.kallsyms]                   [k] generic_perform_write
     5.89%     0.74%  Executor task l  [kernel.kallsyms]                   [k] task_tick_fair
     5.83%     0.05%  Executor task l  [kernel.kallsyms]                   [k] add_to_page_cache_lru
     5.23%     0.54%  Executor task l  [kernel.kallsyms]                   [k] perf_event_task_tick
     5.14%     0.49%  Executor task l  [kernel.kallsyms]                   [k] __alloc_pages
     4.69%     2.33%  Executor task l  [kernel.kallsyms]                   [k] perf_adjust_freq_unthr_context
     4.40%     0.41%  Executor task l  [kernel.kallsyms]                   [k] __add_to_page_cache_locked
     4.19%     0.20%  Executor task l  [kernel.kallsyms]                   [k] get_page_from_freelist
     4.15%     0.04%  Executor task l  [kernel.kallsyms]                   [k] asm_exc_page_fault
     3.99%     0.01%  Executor task l  [kernel.kallsyms]                   [k] exc_page_fault
     3.91%     0.01%  Executor task l  [kernel.kallsyms]                   [k] do_user_addr_fault
     3.69%     0.07%  Executor task l  [kernel.kallsyms]                   [k] ext4_da_write_begin
     3.63%     0.02%  Executor task l  [kernel.kallsyms]                   [k] handle_mm_fault
