# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 32K of event 'cycles'
# Event count (approx.): 478879349612
#
# Children      Self  Command          Shared Object            Symbol                                                                                                                           
# ........  ........  ...............  .......................  .................................................................................................................................
#
     0.01%     0.00%  kworker/26:1H-k  [kernel.kallsyms]        [k] blk_mq_run_hw_queues
     0.01%     0.00%  kworker/26:1H-k  [kernel.kallsyms]        [k] kthread
     0.01%     0.00%  kworker/26:1H-k  [kernel.kallsyms]        [k] process_one_work
     0.01%     0.00%  kworker/26:1H-k  [kernel.kallsyms]        [k] ret_from_fork
     0.01%     0.00%  kworker/26:1H-k  [kernel.kallsyms]        [k] worker_thread
     0.01%     0.01%  swapper          [kernel.kallsyms]        [k] _raw_spin_trylock
     0.01%     0.01%  mariadbd         mariadbd                 [.] 0x0000000000a95307
     0.01%     0.01%  mariadbd         [kernel.kallsyms]        [k] lock_page_memcg
     0.01%     0.00%  kworker/0:4-mm_  [kernel.kallsyms]        [k] ttwu_queue_wakelist
     0.01%     0.01%  mariadbd         mariadbd                 [.] _ZN10Item_field7cleanupEv
     0.01%     0.00%  mariadbd         [kernel.kallsyms]        [k] ext4_es_scan_range
     0.01%     0.01%  mariadbd         mariadbd                 [.] 0x0000000000da0117
     0.01%     0.01%  mariadbd         mariadbd                 [.] 0x0000000000ca024f
     0.01%     0.01%  mariadbd         mariadbd                 [.] _ZNK5Field11pack_lengthEv
     0.01%     0.01%  mariadbd         mariadbd                 [.] _Z19check_stack_overrunP3THDlPh
     0.01%     0.01%  mariadbd         mariadbd                 [.] 0x0000000000dd2971
     0.01%     0.01%  mariadbd         mariadbd                 [.] 0x0000000000ca5bba
     0.01%     0.01%  mariadbd         mariadbd                 [.] _ZN13select_result8prepare2EP4JOIN
     0.01%     0.01%  mariadbd         mariadbd                 [.] 0x0000000000ca3f88
     0.01%     0.01%  kworker/29:0-mm  [kernel.kallsyms]        [k] _raw_spin_lock_irqsave
     0.01%     0.01%  mariadbd         mariadbd                 [.] 0x0000000000d61cde
     0.01%     0.00%  kworker/27:0-mm  [kernel.kallsyms]        [k] __wake_up_common
     0.01%     0.00%  kworker/27:0-mm  [kernel.kallsyms]        [k] autoremove_wake_function
     0.01%     0.00%  kworker/27:0-mm  [kernel.kallsyms]        [k] try_to_wake_up
     0.01%     0.01%  tclsh8.6         libmariadb.so.3          [.] 0x0000000000025519
     0.01%     0.01%  mariadbd         mariadbd                 [.] 0x0000000000c9e761
     0.01%     0.01%  kworker/26:2-di  [kernel.kallsyms]        [k] cpus_share_cache
     0.01%     0.01%  mariadbd         mariadbd                 [.] 0x0000000000ea8e12
     0.01%     0.00%  kworker/22:4-di  [kernel.kallsyms]        [k] __wake_up_common
     0.01%     0.00%  kworker/22:4-di  [kernel.kallsyms]        [k] __wake_up_common_lock
     0.01%     0.00%  kworker/22:4-di  [kernel.kallsyms]        [k] aio_complete_rw
     0.01%     0.00%  kworker/22:4-di  [kernel.kallsyms]        [k] autoremove_wake_function
     0.01%     0.00%  kworker/22:4-di  [kernel.kallsyms]        [k] try_to_wake_up
     0.01%     0.01%  mariadbd         libpthread-2.28.so       [.] __pthread_mutex_trylock
     0.01%     0.01%  mariadbd         mariadbd                 [.] 0x0000000000d39fb0
     0.01%     0.00%  kworker/24:2-di  [kernel.kallsyms]        [k] try_to_wake_up
     0.01%     0.00%  kworker/24:2-di  [kernel.kallsyms]        [k] __wake_up_common
     0.01%     0.00%  kworker/24:2-di  [kernel.kallsyms]        [k] __wake_up_common_lock
     0.01%     0.00%  kworker/24:2-di  [kernel.kallsyms]        [k] autoremove_wake_function
     0.01%     0.00%  kworker/28:2-di  [kernel.kallsyms]        [k] __schedule
     0.01%     0.00%  kworker/28:2-di  [kernel.kallsyms]        [k] schedule
     0.01%     0.01%  mariadbd         mariadbd                 [.] 0x00000000006df750
     0.01%     0.01%  swapper          [kernel.kallsyms]        [k] bio_put
     0.01%     0.00%  sshd             [kernel.kallsyms]        [k] __x64_sys_select
     0.01%     0.00%  sshd             [kernel.kallsyms]        [k] core_sys_select
     0.01%     0.00%  sshd             [kernel.kallsyms]        [k] do_select
     0.01%     0.00%  sshd             [kernel.kallsyms]        [k] kern_select
     0.01%     0.01%  mariadbd         mariadbd                 [.] 0x0000000000d77586
     0.01%     0.01%  mariadbd         [kernel.kallsyms]        [k] irq_work_run_list
     0.01%     0.01%  mariadbd         [kernel.kallsyms]        [k] avc_policy_seqno
     0.01%     0.00%  kworker/26:2-di  [kernel.kallsyms]        [k] __schedule
     0.01%     0.00%  kworker/26:2-di  [kernel.kallsyms]        [k] schedule
     0.01%     0.01%  swapper          [kernel.kallsyms]        [k] rcu_irq_exit
     0.01%     0.00%  rcu_sched        [kernel.kallsyms]        [k] dequeue_entity
     0.01%     0.00%  rcu_sched        [kernel.kallsyms]        [k] dequeue_task_fair
     0.01%     0.01%  mariadbd         mariadbd                 [.] _ZNK14Field_longlong11pack_lengthEv
     0.01%     0.00%  mariadbd         [kernel.kallsyms]        [k] try_to_grab_pending
     0.01%     0.01%  mariadbd         mariadbd                 [.] 0x0000000000c8bbca
     0.01%     0.00%  kworker/14:1-di  [kernel.kallsyms]        [k] __wake_up_common
     0.01%     0.00%  kworker/14:1-di  [kernel.kallsyms]        [k] autoremove_wake_function
     0.01%     0.00%  kworker/14:1-di  [kernel.kallsyms]        [k] try_to_wake_up
     0.01%     0.01%  mariadbd         mariadbd                 [.] 0x0000000000da05f3
     0.01%     0.01%  kswapd0          [kernel.kallsyms]        [k] __slab_free
     0.01%     0.01%  mariadbd         libpthread-2.28.so       [.] __condvar_confirm_wakeup
     0.01%     0.01%  mariadbd         mariadbd                 [.] 0x0000000000d9173a
     0.01%     0.00%  mariadbd         [kernel.kallsyms]        [k] ext4_cache_extents
     0.01%     0.00%  mariadbd         [kernel.kallsyms]        [k] ext4_es_cache_extent
     0.01%     0.01%  mariadbd         mariadbd                 [.] 0x0000000000727070
     0.01%     0.01%  tclsh8.6         libmariadb.so.3          [.] 0x0000000000020a25
     0.01%     0.01%  mariadbd         [kernel.kallsyms]        [k] errseq_check
     0.01%     0.00%  mariadbd         [kernel.kallsyms]        [k] ext4_check_bdev_write_error
     0.01%     0.01%  tclsh8.6         libmariadb.so.3          [.] 0x0000000000022def
     0.01%     0.00%  kworker/12:4     [kernel.kallsyms]        [k] select_task_rq_fair
     0.01%     0.00%  kworker/12:4     [kernel.kallsyms]        [k] __wake_up_common
     0.01%     0.00%  kworker/12:4     [kernel.kallsyms]        [k] __wake_up_common_lock
     0.01%     0.00%  kworker/12:4     [kernel.kallsyms]        [k] autoremove_wake_function
     0.01%     0.00%  kworker/12:4     [kernel.kallsyms]        [k] try_to_wake_up
     0.01%     0.01%  mariadbd         [kernel.kallsyms]        [k] ksm_might_need_to_copy
     0.01%     0.01%  mariadbd         mariadbd                 [.] _ZN5tpool9aio_linux9submit_ioEPNS_5aiocbE
     0.01%     0.00%  jbd2/nvme3n1p4-  [kernel.kallsyms]        [k] crc32c_pcl_intel_update
     0.01%     0.00%  jbd2/nvme3n1p4-  [kernel.kallsyms]        [k] jbd2_block_tag_csum_set
     0.01%     0.01%  mariadbd         mariadbd                 [.] 0x0000000000c829a5
     0.01%     0.00%  rcu_sched        [kernel.kallsyms]        [k] rcu_gp_cleanup
     0.01%     0.01%  mariadbd         mariadbd                 [.] 0x0000000000c9f919
     0.01%     0.01%  tclsh8.6         libmariadb.so.3          [.] 0x0000000000022ded
     0.01%     0.01%  mariadbd         mariadbd                 [.] 0x0000000000d9211e
     0.01%     0.00%  swapper          [kernel.kallsyms]        [k] autoremove_wake_function
     0.01%     0.01%  mariadbd         mariadbd                 [.] 0x0000000000d29789
     0.01%     0.01%  mariadbd         mariadbd                 [.] 0x000000000085b280
     0.01%     0.01%  mariadbd         mariadbd                 [.] my_net_read_packet
     0.01%     0.01%  kworker/7:2-dio  [kernel.kallsyms]        [k] switch_mm_irqs_off
     0.01%     0.01%  mariadbd         mariadbd                 [.] _ZNK12Type_handler15type_collectionEv
     0.01%     0.01%  tclsh8.6         [kernel.kallsyms]        [k] put_prev_task_fair
     0.01%     0.01%  swapper          [kernel.kallsyms]        [k] dma_unmap_page_attrs
     0.01%     0.01%  tclsh8.6         libmariadb.so.3          [.] 0x00000000000252d0
     0.01%     0.01%  kworker/26:2-di  [kernel.kallsyms]        [k] __ext4_ext_dirty
     0.01%     0.00%  kworker/26:2-di  [kernel.kallsyms]        [k] ext4_convert_unwritten_extents
     0.01%     0.00%  kworker/26:2-di  [kernel.kallsyms]        [k] ext4_dio_write_end_io
     0.01%     0.00%  kworker/26:2-di  [kernel.kallsyms]        [k] ext4_ext_handle_unwritten_extents
     0.01%     0.00%  kworker/26:2-di  [kernel.kallsyms]        [k] ext4_ext_map_blocks
     0.01%     0.00%  kworker/26:2-di  [kernel.kallsyms]        [k] ext4_map_blocks
     0.01%     0.00%  kworker/26:2-di  [kernel.kallsyms]        [k] iomap_dio_complete
     0.01%     0.00%  kworker/26:2-di  [kernel.kallsyms]        [k] iomap_dio_complete_work
     0.01%     0.01%  tclsh8.6         [kernel.kallsyms]        [k] __calc_delta
     0.01%     0.01%  mariadbd         mariadbd                 [.] 0x0000000000d9cfdb
     0.01%     0.01%  mariadbd         [kernel.kallsyms]        [k] mpage_add_bh_to_extent
     0.01%     0.00%  tclsh8.6         [kernel.kallsyms]        [k] cpumask_next_and
     0.01%     0.00%  tclsh8.6         [kernel.kallsyms]        [k] sysvec_call_function
     0.01%     0.00%  tclsh8.6         [kernel.kallsyms]        [k] asm_sysvec_call_function
     0.01%     0.01%  mariadbd         mariadbd                 [.] _Z11check_grantP3THD11privilege_tP10TABLE_LISTbjb
     0.01%     0.01%  tclsh8.6         [kernel.kallsyms]        [k] ktime_get_coarse_real_ts64
     0.01%     0.01%  mariadbd         mariadbd                 [.] 0x0000000000c860af
     0.01%     0.01%  kswapd0          [kernel.kallsyms]        [k] __list_add_valid
     0.01%     0.01%  mariadbd         mariadbd                 [.] 0x0000000000d8fc54
     0.01%     0.00%  kworker/25:3-mm  [kernel.kallsyms]        [k] ttwu_queue_wakelist
     0.01%     0.01%  mariadbd         mariadbd                 [.] _Z24set_statistics_for_tableP3THDP5TABLE
     0.01%     0.01%  mariadbd         mariadbd                 [.] 0x0000000000da095f
     0.01%     0.01%  mariadbd         mariadbd                 [.] _Z12mysql_selectP3THDP10TABLE_LISTR4ListI4ItemEPS4_jP8st_orderS9_S7_S9_yP13select_resultP18st_select_lex_unitP13st_select_lex
     0.01%     0.00%  kworker/7:2-dio  [kernel.kallsyms]        [k] wake_affine
     0.01%     0.00%  kworker/31:1H-k  [kernel.kallsyms]        [k] worker_thread
     0.01%     0.00%  kworker/31:1H-k  [kernel.kallsyms]        [k] kthread
     0.01%     0.00%  kworker/31:1H-k  [kernel.kallsyms]        [k] ret_from_fork
     0.01%     0.01%  mariadbd         [kernel.kallsyms]        [k] update_pvclock_gtod
     0.01%     0.01%  tclsh8.6         libmariadb.so.3          [.] 0x000000000001aa68
     0.01%     0.01%  tclsh8.6         libmariadb.so.3          [.] 0x0000000000025491
     0.01%     0.01%  mariadbd         mariadbd                 [.] 0x0000000000ea8df5
     0.01%     0.01%  tclsh8.6         libmariadb.so.3          [.] 0x0000000000023f2c
     0.01%     0.01%  mariadbd         [kernel.kallsyms]        [k] update_sd_pick_busiest
     0.01%     0.01%  mariadbd         mariadbd                 [.] _Z11alloc_queryP3THDPKcm
     0.01%     0.00%  mariadbd         [kernel.kallsyms]        [k] bio_clone_fast
     0.01%     0.00%  mariadbd         [kernel.kallsyms]        [k] bio_split
     0.01%     0.01%  tclsh8.6         [kernel.kallsyms]        [k] __fdget
     0.01%     0.01%  mariadbd         mariadbd                 [.] 0x0000000000da1f88
     0.01%     0.01%  mariadbd         [vdso]                   [.] 0x00000000000007f6
     0.01%     0.01%  tclsh8.6         [kernel.kallsyms]        [k] dma_direct_unmap_sg
     0.01%     0.01%  mariadbd         [kernel.kallsyms]        [k] mutex_unlock
     0.01%     0.01%  swapper          [kernel.kallsyms]        [k] perf_swevent_stop
     0.01%     0.01%  mariadbd         mariadbd                 [.] _ZN13Item_func_mul10decimal_opEP10my_decimal
     0.01%     0.01%  tclsh8.6         [kernel.kallsyms]        [k] __bitmap_and
     0.01%     0.01%  tclsh8.6         libtcl8.6.so             [.] TclThreadAllocObj
     0.01%     0.00%  mariadbd         [kernel.kallsyms]        [k] __ext4_ext_check
     0.01%     0.01%  mariadbd         mariadbd                 [.] 0x00000000007b62f3
     0.01%     0.00%  swapper          [kernel.kallsyms]        [k] __mod_lruvec_page_state
     0.01%     0.01%  mariadbd         mariadbd                 [.] 0x0000000000c48723
     0.01%     0.00%  kworker/3:1-mm_  [kernel.kallsyms]        [k] __wake_up_common
     0.01%     0.00%  kworker/3:1-mm_  [kernel.kallsyms]        [k] __wake_up_common_lock
     0.01%     0.00%  kworker/3:1-mm_  [kernel.kallsyms]        [k] autoremove_wake_function
     0.01%     0.00%  kworker/3:1-mm_  [kernel.kallsyms]        [k] try_to_wake_up
     0.01%     0.00%  tclsh8.6         [kernel.kallsyms]        [k] ktime_get_update_offsets_now
     0.01%     0.01%  mariadbd         mariadbd                 [.] _Z17general_log_writeP3THD19enum_server_commandPKcm
     0.01%     0.01%  mariadbd         mariadbd                 [.] 0x0000000000c42cf2
     0.01%     0.01%  swapper          [kernel.kallsyms]        [k] select_idle_sibling
     0.01%     0.01%  kworker/22:4-di  [kernel.kallsyms]        [k] iomap_dio_complete
     0.01%     0.00%  kworker/22:4-di  [kernel.kallsyms]        [k] iomap_dio_complete_work
     0.01%     0.01%  mariadbd         mariadbd                 [.] 0x0000000000cf956b
     0.01%     0.01%  mariadbd         mariadbd                 [.] _Z17trans_commit_stmtP3THD
     0.01%     0.01%  mariadbd         mariadbd                 [.] _ZN4ItemC2EP3THD
     0.01%     0.01%  mariadbd         mariadbd                 [.] _ZN10TABLE_LIST33is_with_table_recursive_referenceEv
     0.01%     0.01%  tclsh8.6         [kernel.kallsyms]        [k] skb_free_head
     0.01%     0.01%  kworker/31:0-mm  [kernel.kallsyms]        [k] aio_complete
     0.01%     0.01%  mariadbd         [kernel.kallsyms]        [k] map_id_up
     0.01%     0.00%  swapper          [kernel.kallsyms]        [k] pvclock_gtod_notify
     0.01%     0.00%  swapper          [kernel.kallsyms]        [k] raw_notifier_call_chain
     0.01%     0.01%  mariadbd         mariadbd                 [.] 0x0000000000dd2980
     0.01%     0.01%  mariadbd         mariadbd                 [.] 0x0000000000d29948
     0.01%     0.01%  swapper          [kernel.kallsyms]        [k] switch_ldt
     0.01%     0.01%  mariadbd         mariadbd                 [.] _ZN11sp_rcontext20handle_sql_conditionEP3THDPjPK8sp_instr
     0.01%     0.00%  kworker/11:1H-k  [kernel.kallsyms]        [k] wq_worker_running
     0.01%     0.01%  mariadbd         libstdc++.so.6.0.25      [.] 0x000000000008ce84
     0.01%     0.00%  kworker/19:1     [kernel.kallsyms]        [k] aio_complete
     0.01%     0.01%  mariadbd         mariadbd                 [.] 0x0000000000c30880
     0.01%     0.01%  mariadbd         mariadbd                 [.] _ZN13st_join_table7cleanupEv
     0.01%     0.01%  mariadbd         mariadbd                 [.] _ZNK23Field_datetime_with_dec8decimalsEv
     0.01%     0.01%  mariadbd         mariadbd                 [.] 0x0000000000ca42da
     0.01%     0.01%  mariadbd         mariadbd                 [.] 0x0000000000d9be7b
     0.01%     0.01%  mariadbd         mariadbd                 [.] _ZN18QUICK_RANGE_SELECT8get_nextEv
     0.01%     0.00%  kcompactd0       [kernel.kallsyms]        [k] isolate_migratepages
     0.01%     0.00%  kcompactd0       [kernel.kallsyms]        [k] isolate_migratepages_block
     0.01%     0.01%  mariadbd         mariadbd                 [.] _Z26read_statistics_for_tablesP3THDP10TABLE_LIST
     0.01%     0.00%  mariadbd         [kernel.kallsyms]        [k] rq_qos_wait
     0.01%     0.01%  mariadbd         [kernel.kallsyms]        [k] queued_spin_unlock
     0.01%     0.01%  kworker/7:2-dio  [kernel.kallsyms]        [k] _raw_spin_lock_irqsave
     0.01%     0.01%  mariadbd         mariadbd                 [.] 0x0000000000ca4034
     0.01%     0.01%  mariadbd         mariadbd                 [.] _ZN10Item_equal10fix_fieldsEP3THDPP4Item
     0.01%     0.01%  mariadbd         mariadbd                 [.] 0x0000000000d778c6
     0.01%     0.00%  tclsh8.6         [kernel.kallsyms]        [k] ksys_write
     0.01%     0.01%  mariadbd         mariadbd                 [.] 0x0000000000dd4293
     0.01%     0.01%  kworker/29:0-mm  [kernel.kallsyms]        [k] __default_send_IPI_dest_field
     0.01%     0.00%  kworker/29:0-mm  [kernel.kallsyms]        [k] __wake_up_common
     0.01%     0.00%  kworker/29:0-mm  [kernel.kallsyms]        [k] autoremove_wake_function
     0.01%     0.00%  kworker/29:0-mm  [kernel.kallsyms]        [k] check_preempt_curr
     0.01%     0.00%  kworker/29:0-mm  [kernel.kallsyms]        [k] default_send_IPI_single_phys
     0.01%     0.00%  kworker/29:0-mm  [kernel.kallsyms]        [k] try_to_wake_up
     0.01%     0.00%  kworker/29:0-mm  [kernel.kallsyms]        [k] ttwu_do_wakeup
     0.01%     0.01%  mariadbd         mariadbd                 [.] 0x0000000000c9fe8c
     0.01%     0.01%  mariadbd         mariadbd                 [.] my_strtoll10
     0.01%     0.01%  tclsh8.6         libc-2.28.so             [.] __errno_location
     0.01%     0.01%  swapper          [kernel.kallsyms]        [k] __note_gp_changes
     0.01%     0.01%  mariadbd         [kernel.kallsyms]        [k] blk_rq_merge_ok
     0.01%     0.01%  swapper          [kernel.kallsyms]        [k] task_tick_idle
     0.01%     0.01%  mariadbd         mariadbd                 [.] 0x0000000000b845fd
     0.01%     0.01%  mariadbd         mariadbd                 [.] 0x0000000000d9f487
     0.01%     0.01%  mariadbd         mariadbd                 [.] 0x0000000000d77cce
     0.01%     0.00%  mariadbd         [kernel.kallsyms]        [k] blk_mq_add_to_requeue_list
     0.01%     0.01%  mariadbd         [kernel.kallsyms]        [k] ksize
     0.01%     0.01%  mariadbd         [kernel.kallsyms]        [k] perf_swevent_stop
     0.01%     0.01%  mariadbd         mariadbd                 [.] 0x0000000000d77431
     0.01%     0.01%  mariadbd         mariadbd                 [.] 0x0000000000c9fc81
     0.01%     0.01%  mariadbd         mariadbd                 [.] 0x0000000000c7a267
     0.01%     0.01%  mariadbd         mariadbd                 [.] 0x0000000000ca0dc8
     0.01%     0.01%  mariadbd         mariadbd                 [.] _ZN10Item_equal14add_key_fieldsEP4JOINPP9KEY_FIELDPjyPP14SARGABLE_PARAM
     0.01%     0.01%  mariadbd         mariadbd                 [.] lf_hash_delete
     0.01%     0.01%  mariadbd         [kernel.kallsyms]        [k] offset_to_swap_extent
     0.01%     0.00%  mariadbd         [kernel.kallsyms]        [k] swap_page_sector
     0.01%     0.00%  kworker/30:2-mm  [kernel.kallsyms]        [k] enqueue_task_fair
     0.01%     0.00%  kworker/30:2-mm  [kernel.kallsyms]        [k] ttwu_do_activate
     0.01%     0.00%  kworker/21:1-di  [kernel.kallsyms]        [k] iomap_dio_complete
     0.01%     0.00%  kworker/21:1-di  [kernel.kallsyms]        [k] iomap_dio_complete_work
     0.01%     0.01%  mariadbd         mariadbd                 [.] 0x0000000000d7c232
     0.01%     0.01%  mariadbd         mariadbd                 [.] 0x0000000000d9b4a7
     0.01%     0.01%  mariadbd         mariadbd                 [.] 0x0000000000ca59ee
     0.01%     0.01%  tclsh8.6         libpthread-2.28.so       [.] __pthread_mutex_unlock_usercnt
     0.01%     0.01%  mariadbd         mariadbd                 [.] _Z15update_precheckP3THDP10TABLE_LIST
     0.01%     0.01%  kworker/19:1H-k  [kernel.kallsyms]        [k] blk_mq_run_hw_queues
     0.01%     0.00%  kworker/19:1H-k  [kernel.kallsyms]        [k] blk_mq_requeue_work
     0.01%     0.00%  kworker/19:1H-k  [kernel.kallsyms]        [k] kthread
     0.01%     0.00%  kworker/19:1H-k  [kernel.kallsyms]        [k] process_one_work
     0.01%     0.00%  kworker/19:1H-k  [kernel.kallsyms]        [k] ret_from_fork
     0.01%     0.00%  kworker/19:1H-k  [kernel.kallsyms]        [k] worker_thread
     0.01%     0.01%  mariadbd         mariadbd                 [.] 0x0000000000d70627
     0.01%     0.01%  mariadbd         mariadbd                 [.] 0x0000000000727390
     0.01%     0.00%  tclsh8.6         [kernel.kallsyms]        [k] remove_entity_load_avg
     0.01%     0.00%  kworker/17:0-mm  [kernel.kallsyms]        [k] select_idle_cpu
     0.01%     0.00%  khugepaged       [kernel.kallsyms]        [k] __alloc_pages
     0.01%     0.00%  khugepaged       [kernel.kallsyms]        [k] __alloc_pages_slowpath.constprop.0
     0.01%     0.00%  khugepaged       [kernel.kallsyms]        [k] collapse_huge_page
     0.01%     0.00%  khugepaged       [kernel.kallsyms]        [k] do_try_to_free_pages
     0.01%     0.00%  khugepaged       [kernel.kallsyms]        [k] evict_pages
     0.01%     0.00%  khugepaged       [kernel.kallsyms]        [k] khugepaged
     0.01%     0.00%  khugepaged       [kernel.kallsyms]        [k] khugepaged_do_scan
     0.01%     0.00%  khugepaged       [kernel.kallsyms]        [k] khugepaged_scan_mm_slot
     0.01%     0.00%  khugepaged       [kernel.kallsyms]        [k] khugepaged_scan_pmd
     0.01%     0.00%  khugepaged       [kernel.kallsyms]        [k] kthread
     0.01%     0.00%  khugepaged       [kernel.kallsyms]        [k] lru_gen_shrink_lruvec
     0.01%     0.00%  khugepaged       [kernel.kallsyms]        [k] ret_from_fork
     0.01%     0.00%  khugepaged       [kernel.kallsyms]        [k] shrink_node
     0.01%     0.00%  khugepaged       [kernel.kallsyms]        [k] shrink_node_memcgs
     0.01%     0.00%  khugepaged       [kernel.kallsyms]        [k] shrink_zones
     0.01%     0.00%  khugepaged       [kernel.kallsyms]        [k] try_to_free_pages
     0.01%     0.01%  tclsh8.6         [kernel.kallsyms]        [k] rcu_all_qs
     0.01%     0.01%  mariadbd         mariadbd                 [.] 0x0000000000ccd21b
     0.01%     0.01%  mariadbd         mariadbd                 [.] 0x0000000000d788b2
     0.01%     0.01%  mariadbd         mariadbd                 [.] 0x0000000000a9559b
     0.01%     0.01%  mariadbd         mariadbd                 [.] 0x0000000000dd3e85
     0.01%     0.01%  tclsh8.6         [kernel.kallsyms]        [k] ___slab_alloc
     0.01%     0.00%  mariadbd         [kernel.kallsyms]        [k] __x64_sys_madvise
     0.01%     0.00%  mariadbd         [kernel.kallsyms]        [k] do_madvise.part.0
     0.01%     0.00%  mariadbd         [kernel.kallsyms]        [k] zap_page_range
     0.01%     0.01%  mariadbd         mariadbd                 [.] 0x0000000000c9fbf8
     0.01%     0.01%  tclsh8.6         [kernel.kallsyms]        [k] __wrgsbase_inactive
     0.01%     0.00%  kworker/12:2-di  [kernel.kallsyms]        [k] __wake_up_common
     0.01%     0.00%  kworker/12:2-di  [kernel.kallsyms]        [k] __wake_up_common_lock
     0.01%     0.00%  kworker/12:2-di  [kernel.kallsyms]        [k] aio_complete_rw
     0.01%     0.00%  mariadbd         [kernel.kallsyms]        [k] get_random_u32
     0.01%     0.00%  mariadbd         [kernel.kallsyms]        [k] alloc_pages
     0.01%     0.01%  mariadbd         mariadbd                 [.] _ZN23Mrr_simple_index_reader8get_nextEPPv
     0.01%     0.01%  tclsh8.6         [kernel.kallsyms]        [k] dput
     0.01%     0.01%  mariadbd         mariadbd                 [.] _ZN7handler25update_global_table_statsEv
     0.01%     0.00%  kworker/16:2-mm  [kernel.kallsyms]        [k] dequeue_entity
     0.01%     0.00%  kworker/16:2-mm  [kernel.kallsyms]        [k] dequeue_task_fair
     0.01%     0.01%  mariadbd         mariadbd                 [.] _ZN3THD21open_temporary_tablesEP10TABLE_LIST
     0.01%     0.01%  mariadbd         [kernel.kallsyms]        [k] sysvec_reschedule_ipi
     0.01%     0.01%  kworker/15:0-mm  [kernel.kallsyms]        [k] __switch_to_asm
     0.01%     0.01%  mariadbd         mariadbd                 [.] 0x0000000000d77ec3
     0.01%     0.01%  tclsh8.6         [kernel.kallsyms]        [k] __rq_qos_done
     0.01%     0.00%  tclsh8.6         [kernel.kallsyms]        [k] blk_mq_free_request
     0.01%     0.01%  mariadbd         mariadbd                 [.] _Z14get_quick_keysP5PARAMP18QUICK_RANGE_SELECTP8KEY_PARTP7SEL_ARGPhjS7_j
     0.01%     0.01%  mariadbd         mariadbd                 [.] 0x0000000000c9d545
     0.01%     0.01%  rcu_sched        [kernel.kallsyms]        [k] update_sg_lb_stats
     0.01%     0.00%  rcu_sched        [kernel.kallsyms]        [k] find_busiest_group
     0.01%     0.00%  rcu_sched        [kernel.kallsyms]        [k] load_balance
     0.01%     0.00%  rcu_sched        [kernel.kallsyms]        [k] update_sd_lb_stats.constprop.0
     0.01%     0.01%  mariadbd         mariadbd                 [.] 0x0000000000ca3fb9
     0.01%     0.01%  kworker/30:2-mm  [kernel.kallsyms]        [k] _raw_spin_lock_irqsave
     0.01%     0.00%  kworker/30:2-mm  [kernel.kallsyms]        [k] migrate_task_rq_fair
     0.01%     0.00%  kworker/30:2-mm  [kernel.kallsyms]        [k] remove_entity_load_avg
     0.01%     0.00%  kworker/30:2-mm  [kernel.kallsyms]        [k] set_task_cpu
     0.01%     0.01%  tclsh8.6         libmariadb.so.3          [.] 0x000000000001a6be
     0.01%     0.00%  kworker/19:1     [kernel.kallsyms]        [k] __schedule
     0.01%     0.00%  kworker/19:1     [kernel.kallsyms]        [k] schedule
     0.01%     0.01%  mariadbd         mariadbd                 [.] 0x0000000000d811eb
     0.01%     0.01%  swapper          [kernel.kallsyms]        [k] delay_halt
     0.01%     0.01%  mariadbd         mariadbd                 [.] 0x0000000000d0b6d3
     0.01%     0.00%  kworker/25:3-mm  [kernel.kallsyms]        [k] __schedule
     0.01%     0.00%  kworker/25:3-mm  [kernel.kallsyms]        [k] schedule
     0.01%     0.01%  mariadbd         [kernel.kallsyms]        [k] wbt_data_dir
     0.01%     0.01%  kworker/23:1H-k  [kernel.kallsyms]        [k] rcu_all_qs
     0.01%     0.00%  kworker/23:1H-k  [kernel.kallsyms]        [k] __cond_resched
     0.01%     0.01%  tclsh8.6         libmariadb.so.3          [.] 0x00000000000240b5
     0.01%     0.00%  kworker/11:1H-k  [kernel.kallsyms]        [k] blk_mq_requeue_work
     0.01%     0.00%  kworker/11:1H-k  [kernel.kallsyms]        [k] blk_mq_run_hw_queues
     0.01%     0.00%  kworker/11:1H-k  [kernel.kallsyms]        [k] process_one_work
     0.01%     0.01%  mariadbd         [kernel.kallsyms]        [k] _mix_pool_bytes
     0.01%     0.01%  mariadbd         mariadbd                 [.] _ZN3LEX5startEP3THD
     0.01%     0.00%  kswapd0          [kernel.kallsyms]        [k] page_cache_delete
     0.01%     0.00%  tclsh8.6         [kernel.kallsyms]        [k] end_page_writeback
     0.01%     0.00%  tclsh8.6         [kernel.kallsyms]        [k] ext4_end_bio
     0.01%     0.00%  tclsh8.6         [kernel.kallsyms]        [k] ext4_finish_bio
     0.01%     0.00%  tclsh8.6         [kernel.kallsyms]        [k] test_clear_page_writeback
     0.01%     0.01%  mariadbd         mariadbd                 [.] _ZN14Explain_updateD0Ev
     0.01%     0.01%  mariadbd         mariadbd                 [.] delete_dynamic
     0.01%     0.01%  mariadbd         mariadbd                 [.] _ZN14Item_func_plus6int_opEv
     0.01%     0.01%  mariadbd         mariadbd                 [.] 0x0000000000ca7e87
     0.01%     0.00%  kworker/16:2-mm  [kernel.kallsyms]        [k] update_curr
     0.01%     0.01%  mariadbd         mariadbd                 [.] _ZN15Opt_trace_startD1Ev
     0.01%     0.01%  mariadbd         mariadbd                 [.] _ZN3THD19cleanup_after_queryEv
