# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 32K of event 'cycles'
# Event count (approx.): 478879349612
#
# Children      Self  Command          Shared Object            Symbol                                                                                                                           
# ........  ........  ...............  .......................  .................................................................................................................................
#
     0.06%     0.06%  tclsh8.6         [kernel.kallsyms]        [k] page_counter_cancel
     0.06%     0.06%  mariadbd         [kernel.kallsyms]        [k] __audit_syscall_entry
     0.06%     0.05%  swapper          [kernel.kallsyms]        [k] nohz_run_idle_balance
     0.06%     0.06%  mariadbd         [kernel.kallsyms]        [k] native_flush_tlb_one_user
     0.06%     0.06%  mariadbd         [kernel.kallsyms]        [k] _swap_info_get
     0.06%     0.03%  mariadbd         [kernel.kallsyms]        [k] wbt_wait
     0.06%     0.01%  tclsh8.6         [kernel.kallsyms]        [k] update_sd_lb_stats.constprop.0
     0.06%     0.06%  mariadbd         [kernel.kallsyms]        [k] __irqentry_text_end
     0.06%     0.06%  tclsh8.6         [kernel.kallsyms]        [k] __update_load_avg_cfs_rq
     0.06%     0.00%  mariadbd         [kernel.kallsyms]        [k] __set_page_dirty
     0.06%     0.06%  mariadbd         mariadbd                 [.] 0x0000000000ca5944
     0.06%     0.03%  mariadbd         [kernel.kallsyms]        [k] selinux_file_permission
     0.06%     0.06%  mariadbd         mariadbd                 [.] rw_pr_wrlock
     0.06%     0.02%  tclsh8.6         [kernel.kallsyms]        [k] poll_freewait
     0.06%     0.02%  mariadbd         [kernel.kallsyms]        [k] ext4_inode_csum
     0.06%     0.05%  mariadbd         [kernel.kallsyms]        [k] bio_set_pages_dirty
     0.06%     0.00%  kswapd0          [kernel.kallsyms]        [k] __swap_writepage
     0.06%     0.03%  mariadbd         [kernel.kallsyms]        [k] __swp_swapcount
     0.06%     0.00%  swapper          [kernel.kallsyms]        [k] irqentry_exit
     0.06%     0.02%  swapper          [kernel.kallsyms]        [k] rcu_idle_exit
     0.06%     0.03%  tclsh8.6         [kernel.kallsyms]        [k] page_counter_try_charge
     0.06%     0.06%  mariadbd         [kernel.kallsyms]        [k] restore_regs_and_return_to_kernel
     0.06%     0.03%  tclsh8.6         [kernel.kallsyms]        [k] x86_pmu_disable_all
     0.06%     0.01%  mariadbd         [kernel.kallsyms]        [k] drain_stock
     0.06%     0.01%  swapper          [kernel.kallsyms]        [k] bio_endio
     0.06%     0.01%  mariadbd         [kernel.kallsyms]        [k] _copy_from_iter
     0.06%     0.03%  mariadbd         [kernel.kallsyms]        [k] blk_attempt_plug_merge
     0.06%     0.03%  mariadbd         [kernel.kallsyms]        [k] kmem_cache_alloc_trace
     0.06%     0.00%  kswapd0          [kernel.kallsyms]        [k] end_swap_bio_write
     0.06%     0.00%  mariadbd         [kernel.kallsyms]        [k] blkdev_issue_flush
     0.06%     0.00%  mariadbd         [kernel.kallsyms]        [k] submit_bio_wait
     0.06%     0.00%  mariadbd         [kernel.kallsyms]        [k] _copy_to_user
     0.06%     0.05%  kswapd0          [kernel.kallsyms]        [k] __free_one_page
     0.06%     0.03%  mariadbd         [kernel.kallsyms]        [k] __sbitmap_get
     0.05%     0.05%  tclsh8.6         [kernel.kallsyms]        [k] update_rq_clock_task
     0.05%     0.05%  tclsh8.6         [kernel.kallsyms]        [k] __switch_to
     0.05%     0.05%  tclsh8.6         [kernel.kallsyms]        [k] update_cfs_group
     0.05%     0.05%  mariadbd         mariadbd                 [.] _ZN5tpool9aio_linux23getevent_thread_routineEPS0_
     0.05%     0.00%  kswapd0          [kernel.kallsyms]        [k] pagevec_lru_move_fn
     0.05%     0.04%  mariadbd         [kernel.kallsyms]        [k] dma_pool_free
     0.05%     0.05%  mariadbd         [kernel.kallsyms]        [k] __bitmap_and
     0.05%     0.02%  mariadbd         [kernel.kallsyms]        [k] timerqueue_del
     0.05%     0.05%  mariadbd         [kernel.kallsyms]        [k] syscall_exit_to_user_mode_prepare
     0.05%     0.03%  mariadbd         [kernel.kallsyms]        [k] atime_needs_update
     0.05%     0.00%  kswapd0          [kernel.kallsyms]        [k] end_page_writeback
     0.05%     0.05%  swapper          [kernel.kallsyms]        [k] get_cpu_device
     0.05%     0.04%  tclsh8.6         [kernel.kallsyms]        [k] update_sg_lb_stats
     0.05%     0.05%  mariadbd         [kernel.kallsyms]        [k] blkcg_iolatency_done_bio
     0.05%     0.01%  swapper          [kernel.kallsyms]        [k] rcu_sched_clock_irq
     0.05%     0.00%  kswapd0          [kernel.kallsyms]        [k] try_to_free_buffers
     0.05%     0.05%  swapper          [kernel.kallsyms]        [k] pm_qos_read_value
     0.05%     0.05%  mariadbd         [kernel.kallsyms]        [k] can_migrate_task.part.0
     0.05%     0.05%  mariadbd         [kernel.kallsyms]        [k] set_next_buddy
     0.05%     0.05%  mariadbd         [kernel.kallsyms]        [k] _raw_spin_lock_irq
     0.05%     0.02%  mariadbd         [kernel.kallsyms]        [k] rcu_core
     0.05%     0.05%  kswapd0          [kernel.kallsyms]        [k] xas_create
     0.05%     0.01%  mariadbd         [kernel.kallsyms]        [k] do_page_add_anon_rmap
     0.05%     0.00%  mariadbd         [kernel.kallsyms]        [k] hrtimer_try_to_cancel.part.0
     0.05%     0.05%  swapper          [kernel.kallsyms]        [k] rcu_nocb_flush_deferred_wakeup
     0.05%     0.00%  mariadbd         [kernel.kallsyms]        [k] sock_recvmsg
     0.05%     0.02%  mariadbd         [kernel.kallsyms]        [k] start_this_handle
     0.05%     0.02%  mariadbd         [kernel.kallsyms]        [k] lru_cache_add
     0.05%     0.05%  mariadbd         mariadbd                 [.] _Z20net_after_header_psiP6st_netPvmc
     0.05%     0.02%  mariadbd         [kernel.kallsyms]        [k] __virt_addr_valid
     0.05%     0.01%  swapper          [kernel.kallsyms]        [k] cpumask_next_and
     0.05%     0.03%  tclsh8.6         [kernel.kallsyms]        [k] switch_mm_irqs_off
     0.05%     0.02%  mariadbd         [kernel.kallsyms]        [k] blk_cgroup_bio_start
     0.05%     0.02%  mariadbd         [kernel.kallsyms]        [k] xas_create_range
     0.05%     0.05%  swapper          [kernel.kallsyms]        [k] tick_program_event
     0.05%     0.05%  tclsh8.6         libc-2.28.so             [.] __libc_calloc
     0.05%     0.00%  swapper          [kernel.kallsyms]        [k] __update_blocked_others
     0.05%     0.05%  mariadbd         [kernel.kallsyms]        [k] __update_load_avg_blocked_se
     0.05%     0.05%  mariadbd         mariadbd                 [.] 0x0000000000c9dafe
     0.05%     0.03%  mariadbd         [kernel.kallsyms]        [k] del_timer_sync
     0.05%     0.00%  mariadbd         [kernel.kallsyms]        [k] security_socket_recvmsg
     0.05%     0.05%  mariadbd         libc-2.28.so             [.] malloc
     0.05%     0.05%  swapper          [kernel.kallsyms]        [k] rcu_nmi_exit
     0.05%     0.05%  mariadbd         [kernel.kallsyms]        [k] free_unref_page
     0.05%     0.01%  tclsh8.6         [kernel.kallsyms]        [k] ttwu_do_wakeup
     0.05%     0.04%  mariadbd         [kernel.kallsyms]        [k] page_counter_cancel
     0.05%     0.05%  mariadbd         [kernel.kallsyms]        [k] __fsnotify_parent
     0.05%     0.01%  mariadbd         [kernel.kallsyms]        [k] lock_page_lruvec_irqsave
     0.05%     0.05%  mariadbd         [kernel.kallsyms]        [k] mem_cgroup_swap_full
     0.05%     0.05%  tclsh8.6         [kernel.kallsyms]        [k] __switch_to_asm
     0.05%     0.00%  mariadbd         [kernel.kallsyms]        [k] uncharge_batch
     0.05%     0.00%  mariadbd         [kernel.kallsyms]        [k] mem_cgroup_uncharge
     0.05%     0.05%  mariadbd         mariadbd                 [.] _ZN13sp_instr_stmt7executeEP3THDPj
     0.05%     0.05%  tclsh8.6         libc-2.28.so             [.] __libc_disable_asynccancel
     0.05%     0.05%  swapper          [kernel.kallsyms]        [k] native_queued_spin_lock_slowpath.part.0
     0.05%     0.04%  mariadbd         [kernel.kallsyms]        [k] is_cpu_allowed
     0.05%     0.05%  swapper          [kernel.kallsyms]        [k] cpuidle_get_cpu_driver
     0.05%     0.02%  swapper          [kernel.kallsyms]        [k] blk_mq_free_request
     0.05%     0.01%  mariadbd         [kernel.kallsyms]        [k] hrtimer_cancel
     0.05%     0.05%  mariadbd         [vdso]                   [.] 0x0000000000000788
     0.05%     0.05%  mariadbd         mariadbd                 [.] _ZN5tpool19thread_pool_generic11worker_mainEPNS_11worker_dataE
     0.05%     0.05%  mariadbd         [kernel.kallsyms]        [k] bio_associate_blkg_from_css
     0.05%     0.05%  mariadbd         libpthread-2.28.so       [.] pthread_cond_wait@@GLIBC_2.3.2
     0.05%     0.00%  kworker/4:1-dio  [kernel.kallsyms]        [k] kthread
     0.05%     0.00%  kworker/4:1-dio  [kernel.kallsyms]        [k] ret_from_fork
     0.05%     0.00%  kworker/4:1-dio  [kernel.kallsyms]        [k] worker_thread
     0.05%     0.05%  mariadbd         mariadbd                 [.] _ZNK8MDL_lock14can_grant_lockE13enum_mdl_typeP11MDL_contextb
     0.05%     0.05%  tclsh8.6         [kernel.kallsyms]        [k] save_fpregs_to_fpstate
     0.05%     0.05%  mariadbd         [kernel.kallsyms]        [k] fput
     0.04%     0.01%  tclsh8.6         [kernel.kallsyms]        [k] ttwu_queue_wakelist
     0.04%     0.02%  mariadbd         [kernel.kallsyms]        [k] obj_cgroup_uncharge_pages
     0.04%     0.00%  mariadbd         [kernel.kallsyms]        [k] __task_rq_lock
     0.04%     0.00%  kswapd0          [kernel.kallsyms]        [k] add_to_swap
     0.04%     0.02%  mariadbd         [kernel.kallsyms]        [k] account_user_time
     0.04%     0.04%  mariadbd         libpthread-2.28.so       [.] __libc_recv
     0.04%     0.04%  mariadbd         mariadbd                 [.] 0x0000000000d9be74
     0.04%     0.01%  tclsh8.6         [kernel.kallsyms]        [k] obj_cgroup_uncharge_pages
     0.04%     0.03%  mariadbd         [kernel.kallsyms]        [k] aio_prep_rw
     0.04%     0.04%  mariadbd         [kernel.kallsyms]        [k] blk_stat_add
     0.04%     0.03%  mariadbd         [kernel.kallsyms]        [k] selinux_socket_recvmsg
     0.04%     0.04%  swapper          [kernel.kallsyms]        [k] __rdgsbase_inactive
     0.04%     0.00%  tclsh8.6         [kernel.kallsyms]        [k] skb_queue_tail
     0.04%     0.00%  kswapd0          [kernel.kallsyms]        [k] xas_store
     0.04%     0.04%  mariadbd         libc-2.28.so             [.] syscall
     0.04%     0.01%  mariadbd         [kernel.kallsyms]        [k] lookup_ioctx
     0.04%     0.00%  kworker/11:0-di  [kernel.kallsyms]        [k] worker_thread
     0.04%     0.00%  kworker/11:0-di  [kernel.kallsyms]        [k] kthread
     0.04%     0.00%  kworker/11:0-di  [kernel.kallsyms]        [k] ret_from_fork
     0.04%     0.00%  kworker/26:2-di  [kernel.kallsyms]        [k] kthread
     0.04%     0.00%  kworker/26:2-di  [kernel.kallsyms]        [k] ret_from_fork
     0.04%     0.00%  kworker/26:2-di  [kernel.kallsyms]        [k] worker_thread
     0.04%     0.04%  mariadbd         libc-2.28.so             [.] __memcmp_avx2_movbe
     0.04%     0.04%  mariadbd         [kernel.kallsyms]        [k] update_rt_rq_load_avg
     0.04%     0.03%  swapper          [kernel.kallsyms]        [k] blk_stat_add
     0.04%     0.04%  mariadbd         libc-2.28.so             [.] __strcmp_avx2
     0.04%     0.04%  mariadbd         [kernel.kallsyms]        [k] rebalance_domains
     0.04%     0.04%  tclsh8.6         libmariadb.so.3          [.] mysql_real_query
     0.04%     0.02%  tclsh8.6         [kernel.kallsyms]        [k] __virt_addr_valid
     0.04%     0.04%  mariadbd         [kernel.kallsyms]        [k] update_io_ticks
     0.04%     0.00%  swapper          [kernel.kallsyms]        [k] raw_spin_rq_lock_nested
     0.04%     0.01%  mariadbd         [kernel.kallsyms]        [k] stop_this_handle
     0.04%     0.04%  mariadbd         [kernel.kallsyms]        [k] cgroup_throttle_swaprate
     0.04%     0.01%  kswapd0          [kernel.kallsyms]        [k] rotate_reclaimable_page
     0.04%     0.04%  mariadbd         [kernel.kallsyms]        [k] arch_scale_freq_tick
     0.04%     0.01%  mariadbd         [kernel.kallsyms]        [k] page_swapcount
     0.04%     0.04%  tclsh8.6         [kernel.kallsyms]        [k] unroll_tree_refs
     0.04%     0.01%  mariadbd         [kernel.kallsyms]        [k] blk_account_io_start
     0.04%     0.02%  mariadbd         [kernel.kallsyms]        [k] __rq_qos_issue
     0.04%     0.00%  mariadbd         [kernel.kallsyms]        [k] hrtimer_init_sleeper
     0.04%     0.04%  mariadbd         libpthread-2.28.so       [.] pthread_cond_timedwait@@GLIBC_2.3.2
     0.04%     0.00%  kworker/16:2-mm  [kernel.kallsyms]        [k] kthread
     0.04%     0.00%  kworker/16:2-mm  [kernel.kallsyms]        [k] ret_from_fork
     0.04%     0.00%  kworker/16:2-mm  [kernel.kallsyms]        [k] worker_thread
     0.04%     0.01%  mariadbd         [kernel.kallsyms]        [k] __blk_mq_free_request
     0.04%     0.02%  mariadbd         [kernel.kallsyms]        [k] nohz_balancer_kick
     0.04%     0.04%  mariadbd         mariadbd                 [.] thd_wait_end
     0.04%     0.04%  mariadbd         [kernel.kallsyms]        [k] error_return
     0.04%     0.04%  mariadbd         [kernel.kallsyms]        [k] __irqentry_text_start
     0.04%     0.04%  mariadbd         [kernel.kallsyms]        [k] filemap_check_errors
     0.04%     0.03%  mariadbd         [kernel.kallsyms]        [k] wbt_track
     0.04%     0.01%  mariadbd         [kernel.kallsyms]        [k] ext4_da_get_block_prep
     0.04%     0.00%  kworker/30:2-mm  [kernel.kallsyms]        [k] kthread
     0.04%     0.00%  kworker/30:2-mm  [kernel.kallsyms]        [k] ret_from_fork
     0.04%     0.00%  kworker/30:2-mm  [kernel.kallsyms]        [k] worker_thread
     0.04%     0.04%  kswapd0          [kernel.kallsyms]        [k] down_read_trylock
     0.04%     0.00%  kworker/7:2-dio  [kernel.kallsyms]        [k] kthread
     0.04%     0.00%  kworker/7:2-dio  [kernel.kallsyms]        [k] ret_from_fork
     0.04%     0.00%  kworker/7:2-dio  [kernel.kallsyms]        [k] worker_thread
     0.04%     0.01%  tclsh8.6         [kernel.kallsyms]        [k] __irq_exit_rcu
     0.04%     0.04%  mariadbd         [kernel.kallsyms]        [k] clear_buddies
     0.04%     0.04%  swapper          [kernel.kallsyms]        [k] update_irq_load_avg
     0.04%     0.03%  mariadbd         [kernel.kallsyms]        [k] xas_create
     0.04%     0.00%  tclsh8.6         [kernel.kallsyms]        [k] check_preempt_curr
     0.04%     0.04%  mariadbd         mariadbd                 [.] vio_read
     0.04%     0.04%  mariadbd         mariadbd                 [.] 0x0000000000d9176d
     0.04%     0.04%  mariadbd         libc-2.28.so             [.] __memmove_avx_unaligned
     0.04%     0.01%  mariadbd         [kernel.kallsyms]        [k] timekeeping_advance
     0.04%     0.01%  tclsh8.6         [kernel.kallsyms]        [k] __mod_memcg_lruvec_state
     0.04%     0.01%  mariadbd         [kernel.kallsyms]        [k] hrtimer_start_range_ns
     0.04%     0.03%  mariadbd         [kernel.kallsyms]        [k] __radix_tree_lookup
     0.04%     0.04%  mariadbd         mariadbd                 [.] 0x0000000000d9c210
     0.04%     0.00%  swapper          [kernel.kallsyms]        [k] ext4_end_bio
     0.04%     0.04%  mariadbd         [kernel.kallsyms]        [k] __lock_text_start
     0.04%     0.04%  mariadbd         mariadbd                 [.] 0x0000000000ea8e2e
     0.04%     0.00%  kworker/3:1-mm_  [kernel.kallsyms]        [k] kthread
     0.04%     0.00%  kworker/3:1-mm_  [kernel.kallsyms]        [k] ret_from_fork
     0.04%     0.00%  kworker/3:1-mm_  [kernel.kallsyms]        [k] worker_thread
     0.04%     0.00%  mariadbd         [kernel.kallsyms]        [k] delay_halt.part.0
     0.04%     0.01%  tclsh8.6         [kernel.kallsyms]        [k] _copy_from_user
     0.04%     0.04%  swapper          [kernel.kallsyms]        [k] irq_chip_ack_parent
     0.04%     0.00%  mariadbd         [kernel.kallsyms]        [k] poll_select_set_timeout
     0.04%     0.04%  swapper          [kernel.kallsyms]        [k] tick_check_broadcast_expired
     0.04%     0.00%  mariadbd         [kernel.kallsyms]        [k] __blk_rq_map_sg
     0.04%     0.04%  mariadbd         [kernel.kallsyms]        [k] ktime_get_coarse_real_ts64
     0.04%     0.04%  swapper          [kernel.kallsyms]        [k] error_return
     0.04%     0.00%  tclsh8.6         [kernel.kallsyms]        [k] avc_has_perm
     0.04%     0.01%  swapper          [kernel.kallsyms]        [k] arch_cpu_idle_enter
     0.04%     0.00%  mariadbd         [kernel.kallsyms]        [k] ext4_io_submit
     0.04%     0.04%  mariadbd         [kernel.kallsyms]        [k] irq_work_tick
     0.04%     0.00%  swapper          [kernel.kallsyms]        [k] tick_nohz_irq_exit
     0.04%     0.00%  tclsh8.6         [kernel.kallsyms]        [k] __sysvec_call_function_single
     0.04%     0.00%  tclsh8.6         [kernel.kallsyms]        [k] asm_sysvec_call_function_single
     0.04%     0.00%  tclsh8.6         [kernel.kallsyms]        [k] sysvec_call_function_single
     0.04%     0.02%  mariadbd         [kernel.kallsyms]        [k] ktime_get_ts64
     0.04%     0.03%  mariadbd         [kernel.kallsyms]        [k] __hrtimer_init
     0.04%     0.00%  kworker/31:0-mm  [kernel.kallsyms]        [k] kthread
     0.04%     0.00%  kworker/31:0-mm  [kernel.kallsyms]        [k] ret_from_fork
     0.04%     0.00%  kworker/31:0-mm  [kernel.kallsyms]        [k] worker_thread
     0.04%     0.01%  swapper          [kernel.kallsyms]        [k] rcu_note_context_switch
     0.04%     0.00%  kworker/0:4-mm_  [kernel.kallsyms]        [k] kthread
     0.04%     0.00%  kworker/0:4-mm_  [kernel.kallsyms]        [k] ret_from_fork
     0.04%     0.00%  kworker/0:4-mm_  [kernel.kallsyms]        [k] worker_thread
     0.04%     0.02%  mariadbd         [kernel.kallsyms]        [k] rcu_note_context_switch
     0.04%     0.01%  mariadbd         [kernel.kallsyms]        [k] lock_timer_base
     0.04%     0.04%  swapper          [kernel.kallsyms]        [k] rb_insert_color
     0.04%     0.00%  swapper          [kernel.kallsyms]        [k] ext4_finish_bio
     0.04%     0.01%  mariadbd         [kernel.kallsyms]        [k] sg_init_table
     0.04%     0.03%  mariadbd         [kernel.kallsyms]        [k] can_migrate_task
     0.03%     0.02%  swapper          [kernel.kallsyms]        [k] rcu_eqs_exit.constprop.0
     0.03%     0.01%  mariadbd         [kernel.kallsyms]        [k] avc_has_perm
     0.03%     0.01%  swapper          [kernel.kallsyms]        [k] rcu_pending
     0.03%     0.03%  swapper          [kernel.kallsyms]        [k] cpuidle_reflect
     0.03%     0.03%  kswapd0          [kernel.kallsyms]        [k] page_mapping
     0.03%     0.00%  mariadbd         [kernel.kallsyms]        [k] ext4_es_insert_extent
     0.03%     0.00%  kworker/13:0-di  [kernel.kallsyms]        [k] kthread
     0.03%     0.00%  kworker/13:0-di  [kernel.kallsyms]        [k] ret_from_fork
     0.03%     0.00%  kworker/13:0-di  [kernel.kallsyms]        [k] worker_thread
     0.03%     0.03%  mariadbd         [kernel.kallsyms]        [k] delay_halt_mwaitx
     0.03%     0.03%  mariadbd         [kernel.kallsyms]        [k] get_swap_device
     0.03%     0.03%  kswapd0          [kernel.kallsyms]        [k] __swap_duplicate
     0.03%     0.00%  kswapd0          [kernel.kallsyms]        [k] swap_duplicate
     0.03%     0.01%  mariadbd         [kernel.kallsyms]        [k] __test_set_page_writeback
     0.03%     0.00%  kworker/25:3-mm  [kernel.kallsyms]        [k] kthread
     0.03%     0.00%  kworker/25:3-mm  [kernel.kallsyms]        [k] ret_from_fork
     0.03%     0.00%  kworker/25:3-mm  [kernel.kallsyms]        [k] worker_thread
     0.03%     0.03%  mariadbd         mariadbd                 [.] free_root
     0.03%     0.00%  rcu_sched        [kernel.kallsyms]        [k] kthread
     0.03%     0.00%  rcu_sched        [kernel.kallsyms]        [k] rcu_gp_kthread
     0.03%     0.00%  rcu_sched        [kernel.kallsyms]        [k] ret_from_fork
     0.03%     0.03%  tclsh8.6         [kernel.kallsyms]        [k] __entry_text_start
     0.03%     0.02%  mariadbd         [kernel.kallsyms]        [k] __blk_bios_map_sg
     0.03%     0.00%  mariadbd         [kernel.kallsyms]        [k] kblockd_mod_delayed_work_on
     0.03%     0.00%  mariadbd         [kernel.kallsyms]        [k] mod_delayed_work_on
     0.03%     0.00%  kworker/26:2-di  [kernel.kallsyms]        [k] process_one_work
     0.03%     0.03%  mariadbd         [kernel.kallsyms]        [k] note_interrupt
     0.03%     0.01%  mariadbd         [kernel.kallsyms]        [k] account_page_dirtied
     0.03%     0.03%  mariadbd         [kernel.kallsyms]        [k] __mod_node_page_state
     0.03%     0.01%  tclsh8.6         [kernel.kallsyms]        [k] sockfd_lookup_light
     0.03%     0.02%  mariadbd         [kernel.kallsyms]        [k] blk_account_io_done
     0.03%     0.00%  kswapd0          [kernel.kallsyms]        [k] free_buffer_head
     0.03%     0.03%  swapper          [kernel.kallsyms]        [k] __rq_qos_done_bio
     0.03%     0.00%  mariadbd         [kernel.kallsyms]        [k] __filemap_fdatawait_range
     0.03%     0.00%  kworker/18:1-mm  [kernel.kallsyms]        [k] worker_thread
     0.03%     0.00%  kworker/18:1-mm  [kernel.kallsyms]        [k] kthread
     0.03%     0.00%  kworker/18:1-mm  [kernel.kallsyms]        [k] ret_from_fork
     0.03%     0.03%  mariadbd         mariadbd                 [.] _ZN7sp_head7executeEP3THDb
     0.03%     0.01%  mariadbd         [kernel.kallsyms]        [k] nvme_setup_cmd
     0.03%     0.01%  mariadbd         [kernel.kallsyms]        [k] ext4_ext_insert_extent
     0.03%     0.03%  tclsh8.6         [kernel.kallsyms]        [k] avc_lookup
     0.03%     0.01%  swapper          [kernel.kallsyms]        [k] end_page_writeback
     0.03%     0.00%  kworker/27:0-mm  [kernel.kallsyms]        [k] kthread
     0.03%     0.00%  kworker/27:0-mm  [kernel.kallsyms]        [k] ret_from_fork
     0.03%     0.00%  kworker/27:0-mm  [kernel.kallsyms]        [k] worker_thread
     0.03%     0.01%  tclsh8.6         [kernel.kallsyms]        [k] select_idle_core
     0.03%     0.03%  mariadbd         mariadbd                 [.] 0x0000000000d9d11d
     0.03%     0.00%  kworker/19:1     [kernel.kallsyms]        [k] kthread
     0.03%     0.00%  kworker/19:1     [kernel.kallsyms]        [k] ret_from_fork
     0.03%     0.00%  kworker/19:1     [kernel.kallsyms]        [k] worker_thread
     0.03%     0.01%  kswapd0          [kernel.kallsyms]        [k] sort_page
     0.03%     0.03%  mariadbd         [kernel.kallsyms]        [k] __get_user_4
     0.03%     0.03%  mariadbd         mariadbd                 [.] _Z21mysql_execute_commandP3THDb
     0.03%     0.03%  mariadbd         [kernel.kallsyms]        [k] __get_user_nocheck_1
     0.03%     0.00%  mariadbd         [kernel.kallsyms]        [k] iov_iter_fault_in_readable.part.0
     0.03%     0.03%  swapper          [kernel.kallsyms]        [k] select_task_rq_fair
     0.03%     0.00%  mariadbd         [kernel.kallsyms]        [k] remove_wait_queue
     0.03%     0.03%  mariadbd         mariadbd                 [.] vio_write
     0.03%     0.00%  kswapd0          [kernel.kallsyms]        [k] __mod_memcg_lruvec_state
     0.03%     0.03%  tclsh8.6         [kernel.kallsyms]        [k] cpuacct_charge
     0.03%     0.03%  swapper          [kernel.kallsyms]        [k] tsc_verify_tsc_adjust
     0.03%     0.01%  mariadbd         [kernel.kallsyms]        [k] bio_check_pages_dirty
     0.03%     0.03%  mariadbd         [kernel.kallsyms]        [k] rb_next
     0.03%     0.03%  mariadbd         libc-2.28.so             [.] _int_malloc
     0.03%     0.03%  tclsh8.6         [kernel.kallsyms]        [k] propagate_protected_usage
     0.03%     0.03%  mariadbd         mariadbd                 [.] 0x0000000000ca3195
     0.03%     0.00%  kworker/28:2-di  [kernel.kallsyms]        [k] kthread
     0.03%     0.00%  kworker/28:2-di  [kernel.kallsyms]        [k] ret_from_fork
     0.03%     0.00%  kworker/28:2-di  [kernel.kallsyms]        [k] worker_thread
     0.03%     0.02%  tclsh8.6         [kernel.kallsyms]        [k] mutex_lock
     0.03%     0.03%  mariadbd         mariadbd                 [.] 0x0000000000da0501
     0.03%     0.01%  swapper          [kernel.kallsyms]        [k] __blk_mq_free_request
     0.03%     0.03%  tclsh8.6         libmariadb.so.3          [.] 0x0000000000025f04
     0.03%     0.00%  swapper          [kernel.kallsyms]        [k] rcu_core
     0.03%     0.03%  mariadbd         mariadbd                 [.] _Z13cleanup_itemsP4Item
     0.03%     0.00%  mariadbd         [kernel.kallsyms]        [k] swap_range_free
     0.03%     0.03%  mariadbd         [kernel.kallsyms]        [k] resched_curr
     0.03%     0.02%  mariadbd         [kernel.kallsyms]        [k] __build_skb_around
     0.03%     0.03%  mariadbd         [kernel.kallsyms]        [k] rb_erase
     0.03%     0.03%  mariadbd         libc-2.28.so             [.] clock_gettime@GLIBC_2.2.5
     0.03%     0.03%  swapper          [kernel.kallsyms]        [k] add_interrupt_randomness
     0.03%     0.00%  kworker/3:1-mm_  [kernel.kallsyms]        [k] process_one_work
     0.03%     0.03%  mariadbd         [kernel.kallsyms]        [k] memset
     0.03%     0.00%  kworker/29:0-mm  [kernel.kallsyms]        [k] worker_thread
     0.03%     0.00%  kworker/29:0-mm  [kernel.kallsyms]        [k] kthread
     0.03%     0.00%  kworker/29:0-mm  [kernel.kallsyms]        [k] ret_from_fork
     0.03%     0.02%  mariadbd         [kernel.kallsyms]        [k] nvme_complete_rq
     0.03%     0.03%  swapper          [kernel.kallsyms]        [k] arch_cpu_idle_exit
     0.03%     0.03%  swapper          [kernel.kallsyms]        [k] arch_scale_freq_tick
     0.03%     0.03%  mariadbd         mariadbd                 [.] _ZN4JOIN14optimize_innerEv
     0.03%     0.03%  mariadbd         [kernel.kallsyms]        [k] pfn_valid
     0.03%     0.03%  swapper          [kernel.kallsyms]        [k] __bitmap_and
     0.03%     0.01%  mariadbd         [kernel.kallsyms]        [k] gup_pte_range
     0.03%     0.01%  mariadbd         [kernel.kallsyms]        [k] bio_free
     0.03%     0.00%  mariadbd         [kernel.kallsyms]        [k] skb_queue_tail
     0.03%     0.00%  kworker/30:2-mm  [kernel.kallsyms]        [k] process_one_work
     0.03%     0.00%  kworker/25:3-mm  [kernel.kallsyms]        [k] process_one_work
     0.03%     0.03%  tclsh8.6         [kernel.kallsyms]        [k] __update_load_avg_se
     0.03%     0.03%  mariadbd         mariadbd                 [.] 0x0000000000c9f80c
     0.03%     0.03%  swapper          [kernel.kallsyms]        [k] kmem_cache_free
     0.03%     0.02%  kswapd0          [kernel.kallsyms]        [k] kmem_cache_free
     0.03%     0.03%  mariadbd         [kernel.kallsyms]        [k] propagate_protected_usage
     0.03%     0.00%  mariadbd         [kernel.kallsyms]        [k] __ext4_journal_get_write_access
     0.03%     0.00%  kworker/23:0-mm  [kernel.kallsyms]        [k] kthread
     0.03%     0.00%  kworker/23:0-mm  [kernel.kallsyms]        [k] ret_from_fork
     0.03%     0.00%  kworker/23:0-mm  [kernel.kallsyms]        [k] worker_thread
     0.03%     0.03%  mariadbd         [kernel.kallsyms]        [k] __frontswap_invalidate_page
     0.03%     0.01%  mariadbd         [kernel.kallsyms]        [k] __remove_hrtimer
     0.03%     0.01%  tclsh8.6         [kernel.kallsyms]        [k] amd_pmu_wait_on_overflow
     0.03%     0.00%  kswapd0          [kernel.kallsyms]        [k] get_swap_page
     0.03%     0.00%  kswapd0          [kernel.kallsyms]        [k] mem_cgroup_try_charge_swap
     0.03%     0.03%  mariadbd         mariadbd                 [.] 0x0000000000ea8e32
     0.03%     0.01%  mariadbd         [kernel.kallsyms]        [k] prepare_to_wait_event
     0.03%     0.02%  swapper          [kernel.kallsyms]        [k] first_online_pgdat
     0.03%     0.01%  mariadbd         [kernel.kallsyms]        [k] sockfd_lookup_light
     0.03%     0.00%  kswapd0          [kernel.kallsyms]        [k] pagevec_move_tail_fn.part.0
