# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 1M of event 'cycles'
# Event count (approx.): 3719322782989
#
# Children      Self  Command          Shared Object                       Symbol                                                                                                                                                                                               
# ........  ........  ...............  ..................................  .....................................................................................................................................................................................................
#
    48.32%     0.05%  Executor task l  [kernel.kallsyms]                   [k] entry_SYSCALL_64_after_hwframe
    48.27%     0.05%  Executor task l  [kernel.kallsyms]                   [k] do_syscall_64
    36.35%     0.04%  Executor task l  [kernel.kallsyms]                   [k] ksys_read
    36.07%     0.05%  Executor task l  [kernel.kallsyms]                   [k] vfs_read
    35.78%     0.13%  Executor task l  [kernel.kallsyms]                   [k] new_sync_read
    35.57%     0.48%  Executor task l  [kernel.kallsyms]                   [k] filemap_read
    25.74%     0.16%  Executor task l  [kernel.kallsyms]                   [k] asm_sysvec_apic_timer_interrupt
    25.46%    24.56%  Executor task l  [kernel.kallsyms]                   [k] copy_user_generic_string
    24.71%     0.05%  Executor task l  [kernel.kallsyms]                   [k] sysvec_apic_timer_interrupt
    23.12%     0.10%  Executor task l  [kernel.kallsyms]                   [k] copy_page_to_iter
    23.02%     0.17%  Executor task l  [kernel.kallsyms]                   [k] copy_page_to_iter_iovec
    22.55%     0.30%  Executor task l  [kernel.kallsyms]                   [k] __sysvec_apic_timer_interrupt
    22.16%     0.67%  Executor task l  [kernel.kallsyms]                   [k] hrtimer_interrupt
    19.48%     0.49%  Executor task l  [kernel.kallsyms]                   [k] __hrtimer_run_queues
    18.99%     0.05%  Executor task l  [kernel.kallsyms]                   [k] __run_hrtimer
    18.13%     0.07%  Executor task l  [kernel.kallsyms]                   [k] tick_sched_timer
    17.04%     0.04%  Executor task l  [kernel.kallsyms]                   [k] tick_sched_handle
    16.82%     0.59%  Executor task l  [kernel.kallsyms]                   [k] update_process_times
    12.72%     0.54%  Executor task l  [kernel.kallsyms]                   [k] scheduler_tick
    11.70%     0.11%  Executor task l  [kernel.kallsyms]                   [k] filemap_get_pages
    10.27%     0.16%  Executor task l  [kernel.kallsyms]                   [k] page_cache_ra_unbounded
     9.66%     0.01%  Executor task l  [kernel.kallsyms]                   [k] ksys_write
     9.59%     0.08%  Executor task l  [kernel.kallsyms]                   [k] vfs_write
     9.49%     0.02%  Executor task l  [kernel.kallsyms]                   [k] new_sync_write
     9.45%     0.02%  Executor task l  [kernel.kallsyms]                   [k] ext4_buffered_write_iter
     8.75%     0.08%  Executor task l  [kernel.kallsyms]                   [k] generic_perform_write
     6.05%     0.07%  Executor task l  [kernel.kallsyms]                   [k] add_to_page_cache_lru
     6.00%     0.69%  Executor task l  [kernel.kallsyms]                   [k] task_tick_fair
     4.88%     0.28%  Executor task l  [kernel.kallsyms]                   [k] __alloc_pages
     4.79%     0.57%  Executor task l  [kernel.kallsyms]                   [k] perf_event_task_tick
     4.65%     0.55%  Executor task l  [kernel.kallsyms]                   [k] __add_to_page_cache_locked
     4.57%     0.03%  Executor task l  [kernel.kallsyms]                   [k] asm_exc_page_fault
     4.36%     0.01%  Executor task l  [kernel.kallsyms]                   [k] exc_page_fault
     4.25%     0.02%  Executor task l  [kernel.kallsyms]                   [k] do_user_addr_fault
     4.22%     2.21%  Executor task l  [kernel.kallsyms]                   [k] perf_adjust_freq_unthr_context
     4.12%     0.17%  Executor task l  [kernel.kallsyms]                   [k] get_page_from_freelist
     3.90%     0.03%  Executor task l  [kernel.kallsyms]                   [k] handle_mm_fault
     3.81%     0.05%  Executor task l  [kernel.kallsyms]                   [k] __handle_mm_fault
     3.79%     0.08%  Executor task l  [kernel.kallsyms]                   [k] ext4_da_write_begin
     3.73%     0.05%  Executor task l  [kernel.kallsyms]                   [k] do_anonymous_page
     2.79%     0.00%  kswapd0          [kernel.kallsyms]                   [k] kswapd
     2.79%     0.00%  kswapd0          [kernel.kallsyms]                   [k] kthread
