# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 1M of event 'cycles'
# Event count (approx.): 8214207759263
#
# Children      Self  Command          Shared Object      Symbol                                             
# ........  ........  ...............  .................  ...................................................
#
    39.87%     0.38%  java             [kernel.kallsyms]  [k] asm_exc_page_fault
    37.61%     0.53%  java             [kernel.kallsyms]  [k] exc_page_fault
    33.89%     0.47%  java             [kernel.kallsyms]  [k] do_user_addr_fault
    26.44%     1.28%  java             [kernel.kallsyms]  [k] handle_mm_fault
    22.49%     5.84%  java             [kernel.kallsyms]  [k] __handle_mm_fault
    18.36%     0.01%  LocalJobRunner   [kernel.kallsyms]  [k] entry_SYSCALL_64_after_hwframe
    18.34%     0.01%  LocalJobRunner   [kernel.kallsyms]  [k] do_syscall_64
    12.56%     0.20%  java             [kernel.kallsyms]  [k] migrate_misplaced_page
    11.09%     0.84%  java             [kernel.kallsyms]  [k] migrate_pages
    10.26%     0.11%  LocalJobRunner   [kernel.kallsyms]  [k] asm_exc_page_fault
     9.27%     0.08%  LocalJobRunner   [kernel.kallsyms]  [k] exc_page_fault
     8.80%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] __x64_sys_write
     8.80%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] ksys_write
     8.80%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] vfs_write
     8.80%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] new_sync_write
     8.80%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] ext4_file_write_iter
     8.80%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] ext4_buffered_write_iter
     8.78%     0.03%  LocalJobRunner   [kernel.kallsyms]  [k] generic_perform_write
     8.72%     0.16%  LocalJobRunner   [kernel.kallsyms]  [k] do_user_addr_fault
     8.23%     8.04%  LocalJobRunner   [kernel.kallsyms]  [k] copy_user_enhanced_fast_string
     8.02%     0.23%  LocalJobRunner   [kernel.kallsyms]  [k] handle_mm_fault
     7.97%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] __x64_sys_read
     7.97%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] ksys_read
