# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 978K of event 'cycles'
# Event count (approx.): 2402880886620
#
# Children      Self  Command          Shared Object                        Symbol                                                                                                                                                                                               
# ........  ........  ...............  ...................................  .....................................................................................................................................................................................................
#
    30.74%     0.11%  Executor task l  [kernel.kallsyms]                    [k] asm_sysvec_apic_timer_interrupt
    29.86%     0.07%  Executor task l  [kernel.kallsyms]                    [k] sysvec_apic_timer_interrupt
    26.36%     0.32%  Executor task l  [kernel.kallsyms]                    [k] __sysvec_apic_timer_interrupt
    25.82%     0.63%  Executor task l  [kernel.kallsyms]                    [k] hrtimer_interrupt
    22.82%     0.41%  Executor task l  [kernel.kallsyms]                    [k] __hrtimer_run_queues
    22.40%     0.03%  Executor task l  [kernel.kallsyms]                    [k] __run_hrtimer
    21.55%     0.07%  Executor task l  [kernel.kallsyms]                    [k] tick_sched_timer
    20.44%     0.09%  Executor task l  [kernel.kallsyms]                    [k] tick_sched_handle
    20.31%     0.87%  Executor task l  [kernel.kallsyms]                    [k] update_process_times
    14.95%     0.66%  Executor task l  [kernel.kallsyms]                    [k] scheduler_tick
    13.02%     0.04%  Executor task l  [kernel.kallsyms]                    [k] entry_SYSCALL_64_after_hwframe
    12.99%     0.02%  Executor task l  [kernel.kallsyms]                    [k] do_syscall_64
     8.14%     0.01%  Executor task l  [kernel.kallsyms]                    [k] ksys_read
     8.02%     0.05%  Executor task l  [kernel.kallsyms]                    [k] vfs_read
     7.89%     0.07%  Executor task l  [kernel.kallsyms]                    [k] new_sync_read
     7.79%     0.12%  Executor task l  [kernel.kallsyms]                    [k] filemap_read
     6.72%     0.83%  Executor task l  [kernel.kallsyms]                    [k] task_tick_fair
     6.48%     0.04%  Executor task l  [kernel.kallsyms]                    [k] asm_exc_page_fault
     6.27%     0.02%  Executor task l  [kernel.kallsyms]                    [k] exc_page_fault
     6.17%     0.02%  Executor task l  [kernel.kallsyms]                    [k] do_user_addr_fault
     5.98%     0.57%  Executor task l  [kernel.kallsyms]                    [k] perf_event_task_tick
     5.52%     0.04%  Executor task l  [kernel.kallsyms]                    [k] handle_mm_fault
     5.41%     2.31%  Executor task l  [kernel.kallsyms]                    [k] perf_adjust_freq_unthr_context
     5.41%     0.06%  Executor task l  [kernel.kallsyms]                    [k] __handle_mm_fault
     5.31%     0.04%  Executor task l  [kernel.kallsyms]                    [k] do_anonymous_page
     4.08%     0.07%  Executor task l  [kernel.kallsyms]                    [k] __alloc_pages
     4.01%     0.02%  Executor task l  [kernel.kallsyms]                    [k] copy_page_to_iter
     4.00%     0.10%  Executor task l  [kernel.kallsyms]                    [k] get_page_from_freelist
     4.00%     0.05%  Executor task l  [kernel.kallsyms]                    [k] copy_page_to_iter_iovec
     3.95%     3.87%  Executor task l  [kernel.kallsyms]                    [k] copy_user_generic_string
     3.77%     0.09%  Executor task l  [kernel.kallsyms]                    [k] alloc_pages_vma
     3.64%     0.00%  kcompactd0       [kernel.kallsyms]                    [k] kcompactd
     3.64%     0.00%  kcompactd0       [kernel.kallsyms]                    [k] kthread
     3.64%     0.00%  kcompactd0       [kernel.kallsyms]                    [k] ret_from_fork
     3.64%     0.00%  kcompactd0       [kernel.kallsyms]                    [k] compact_zone
     3.64%     0.00%  kcompactd0       [kernel.kallsyms]                    [k] proactive_compact_node
