# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 81K of event 'cycles'
# Event count (approx.): 6486313969415
#
# Children      Self  Command          Shared Object      Symbol                                           
# ........  ........  ...............  .................  .................................................
#
     0.29%     0.10%  postgres         [kernel.kallsyms]  [k] __mod_memcg_lruvec_state
     0.28%     0.00%  postgres         [kernel.kallsyms]  [k] tick_sched_handle
     0.28%     0.00%  tclsh8.6         [kernel.kallsyms]  [k] schedule_hrtimeout_range
     0.28%     0.01%  tclsh8.6         [kernel.kallsyms]  [k] schedule_hrtimeout_range_clock
     0.28%     0.03%  postgres         [kernel.kallsyms]  [k] lru_cache_add
     0.28%     0.25%  postgres         [kernel.kallsyms]  [k] lock_page_memcg
     0.28%     0.25%  postgres         [kernel.kallsyms]  [k] change_protection
     0.28%     0.00%  kworker/u98:4+f  [kernel.kallsyms]  [k] __submit_bio
     0.28%     0.00%  kworker/u98:4+f  [kernel.kallsyms]  [k] submit_bio
     0.28%     0.00%  kworker/u98:4+f  [kernel.kallsyms]  [k] submit_bio_noacct
     0.27%     0.00%  swapper          [kernel.kallsyms]  [k] ttwu_do_activate
     0.27%     0.00%  postgres         [kernel.kallsyms]  [k] __x64_sys_write
     0.27%     0.00%  postgres         [kernel.kallsyms]  [k] ksys_write
     0.27%     0.25%  postgres         [kernel.kallsyms]  [k] __restore_fpregs_from_fpstate
     0.27%     0.09%  postgres         [kernel.kallsyms]  [k] __mod_memcg_state.part.0
     0.27%     0.24%  kswapd0          [kernel.kallsyms]  [k] page_vma_mapped_walk
     0.27%     0.22%  postgres         [kernel.kallsyms]  [k] ext4_es_lookup_extent
     0.27%     0.05%  postgres         [kernel.kallsyms]  [k] ext4_find_extent
     0.26%     0.02%  postgres         [kernel.kallsyms]  [k] __set_page_dirty
     0.26%     0.01%  postgres         [kernel.kallsyms]  [k] workingset_update_node
     0.26%     0.00%  postgres         [kernel.kallsyms]  [k] blk_mq_flush_plug_list
     0.26%     0.00%  kworker/u98:4+f  [kernel.kallsyms]  [k] blk_mq_submit_bio
     0.26%     0.01%  swapper          [kernel.kallsyms]  [k] enqueue_task
     0.26%     0.00%  postgres         [kernel.kallsyms]  [k] blk_flush_plug_list
     0.26%     0.02%  kswapd1          [kernel.kallsyms]  [k] free_unref_page_commit.constprop.0
     0.26%     0.05%  postgres         [kernel.kallsyms]  [k] create_empty_buffers
     0.26%     0.00%  postgres         [kernel.kallsyms]  [k] blk_mq_sched_insert_requests
     0.25%     0.00%  postgres         [kernel.kallsyms]  [k] blk_mq_try_issue_list_directly
     0.25%     0.23%  kswapd1          [kernel.kallsyms]  [k] isolate_lru_pages
     0.25%     0.00%  postgres         [kernel.kallsyms]  [k] __mem_cgroup_charge
     0.25%     0.10%  postgres         [kernel.kallsyms]  [k] __pagevec_lru_add
     0.25%     0.01%  kswapd1          [kernel.kallsyms]  [k] page_cache_delete
     0.25%     0.00%  postgres         [kernel.kallsyms]  [k] __blk_mq_try_issue_directly
     0.24%     0.00%  postgres         [kernel.kallsyms]  [k] fault_dirty_shared_page
     0.24%     0.02%  postgres         [kernel.kallsyms]  [k] nvme_queue_rq
     0.24%     0.23%  postgres         [kernel.kallsyms]  [k] available_idle_cpu
     0.24%     0.04%  kswapd1          [kernel.kallsyms]  [k] free_pcppages_bulk
     0.24%     0.00%  swapper          [kernel.kallsyms]  [k] asm_common_interrupt
     0.24%     0.00%  postgres         [kernel.kallsyms]  [k] rmap_walk
     0.24%     0.01%  kworker/u97:0-w  [kernel.kallsyms]  [k] mpage_process_page_bufs
     0.23%     0.00%  swapper          [kernel.kallsyms]  [k] common_interrupt
     0.23%     0.12%  postgres         [kernel.kallsyms]  [k] filemap_get_read_batch
     0.23%     0.00%  postgres         [kernel.kallsyms]  [k] __wake_up_common_lock
     0.23%     0.00%  swapper          [kernel.kallsyms]  [k] __common_interrupt
     0.23%     0.23%  kcompactd1       [kernel.kallsyms]  [k] _raw_spin_lock
     0.23%     0.00%  postgres         [kernel.kallsyms]  [k] asm_sysvec_call_function_single
     0.22%     0.21%  postgres         [kernel.kallsyms]  [k] vm_normal_page
     0.22%     0.19%  postgres         [kernel.kallsyms]  [k] __tlb_remove_page_size
     0.22%     0.00%  postgres         [kernel.kallsyms]  [k] __wake_up_sync_key
     0.22%     0.01%  postgres         [kernel.kallsyms]  [k] sock_def_readable
     0.22%     0.04%  postgres         [kernel.kallsyms]  [k] ext4_bio_write_page
     0.22%     0.00%  migration/40     [kernel.kallsyms]  [k] smpboot_thread_fn
     0.22%     0.00%  migration/40     [kernel.kallsyms]  [k] kthread
     0.22%     0.00%  migration/40     [kernel.kallsyms]  [k] ret_from_fork
     0.22%     0.00%  swapper          [kernel.kallsyms]  [k] handle_edge_irq
     0.22%     0.02%  postgres         [kernel.kallsyms]  [k] list_lru_del
     0.22%     0.22%  postgres         [kernel.kallsyms]  [k] __get_user_nocheck_1
     0.22%     0.00%  postgres         [kernel.kallsyms]  [k] submit_bio
     0.22%     0.00%  migration/40     [kernel.kallsyms]  [k] cpu_stopper_thread
     0.22%     0.01%  tclsh8.6         [kernel.kallsyms]  [k] __wake_up_common
     0.22%     0.22%  migration/40     [kernel.kallsyms]  [k] psi_group_change
     0.22%     0.00%  migration/40     [kernel.kallsyms]  [k] multi_cpu_stop
     0.22%     0.00%  migration/40     [kernel.kallsyms]  [k] __migrate_swap_task.part.0
     0.22%     0.00%  migration/40     [kernel.kallsyms]  [k] migrate_swap_stop
     0.22%     0.00%  migration/40     [kernel.kallsyms]  [k] dequeue_task
     0.22%     0.00%  migration/40     [kernel.kallsyms]  [k] psi_task_change
     0.21%     0.00%  postgres         [kernel.kallsyms]  [k] blk_finish_plug
     0.21%     0.00%  postgres         [kernel.kallsyms]  [k] submit_bio_noacct
     0.21%     0.02%  kswapd1          [kernel.kallsyms]  [k] xas_store
     0.21%     0.00%  swapper          [kernel.kallsyms]  [k] handle_irq_event
     0.21%     0.00%  kworker/u97:0-w  [kernel.kallsyms]  [k] mpage_submit_page
     0.21%     0.00%  postgres         [kernel.kallsyms]  [k] __submit_bio
     0.21%     0.03%  swapper          [kernel.kallsyms]  [k] psi_task_switch
     0.21%     0.00%  swapper          [kernel.kallsyms]  [k] __handle_irq_event_percpu
     0.21%     0.00%  postgres         [kernel.kallsyms]  [k] sysvec_call_function_single
     0.21%     0.01%  postgres         [kernel.kallsyms]  [k] charge_memcg
     0.21%     0.14%  postgres         [kernel.kallsyms]  [k] unlock_page_memcg
     0.21%     0.01%  kswapd1          [kernel.kallsyms]  [k] shrink_slab
     0.21%     0.00%  kcompactd0       [kernel.kallsyms]  [k] remove_migration_pte
     0.21%     0.01%  swapper          [kernel.kallsyms]  [k] nvme_process_cq
     0.21%     0.00%  tclsh8.6         [kernel.kallsyms]  [k] __wake_up_common_lock
     0.21%     0.00%  tclsh8.6         [kernel.kallsyms]  [k] __wake_up_sync_key
     0.20%     0.00%  postgres         [kernel.kallsyms]  [k] schedule_hrtimeout_range
     0.20%     0.00%  swapper          [kernel.kallsyms]  [k] nvme_irq
     0.20%     0.19%  postgres         [kernel.kallsyms]  [k] __update_load_avg_cfs_rq
     0.20%     0.00%  postgres         [kernel.kallsyms]  [k] schedule_hrtimeout_range_clock
     0.20%     0.02%  postgres         [kernel.kallsyms]  [k] alloc_page_buffers
     0.20%     0.00%  tclsh8.6         [kernel.kallsyms]  [k] pick_next_task_fair
     0.20%     0.01%  postgres         [kernel.kallsyms]  [k] scheduler_tick
     0.20%     0.00%  postgres         [kernel.kallsyms]  [k] __x64_sys_recvfrom
     0.20%     0.01%  tclsh8.6         [kernel.kallsyms]  [k] ep_poll_callback
     0.20%     0.19%  swapper          [kernel.kallsyms]  [k] psi_group_change
     0.20%     0.00%  kswapd1          [kernel.kallsyms]  [k] do_shrink_slab
     0.20%     0.00%  postgres         [kernel.kallsyms]  [k] __sys_recvfrom
     0.19%     0.00%  tclsh8.6         [kernel.kallsyms]  [k] sock_def_readable
     0.19%     0.19%  postgres         [kernel.kallsyms]  [k] mem_cgroup_from_obj
     0.19%     0.01%  kworker/u98:4+f  [kernel.kallsyms]  [k] asm_common_interrupt
     0.19%     0.18%  postgres         [kernel.kallsyms]  [k] try_grab_compound_head
     0.19%     0.00%  swapper          [kernel.kallsyms]  [k] nvme_pci_complete_rq
     0.19%     0.00%  kworker/u98:4+f  [kernel.kallsyms]  [k] handle_edge_irq
     0.19%     0.00%  kworker/u98:4+f  [kernel.kallsyms]  [k] __common_interrupt
     0.19%     0.00%  kworker/u98:4+f  [kernel.kallsyms]  [k] common_interrupt
     0.19%     0.00%  postgres         [kernel.kallsyms]  [k] default_wake_function
     0.19%     0.01%  tclsh8.6         [kernel.kallsyms]  [k] try_to_wake_up
     0.19%     0.02%  postgres         [kernel.kallsyms]  [k] alloc_buffer_head
     0.19%     0.03%  postgres         [kernel.kallsyms]  [k] __alloc_file
     0.19%     0.00%  postgres         [kernel.kallsyms]  [k] alloc_empty_file
     0.19%     0.00%  postgres         [kernel.kallsyms]  [k] __sysvec_call_function_single
     0.18%     0.00%  postgres         [kernel.kallsyms]  [k] sock_recvmsg
     0.18%     0.00%  postgres         [kernel.kallsyms]  [k] try_to_migrate
     0.18%     0.00%  postgres         [kernel.kallsyms]  [k] generic_smp_call_function_single_interrupt
     0.18%     0.17%  kswapd1          [kernel.kallsyms]  [k] __free_one_page
     0.18%     0.04%  swapper          [kernel.kallsyms]  [k] enqueue_task_fair
     0.18%     0.12%  postgres         [kernel.kallsyms]  [k] PageHuge
     0.18%     0.06%  postgres         [kernel.kallsyms]  [k] __count_memcg_events
     0.18%     0.00%  postgres         [kernel.kallsyms]  [k] pollwake
     0.18%     0.00%  swapper          [kernel.kallsyms]  [k] blk_mq_end_request
     0.18%     0.01%  kworker/u97:0-w  [kernel.kallsyms]  [k] ext4_bio_write_page
     0.18%     0.00%  tclsh8.6         [kernel.kallsyms]  [k] __wake_up
     0.18%     0.00%  swapper          [kernel.kallsyms]  [k] nvme_complete_rq
     0.18%     0.17%  postgres         [kernel.kallsyms]  [k] update_cfs_rq_h_load
     0.18%     0.01%  kworker/u98:4+f  [kernel.kallsyms]  [k] nvme_process_cq
     0.18%     0.00%  kworker/u98:4+f  [kernel.kallsyms]  [k] __handle_irq_event_percpu
     0.18%     0.00%  kworker/u98:4+f  [kernel.kallsyms]  [k] handle_irq_event
     0.18%     0.00%  kworker/u98:4+f  [kernel.kallsyms]  [k] nvme_irq
     0.17%     0.00%  postgres         [kernel.kallsyms]  [k] inet_sendmsg
     0.17%     0.16%  postgres         [kernel.kallsyms]  [k] memset_erms
     0.17%     0.00%  tclsh8.6         [kernel.kallsyms]  [k] autoremove_wake_function
     0.17%     0.02%  postgres         [kernel.kallsyms]  [k] flush_smp_call_function_queue
     0.17%     0.00%  postgres         [kernel.kallsyms]  [k] udp_sendmsg
     0.17%     0.05%  postgres         [kernel.kallsyms]  [k] _raw_spin_lock_irq
     0.17%     0.00%  tclsh8.6         [kernel.kallsyms]  [k] default_wake_function
     0.17%     0.00%  tclsh8.6         [kernel.kallsyms]  [k] newidle_balance
     0.17%     0.00%  kworker/u98:4+f  [kernel.kallsyms]  [k] nvme_pci_complete_rq
     0.16%     0.04%  postgres         [kernel.kallsyms]  [k] set_task_cpu
     0.16%     0.01%  postgres         [kernel.kallsyms]  [k] blk_mq_submit_bio
     0.16%     0.09%  kcompactd1       [kernel.kallsyms]  [k] vma_interval_tree_iter_next
     0.16%     0.00%  postgres         [kernel.kallsyms]  [k] __do_fault
     0.16%     0.00%  postgres         [kernel.kallsyms]  [k] find_busiest_group
     0.16%     0.01%  swapper          [kernel.kallsyms]  [k] blk_update_request
     0.16%     0.01%  kswapd1          [kernel.kallsyms]  [k] try_to_free_buffers
     0.15%     0.00%  tclsh8.6         [kernel.kallsyms]  [k] __x64_sys_recvfrom
     0.15%     0.09%  postgres         [kernel.kallsyms]  [k] __es_insert_extent
     0.15%     0.12%  postgres         [kernel.kallsyms]  [k] update_sd_lb_stats.constprop.0
     0.15%     0.00%  postgres         [kernel.kallsyms]  [k] __getblk_gfp
     0.15%     0.00%  tclsh8.6         [kernel.kallsyms]  [k] __sys_recvfrom
     0.15%     0.00%  kworker/u98:4+f  [kernel.kallsyms]  [k] blk_mq_end_request
     0.15%     0.00%  kworker/u98:4+f  [kernel.kallsyms]  [k] nvme_complete_rq
     0.15%     0.00%  postgres         [kernel.kallsyms]  [k] tlb_finish_mmu
     0.15%     0.00%  tclsh8.6         [kernel.kallsyms]  [k] sock_recvmsg
     0.15%     0.00%  postgres         [kernel.kallsyms]  [k] __read_extent_tree_block
     0.15%     0.00%  postgres         [kernel.kallsyms]  [k] sock_alloc_send_pskb
     0.15%     0.00%  tclsh8.6         [kernel.kallsyms]  [k] exit_to_user_mode_prepare
     0.15%     0.01%  swapper          [kernel.kallsyms]  [k] tick_nohz_get_sleep_length
     0.14%     0.03%  postgres         [kernel.kallsyms]  [k] set_page_dirty
     0.14%     0.03%  postgres         [kernel.kallsyms]  [k] __cgroup_account_cputime
     0.14%     0.14%  postgres         [kernel.kallsyms]  [k] cpumask_next_wrap
     0.14%     0.00%  swapper          [kernel.kallsyms]  [k] bio_endio
     0.14%     0.00%  tclsh8.6         [kernel.kallsyms]  [k] unix_stream_recvmsg
     0.14%     0.00%  postgres         [kernel.kallsyms]  [k] alloc_skb_with_frags
     0.14%     0.01%  postgres         [kernel.kallsyms]  [k] __alloc_skb
     0.14%     0.01%  tclsh8.6         [kernel.kallsyms]  [k] unix_stream_read_generic
     0.14%     0.00%  kworker/u98:4+f  [kernel.kallsyms]  [k] wbt_wait
     0.14%     0.00%  kworker/u98:4+f  [kernel.kallsyms]  [k] __rq_qos_throttle
     0.14%     0.00%  kworker/u98:4+f  [kernel.kallsyms]  [k] blk_update_request
     0.14%     0.13%  kworker/u98:4+f  [kernel.kallsyms]  [k] rq_qos_wait
     0.14%     0.14%  postgres         [kernel.kallsyms]  [k] invalid_migration_vma
     0.14%     0.00%  swapper          [kernel.kallsyms]  [k] __sysvec_apic_timer_interrupt
     0.14%     0.00%  postgres         [kernel.kallsyms]  [k] pte_alloc_one
     0.14%     0.01%  swapper          [kernel.kallsyms]  [k] hrtimer_interrupt
     0.14%     0.05%  swapper          [kernel.kallsyms]  [k] enqueue_entity
     0.14%     0.05%  postgres         [kernel.kallsyms]  [k] ttwu_queue_wakelist
     0.13%     0.00%  kworker/u98:4+f  [kernel.kallsyms]  [k] mempool_alloc
     0.13%     0.01%  swapper          [kernel.kallsyms]  [k] tick_nohz_next_event
     0.13%     0.02%  kswapd1          [kernel.kallsyms]  [k] kmem_cache_free
     0.13%     0.02%  postgres         [kernel.kallsyms]  [k] __mark_inode_dirty
     0.13%     0.00%  kworker/u98:4+f  [kernel.kallsyms]  [k] bio_endio
     0.13%     0.01%  kswapd1          [kernel.kallsyms]  [k] free_buffer_head
     0.13%     0.00%  kworker/u97:1-w  [kernel.kallsyms]  [k] asm_common_interrupt
     0.13%     0.00%  kswapd1          [kernel.kallsyms]  [k] cgroup_rstat_flush_irqsafe
     0.13%     0.00%  kswapd1          [kernel.kallsyms]  [k] mem_cgroup_flush_stats
     0.13%     0.00%  kworker/u97:1-w  [kernel.kallsyms]  [k] common_interrupt
     0.13%     0.04%  postgres         [kernel.kallsyms]  [k] mem_cgroup_charge_statistics.constprop.0
     0.13%     0.08%  postgres         [kernel.kallsyms]  [k] __find_get_block
     0.13%     0.07%  swapper          [kernel.kallsyms]  [k] update_load_avg
     0.13%     0.00%  kworker/u97:1-w  [kernel.kallsyms]  [k] __common_interrupt
     0.13%     0.00%  kworker/u97:1-w  [kernel.kallsyms]  [k] handle_edge_irq
     0.13%     0.00%  kworker/u97:1-w  [kernel.kallsyms]  [k] handle_irq_event
     0.13%     0.00%  postgres         [kernel.kallsyms]  [k] unix_stream_recvmsg
     0.13%     0.11%  postgres         [kernel.kallsyms]  [k] page_mapping
     0.13%     0.07%  kworker/u98:4+f  [kernel.kallsyms]  [k] find_get_pages_range_tag
     0.13%     0.00%  kworker/u98:4+f  [kernel.kallsyms]  [k] pagevec_lookup_range_tag
     0.13%     0.00%  kworker/u98:4+f  [kernel.kallsyms]  [k] ext4_end_bio
     0.13%     0.05%  postgres         [kernel.kallsyms]  [k] migrate_task_rq_fair
     0.13%     0.12%  swapper          [kernel.kallsyms]  [k] rcu_needs_cpu
     0.13%     0.00%  postgres         [kernel.kallsyms]  [k] isolate_lru_page
     0.12%     0.00%  postgres         [kernel.kallsyms]  [k] sched_ttwu_pending
     0.12%     0.00%  kworker/u97:1-w  [kernel.kallsyms]  [k] nvme_process_cq
     0.12%     0.00%  kworker/u97:1-w  [kernel.kallsyms]  [k] __handle_irq_event_percpu
     0.12%     0.00%  kworker/u97:1-w  [kernel.kallsyms]  [k] nvme_irq
     0.12%     0.00%  tclsh8.6         [kernel.kallsyms]  [k] sock_alloc_send_pskb
     0.12%     0.11%  postgres         [kernel.kallsyms]  [k] __fget_light
     0.12%     0.00%  kworker/u97:1-w  [kernel.kallsyms]  [k] __submit_bio
     0.12%     0.00%  kworker/u97:1-w  [kernel.kallsyms]  [k] submit_bio
     0.12%     0.00%  kworker/u97:1-w  [kernel.kallsyms]  [k] submit_bio_noacct
     0.12%     0.02%  postgres         [kernel.kallsyms]  [k] xas_find
     0.12%     0.02%  postgres         [kernel.kallsyms]  [k] unix_stream_read_generic
     0.12%     0.00%  kworker/u97:1-w  [kernel.kallsyms]  [k] nvme_pci_complete_rq
     0.12%     0.00%  tclsh8.6         [kernel.kallsyms]  [k] alloc_skb_with_frags
     0.12%     0.01%  kworker/u98:4+f  [kernel.kallsyms]  [k] ext4_finish_bio
     0.12%     0.01%  tclsh8.6         [kernel.kallsyms]  [k] __alloc_skb
     0.12%     0.00%  postgres         [kernel.kallsyms]  [k] lock_page_lruvec_irq
     0.12%     0.02%  kswapd1          [kernel.kallsyms]  [k] cgroup_rstat_flush_locked
     0.12%     0.00%  kworker/u97:1-w  [kernel.kallsyms]  [k] blk_mq_submit_bio
     0.12%     0.01%  swapper          [kernel.kallsyms]  [k] pick_next_task_fair
     0.11%     0.01%  tclsh8.6         [kernel.kallsyms]  [k] load_balance
     0.11%     0.11%  kswapd1          [kernel.kallsyms]  [k] xas_create
     0.11%     0.02%  postgres         [kernel.kallsyms]  [k] __lock_text_start
     0.11%     0.08%  postgres         [kernel.kallsyms]  [k] rcu_read_unlock_strict
     0.11%     0.00%  tclsh8.6         [kernel.kallsyms]  [k] ttwu_do_activate
     0.11%     0.00%  tclsh8.6         [kernel.kallsyms]  [k] enqueue_task
     0.11%     0.00%  postgres         [kernel.kallsyms]  [k] ext4_dirty_inode
     0.11%     0.10%  postgres         [kernel.kallsyms]  [k] __update_load_avg_se
     0.11%     0.00%  swapper          [kernel.kallsyms]  [k] __hrtimer_run_queues
     0.11%     0.00%  kworker/u97:1-w  [kernel.kallsyms]  [k] blk_mq_end_request
     0.11%     0.00%  kworker/u97:1-w  [kernel.kallsyms]  [k] nvme_complete_rq
     0.11%     0.04%  postgres         [kernel.kallsyms]  [k] sugov_update_single_freq
     0.11%     0.00%  postgres         [kernel.kallsyms]  [k] udp_send_skb
     0.11%     0.08%  postgres         [kernel.kallsyms]  [k] mark_wake_futex
     0.11%     0.01%  kworker/u98:4+f  [kernel.kallsyms]  [k] bio_alloc_bioset
     0.11%     0.01%  postgres         [kernel.kallsyms]  [k] getname
     0.10%     0.00%  postgres         [kernel.kallsyms]  [k] ext4_end_bio
     0.10%     0.08%  postgres         [kernel.kallsyms]  [k] find_get_pages_range_tag
     0.10%     0.00%  postgres         [kernel.kallsyms]  [k] pagevec_lookup_range_tag
     0.10%     0.00%  postgres         [kernel.kallsyms]  [k] ip_send_skb
     0.10%     0.00%  postgres         [kernel.kallsyms]  [k] ip_output
     0.10%     0.03%  postgres         [kernel.kallsyms]  [k] ext4_finish_bio
     0.10%     0.00%  postgres         [kernel.kallsyms]  [k] ip_finish_output
