# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 1M of event 'cycles'
# Event count (approx.): 3285379816649
#
# Children      Self  Command          Shared Object                                     Symbol                                                                                                                                                                                                         
# ........  ........  ...............  ................................................  ...............................................................................................................................................................................................................
#
     0.00%     0.00%  GC Thread#6      [kernel.kallsyms]                                 [k] arch_scale_freq_tick
     0.00%     0.00%  Executor task l  [JIT] tid 1540                                    [.] 0x00007f19f0ac49ac
     0.00%     0.00%  G1 Refine#4      [kernel.kallsyms]                                 [k] irq_enter_rcu
     0.00%     0.00%  G1 Refine#14     [kernel.kallsyms]                                 [k] __update_load_avg_cfs_rq
     0.00%     0.00%  perf             [kernel.kallsyms]                                 [k] iov_iter_fault_in_readable.part.0
     0.00%     0.00%  perf             [kernel.kallsyms]                                 [k] __pollwait
     0.00%     0.00%  kworker/u64:38-  [kernel.kallsyms]                                 [k] wbc_account_cgroup_owner
     0.00%     0.00%  GC Thread#21     libjvm.so                                         [.] _ZN30OopOopIterateBackwardsDispatchI25G1ScanEvacuatedObjClosureE5Table25oop_oop_iterate_backwardsI13InstanceKlassP7oopDescEEvPS0_S6_P5Klass
     0.00%     0.00%  refresh progres  [kernel.kallsyms]                                 [k] scheduler_tick
     0.00%     0.00%  Executor task l  [JIT] tid 1540                                    [.] 0x00007f19f09837cf
     0.00%     0.00%  G1 Refine#11     [kernel.kallsyms]                                 [k] amd_pmu_wait_on_overflow
     0.00%     0.00%  G1 Refine#11     [kernel.kallsyms]                                 [k] futex_wake
     0.00%     0.00%  swapper          [kernel.kallsyms]                                 [k] native_queued_spin_lock_slowpath.part.0
     0.00%     0.00%  G1 Conc#1        [kernel.kallsyms]                                 [k] _raw_spin_lock_irqsave
     0.00%     0.00%  GC Thread#0      [kernel.kallsyms]                                 [k] amd_pmu_wait_on_overflow
     0.00%     0.00%  GC Thread#10     [kernel.kallsyms]                                 [k] error_entry
     0.00%     0.00%  G1 Conc#1        [kernel.kallsyms]                                 [k] pick_next_task_fair
     0.00%     0.00%  C2 CompilerThre  [kernel.kallsyms]                                 [k] cpuacct_account_field
     0.00%     0.00%  Executor task l  [JIT] tid 1540                                    [.] 0x00007f19f1305d7e
     0.00%     0.00%  Executor task l  [JIT] tid 1540                                    [.] 0x00007f19f11f7ec9
     0.00%     0.00%  sshd             [kernel.kallsyms]                                 [k] ksys_read
     0.00%     0.00%  sshd             [kernel.kallsyms]                                 [k] vfs_read
     0.00%     0.00%  GC Thread#13     [kernel.kallsyms]                                 [k] irq_enter_rcu
     0.00%     0.00%  Executor task l  [kernel.kallsyms]                                 [k] move_freepages_block
     0.00%     0.00%  Executor task l  [JIT] tid 1540                                    [.] 0x00007f19f13059d3
     0.00%     0.00%  G1 Refine#18     [kernel.kallsyms]                                 [k] __update_load_avg_cfs_rq
     0.00%     0.00%  swapper          [kernel.kallsyms]                                 [k] kthread_is_per_cpu
     0.00%     0.00%  ksoftirqd/20     [kernel.kallsyms]                                 [k] kthread
     0.00%     0.00%  ksoftirqd/20     [kernel.kallsyms]                                 [k] ret_from_fork
     0.00%     0.00%  ksoftirqd/20     [kernel.kallsyms]                                 [k] smpboot_thread_fn
     0.00%     0.00%  Executor task l  [JIT] tid 1540                                    [.] 0x00007f19f11f7b8b
     0.00%     0.00%  GC Thread#17     [kernel.kallsyms]                                 [k] irqtime_account_process_tick
     0.00%     0.00%  kworker/22:2-ev  [kernel.kallsyms]                                 [k] worker_thread
     0.00%     0.00%  kworker/22:2-ev  [kernel.kallsyms]                                 [k] kthread
     0.00%     0.00%  kworker/22:2-ev  [kernel.kallsyms]                                 [k] ret_from_fork
     0.00%     0.00%  Spark Context C  [kernel.kallsyms]                                 [k] syscall_exit_work
     0.00%     0.00%  Executor task l  [JIT] tid 1540                                    [.] 0x00007f19f0752efe
     0.00%     0.00%  G1 Conc#3        [kernel.kallsyms]                                 [k] enqueue_hrtimer
     0.00%     0.00%  G1 Refine#14     [kernel.kallsyms]                                 [k] check_cpu_stall
     0.00%     0.00%  GC Thread#9      [kernel.kallsyms]                                 [k] irq_enter_rcu
     0.00%     0.00%  Executor task l  [kernel.kallsyms]                                 [k] __sigqueue_alloc
     0.00%     0.00%  Executor task l  [JIT] tid 1540                                    [.] 0x00007f19f0ea8892
     0.00%     0.00%  C2 CompilerThre  [kernel.kallsyms]                                 [k] sched_slice
     0.00%     0.00%  G1 Conc#1        [kernel.kallsyms]                                 [k] irqtime_account_process_tick
     0.00%     0.00%  Executor task l  [kernel.kallsyms]                                 [k] inode_init_always
     0.00%     0.00%  rcu_sched        [kernel.kallsyms]                                 [k] update_irq_load_avg
     0.00%     0.00%  G1 Conc#0        [kernel.kallsyms]                                 [k] futex_wait_queue_me
     0.00%     0.00%  G1 Conc#4        [kernel.kallsyms]                                 [k] tick_sched_do_timer
     0.00%     0.00%  Executor task l  [kernel.kallsyms]                                 [k] unfreeze_partials
     0.00%     0.00%  Executor task l  [kernel.kallsyms]                                 [k] page_cache_sync_ra
     0.00%     0.00%  C2 CompilerThre  [kernel.kallsyms]                                 [k] tlb_finish_mmu
     0.00%     0.00%  Executor task l  [JIT] tid 1540                                    [.] 0x00007f19f0d75650
     0.00%     0.00%  sshd             [kernel.kallsyms]                                 [k] asm_sysvec_apic_timer_interrupt
     0.00%     0.00%  Executor task l  [kernel.kallsyms]                                 [k] xas_init_marks
     0.00%     0.00%  G1 Refine#4      [kernel.kallsyms]                                 [k] tick_sched_do_timer
     0.00%     0.00%  GC Thread#19     [kernel.kallsyms]                                 [k] futex_wait_setup
     0.00%     0.00%  swapper          [kernel.kallsyms]                                 [k] __list_add_valid
     0.00%     0.00%  GC Thread#17     [kernel.kallsyms]                                 [k] __mod_node_page_state
     0.00%     0.00%  GC Thread#17     [kernel.kallsyms]                                 [k] __mod_lruvec_state
     0.00%     0.00%  G1 Refine#17     [kernel.kallsyms]                                 [k] schedule
     0.00%     0.00%  G1 Refine#22     [kernel.kallsyms]                                 [k] rcu_pending
     0.00%     0.00%  VM Thread        [kernel.kallsyms]                                 [k] futex_wait_queue_me
     0.00%     0.00%  G1 Refine#12     [kernel.kallsyms]                                 [k] amd_pmu_wait_on_overflow
     0.00%     0.00%  GC Thread#0      [kernel.kallsyms]                                 [k] rb_next
     0.00%     0.00%  Executor task l  [kernel.kallsyms]                                 [k] prep_compound_page
     0.00%     0.00%  G1 Conc#3        [kernel.kallsyms]                                 [k] update_irq_load_avg
     0.00%     0.00%  GC Thread#3      [kernel.kallsyms]                                 [k] irq_work_tick
     0.00%     0.00%  G1 Refine#7      [kernel.kallsyms]                                 [k] __irqentry_text_end
     0.00%     0.00%  GC Thread#22     [kernel.kallsyms]                                 [k] __const_udelay
     0.00%     0.00%  kworker/u64:36-  [kernel.kallsyms]                                 [k] hrtimer_active
     0.00%     0.00%  G1 Refine#1      [kernel.kallsyms]                                 [k] tick_program_event
     0.00%     0.00%  swapper          [kernel.kallsyms]                                 [k] is_cpu_allowed
     0.00%     0.00%  GC Thread#21     [kernel.kallsyms]                                 [k] timerqueue_add
     0.00%     0.00%  GC Thread#13     [kernel.kallsyms]                                 [k] futex_wait_queue_me
     0.00%     0.00%  swapper          [kernel.kallsyms]                                 [k] dequeue_task_fair
     0.00%     0.00%  perf             [kernel.kallsyms]                                 [k] __get_user_nocheck_1
     0.00%     0.00%  GC Thread#20     [kernel.kallsyms]                                 [k] hrtimer_active
     0.00%     0.00%  ksoftirqd/20     [kernel.kallsyms]                                 [k] __softirqentry_text_start
     0.00%     0.00%  ksoftirqd/20     [kernel.kallsyms]                                 [k] run_ksoftirqd
     0.00%     0.00%  G1 Refine#22     [kernel.kallsyms]                                 [k] ktime_get
     0.00%     0.00%  GC Thread#7      [kernel.kallsyms]                                 [k] x86_pmu_disable
     0.00%     0.00%  G1 Conc#4        [kernel.kallsyms]                                 [k] ptep_clear_flush
     0.00%     0.00%  Executor task l  [JIT] tid 1540                                    [.] 0x00007f19f09f1743
     0.00%     0.00%  GC Thread#0      [kernel.kallsyms]                                 [k] irq_work_tick
     0.00%     0.00%  GC Thread#5      [kernel.kallsyms]                                 [k] irq_work_tick
     0.00%     0.00%  GC Thread#10     [kernel.kallsyms]                                 [k] timekeeping_advance
     0.00%     0.00%  rcu_sched        [kernel.kallsyms]                                 [k] calc_wheel_index
     0.00%     0.00%  GC Thread#3      [kernel.kallsyms]                                 [k] rebalance_domains
     0.00%     0.00%  G1 Refine#0      [kernel.kallsyms]                                 [k] _raw_spin_lock
     0.00%     0.00%  G1 Refine#21     [kernel.kallsyms]                                 [k] schedule
     0.00%     0.00%  Executor task l  [JIT] tid 1540                                    [.] 0x00007f19f0ea8b9d
     0.00%     0.00%  GC Thread#21     [kernel.kallsyms]                                 [k] timerqueue_del
     0.00%     0.00%  G1 Refine#4      [kernel.kallsyms]                                 [k] __irqentry_text_end
     0.00%     0.00%  GC Thread#21     [kernel.kallsyms]                                 [k] run_rebalance_domains
     0.00%     0.00%  G1 Refine#8      [kernel.kallsyms]                                 [k] try_to_wake_up
     0.00%     0.00%  GC Thread#4      [kernel.kallsyms]                                 [k] __mod_node_page_state
     0.00%     0.00%  GC Thread#4      [kernel.kallsyms]                                 [k] __mod_lruvec_state
     0.00%     0.00%  Executor task l  [JIT] tid 1540                                    [.] 0x00007f19f1305d2e
     0.00%     0.00%  kswapd0          [kernel.kallsyms]                                 [k] blk_start_plug
     0.00%     0.00%  G1 Refine#11     [kernel.kallsyms]                                 [k] wake_up_q
     0.00%     0.00%  GC Thread#8      [kernel.kallsyms]                                 [k] down_read_trylock
     0.00%     0.00%  G1 Refine#12     [kernel.kallsyms]                                 [k] update_rq_clock_task
     0.00%     0.00%  G1 Refine#14     [kernel.kallsyms]                                 [k] schedule
     0.00%     0.00%  G1 Conc#5        [kernel.kallsyms]                                 [k] amd_pmu_addr_offset
     0.00%     0.00%  G1 Refine#4      [kernel.kallsyms]                                 [k] amd_pmu_addr_offset
     0.00%     0.00%  GC Thread#11     [kernel.kallsyms]                                 [k] x86_pmu_disable
     0.00%     0.00%  GC Thread#8      [kernel.kallsyms]                                 [k] __schedule
     0.00%     0.00%  GC Thread#8      [kernel.kallsyms]                                 [k] schedule
     0.00%     0.00%  GC Thread#3      [kernel.kallsyms]                                 [k] timerqueue_add
     0.00%     0.00%  Executor task l  [kernel.kallsyms]                                 [k] __x64_sys_gettid
     0.00%     0.00%  G1 Conc#1        [kernel.kallsyms]                                 [k] rebalance_domains
     0.00%     0.00%  GC Thread#5      [kernel.kallsyms]                                 [k] find_vma
     0.00%     0.00%  GC Thread#17     [kernel.kallsyms]                                 [k] lock_page_lruvec_irqsave
     0.00%     0.00%  sshd             [kernel.kallsyms]                                 [k] tcp_event_new_data_sent
     0.00%     0.00%  C2 CompilerThre  [kernel.kallsyms]                                 [k] __pagevec_lru_add
     0.00%     0.00%  G1 Refine#8      [kernel.kallsyms]                                 [k] hrtimer_active
     0.00%     0.00%  G1 Refine#19     [kernel.kallsyms]                                 [k] amd_pmu_wait_on_overflow
     0.00%     0.00%  G1 Refine#13     [kernel.kallsyms]                                 [k] tick_sched_do_timer
     0.00%     0.00%  G1 Refine#5      [kernel.kallsyms]                                 [k] update_irq_load_avg
     0.00%     0.00%  Executor task l  [kernel.kallsyms]                                 [k] ext4_rename_delete
     0.00%     0.00%  perf             [kernel.kallsyms]                                 [k] remove_wait_queue
     0.00%     0.00%  GC Thread#22     [kernel.kallsyms]                                 [k] enqueue_hrtimer
     0.00%     0.00%  Executor task l  [JIT] tid 1540                                    [.] 0x00007f19f11d1de4
     0.00%     0.00%  Executor task l  [kernel.kallsyms]                                 [k] deactivate_task
     0.00%     0.00%  G1 Refine#7      [kernel.kallsyms]                                 [k] asm_exc_page_fault
     0.00%     0.00%  java             [kernel.kallsyms]                                 [k] __pagevec_lru_add
     0.00%     0.00%  swapper          [kernel.kallsyms]                                 [k] irq_work_needs_cpu
     0.00%     0.00%  G1 Refine#4      [kernel.kallsyms]                                 [k] irqtime_account_irq
     0.00%     0.00%  G1 Refine#0      [kernel.kallsyms]                                 [k] select_task_rq_fair
     0.00%     0.00%  kworker/u64:38-  [kernel.kallsyms]                                 [k] __cond_resched
     0.00%     0.00%  G1 Refine#16     [kernel.kallsyms]                                 [k] __update_load_avg_se
     0.00%     0.00%  G1 Refine#17     [kernel.kallsyms]                                 [k] __update_load_avg_se
     0.00%     0.00%  C1 CompilerThre  [kernel.kallsyms]                                 [k] copy_process
     0.00%     0.00%  java             [kernel.kallsyms]                                 [k] proc_fill_cache
     0.00%     0.00%  G1 Refine#5      [kernel.kallsyms]                                 [k] __const_udelay
     0.00%     0.00%  GC Thread#2      [kernel.kallsyms]                                 [k] timekeeping_advance
     0.00%     0.00%  GC Thread#15     [kernel.kallsyms]                                 [k] tick_program_event
     0.00%     0.00%  kworker/u64:34-  [kernel.kallsyms]                                 [k] ixgbe_watchdog_subtask
     0.00%     0.00%  GC Thread#22     [kernel.kallsyms]                                 [k] x86_pmu_disable
     0.00%     0.00%  G1 Refine#10     [kernel.kallsyms]                                 [k] clockevents_program_event
     0.00%     0.00%  C1 CompilerThre  [kernel.kallsyms]                                 [k] mem_cgroup_charge
     0.00%     0.00%  GC Thread#10     [kernel.kallsyms]                                 [k] tick_program_event
     0.00%     0.00%  G1 Conc#4        [kernel.kallsyms]                                 [k] get_mem_cgroup_from_mm
     0.00%     0.00%  GC Thread#22     [kernel.kallsyms]                                 [k] rebalance_domains
     0.00%     0.00%  C1 CompilerThre  [kernel.kallsyms]                                 [k] syscall_trace_enter.constprop.0
     0.00%     0.00%  GC Thread#5      [kernel.kallsyms]                                 [k] __mod_node_page_state
     0.00%     0.00%  GC Thread#5      [kernel.kallsyms]                                 [k] __mod_lruvec_state
     0.00%     0.00%  kworker/4:2-eve  [kernel.kallsyms]                                 [k] worker_thread
     0.00%     0.00%  kworker/4:2-eve  [kernel.kallsyms]                                 [k] kthread
     0.00%     0.00%  kworker/4:2-eve  [kernel.kallsyms]                                 [k] ret_from_fork
     0.00%     0.00%  G1 Refine#3      [kernel.kallsyms]                                 [k] sched_clock_cpu
     0.00%     0.00%  kworker/0:2-eve  [kernel.kallsyms]                                 [k] __queue_work
     0.00%     0.00%  G1 Refine#13     [kernel.kallsyms]                                 [k] __update_load_avg_cfs_rq
     0.00%     0.00%  C2 CompilerThre  [kernel.kallsyms]                                 [k] ttwu_do_activate
     0.00%     0.00%  G1 Conc#2        [kernel.kallsyms]                                 [k] pick_next_task_fair
     0.00%     0.00%  sshd             [kernel.kallsyms]                                 [k] schedule_hrtimeout_range_clock
     0.00%     0.00%  G1 Conc#3        [kernel.kallsyms]                                 [k] try_to_wake_up
     0.00%     0.00%  G1 Conc#3        [kernel.kallsyms]                                 [k] __list_add_valid
     0.00%     0.00%  G1 Refine#10     [kernel.kallsyms]                                 [k] update_rq_clock_task
     0.00%     0.00%  GC Thread#21     [kernel.kallsyms]                                 [k] try_to_wake_up
     0.00%     0.00%  Executor task l  [JIT] tid 1540                                    [.] 0x00007f19f06f5484
     0.00%     0.00%  G1 Conc#4        [kernel.kallsyms]                                 [k] sched_slice
     0.00%     0.00%  GC Thread#5      [kernel.kallsyms]                                 [k] update_rq_clock
     0.00%     0.00%  G1 Refine#13     [kernel.kallsyms]                                 [k] rcu_core
     0.00%     0.00%  G1 Conc#4        [kernel.kallsyms]                                 [k] flush_tlb_mm_range
     0.00%     0.00%  GC Thread#14     [kernel.kallsyms]                                 [k] tick_sched_do_timer
     0.00%     0.00%  G1 Refine#7      [kernel.kallsyms]                                 [k] exc_page_fault
     0.00%     0.00%  GC Thread#13     [kernel.kallsyms]                                 [k] error_entry
     0.00%     0.00%  G1 Conc#5        [kernel.kallsyms]                                 [k] update_irq_load_avg
     0.00%     0.00%  C1 CompilerThre  [kernel.kallsyms]                                 [k] enqueue_entity
     0.00%     0.00%  GC Thread#1      [kernel.kallsyms]                                 [k] x86_pmu_disable
     0.00%     0.00%  GC Thread#7      [kernel.kallsyms]                                 [k] lock_page_lruvec_irqsave
     0.00%     0.00%  GC Thread#13     [kernel.kallsyms]                                 [k] schedule
     0.00%     0.00%  sshd             [kernel.kallsyms]                                 [k] ixgbe_xmit_frame_ring
     0.00%     0.00%  G1 Refine#20     [kernel.kallsyms]                                 [k] exit_to_user_mode_prepare
     0.00%     0.00%  Executor task l  [JIT] tid 1540                                    [.] 0x00007f19f11d1f72
     0.00%     0.00%  Executor task l  [JIT] tid 1540                                    [.] 0x00007f19f12889f0
     0.00%     0.00%  G1 Refine#4      [kernel.kallsyms]                                 [k] note_gp_changes
     0.00%     0.00%  Spark Context C  [kernel.kallsyms]                                 [k] load_balance
     0.00%     0.00%  ksoftirqd/22     [kernel.kallsyms]                                 [k] __softirqentry_text_start
     0.00%     0.00%  ksoftirqd/22     [kernel.kallsyms]                                 [k] kthread
     0.00%     0.00%  ksoftirqd/22     [kernel.kallsyms]                                 [k] rcu_core
     0.00%     0.00%  ksoftirqd/22     [kernel.kallsyms]                                 [k] rcu_do_batch
     0.00%     0.00%  ksoftirqd/22     [kernel.kallsyms]                                 [k] ret_from_fork
     0.00%     0.00%  ksoftirqd/22     [kernel.kallsyms]                                 [k] run_ksoftirqd
     0.00%     0.00%  ksoftirqd/22     [kernel.kallsyms]                                 [k] smpboot_thread_fn
     0.00%     0.00%  GC Thread#2      [kernel.kallsyms]                                 [k] __mod_node_page_state
     0.00%     0.00%  GC Thread#2      [kernel.kallsyms]                                 [k] __mod_lruvec_state
     0.00%     0.00%  G1 Refine#13     [kernel.kallsyms]                                 [k] rcu_pending
     0.00%     0.00%  C1 CompilerThre  [kernel.kallsyms]                                 [k] __irq_exit_rcu
     0.00%     0.00%  kworker/u64:38-  [kernel.kallsyms]                                 [k] kmem_cache_free
     0.00%     0.00%  Executor task l  [JIT] tid 1540                                    [.] 0x00007f19f0e7c28f
     0.00%     0.00%  Executor task l  [kernel.kallsyms]                                 [k] ext4_cache_extents
     0.00%     0.00%  GC Thread#6      [kernel.kallsyms]                                 [k] native_sched_clock
     0.00%     0.00%  GC Thread#5      [kernel.kallsyms]                                 [k] vmacache_find
     0.00%     0.00%  G1 Refine#5      [kernel.kallsyms]                                 [k] flush_tlb_mm_range
     0.00%     0.00%  G1 Refine#5      [kernel.kallsyms]                                 [k] ptep_clear_flush
     0.00%     0.00%  dispatcher-even  [kernel.kallsyms]                                 [k] mark_wake_futex
     0.00%     0.00%  GC Thread#11     [kernel.kallsyms]                                 [k] __pagevec_lru_add_fn
     0.00%     0.00%  GC Thread#7      [kernel.kallsyms]                                 [k] tick_sched_do_timer
     0.00%     0.00%  G1 Refine#9      [kernel.kallsyms]                                 [k] __const_udelay
     0.00%     0.00%  GC Thread#13     [kernel.kallsyms]                                 [k] arch_scale_freq_tick
     0.00%     0.00%  GC Thread#8      [kernel.kallsyms]                                 [k] error_entry
     0.00%     0.00%  kworker/21:1-ev  [kernel.kallsyms]                                 [k] kthread
     0.00%     0.00%  kworker/21:1-ev  [kernel.kallsyms]                                 [k] ret_from_fork
     0.00%     0.00%  kworker/21:1-ev  [kernel.kallsyms]                                 [k] worker_thread
     0.00%     0.00%  G1 Conc#1        [kernel.kallsyms]                                 [k] irq_work_tick
     0.00%     0.00%  GC Thread#1      [kernel.kallsyms]                                 [k] try_charge_memcg
     0.00%     0.00%  rcu_sched        [kernel.kallsyms]                                 [k] detach_tasks
     0.00%     0.00%  G1 Conc#3        [kernel.kallsyms]                                 [k] timerqueue_del
     0.00%     0.00%  G1 Refine#10     [kernel.kallsyms]                                 [k] amd_pmu_wait_on_overflow
     0.00%     0.00%  GC Thread#5      [kernel.kallsyms]                                 [k] __pagevec_lru_add_fn
     0.00%     0.00%  ksoftirqd/13     [kernel.kallsyms]                                 [k] kmem_cache_free
     0.00%     0.00%  Executor task l  [kernel.kallsyms]                                 [k] mntget
     0.00%     0.00%  kworker/u64:38-  [kernel.kallsyms]                                 [k] mem_cgroup_wb_domain
     0.00%     0.00%  Executor task l  [JIT] tid 1540                                    [.] 0x00007f19f0a8e328
     0.00%     0.00%  kworker/5:1-eve  [kernel.kallsyms]                                 [k] schedule
     0.00%     0.00%  G1 Conc#2        [kernel.kallsyms]                                 [k] rb_next
     0.00%     0.00%  GC Thread#4      [kernel.kallsyms]                                 [k] amd_pmu_addr_offset
     0.00%     0.00%  G1 Refine#20     [kernel.kallsyms]                                 [k] rcu_core
     0.00%     0.00%  GC Thread#18     [kernel.kallsyms]                                 [k] tick_program_event
     0.00%     0.00%  GC Thread#1      [kernel.kallsyms]                                 [k] schedule
     0.00%     0.00%  GC Thread#2      [kernel.kallsyms]                                 [k] __count_memcg_events
     0.00%     0.00%  dag-scheduler-e  [kernel.kallsyms]                                 [k] syscall_exit_work
     0.00%     0.00%  GC Thread#7      [kernel.kallsyms]                                 [k] futex_wait_queue_me
     0.00%     0.00%  GC Thread#12     [kernel.kallsyms]                                 [k] irqtime_account_process_tick
     0.00%     0.00%  GC Thread#1      [kernel.kallsyms]                                 [k] futex_wait_queue_me
     0.00%     0.00%  GC Thread#1      [kernel.kallsyms]                                 [k] timerqueue_del
     0.00%     0.00%  G1 Conc#4        [kernel.kallsyms]                                 [k] arch_scale_freq_tick
     0.00%     0.00%  GC Thread#14     [kernel.kallsyms]                                 [k] futex_wait_queue_me
     0.00%     0.00%  kworker/28:1-ev  [kernel.kallsyms]                                 [k] worker_thread
     0.00%     0.00%  kworker/28:1-ev  [kernel.kallsyms]                                 [k] kthread
     0.00%     0.00%  kworker/28:1-ev  [kernel.kallsyms]                                 [k] ret_from_fork
     0.00%     0.00%  GC Thread#10     [kernel.kallsyms]                                 [k] load_balance
     0.00%     0.00%  GC Thread#2      [kernel.kallsyms]                                 [k] irqtime_account_process_tick
     0.00%     0.00%  GC Thread#13     [kernel.kallsyms]                                 [k] enqueue_hrtimer
     0.00%     0.00%  G1 Conc#5        [kernel.kallsyms]                                 [k] __irqentry_text_end
     0.00%     0.00%  C2 CompilerThre  [kernel.kallsyms]                                 [k] hrtimer_forward
     0.00%     0.00%  G1 Refine#21     [kernel.kallsyms]                                 [k] __schedule
     0.00%     0.00%  GC Thread#17     [kernel.kallsyms]                                 [k] sync_regs
     0.00%     0.00%  G1 Refine#11     [kernel.kallsyms]                                 [k] hrtimer_active
     0.00%     0.00%  kworker/20:1-ev  [kernel.kallsyms]                                 [k] worker_thread
     0.00%     0.00%  kworker/20:1-ev  [kernel.kallsyms]                                 [k] kthread
     0.00%     0.00%  kworker/20:1-ev  [kernel.kallsyms]                                 [k] ret_from_fork
     0.00%     0.00%  GC Thread#20     [kernel.kallsyms]                                 [k] mem_cgroup_from_task
     0.00%     0.00%  Executor task l  [JIT] tid 1540                                    [.] 0x00007f19f128837c
     0.00%     0.00%  ksoftirqd/7      [kernel.kallsyms]                                 [k] __softirqentry_text_start
     0.00%     0.00%  ksoftirqd/7      [kernel.kallsyms]                                 [k] kthread
     0.00%     0.00%  ksoftirqd/7      [kernel.kallsyms]                                 [k] rcu_core
     0.00%     0.00%  ksoftirqd/7      [kernel.kallsyms]                                 [k] rcu_do_batch
     0.00%     0.00%  ksoftirqd/7      [kernel.kallsyms]                                 [k] ret_from_fork
     0.00%     0.00%  ksoftirqd/7      [kernel.kallsyms]                                 [k] run_ksoftirqd
     0.00%     0.00%  ksoftirqd/7      [kernel.kallsyms]                                 [k] smpboot_thread_fn
     0.00%     0.00%  GC Thread#0      [kernel.kallsyms]                                 [k] __pagevec_lru_add_fn
     0.00%     0.00%  G1 Refine#7      [kernel.kallsyms]                                 [k] do_user_addr_fault
     0.00%     0.00%  G1 Refine#8      [kernel.kallsyms]                                 [k] check_cpu_stall
     0.00%     0.00%  G1 Conc#4        [kernel.kallsyms]                                 [k] smp_call_function_many_cond
     0.00%     0.00%  G1 Conc#4        [kernel.kallsyms]                                 [k] on_each_cpu_cond_mask
     0.00%     0.00%  G1 Refine#1      [kernel.kallsyms]                                 [k] timerqueue_add
     0.00%     0.00%  G1 Refine#9      [kernel.kallsyms]                                 [k] futex_wait
     0.00%     0.00%  G1 Refine#10     [kernel.kallsyms]                                 [k] futex_wake
     0.00%     0.00%  GC Thread#15     [kernel.kallsyms]                                 [k] schedule
     0.00%     0.00%  Executor task l  [JIT] tid 1540                                    [.] 0x00007f19f0ea7cf7
     0.00%     0.00%  Executor task l  [JIT] tid 1540                                    [.] 0x00007f19f1288ec8
     0.00%     0.00%  GC Thread#21     [kernel.kallsyms]                                 [k] syscall_exit_to_user_mode
     0.00%     0.00%  GC Thread#3      [kernel.kallsyms]                                 [k] tick_program_event
     0.00%     0.00%  G1 Refine#4      [kernel.kallsyms]                                 [k] update_min_vruntime
     0.00%     0.00%  task-result-get  [kernel.kallsyms]                                 [k] switch_fpu_return
     0.00%     0.00%  refresh progres  [kernel.kallsyms]                                 [k] _raw_spin_lock_irqsave
     0.00%     0.00%  G1 Conc#3        [kernel.kallsyms]                                 [k] cpuacct_charge
     0.00%     0.00%  GC Thread#5      [kernel.kallsyms]                                 [k] xas_create
     0.00%     0.00%  GC Thread#5      [kernel.kallsyms]                                 [k] page_cache_delete
     0.00%     0.00%  GC Thread#5      [kernel.kallsyms]                                 [k] xas_store
     0.00%     0.00%  G1 Refine#12     [kernel.kallsyms]                                 [k] tick_sched_do_timer
     0.00%     0.00%  dispatcher-even  [kernel.kallsyms]                                 [k] update_cfs_rq_h_load
     0.00%     0.00%  Executor task l  [JIT] tid 1540                                    [.] 0x00007f19f0cfe856
     0.00%     0.00%  Executor task l  [kernel.kallsyms]                                 [k] queued_spin_unlock
     0.00%     0.00%  GC Thread#12     [kernel.kallsyms]                                 [k] __const_udelay
     0.00%     0.00%  G1 Conc#3        [kernel.kallsyms]                                 [k] do_futex
     0.00%     0.00%  G1 Conc#3        [kernel.kallsyms]                                 [k] __x64_sys_futex
     0.00%     0.00%  GC Thread#6      [kernel.kallsyms]                                 [k] sync_regs
     0.00%     0.00%  Executor task l  [kernel.kallsyms]                                 [k] do_get_write_access
     0.00%     0.00%  GC Thread#6      [kernel.kallsyms]                                 [k] timekeeping_update
     0.00%     0.00%  ksoftirqd/20     [kernel.kallsyms]                                 [k] rcu_core
     0.00%     0.00%  ksoftirqd/20     [kernel.kallsyms]                                 [k] rcu_do_batch
     0.00%     0.00%  VM Periodic Tas  [kernel.kallsyms]                                 [k] newidle_balance
     0.00%     0.00%  GC Thread#22     [kernel.kallsyms]                                 [k] arch_scale_freq_tick
     0.00%     0.00%  Executor task l  [JIT] tid 1540                                    [.] 0x00007f19f12dceb8
     0.00%     0.00%  Reference Handl  [kernel.kallsyms]                                 [k] __hrtimer_run_queues
     0.00%     0.00%  Reference Handl  [kernel.kallsyms]                                 [k] __run_hrtimer
     0.00%     0.00%  G1 Refine#5      [kernel.kallsyms]                                 [k] __irqentry_text_end
     0.00%     0.00%  Executor task l  [JIT] tid 1540                                    [.] 0x00007f19f11f977e
     0.00%     0.00%  perf             [kernel.kallsyms]                                 [k] __mod_lruvec_page_state
     0.00%     0.00%  sshd             [kernel.kallsyms]                                 [k] sysvec_apic_timer_interrupt
     0.00%     0.00%  top              [kernel.kallsyms]                                 [k] proc_task_name
     0.00%     0.00%  rcu_sched        [kernel.kallsyms]                                 [k] __switch_to_asm
     0.00%     0.00%  G1 Conc#5        [kernel.kallsyms]                                 [k] calc_global_load_tick
     0.00%     0.00%  GC Thread#7      [kernel.kallsyms]                                 [k] check_cpu_stall
     0.00%     0.00%  kworker/u64:34-  [kernel.kallsyms]                                 [k] wb_do_writeback
     0.00%     0.00%  kworker/u64:34-  [kernel.kallsyms]                                 [k] wb_workfn
     0.00%     0.00%  kworker/u64:34-  [kernel.kallsyms]                                 [k] wb_writeback
