# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 570K of event 'cycles'
# Event count (approx.): 8154840654925
#
# Children      Self  Command          Shared Object       Symbol                                             
# ........  ........  ...............  ..................  ...................................................
#
     2.76%     0.05%  localfetcher#1   [kernel.kallsyms]   [k] handle_mm_fault
     2.70%     0.00%  localfetcher#1   [kernel.kallsyms]   [k] page_cache_async_ra
     2.65%     0.00%  kswapd0          [kernel.kallsyms]   [k] kswapd
     2.65%     0.00%  kswapd0          [kernel.kallsyms]   [k] kthread
     2.65%     0.00%  kswapd0          [kernel.kallsyms]   [k] ret_from_fork
     2.64%     0.00%  kswapd0          [kernel.kallsyms]   [k] balance_pgdat
     2.64%     0.17%  localfetcher#1   [kernel.kallsyms]   [k] __handle_mm_fault
     2.46%     0.08%  localfetcher#1   [kernel.kallsyms]   [k] __alloc_pages
     2.43%     2.38%  LocalJobRunner   [kernel.kallsyms]   [k] copy_user_enhanced_fast_string
     2.39%     0.18%  pool-4-thread-1  [kernel.kallsyms]   [k] add_to_page_cache_lru
     2.37%     0.00%  kswapd1          [kernel.kallsyms]   [k] kswapd
     2.37%     0.00%  kswapd1          [kernel.kallsyms]   [k] kthread
     2.37%     0.00%  kswapd1          [kernel.kallsyms]   [k] ret_from_fork
     2.37%     0.00%  kswapd1          [kernel.kallsyms]   [k] balance_pgdat
     2.31%     0.00%  kswapd0          [kernel.kallsyms]   [k] shrink_node
     2.26%     0.23%  localfetcher#1   [kernel.kallsyms]   [k] get_page_from_freelist
     2.14%     0.00%  kswapd1          [kernel.kallsyms]   [k] shrink_node
     2.11%     0.01%  kswapd0          [kernel.kallsyms]   [k] shrink_lruvec
     2.09%     0.01%  kswapd0          [kernel.kallsyms]   [k] evict_pages
     1.93%     0.00%  kswapd1          [kernel.kallsyms]   [k] shrink_lruvec
     1.92%     0.01%  kswapd1          [kernel.kallsyms]   [k] evict_pages
     1.85%     1.45%  pool-4-thread-1  [kernel.kallsyms]   [k] __add_to_page_cache_locked
     1.71%     0.01%  LocalJobRunner   [kernel.kallsyms]   [k] ext4_da_write_begin
     1.67%     1.65%  localfetcher#1   [kernel.kallsyms]   [k] clear_page_erms
     1.56%     1.55%  java             [kernel.kallsyms]   [k] up_read
     1.53%     0.02%  pool-4-thread-1  [kernel.kallsyms]   [k] ext4_da_write_end
     1.53%     0.01%  InMemoryMerger   [kernel.kallsyms]   [k] ext4_da_write_begin
     1.49%     0.03%  pool-4-thread-1  [kernel.kallsyms]   [k] generic_write_end
     1.48%     0.11%  kswapd0          [kernel.kallsyms]   [k] shrink_page_list
     1.42%     1.41%  pool-4-thread-1  [kernel.kallsyms]   [k] copy_user_enhanced_fast_string
     1.41%     0.02%  java             [kernel.kallsyms]   [k] entry_SYSCALL_64_after_hwframe
     1.40%     0.01%  LocalJobRunner   [kernel.kallsyms]   [k] grab_cache_page_write_begin
     1.39%     0.02%  LocalJobRunner   [kernel.kallsyms]   [k] pagecache_get_page
     1.39%     0.02%  java             [kernel.kallsyms]   [k] do_syscall_64
     1.38%     0.13%  kswapd1          [kernel.kallsyms]   [k] shrink_page_list
     1.36%     0.00%  pool-4-thread-1  [kernel.kallsyms]   [k] __x64_sys_read
     1.36%     0.00%  pool-4-thread-1  [kernel.kallsyms]   [k] ksys_read
     1.36%     0.00%  pool-4-thread-1  [kernel.kallsyms]   [k] vfs_read
     1.36%     0.00%  pool-4-thread-1  [kernel.kallsyms]   [k] ext4_file_read_iter
     1.36%     0.00%  pool-4-thread-1  [kernel.kallsyms]   [k] generic_file_read_iter
     1.36%     0.00%  pool-4-thread-1  [kernel.kallsyms]   [k] new_sync_read
     1.36%     0.03%  pool-4-thread-1  [kernel.kallsyms]   [k] filemap_read
     1.34%     0.15%  localfetcher#1   [kernel.kallsyms]   [k] add_to_page_cache_lru
     1.33%     0.00%  LocalJobRunner   [kernel.kallsyms]   [k] asm_sysvec_apic_timer_interrupt
     1.32%     0.03%  LocalJobRunner   [kernel.kallsyms]   [k] __alloc_pages
     1.32%     0.00%  LocalJobRunner   [kernel.kallsyms]   [k] sysvec_apic_timer_interrupt
     1.31%     0.01%  localfetcher#1   [kernel.kallsyms]   [k] alloc_pages
     1.30%     0.01%  LocalJobRunner   [kernel.kallsyms]   [k] alloc_pages
     1.30%     0.00%  localfetcher#1   [kernel.kallsyms]   [k] __page_cache_alloc
     1.27%     0.00%  LocalJobRunner   [kernel.kallsyms]   [k] filemap_get_pages
     1.24%     0.02%  InMemoryMerger   [kernel.kallsyms]   [k] pagecache_get_page
     1.22%     0.00%  InMemoryMerger   [kernel.kallsyms]   [k] grab_cache_page_write_begin
     1.19%     0.08%  java             [kernel.kallsyms]   [k] exit_to_user_mode_prepare
     1.18%     0.02%  localfetcher#1   [kernel.kallsyms]   [k] alloc_pages_vma
     1.18%     0.01%  LocalJobRunner   [kernel.kallsyms]   [k] exit_to_user_mode_prepare
     1.16%     0.04%  pool-4-thread-1  [kernel.kallsyms]   [k] __mark_inode_dirty
     1.14%     0.00%  LocalJobRunner   [kernel.kallsyms]   [k] irqentry_exit
     1.14%     0.00%  LocalJobRunner   [kernel.kallsyms]   [k] irqentry_exit_to_user_mode
     1.13%     0.00%  java             [kernel.kallsyms]   [k] asm_sysvec_apic_timer_interrupt
     1.13%     0.00%  LocalJobRunner   [kernel.kallsyms]   [k] ondemand_readahead
     1.13%     0.01%  LocalJobRunner   [kernel.kallsyms]   [k] page_cache_ra_unbounded
     1.12%     0.01%  pool-4-thread-1  [kernel.kallsyms]   [k] ext4_dirty_inode
     1.12%     0.01%  java             [kernel.kallsyms]   [k] sysvec_apic_timer_interrupt
     1.09%     0.00%  LocalJobRunner   [kernel.kallsyms]   [k] task_work_run
     1.09%     0.00%  LocalJobRunner   [kernel.kallsyms]   [k] task_numa_work
     1.09%     0.00%  LocalJobRunner   [kernel.kallsyms]   [k] change_prot_numa
     1.07%     0.05%  pool-4-thread-1  [kernel.kallsyms]   [k] __alloc_pages
     1.05%     0.12%  LocalJobRunner   [kernel.kallsyms]   [k] add_to_page_cache_lru
     1.05%     0.01%  pool-4-thread-1  [kernel.kallsyms]   [k] alloc_pages
     1.03%     1.02%  java             [kernel.kallsyms]   [k] native_queued_spin_lock_slowpath
     1.00%     1.00%  swapper          [unknown]           [.] 0000000000000000
     0.99%     0.95%  LocalJobRunner   [kernel.kallsyms]   [k] change_protection
     0.98%     0.15%  pool-4-thread-1  [kernel.kallsyms]   [k] get_page_from_freelist
     0.98%     0.97%  java             [kernel.kallsyms]   [k] sync_regs
     0.98%     0.02%  pool-4-thread-1  [kernel.kallsyms]   [k] asm_exc_page_fault
     0.96%     0.05%  java             [kernel.kallsyms]   [k] migrate_misplaced_page
     0.95%     0.02%  java             [kernel.kallsyms]   [k] find_vma
     0.95%     0.26%  java             [kernel.kallsyms]   [k] _raw_spin_lock
     0.95%     0.68%  localfetcher#1   [kernel.kallsyms]   [k] __add_to_page_cache_locked
     0.94%     0.94%  java             [kernel.kallsyms]   [k] vmacache_find
     0.93%     0.06%  LocalJobRunner   [kernel.kallsyms]   [k] get_page_from_freelist
     0.90%     0.11%  localfetcher#1   [kernel.kallsyms]   [k] __mem_cgroup_charge
     0.84%     0.01%  pool-4-thread-1  [kernel.kallsyms]   [k] exc_page_fault
     0.82%     0.02%  java             [kernel.kallsyms]   [k] __alloc_pages
     0.81%     0.00%  pool-4-thread-1  [kernel.kallsyms]   [k] filemap_get_pages
     0.80%     0.02%  pool-4-thread-1  [kernel.kallsyms]   [k] do_user_addr_fault
     0.79%     0.07%  java             [kernel.kallsyms]   [k] migrate_pages
     0.79%     0.00%  pool-4-thread-1  [kernel.kallsyms]   [k] ondemand_readahead
     0.79%     0.01%  pool-4-thread-1  [kernel.kallsyms]   [k] page_cache_ra_unbounded
     0.76%     0.00%  pool-4-thread-1  [kernel.kallsyms]   [k] page_cache_async_ra
     0.75%     0.03%  pool-4-thread-1  [kernel.kallsyms]   [k] ext4_block_write_begin
     0.74%     0.03%  pool-4-thread-1  [kernel.kallsyms]   [k] handle_mm_fault
     0.74%     0.01%  LocalJobRunner   [kernel.kallsyms]   [k] ext4_da_write_end
     0.74%     0.08%  InMemoryMerger   [kernel.kallsyms]   [k] add_to_page_cache_lru
     0.74%     0.00%  LocalJobRunner   [kernel.kallsyms]   [k] page_cache_async_ra
     0.73%     0.49%  LocalJobRunner   [kernel.kallsyms]   [k] __add_to_page_cache_locked
     0.72%     0.00%  java             [kernel.kallsyms]   [k] alloc_pages_vma
     0.72%     0.03%  LocalJobRunner   [kernel.kallsyms]   [k] generic_write_end
     0.71%     0.01%  InMemoryMerger   [kernel.kallsyms]   [k] ext4_da_write_end
     0.70%     0.69%  LocalJobRunner   [kernel.kallsyms]   [k] clear_page_erms
     0.69%     0.02%  InMemoryMerger   [kernel.kallsyms]   [k] generic_write_end
     0.65%     0.01%  java             [kernel.kallsyms]   [k] __x64_sys_sched_yield
     0.63%     0.27%  localfetcher#1   [kernel.kallsyms]   [k] charge_memcg
     0.62%     0.03%  java             [kernel.kallsyms]   [k] do_sched_yield
     0.61%     0.00%  java             [kernel.kallsyms]   [k] syscall_exit_to_user_mode
     0.61%     0.14%  pool-4-thread-1  [kernel.kallsyms]   [k] __handle_mm_fault
     0.61%     0.00%  kworker/u98:2-w  [kernel.kallsyms]   [k] kthread
     0.61%     0.00%  kworker/u98:2-w  [kernel.kallsyms]   [k] ret_from_fork
     0.61%     0.00%  kworker/u98:2-w  [kernel.kallsyms]   [k] worker_thread
     0.61%     0.00%  kworker/u98:2-w  [kernel.kallsyms]   [k] process_one_work
     0.61%     0.00%  kworker/u98:2-w  [kernel.kallsyms]   [k] wb_writeback
     0.61%     0.00%  kworker/u98:2-w  [kernel.kallsyms]   [k] wb_workfn
     0.61%     0.00%  kworker/u98:2-w  [kernel.kallsyms]   [k] __writeback_inodes_wb
     0.61%     0.00%  kworker/u98:2-w  [kernel.kallsyms]   [k] writeback_sb_inodes
     0.61%     0.00%  kworker/u98:2-w  [kernel.kallsyms]   [k] __writeback_single_inode
     0.61%     0.00%  kworker/u98:2-w  [kernel.kallsyms]   [k] do_writepages
     0.61%     0.05%  kworker/u98:2-w  [kernel.kallsyms]   [k] ext4_writepages
     0.60%     0.01%  java             [kernel.kallsyms]   [k] __sysvec_apic_timer_interrupt
     0.60%     0.01%  java             [kernel.kallsyms]   [k] schedule
     0.59%     0.01%  java             [kernel.kallsyms]   [k] irqentry_exit
     0.59%     0.02%  java             [kernel.kallsyms]   [k] hrtimer_interrupt
     0.59%     0.01%  java             [kernel.kallsyms]   [k] irqentry_exit_to_user_mode
     0.58%     0.01%  InMemoryMerger   [kernel.kallsyms]   [k] asm_exc_page_fault
     0.57%     0.57%  InMemoryMerger   [kernel.kallsyms]   [k] copy_user_enhanced_fast_string
     0.57%     0.14%  java             [kernel.kallsyms]   [k] __schedule
     0.57%     0.56%  pool-4-thread-1  [kernel.kallsyms]   [k] clear_page_erms
     0.56%     0.00%  LocalJobRunner   [kernel.kallsyms]   [k] __page_cache_alloc
     0.56%     0.00%  kworker/u96:1-e  [kernel.kallsyms]   [k] worker_thread
     0.56%     0.00%  kworker/u96:1-e  [kernel.kallsyms]   [k] kthread
     0.56%     0.00%  kworker/u96:1-e  [kernel.kallsyms]   [k] ret_from_fork
     0.56%     0.00%  kworker/u96:1-e  [kernel.kallsyms]   [k] process_one_work
     0.55%     0.00%  kworker/u96:1-e  [kernel.kallsyms]   [k] ext4_end_io_rsv_work
     0.55%     0.01%  pool-4-thread-1  [kernel.kallsyms]   [k] __ext4_mark_inode_dirty
     0.55%     0.00%  kworker/u96:1-e  [kernel.kallsyms]   [k] ext4_release_io_end
     0.54%     0.12%  kworker/u96:1-e  [kernel.kallsyms]   [k] ext4_finish_bio
     0.54%     0.01%  LocalJobRunner   [kernel.kallsyms]   [k] __mark_inode_dirty
     0.54%     0.40%  InMemoryMerger   [kernel.kallsyms]   [k] __add_to_page_cache_locked
     0.53%     0.01%  InMemoryMerger   [kernel.kallsyms]   [k] exc_page_fault
     0.53%     0.01%  LocalJobRunner   [kernel.kallsyms]   [k] __x64_sys_futex
     0.53%     0.00%  LocalJobRunner   [kernel.kallsyms]   [k] ext4_dirty_inode
     0.53%     0.00%  kworker/u96:0-e  [kernel.kallsyms]   [k] worker_thread
     0.53%     0.00%  kworker/u96:0-e  [kernel.kallsyms]   [k] kthread
     0.53%     0.00%  kworker/u96:0-e  [kernel.kallsyms]   [k] ret_from_fork
     0.52%     0.00%  kworker/u96:0-e  [kernel.kallsyms]   [k] process_one_work
     0.52%     0.00%  kworker/u96:0-e  [kernel.kallsyms]   [k] ext4_end_io_rsv_work
     0.52%     0.01%  LocalJobRunner   [kernel.kallsyms]   [k] do_futex
     0.52%     0.00%  kworker/u96:0-e  [kernel.kallsyms]   [k] ext4_release_io_end
     0.52%     0.07%  kworker/u96:0-e  [kernel.kallsyms]   [k] ext4_finish_bio
     0.51%     0.02%  InMemoryMerger   [kernel.kallsyms]   [k] __mark_inode_dirty
     0.51%     0.01%  InMemoryMerger   [kernel.kallsyms]   [k] do_user_addr_fault
     0.50%     0.01%  java             [kernel.kallsyms]   [k] __hrtimer_run_queues
     0.50%     0.06%  java             [kernel.kallsyms]   [k] get_page_from_freelist
     0.49%     0.00%  InMemoryMerger   [kernel.kallsyms]   [k] ext4_dirty_inode
     0.49%     0.36%  java             [kernel.kallsyms]   [k] cgroup_rstat_updated
     0.48%     0.00%  java             [kernel.kallsyms]   [k] get_signal
     0.48%     0.00%  java             [kernel.kallsyms]   [k] arch_do_signal_or_restart
     0.48%     0.00%  java             [kernel.kallsyms]   [k] do_exit
     0.48%     0.00%  java             [kernel.kallsyms]   [k] do_group_exit
     0.48%     0.00%  java             [kernel.kallsyms]   [k] exit_mmap
     0.48%     0.00%  java             [kernel.kallsyms]   [k] mmput
     0.48%     0.00%  java             [kernel.kallsyms]   [k] unmap_single_vma
     0.48%     0.00%  java             [kernel.kallsyms]   [k] unmap_vmas
     0.48%     0.01%  InMemoryMerger   [kernel.kallsyms]   [k] handle_mm_fault
     0.48%     0.02%  InMemoryMerger   [kernel.kallsyms]   [k] __alloc_pages
     0.48%     0.07%  java             [kernel.kallsyms]   [k] unmap_page_range
     0.48%     0.05%  localfetcher#1   [kernel.kallsyms]   [k] lru_cache_add
     0.44%     0.01%  InMemoryMerger   [kernel.kallsyms]   [k] alloc_pages
     0.44%     0.00%  localfetcher#1   [kernel.kallsyms]   [k] __x64_sys_munmap
     0.44%     0.00%  localfetcher#1   [kernel.kallsyms]   [k] __vm_munmap
     0.44%     0.00%  localfetcher#1   [kernel.kallsyms]   [k] __do_munmap
     0.44%     0.00%  localfetcher#1   [kernel.kallsyms]   [k] unmap_region
     0.43%     0.43%  localfetcher#1   [kernel.kallsyms]   [k] native_irq_return_iret
     0.43%     0.04%  kswapd1          [kernel.kallsyms]   [k] __remove_mapping
     0.43%     0.10%  localfetcher#1   [kernel.kallsyms]   [k] __pagevec_lru_add
     0.42%     0.32%  java             [kernel.kallsyms]   [k] __count_memcg_events
     0.42%     0.31%  kswapd0          [kernel.kallsyms]   [k] isolate_pages
     0.42%     0.05%  InMemoryMerger   [kernel.kallsyms]   [k] get_page_from_freelist
     0.41%     0.00%  java             [kernel.kallsyms]   [k] tick_sched_timer
     0.41%     0.29%  kswapd1          [kernel.kallsyms]   [k] isolate_pages
     0.40%     0.08%  InMemoryMerger   [kernel.kallsyms]   [k] __handle_mm_fault
     0.40%     0.01%  LocalJobRunner   [kernel.kallsyms]   [k] asm_exc_page_fault
     0.40%     0.00%  LocalJobRunner   [kernel.kallsyms]   [k] page_cache_sync_ra
     0.39%     0.00%  kcompactd1       [kernel.kallsyms]   [k] kcompactd
     0.39%     0.00%  kcompactd1       [kernel.kallsyms]   [k] kthread
     0.39%     0.00%  kcompactd1       [kernel.kallsyms]   [k] ret_from_fork
     0.39%     0.00%  kcompactd1       [kernel.kallsyms]   [k] compact_zone
     0.39%     0.00%  kcompactd1       [kernel.kallsyms]   [k] proactive_compact_node
     0.39%     0.08%  pool-4-thread-1  [kernel.kallsyms]   [k] ext4_da_get_block_prep
     0.39%     0.03%  java             [kernel.kallsyms]   [k] update_process_times
     0.39%     0.39%  LocalJobRunner   [kernel.kallsyms]   [k] native_queued_spin_lock_slowpath
     0.39%     0.01%  pool-4-thread-1  [kernel.kallsyms]   [k] __ext4_journal_start_sb
     0.38%     0.00%  java             [kernel.kallsyms]   [k] tick_sched_handle
     0.37%     0.01%  java             [kernel.kallsyms]   [k] do_swap_page
     0.37%     0.04%  kswapd0          [kernel.kallsyms]   [k] __remove_mapping
     0.37%     0.03%  pool-4-thread-1  [kernel.kallsyms]   [k] lru_cache_add
     0.37%     0.00%  LocalJobRunner   [kernel.kallsyms]   [k] __alloc_pages_slowpath.constprop.0
     0.37%     0.02%  kworker/u96:0-e  [kernel.kallsyms]   [k] end_page_writeback
     0.36%     0.00%  kcompactd1       [kernel.kallsyms]   [k] migrate_pages
     0.36%     0.01%  pool-4-thread-1  [kernel.kallsyms]   [k] jbd2__journal_start
     0.35%     0.00%  LocalJobRunner   [kernel.kallsyms]   [k] do_try_to_free_pages
     0.35%     0.00%  LocalJobRunner   [kernel.kallsyms]   [k] shrink_node
     0.35%     0.00%  LocalJobRunner   [kernel.kallsyms]   [k] try_to_free_pages
     0.35%     0.00%  java             [kernel.kallsyms]   [k] __alloc_pages_slowpath.constprop.0
     0.35%     0.35%  java             [kernel.kallsyms]   [k] clear_page_erms
     0.35%     0.00%  LocalJobRunner   [kernel.kallsyms]   [k] shrink_lruvec
     0.35%     0.00%  java             [kernel.kallsyms]   [k] task_numa_work
     0.35%     0.00%  java             [kernel.kallsyms]   [k] task_work_run
     0.35%     0.00%  java             [kernel.kallsyms]   [k] change_prot_numa
     0.34%     0.02%  kworker/u96:1-e  [kernel.kallsyms]   [k] end_page_writeback
     0.34%     0.07%  pool-4-thread-1  [kernel.kallsyms]   [k] __pagevec_lru_add
     0.34%     0.14%  pool-4-thread-1  [kernel.kallsyms]   [k] ext4_mark_iloc_dirty
     0.34%     0.00%  localfetcher#1   [kernel.kallsyms]   [k] exit_to_user_mode_prepare
     0.34%     0.17%  java             [kernel.kallsyms]   [k] numa_migrate_prep
     0.34%     0.00%  kswapd0          [kernel.kallsyms]   [k] __walk_page_range
     0.34%     0.00%  kswapd0          [kernel.kallsyms]   [k] try_to_inc_max_seq
     0.34%     0.00%  kswapd0          [kernel.kallsyms]   [k] walk_page_range
     0.33%     0.00%  LocalJobRunner   [kernel.kallsyms]   [k] evict_pages
     0.33%     0.00%  localfetcher#1   [kernel.kallsyms]   [k] task_work_run
     0.33%     0.00%  localfetcher#1   [kernel.kallsyms]   [k] task_numa_work
     0.33%     0.00%  localfetcher#1   [kernel.kallsyms]   [k] change_prot_numa
     0.33%     0.00%  LocalJobRunner   [kernel.kallsyms]   [k] exc_page_fault
     0.33%     0.00%  pool-4-thread-1  [kernel.kallsyms]   [k] asm_sysvec_apic_timer_interrupt
     0.33%     0.00%  java             [kernel.kallsyms]   [k] tlb_flush_mmu
     0.33%     0.05%  pool-4-thread-1  [kernel.kallsyms]   [k] __block_commit_write.constprop.0.isra.0
     0.33%     0.31%  java             [kernel.kallsyms]   [k] change_protection
     0.32%     0.00%  pool-4-thread-1  [kernel.kallsyms]   [k] sysvec_apic_timer_interrupt
     0.32%     0.28%  localfetcher#1   [kernel.kallsyms]   [k] rmqueue_bulk
     0.32%     0.26%  kswapd0          [kernel.kallsyms]   [k] walk_pud_range
     0.31%     0.00%  kworker/u98:2-w  [kernel.kallsyms]   [k] mpage_submit_page
     0.31%     0.08%  java             [kernel.kallsyms]   [k] release_pages
     0.31%     0.30%  localfetcher#1   [kernel.kallsyms]   [k] change_protection
     0.30%     0.00%  java             [kernel.kallsyms]   [k] free_pages_and_swap_cache
     0.30%     0.01%  pool-4-thread-1  [kernel.kallsyms]   [k] exit_to_user_mode_prepare
     0.30%     0.00%  java             [kernel.kallsyms]   [k] try_to_free_pages
     0.30%     0.00%  java             [kernel.kallsyms]   [k] shrink_node
     0.30%     0.00%  java             [kernel.kallsyms]   [k] do_try_to_free_pages
     0.30%     0.00%  kworker/u97:0-e  [kernel.kallsyms]   [k] worker_thread
     0.30%     0.00%  kworker/u97:0-e  [kernel.kallsyms]   [k] kthread
     0.30%     0.00%  kworker/u97:0-e  [kernel.kallsyms]   [k] ret_from_fork
     0.30%     0.00%  kworker/u97:0-e  [kernel.kallsyms]   [k] process_one_work
     0.30%     0.29%  java             [kernel.kallsyms]   [k] task_numa_fault
     0.30%     0.00%  java             [kernel.kallsyms]   [k] shrink_lruvec
     0.30%     0.01%  LocalJobRunner   [kernel.kallsyms]   [k] do_user_addr_fault
     0.30%     0.00%  java             [kernel.kallsyms]   [k] evict_pages
     0.29%     0.00%  kworker/u97:0-e  [kernel.kallsyms]   [k] wb_workfn
     0.29%     0.00%  kworker/u97:0-e  [kernel.kallsyms]   [k] wb_writeback
     0.29%     0.00%  java             [kernel.kallsyms]   [k] rmap_walk
     0.29%     0.00%  kworker/u97:0-e  [kernel.kallsyms]   [k] __writeback_inodes_wb
     0.29%     0.00%  kworker/u97:0-e  [kernel.kallsyms]   [k] __writeback_single_inode
     0.29%     0.00%  kworker/u97:0-e  [kernel.kallsyms]   [k] do_writepages
