# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 45K of event 'cycles'
# Event count (approx.): 2299343109884
#
# Children      Self  Command          Shared Object      Symbol                                             
# ........  ........  ...............  .................  ...................................................
#
    77.55%     0.00%  swapper          [kernel.kallsyms]  [k] secondary_startup_64_no_verify
    77.55%     0.00%  swapper          [kernel.kallsyms]  [k] cpu_startup_entry
    77.53%     0.00%  swapper          [kernel.kallsyms]  [k] do_idle
    77.40%     0.00%  swapper          [kernel.kallsyms]  [k] cpuidle_enter
    77.39%     0.00%  swapper          [kernel.kallsyms]  [k] cpuidle_enter_state
    77.20%    67.45%  swapper          [kernel.kallsyms]  [k] mwait_idle_with_hints.constprop.0
    74.32%     0.00%  swapper          [kernel.kallsyms]  [k] start_secondary
    14.02%     0.00%  pool-4-thread-1  [kernel.kallsyms]  [k] entry_SYSCALL_64_after_hwframe
    14.02%     0.00%  pool-4-thread-1  [kernel.kallsyms]  [k] do_syscall_64
     9.76%     9.76%  swapper          [unknown]          [.] 0000000000000000
     9.14%     0.00%  pool-4-thread-1  [kernel.kallsyms]  [k] vfs_write
     9.14%     0.00%  pool-4-thread-1  [kernel.kallsyms]  [k] __x64_sys_write
     9.14%     0.00%  pool-4-thread-1  [kernel.kallsyms]  [k] ksys_write
     9.13%     0.00%  pool-4-thread-1  [kernel.kallsyms]  [k] ext4_buffered_write_iter
     9.13%     0.00%  pool-4-thread-1  [kernel.kallsyms]  [k] ext4_file_write_iter
     9.13%     0.00%  pool-4-thread-1  [kernel.kallsyms]  [k] new_sync_write
     9.13%     0.03%  pool-4-thread-1  [kernel.kallsyms]  [k] generic_perform_write
     5.08%     0.03%  pool-4-thread-1  [kernel.kallsyms]  [k] ext4_da_write_begin
     4.46%     0.28%  pool-4-thread-1  [kernel.kallsyms]  [k] add_to_page_cache_lru
     4.37%     0.00%  pool-4-thread-1  [kernel.kallsyms]  [k] __x64_sys_read
     4.37%     0.00%  pool-4-thread-1  [kernel.kallsyms]  [k] ksys_read
     4.37%     0.00%  pool-4-thread-1  [kernel.kallsyms]  [k] vfs_read
     4.37%     0.00%  pool-4-thread-1  [kernel.kallsyms]  [k] ext4_file_read_iter
     4.37%     0.00%  pool-4-thread-1  [kernel.kallsyms]  [k] generic_file_read_iter
     4.37%     0.00%  pool-4-thread-1  [kernel.kallsyms]  [k] new_sync_read
     4.37%     0.06%  pool-4-thread-1  [kernel.kallsyms]  [k] filemap_read
     4.01%     0.01%  pool-4-thread-1  [kernel.kallsyms]  [k] grab_cache_page_write_begin
     4.00%     0.07%  pool-4-thread-1  [kernel.kallsyms]  [k] pagecache_get_page
     3.57%     2.84%  pool-4-thread-1  [kernel.kallsyms]  [k] __add_to_page_cache_locked
     3.23%     0.00%  swapper          [kernel.kallsyms]  [k] arch_call_rest_init
     3.23%     0.00%  swapper          [kernel.kallsyms]  [k] rest_init
     3.23%     0.00%  swapper          [kernel.kallsyms]  [k] start_kernel
     3.23%     0.00%  swapper          [kernel.kallsyms]  [k] x86_64_start_kernel
     3.23%     0.00%  swapper          [kernel.kallsyms]  [k] x86_64_start_reservations
     2.64%     0.00%  pool-4-thread-1  [kernel.kallsyms]  [k] filemap_get_pages
     2.59%     0.00%  pool-4-thread-1  [kernel.kallsyms]  [k] page_cache_async_ra
     2.59%     0.00%  pool-4-thread-1  [kernel.kallsyms]  [k] ondemand_readahead
     2.58%     0.02%  pool-4-thread-1  [kernel.kallsyms]  [k] page_cache_ra_unbounded
     2.57%     2.56%  pool-4-thread-1  [kernel.kallsyms]  [k] copy_user_enhanced_fast_string
     2.08%     0.03%  pool-4-thread-1  [kernel.kallsyms]  [k] ext4_da_write_end
     2.03%     0.04%  pool-4-thread-1  [kernel.kallsyms]  [k] generic_write_end
     1.71%     0.03%  pool-4-thread-1  [kernel.kallsyms]  [k] alloc_pages
     1.69%     0.10%  pool-4-thread-1  [kernel.kallsyms]  [k] __alloc_pages
     1.58%     0.34%  pool-4-thread-1  [kernel.kallsyms]  [k] get_page_from_freelist
     1.57%     0.08%  pool-4-thread-1  [kernel.kallsyms]  [k] __mark_inode_dirty
     1.49%     0.01%  pool-4-thread-1  [kernel.kallsyms]  [k] ext4_dirty_inode
     1.30%     0.02%  pool-4-thread-1  [kernel.kallsyms]  [k] asm_exc_page_fault
     1.24%     0.00%  java             [kernel.kallsyms]  [k] entry_SYSCALL_64_after_hwframe
     1.24%     0.00%  java             [kernel.kallsyms]  [k] do_syscall_64
     1.23%     0.00%  java             [kernel.kallsyms]  [k] arch_do_signal_or_restart
     1.23%     0.00%  java             [kernel.kallsyms]  [k] exit_to_user_mode_prepare
     1.23%     0.00%  java             [kernel.kallsyms]  [k] get_signal
     1.23%     0.00%  java             [kernel.kallsyms]  [k] syscall_exit_to_user_mode
     1.23%     0.00%  java             [kernel.kallsyms]  [k] do_exit
     1.23%     0.00%  java             [kernel.kallsyms]  [k] do_group_exit
     1.23%     0.00%  java             [kernel.kallsyms]  [k] exit_mmap
     1.23%     0.00%  java             [kernel.kallsyms]  [k] mmput
     1.22%     0.00%  java             [kernel.kallsyms]  [k] unmap_single_vma
     1.22%     0.00%  java             [kernel.kallsyms]  [k] unmap_vmas
     1.21%     0.21%  java             [kernel.kallsyms]  [k] unmap_page_range
     1.02%     0.01%  pool-4-thread-1  [kernel.kallsyms]  [k] exc_page_fault
     1.02%     0.04%  pool-4-thread-1  [kernel.kallsyms]  [k] ext4_block_write_begin
     0.96%     0.03%  pool-4-thread-1  [kernel.kallsyms]  [k] do_user_addr_fault
     0.87%     0.05%  pool-4-thread-1  [kernel.kallsyms]  [k] handle_mm_fault
     0.83%     0.00%  java             [kernel.kallsyms]  [k] tlb_flush_mmu
     0.81%     0.81%  pool-4-thread-1  [kernel.kallsyms]  [k] clear_page_erms
     0.79%     0.00%  java             [kernel.kallsyms]  [k] asm_exc_page_fault
     0.79%     0.01%  java             [kernel.kallsyms]  [k] free_pages_and_swap_cache
     0.78%     0.00%  java             [kernel.kallsyms]  [k] exc_page_fault
     0.78%     0.18%  java             [kernel.kallsyms]  [k] release_pages
     0.77%     0.00%  java             [kernel.kallsyms]  [k] do_user_addr_fault
     0.77%     0.76%  java             [kernel.kallsyms]  [k] native_queued_spin_lock_slowpath
     0.76%     0.01%  pool-4-thread-1  [kernel.kallsyms]  [k] __ext4_mark_inode_dirty
     0.75%     0.00%  java             [kernel.kallsyms]  [k] handle_mm_fault
     0.75%     0.01%  java             [kernel.kallsyms]  [k] __handle_mm_fault
     0.73%     0.00%  java             [kernel.kallsyms]  [k] _raw_spin_lock
     0.69%     0.17%  pool-4-thread-1  [kernel.kallsyms]  [k] __handle_mm_fault
     0.67%     0.00%  pool-4-thread-1  [kernel.kallsyms]  [k] __page_cache_alloc
     0.59%     0.04%  pool-4-thread-1  [kernel.kallsyms]  [k] lru_cache_add
     0.59%     0.00%  kworker/u96:0-e  [kernel.kallsyms]  [k] kthread
