# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 1M of event 'cycles'
# Event count (approx.): 10743686492132
#
# Children      Self  Command          Shared Object             Symbol                                             
# ........  ........  ...............  ........................  ...................................................
#
     4.99%     0.00%  localfetcher#1   [kernel.kallsyms]         [k] new_sync_read
     4.99%     0.00%  localfetcher#1   [kernel.kallsyms]         [k] generic_file_read_iter
     4.99%     0.03%  localfetcher#1   [kernel.kallsyms]         [k] filemap_read
     4.85%     0.43%  java             [kernel.kallsyms]         [k] migrate_pages
     4.19%     0.00%  LocalJobRunner   [kernel.kallsyms]         [k] asm_sysvec_apic_timer_interrupt
     4.18%     0.00%  LocalJobRunner   [kernel.kallsyms]         [k] sysvec_apic_timer_interrupt
     4.09%     0.09%  LocalJobRunner   [kernel.kallsyms]         [k] exit_to_user_mode_prepare
     4.08%     4.06%  java             [kernel.kallsyms]         [k] down_read_trylock
     4.07%     0.01%  LocalJobRunner   [kernel.kallsyms]         [k] irqentry_exit
     4.06%     0.01%  LocalJobRunner   [kernel.kallsyms]         [k] irqentry_exit_to_user_mode
     3.96%     0.00%  LocalJobRunner   [kernel.kallsyms]         [k] task_work_run
     3.96%     0.00%  LocalJobRunner   [kernel.kallsyms]         [k] task_numa_work
     3.96%     0.00%  LocalJobRunner   [kernel.kallsyms]         [k] change_prot_numa
     3.31%     3.06%  LocalJobRunner   [kernel.kallsyms]         [k] change_protection
     3.26%     0.00%  InMemoryMerger   [kernel.kallsyms]         [k] entry_SYSCALL_64_after_hwframe
     3.26%     0.00%  InMemoryMerger   [kernel.kallsyms]         [k] do_syscall_64
     3.25%     0.00%  InMemoryMerger   [kernel.kallsyms]         [k] __x64_sys_write
     3.25%     0.00%  InMemoryMerger   [kernel.kallsyms]         [k] ksys_write
     3.25%     0.00%  InMemoryMerger   [kernel.kallsyms]         [k] vfs_write
     3.25%     0.00%  InMemoryMerger   [kernel.kallsyms]         [k] new_sync_write
     3.25%     0.00%  InMemoryMerger   [kernel.kallsyms]         [k] ext4_buffered_write_iter
     3.25%     0.00%  InMemoryMerger   [kernel.kallsyms]         [k] ext4_file_write_iter
     3.24%     0.01%  InMemoryMerger   [kernel.kallsyms]         [k] generic_perform_write
     2.94%     1.24%  localfetcher#1   [kernel.kallsyms]         [k] copy_user_enhanced_fast_string
     2.82%     0.02%  localfetcher#1   [kernel.kallsyms]         [k] asm_exc_page_fault
     2.74%     0.02%  LocalJobRunner   [kernel.kallsyms]         [k] ext4_da_write_begin
     2.66%     0.11%  LocalJobRunner   [kernel.kallsyms]         [k] __alloc_pages
     2.62%     0.00%  pool-4-thread-1  [kernel.kallsyms]         [k] entry_SYSCALL_64_after_hwframe
     2.62%     0.00%  pool-4-thread-1  [kernel.kallsyms]         [k] do_syscall_64
     2.54%     0.26%  LocalJobRunner   [kernel.kallsyms]         [k] get_page_from_freelist
     2.28%     0.06%  java             [kernel.kallsyms]         [k] __alloc_pages
     2.14%     0.01%  LocalJobRunner   [kernel.kallsyms]         [k] grab_cache_page_write_begin
     2.12%     0.03%  LocalJobRunner   [kernel.kallsyms]         [k] pagecache_get_page
     2.03%     2.02%  java             [kernel.kallsyms]         [k] up_read
     1.90%     0.00%  localfetcher#1   [kernel.kallsyms]         [k] filemap_get_pages
     1.89%     1.88%  java             [kernel.kallsyms]         [k] native_queued_spin_lock_slowpath
     1.88%     1.87%  LocalJobRunner   [kernel.kallsyms]         [k] clear_page_erms
     1.84%     0.00%  localfetcher#1   [kernel.kallsyms]         [k] ondemand_readahead
     1.83%     0.03%  localfetcher#1   [kernel.kallsyms]         [k] page_cache_ra_unbounded
     1.81%     0.00%  localfetcher#1   [kernel.kallsyms]         [k] page_cache_async_ra
     1.79%     0.01%  localfetcher#1   [kernel.kallsyms]         [k] exc_page_fault
     1.74%     0.02%  localfetcher#1   [kernel.kallsyms]         [k] do_user_addr_fault
     1.73%     0.00%  pool-4-thread-1  [kernel.kallsyms]         [k] __x64_sys_write
     1.73%     0.00%  pool-4-thread-1  [kernel.kallsyms]         [k] ksys_write
     1.73%     0.00%  pool-4-thread-1  [kernel.kallsyms]         [k] vfs_write
     1.73%     0.00%  pool-4-thread-1  [kernel.kallsyms]         [k] ext4_file_write_iter
     1.73%     0.00%  pool-4-thread-1  [kernel.kallsyms]         [k] new_sync_write
     1.73%     0.00%  pool-4-thread-1  [kernel.kallsyms]         [k] ext4_buffered_write_iter
     1.73%     0.01%  pool-4-thread-1  [kernel.kallsyms]         [k] generic_perform_write
     1.69%     0.02%  java             [kernel.kallsyms]         [k] alloc_pages_vma
     1.67%     0.03%  localfetcher#1   [kernel.kallsyms]         [k] handle_mm_fault
     1.58%     0.01%  InMemoryMerger   [kernel.kallsyms]         [k] ext4_da_write_begin
     1.58%     0.12%  localfetcher#1   [kernel.kallsyms]         [k] __handle_mm_fault
     1.56%     0.01%  java             [kernel.kallsyms]         [k] move_to_new_page
     1.56%     0.03%  LocalJobRunner   [kernel.kallsyms]         [k] alloc_pages_vma
     1.54%     0.00%  java             [kernel.kallsyms]         [k] migrate_page
     1.48%     0.00%  swapper          [kernel.kallsyms]         [k] arch_call_rest_init
     1.48%     0.00%  swapper          [kernel.kallsyms]         [k] rest_init
     1.48%     0.00%  swapper          [kernel.kallsyms]         [k] start_kernel
     1.48%     0.00%  swapper          [kernel.kallsyms]         [k] x86_64_start_kernel
     1.48%     0.00%  swapper          [kernel.kallsyms]         [k] x86_64_start_reservations
     1.44%     0.17%  java             [kernel.kallsyms]         [k] get_page_from_freelist
     1.43%     0.00%  java             [kernel.kallsyms]         [k] rmap_walk
     1.29%     0.05%  localfetcher#1   [kernel.kallsyms]         [k] __alloc_pages
     1.29%     0.13%  java             [kernel.kallsyms]         [k] rmap_walk_anon
     1.29%     1.28%  java             [kernel.kallsyms]         [k] sync_regs
     1.29%     0.15%  LocalJobRunner   [kernel.kallsyms]         [k] add_to_page_cache_lru
     1.28%     0.00%  kswapd1          [kernel.kallsyms]         [k] kthread
     1.28%     0.00%  kswapd1          [kernel.kallsyms]         [k] ret_from_fork
     1.28%     0.00%  kswapd1          [kernel.kallsyms]         [k] kswapd
     1.28%     0.00%  kswapd1          [kernel.kallsyms]         [k] balance_pgdat
     1.28%     0.00%  kswapd1          [kernel.kallsyms]         [k] shrink_node
     1.26%     0.04%  LocalJobRunner   [kernel.kallsyms]         [k] migrate_misplaced_page
     1.25%     0.02%  LocalJobRunner   [kernel.kallsyms]         [k] ext4_da_write_end
     1.24%     0.00%  InMemoryMerger   [kernel.kallsyms]         [k] grab_cache_page_write_begin
     1.24%     0.02%  InMemoryMerger   [kernel.kallsyms]         [k] pagecache_get_page
     1.22%     0.03%  LocalJobRunner   [kernel.kallsyms]         [k] generic_write_end
     1.16%     0.15%  localfetcher#1   [kernel.kallsyms]         [k] get_page_from_freelist
     1.14%     0.00%  kswapd1          [kernel.kallsyms]         [k] shrink_lruvec
     1.14%     0.12%  LocalJobRunner   [kernel.kallsyms]         [k] __mem_cgroup_charge
     1.13%     0.00%  kswapd1          [kernel.kallsyms]         [k] evict_pages
     1.09%     0.35%  java             [kernel.kallsyms]         [k] _raw_spin_lock
     1.09%     0.15%  LocalJobRunner   [kernel.kallsyms]         [k] migrate_pages
     1.07%     0.06%  java             [kernel.kallsyms]         [k] _raw_spin_lock_irq
     1.06%     1.06%  java             [kernel.kallsyms]         [k] clear_page_erms
     1.05%     0.00%  Sampler Reader   [kernel.kallsyms]         [k] entry_SYSCALL_64_after_hwframe
     1.05%     0.00%  Sampler Reader   [kernel.kallsyms]         [k] do_syscall_64
     1.04%     0.03%  java             [kernel.kallsyms]         [k] find_vma
     1.02%     1.01%  java             [kernel.kallsyms]         [k] vmacache_find
     1.02%     0.00%  Sampler Reader   [kernel.kallsyms]         [k] __x64_sys_read
     1.02%     0.00%  Sampler Reader   [kernel.kallsyms]         [k] ksys_read
     1.02%     0.00%  Sampler Reader   [kernel.kallsyms]         [k] vfs_read
     1.01%     0.00%  Sampler Reader   [kernel.kallsyms]         [k] generic_file_read_iter
     1.01%     0.00%  Sampler Reader   [kernel.kallsyms]         [k] new_sync_read
     1.01%     0.00%  Sampler Reader   [kernel.kallsyms]         [k] ext4_file_read_iter
     1.01%     0.01%  Sampler Reader   [kernel.kallsyms]         [k] filemap_read
     1.00%     0.02%  LocalJobRunner   [kernel.kallsyms]         [k] alloc_pages
     0.99%     0.02%  java             [kernel.kallsyms]         [k] entry_SYSCALL_64_after_hwframe
     0.98%     0.97%  java             [kernel.kallsyms]         [k] copy_page
     0.97%     0.02%  java             [kernel.kallsyms]         [k] do_syscall_64
     0.96%     0.00%  kswapd0          [kernel.kallsyms]         [k] kthread
     0.96%     0.00%  kswapd0          [kernel.kallsyms]         [k] ret_from_fork
     0.96%     0.00%  kswapd0          [kernel.kallsyms]         [k] kswapd
     0.96%     0.00%  kswapd0          [kernel.kallsyms]         [k] balance_pgdat
     0.96%     0.00%  kswapd0          [kernel.kallsyms]         [k] shrink_node
     0.95%     0.03%  LocalJobRunner   [kernel.kallsyms]         [k] __mark_inode_dirty
     0.93%     0.00%  pool-4-thread-1  [kernel.kallsyms]         [k] ext4_da_write_begin
     0.93%     0.00%  java             [kernel.kallsyms]         [k] asm_sysvec_apic_timer_interrupt
     0.93%     0.00%  LocalJobRunner   [kernel.kallsyms]         [k] ext4_dirty_inode
     0.92%     0.64%  LocalJobRunner   [kernel.kallsyms]         [k] __add_to_page_cache_locked
     0.92%     0.00%  java             [kernel.kallsyms]         [k] sysvec_apic_timer_interrupt
     0.91%     0.06%  localfetcher#1   [kernel.kallsyms]         [k] add_to_page_cache_lru
     0.89%     0.10%  kswapd1          [kernel.kallsyms]         [k] shrink_page_list
     0.89%     0.00%  pool-4-thread-1  [kernel.kallsyms]         [k] __x64_sys_read
     0.89%     0.00%  pool-4-thread-1  [kernel.kallsyms]         [k] vfs_read
     0.89%     0.00%  pool-4-thread-1  [kernel.kallsyms]         [k] ksys_read
     0.89%     0.00%  pool-4-thread-1  [kernel.kallsyms]         [k] new_sync_read
     0.89%     0.00%  pool-4-thread-1  [kernel.kallsyms]         [k] ext4_file_read_iter
     0.89%     0.00%  pool-4-thread-1  [kernel.kallsyms]         [k] generic_file_read_iter
     0.89%     0.01%  pool-4-thread-1  [kernel.kallsyms]         [k] filemap_read
     0.88%     0.66%  Sampler Reader   [kernel.kallsyms]         [k] copy_user_enhanced_fast_string
     0.87%     0.02%  InMemoryMerger   [kernel.kallsyms]         [k] ext4_da_write_end
     0.87%     0.87%  LocalJobRunner   libc.so.6                 [.] 0x00000000001b2eae
     0.87%     0.05%  pool-4-thread-1  [kernel.kallsyms]         [k] add_to_page_cache_lru
     0.86%     0.85%  LocalJobRunner   [kernel.kallsyms]         [k] sync_regs
     0.86%     0.00%  java             [kernel.kallsyms]         [k] try_to_migrate
     0.85%     0.01%  InMemoryMerger   [kernel.kallsyms]         [k] generic_write_end
     0.85%     0.00%  java             [kernel.kallsyms]         [k] __alloc_pages_slowpath.constprop.0
     0.83%     0.06%  InMemoryMerger   [kernel.kallsyms]         [k] add_to_page_cache_lru
     0.83%     0.00%  kswapd0          [kernel.kallsyms]         [k] shrink_lruvec
     0.82%     0.00%  kswapd0          [kernel.kallsyms]         [k] evict_pages
     0.81%     0.80%  localfetcher#1   [kernel.kallsyms]         [k] clear_page_erms
     0.80%     0.28%  LocalJobRunner   [kernel.kallsyms]         [k] charge_memcg
     0.77%     0.00%  java             [kernel.kallsyms]         [k] do_try_to_free_pages
     0.77%     0.00%  java             [kernel.kallsyms]         [k] try_to_free_pages
     0.77%     0.00%  java             [kernel.kallsyms]         [k] shrink_node
     0.77%     0.00%  java             [kernel.kallsyms]         [k] shrink_lruvec
     0.77%     0.00%  java             [kernel.kallsyms]         [k] evict_pages
     0.75%     0.00%  pool-4-thread-1  [kernel.kallsyms]         [k] grab_cache_page_write_begin
     0.75%     0.01%  pool-4-thread-1  [kernel.kallsyms]         [k] pagecache_get_page
     0.73%     0.73%  swapper          [unknown]                 [.] 0000000000000000
     0.73%     0.01%  localfetcher#1   [kernel.kallsyms]         [k] alloc_pages
     0.72%     0.00%  localfetcher#1   [kernel.kallsyms]         [k] __page_cache_alloc
     0.70%     0.01%  java             [kernel.kallsyms]         [k] __x64_sys_sched_yield
     0.69%     0.08%  LocalJobRunner   [kernel.kallsyms]         [k] lru_cache_add
     0.69%     0.55%  pool-4-thread-1  [kernel.kallsyms]         [k] __add_to_page_cache_locked
     0.68%     0.01%  java             [kernel.kallsyms]         [k] shrink_page_list
     0.68%     0.00%  kworker/u96:0-e  [kernel.kallsyms]         [k] worker_thread
     0.68%     0.00%  kworker/u96:0-e  [kernel.kallsyms]         [k] kthread
     0.68%     0.00%  kworker/u96:0-e  [kernel.kallsyms]         [k] ret_from_fork
     0.67%     0.00%  kworker/u96:0-e  [kernel.kallsyms]         [k] process_one_work
     0.67%     0.00%  kworker/u96:0-e  [kernel.kallsyms]         [k] ext4_end_io_rsv_work
     0.67%     0.03%  java             [kernel.kallsyms]         [k] do_sched_yield
     0.66%     0.00%  kworker/u96:0-e  [kernel.kallsyms]         [k] ext4_release_io_end
     0.66%     0.02%  InMemoryMerger   [kernel.kallsyms]         [k] __mark_inode_dirty
     0.66%     0.10%  kworker/u96:0-e  [kernel.kallsyms]         [k] ext4_finish_bio
     0.66%     0.64%  LocalJobRunner   [kernel.kallsyms]         [k] __ptep_modify_prot_start
     0.65%     0.16%  java             [kernel.kallsyms]         [k] try_to_migrate_one
     0.65%     0.00%  InMemoryMerger   [kernel.kallsyms]         [k] ext4_dirty_inode
     0.64%     0.06%  java             [kernel.kallsyms]         [k] isolate_lru_page
     0.64%     0.44%  localfetcher#1   [kernel.kallsyms]         [k] __add_to_page_cache_locked
     0.64%     0.01%  java             [kernel.kallsyms]         [k] __remove_mapping
     0.64%     0.48%  InMemoryMerger   [kernel.kallsyms]         [k] __add_to_page_cache_locked
     0.64%     0.07%  kswapd0          [kernel.kallsyms]         [k] shrink_page_list
     0.63%     0.00%  Sampler Reader   [kernel.kallsyms]         [k] asm_exc_page_fault
     0.63%     0.00%  kworker/u98:1-e  [kernel.kallsyms]         [k] worker_thread
     0.63%     0.00%  kworker/u98:1-e  [kernel.kallsyms]         [k] kthread
     0.63%     0.00%  kworker/u98:1-e  [kernel.kallsyms]         [k] ret_from_fork
     0.63%     0.00%  kworker/u98:1-e  [kernel.kallsyms]         [k] process_one_work
     0.63%     0.00%  kworker/u98:1-e  [kernel.kallsyms]         [k] wb_workfn
     0.63%     0.00%  kworker/u98:1-e  [kernel.kallsyms]         [k] wb_writeback
     0.62%     0.00%  kworker/u98:1-e  [kernel.kallsyms]         [k] __writeback_inodes_wb
     0.62%     0.00%  kworker/u98:1-e  [kernel.kallsyms]         [k] writeback_sb_inodes
     0.62%     0.00%  kworker/u98:1-e  [kernel.kallsyms]         [k] __writeback_single_inode
     0.62%     0.00%  kworker/u98:1-e  [kernel.kallsyms]         [k] do_writepages
     0.62%     0.03%  kworker/u98:1-e  [kernel.kallsyms]         [k] ext4_writepages
     0.62%     0.01%  java             [kernel.kallsyms]         [k] schedule
     0.61%     0.00%  java             [kernel.kallsyms]         [k] alloc_misplaced_dst_page
     0.61%     0.13%  java             [kernel.kallsyms]         [k] exit_to_user_mode_prepare
     0.61%     0.00%  kworker/u97:9-e  [kernel.kallsyms]         [k] kthread
     0.61%     0.00%  kworker/u97:9-e  [kernel.kallsyms]         [k] ret_from_fork
     0.61%     0.00%  kworker/u97:9-e  [kernel.kallsyms]         [k] worker_thread
     0.61%     0.14%  LocalJobRunner   [kernel.kallsyms]         [k] __pagevec_lru_add
     0.61%     0.00%  kworker/u97:9-e  [kernel.kallsyms]         [k] process_one_work
     0.61%     0.00%  kworker/u97:9-e  [kernel.kallsyms]         [k] wb_workfn
     0.61%     0.00%  kworker/u97:9-e  [kernel.kallsyms]         [k] wb_writeback
     0.61%     0.00%  kworker/u97:9-e  [kernel.kallsyms]         [k] __writeback_inodes_wb
     0.61%     0.00%  kworker/u97:9-e  [kernel.kallsyms]         [k] __writeback_single_inode
     0.61%     0.00%  kworker/u97:9-e  [kernel.kallsyms]         [k] do_writepages
     0.61%     0.00%  kworker/u97:9-e  [kernel.kallsyms]         [k] writeback_sb_inodes
     0.60%     0.04%  kworker/u97:9-e  [kernel.kallsyms]         [k] ext4_writepages
     0.59%     0.01%  localfetcher#1   [kernel.kallsyms]         [k] alloc_pages_vma
     0.58%     0.05%  localfetcher#1   [kernel.kallsyms]         [k] __mem_cgroup_charge
     0.58%     0.12%  java             [kernel.kallsyms]         [k] __schedule
     0.57%     0.02%  LocalJobRunner   [kernel.kallsyms]         [k] ext4_block_write_begin
     0.57%     0.00%  pool-4-thread-1  [kernel.kallsyms]         [k] filemap_get_pages
     0.55%     0.00%  pool-4-thread-1  [kernel.kallsyms]         [k] page_cache_async_ra
     0.55%     0.00%  pool-4-thread-1  [kernel.kallsyms]         [k] ondemand_readahead
     0.55%     0.01%  pool-4-thread-1  [kernel.kallsyms]         [k] page_cache_ra_unbounded
     0.55%     0.08%  java             [kernel.kallsyms]         [k] __mem_cgroup_charge
     0.55%     0.00%  VM Thread        [kernel.kallsyms]         [k] entry_SYSCALL_64_after_hwframe
     0.55%     0.00%  java             [kernel.kallsyms]         [k] __put_page
     0.55%     0.01%  java             [kernel.kallsyms]         [k] migrate_page_copy
     0.55%     0.00%  VM Thread        [kernel.kallsyms]         [k] do_syscall_64
     0.53%     0.01%  java             [kernel.kallsyms]         [k] __sysvec_apic_timer_interrupt
     0.53%     0.07%  java             [kernel.kallsyms]         [k] migrate_page_states
     0.52%     0.01%  java             [kernel.kallsyms]         [k] hrtimer_interrupt
     0.52%     0.02%  java             [kernel.kallsyms]         [k] irqentry_exit
     0.51%     0.51%  InMemoryMerger   [kernel.kallsyms]         [k] copy_user_enhanced_fast_string
     0.51%     0.01%  LocalJobRunner   [kernel.kallsyms]         [k] __ext4_mark_inode_dirty
     0.50%     0.01%  java             [kernel.kallsyms]         [k] irqentry_exit_to_user_mode
     0.49%     0.05%  java             [kernel.kallsyms]         [k] lru_cache_add
     0.49%     0.40%  java             [kernel.kallsyms]         [k] __count_memcg_events
     0.48%     0.00%  VM Thread        [kernel.kallsyms]         [k] ksys_mmap_pgoff
     0.48%     0.00%  Sampler Reader   [kernel.kallsyms]         [k] exc_page_fault
     0.48%     0.00%  VM Thread        [kernel.kallsyms]         [k] __x64_sys_mmap
     0.48%     0.00%  VM Thread        [kernel.kallsyms]         [k] vm_mmap_pgoff
     0.48%     0.00%  VM Thread        [kernel.kallsyms]         [k] do_mmap
     0.48%     0.00%  VM Thread        [kernel.kallsyms]         [k] mmap_region
     0.48%     0.00%  VM Thread        [kernel.kallsyms]         [k] __do_munmap
     0.48%     0.00%  VM Thread        [kernel.kallsyms]         [k] unmap_region
     0.48%     0.47%  pool-4-thread-1  [kernel.kallsyms]         [k] copy_user_enhanced_fast_string
     0.47%     0.45%  java             [kernel.kallsyms]         [k] page_vma_mapped_walk
     0.47%     0.00%  VM Thread        [kernel.kallsyms]         [k] unmap_single_vma
     0.47%     0.00%  VM Thread        [kernel.kallsyms]         [k] unmap_vmas
     0.47%     0.07%  VM Thread        [kernel.kallsyms]         [k] unmap_page_range
     0.47%     0.23%  java             [kernel.kallsyms]         [k] numa_migrate_prep
     0.45%     0.02%  java             [kernel.kallsyms]         [k] lock_page_lruvec_irq
     0.45%     0.03%  kworker/u96:0-e  [kernel.kallsyms]         [k] end_page_writeback
     0.45%     0.32%  java             [kernel.kallsyms]         [k] cgroup_rstat_updated
     0.45%     0.00%  kcompactd0       [kernel.kallsyms]         [k] kthread
     0.45%     0.00%  kcompactd0       [kernel.kallsyms]         [k] ret_from_fork
     0.45%     0.00%  kcompactd0       [kernel.kallsyms]         [k] kcompactd
     0.45%     0.00%  kcompactd0       [kernel.kallsyms]         [k] compact_zone
     0.45%     0.00%  LocalJobRunner   [kernel.kallsyms]         [k] filemap_get_pages
     0.45%     0.00%  Sampler Reader   [kernel.kallsyms]         [k] do_user_addr_fault
     0.44%     0.00%  kcompactd0       [kernel.kallsyms]         [k] proactive_compact_node
     0.44%     0.08%  java             [kernel.kallsyms]         [k] __pagevec_lru_add
     0.44%     0.03%  java             [kernel.kallsyms]         [k] mem_cgroup_migrate
     0.43%     0.01%  java             [kernel.kallsyms]         [k] __hrtimer_run_queues
     0.43%     0.00%  LocalJobRunner   [kernel.kallsyms]         [k] lru_cache_add_inactive_or_unevictable
     0.43%     0.00%  kcompactd0       [kernel.kallsyms]         [k] migrate_pages
     0.43%     0.16%  localfetcher#1   [kernel.kallsyms]         [k] charge_memcg
     0.42%     0.01%  pool-4-thread-1  [kernel.kallsyms]         [k] ext4_da_write_end
     0.41%     0.00%  LocalJobRunner   [kernel.kallsyms]         [k] move_to_new_page
     0.41%     0.00%  LocalJobRunner   [kernel.kallsyms]         [k] migrate_page
     0.41%     0.01%  pool-4-thread-1  [kernel.kallsyms]         [k] generic_write_end
     0.40%     0.32%  LocalJobRunner   [kernel.kallsyms]         [k] try_charge_memcg
     0.39%     0.10%  kworker/u96:0-e  [kernel.kallsyms]         [k] test_clear_page_writeback
     0.38%     0.01%  Sampler Reader   [kernel.kallsyms]         [k] handle_mm_fault
     0.38%     0.01%  InMemoryMerger   [kernel.kallsyms]         [k] alloc_pages
     0.38%     0.03%  InMemoryMerger   [kernel.kallsyms]         [k] __alloc_pages
     0.37%     0.00%  java             [kernel.kallsyms]         [k] tick_sched_timer
     0.37%     0.01%  VM Thread        [kernel.kallsyms]         [k] asm_exc_page_fault
     0.37%     0.35%  java             [kernel.kallsyms]         [k] page_counter_charge
     0.37%     0.00%  java             [kernel.kallsyms]         [k] __mem_cgroup_uncharge
     0.37%     0.04%  java             [kernel.kallsyms]         [k] remove_migration_pte
     0.37%     0.00%  kworker/u97:9-e  [kernel.kallsyms]         [k] mpage_submit_page
     0.36%     0.00%  kworker/u98:1-e  [kernel.kallsyms]         [k] mpage_submit_page
     0.36%     0.03%  Sampler Reader   [kernel.kallsyms]         [k] __handle_mm_fault
     0.36%     0.04%  localfetcher#1   [kernel.kallsyms]         [k] lru_cache_add
     0.35%     0.03%  java             [kernel.kallsyms]         [k] update_process_times
     0.35%     0.01%  pool-4-thread-1  [kernel.kallsyms]         [k] alloc_pages
     0.34%     0.02%  pool-4-thread-1  [kernel.kallsyms]         [k] __alloc_pages
     0.34%     0.00%  java             [kernel.kallsyms]         [k] tick_sched_handle
     0.34%     0.04%  kswapd1          [kernel.kallsyms]         [k] __remove_mapping
     0.34%     0.16%  java             [kernel.kallsyms]         [k] charge_memcg
     0.34%     0.03%  java             [kernel.kallsyms]         [k] uncharge_batch
     0.33%     0.00%  InMemoryMerger   [kernel.kallsyms]         [k] asm_exc_page_fault
     0.33%     0.00%  VM Thread        [kernel.kallsyms]         [k] tlb_flush_mmu
     0.32%     0.31%  java             [kernel.kallsyms]         [k] task_numa_fault
     0.32%     0.05%  InMemoryMerger   [kernel.kallsyms]         [k] get_page_from_freelist
     0.32%     0.01%  InMemoryMerger   [kernel.kallsyms]         [k] ext4_block_write_begin
     0.32%     0.01%  pool-4-thread-1  [kernel.kallsyms]         [k] __mark_inode_dirty
     0.32%     0.07%  pool-4-thread-1  [kernel.kallsyms]         [k] get_page_from_freelist
     0.32%     0.00%  VM Thread        [kernel.kallsyms]         [k] free_pages_and_swap_cache
     0.32%     0.00%  VM Thread        [kernel.kallsyms]         [k] exc_page_fault
     0.32%     0.07%  VM Thread        [kernel.kallsyms]         [k] release_pages
     0.31%     0.00%  java             [kernel.kallsyms]         [k] task_work_run
     0.31%     0.00%  java             [kernel.kallsyms]         [k] task_numa_work
     0.31%     0.00%  java             [kernel.kallsyms]         [k] change_prot_numa
     0.31%     0.06%  localfetcher#1   [kernel.kallsyms]         [k] __pagevec_lru_add
     0.31%     0.00%  pool-4-thread-1  [kernel.kallsyms]         [k] ext4_dirty_inode
