# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 1M of event 'cycles'
# Event count (approx.): 9935501061521
#
# Children      Self  Command          Shared Object         Symbol                                             
# ........  ........  ...............  ....................  ...................................................
#
     1.07%     0.02%  java             [kernel.kallsyms]     [k] do_syscall_64
     1.07%     0.38%  LocalJobRunner   [kernel.kallsyms]     [k] charge_memcg
     1.06%     0.72%  LocalJobRunner   [kernel.kallsyms]     [k] __add_to_page_cache_locked
     1.06%     0.00%  java             [kernel.kallsyms]     [k] sysvec_apic_timer_interrupt
     1.03%     0.03%  java             [kernel.kallsyms]     [k] find_vma
     1.03%     1.01%  LocalJobRunner   [kernel.kallsyms]     [k] sync_regs
     1.02%     0.03%  LocalJobRunner   [kernel.kallsyms]     [k] __mark_inode_dirty
     1.02%     1.02%  LocalJobRunner   libc.so.6             [.] 0x00000000001b2eae
     1.01%     1.00%  java             [kernel.kallsyms]     [k] vmacache_find
     1.00%     0.07%  localfetcher#1   [kernel.kallsyms]     [k] add_to_page_cache_lru
     0.99%     0.01%  LocalJobRunner   [kernel.kallsyms]     [k] ext4_dirty_inode
     0.99%     0.73%  Sampler Reader   [kernel.kallsyms]     [k] copy_user_enhanced_fast_string
     0.99%     0.00%  kswapd1          [kernel.kallsyms]     [k] kswapd
     0.99%     0.00%  kswapd1          [kernel.kallsyms]     [k] kthread
     0.99%     0.00%  kswapd1          [kernel.kallsyms]     [k] ret_from_fork
     0.98%     0.00%  kswapd1          [kernel.kallsyms]     [k] balance_pgdat
     0.96%     0.95%  localfetcher#1   [kernel.kallsyms]     [k] clear_page_erms
     0.96%     0.02%  java             [kernel.kallsyms]     [k] __remove_mapping
     0.96%     0.95%  java             [kernel.kallsyms]     [k] copy_page
     0.87%     0.00%  InMemoryMerger   [kernel.kallsyms]     [k] grab_cache_page_write_begin
     0.86%     0.00%  kswapd1          [kernel.kallsyms]     [k] shrink_node
     0.86%     0.01%  InMemoryMerger   [kernel.kallsyms]     [k] pagecache_get_page
     0.85%     0.35%  java             [kernel.kallsyms]     [k] _raw_spin_lock
     0.84%     0.08%  kswapd0          [kernel.kallsyms]     [k] shrink_page_list
     0.82%     0.00%  java             [kernel.kallsyms]     [k] try_to_migrate
     0.82%     0.09%  LocalJobRunner   [kernel.kallsyms]     [k] lru_cache_add
     0.80%     0.01%  pool-4-thread-1  [kernel.kallsyms]     [k] ext4_da_write_begin
     0.80%     0.01%  localfetcher#1   [kernel.kallsyms]     [k] alloc_pages
     0.79%     0.00%  localfetcher#1   [kernel.kallsyms]     [k] __page_cache_alloc
     0.78%     0.01%  localfetcher#1   [kernel.kallsyms]     [k] alloc_pages_vma
     0.77%     0.01%  java             [kernel.kallsyms]     [k] __x64_sys_sched_yield
     0.73%     0.03%  java             [kernel.kallsyms]     [k] do_sched_yield
     0.73%     0.16%  LocalJobRunner   [kernel.kallsyms]     [k] __pagevec_lru_add
     0.72%     0.52%  localfetcher#1   [kernel.kallsyms]     [k] __add_to_page_cache_locked
     0.71%     0.00%  Sampler Reader   [kernel.kallsyms]     [k] asm_exc_page_fault
     0.71%     0.00%  VM Thread        [kernel.kallsyms]     [k] entry_SYSCALL_64_after_hwframe
     0.71%     0.00%  VM Thread        [kernel.kallsyms]     [k] do_syscall_64
     0.69%     0.14%  java             [kernel.kallsyms]     [k] exit_to_user_mode_prepare
     0.69%     0.10%  java             [kernel.kallsyms]     [k] __mem_cgroup_charge
     0.68%     0.01%  java             [kernel.kallsyms]     [k] schedule
     0.67%     0.08%  localfetcher#1   [kernel.kallsyms]     [k] __mem_cgroup_charge
     0.66%     0.00%  kswapd1          [kernel.kallsyms]     [k] shrink_lruvec
     0.65%     0.00%  kswapd1          [kernel.kallsyms]     [k] evict_pages
     0.65%     0.00%  pool-4-thread-1  [kernel.kallsyms]     [k] grab_cache_page_write_begin
     0.65%     0.01%  pool-4-thread-1  [kernel.kallsyms]     [k] pagecache_get_page
     0.64%     0.00%  VM Thread        [kernel.kallsyms]     [k] ksys_mmap_pgoff
     0.64%     0.00%  VM Thread        [kernel.kallsyms]     [k] __x64_sys_mmap
     0.64%     0.00%  VM Thread        [kernel.kallsyms]     [k] vm_mmap_pgoff
     0.64%     0.00%  VM Thread        [kernel.kallsyms]     [k] do_mmap
     0.64%     0.00%  VM Thread        [kernel.kallsyms]     [k] mmap_region
     0.64%     0.00%  VM Thread        [kernel.kallsyms]     [k] __do_munmap
     0.64%     0.00%  VM Thread        [kernel.kallsyms]     [k] unmap_region
     0.64%     0.00%  VM Thread        [kernel.kallsyms]     [k] unmap_vmas
     0.64%     0.00%  VM Thread        [kernel.kallsyms]     [k] unmap_single_vma
     0.64%     0.12%  java             [kernel.kallsyms]     [k] __schedule
