# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 10K of event 'cycles'
# Event count (approx.): 1828690369660
#
# Children      Self  Command          Shared Object      Symbol                                        
# ........  ........  ...............  .................  ..............................................
#
     3.44%     0.00%  postgres         [kernel.kallsyms]  [k] __x64_sys_pread64
     3.39%     0.07%  postgres         [kernel.kallsyms]  [k] add_to_page_cache_lru
     3.22%     0.00%  postgres         [kernel.kallsyms]  [k] vfs_write
     3.21%     0.00%  postgres         [kernel.kallsyms]  [k] ext4_buffered_write_iter
     3.21%     0.00%  postgres         [kernel.kallsyms]  [k] ext4_file_write_iter
     3.21%     0.00%  postgres         [kernel.kallsyms]  [k] new_sync_write
     3.18%     0.02%  postgres         [kernel.kallsyms]  [k] generic_perform_write
     3.13%     3.13%  postgres         [unknown]          [.] 0000000000000000
     3.10%     0.06%  kcompactd1       [kernel.kallsyms]  [k] remove_migration_pte
     2.92%     0.00%  postgres         [kernel.kallsyms]  [k] tlb_flush_mmu
     2.82%     0.00%  postgres         [kernel.kallsyms]  [k] __x64_sys_pwrite64
     2.82%     0.00%  postgres         [kernel.kallsyms]  [k] filemap_get_pages
     2.72%     0.00%  postgres         [kernel.kallsyms]  [k] ondemand_readahead
     2.72%     0.00%  postgres         [kernel.kallsyms]  [k] page_cache_sync_ra
     2.72%     0.00%  postgres         [kernel.kallsyms]  [k] page_cache_ra_unbounded
     2.70%     0.00%  postgres         [kernel.kallsyms]  [k] cgroup_rstat_flush_irqsafe
     2.68%     0.00%  postgres         [kernel.kallsyms]  [k] workingset_refault
     2.67%     0.00%  postgres         [kernel.kallsyms]  [k] mem_cgroup_flush_stats
     2.66%     0.09%  postgres         [kernel.kallsyms]  [k] cgroup_rstat_flush_locked
     2.43%     0.03%  postgres         [kernel.kallsyms]  [k] free_pages_and_swap_cache
     2.33%     0.68%  postgres         [kernel.kallsyms]  [k] futex_wait
     2.28%     1.33%  postgres         [kernel.kallsyms]  [k] release_pages
     2.00%     1.03%  postgres         [kernel.kallsyms]  [k] futex_wake
     1.95%     1.87%  postgres         [kernel.kallsyms]  [k] copy_user_enhanced_fast_string
     1.82%     0.00%  kcompactd1       [kernel.kallsyms]  [k] try_to_migrate
     1.78%     0.02%  postgres         [kernel.kallsyms]  [k] ext4_da_write_begin
     1.74%     0.12%  postgres         [kernel.kallsyms]  [k] free_pgd_range
     1.74%     0.00%  postgres         [kernel.kallsyms]  [k] free_pgtables
     1.67%     0.02%  postgres         [kernel.kallsyms]  [k] schedule
     1.64%     0.03%  postgres         [kernel.kallsyms]  [k] __schedule
     1.61%     0.27%  postgres         [kernel.kallsyms]  [k] ___pte_free_tlb
     1.58%     0.07%  kcompactd1       [kernel.kallsyms]  [k] try_to_migrate_one
     1.55%     0.01%  postgres         [kernel.kallsyms]  [k] futex_wait_queue_me
     1.36%     0.04%  postgres         [kernel.kallsyms]  [k] pagecache_get_page
     1.36%     1.35%  postgres         [kernel.kallsyms]  [k] mem_cgroup_css_rstat_flush
     1.36%     0.00%  postgres         [kernel.kallsyms]  [k] grab_cache_page_write_begin
     1.34%     0.00%  postgres         [kernel.kallsyms]  [k] asm_sysvec_apic_timer_interrupt
     1.34%     0.00%  postgres         [kernel.kallsyms]  [k] sysvec_apic_timer_interrupt
     1.34%     0.00%  postgres         [kernel.kallsyms]  [k] asm_exc_page_fault
     1.33%     0.00%  postgres         [kernel.kallsyms]  [k] __x64_sys_openat
     1.33%     0.00%  postgres         [kernel.kallsyms]  [k] do_sys_openat2
     1.31%     0.00%  postgres         [kernel.kallsyms]  [k] exc_page_fault
     1.30%     0.01%  postgres         [kernel.kallsyms]  [k] do_user_addr_fault
     1.27%     0.00%  postgres         [kernel.kallsyms]  [k] handle_mm_fault
     1.27%     0.00%  tclsh8.6         [kernel.kallsyms]  [k] entry_SYSCALL_64_after_hwframe
     1.26%     0.00%  tclsh8.6         [kernel.kallsyms]  [k] do_syscall_64
     1.24%     0.04%  postgres         [kernel.kallsyms]  [k] __handle_mm_fault
     1.21%     1.21%  swapper          [unknown]          [.] 0000000000000000
     1.19%     1.15%  swapper          [kernel.kallsyms]  [k] poll_idle
     1.13%     0.00%  postgres         [kernel.kallsyms]  [k] switch_mm_irqs_off
     1.13%     1.13%  postgres         [kernel.kallsyms]  [k] load_new_mm_cr3
     1.11%     0.00%  postgres         [kernel.kallsyms]  [k] __softirqentry_text_start
     1.10%     0.00%  postgres         [kernel.kallsyms]  [k] irq_exit_rcu
     1.09%     0.00%  postgres         [kernel.kallsyms]  [k] run_rebalance_domains
     1.08%     0.04%  postgres         [kernel.kallsyms]  [k] update_blocked_averages
     1.05%     0.00%  postgres         [kernel.kallsyms]  [k] get_unused_fd_flags
     1.04%     0.00%  postgres         [kernel.kallsyms]  [k] alloc_fd
     0.94%     0.04%  postgres         [kernel.kallsyms]  [k] try_to_wake_up
     0.91%     0.00%  postgres         [kernel.kallsyms]  [k] tlb_remove_page
     0.89%     0.09%  postgres         [kernel.kallsyms]  [k] free_unref_page_list
     0.89%     0.03%  postgres         [kernel.kallsyms]  [k] filemap_map_pages
     0.88%     0.01%  postgres         [kernel.kallsyms]  [k] wake_up_q
     0.79%     0.00%  postgres         [kernel.kallsyms]  [k] free_unref_page_commit.constprop.0
     0.79%     0.09%  postgres         [kernel.kallsyms]  [k] free_pcppages_bulk
     0.77%     0.09%  postgres         [kernel.kallsyms]  [k] next_uptodate_page
     0.73%     0.00%  swapper          [kernel.kallsyms]  [k] arch_call_rest_init
     0.73%     0.00%  swapper          [kernel.kallsyms]  [k] rest_init
     0.73%     0.00%  swapper          [kernel.kallsyms]  [k] start_kernel
     0.73%     0.00%  swapper          [kernel.kallsyms]  [k] x86_64_start_kernel
     0.73%     0.00%  swapper          [kernel.kallsyms]  [k] x86_64_start_reservations
     0.71%     0.41%  postgres         [kernel.kallsyms]  [k] _raw_spin_lock
     0.70%     0.00%  tclsh8.6         [kernel.kallsyms]  [k] __x64_sys_sendto
     0.70%     0.00%  tclsh8.6         [kernel.kallsyms]  [k] __sys_sendto
     0.70%     0.00%  tclsh8.6         [kernel.kallsyms]  [k] sock_sendmsg
     0.69%     0.00%  tclsh8.6         [kernel.kallsyms]  [k] unix_stream_sendmsg
     0.67%     0.00%  postgres         [kernel.kallsyms]  [k] __x64_sys_sendto
     0.67%     0.00%  postgres         [kernel.kallsyms]  [k] __sys_sendto
     0.66%     0.02%  swapper          [kernel.kallsyms]  [k] flush_smp_call_function_from_idle
     0.66%     0.00%  swapper          [kernel.kallsyms]  [k] flush_smp_call_function_queue
     0.65%     0.00%  postgres         [kernel.kallsyms]  [k] sock_sendmsg
     0.65%     0.00%  swapper          [kernel.kallsyms]  [k] sched_ttwu_pending
     0.64%     0.00%  swapper          [kernel.kallsyms]  [k] ttwu_do_activate
     0.63%     0.56%  swapper          [kernel.kallsyms]  [k] enqueue_task
     0.62%     0.00%  postgres         [kernel.kallsyms]  [k] unix_stream_sendmsg
     0.62%     0.00%  tclsh8.6         [kernel.kallsyms]  [k] __alloc_skb
     0.62%     0.00%  tclsh8.6         [kernel.kallsyms]  [k] alloc_skb_with_frags
     0.62%     0.00%  tclsh8.6         [kernel.kallsyms]  [k] sock_alloc_send_pskb
     0.61%     0.33%  postgres         [kernel.kallsyms]  [k] __add_to_page_cache_locked
     0.60%     0.59%  postgres         [kernel.kallsyms]  [k] free_swap_cache
     0.58%     0.02%  postgres         [kernel.kallsyms]  [k] __alloc_pages
     0.58%     0.00%  postgres         [kernel.kallsyms]  [k] alloc_pages
     0.57%     0.01%  postgres         [kernel.kallsyms]  [k] set_task_cpu
     0.57%     0.56%  tclsh8.6         [kernel.kallsyms]  [k] __kmalloc_node_track_caller
     0.56%     0.56%  postgres         [kernel.kallsyms]  [k] __free_one_page
     0.56%     0.11%  postgres         [kernel.kallsyms]  [k] get_page_from_freelist
     0.56%     0.55%  postgres         [kernel.kallsyms]  [k] migrate_task_rq_fair
     0.55%     0.00%  tclsh8.6         [kernel.kallsyms]  [k] asm_sysvec_apic_timer_interrupt
     0.55%     0.00%  tclsh8.6         [kernel.kallsyms]  [k] sysvec_apic_timer_interrupt
     0.54%     0.46%  postgres         [kernel.kallsyms]  [k] lock_page_memcg
     0.54%     0.00%  tclsh8.6         [kernel.kallsyms]  [k] __hrtimer_run_queues
     0.54%     0.00%  tclsh8.6         [kernel.kallsyms]  [k] __sysvec_apic_timer_interrupt
     0.54%     0.00%  tclsh8.6         [kernel.kallsyms]  [k] hrtimer_interrupt
     0.54%     0.00%  tclsh8.6         [kernel.kallsyms]  [k] tick_sched_handle
     0.54%     0.00%  tclsh8.6         [kernel.kallsyms]  [k] tick_sched_timer
     0.54%     0.00%  tclsh8.6         [kernel.kallsyms]  [k] update_process_times
     0.54%     0.54%  tclsh8.6         [kernel.kallsyms]  [k] perf_event_task_tick
     0.54%     0.00%  tclsh8.6         [kernel.kallsyms]  [k] scheduler_tick
     0.52%     0.00%  postgres         [kernel.kallsyms]  [k] skb_copy_datagram_from_iter
     0.49%     0.49%  kcompactd1       [kernel.kallsyms]  [k] _raw_spin_lock
     0.49%     0.49%  postgres         [kernel.kallsyms]  [k] sync_regs
     0.48%     0.04%  postgres         [kernel.kallsyms]  [k] __mod_lruvec_page_state
     0.42%     0.00%  postgres         [kernel.kallsyms]  [k] mod_lruvec_page_state.constprop.0
     0.42%     0.41%  postgres         [kernel.kallsyms]  [k] vm_normal_page
     0.42%     0.00%  postgres         [kernel.kallsyms]  [k] __x64_sys_write
     0.42%     0.00%  postgres         [kernel.kallsyms]  [k] ksys_write
     0.40%     0.02%  postgres         [kernel.kallsyms]  [k] ext4_block_write_begin
     0.38%     0.38%  postgres         [kernel.kallsyms]  [k] __mod_node_page_state
     0.38%     0.00%  tclsh8.6         [kernel.kallsyms]  [k] exit_to_user_mode_prepare
     0.37%     0.00%  tclsh8.6         [kernel.kallsyms]  [k] syscall_exit_to_user_mode
     0.36%     0.36%  tclsh8.6         [kernel.kallsyms]  [k] fpregs_assert_state_consistent
     0.33%     0.25%  postgres         [kernel.kallsyms]  [k] unlock_page_memcg
     0.33%     0.33%  postgres         [kernel.kallsyms]  [k] native_queued_spin_lock_slowpath
     0.31%     0.26%  postgres         [kernel.kallsyms]  [k] __get_user_nocheck_1
     0.29%     0.18%  kcompactd1       [kernel.kallsyms]  [k] vma_interval_tree_iter_next
     0.29%     0.25%  postgres         [kernel.kallsyms]  [k] __tlb_remove_page_size
     0.29%     0.01%  postgres         [kernel.kallsyms]  [k] ext4_da_write_end
     0.28%     0.04%  postgres         [kernel.kallsyms]  [k] generic_write_end
     0.28%     0.02%  postgres         [kernel.kallsyms]  [k] dequeue_task
     0.26%     0.00%  postgres         [kernel.kallsyms]  [k] do_filp_open
     0.26%     0.14%  postgres         [kernel.kallsyms]  [k] dequeue_task_fair
     0.25%     0.00%  kworker/u97:1-e  [kernel.kallsyms]  [k] __writeback_inodes_wb
     0.25%     0.00%  kworker/u97:1-e  [kernel.kallsyms]  [k] __writeback_single_inode
     0.25%     0.00%  kworker/u97:1-e  [kernel.kallsyms]  [k] do_writepages
     0.25%     0.00%  kworker/u97:1-e  [kernel.kallsyms]  [k] ext4_writepages
     0.25%     0.00%  kworker/u97:1-e  [kernel.kallsyms]  [k] kthread
     0.25%     0.00%  kworker/u97:1-e  [kernel.kallsyms]  [k] mpage_prepare_extent_to_map
     0.25%     0.00%  kworker/u97:1-e  [kernel.kallsyms]  [k] process_one_work
     0.25%     0.00%  kworker/u97:1-e  [kernel.kallsyms]  [k] ret_from_fork
     0.25%     0.00%  kworker/u97:1-e  [kernel.kallsyms]  [k] wb_workfn
     0.25%     0.00%  kworker/u97:1-e  [kernel.kallsyms]  [k] wb_writeback
     0.25%     0.00%  kworker/u97:1-e  [kernel.kallsyms]  [k] worker_thread
     0.25%     0.00%  kworker/u97:1-e  [kernel.kallsyms]  [k] writeback_sb_inodes
     0.24%     0.21%  kcompactd1       [kernel.kallsyms]  [k] smp_call_function_many_cond
     0.24%     0.00%  kcompactd1       [kernel.kallsyms]  [k] flush_tlb_mm_range
     0.24%     0.00%  kcompactd1       [kernel.kallsyms]  [k] native_flush_tlb_multi
     0.24%     0.00%  kcompactd1       [kernel.kallsyms]  [k] on_each_cpu_cond_mask
     0.24%     0.00%  kcompactd1       [kernel.kallsyms]  [k] ptep_clear_flush
     0.23%     0.20%  postgres         [kernel.kallsyms]  [k] clear_page_erms
     0.23%     0.00%  kswapd0          [kernel.kallsyms]  [k] balance_pgdat
     0.23%     0.00%  kswapd0          [kernel.kallsyms]  [k] kswapd
     0.23%     0.00%  kswapd0          [kernel.kallsyms]  [k] kthread
     0.23%     0.00%  kswapd0          [kernel.kallsyms]  [k] ret_from_fork
     0.23%     0.00%  swapper          [kernel.kallsyms]  [k] schedule_idle
     0.23%     0.04%  swapper          [kernel.kallsyms]  [k] __schedule
     0.22%     0.04%  postgres         [kernel.kallsyms]  [k] ext4_da_get_block_prep
     0.21%     0.00%  postgres         [kernel.kallsyms]  [k] asm_sysvec_call_function_single
     0.21%     0.01%  kworker/u97:1-e  [kernel.kallsyms]  [k] mpage_process_page_bufs
     0.19%     0.17%  postgres         [kernel.kallsyms]  [k] mark_page_accessed
     0.19%     0.03%  postgres         [kernel.kallsyms]  [k] rmqueue_bulk
     0.18%     0.03%  postgres         [kernel.kallsyms]  [k] __block_commit_write.constprop.0.isra.0
     0.18%     0.16%  postgres         [kernel.kallsyms]  [k] vfs_open
     0.18%     0.00%  kworker/u97:1-e  [kernel.kallsyms]  [k] mpage_submit_page
     0.17%     0.00%  postgres         [kernel.kallsyms]  [k] __sysvec_apic_timer_interrupt
     0.17%     0.00%  kcompactd1       [kernel.kallsyms]  [k] move_to_new_page
     0.17%     0.00%  postgres         [kernel.kallsyms]  [k] hrtimer_interrupt
     0.17%     0.00%  postgres         [kernel.kallsyms]  [k] __x64_sys_read
     0.17%     0.00%  postgres         [kernel.kallsyms]  [k] ksys_read
     0.17%     0.00%  postgres         [kernel.kallsyms]  [k] __hrtimer_run_queues
     0.17%     0.00%  postgres         [kernel.kallsyms]  [k] tick_sched_handle
     0.17%     0.00%  postgres         [kernel.kallsyms]  [k] tick_sched_timer
     0.17%     0.00%  swapper          [kernel.kallsyms]  [k] asm_sysvec_apic_timer_interrupt
     0.17%     0.00%  postgres         [kernel.kallsyms]  [k] update_process_times
     0.16%     0.06%  postgres         [kernel.kallsyms]  [k] set_page_dirty
     0.16%     0.00%  swapper          [kernel.kallsyms]  [k] sysvec_apic_timer_interrupt
     0.16%     0.00%  kworker/u97:1-e  [kernel.kallsyms]  [k] ext4_bio_write_page
     0.16%     0.01%  postgres         [kernel.kallsyms]  [k] exit_to_user_mode_prepare
     0.16%     0.14%  postgres         [kernel.kallsyms]  [k] PageHuge
     0.16%     0.00%  tclsh8.6         [kernel.kallsyms]  [k] asm_exc_page_fault
     0.15%     0.00%  kswapd0          [kernel.kallsyms]  [k] shrink_node
     0.15%     0.00%  tclsh8.6         [kernel.kallsyms]  [k] exc_page_fault
     0.15%     0.15%  kcompactd1       [kernel.kallsyms]  [k] vma_interval_tree_subtree_search
     0.15%     0.00%  tclsh8.6         [kernel.kallsyms]  [k] handle_mm_fault
     0.15%     0.00%  tclsh8.6         [kernel.kallsyms]  [k] do_user_addr_fault
     0.15%     0.01%  postgres         [kernel.kallsyms]  [k] mark_buffer_dirty
     0.15%     0.00%  postgres         [kernel.kallsyms]  [k] sysvec_call_function_single
     0.14%     0.01%  postgres         [kernel.kallsyms]  [k] create_empty_buffers
     0.14%     0.00%  kswapd0          [kernel.kallsyms]  [k] shrink_lruvec
     0.14%     0.01%  kswapd0          [kernel.kallsyms]  [k] shrink_active_list
     0.14%     0.04%  postgres         [kernel.kallsyms]  [k] kmem_cache_alloc
     0.14%     0.14%  postgres         [kernel.kallsyms]  [k] xas_load
     0.13%     0.12%  postgres         [kernel.kallsyms]  [k] rcu_read_unlock_strict
     0.13%     0.00%  postgres         [kernel.kallsyms]  [k] scheduler_tick
     0.13%     0.00%  postgres         [kernel.kallsyms]  [k] __sysvec_call_function_single
     0.13%     0.00%  postgres         [kernel.kallsyms]  [k] generic_smp_call_function_single_interrupt
     0.13%     0.00%  postgres         [kernel.kallsyms]  [k] ext4_sync_file
     0.13%     0.00%  postgres         [kernel.kallsyms]  [k] file_write_and_wait_range
     0.13%     0.00%  postgres         [kernel.kallsyms]  [k] ttwu_do_activate
     0.13%     0.00%  kcompactd1       [kernel.kallsyms]  [k] compaction_alloc
     0.13%     0.01%  kswapd0          [kernel.kallsyms]  [k] rmap_walk_file
     0.13%     0.00%  kswapd0          [kernel.kallsyms]  [k] page_referenced
     0.13%     0.00%  kswapd0          [kernel.kallsyms]  [k] rmap_walk
     0.13%     0.01%  tclsh8.6         [kernel.kallsyms]  [k] __handle_mm_fault
     0.13%     0.00%  postgres         [kernel.kallsyms]  [k] enqueue_task
     0.12%     0.00%  swapper          [kernel.kallsyms]  [k] asm_common_interrupt
     0.12%     0.00%  swapper          [kernel.kallsyms]  [k] common_interrupt
     0.12%     0.03%  postgres         [kernel.kallsyms]  [k] alloc_page_buffers
     0.12%     0.12%  postgres         [kernel.kallsyms]  [k] page_mapping
     0.12%     0.00%  postgres         [kernel.kallsyms]  [k] dequeue_entity
     0.12%     0.03%  kswapd0          [kernel.kallsyms]  [k] page_referenced_one
     0.12%     0.00%  postgres         [kernel.kallsyms]  [k] migrate_misplaced_page
     0.12%     0.00%  kcompactd1       [kernel.kallsyms]  [k] migrate_page
     0.12%     0.01%  swapper          [kernel.kallsyms]  [k] __common_interrupt
     0.11%     0.03%  postgres         [kernel.kallsyms]  [k] lru_cache_add
     0.11%     0.01%  postgres         [kernel.kallsyms]  [k] ext4_writepages
     0.11%     0.00%  postgres         [kernel.kallsyms]  [k] do_writepages
     0.11%     0.00%  postgres         [kernel.kallsyms]  [k] filemap_fdatawrite_wbc
     0.11%     0.08%  postgres         [kernel.kallsyms]  [k] _raw_spin_lock_irqsave
     0.11%     0.04%  postgres         [kernel.kallsyms]  [k] update_load_avg
     0.11%     0.00%  postgres         [kernel.kallsyms]  [k] __mod_lruvec_state
     0.11%     0.01%  postgres         [kernel.kallsyms]  [k] alloc_buffer_head
     0.10%     0.03%  postgres         [kernel.kallsyms]  [k] __mark_inode_dirty
     0.10%     0.00%  postgres         [kernel.kallsyms]  [k] migrate_pages
     0.10%     0.00%  swapper          [kernel.kallsyms]  [k] psi_task_switch
     0.10%     0.00%  tclsh8.6         [kernel.kallsyms]  [k] __x64_sys_poll
     0.10%     0.02%  tclsh8.6         [kernel.kallsyms]  [k] __schedule
     0.10%     0.00%  tclsh8.6         [kernel.kallsyms]  [k] schedule
     0.10%     0.01%  tclsh8.6         [kernel.kallsyms]  [k] do_sys_poll
     0.10%     0.00%  kcompactd1       [kernel.kallsyms]  [k] post_alloc_hook
     0.10%     0.00%  kcompactd1       [kernel.kallsyms]  [k] split_map_pages
     0.10%     0.00%  postgres         [kernel.kallsyms]  [k] task_work_run
     0.10%     0.05%  postgres         [kernel.kallsyms]  [k] cgroup_rstat_updated
     0.10%     0.00%  tclsh8.6         [kernel.kallsyms]  [k] migrate_misplaced_page
     0.10%     0.00%  swapper          [kernel.kallsyms]  [k] handle_edge_irq
     0.10%     0.00%  swapper          [kernel.kallsyms]  [k] handle_irq_event
     0.10%     0.10%  kcompactd1       [kernel.kallsyms]  [k] clear_page_erms
     0.10%     0.00%  swapper          [kernel.kallsyms]  [k] __handle_irq_event_percpu
     0.10%     0.00%  swapper          [kernel.kallsyms]  [k] nvme_irq
     0.10%     0.00%  swapper          [kernel.kallsyms]  [k] nvme_pci_complete_rq
     0.10%     0.00%  swapper          [kernel.kallsyms]  [k] nvme_process_cq
     0.10%     0.00%  kworker/u97:1-e  [kernel.kallsyms]  [k] submit_bio
     0.10%     0.00%  kworker/u97:1-e  [kernel.kallsyms]  [k] submit_bio_noacct
     0.10%     0.00%  kworker/u97:1-e  [kernel.kallsyms]  [k] __submit_bio
     0.10%     0.04%  postgres         [kernel.kallsyms]  [k] futex_wait_setup
     0.09%     0.00%  postgres         [kernel.kallsyms]  [k] ext4_es_insert_extent
     0.09%     0.00%  kcompactd0       [kernel.kallsyms]  [k] compact_zone
     0.09%     0.00%  kcompactd0       [kernel.kallsyms]  [k] kcompactd
     0.09%     0.00%  kcompactd0       [kernel.kallsyms]  [k] kthread
     0.09%     0.00%  kcompactd0       [kernel.kallsyms]  [k] ret_from_fork
     0.09%     0.00%  swapper          [kernel.kallsyms]  [k] irq_exit_rcu
     0.09%     0.00%  postgres         [kernel.kallsyms]  [k] path_openat
     0.09%     0.09%  swapper          [kernel.kallsyms]  [k] psi_group_change
     0.09%     0.00%  postgres         [kernel.kallsyms]  [k] __x64_sys_epoll_wait
     0.09%     0.03%  postgres         [kernel.kallsyms]  [k] balance_dirty_pages_ratelimited
     0.09%     0.02%  postgres         [kernel.kallsyms]  [k] get_futex_key
     0.09%     0.00%  postgres         [kernel.kallsyms]  [k] syscall_exit_to_user_mode
     0.09%     0.03%  postgres         [kernel.kallsyms]  [k] flush_smp_call_function_queue
     0.09%     0.00%  postgres         [kernel.kallsyms]  [k] __set_page_dirty
     0.09%     0.00%  swapper          [kernel.kallsyms]  [k] __softirqentry_text_start
     0.09%     0.00%  kcompactd0       [kernel.kallsyms]  [k] migrate_pages
     0.09%     0.00%  tclsh8.6         [kernel.kallsyms]  [k] migrate_pages
     0.08%     0.02%  postgres         [kernel.kallsyms]  [k] update_curr
     0.08%     0.08%  kcompactd1       [kernel.kallsyms]  [k] copy_page
     0.08%     0.00%  postgres         [kernel.kallsyms]  [k] do_epoll_wait
     0.08%     0.07%  kcompactd1       [kernel.kallsyms]  [k] PageHuge
     0.08%     0.03%  postgres         [kernel.kallsyms]  [k] __pagevec_lru_add
     0.08%     0.08%  postgres         [kernel.kallsyms]  [k] available_idle_cpu
     0.08%     0.00%  tclsh8.6         [kernel.kallsyms]  [k] schedule_hrtimeout_range
     0.08%     0.00%  tclsh8.6         [kernel.kallsyms]  [k] schedule_hrtimeout_range_clock
     0.08%     0.00%  postgres         [kernel.kallsyms]  [k] __wake_up_common
     0.08%     0.00%  postgres         [kernel.kallsyms]  [k] __wake_up_common_lock
     0.08%     0.01%  postgres         [kernel.kallsyms]  [k] __mem_cgroup_charge
     0.08%     0.00%  postgres         [kernel.kallsyms]  [k] __do_fault
     0.08%     0.03%  postgres         [kernel.kallsyms]  [k] workingset_update_node
     0.08%     0.00%  postgres         [kernel.kallsyms]  [k] __read_swap_cache_async
     0.08%     0.00%  postgres         [kernel.kallsyms]  [k] __x64_sys_fdatasync
     0.08%     0.08%  postgres         [kernel.kallsyms]  [k] psi_group_change
     0.08%     0.00%  swapper          [kernel.kallsyms]  [k] blk_mq_end_request
     0.08%     0.00%  swapper          [kernel.kallsyms]  [k] nvme_complete_rq
     0.08%     0.00%  kworker/u97:1-e  [kernel.kallsyms]  [k] blk_mq_submit_bio
     0.08%     0.05%  postgres         [kernel.kallsyms]  [k] __mod_memcg_state.part.0
     0.08%     0.00%  postgres         [kernel.kallsyms]  [k] ext4_dirty_inode
     0.07%     0.01%  postgres         [kernel.kallsyms]  [k] enqueue_task_fair
     0.07%     0.00%  kcompactd0       [kernel.kallsyms]  [k] proactive_compact_node
     0.07%     0.00%  swapper          [kernel.kallsyms]  [k] run_rebalance_domains
     0.07%     0.00%  postgres         [kernel.kallsyms]  [k] xas_find
     0.07%     0.00%  postgres         [kernel.kallsyms]  [k] irqentry_exit
     0.07%     0.00%  postgres         [kernel.kallsyms]  [k] irqentry_exit_to_user_mode
     0.07%     0.06%  postgres         [kernel.kallsyms]  [k] lru_add_drain_cpu
     0.07%     0.00%  postgres         [kernel.kallsyms]  [k] lru_add_drain
     0.07%     0.07%  kswapd0          [kernel.kallsyms]  [k] page_vma_mapped_walk
     0.07%     0.00%  tclsh8.6         [kernel.kallsyms]  [k] flush_tlb_mm_range
     0.07%     0.00%  tclsh8.6         [kernel.kallsyms]  [k] native_flush_tlb_multi
     0.07%     0.00%  tclsh8.6         [kernel.kallsyms]  [k] on_each_cpu_cond_mask
     0.07%     0.00%  tclsh8.6         [kernel.kallsyms]  [k] ptep_clear_flush
     0.07%     0.00%  tclsh8.6         [kernel.kallsyms]  [k] rmap_walk
     0.07%     0.00%  tclsh8.6         [kernel.kallsyms]  [k] rmap_walk_anon
     0.07%     0.00%  tclsh8.6         [kernel.kallsyms]  [k] try_to_migrate
     0.07%     0.00%  tclsh8.6         [kernel.kallsyms]  [k] try_to_migrate_one
     0.07%     0.00%  kcompactd1       [kernel.kallsyms]  [k] buffer_migrate_page
     0.07%     0.01%  postgres         [kernel.kallsyms]  [k] sock_def_readable
     0.07%     0.00%  postgres         [kernel.kallsyms]  [k] get_user_pages_fast
