# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 1M of event 'cycles'
# Event count (approx.): 3771381539338
#
# Children      Self  Command          Shared Object                       Symbol                                                                                                                                                                                               
# ........  ........  ...............  ..................................  .....................................................................................................................................................................................................
#
    48.33%     0.04%  Executor task l  [kernel.kallsyms]                   [k] entry_SYSCALL_64_after_hwframe
    48.28%     0.05%  Executor task l  [kernel.kallsyms]                   [k] do_syscall_64
    36.11%     0.05%  Executor task l  [kernel.kallsyms]                   [k] ksys_read
    35.82%     0.05%  Executor task l  [kernel.kallsyms]                   [k] vfs_read
    35.54%     0.15%  Executor task l  [kernel.kallsyms]                   [k] new_sync_read
    35.32%     0.53%  Executor task l  [kernel.kallsyms]                   [k] filemap_read
    25.92%    25.04%  Executor task l  [kernel.kallsyms]                   [k] copy_user_generic_string
    24.63%     0.16%  Executor task l  [kernel.kallsyms]                   [k] asm_sysvec_apic_timer_interrupt
    23.63%     0.06%  Executor task l  [kernel.kallsyms]                   [k] sysvec_apic_timer_interrupt
    23.44%     0.09%  Executor task l  [kernel.kallsyms]                   [k] copy_page_to_iter
    23.34%     0.18%  Executor task l  [kernel.kallsyms]                   [k] copy_page_to_iter_iovec
    21.48%     0.33%  Executor task l  [kernel.kallsyms]                   [k] __sysvec_apic_timer_interrupt
    21.08%     0.68%  Executor task l  [kernel.kallsyms]                   [k] hrtimer_interrupt
    18.55%     0.44%  Executor task l  [kernel.kallsyms]                   [k] __hrtimer_run_queues
    18.11%     0.07%  Executor task l  [kernel.kallsyms]                   [k] __run_hrtimer
    17.16%     0.06%  Executor task l  [kernel.kallsyms]                   [k] tick_sched_timer
    16.15%     0.03%  Executor task l  [kernel.kallsyms]                   [k] tick_sched_handle
    15.98%     0.54%  Executor task l  [kernel.kallsyms]                   [k] update_process_times
    11.98%     0.54%  Executor task l  [kernel.kallsyms]                   [k] scheduler_tick
    11.11%     0.11%  Executor task l  [kernel.kallsyms]                   [k] filemap_get_pages
     9.83%     0.01%  Executor task l  [kernel.kallsyms]                   [k] ksys_write
     9.77%     0.08%  Executor task l  [kernel.kallsyms]                   [k] vfs_write
     9.71%     0.07%  Executor task l  [kernel.kallsyms]                   [k] page_cache_ra_unbounded
     9.66%     0.02%  Executor task l  [kernel.kallsyms]                   [k] new_sync_write
     9.61%     0.02%  Executor task l  [kernel.kallsyms]                   [k] ext4_buffered_write_iter
     8.89%     0.08%  Executor task l  [kernel.kallsyms]                   [k] generic_perform_write
     5.59%     0.05%  Executor task l  [kernel.kallsyms]                   [k] add_to_page_cache_lru
     5.45%     0.61%  Executor task l  [kernel.kallsyms]                   [k] task_tick_fair
     5.41%     0.29%  Executor task l  [kernel.kallsyms]                   [k] __alloc_pages
     5.03%     0.02%  Executor task l  [kernel.kallsyms]                   [k] asm_exc_page_fault
     4.85%     0.01%  Executor task l  [kernel.kallsyms]                   [k] exc_page_fault
     4.75%     0.02%  Executor task l  [kernel.kallsyms]                   [k] do_user_addr_fault
     4.68%     0.55%  Executor task l  [kernel.kallsyms]                   [k] perf_event_task_tick
     4.34%     0.03%  Executor task l  [kernel.kallsyms]                   [k] handle_mm_fault
     4.26%     0.06%  Executor task l  [kernel.kallsyms]                   [k] __handle_mm_fault
