# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 1M of event 'cycles'
# Event count (approx.): 8874490193141
#
# Children      Self  Command          Shared Object      Symbol                                             
# ........  ........  ...............  .................  ...................................................
#
    37.69%     0.30%  java             [kernel.kallsyms]  [k] asm_exc_page_fault
    35.92%     0.44%  java             [kernel.kallsyms]  [k] exc_page_fault
    32.81%     0.40%  java             [kernel.kallsyms]  [k] do_user_addr_fault
    26.35%     1.05%  java             [kernel.kallsyms]  [k] handle_mm_fault
    22.44%     4.76%  java             [kernel.kallsyms]  [k] __handle_mm_fault
    18.33%     0.01%  LocalJobRunner   [kernel.kallsyms]  [k] entry_SYSCALL_64_after_hwframe
    18.31%     0.02%  LocalJobRunner   [kernel.kallsyms]  [k] do_syscall_64
    13.78%     0.18%  java             [kernel.kallsyms]  [k] migrate_misplaced_page
    11.80%     0.81%  java             [kernel.kallsyms]  [k] migrate_pages
    10.80%     0.11%  LocalJobRunner   [kernel.kallsyms]  [k] asm_exc_page_fault
     9.92%     0.07%  LocalJobRunner   [kernel.kallsyms]  [k] exc_page_fault
     9.38%     0.13%  LocalJobRunner   [kernel.kallsyms]  [k] do_user_addr_fault
     8.93%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] __x64_sys_write
     8.93%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] ksys_write
     8.93%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] vfs_write
     8.92%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] new_sync_write
     8.92%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] ext4_file_write_iter
     8.92%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] ext4_buffered_write_iter
     8.89%     0.02%  LocalJobRunner   [kernel.kallsyms]  [k] generic_perform_write
     8.79%     0.19%  LocalJobRunner   [kernel.kallsyms]  [k] handle_mm_fault
     8.05%     0.89%  LocalJobRunner   [kernel.kallsyms]  [k] __handle_mm_fault
     8.04%     7.89%  LocalJobRunner   [kernel.kallsyms]  [k] copy_user_enhanced_fast_string
     7.68%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] __x64_sys_read
     7.68%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] ksys_read
     7.68%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] vfs_read
     7.67%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] new_sync_read
     7.67%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] ext4_file_read_iter
     7.67%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] generic_file_read_iter
     7.67%     0.14%  LocalJobRunner   [kernel.kallsyms]  [k] filemap_read
     6.08%     0.00%  localfetcher#1   [kernel.kallsyms]  [k] entry_SYSCALL_64_after_hwframe
     6.07%     0.00%  localfetcher#1   [kernel.kallsyms]  [k] do_syscall_64
     5.84%     0.00%  localfetcher#1   [kernel.kallsyms]  [k] __x64_sys_read
     5.84%     0.00%  localfetcher#1   [kernel.kallsyms]  [k] ksys_read
     5.84%     0.00%  localfetcher#1   [kernel.kallsyms]  [k] vfs_read
     5.84%     0.00%  localfetcher#1   [kernel.kallsyms]  [k] new_sync_read
     5.84%     0.00%  localfetcher#1   [kernel.kallsyms]  [k] ext4_file_read_iter
     5.84%     0.00%  localfetcher#1   [kernel.kallsyms]  [k] generic_file_read_iter
     5.84%     0.02%  localfetcher#1   [kernel.kallsyms]  [k] filemap_read
     5.70%     0.00%  swapper          [kernel.kallsyms]  [k] secondary_startup_64_no_verify
     5.70%     0.00%  swapper          [kernel.kallsyms]  [k] cpu_startup_entry
     5.68%     0.02%  swapper          [kernel.kallsyms]  [k] do_idle
     5.55%     0.00%  swapper          [kernel.kallsyms]  [k] start_secondary
     5.31%     0.00%  swapper          [kernel.kallsyms]  [k] cpuidle_enter
     5.31%     0.01%  swapper          [kernel.kallsyms]  [k] cpuidle_enter_state
     5.15%     5.15%  swapper          [kernel.kallsyms]  [k] mwait_idle_with_hints.constprop.0
     4.65%     4.61%  java             [kernel.kallsyms]  [k] down_read_trylock
     4.10%     0.11%  LocalJobRunner   [kernel.kallsyms]  [k] __alloc_pages
     4.07%     0.03%  LocalJobRunner   [kernel.kallsyms]  [k] ext4_da_write_begin
     4.02%     0.02%  java             [kernel.kallsyms]  [k] move_to_new_page
     4.00%     0.01%  java             [kernel.kallsyms]  [k] migrate_page
     3.96%     0.32%  LocalJobRunner   [kernel.kallsyms]  [k] get_page_from_freelist
     3.93%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] asm_sysvec_apic_timer_interrupt
     3.89%     0.01%  LocalJobRunner   [kernel.kallsyms]  [k] sysvec_apic_timer_interrupt
     3.65%     0.00%  localfetcher#1   [kernel.kallsyms]  [k] filemap_get_pages
     3.60%     0.00%  localfetcher#1   [kernel.kallsyms]  [k] ondemand_readahead
     3.59%     0.02%  localfetcher#1   [kernel.kallsyms]  [k] page_cache_ra_unbounded
     3.53%     0.00%  localfetcher#1   [kernel.kallsyms]  [k] page_cache_async_ra
     3.38%     0.08%  LocalJobRunner   [kernel.kallsyms]  [k] exit_to_user_mode_prepare
     3.32%     0.00%  java             [kernel.kallsyms]  [k] rmap_walk
