# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 1M of event 'cycles'
# Event count (approx.): 7678540602606
#
# Children      Self  Command          Shared Object      Symbol                                             
# ........  ........  ...............  .................  ...................................................
#
    35.97%     0.33%  java             [kernel.kallsyms]  [k] asm_exc_page_fault
    33.98%     0.43%  java             [kernel.kallsyms]  [k] exc_page_fault
    30.79%     0.41%  java             [kernel.kallsyms]  [k] do_user_addr_fault
    24.48%     1.30%  java             [kernel.kallsyms]  [k] handle_mm_fault
    20.86%     0.02%  LocalJobRunner   [kernel.kallsyms]  [k] entry_SYSCALL_64_after_hwframe
    20.84%     0.02%  LocalJobRunner   [kernel.kallsyms]  [k] do_syscall_64
    20.78%     5.03%  java             [kernel.kallsyms]  [k] __handle_mm_fault
    12.54%     0.12%  LocalJobRunner   [kernel.kallsyms]  [k] asm_exc_page_fault
    11.80%     0.20%  java             [kernel.kallsyms]  [k] migrate_misplaced_page
    11.49%     0.08%  LocalJobRunner   [kernel.kallsyms]  [k] exc_page_fault
    10.86%     0.16%  LocalJobRunner   [kernel.kallsyms]  [k] do_user_addr_fault
    10.28%     0.77%  java             [kernel.kallsyms]  [k] migrate_pages
    10.15%     0.26%  LocalJobRunner   [kernel.kallsyms]  [k] handle_mm_fault
    10.02%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] __x64_sys_write
    10.02%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] ksys_write
    10.02%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] vfs_write
    10.01%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] new_sync_write
    10.01%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] ext4_file_write_iter
    10.01%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] ext4_buffered_write_iter
     9.98%     0.03%  LocalJobRunner   [kernel.kallsyms]  [k] generic_perform_write
     9.41%     9.21%  LocalJobRunner   [kernel.kallsyms]  [k] copy_user_enhanced_fast_string
     9.34%     1.09%  LocalJobRunner   [kernel.kallsyms]  [k] __handle_mm_fault
     8.95%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] __x64_sys_read
     8.95%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] ksys_read
     8.95%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] vfs_read
     8.94%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] new_sync_read
     8.94%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] ext4_file_read_iter
     8.94%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] generic_file_read_iter
     8.94%     0.17%  LocalJobRunner   [kernel.kallsyms]  [k] filemap_read
     5.21%     0.00%  swapper          [kernel.kallsyms]  [k] secondary_startup_64_no_verify
     5.21%     0.00%  swapper          [kernel.kallsyms]  [k] cpu_startup_entry
     5.20%     0.02%  swapper          [kernel.kallsyms]  [k] do_idle
     5.10%     0.00%  swapper          [kernel.kallsyms]  [k] start_secondary
     4.90%     0.00%  swapper          [kernel.kallsyms]  [k] cpuidle_enter
     4.89%     0.00%  swapper          [kernel.kallsyms]  [k] cpuidle_enter_state
     4.81%     4.81%  swapper          [kernel.kallsyms]  [k] mwait_idle_with_hints.constprop.0
     4.71%     0.16%  LocalJobRunner   [kernel.kallsyms]  [k] __alloc_pages
     4.52%     0.01%  LocalJobRunner   [kernel.kallsyms]  [k] asm_sysvec_apic_timer_interrupt
     4.52%     0.04%  LocalJobRunner   [kernel.kallsyms]  [k] ext4_da_write_begin
     4.52%     0.37%  LocalJobRunner   [kernel.kallsyms]  [k] get_page_from_freelist
     4.51%     4.47%  java             [kernel.kallsyms]  [k] down_read_trylock
     4.48%     0.01%  LocalJobRunner   [kernel.kallsyms]  [k] sysvec_apic_timer_interrupt
     3.89%     0.09%  LocalJobRunner   [kernel.kallsyms]  [k] exit_to_user_mode_prepare
     3.74%     0.01%  LocalJobRunner   [kernel.kallsyms]  [k] irqentry_exit
     3.73%     0.01%  LocalJobRunner   [kernel.kallsyms]  [k] irqentry_exit_to_user_mode
     3.59%     0.01%  LocalJobRunner   [kernel.kallsyms]  [k] grab_cache_page_write_begin
     3.54%     0.05%  LocalJobRunner   [kernel.kallsyms]  [k] pagecache_get_page
     3.48%     3.47%  LocalJobRunner   [kernel.kallsyms]  [k] clear_page_erms
     3.47%     0.02%  java             [kernel.kallsyms]  [k] move_to_new_page
     3.45%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] task_work_run
     3.45%     0.01%  java             [kernel.kallsyms]  [k] migrate_page
     3.44%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] task_numa_work
     3.44%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] change_prot_numa
     3.12%     2.96%  LocalJobRunner   [kernel.kallsyms]  [k] change_protection
     2.97%     0.01%  java             [kernel.kallsyms]  [k] rmap_walk
     2.90%     0.01%  java             [kernel.kallsyms]  [k] asm_sysvec_apic_timer_interrupt
     2.85%     0.01%  java             [kernel.kallsyms]  [k] sysvec_apic_timer_interrupt
     2.70%     0.25%  java             [kernel.kallsyms]  [k] rmap_walk_anon
     2.59%     0.04%  LocalJobRunner   [kernel.kallsyms]  [k] migrate_misplaced_page
     2.52%     2.51%  java             [kernel.kallsyms]  [k] sync_regs
     2.46%     0.05%  LocalJobRunner   [kernel.kallsyms]  [k] alloc_pages_vma
     2.35%     2.33%  java             [kernel.kallsyms]  [k] up_read
     2.25%     0.04%  LocalJobRunner   [kernel.kallsyms]  [k] ext4_da_write_end
     2.24%     0.23%  LocalJobRunner   [kernel.kallsyms]  [k] migrate_pages
     2.20%     0.12%  LocalJobRunner   [kernel.kallsyms]  [k] generic_write_end
     2.10%     2.08%  java             [kernel.kallsyms]  [k] copy_page
     2.02%     0.03%  java             [kernel.kallsyms]  [k] entry_SYSCALL_64_after_hwframe
     1.99%     0.03%  LocalJobRunner   [kernel.kallsyms]  [k] alloc_pages
     1.97%     0.05%  java             [kernel.kallsyms]  [k] do_syscall_64
     1.94%     0.08%  java             [kernel.kallsyms]  [k] __alloc_pages
     1.93%     0.24%  LocalJobRunner   [kernel.kallsyms]  [k] add_to_page_cache_lru
     1.89%     0.23%  java             [kernel.kallsyms]  [k] exit_to_user_mode_prepare
     1.86%     0.01%  java             [kernel.kallsyms]  [k] try_to_migrate
     1.85%     0.18%  java             [kernel.kallsyms]  [k] get_page_from_freelist
     1.81%     0.00%  localfetcher#1   [kernel.kallsyms]  [k] entry_SYSCALL_64_after_hwframe
