# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 1M of event 'cycles'
# Event count (approx.): 7453656300784
#
# Children      Self  Command          Shared Object      Symbol                                             
# ........  ........  ...............  .................  ...................................................
#
    28.09%     0.28%  java             [kernel.kallsyms]  [k] asm_exc_page_fault
    26.06%     0.30%  java             [kernel.kallsyms]  [k] exc_page_fault
    23.74%     0.38%  java             [kernel.kallsyms]  [k] do_user_addr_fault
    19.85%     0.01%  LocalJobRunner   [kernel.kallsyms]  [k] entry_SYSCALL_64_after_hwframe
    19.83%     0.01%  LocalJobRunner   [kernel.kallsyms]  [k] do_syscall_64
    19.12%     0.90%  java             [kernel.kallsyms]  [k] handle_mm_fault
    16.87%     0.17%  LocalJobRunner   [kernel.kallsyms]  [k] asm_exc_page_fault
    16.63%     3.73%  java             [kernel.kallsyms]  [k] __handle_mm_fault
    15.29%     0.12%  LocalJobRunner   [kernel.kallsyms]  [k] exc_page_fault
    14.55%     0.25%  LocalJobRunner   [kernel.kallsyms]  [k] do_user_addr_fault
    13.77%     0.39%  LocalJobRunner   [kernel.kallsyms]  [k] handle_mm_fault
    12.74%     1.47%  LocalJobRunner   [kernel.kallsyms]  [k] __handle_mm_fault
     9.87%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] __x64_sys_write
     9.87%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] ksys_write
     9.87%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] vfs_write
     9.86%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] new_sync_write
     9.86%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] ext4_file_write_iter
     9.86%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] ext4_buffered_write_iter
     9.84%     0.03%  LocalJobRunner   [kernel.kallsyms]  [k] generic_perform_write
     8.81%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] ksys_read
     8.80%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] __x64_sys_read
     8.80%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] vfs_read
     8.80%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] new_sync_read
     8.80%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] ext4_file_read_iter
     8.80%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] generic_file_read_iter
     8.79%     0.16%  LocalJobRunner   [kernel.kallsyms]  [k] filemap_read
     8.64%     0.22%  java             [kernel.kallsyms]  [k] migrate_misplaced_page
     8.33%     8.07%  LocalJobRunner   [kernel.kallsyms]  [k] copy_user_enhanced_fast_string
     7.16%     0.61%  java             [kernel.kallsyms]  [k] migrate_pages
     6.94%     0.21%  LocalJobRunner   [kernel.kallsyms]  [k] __alloc_pages
     6.38%     0.51%  LocalJobRunner   [kernel.kallsyms]  [k] get_page_from_freelist
     5.56%     0.00%  swapper          [kernel.kallsyms]  [k] secondary_startup_64_no_verify
     5.56%     0.00%  swapper          [kernel.kallsyms]  [k] cpu_startup_entry
     5.54%     0.01%  swapper          [kernel.kallsyms]  [k] do_idle
     5.42%     0.00%  swapper          [kernel.kallsyms]  [k] start_secondary
     5.25%     0.00%  swapper          [kernel.kallsyms]  [k] cpuidle_enter
     5.24%     0.01%  swapper          [kernel.kallsyms]  [k] cpuidle_enter_state
     5.10%     5.10%  swapper          [kernel.kallsyms]  [k] mwait_idle_with_hints.constprop.0
     4.95%     4.92%  LocalJobRunner   [kernel.kallsyms]  [k] clear_page_erms
     4.94%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] asm_sysvec_apic_timer_interrupt
     4.91%     0.01%  LocalJobRunner   [kernel.kallsyms]  [k] sysvec_apic_timer_interrupt
     4.69%     0.04%  LocalJobRunner   [kernel.kallsyms]  [k] ext4_da_write_begin
     4.63%     0.13%  LocalJobRunner   [kernel.kallsyms]  [k] exit_to_user_mode_prepare
     4.55%     0.02%  LocalJobRunner   [kernel.kallsyms]  [k] irqentry_exit
     4.54%     0.01%  LocalJobRunner   [kernel.kallsyms]  [k] irqentry_exit_to_user_mode
     4.41%     0.08%  LocalJobRunner   [kernel.kallsyms]  [k] alloc_pages_vma
     4.32%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] task_work_run
     4.32%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] task_numa_work
     4.31%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] change_prot_numa
     3.84%     3.61%  LocalJobRunner   [kernel.kallsyms]  [k] change_protection
     3.77%     0.01%  LocalJobRunner   [kernel.kallsyms]  [k] grab_cache_page_write_begin
     3.75%     0.05%  LocalJobRunner   [kernel.kallsyms]  [k] pagecache_get_page
     3.34%     3.31%  java             [kernel.kallsyms]  [k] down_read_trylock
     2.79%     0.05%  java             [kernel.kallsyms]  [k] entry_SYSCALL_64_after_hwframe
     2.72%     0.06%  java             [kernel.kallsyms]  [k] do_syscall_64
     2.66%     0.35%  LocalJobRunner   [kernel.kallsyms]  [k] __mem_cgroup_charge
     2.62%     0.00%  kswapd1          [kernel.kallsyms]  [k] kswapd
     2.62%     0.00%  kswapd1          [kernel.kallsyms]  [k] kthread
     2.62%     0.00%  kswapd1          [kernel.kallsyms]  [k] ret_from_fork
     2.62%     0.00%  kswapd1          [kernel.kallsyms]  [k] balance_pgdat
     2.46%     0.04%  LocalJobRunner   [kernel.kallsyms]  [k] alloc_pages
     2.46%     0.00%  java             [kernel.kallsyms]  [k] asm_sysvec_apic_timer_interrupt
     2.43%     0.01%  java             [kernel.kallsyms]  [k] sysvec_apic_timer_interrupt
     2.39%     0.01%  java             [kernel.kallsyms]  [k] move_to_new_page
     2.38%     0.01%  java             [kernel.kallsyms]  [k] migrate_page
     2.30%     0.25%  LocalJobRunner   [kernel.kallsyms]  [k] add_to_page_cache_lru
     2.28%     0.00%  kswapd1          [kernel.kallsyms]  [k] shrink_node
     2.09%     0.00%  kswapd0          [kernel.kallsyms]  [k] kthread
     2.09%     0.00%  kswapd0          [kernel.kallsyms]  [k] ret_from_fork
     2.09%     0.00%  kswapd0          [kernel.kallsyms]  [k] kswapd
     2.09%     0.00%  kswapd0          [kernel.kallsyms]  [k] balance_pgdat
     2.08%     0.02%  LocalJobRunner   [kernel.kallsyms]  [k] ext4_da_write_end
     2.06%     0.08%  java             [kernel.kallsyms]  [k] __alloc_pages
     2.04%     0.09%  LocalJobRunner   [kernel.kallsyms]  [k] generic_write_end
     2.04%     0.00%  kswapd1          [kernel.kallsyms]  [k] shrink_lruvec
     2.03%     0.02%  kswapd1          [kernel.kallsyms]  [k] evict_pages
     2.01%     0.00%  java             [kernel.kallsyms]  [k] rmap_walk
     1.98%     0.02%  java             [kernel.kallsyms]  [k] __x64_sys_sched_yield
     1.95%     1.93%  java             [kernel.kallsyms]  [k] sync_regs
     1.95%     0.18%  java             [kernel.kallsyms]  [k] get_page_from_freelist
     1.93%     0.20%  java             [kernel.kallsyms]  [k] exit_to_user_mode_prepare
     1.93%     0.05%  LocalJobRunner   [kernel.kallsyms]  [k] migrate_misplaced_page
     1.90%     0.08%  java             [kernel.kallsyms]  [k] do_sched_yield
     1.84%     0.17%  java             [kernel.kallsyms]  [k] rmap_walk_anon
     1.80%     0.81%  LocalJobRunner   [kernel.kallsyms]  [k] charge_memcg
     1.80%     0.00%  kswapd0          [kernel.kallsyms]  [k] shrink_node
     1.79%     0.17%  LocalJobRunner   [kernel.kallsyms]  [k] lru_cache_add
     1.70%     1.69%  java             [kernel.kallsyms]  [k] up_read
     1.68%     0.00%  kswapd0          [kernel.kallsyms]  [k] shrink_lruvec
     1.67%     0.03%  kswapd0          [kernel.kallsyms]  [k] evict_pages
     1.66%     0.03%  java             [kernel.kallsyms]  [k] schedule
     1.64%     1.05%  LocalJobRunner   [kernel.kallsyms]  [k] __add_to_page_cache_locked
     1.62%     0.01%  LocalJobRunner   [kernel.kallsyms]  [k] filemap_get_pages
     1.61%     0.00%  Sampler Reader   [kernel.kallsyms]  [k] entry_SYSCALL_64_after_hwframe
     1.61%     0.00%  Sampler Reader   [kernel.kallsyms]  [k] do_syscall_64
     1.61%     0.30%  LocalJobRunner   [kernel.kallsyms]  [k] __pagevec_lru_add
     1.57%     0.02%  java             [kernel.kallsyms]  [k] irqentry_exit
     1.56%     0.01%  VM Thread        [kernel.kallsyms]  [k] entry_SYSCALL_64_after_hwframe
     1.56%     0.04%  LocalJobRunner   [kernel.kallsyms]  [k] __mark_inode_dirty
     1.55%     0.00%  Sampler Reader   [kernel.kallsyms]  [k] __x64_sys_read
     1.55%     0.00%  Sampler Reader   [kernel.kallsyms]  [k] ksys_read
     1.55%     0.00%  Sampler Reader   [kernel.kallsyms]  [k] vfs_read
     1.55%     0.00%  Sampler Reader   [kernel.kallsyms]  [k] new_sync_read
     1.55%     0.00%  Sampler Reader   [kernel.kallsyms]  [k] ext4_file_read_iter
     1.55%     0.00%  Sampler Reader   [kernel.kallsyms]  [k] generic_file_read_iter
     1.55%     0.03%  Sampler Reader   [kernel.kallsyms]  [k] filemap_read
     1.55%     0.02%  java             [kernel.kallsyms]  [k] irqentry_exit_to_user_mode
     1.54%     0.35%  java             [kernel.kallsyms]  [k] __schedule
     1.54%     0.00%  VM Thread        [kernel.kallsyms]  [k] do_syscall_64
     1.51%     0.01%  LocalJobRunner   [kernel.kallsyms]  [k] ext4_dirty_inode
     1.51%     0.07%  kswapd1          [kernel.kallsyms]  [k] shrink_page_list
     1.51%     1.50%  java             [kernel.kallsyms]  [k] clear_page_erms
