# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 989K of event 'cycles'
# Event count (approx.): 2301070963695
#
# Children      Self  Command          Shared Object                       Symbol                                                                                                                                                                                               
# ........  ........  ...............  ..................................  .....................................................................................................................................................................................................
#
    31.98%     0.07%  Executor task l  [kernel.kallsyms]                   [k] asm_sysvec_apic_timer_interrupt
    31.07%     0.04%  Executor task l  [kernel.kallsyms]                   [k] sysvec_apic_timer_interrupt
    27.37%     0.29%  Executor task l  [kernel.kallsyms]                   [k] __sysvec_apic_timer_interrupt
    26.85%     0.55%  Executor task l  [kernel.kallsyms]                   [k] hrtimer_interrupt
    23.55%     0.51%  Executor task l  [kernel.kallsyms]                   [k] __hrtimer_run_queues
    23.04%     0.05%  Executor task l  [kernel.kallsyms]                   [k] __run_hrtimer
    22.12%     0.04%  Executor task l  [kernel.kallsyms]                   [k] tick_sched_timer
    20.90%     0.04%  Executor task l  [kernel.kallsyms]                   [k] tick_sched_handle
    20.80%     0.80%  Executor task l  [kernel.kallsyms]                   [k] update_process_times
    15.31%     0.63%  Executor task l  [kernel.kallsyms]                   [k] scheduler_tick
    12.48%     0.03%  Executor task l  [kernel.kallsyms]                   [k] entry_SYSCALL_64_after_hwframe
    12.45%     0.03%  Executor task l  [kernel.kallsyms]                   [k] do_syscall_64
     7.53%     0.01%  Executor task l  [kernel.kallsyms]                   [k] ksys_read
     7.41%     0.04%  Executor task l  [kernel.kallsyms]                   [k] vfs_read
     7.29%     0.05%  Executor task l  [kernel.kallsyms]                   [k] new_sync_read
     7.20%     0.12%  Executor task l  [kernel.kallsyms]                   [k] filemap_read
     6.96%     0.78%  Executor task l  [kernel.kallsyms]                   [k] task_tick_fair
     6.06%     0.51%  Executor task l  [kernel.kallsyms]                   [k] perf_event_task_tick
     5.80%     0.05%  Executor task l  [kernel.kallsyms]                   [k] asm_exc_page_fault
     5.57%     0.01%  Executor task l  [kernel.kallsyms]                   [k] exc_page_fault
     5.55%     2.48%  Executor task l  [kernel.kallsyms]                   [k] perf_adjust_freq_unthr_context
     5.48%     0.02%  Executor task l  [kernel.kallsyms]                   [k] do_user_addr_fault
     4.95%     0.05%  Executor task l  [kernel.kallsyms]                   [k] handle_mm_fault
     4.83%     0.06%  Executor task l  [kernel.kallsyms]                   [k] __handle_mm_fault
     4.75%     0.04%  Executor task l  [kernel.kallsyms]                   [k] do_anonymous_page
     4.09%     0.03%  Executor task l  [kernel.kallsyms]                   [k] copy_page_to_iter
     4.06%     0.06%  Executor task l  [kernel.kallsyms]                   [k] copy_page_to_iter_iovec
     4.01%     3.91%  Executor task l  [kernel.kallsyms]                   [k] copy_user_generic_string
     3.89%     0.00%  kcompactd0       [kernel.kallsyms]                   [k] kcompactd
