# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 45K of event 'cycles'
# Event count (approx.): 5822082299052
#
# Children      Self  Command          Shared Object          Symbol                                        
# ........  ........  ...............  .....................  ..............................................
#
     0.00%     0.00%  migration/12     [kernel.kallsyms]      [k] cpu_stopper_thread
     0.00%     0.00%  swapper          [kernel.kallsyms]      [k] rcu_cblist_dequeue
     0.00%     0.00%  kswapd0          [kernel.kallsyms]      [k] unlock_page
     0.00%     0.00%  kswapd1          [kernel.kallsyms]      [k] refill_obj_stock
     0.00%     0.00%  kswapd1          [kernel.kallsyms]      [k] obj_cgroup_uncharge
     0.00%     0.00%  kswapd0          [kernel.kallsyms]      [k] list_lru_count_one
     0.00%     0.00%  postgres         [kernel.kallsyms]      [k] step_into
     0.00%     0.00%  postgres         [kernel.kallsyms]      [k] update_dl_rq_load_avg
     0.00%     0.00%  tclsh8.6         [kernel.kallsyms]      [k] sync_regs
     0.00%     0.00%  ksoftirqd/16     [kernel.kallsyms]      [k] file_free_rcu
     0.00%     0.00%  ksoftirqd/16     [kernel.kallsyms]      [k] __softirqentry_text_start
     0.00%     0.00%  ksoftirqd/16     [kernel.kallsyms]      [k] kthread
     0.00%     0.00%  ksoftirqd/16     [kernel.kallsyms]      [k] rcu_core
     0.00%     0.00%  ksoftirqd/16     [kernel.kallsyms]      [k] rcu_core_si
     0.00%     0.00%  ksoftirqd/16     [kernel.kallsyms]      [k] ret_from_fork
     0.00%     0.00%  ksoftirqd/16     [kernel.kallsyms]      [k] run_ksoftirqd
     0.00%     0.00%  ksoftirqd/16     [kernel.kallsyms]      [k] smpboot_thread_fn
     0.00%     0.00%  postgres         libc.so.6              [.] recv
     0.00%     0.00%  swapper          [kernel.kallsyms]      [k] deactivate_task
     0.00%     0.00%  swapper          [kernel.kallsyms]      [k] dequeue_task
     0.00%     0.00%  swapper          [kernel.kallsyms]      [k] native_write_msr
     0.00%     0.00%  postgres         [kernel.kallsyms]      [k] __lookup_slow
     0.00%     0.00%  postgres         [kernel.kallsyms]      [k] ip_rcv_core
     0.00%     0.00%  kworker/u98:2-f  [kernel.kallsyms]      [k] pagevec_move_tail_fn
     0.00%     0.00%  kworker/u98:2-f  [kernel.kallsyms]      [k] __pagevec_release
     0.00%     0.00%  kworker/u98:2-f  [kernel.kallsyms]      [k] lru_add_drain_cpu
     0.00%     0.00%  kworker/u98:2-f  [kernel.kallsyms]      [k] pagevec_lru_move_fn
     0.00%     0.00%  swapper          [kernel.kallsyms]      [k] arch_local_irq_disable
     0.00%     0.00%  postgres         [kernel.kallsyms]      [k] io_schedule_timeout
     0.00%     0.00%  postgres         [kernel.kallsyms]      [k] schedule_timeout
     0.00%     0.00%  postgres         [kernel.kallsyms]      [k] nvme_free_prps
     0.00%     0.00%  migration/2      [kernel.kallsyms]      [k] multi_cpu_stop
     0.00%     0.00%  postgres         [kernel.kallsyms]      [k] nvme_setup_rw
     0.00%     0.00%  migration/11     [kernel.kallsyms]      [k] kthread
     0.00%     0.00%  migration/11     [kernel.kallsyms]      [k] ret_from_fork
     0.00%     0.00%  migration/11     [kernel.kallsyms]      [k] smpboot_thread_fn
     0.00%     0.00%  postgres         [kernel.kallsyms]      [k] __netif_receive_skb_core
     0.00%     0.00%  migration/36     [kernel.kallsyms]      [k] stop_machine_yield
     0.00%     0.00%  migration/37     [kernel.kallsyms]      [k] cpu_stopper_thread
     0.00%     0.00%  migration/37     [kernel.kallsyms]      [k] kthread
     0.00%     0.00%  migration/37     [kernel.kallsyms]      [k] ret_from_fork
     0.00%     0.00%  migration/37     [kernel.kallsyms]      [k] smpboot_thread_fn
     0.00%     0.00%  swapper          [kernel.kallsyms]      [k] hrtimer_wakeup
     0.00%     0.00%  kswapd1          [kernel.kallsyms]      [k] __mem_cgroup_threshold
     0.00%     0.00%  postgres         [kernel.kallsyms]      [k] __sk_mem_raise_allocated
     0.00%     0.00%  tclsh8.6         [kernel.kallsyms]      [k] maybe_add_creds
     0.00%     0.00%  kswapd0          [kernel.kallsyms]      [k] __cond_resched
     0.00%     0.00%  postgres         [kernel.kallsyms]      [k] hrtimer_active
     0.00%     0.00%  migration/25     [kernel.kallsyms]      [k] kthread
     0.00%     0.00%  migration/25     [kernel.kallsyms]      [k] ret_from_fork
     0.00%     0.00%  migration/25     [kernel.kallsyms]      [k] smpboot_thread_fn
     0.00%     0.00%  migration/46     [kernel.kallsyms]      [k] kthread
     0.00%     0.00%  migration/46     [kernel.kallsyms]      [k] ret_from_fork
     0.00%     0.00%  migration/46     [kernel.kallsyms]      [k] smpboot_thread_fn
     0.00%     0.00%  migration/31     [kernel.kallsyms]      [k] cpu_stopper_thread
     0.00%     0.00%  tclsh8.6         [kernel.kallsyms]      [k] get_page_from_freelist
     0.00%     0.00%  tclsh8.6         [kernel.kallsyms]      [k] __alloc_pages
     0.00%     0.00%  tclsh8.6         [kernel.kallsyms]      [k] alloc_misplaced_dst_page
     0.00%     0.00%  kcompactd1       [kernel.kallsyms]      [k] page_not_mapped
     0.00%     0.00%  postgres         [kernel.kallsyms]      [k] alloc_file
     0.00%     0.00%  postgres         [kernel.kallsyms]      [k] obj_cgroup_uncharge_pages
     0.00%     0.00%  kworker/u98:2-f  [kernel.kallsyms]      [k] sbitmap_get
     0.00%     0.00%  kworker/u98:2-f  [kernel.kallsyms]      [k] __blk_mq_alloc_request
     0.00%     0.00%  kworker/u98:2-f  [kernel.kallsyms]      [k] __blk_mq_get_tag
     0.00%     0.00%  kworker/u98:2-f  [kernel.kallsyms]      [k] __sbitmap_queue_get
     0.00%     0.00%  kworker/u98:2-f  [kernel.kallsyms]      [k] blk_mq_get_tag
     0.00%     0.00%  migration/4      [kernel.kallsyms]      [k] psi_group_change
     0.00%     0.00%  migration/4      [kernel.kallsyms]      [k] enqueue_task
     0.00%     0.00%  migration/4      [kernel.kallsyms]      [k] migration_cpu_stop
     0.00%     0.00%  migration/4      [kernel.kallsyms]      [k] move_queued_task
     0.00%     0.00%  migration/4      [kernel.kallsyms]      [k] psi_task_change
     0.00%     0.00%  migration/16     [kernel.kallsyms]      [k] set_task_cpu
     0.00%     0.00%  migration/16     [kernel.kallsyms]      [k] __migrate_swap_task.part.0
     0.00%     0.00%  migration/16     [kernel.kallsyms]      [k] cpu_stopper_thread
     0.00%     0.00%  migration/16     [kernel.kallsyms]      [k] kthread
     0.00%     0.00%  migration/16     [kernel.kallsyms]      [k] migrate_swap_stop
     0.00%     0.00%  migration/16     [kernel.kallsyms]      [k] multi_cpu_stop
     0.00%     0.00%  migration/16     [kernel.kallsyms]      [k] ret_from_fork
     0.00%     0.00%  migration/16     [kernel.kallsyms]      [k] smpboot_thread_fn
     0.00%     0.00%  tclsh8.6         [kernel.kallsyms]      [k] account_user_time
     0.00%     0.00%  tclsh8.6         [kernel.kallsyms]      [k] account_process_tick
     0.00%     0.00%  kswapd1          [kernel.kallsyms]      [k] uncharge_page
     0.00%     0.00%  postgres         [kernel.kallsyms]      [k] migrate_page_move_mapping
     0.00%     0.00%  swapper          [kernel.kallsyms]      [k] irq_chip_ack_parent
     0.00%     0.00%  kswapd0          [kernel.kallsyms]      [k] __slab_free
     0.00%     0.00%  migration/34     [kernel.kallsyms]      [k] update_curr
     0.00%     0.00%  migration/34     [kernel.kallsyms]      [k] __migrate_swap_task.part.0
     0.00%     0.00%  migration/34     [kernel.kallsyms]      [k] dequeue_entity
     0.00%     0.00%  migration/34     [kernel.kallsyms]      [k] dequeue_task
     0.00%     0.00%  migration/34     [kernel.kallsyms]      [k] dequeue_task_fair
     0.00%     0.00%  migration/34     [kernel.kallsyms]      [k] migrate_swap_stop
     0.00%     0.00%  postgres         [kernel.kallsyms]      [k] mntget
     0.00%     0.00%  postgres         [kernel.kallsyms]      [k] wbt_done
     0.00%     0.00%  postgres         [kernel.kallsyms]      [k] fscrypt_mergeable_bio_bh
     0.00%     0.00%  migration/3      [kernel.kallsyms]      [k] __schedule
     0.00%     0.00%  migration/3      [kernel.kallsyms]      [k] schedule
     0.00%     0.00%  postgres         [kernel.kallsyms]      [k] check_stack_object
     0.00%     0.00%  postgres         [kernel.kallsyms]      [k] ext4_inode_journal_mode
     0.00%     0.00%  postgres         [kernel.kallsyms]      [k] mempool_free_slab
     0.00%     0.00%  kworker/u98:0-w  [kernel.kallsyms]      [k] blk_mq_end_request
     0.00%     0.00%  migration/45     [kernel.kallsyms]      [k] rcu_momentary_dyntick_idle
     0.00%     0.00%  migration/45     [kernel.kallsyms]      [k] cpu_stopper_thread
     0.00%     0.00%  migration/45     [kernel.kallsyms]      [k] kthread
     0.00%     0.00%  migration/45     [kernel.kallsyms]      [k] ret_from_fork
     0.00%     0.00%  migration/45     [kernel.kallsyms]      [k] smpboot_thread_fn
     0.00%     0.00%  tclsh8.6         [kernel.kallsyms]      [k] __slab_free
     0.00%     0.00%  postgres         [kernel.kallsyms]      [k] ep_unregister_pollwait.constprop.0
     0.00%     0.00%  postgres         [kernel.kallsyms]      [k] ipv4_pktinfo_prepare
     0.00%     0.00%  postgres         [kernel.kallsyms]      [k] __irqentry_text_start
     0.00%     0.00%  kswapd1          [kernel.kallsyms]      [k] _find_first_bit
     0.00%     0.00%  migration/3      [kernel.kallsyms]      [k] psi_group_change
     0.00%     0.00%  swapper          [kernel.kallsyms]      [k] sugov_iowait_apply
     0.00%     0.00%  migration/33     [kernel.kallsyms]      [k] rcu_dynticks_inc
     0.00%     0.00%  migration/22     [kernel.kallsyms]      [k] __migrate_swap_task.part.0
     0.00%     0.00%  migration/22     [kernel.kallsyms]      [k] migrate_swap_stop
     0.00%     0.00%  postgres         [kernel.kallsyms]      [k] locks_remove_posix
     0.00%     0.00%  tclsh8.6         [kernel.kallsyms]      [k] mutex_lock
     0.00%     0.00%  postgres         [kernel.kallsyms]      [k] __ext4_find_entry
     0.00%     0.00%  kswapd0          [kernel.kallsyms]      [k] mem_cgroup_iter
     0.00%     0.00%  postgres         [kernel.kallsyms]      [k] rb_erase
     0.00%     0.00%  postgres         [kernel.kallsyms]      [k] blk_mq_get_driver_tag
     0.00%     0.00%  kswapd1          [kernel.kallsyms]      [k] kthread_should_stop
     0.00%     0.00%  postgres         libc.so.6              [.] read
     0.00%     0.00%  postgres         [kernel.kallsyms]      [k] calc_global_load_tick
     0.00%     0.00%  postgres         [kernel.kallsyms]      [k] pud_val
     0.00%     0.00%  migration/31     [kernel.kallsyms]      [k] __schedule
     0.00%     0.00%  migration/31     [kernel.kallsyms]      [k] schedule
     0.00%     0.00%  postgres         libc.so.6              [.] __close
     0.00%     0.00%  postgres         [kernel.kallsyms]      [k] dnotify_flush
     0.00%     0.00%  migration/8      [kernel.kallsyms]      [k] multi_cpu_stop
     0.00%     0.00%  tclsh8.6         [kernel.kallsyms]      [k] update_rq_clock
     0.00%     0.00%  swapper          [kernel.kallsyms]      [k] hrtick_update
     0.00%     0.00%  kswapd0          [kernel.kallsyms]      [k] kfree_rcu_shrink_count
     0.00%     0.00%  tclsh8.6         [kernel.kallsyms]      [k] native_irq_return_iret
     0.00%     0.00%  postgres         [kernel.kallsyms]      [k] skb_queue_tail
     0.00%     0.00%  migration/20     [kernel.kallsyms]      [k] stop_machine_yield
     0.00%     0.00%  postgres         [kernel.kallsyms]      [k] arch_local_irq_disable
     0.00%     0.00%  migration/3      [kernel.kallsyms]      [k] enqueue_task
     0.00%     0.00%  postgres         [kernel.kallsyms]      [k] make_kgid
     0.00%     0.00%  migration/44     [kernel.kallsyms]      [k] cpu_stopper_thread
     0.00%     0.00%  migration/26     [kernel.kallsyms]      [k] migration_cpu_stop
     0.00%     0.00%  migration/26     [kernel.kallsyms]      [k] move_queued_task
     0.00%     0.00%  postgres         [kernel.kallsyms]      [k] pfn_pte
     0.00%     0.00%  swapper          [kernel.kallsyms]      [k] _find_next_bit
     0.00%     0.00%  postgres         [kernel.kallsyms]      [k] _raw_read_unlock_irqrestore
     0.00%     0.00%  postgres         [kernel.kallsyms]      [k] arch_local_save_flags
     0.00%     0.00%  kswapd0          [kernel.kallsyms]      [k] __schedule
     0.00%     0.00%  postgres         [kernel.kallsyms]      [k] arch_do_signal_or_restart
     0.00%     0.00%  postgres         [kernel.kallsyms]      [k] __do_sys_brk
     0.00%     0.00%  postgres         [kernel.kallsyms]      [k] __x64_sys_brk
     0.00%     0.00%  kworker/u98:0-w  [kernel.kallsyms]      [k] bio_associate_blkg_from_css
     0.00%     0.00%  kworker/u98:0-w  [kernel.kallsyms]      [k] bio_associate_blkg
     0.00%     0.00%  swapper          [kernel.kallsyms]      [k] tick_check_broadcast_expired
     0.00%     0.00%  postgres         [kernel.kallsyms]      [k] clear_buddies
     0.00%     0.00%  kswapd1          [kernel.kallsyms]      [k] blk_flush_plug_list
     0.00%     0.00%  tclsh8.6         [kernel.kallsyms]      [k] __update_idle_core
     0.00%     0.00%  postgres         [kernel.kallsyms]      [k] maybe_add_creds
     0.00%     0.00%  migration/1      [kernel.kallsyms]      [k] __migrate_swap_task.part.0
     0.00%     0.00%  swapper          [kernel.kallsyms]      [k] flush_tlb_func
     0.00%     0.00%  kworker/u98:2-f  [kernel.kallsyms]      [k] read_tsc
     0.00%     0.00%  postgres         [kernel.kallsyms]      [k] xas_create
     0.00%     0.00%  migration/25     [kernel.kallsyms]      [k] cpu_stopper_thread
     0.00%     0.00%  kworker/u98:0-w  [kernel.kallsyms]      [k] __blk_rq_map_sg
     0.00%     0.00%  postgres         [kernel.kallsyms]      [k] wbt_data_dir
     0.00%     0.00%  postgres         [kernel.kallsyms]      [k] irq_enter_rcu
     0.00%     0.00%  migration/47     [kernel.kallsyms]      [k] arch_touch_nmi_watchdog
     0.00%     0.00%  kworker/u98:2-f  [kernel.kallsyms]      [k] __alloc_pages_slowpath.constprop.0
     0.00%     0.00%  kswapd0          [kernel.kallsyms]      [k] __x86_indirect_thunk_rax
     0.00%     0.00%  postgres         postgres               [.] 0x000000000019aca8
     0.00%     0.00%  postgres         [kernel.kallsyms]      [k] __resolve_freq
     0.00%     0.00%  postgres         [kernel.kallsyms]      [k] vma_policy_mof
     0.00%     0.00%  postgres         [kernel.kallsyms]      [k] __cgroup_bpf_run_filter_skb
     0.00%     0.00%  kworker/u98:0-w  [kernel.kallsyms]      [k] blk_mq_rq_ctx_init
     0.00%     0.00%  postgres         [kernel.kallsyms]      [k] __send_signal
     0.00%     0.00%  postgres         [kernel.kallsyms]      [k] complete_signal
     0.00%     0.00%  postgres         [kernel.kallsyms]      [k] do_send_sig_info
     0.00%     0.00%  postgres         [kernel.kallsyms]      [k] send_signal
     0.00%     0.00%  jbd2/nvme0n1p3-  [kernel.kallsyms]      [k] __getblk_gfp
     0.00%     0.00%  jbd2/nvme0n1p3-  [kernel.kallsyms]      [k] pagecache_get_page
     0.00%     0.00%  kworker/u98:2-f  [unknown]              [.] 0000000000000000
     0.00%     0.00%  migration/28     [kernel.kallsyms]      [k] kthread
     0.00%     0.00%  migration/28     [kernel.kallsyms]      [k] ret_from_fork
     0.00%     0.00%  migration/28     [kernel.kallsyms]      [k] smpboot_thread_fn
     0.00%     0.00%  swapper          [kernel.kallsyms]      [k] __resolve_freq
     0.00%     0.00%  migration/12     [kernel.kallsyms]      [k] stop_machine_yield
     0.00%     0.00%  postgres         [kernel.kallsyms]      [k] security_socket_sendmsg
     0.00%     0.00%  kswapd0          [kernel.kallsyms]      [k] up_read
     0.00%     0.00%  kswapd1          [kernel.kallsyms]      [k] page_counter_cancel
     0.00%     0.00%  kswapd1          [kernel.kallsyms]      [k] page_counter_uncharge
     0.00%     0.00%  postgres         [kernel.kallsyms]      [k] task_nr_scan_windows.isra.0
     0.00%     0.00%  tclsh8.6         libtcl8.6.so           [.] FreeByteCodeInternalRep
     0.00%     0.00%  migration/27     [kernel.kallsyms]      [k] multi_cpu_stop
     0.00%     0.00%  tclsh8.6         [kernel.kallsyms]      [k] __count_memcg_events
     0.00%     0.00%  migration/4      [kernel.kallsyms]      [k] __schedule
     0.00%     0.00%  migration/4      [kernel.kallsyms]      [k] schedule
     0.00%     0.00%  postgres         [kernel.kallsyms]      [k] __fdget_pos
     0.00%     0.00%  postgres         [kernel.kallsyms]      [k] sbitmap_queue_clear
     0.00%     0.00%  postgres         [kernel.kallsyms]      [k] blk_mq_put_tag
     0.00%     0.00%  migration/3      [kernel.kallsyms]      [k] psi_task_change
     0.00%     0.00%  migration/5      [kernel.kallsyms]      [k] migration_cpu_stop
     0.00%     0.00%  migration/5      [kernel.kallsyms]      [k] move_queued_task
     0.00%     0.00%  postgres         [kernel.kallsyms]      [k] xas_find_marked
     0.00%     0.00%  postgres         [kernel.kallsyms]      [k] tag_pages_for_writeback
     0.00%     0.00%  migration/21     [kernel.kallsyms]      [k] __migrate_swap_task.part.0
     0.00%     0.00%  migration/21     [kernel.kallsyms]      [k] migrate_swap_stop
     0.00%     0.00%  postgres         [kernel.kallsyms]      [k] security_inode_permission
     0.00%     0.00%  tclsh8.6         [kernel.kallsyms]      [k] down_read_trylock
     0.00%     0.00%  swapper          [kernel.kallsyms]      [k] local_touch_nmi
     0.00%     0.00%  postgres         [kernel.kallsyms]      [k] acct_account_cputime
     0.00%     0.00%  migration/0      [kernel.kallsyms]      [k] __schedule
     0.00%     0.00%  migration/0      [kernel.kallsyms]      [k] schedule
     0.00%     0.00%  migration/19     [kernel.kallsyms]      [k] stop_machine_yield
     0.00%     0.00%  migration/19     [kernel.kallsyms]      [k] cpu_stopper_thread
     0.00%     0.00%  migration/19     [kernel.kallsyms]      [k] kthread
     0.00%     0.00%  migration/19     [kernel.kallsyms]      [k] multi_cpu_stop
     0.00%     0.00%  migration/19     [kernel.kallsyms]      [k] ret_from_fork
     0.00%     0.00%  migration/19     [kernel.kallsyms]      [k] smpboot_thread_fn
     0.00%     0.00%  swapper          [kernel.kallsyms]      [k] effective_cpu_util
     0.00%     0.00%  kworker/u98:0-w  [kernel.kallsyms]      [k] submit_bio_checks
     0.00%     0.00%  kswapd0          [kernel.kallsyms]      [k] __mod_node_page_state
     0.00%     0.00%  swapper          [kernel.kallsyms]      [k] inc_node_page_state
     0.00%     0.00%  postgres         [kernel.kallsyms]      [k] enter_lazy_tlb
     0.00%     0.00%  postgres         [kernel.kallsyms]      [k] sched_slice
     0.00%     0.00%  tclsh8.6         [kernel.kallsyms]      [k] llist_add_batch
     0.00%     0.00%  postgres         [kernel.kallsyms]      [k] pick_file
     0.00%     0.00%  postgres         [kernel.kallsyms]      [k] start_this_handle
     0.00%     0.00%  kworker/u98:2-f  [kernel.kallsyms]      [k] ext4_io_submit
     0.00%     0.00%  sshd             [kernel.kallsyms]      [k] do_syscall_64
     0.00%     0.00%  sshd             [kernel.kallsyms]      [k] entry_SYSCALL_64_after_hwframe
     0.00%     0.00%  postgres         [kernel.kallsyms]      [k] ext4_nonda_switch
     0.00%     0.00%  kworker/u98:0-w  [unknown]              [.] 0000000000000000
     0.00%     0.00%  tclsh8.6         [kernel.kallsyms]      [k] load_new_mm_cr3
     0.00%     0.00%  postgres         [kernel.kallsyms]      [k] __fdget
     0.00%     0.00%  kswapd0          [kernel.kallsyms]      [k] page_mapping
     0.00%     0.00%  postgres         [kernel.kallsyms]      [k] ext4_journal_check_start
     0.00%     0.00%  tclsh8.6         [kernel.kallsyms]      [k] page_vma_mapped_walk
     0.00%     0.00%  tclsh8.6         [kernel.kallsyms]      [k] mpol_misplaced
     0.00%     0.00%  tclsh8.6         [kernel.kallsyms]      [k] numa_migrate_prep
     0.00%     0.00%  postgres         [kernel.kallsyms]      [k] ext4_es_insert_delayed_block
     0.00%     0.00%  postgres         [kernel.kallsyms]      [k] __lookup_hash
     0.00%     0.00%  kworker/u96:1-e  [kernel.kallsyms]      [k] ext4_end_io_rsv_work
     0.00%     0.00%  kworker/u96:1-e  [kernel.kallsyms]      [k] kthread
     0.00%     0.00%  kworker/u96:1-e  [kernel.kallsyms]      [k] process_one_work
     0.00%     0.00%  kworker/u96:1-e  [kernel.kallsyms]      [k] ret_from_fork
     0.00%     0.00%  kworker/u96:1-e  [kernel.kallsyms]      [k] worker_thread
     0.00%     0.00%  ksoftirqd/1      [kernel.kallsyms]      [k] slab_free_freelist_hook.constprop.0
     0.00%     0.00%  ksoftirqd/1      [kernel.kallsyms]      [k] __softirqentry_text_start
     0.00%     0.00%  ksoftirqd/1      [kernel.kallsyms]      [k] file_free_rcu
     0.00%     0.00%  ksoftirqd/1      [kernel.kallsyms]      [k] kmem_cache_free
     0.00%     0.00%  ksoftirqd/1      [kernel.kallsyms]      [k] kthread
     0.00%     0.00%  ksoftirqd/1      [kernel.kallsyms]      [k] rcu_core
     0.00%     0.00%  ksoftirqd/1      [kernel.kallsyms]      [k] rcu_core_si
     0.00%     0.00%  ksoftirqd/1      [kernel.kallsyms]      [k] ret_from_fork
     0.00%     0.00%  ksoftirqd/1      [kernel.kallsyms]      [k] run_ksoftirqd
     0.00%     0.00%  ksoftirqd/1      [kernel.kallsyms]      [k] smpboot_thread_fn
     0.00%     0.00%  postgres         [kernel.kallsyms]      [k] wait_for_stable_page
     0.00%     0.00%  migration/46     [kernel.kallsyms]      [k] cpu_stopper_thread
     0.00%     0.00%  tclsh8.6         [kernel.kallsyms]      [k] file_free_rcu
     0.00%     0.00%  tclsh8.6         [kernel.kallsyms]      [k] rcu_core
     0.00%     0.00%  tclsh8.6         [kernel.kallsyms]      [k] rcu_core_si
     0.00%     0.00%  swapper          [kernel.kallsyms]      [k] rb_insert_color
     0.00%     0.00%  tclsh8.6         [kernel.kallsyms]      [k] iterate_groups
     0.00%     0.00%  postgres         [kernel.kallsyms]      [k] call_timer_fn
     0.00%     0.00%  kworker/0:2-eve  [kernel.kallsyms]      [k] i40e_stat_update48
     0.00%     0.00%  kworker/0:2-eve  [kernel.kallsyms]      [k] i40e_service_task
     0.00%     0.00%  kworker/0:2-eve  [kernel.kallsyms]      [k] i40e_update_pf_stats
     0.00%     0.00%  migration/5      [kernel.kallsyms]      [k] __migrate_swap_task.part.0
     0.00%     0.00%  migration/5      [kernel.kallsyms]      [k] migrate_swap_stop
     0.00%     0.00%  migration/41     [kernel.kallsyms]      [k] multi_cpu_stop
     0.00%     0.00%  swapper          [kernel.kallsyms]      [k] blk_account_io_done
     0.00%     0.00%  postgres         [kernel.kallsyms]      [k] submit_bio_wait_endio
     0.00%     0.00%  tclsh8.6         [kernel.kallsyms]      [k] cpus_share_cache
     0.00%     0.00%  postgres         [kernel.kallsyms]      [k] account_system_index_time
     0.00%     0.00%  swapper          [kernel.kallsyms]      [k] tick_check_oneshot_broadcast_this_cpu
     0.00%     0.00%  migration/18     [kernel.kallsyms]      [k] kthread
     0.00%     0.00%  migration/18     [kernel.kallsyms]      [k] ret_from_fork
     0.00%     0.00%  migration/18     [kernel.kallsyms]      [k] smpboot_thread_fn
     0.00%     0.00%  kworker/0:2-eve  [kernel.kallsyms]      [k] acpi_ev_asynch_execute_gpe_method
     0.00%     0.00%  kworker/0:2-eve  [kernel.kallsyms]      [k] acpi_ns_evaluate
     0.00%     0.00%  kworker/0:2-eve  [kernel.kallsyms]      [k] acpi_os_execute_deferred
     0.00%     0.00%  kworker/0:2-eve  [kernel.kallsyms]      [k] acpi_ps_execute_method
     0.00%     0.00%  tclsh8.6         [kernel.kallsyms]      [k] sched_clock
     0.00%     0.00%  tclsh8.6         [kernel.kallsyms]      [k] rcu_read_unlock_strict
     0.00%     0.00%  swapper          [kernel.kallsyms]      [k] blk_flush_complete_seq
     0.00%     0.00%  postgres         [kernel.kallsyms]      [k] rcu_qs
     0.00%     0.00%  migration/13     [kernel.kallsyms]      [k] multi_cpu_stop
     0.00%     0.00%  tclsh8.6         [kernel.kallsyms]      [k] up_read
     0.00%     0.00%  postgres         postgres               [.] AllocSetContextCreateInternal
     0.00%     0.00%  postgres         [kernel.kallsyms]      [k] __rdgsbase_inactive
     0.00%     0.00%  kworker/u98:0-w  [kernel.kallsyms]      [k] fscrypt_set_bio_crypt_ctx_bh
     0.00%     0.00%  postgres         [kernel.kallsyms]      [k] fscrypt_mergeable_bio
     0.00%     0.00%  top              [kernel.kallsyms]      [k] __mod_memcg_state.part.0
     0.00%     0.00%  top              [kernel.kallsyms]      [k] __kmalloc_node
     0.00%     0.00%  top              [kernel.kallsyms]      [k] __x64_sys_read
     0.00%     0.00%  top              [kernel.kallsyms]      [k] ksys_read
     0.00%     0.00%  top              [kernel.kallsyms]      [k] kvmalloc_node
     0.00%     0.00%  top              [kernel.kallsyms]      [k] mod_objcg_state
     0.00%     0.00%  top              [kernel.kallsyms]      [k] seq_read
     0.00%     0.00%  top              [kernel.kallsyms]      [k] seq_read_iter
     0.00%     0.00%  top              [kernel.kallsyms]      [k] vfs_read
     0.00%     0.00%  kworker/u98:2-f  [kernel.kallsyms]      [k] mpage_release_unused_pages
     0.00%     0.00%  swapper          [kernel.kallsyms]      [k] bio_free
     0.00%     0.00%  migration/33     [kernel.kallsyms]      [k] schedule
     0.00%     0.00%  top              [kernel.kallsyms]      [k] nd_jump_root
     0.00%     0.00%  top              [kernel.kallsyms]      [k] __x64_sys_openat
     0.00%     0.00%  top              [kernel.kallsyms]      [k] do_filp_open
     0.00%     0.00%  top              [kernel.kallsyms]      [k] do_sys_openat2
     0.00%     0.00%  top              [kernel.kallsyms]      [k] path_init
     0.00%     0.00%  top              [kernel.kallsyms]      [k] path_openat
     0.00%     0.00%  postgres         [kernel.kallsyms]      [k] __ext4_journal_get_write_access
     0.00%     0.00%  kworker/u98:2-f  [kernel.kallsyms]      [k] rcu_read_unlock_strict
     0.00%     0.00%  kcompactd1       [unknown]              [.] 0000000000000000
     0.00%     0.00%  migration/21     [kernel.kallsyms]      [k] schedule
     0.00%     0.00%  tclsh8.6         [kernel.kallsyms]      [k] __rdgsbase_inactive
     0.00%     0.00%  kswapd0          [kernel.kallsyms]      [k] native_write_msr
     0.00%     0.00%  kswapd0          [kernel.kallsyms]      [k] intel_pmu_enable_all
     0.00%     0.00%  kswapd0          [kernel.kallsyms]      [k] perf_event_task_tick
     0.00%     0.00%  kswapd0          [kernel.kallsyms]      [k] scheduler_tick
     0.00%     0.00%  kswapd0          [kernel.kallsyms]      [k] tick_sched_handle
     0.00%     0.00%  kswapd0          [kernel.kallsyms]      [k] tick_sched_timer
     0.00%     0.00%  kswapd0          [kernel.kallsyms]      [k] update_process_times
     0.00%     0.00%  kswapd0          [kernel.kallsyms]      [k] x86_pmu_enable
     0.00%     0.00%  tclsh8.6         [kernel.kallsyms]      [k] page_counter_charge
     0.00%     0.00%  tclsh8.6         [kernel.kallsyms]      [k] mem_cgroup_migrate
     0.00%     0.00%  tclsh8.6         [kernel.kallsyms]      [k] migrate_page_copy
     0.00%     0.00%  tclsh8.6         [kernel.kallsyms]      [k] migrate_page_states
     0.00%     0.00%  postgres         [kernel.kallsyms]      [k] set_task_rq_fair
     0.00%     0.00%  kworker/47:2-mm  [kernel.kallsyms]      [k] native_queued_spin_lock_slowpath
     0.00%     0.00%  kworker/47:2-mm  [kernel.kallsyms]      [k] _raw_spin_lock
     0.00%     0.00%  kworker/47:2-mm  [kernel.kallsyms]      [k] drain_local_pages_wq
     0.00%     0.00%  kworker/47:2-mm  [kernel.kallsyms]      [k] drain_pages_zone
     0.00%     0.00%  kworker/47:2-mm  [kernel.kallsyms]      [k] free_pcppages_bulk
     0.00%     0.00%  kworker/47:2-mm  [kernel.kallsyms]      [k] kthread
     0.00%     0.00%  kworker/47:2-mm  [kernel.kallsyms]      [k] process_one_work
     0.00%     0.00%  kworker/47:2-mm  [kernel.kallsyms]      [k] ret_from_fork
     0.00%     0.00%  kworker/47:2-mm  [kernel.kallsyms]      [k] worker_thread
