# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 6K of event 'cycles'
# Event count (approx.): 91987450879
#
# Children      Self  Command          Shared Object        Symbol                                                                                                   
# ........  ........  ...............  ...................  .........................................................................................................
#
     0.65%     0.65%  mariadbd         [kernel.kallsyms]    [k] cpuacct_charge
     0.64%     0.00%  mariadbd         [kernel.kallsyms]    [k] __sysvec_call_function_single
     0.64%     0.02%  mariadbd         [kernel.kallsyms]    [k] iomap_dio_bio_end_io
     0.64%     0.00%  mariadbd         [kernel.kallsyms]    [k] delete_from_swap_cache
     0.63%     0.01%  mariadbd         [kernel.kallsyms]    [k] asm_sysvec_call_function
     0.63%     0.41%  swapper          [kernel.kallsyms]    [k] switch_mm_irqs_off
     0.62%     0.17%  mariadbd         [kernel.kallsyms]    [k] switch_fpu_return
     0.62%     0.04%  mariadbd         [kernel.kallsyms]    [k] sched_ttwu_pending
     0.62%     0.00%  tclsh8.6         [kernel.kallsyms]    [k] consume_skb
     0.62%     0.00%  mariadbd         [kernel.kallsyms]    [k] sysvec_call_function
     0.61%     0.00%  swapper          [kernel.kallsyms]    [k] amd_pmu_disable_all
     0.61%     0.39%  mariadbd         [kernel.kallsyms]    [k] ktime_get
     0.57%     0.54%  mariadbd         [kernel.kallsyms]    [k] _raw_spin_lock_irqsave
     0.57%     0.07%  mariadbd         [kernel.kallsyms]    [k] mapping_get_entry
     0.56%     0.07%  swapper          [kernel.kallsyms]    [k] tick_nohz_stop_tick
     0.56%     0.01%  mariadbd         [kernel.kallsyms]    [k] lockless_pages_from_mm
     0.56%     0.17%  swapper          [kernel.kallsyms]    [k] tick_nohz_next_event
     0.55%     0.16%  mariadbd         [kernel.kallsyms]    [k] kmem_cache_alloc_node
     0.55%     0.00%  kswapd0          [kernel.kallsyms]    [k] arch_tlbbatch_flush
     0.55%     0.00%  kswapd0          [kernel.kallsyms]    [k] try_to_unmap_flush_dirty
     0.53%     0.02%  mariadbd         [kernel.kallsyms]    [k] __x64_sys_io_getevents
     0.52%     0.05%  mariadbd         [kernel.kallsyms]    [k] task_tick_fair
     0.52%     0.21%  mariadbd         [kernel.kallsyms]    [k] gup_pgd_range
     0.52%     0.01%  mariadbd         [kernel.kallsyms]    [k] update_blocked_averages
     0.51%     0.00%  mariadbd         [kernel.kallsyms]    [k] ext4_da_write_begin
     0.51%     0.37%  kswapd0          [kernel.kallsyms]    [k] smp_call_function_many_cond
     0.51%     0.00%  kswapd0          [kernel.kallsyms]    [k] on_each_cpu_cond_mask
     0.51%     0.00%  mariadbd         [kernel.kallsyms]    [k] irqentry_exit_to_user_mode
     0.51%     0.04%  mariadbd         [kernel.kallsyms]    [k] read_events
     0.51%     0.00%  mariadbd         [kernel.kallsyms]    [k] do_io_getevents
     0.51%     0.00%  mariadbd         [kernel.kallsyms]    [k] __find_get_block
     0.51%     0.00%  mariadbd         [kernel.kallsyms]    [k] __getblk_gfp
     0.50%     0.02%  mariadbd         [kernel.kallsyms]    [k] __softirqentry_text_start
     0.50%     0.02%  mariadbd         [kernel.kallsyms]    [k] exit_to_user_mode_loop
     0.49%     0.00%  mariadbd         [kernel.kallsyms]    [k] wake_affine
     0.49%     0.03%  mariadbd         [kernel.kallsyms]    [k] __mark_inode_dirty
     0.49%     0.18%  swapper          [kernel.kallsyms]    [k] set_next_entity
     0.48%     0.11%  swapper          [kernel.kallsyms]    [k] finish_task_switch.isra.0
     0.48%     0.00%  swapper          [kernel.kallsyms]    [k] _nohz_idle_balance.constprop.0.isra.0
     0.48%     0.04%  tclsh8.6         [kernel.kallsyms]    [k] kmem_cache_alloc_node
     0.48%     0.04%  mariadbd         [kernel.kallsyms]    [k] __read_extent_tree_block
     0.48%     0.48%  mariadbd         [kernel.kallsyms]    [k] update_cfs_group
     0.47%     0.47%  swapper          [kernel.kallsyms]    [k] get_typical_interval
     0.47%     0.18%  mariadbd         [kernel.kallsyms]    [k] flush_smp_call_function_queue
     0.46%     0.00%  mariadbd         [kernel.kallsyms]    [k] __sysvec_call_function
     0.46%     0.05%  mariadbd         [kernel.kallsyms]    [k] sched_clock_cpu
     0.45%     0.42%  swapper          [kernel.kallsyms]    [k] _raw_spin_lock
     0.45%     0.07%  swapper          [kernel.kallsyms]    [k] rebalance_domains
     0.45%     0.45%  mariadbd         [kernel.kallsyms]    [k] __restore_fpregs_from_fpstate
     0.45%     0.01%  mariadbd         [kernel.kallsyms]    [k] ext4_dirty_inode
     0.44%     0.04%  swapper          [kernel.kallsyms]    [k] tick_nohz_restart_sched_tick
     0.43%     0.01%  tclsh8.6         [kernel.kallsyms]    [k] dequeue_task_fair
     0.42%     0.01%  tclsh8.6         [kernel.kallsyms]    [k] dequeue_entity
     0.42%     0.00%  kswapd0          [kernel.kallsyms]    [k] rmap_walk_anon
     0.42%     0.42%  mariadbd         [kernel.kallsyms]    [k] copy_user_generic_string
     0.42%     0.13%  mariadbd         [kernel.kallsyms]    [k] __find_get_block_slow
     0.41%     0.41%  mariadbd         [kernel.kallsyms]    [k] __switch_to
     0.41%     0.41%  mariadbd         [kernel.kallsyms]    [k] native_sched_clock
     0.40%     0.16%  swapper          [kernel.kallsyms]    [k] flush_smp_call_function_queue
     0.40%     0.11%  mariadbd         [kernel.kallsyms]    [k] __alloc_pages
     0.40%     0.36%  mariadbd         [kernel.kallsyms]    [k] __update_load_avg_cfs_rq
     0.39%     0.02%  mariadbd         [kernel.kallsyms]    [k] free_swap_slot
     0.39%     0.07%  swapper          [kernel.kallsyms]    [k] tick_nohz_idle_enter
     0.39%     0.17%  mariadbd         [kernel.kallsyms]    [k] set_task_cpu
     0.39%     0.39%  mariadbd         libpthread-2.28.so   [.] __lll_lock_wait
     0.39%     0.01%  mariadbd         [kernel.kallsyms]    [k] run_rebalance_domains
     0.38%     0.38%  mariadbd         [kernel.kallsyms]    [k] llist_add_batch
     0.38%     0.05%  swapper          [kernel.kallsyms]    [k] load_balance
     0.38%     0.03%  swapper          [kernel.kallsyms]    [k] hrtimer_start_range_ns
     0.37%     0.02%  mariadbd         [kernel.kallsyms]    [k] swapcache_free_entries
     0.37%     0.37%  mariadbd         [kernel.kallsyms]    [k] amd_pmu_addr_offset
     0.37%     0.37%  swapper          [kernel.kallsyms]    [k] read_tsc
     0.36%     0.00%  mariadbd         [kernel.kallsyms]    [k] put_swap_page
     0.36%     0.02%  tclsh8.6         [kernel.kallsyms]    [k] obj_cgroup_charge
     0.35%     0.11%  swapper          [kernel.kallsyms]    [k] get_next_timer_interrupt
     0.35%     0.35%  kswapd0          [kernel.kallsyms]    [k] page_vma_mapped_walk
     0.35%     0.00%  kswapd0          [kernel.kallsyms]    [k] page_referenced
     0.35%     0.00%  kswapd0          [kernel.kallsyms]    [k] page_referenced_one
     0.35%     0.14%  mariadbd         [kernel.kallsyms]    [k] amd_pmu_wait_on_overflow
     0.35%     0.23%  swapper          [kernel.kallsyms]    [k] x86_pmu_disable_all
     0.34%     0.00%  mariadbd         [kernel.kallsyms]    [k] nvme_pci_setup_prps
     0.34%     0.01%  mariadbd         [kernel.kallsyms]    [k] __ext4_mark_inode_dirty
     0.34%     0.00%  mariadbd         [kernel.kallsyms]    [k] detach_tasks
     0.34%     0.34%  mariadbd         mariadbd             [.] crc32c_3way
