# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 1M of event 'cycles'
# Event count (approx.): 7142589422774
#
# Children      Self  Command          Shared Object         Symbol                                             
# ........  ........  ...............  ....................  ...................................................
#
    27.49%     0.25%  java             [kernel.kallsyms]     [k] asm_exc_page_fault
    25.62%     0.30%  java             [kernel.kallsyms]     [k] exc_page_fault
    23.33%     0.35%  java             [kernel.kallsyms]     [k] do_user_addr_fault
    21.65%     0.01%  LocalJobRunner   [kernel.kallsyms]     [k] entry_SYSCALL_64_after_hwframe
    21.63%     0.02%  LocalJobRunner   [kernel.kallsyms]     [k] do_syscall_64
    18.72%     0.93%  java             [kernel.kallsyms]     [k] handle_mm_fault
    18.05%     0.17%  LocalJobRunner   [kernel.kallsyms]     [k] asm_exc_page_fault
    16.58%     0.12%  LocalJobRunner   [kernel.kallsyms]     [k] exc_page_fault
    16.23%     3.67%  java             [kernel.kallsyms]     [k] __handle_mm_fault
    15.79%     0.24%  LocalJobRunner   [kernel.kallsyms]     [k] do_user_addr_fault
    14.89%     0.40%  LocalJobRunner   [kernel.kallsyms]     [k] handle_mm_fault
    13.80%     1.48%  LocalJobRunner   [kernel.kallsyms]     [k] __handle_mm_fault
    10.51%     0.00%  LocalJobRunner   [kernel.kallsyms]     [k] ksys_write
    10.51%     0.00%  LocalJobRunner   [kernel.kallsyms]     [k] __x64_sys_write
    10.50%     0.00%  LocalJobRunner   [kernel.kallsyms]     [k] vfs_write
    10.50%     0.00%  LocalJobRunner   [kernel.kallsyms]     [k] ext4_file_write_iter
    10.50%     0.00%  LocalJobRunner   [kernel.kallsyms]     [k] new_sync_write
    10.50%     0.00%  LocalJobRunner   [kernel.kallsyms]     [k] ext4_buffered_write_iter
    10.47%     0.03%  LocalJobRunner   [kernel.kallsyms]     [k] generic_perform_write
     9.72%     9.62%  LocalJobRunner   [kernel.kallsyms]     [k] copy_user_enhanced_fast_string
     9.59%     0.00%  LocalJobRunner   [kernel.kallsyms]     [k] __x64_sys_read
     9.59%     0.00%  LocalJobRunner   [kernel.kallsyms]     [k] ksys_read
     9.59%     0.00%  LocalJobRunner   [kernel.kallsyms]     [k] vfs_read
     9.58%     0.00%  LocalJobRunner   [kernel.kallsyms]     [k] new_sync_read
     9.58%     0.00%  LocalJobRunner   [kernel.kallsyms]     [k] ext4_file_read_iter
     9.58%     0.00%  LocalJobRunner   [kernel.kallsyms]     [k] generic_file_read_iter
     9.58%     0.20%  LocalJobRunner   [kernel.kallsyms]     [k] filemap_read
     9.32%     0.13%  java             [kernel.kallsyms]     [k] migrate_misplaced_page
     8.34%     0.71%  java             [kernel.kallsyms]     [k] migrate_pages
     7.20%     0.25%  LocalJobRunner   [kernel.kallsyms]     [k] __alloc_pages
     6.92%     0.55%  LocalJobRunner   [kernel.kallsyms]     [k] get_page_from_freelist
     6.72%     0.00%  swapper          [kernel.kallsyms]     [k] secondary_startup_64_no_verify
     6.72%     0.00%  swapper          [kernel.kallsyms]     [k] cpu_startup_entry
     6.70%     0.02%  swapper          [kernel.kallsyms]     [k] do_idle
     6.56%     0.00%  swapper          [kernel.kallsyms]     [k] start_secondary
     6.25%     0.00%  swapper          [kernel.kallsyms]     [k] cpuidle_enter
     6.25%     0.01%  swapper          [kernel.kallsyms]     [k] cpuidle_enter_state
     6.10%     6.09%  swapper          [kernel.kallsyms]     [k] mwait_idle_with_hints.constprop.0
     5.39%     5.37%  LocalJobRunner   [kernel.kallsyms]     [k] clear_page_erms
     4.98%     0.00%  LocalJobRunner   [kernel.kallsyms]     [k] asm_sysvec_apic_timer_interrupt
     4.94%     0.01%  LocalJobRunner   [kernel.kallsyms]     [k] sysvec_apic_timer_interrupt
     4.87%     0.03%  LocalJobRunner   [kernel.kallsyms]     [k] ext4_da_write_begin
     4.81%     0.09%  LocalJobRunner   [kernel.kallsyms]     [k] alloc_pages_vma
     4.60%     0.13%  LocalJobRunner   [kernel.kallsyms]     [k] exit_to_user_mode_prepare
     4.50%     0.02%  LocalJobRunner   [kernel.kallsyms]     [k] irqentry_exit
     4.48%     0.01%  LocalJobRunner   [kernel.kallsyms]     [k] irqentry_exit_to_user_mode
     4.27%     0.00%  LocalJobRunner   [kernel.kallsyms]     [k] task_work_run
     4.27%     0.00%  LocalJobRunner   [kernel.kallsyms]     [k] task_numa_work
     4.26%     0.00%  LocalJobRunner   [kernel.kallsyms]     [k] change_prot_numa
     3.88%     0.01%  LocalJobRunner   [kernel.kallsyms]     [k] grab_cache_page_write_begin
     3.84%     0.06%  LocalJobRunner   [kernel.kallsyms]     [k] pagecache_get_page
     3.79%     3.61%  LocalJobRunner   [kernel.kallsyms]     [k] change_protection
     3.25%     3.22%  java             [kernel.kallsyms]     [k] down_read_trylock
     3.07%     0.39%  LocalJobRunner   [kernel.kallsyms]     [k] __mem_cgroup_charge
     2.90%     0.05%  java             [kernel.kallsyms]     [k] entry_SYSCALL_64_after_hwframe
     2.87%     0.02%  java             [kernel.kallsyms]     [k] move_to_new_page
     2.85%     0.01%  java             [kernel.kallsyms]     [k] migrate_page
     2.83%     0.06%  java             [kernel.kallsyms]     [k] do_syscall_64
     2.67%     0.04%  LocalJobRunner   [kernel.kallsyms]     [k] migrate_misplaced_page
     2.49%     0.00%  java             [kernel.kallsyms]     [k] asm_sysvec_apic_timer_interrupt
     2.45%     0.01%  java             [kernel.kallsyms]     [k] sysvec_apic_timer_interrupt
     2.37%     0.27%  LocalJobRunner   [kernel.kallsyms]     [k] migrate_pages
     2.31%     0.01%  java             [kernel.kallsyms]     [k] rmap_walk
     2.20%     0.03%  LocalJobRunner   [kernel.kallsyms]     [k] ext4_da_write_end
     2.16%     0.11%  LocalJobRunner   [kernel.kallsyms]     [k] generic_write_end
     2.15%     0.03%  LocalJobRunner   [kernel.kallsyms]     [k] alloc_pages
     2.08%     0.24%  LocalJobRunner   [kernel.kallsyms]     [k] add_to_page_cache_lru
     2.08%     0.20%  java             [kernel.kallsyms]     [k] rmap_walk_anon
     2.06%     0.02%  java             [kernel.kallsyms]     [k] __x64_sys_sched_yield
     1.99%     0.88%  LocalJobRunner   [kernel.kallsyms]     [k] charge_memcg
     1.98%     0.09%  java             [kernel.kallsyms]     [k] do_sched_yield
     1.90%     0.20%  java             [kernel.kallsyms]     [k] exit_to_user_mode_prepare
     1.85%     0.07%  java             [kernel.kallsyms]     [k] __alloc_pages
     1.81%     1.80%  java             [kernel.kallsyms]     [k] sync_regs
     1.77%     0.17%  java             [kernel.kallsyms]     [k] get_page_from_freelist
     1.76%     1.75%  java             [kernel.kallsyms]     [k] copy_page
     1.74%     0.03%  java             [kernel.kallsyms]     [k] schedule
     1.71%     1.69%  java             [kernel.kallsyms]     [k] up_read
     1.63%     0.38%  java             [kernel.kallsyms]     [k] __schedule
     1.63%     0.05%  LocalJobRunner   [kernel.kallsyms]     [k] __mark_inode_dirty
     1.61%     0.00%  Sampler Reader   [kernel.kallsyms]     [k] entry_SYSCALL_64_after_hwframe
     1.61%     0.00%  Sampler Reader   [kernel.kallsyms]     [k] do_syscall_64
     1.57%     0.01%  LocalJobRunner   [kernel.kallsyms]     [k] ext4_dirty_inode
     1.54%     0.00%  Sampler Reader   [kernel.kallsyms]     [k] ksys_read
     1.54%     0.00%  Sampler Reader   [kernel.kallsyms]     [k] __x64_sys_read
     1.54%     0.00%  Sampler Reader   [kernel.kallsyms]     [k] vfs_read
     1.54%     0.00%  Sampler Reader   [kernel.kallsyms]     [k] new_sync_read
     1.54%     0.00%  Sampler Reader   [kernel.kallsyms]     [k] ext4_file_read_iter
     1.54%     0.00%  Sampler Reader   [kernel.kallsyms]     [k] generic_file_read_iter
     1.54%     0.03%  Sampler Reader   [kernel.kallsyms]     [k] filemap_read
     1.50%     0.02%  java             [kernel.kallsyms]     [k] irqentry_exit
     1.50%     0.96%  LocalJobRunner   [kernel.kallsyms]     [k] __add_to_page_cache_locked
     1.48%     0.02%  java             [kernel.kallsyms]     [k] irqentry_exit_to_user_mode
     1.45%     0.01%  java             [kernel.kallsyms]     [k] try_to_migrate
     1.37%     0.01%  VM Thread        [kernel.kallsyms]     [k] entry_SYSCALL_64_after_hwframe
     1.37%     1.36%  java             [kernel.kallsyms]     [k] clear_page_erms
     1.36%     0.00%  VM Thread        [kernel.kallsyms]     [k] do_syscall_64
     1.34%     0.99%  Sampler Reader   [kernel.kallsyms]     [k] copy_user_enhanced_fast_string
     1.29%     0.16%  LocalJobRunner   [kernel.kallsyms]     [k] lru_cache_add
     1.18%     0.03%  java             [kernel.kallsyms]     [k] __sysvec_apic_timer_interrupt
     1.17%     1.16%  LocalJobRunner   [kernel.kallsyms]     [k] sync_regs
     1.16%     0.02%  LocalJobRunner   [kernel.kallsyms]     [k] __x64_sys_futex
     1.15%     0.04%  java             [kernel.kallsyms]     [k] hrtimer_interrupt
     1.13%     0.02%  LocalJobRunner   [kernel.kallsyms]     [k] do_futex
     1.10%     0.37%  LocalJobRunner   [kernel.kallsyms]     [k] __pagevec_lru_add
     1.09%     0.00%  VM Thread        [kernel.kallsyms]     [k] ksys_mmap_pgoff
     1.09%     0.00%  VM Thread        [kernel.kallsyms]     [k] __x64_sys_mmap
     1.09%     0.00%  VM Thread        [kernel.kallsyms]     [k] vm_mmap_pgoff
     1.09%     0.00%  VM Thread        [kernel.kallsyms]     [k] do_mmap
     1.09%     0.00%  VM Thread        [kernel.kallsyms]     [k] mmap_region
     1.09%     0.00%  VM Thread        [kernel.kallsyms]     [k] __do_munmap
     1.09%     0.00%  VM Thread        [kernel.kallsyms]     [k] unmap_region
     1.09%     0.25%  java             [kernel.kallsyms]     [k] try_to_migrate_one
     1.08%     1.08%  LocalJobRunner   libc.so.6             [.] 0x00000000001b2eae
     1.08%     0.00%  VM Thread        [kernel.kallsyms]     [k] unmap_single_vma
     1.08%     0.00%  VM Thread        [kernel.kallsyms]     [k] unmap_vmas
     1.07%     0.20%  VM Thread        [kernel.kallsyms]     [k] unmap_page_range
     1.06%     0.01%  java             [kernel.kallsyms]     [k] alloc_misplaced_dst_page
     1.05%     0.01%  java             [kernel.kallsyms]     [k] migrate_page_copy
     1.03%     0.13%  java             [kernel.kallsyms]     [k] migrate_page_states
     1.02%     0.00%  java             [kernel.kallsyms]     [k] task_work_run
     1.02%     0.00%  java             [kernel.kallsyms]     [k] task_numa_work
     1.02%     0.00%  java             [kernel.kallsyms]     [k] change_prot_numa
     1.00%     0.01%  LocalJobRunner   [kernel.kallsyms]     [k] move_to_new_page
     0.99%     0.01%  java             [kernel.kallsyms]     [k] __put_page
     0.99%     0.00%  LocalJobRunner   [kernel.kallsyms]     [k] migrate_page
     0.97%     0.01%  Sampler Reader   [kernel.kallsyms]     [k] asm_exc_page_fault
     0.96%     0.02%  java             [kernel.kallsyms]     [k] __hrtimer_run_queues
     0.95%     0.01%  LocalJobRunner   [kernel.kallsyms]     [k] filemap_get_pages
     0.93%     0.04%  LocalJobRunner   [kernel.kallsyms]     [k] ext4_block_write_begin
     0.90%     0.70%  LocalJobRunner   [kernel.kallsyms]     [k] try_charge_memcg
     0.90%     0.85%  java             [kernel.kallsyms]     [k] change_protection
     0.87%     0.05%  java             [kernel.kallsyms]     [k] mem_cgroup_migrate
     0.85%     0.01%  LocalJobRunner   [kernel.kallsyms]     [k] lru_cache_add_inactive_or_unevictable
     0.84%     0.04%  java             [kernel.kallsyms]     [k] find_vma
     0.82%     0.00%  kcompactd1       [kernel.kallsyms]     [k] kthread
     0.82%     0.00%  kcompactd1       [kernel.kallsyms]     [k] ret_from_fork
     0.82%     0.00%  kcompactd1       [kernel.kallsyms]     [k] kcompactd
     0.82%     0.00%  kcompactd1       [kernel.kallsyms]     [k] compact_zone
     0.82%     0.71%  LocalJobRunner   [kernel.kallsyms]     [k] get_mem_cgroup_from_mm
     0.82%     0.81%  java             [kernel.kallsyms]     [k] vmacache_find
     0.82%     0.00%  kcompactd1       [kernel.kallsyms]     [k] proactive_compact_node
     0.82%     0.00%  kswapd0          [kernel.kallsyms]     [k] kthread
     0.82%     0.00%  kswapd0          [kernel.kallsyms]     [k] ret_from_fork
     0.82%     0.00%  kswapd0          [kernel.kallsyms]     [k] kswapd
     0.82%     0.00%  kswapd0          [kernel.kallsyms]     [k] balance_pgdat
     0.81%     0.00%  kswapd0          [kernel.kallsyms]     [k] shrink_node
     0.81%     0.00%  kworker/u98:1-e  [kernel.kallsyms]     [k] kthread
