# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 975K of event 'cycles'
# Event count (approx.): 2227677322037
#
# Children      Self  Command          Shared Object                       Symbol                                                                                                                                                                                               
# ........  ........  ...............  ..................................  .....................................................................................................................................................................................................
#
    32.50%     0.11%  Executor task l  [kernel.kallsyms]                   [k] asm_sysvec_apic_timer_interrupt
    31.56%     0.05%  Executor task l  [kernel.kallsyms]                   [k] sysvec_apic_timer_interrupt
    27.88%     0.37%  Executor task l  [kernel.kallsyms]                   [k] __sysvec_apic_timer_interrupt
    27.27%     0.66%  Executor task l  [kernel.kallsyms]                   [k] hrtimer_interrupt
    24.04%     0.44%  Executor task l  [kernel.kallsyms]                   [k] __hrtimer_run_queues
    23.60%     0.03%  Executor task l  [kernel.kallsyms]                   [k] __run_hrtimer
    22.66%     0.08%  Executor task l  [kernel.kallsyms]                   [k] tick_sched_timer
    21.48%     0.10%  Executor task l  [kernel.kallsyms]                   [k] tick_sched_handle
    21.32%     0.82%  Executor task l  [kernel.kallsyms]                   [k] update_process_times
    15.75%     0.74%  Executor task l  [kernel.kallsyms]                   [k] scheduler_tick
    13.58%     0.02%  Executor task l  [kernel.kallsyms]                   [k] entry_SYSCALL_64_after_hwframe
    13.55%     0.02%  Executor task l  [kernel.kallsyms]                   [k] do_syscall_64
     8.60%     0.01%  Executor task l  [kernel.kallsyms]                   [k] ksys_read
     8.49%     0.04%  Executor task l  [kernel.kallsyms]                   [k] vfs_read
     8.36%     0.06%  Executor task l  [kernel.kallsyms]                   [k] new_sync_read
     8.26%     0.12%  Executor task l  [kernel.kallsyms]                   [k] filemap_read
     7.22%     0.82%  Executor task l  [kernel.kallsyms]                   [k] task_tick_fair
     6.13%     0.52%  Executor task l  [kernel.kallsyms]                   [k] perf_event_task_tick
     5.66%     0.04%  Executor task l  [kernel.kallsyms]                   [k] asm_exc_page_fault
     5.60%     2.45%  Executor task l  [kernel.kallsyms]                   [k] perf_adjust_freq_unthr_context
     5.44%     0.01%  Executor task l  [kernel.kallsyms]                   [k] exc_page_fault
     5.34%     0.01%  Executor task l  [kernel.kallsyms]                   [k] do_user_addr_fault
     4.83%     0.03%  Executor task l  [kernel.kallsyms]                   [k] handle_mm_fault
     4.73%     0.06%  Executor task l  [kernel.kallsyms]                   [k] __handle_mm_fault
     4.65%     0.04%  Executor task l  [kernel.kallsyms]                   [k] do_anonymous_page
     4.19%     0.03%  Executor task l  [kernel.kallsyms]                   [k] copy_page_to_iter
     4.17%     0.05%  Executor task l  [kernel.kallsyms]                   [k] copy_page_to_iter_iovec
     4.12%     4.03%  Executor task l  [kernel.kallsyms]                   [k] copy_user_generic_string
     3.71%     0.08%  Executor task l  [kernel.kallsyms]                   [k] __alloc_pages
     3.61%     0.09%  Executor task l  [kernel.kallsyms]                   [k] get_page_from_freelist
     3.41%     0.02%  Executor task l  [kernel.kallsyms]                   [k] filemap_get_pages
     3.31%     0.08%  Executor task l  [kernel.kallsyms]                   [k] alloc_pages_vma
     3.09%     1.36%  Executor task l  [kernel.kallsyms]                   [k] update_load_avg
     3.06%     0.00%  Executor task l  [kernel.kallsyms]                   [k] __x64_sys_openat
     3.05%     0.01%  Executor task l  [kernel.kallsyms]                   [k] do_sys_openat2
     3.03%     0.27%  Executor task l  [kernel.kallsyms]                   [k] __irq_exit_rcu
     2.76%     0.02%  Executor task l  [kernel.kallsyms]                   [k] amd_pmu_disable_all
     2.72%     0.03%  Executor task l  [kernel.kallsyms]                   [k] do_filp_open
