# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 1M of event 'cycles'
# Event count (approx.): 3694071521432
#
# Children      Self  Command          Shared Object                       Symbol                                                                                                                                                                                                         
# ........  ........  ...............  ..................................  ...............................................................................................................................................................................................................
#
    46.26%     0.04%  Executor task l  [kernel.kallsyms]                   [k] entry_SYSCALL_64_after_hwframe
    46.22%     0.05%  Executor task l  [kernel.kallsyms]                   [k] do_syscall_64
    34.90%     0.03%  Executor task l  [kernel.kallsyms]                   [k] ksys_read
    34.65%     0.08%  Executor task l  [kernel.kallsyms]                   [k] vfs_read
    34.30%     0.13%  Executor task l  [kernel.kallsyms]                   [k] new_sync_read
    34.09%     0.50%  Executor task l  [kernel.kallsyms]                   [k] filemap_read
    25.13%     0.17%  Executor task l  [kernel.kallsyms]                   [k] asm_sysvec_apic_timer_interrupt
    24.33%     0.05%  Executor task l  [kernel.kallsyms]                   [k] sysvec_apic_timer_interrupt
    23.89%    23.09%  Executor task l  [kernel.kallsyms]                   [k] copy_user_generic_string
    22.21%     0.34%  Executor task l  [kernel.kallsyms]                   [k] __sysvec_apic_timer_interrupt
    21.76%     0.54%  Executor task l  [kernel.kallsyms]                   [k] hrtimer_interrupt
    21.59%     0.07%  Executor task l  [kernel.kallsyms]                   [k] copy_page_to_iter
    21.52%     0.10%  Executor task l  [kernel.kallsyms]                   [k] copy_page_to_iter_iovec
    19.32%     0.42%  Executor task l  [kernel.kallsyms]                   [k] __hrtimer_run_queues
    18.90%     0.05%  Executor task l  [kernel.kallsyms]                   [k] __run_hrtimer
    17.97%     0.09%  Executor task l  [kernel.kallsyms]                   [k] tick_sched_timer
    16.95%     0.09%  Executor task l  [kernel.kallsyms]                   [k] tick_sched_handle
    16.72%     0.60%  Executor task l  [kernel.kallsyms]                   [k] update_process_times
    12.48%     0.57%  Executor task l  [kernel.kallsyms]                   [k] scheduler_tick
    11.62%     0.11%  Executor task l  [kernel.kallsyms]                   [k] filemap_get_pages
    10.23%     0.06%  Executor task l  [kernel.kallsyms]                   [k] page_cache_ra_unbounded
     9.17%     0.01%  Executor task l  [kernel.kallsyms]                   [k] ksys_write
     9.11%     0.08%  Executor task l  [kernel.kallsyms]                   [k] vfs_write
