# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 985K of event 'cycles'
# Event count (approx.): 2278975711463
#
# Children      Self  Command          Shared Object                        Symbol                                                                                                                                                                                               
# ........  ........  ...............  ...................................  .....................................................................................................................................................................................................
#
    32.23%     0.08%  Executor task l  [kernel.kallsyms]                    [k] asm_sysvec_apic_timer_interrupt
    31.30%     0.05%  Executor task l  [kernel.kallsyms]                    [k] sysvec_apic_timer_interrupt
    27.49%     0.28%  Executor task l  [kernel.kallsyms]                    [k] __sysvec_apic_timer_interrupt
    26.97%     0.68%  Executor task l  [kernel.kallsyms]                    [k] hrtimer_interrupt
    23.60%     0.50%  Executor task l  [kernel.kallsyms]                    [k] __hrtimer_run_queues
    23.10%     0.05%  Executor task l  [kernel.kallsyms]                    [k] __run_hrtimer
    22.14%     0.04%  Executor task l  [kernel.kallsyms]                    [k] tick_sched_timer
    20.96%     0.04%  Executor task l  [kernel.kallsyms]                    [k] tick_sched_handle
    20.84%     0.84%  Executor task l  [kernel.kallsyms]                    [k] update_process_times
    15.55%     0.62%  Executor task l  [kernel.kallsyms]                    [k] scheduler_tick
    12.40%     0.03%  Executor task l  [kernel.kallsyms]                    [k] entry_SYSCALL_64_after_hwframe
    12.36%     0.03%  Executor task l  [kernel.kallsyms]                    [k] do_syscall_64
     7.57%     0.01%  Executor task l  [kernel.kallsyms]                    [k] ksys_read
     7.46%     0.04%  Executor task l  [kernel.kallsyms]                    [k] vfs_read
     7.34%     0.06%  Executor task l  [kernel.kallsyms]                    [k] new_sync_read
     7.25%     0.11%  Executor task l  [kernel.kallsyms]                    [k] filemap_read
     7.21%     0.79%  Executor task l  [kernel.kallsyms]                    [k] task_tick_fair
     6.01%     0.53%  Executor task l  [kernel.kallsyms]                    [k] perf_event_task_tick
     5.67%     0.04%  Executor task l  [kernel.kallsyms]                    [k] asm_exc_page_fault
     5.48%     2.42%  Executor task l  [kernel.kallsyms]                    [k] perf_adjust_freq_unthr_context
     5.45%     0.01%  Executor task l  [kernel.kallsyms]                    [k] exc_page_fault
     5.35%     0.02%  Executor task l  [kernel.kallsyms]                    [k] do_user_addr_fault
     4.81%     0.05%  Executor task l  [kernel.kallsyms]                    [k] handle_mm_fault
     4.70%     0.06%  Executor task l  [kernel.kallsyms]                    [k] __handle_mm_fault
     4.61%     0.03%  Executor task l  [kernel.kallsyms]                    [k] do_anonymous_page
     4.10%     0.02%  Executor task l  [kernel.kallsyms]                    [k] copy_page_to_iter
     4.08%     0.05%  Executor task l  [kernel.kallsyms]                    [k] copy_page_to_iter_iovec
     4.03%     3.93%  Executor task l  [kernel.kallsyms]                    [k] copy_user_generic_string
     3.77%     0.00%  kcompactd0       [kernel.kallsyms]                    [k] kcompactd
     3.77%     0.00%  kcompactd0       [kernel.kallsyms]                    [k] kthread
     3.77%     0.00%  kcompactd0       [kernel.kallsyms]                    [k] ret_from_fork
     3.76%     0.00%  kcompactd0       [kernel.kallsyms]                    [k] compact_zone
     3.76%     0.00%  kcompactd0       [kernel.kallsyms]                    [k] proactive_compact_node
     3.70%     0.02%  kcompactd0       [kernel.kallsyms]                    [k] migrate_pages
     3.68%     0.01%  kcompactd0       [kernel.kallsyms]                    [k] unmap_and_move
     3.52%     0.08%  Executor task l  [kernel.kallsyms]                    [k] __alloc_pages
     3.42%     0.08%  Executor task l  [kernel.kallsyms]                    [k] get_page_from_freelist
     3.21%     0.37%  Executor task l  [kernel.kallsyms]                    [k] __irq_exit_rcu
     3.20%     0.08%  Executor task l  [kernel.kallsyms]                    [k] alloc_pages_vma
     3.19%     0.01%  kcompactd0       [kernel.kallsyms]                    [k] __unmap_and_move
     3.09%     1.32%  Executor task l  [kernel.kallsyms]                    [k] update_load_avg
     2.90%     0.02%  Executor task l  [kernel.kallsyms]                    [k] filemap_get_pages
     2.89%     0.00%  Executor task l  [kernel.kallsyms]                    [k] __x64_sys_openat
     2.89%     0.01%  Executor task l  [kernel.kallsyms]                    [k] do_sys_openat2
     2.60%     0.06%  Executor task l  [kernel.kallsyms]                    [k] kernel_init_free_pages.part.0
