# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 1M of event 'cycles'
# Event count (approx.): 3598794903117
#
# Children      Self  Command          Shared Object                        Symbol                                                                                                                                                                                               
# ........  ........  ...............  ...................................  .....................................................................................................................................................................................................
#
    45.77%     0.05%  Executor task l  [kernel.kallsyms]                    [k] entry_SYSCALL_64_after_hwframe
    45.73%     0.05%  Executor task l  [kernel.kallsyms]                    [k] do_syscall_64
    34.12%     0.04%  Executor task l  [kernel.kallsyms]                    [k] ksys_read
    33.85%     0.05%  Executor task l  [kernel.kallsyms]                    [k] vfs_read
    33.56%     0.12%  Executor task l  [kernel.kallsyms]                    [k] new_sync_read
    33.35%     0.48%  Executor task l  [kernel.kallsyms]                    [k] filemap_read
    25.68%     0.16%  Executor task l  [kernel.kallsyms]                    [k] asm_sysvec_apic_timer_interrupt
    24.83%     0.05%  Executor task l  [kernel.kallsyms]                    [k] sysvec_apic_timer_interrupt
    24.02%    23.22%  Executor task l  [kernel.kallsyms]                    [k] copy_user_generic_string
    22.61%     0.26%  Executor task l  [kernel.kallsyms]                    [k] __sysvec_apic_timer_interrupt
    22.24%     0.67%  Executor task l  [kernel.kallsyms]                    [k] hrtimer_interrupt
    21.65%     0.07%  Executor task l  [kernel.kallsyms]                    [k] copy_page_to_iter
    21.58%     0.15%  Executor task l  [kernel.kallsyms]                    [k] copy_page_to_iter_iovec
    19.51%     0.46%  Executor task l  [kernel.kallsyms]                    [k] __hrtimer_run_queues
    19.06%     0.05%  Executor task l  [kernel.kallsyms]                    [k] __run_hrtimer
    18.06%     0.06%  Executor task l  [kernel.kallsyms]                    [k] tick_sched_timer
    16.99%     0.03%  Executor task l  [kernel.kallsyms]                    [k] tick_sched_handle
    16.81%     0.62%  Executor task l  [kernel.kallsyms]                    [k] update_process_times
    12.62%     0.59%  Executor task l  [kernel.kallsyms]                    [k] scheduler_tick
    10.98%     0.10%  Executor task l  [kernel.kallsyms]                    [k] filemap_get_pages
     9.66%     0.06%  Executor task l  [kernel.kallsyms]                    [k] page_cache_ra_unbounded
     9.48%     0.01%  Executor task l  [kernel.kallsyms]                    [k] ksys_write
     9.42%     0.06%  Executor task l  [kernel.kallsyms]                    [k] vfs_write
     9.33%     0.03%  Executor task l  [kernel.kallsyms]                    [k] new_sync_write
     9.28%     0.02%  Executor task l  [kernel.kallsyms]                    [k] ext4_buffered_write_iter
     8.62%     0.08%  Executor task l  [kernel.kallsyms]                    [k] generic_perform_write
     5.85%     0.66%  Executor task l  [kernel.kallsyms]                    [k] task_tick_fair
