# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 261K of event 'cycles'
# Event count (approx.): 5041985941317
#
# Children      Self  Command          Shared Object                       Symbol                                           
# ........  ........  ...............  ..................................  .................................................
#
     0.00%     0.00%  cluster1-nio-wo  [kernel.kallsyms]                   [k] tcp_send_delayed_ack
     0.00%     0.00%  kcompactd0       [kernel.kallsyms]                   [k] page_vma_mapped_walk
     0.00%     0.00%  ReadStage-1      [kernel.kallsyms]                   [k] futex_wait
     0.00%     0.00%  ReadStage-1      [kernel.kallsyms]                   [k] futex_wait_queue_me
     0.00%     0.00%  ReadStage-13     [kernel.kallsyms]                   [k] filemap_map_pages
     0.00%     0.00%  ReadStage-35     [kernel.kallsyms]                   [k] futex_wait
     0.00%     0.00%  ReadStage-118    [kernel.kallsyms]                   [k] cgroup_rstat_flush_locked
     0.00%     0.00%  ReadStage-101    [kernel.kallsyms]                   [k] ondemand_readahead
     0.00%     0.00%  ReadStage-101    [kernel.kallsyms]                   [k] page_cache_async_ra
     0.00%     0.00%  ReadStage-33     [kernel.kallsyms]                   [k] _raw_spin_lock
     0.00%     0.00%  MutationStage-9  [kernel.kallsyms]                   [k] futex_wait_queue_me
     0.00%     0.00%  ReadStage-21     [kernel.kallsyms]                   [k] filemap_map_pages
     0.00%     0.00%  cluster1-nio-wo  [kernel.kallsyms]                   [k] cpumask_next
     0.00%     0.00%  MutationStage-1  [kernel.kallsyms]                   [k] select_task_rq_fair
     0.00%     0.00%  ReadStage-114    [kernel.kallsyms]                   [k] __add_to_page_cache_locked
     0.00%     0.00%  Thread-92        [kernel.kallsyms]                   [k] dequeue_entity
     0.00%     0.00%  Thread-92        [kernel.kallsyms]                   [k] dequeue_task
     0.00%     0.00%  Thread-92        [kernel.kallsyms]                   [k] dequeue_task_fair
     0.00%     0.00%  ReadStage-77     [kernel.kallsyms]                   [k] __schedule
     0.00%     0.00%  ReadStage-77     [kernel.kallsyms]                   [k] schedule
     0.00%     0.00%  kcompactd1       [kernel.kallsyms]                   [k] migrate_page_states
     0.00%     0.00%  kcompactd1       [kernel.kallsyms]                   [k] migrate_page_copy
     0.00%     0.00%  Thread-118       [kernel.kallsyms]                   [k] dequeue_task
     0.00%     0.00%  Thread-80        [kernel.kallsyms]                   [k] dequeue_entity
     0.00%     0.00%  Thread-80        [kernel.kallsyms]                   [k] dequeue_task
     0.00%     0.00%  Thread-80        [kernel.kallsyms]                   [k] dequeue_task_fair
     0.00%     0.00%  ReadStage-47     [kernel.kallsyms]                   [k] flush_smp_call_function_queue
     0.00%     0.00%  Thread-29        [kernel.kallsyms]                   [k] futex_wait
     0.00%     0.00%  ReadStage-5      [kernel.kallsyms]                   [k] nvme_queue_rq
     0.00%     0.00%  ReadStage-5      [kernel.kallsyms]                   [k] __blk_mq_try_issue_directly
     0.00%     0.00%  ReadStage-5      [kernel.kallsyms]                   [k] blk_finish_plug
     0.00%     0.00%  ReadStage-5      [kernel.kallsyms]                   [k] blk_flush_plug_list
     0.00%     0.00%  ReadStage-5      [kernel.kallsyms]                   [k] blk_mq_flush_plug_list
     0.00%     0.00%  ReadStage-5      [kernel.kallsyms]                   [k] blk_mq_sched_insert_requests
     0.00%     0.00%  ReadStage-5      [kernel.kallsyms]                   [k] blk_mq_try_issue_list_directly
     0.00%     0.00%  ReadStage-17     [kernel.kallsyms]                   [k] schedule
     0.00%     0.00%  ReadStage-155    [kernel.kallsyms]                   [k] add_to_page_cache_lru
     0.00%     0.00%  ReadStage-34     [kernel.kallsyms]                   [k] filemap_map_pages
     0.00%     0.00%  ReadStage-70     [kernel.kallsyms]                   [k] update_load_avg
     0.00%     0.00%  kworker/5:2-mm_  [kernel.kallsyms]                   [k] kthread
     0.00%     0.00%  kworker/5:2-mm_  [kernel.kallsyms]                   [k] ret_from_fork
     0.00%     0.00%  kworker/5:2-mm_  [kernel.kallsyms]                   [k] worker_thread
     0.00%     0.00%  NonPeriodicTask  [kernel.kallsyms]                   [k] native_irq_return_iret
     0.00%     0.00%  ReadStage-116    [kernel.kallsyms]                   [k] futex_wake
     0.00%     0.00%  ReadStage-78     [kernel.kallsyms]                   [k] asm_sysvec_call_function
     0.00%     0.00%  ReadStage-67     [kernel.kallsyms]                   [k] schedule
     0.00%     0.00%  swapper          [kernel.kallsyms]                   [k] __rq_qos_done_bio
     0.00%     0.00%  Thread-77        [kernel.kallsyms]                   [k] dequeue_task
     0.00%     0.00%  ReadStage-26     [kernel.kallsyms]                   [k] _raw_spin_lock
     0.00%     0.00%  ReadStage-110    [kernel.kallsyms]                   [k] __page_cache_alloc
     0.00%     0.00%  Thread-41        [kernel.kallsyms]                   [k] update_curr
     0.00%     0.00%  ReadStage-100    [kernel.kallsyms]                   [k] ondemand_readahead
     0.00%     0.00%  ReadStage-100    [kernel.kallsyms]                   [k] page_cache_async_ra
     0.00%     0.00%  ReadStage-1      [kernel.kallsyms]                   [k] ondemand_readahead
     0.00%     0.00%  ReadStage-1      [kernel.kallsyms]                   [k] page_cache_async_ra
     0.00%     0.00%  ReadStage-34     [kernel.kallsyms]                   [k] try_to_wake_up
     0.00%     0.00%  ReadStage-90     [kernel.kallsyms]                   [k] __add_to_page_cache_locked
     0.00%     0.00%  ReadStage-73     [kernel.kallsyms]                   [k] try_to_wake_up
     0.00%     0.00%  Thread-28        [kernel.kallsyms]                   [k] syscall_exit_to_user_mode
     0.00%     0.00%  ReadStage-103    [kernel.kallsyms]                   [k] read_pages
     0.00%     0.00%  swapper          [kernel.kallsyms]                   [k] blk_mq_complete_request_remote
     0.00%     0.00%  ReadStage-133    [kernel.kallsyms]                   [k] cgroup_rstat_flush_irqsafe
     0.00%     0.00%  ReadStage-133    [kernel.kallsyms]                   [k] mem_cgroup_flush_stats
     0.00%     0.00%  ReadStage-83     [kernel.kallsyms]                   [k] filemap_map_pages
     0.00%     0.00%  Thread-4         [kernel.kallsyms]                   [k] dequeue_task
     0.00%     0.00%  ReadStage-66     [kernel.kallsyms]                   [k] get_page_from_freelist
     0.00%     0.00%  swapper          [kernel.kallsyms]                   [k] rcu_sched_clock_irq
     0.00%     0.00%  ReadStage-111    [kernel.kallsyms]                   [k] mem_cgroup_css_rstat_flush
     0.00%     0.00%  ReadStage-99     [kernel.kallsyms]                   [k] __alloc_pages
     0.00%     0.00%  ReadStage-99     [kernel.kallsyms]                   [k] get_page_from_freelist
     0.00%     0.00%  ReadStage-151    [kernel.kallsyms]                   [k] __x64_sys_futex
     0.00%     0.00%  ReadStage-151    [kernel.kallsyms]                   [k] do_syscall_64
     0.00%     0.00%  ReadStage-151    [kernel.kallsyms]                   [k] entry_SYSCALL_64_after_hwframe
     0.00%     0.00%  ReadStage-6      [kernel.kallsyms]                   [k] _find_next_bit
     0.00%     0.00%  ReadStage-42     [kernel.kallsyms]                   [k] filemap_map_pages
     0.00%     0.00%  ReadStage-10     [kernel.kallsyms]                   [k] asm_sysvec_call_function
     0.00%     0.00%  ReadStage-113    [kernel.kallsyms]                   [k] mem_cgroup_css_rstat_flush
     0.00%     0.00%  kworker/33:0-mm  [kernel.kallsyms]                   [k] kthread
     0.00%     0.00%  kworker/33:0-mm  [kernel.kallsyms]                   [k] ret_from_fork
     0.00%     0.00%  kworker/33:0-mm  [kernel.kallsyms]                   [k] worker_thread
     0.00%     0.00%  ReadStage-60     [kernel.kallsyms]                   [k] _raw_spin_lock
     0.00%     0.00%  ReadStage-94     [kernel.kallsyms]                   [k] clear_page_erms
     0.00%     0.00%  ReadStage-52     [kernel.kallsyms]                   [k] futex_wait_queue_me
     0.00%     0.00%  ReadStage-127    [kernel.kallsyms]                   [k] mem_cgroup_css_rstat_flush
     0.00%     0.00%  java             [kernel.kallsyms]                   [k] nvme_pci_complete_rq
     0.00%     0.00%  ReadStage-47     [kernel.kallsyms]                   [k] dequeue_entity
     0.00%     0.00%  ReadStage-47     [kernel.kallsyms]                   [k] dequeue_task
     0.00%     0.00%  ReadStage-47     [kernel.kallsyms]                   [k] dequeue_task_fair
     0.00%     0.00%  ReadStage-9      [kernel.kallsyms]                   [k] clear_page_erms
     0.00%     0.00%  Thread-11        [kernel.kallsyms]                   [k] dequeue_entity
     0.00%     0.00%  ReadStage-12     [kernel.kallsyms]                   [k] read_pages
     0.00%     0.00%  ReadStage-57     [kernel.kallsyms]                   [k] filemap_map_pages
     0.00%     0.00%  ReadStage-85     [kernel.kallsyms]                   [k] __alloc_pages
     0.00%     0.00%  ReadStage-85     [kernel.kallsyms]                   [k] __page_cache_alloc
     0.00%     0.00%  ReadStage-85     [kernel.kallsyms]                   [k] alloc_pages
     0.00%     0.00%  ReadStage-17     [kernel.kallsyms]                   [k] clear_page_erms
     0.00%     0.00%  ReadStage-84     [kernel.kallsyms]                   [k] futex_wake
     0.00%     0.00%  ReadStage-131    [kernel.kallsyms]                   [k] cgroup_rstat_flush_locked
     0.00%     0.00%  ReadStage-63     [kernel.kallsyms]                   [k] __add_to_page_cache_locked
     0.00%     0.00%  Thread-122       [kernel.kallsyms]                   [k] dequeue_task
     0.00%     0.00%  ReadStage-33     [kernel.kallsyms]                   [k] filemap_map_pages
     0.00%     0.00%  Native-Transpor  [kernel.kallsyms]                   [k] policy_node
     0.00%     0.00%  ReadStage-110    [kernel.kallsyms]                   [k] futex_wake
     0.00%     0.00%  ReadStage-110    [kernel.kallsyms]                   [k] wake_up_q
     0.00%     0.00%  ReadStage-2      [kernel.kallsyms]                   [k] alloc_pages
     0.00%     0.00%  ReadStage-2      [kernel.kallsyms]                   [k] __page_cache_alloc
     0.00%     0.00%  ReadStage-17     [kernel.kallsyms]                   [k] __schedule
     0.00%     0.00%  ReadStage-52     [kernel.kallsyms]                   [k] wake_up_q
     0.00%     0.00%  ReadStage-126    [kernel.kallsyms]                   [k] ondemand_readahead
     0.00%     0.00%  ReadStage-126    [kernel.kallsyms]                   [k] page_cache_async_ra
     0.00%     0.00%  Thread-146       [kernel.kallsyms]                   [k] dequeue_task_fair
     0.00%     0.00%  Thread-146       [kernel.kallsyms]                   [k] dequeue_entity
     0.00%     0.00%  kworker/21:1-ev  [kernel.kallsyms]                   [k] kthread
     0.00%     0.00%  kworker/21:1-ev  [kernel.kallsyms]                   [k] process_one_work
     0.00%     0.00%  kworker/21:1-ev  [kernel.kallsyms]                   [k] ret_from_fork
     0.00%     0.00%  kworker/21:1-ev  [kernel.kallsyms]                   [k] worker_thread
     0.00%     0.00%  ReadStage-44     [kernel.kallsyms]                   [k] generic_smp_call_function_single_interrupt
     0.00%     0.00%  ReadStage-94     [kernel.kallsyms]                   [k] _raw_spin_lock
     0.00%     0.00%  ReadStage-11     [kernel.kallsyms]                   [k] clear_page_erms
     0.00%     0.00%  java             [kernel.kallsyms]                   [k] ttwu_queue_wakelist
     0.00%     0.00%  cluster1-nio-wo  [kernel.kallsyms]                   [k] apparmor_file_permission
     0.00%     0.00%  Native-Transpor  [kernel.kallsyms]                   [k] unlock_page_memcg
     0.00%     0.00%  ReadStage-6      [kernel.kallsyms]                   [k] clear_page_erms
     0.00%     0.00%  Thread-108       [kernel.kallsyms]                   [k] do_futex
     0.00%     0.00%  ReadStage-49     [kernel.kallsyms]                   [k] read_pages
     0.00%     0.00%  ReadStage-39     [kernel.kallsyms]                   [k] flush_smp_call_function_queue
     0.00%     0.00%  ReadStage-39     [kernel.kallsyms]                   [k] __sysvec_call_function
     0.00%     0.00%  ReadStage-39     [kernel.kallsyms]                   [k] generic_smp_call_function_single_interrupt
     0.00%     0.00%  ReadStage-70     [kernel.kallsyms]                   [k] futex_wait
     0.00%     0.00%  ReadStage-77     [kernel.kallsyms]                   [k] __alloc_pages
     0.00%     0.00%  ReadStage-77     [kernel.kallsyms]                   [k] __page_cache_alloc
     0.00%     0.00%  ReadStage-77     [kernel.kallsyms]                   [k] alloc_pages
     0.00%     0.00%  ReadStage-115    [kernel.kallsyms]                   [k] cgroup_rstat_flush_locked
     0.00%     0.00%  ReadStage-89     [kernel.kallsyms]                   [k] wake_up_q
     0.00%     0.00%  java             [kernel.kallsyms]                   [k] update_curr
     0.00%     0.00%  ReadStage-153    [kernel.kallsyms]                   [k] cgroup_rstat_flush_irqsafe
     0.00%     0.00%  ReadStage-153    [kernel.kallsyms]                   [k] mem_cgroup_flush_stats
     0.00%     0.00%  ReadStage-153    [kernel.kallsyms]                   [k] workingset_refault
     0.00%     0.00%  ReadStage-32     [kernel.kallsyms]                   [k] try_to_wake_up
     0.00%     0.00%  ReadStage-34     [kernel.kallsyms]                   [k] clear_page_erms
     0.00%     0.00%  cluster1-nio-wo  [kernel.kallsyms]                   [k] tcp_queue_rcv
     0.00%     0.00%  perf             [kernel.kallsyms]                   [k] clear_page_erms
     0.00%     0.00%  ReadStage-68     [kernel.kallsyms]                   [k] futex_wake
     0.00%     0.00%  ReadStage-33     [kernel.kallsyms]                   [k] clear_page_erms
     0.00%     0.00%  MutationStage-1  [kernel.kallsyms]                   [k] __x64_sys_prctl
     0.00%     0.00%  kworker/41:1-mm  [kernel.kallsyms]                   [k] process_one_work
     0.00%     0.00%  Thread-33        [kernel.kallsyms]                   [k] dequeue_entity
     0.00%     0.00%  Thread-33        [kernel.kallsyms]                   [k] dequeue_task
     0.00%     0.00%  Thread-33        [kernel.kallsyms]                   [k] dequeue_task_fair
     0.00%     0.00%  ReadStage-16     [kernel.kallsyms]                   [k] clear_page_erms
     0.00%     0.00%  Thread-38        [kernel.kallsyms]                   [k] dequeue_task_fair
     0.00%     0.00%  Thread-38        [kernel.kallsyms]                   [k] dequeue_task
     0.00%     0.00%  ReadStage-114    [kernel.kallsyms]                   [k] do_syscall_64
     0.00%     0.00%  ReadStage-114    [kernel.kallsyms]                   [k] entry_SYSCALL_64_after_hwframe
     0.00%     0.00%  ReadStage-35     [kernel.kallsyms]                   [k] __schedule
     0.00%     0.00%  ReadStage-54     [kernel.kallsyms]                   [k] read_pages
     0.00%     0.00%  Thread-63        [kernel.kallsyms]                   [k] dequeue_task_fair
     0.00%     0.00%  cluster1-nio-wo  [kernel.kallsyms]                   [k] netif_rx_internal
     0.00%     0.00%  cluster1-nio-wo  [kernel.kallsyms]                   [k] netif_rx
     0.00%     0.00%  epollEventLoopG  [kernel.kallsyms]                   [k] hrtimer_wakeup
     0.00%     0.00%  ReadStage-44     [kernel.kallsyms]                   [k] futex_wait_queue_me
     0.00%     0.00%  MutationStage-6  [kernel.kallsyms]                   [k] futex_wake
     0.00%     0.00%  ReadStage-3      [kernel.kallsyms]                   [k] __hrtimer_run_queues
     0.00%     0.00%  ReadStage-3      [kernel.kallsyms]                   [k] __sysvec_apic_timer_interrupt
     0.00%     0.00%  ReadStage-3      [kernel.kallsyms]                   [k] hrtimer_interrupt
     0.00%     0.00%  epollEventLoopG  [kernel.kallsyms]                   [k] enqueue_task_fair
     0.00%     0.00%  ReadStage-56     [kernel.kallsyms]                   [k] __hrtimer_run_queues
     0.00%     0.00%  ReadStage-56     [kernel.kallsyms]                   [k] __sysvec_apic_timer_interrupt
     0.00%     0.00%  ReadStage-56     [kernel.kallsyms]                   [k] asm_sysvec_apic_timer_interrupt
     0.00%     0.00%  ReadStage-56     [kernel.kallsyms]                   [k] hrtimer_interrupt
     0.00%     0.00%  ReadStage-56     [kernel.kallsyms]                   [k] sysvec_apic_timer_interrupt
     0.00%     0.00%  ReadStage-129    [kernel.kallsyms]                   [k] do_syscall_64
     0.00%     0.00%  ReadStage-129    [kernel.kallsyms]                   [k] entry_SYSCALL_64_after_hwframe
     0.00%     0.00%  Thread-114       [kernel.kallsyms]                   [k] dequeue_entity
     0.00%     0.00%  Thread-79        [kernel.kallsyms]                   [k] __restore_fpregs_from_fpstate
     0.00%     0.00%  Thread-79        [kernel.kallsyms]                   [k] exit_to_user_mode_prepare
     0.00%     0.00%  Thread-79        [kernel.kallsyms]                   [k] switch_fpu_return
     0.00%     0.00%  Thread-79        [kernel.kallsyms]                   [k] syscall_exit_to_user_mode
     0.00%     0.00%  ReadStage-42     [kernel.kallsyms]                   [k] enqueue_entity
     0.00%     0.00%  swapper          [kernel.kallsyms]                   [k] calc_global_load_tick
     0.00%     0.00%  ReadStage-147    [kernel.kallsyms]                   [k] workingset_refault
     0.00%     0.00%  ReadStage-50     [kernel.kallsyms]                   [k] wake_up_q
     0.00%     0.00%  Thread-61        [kernel.kallsyms]                   [k] dequeue_entity
     0.00%     0.00%  ReadStage-124    [kernel.kallsyms]                   [k] cgroup_rstat_flush_locked
     0.00%     0.00%  ReadStage-123    [kernel.kallsyms]                   [k] do_syscall_64
     0.00%     0.00%  ReadStage-123    [kernel.kallsyms]                   [k] entry_SYSCALL_64_after_hwframe
     0.00%     0.00%  ReadStage-75     [kernel.kallsyms]                   [k] mem_cgroup_css_rstat_flush
     0.00%     0.00%  ReadStage-41     [kernel.kallsyms]                   [k] futex_wait
     0.00%     0.00%  ReadStage-108    [kernel.kallsyms]                   [k] futex_wake
     0.00%     0.00%  ReadStage-30     [kernel.kallsyms]                   [k] dequeue_task_fair
     0.00%     0.00%  ReadStage-30     [kernel.kallsyms]                   [k] dequeue_task
     0.00%     0.00%  ReadStage-130    [kernel.kallsyms]                   [k] __x64_sys_futex
     0.00%     0.00%  ReadStage-130    [kernel.kallsyms]                   [k] do_futex
     0.00%     0.00%  ReadStage-130    [kernel.kallsyms]                   [k] do_syscall_64
     0.00%     0.00%  ReadStage-130    [kernel.kallsyms]                   [k] entry_SYSCALL_64_after_hwframe
     0.00%     0.00%  cluster1-nio-wo  [kernel.kallsyms]                   [k] blk_update_request
     0.00%     0.00%  epollEventLoopG  [kernel.kallsyms]                   [k] migrate_disable
     0.00%     0.00%  epollEventLoopG  [kernel.kallsyms]                   [k] kmem_cache_free
     0.00%     0.00%  Thread-3         [kernel.kallsyms]                   [k] dequeue_task
     0.00%     0.00%  ReadStage-69     [kernel.kallsyms]                   [k] filemap_map_pages
     0.00%     0.00%  MutationStage-3  [kernel.kallsyms]                   [k] __schedule
     0.00%     0.00%  MutationStage-3  [kernel.kallsyms]                   [k] schedule
     0.00%     0.00%  ReadStage-65     [kernel.kallsyms]                   [k] read_pages
     0.00%     0.00%  ReadStage-31     [kernel.kallsyms]                   [k] wake_up_q
     0.00%     0.00%  ReadStage-98     [kernel.kallsyms]                   [k] _raw_spin_lock
     0.00%     0.00%  ReadStage-32     [kernel.kallsyms]                   [k] filemap_map_pages
     0.00%     0.00%  ReadStage-91     [kernel.kallsyms]                   [k] __x64_sys_futex
     0.00%     0.00%  ReadStage-91     [kernel.kallsyms]                   [k] do_futex
     0.00%     0.00%  ReadStage-148    [kernel.kallsyms]                   [k] workingset_refault
     0.00%     0.00%  ReadStage-134    [kernel.kallsyms]                   [k] wake_up_q
     0.00%     0.00%  ReadStage-6      [kernel.kallsyms]                   [k] asm_sysvec_call_function
     0.00%     0.00%  ReadStage-42     [kernel.kallsyms]                   [k] _raw_spin_lock
     0.00%     0.00%  ReadStage-48     [kernel.kallsyms]                   [k] sysvec_call_function
     0.00%     0.00%  Thread-112       [kernel.kallsyms]                   [k] dequeue_task
     0.00%     0.00%  Thread-112       [kernel.kallsyms]                   [k] dequeue_task_fair
     0.00%     0.00%  ReadStage-89     [kernel.kallsyms]                   [k] filemap_map_pages
     0.00%     0.00%  ReadStage-31     [kernel.kallsyms]                   [k] schedule
     0.00%     0.00%  ReadStage-62     [kernel.kallsyms]                   [k] ondemand_readahead
     0.00%     0.00%  ReadStage-62     [kernel.kallsyms]                   [k] page_cache_async_ra
     0.00%     0.00%  ReadStage-2      [kernel.kallsyms]                   [k] __sysvec_call_function
     0.00%     0.00%  ReadStage-2      [kernel.kallsyms]                   [k] asm_sysvec_call_function
     0.00%     0.00%  ReadStage-2      [kernel.kallsyms]                   [k] sysvec_call_function
     0.00%     0.00%  ReadStage-3      [kernel.kallsyms]                   [k] enqueue_task
     0.00%     0.00%  ReadStage-68     [kernel.kallsyms]                   [k] try_to_wake_up
     0.00%     0.00%  ReadStage-127    [kernel.kallsyms]                   [k] __x64_sys_futex
     0.00%     0.00%  ReadStage-127    [kernel.kallsyms]                   [k] do_futex
     0.00%     0.00%  ReadStage-126    [kernel.kallsyms]                   [k] try_to_wake_up
     0.00%     0.00%  ReadStage-88     [kernel.kallsyms]                   [k] futex_wake
     0.00%     0.00%  ReadStage-118    [kernel.kallsyms]                   [k] __page_cache_alloc
     0.00%     0.00%  ReadStage-118    [kernel.kallsyms]                   [k] alloc_pages
     0.00%     0.00%  ReadStage-89     [kernel.kallsyms]                   [k] clear_page_erms
     0.00%     0.00%  Native-Transpor  [kernel.kallsyms]                   [k] dma_direct_unmap_sg
     0.00%     0.00%  kworker/34:2-mm  [kernel.kallsyms]                   [k] process_one_work
     0.00%     0.00%  ReadStage-73     [kernel.kallsyms]                   [k] asm_sysvec_call_function
     0.00%     0.00%  ReadStage-38     [kernel.kallsyms]                   [k] alloc_pages
     0.00%     0.00%  ReadStage-94     [kernel.kallsyms]                   [k] __sysvec_call_function
     0.00%     0.00%  ReadStage-94     [kernel.kallsyms]                   [k] generic_smp_call_function_single_interrupt
     0.00%     0.00%  ReadStage-94     [kernel.kallsyms]                   [k] sysvec_call_function
     0.00%     0.00%  Native-Transpor  [kernel.kallsyms]                   [k] __blk_mq_free_request
     0.00%     0.00%  cluster1-nio-wo  [kernel.kallsyms]                   [k] __cgroup_account_cputime
     0.00%     0.00%  kworker/21:1-ev  [kernel.kallsyms]                   [k] __pagevec_lru_add
     0.00%     0.00%  kworker/21:1-ev  [kernel.kallsyms]                   [k] lru_add_drain_cpu
     0.00%     0.00%  kworker/21:1-ev  [kernel.kallsyms]                   [k] lru_add_drain_per_cpu
     0.00%     0.00%  ReadStage-120    [kernel.kallsyms]                   [k] futex_wake
     0.00%     0.00%  ReadStage-63     [kernel.kallsyms]                   [k] _raw_spin_lock
     0.00%     0.00%  ReadStage-116    [kernel.kallsyms]                   [k] ondemand_readahead
     0.00%     0.00%  ReadStage-116    [kernel.kallsyms]                   [k] page_cache_async_ra
     0.00%     0.00%  epollEventLoopG  [kernel.kallsyms]                   [k] wake_up_state
     0.00%     0.00%  ReadStage-55     [kernel.kallsyms]                   [k] try_to_wake_up
     0.00%     0.00%  ReadStage-1      [kernel.kallsyms]                   [k] clear_page_erms
     0.00%     0.00%  ReadStage-158    [kernel.kallsyms]                   [k] asm_exc_page_fault
     0.00%     0.00%  ReadStage-158    [kernel.kallsyms]                   [k] do_user_addr_fault
     0.00%     0.00%  ReadStage-158    [kernel.kallsyms]                   [k] exc_page_fault
     0.00%     0.00%  ReadStage-158    [kernel.kallsyms]                   [k] handle_mm_fault
     0.00%     0.00%  ReadStage-66     [kernel.kallsyms]                   [k] __schedule
     0.00%     0.00%  ReadStage-66     [kernel.kallsyms]                   [k] schedule
     0.00%     0.00%  ReadStage-67     [kernel.kallsyms]                   [k] futex_wait
     0.00%     0.00%  ReadStage-42     [kernel.kallsyms]                   [k] update_load_avg
     0.00%     0.00%  ReadStage-121    [kernel.kallsyms]                   [k] cgroup_rstat_flush_irqsafe
     0.00%     0.00%  epollEventLoopG  [kernel.kallsyms]                   [k] cpuacct_charge
     0.00%     0.00%  cluster1-nio-wo  [kernel.kallsyms]                   [k] task_tick_fair
     0.00%     0.00%  kswapd1          [kernel.kallsyms]                   [k] __sysvec_apic_timer_interrupt
     0.00%     0.00%  kswapd1          [kernel.kallsyms]                   [k] asm_sysvec_apic_timer_interrupt
     0.00%     0.00%  kswapd1          [kernel.kallsyms]                   [k] hrtimer_interrupt
     0.00%     0.00%  ReadStage-9      [kernel.kallsyms]                   [k] __schedule
     0.00%     0.00%  ReadStage-9      [kernel.kallsyms]                   [k] schedule
     0.00%     0.00%  ReadStage-23     [kernel.kallsyms]                   [k] clear_page_erms
     0.00%     0.00%  Native-Transpor  [kernel.kallsyms]                   [k] add_interrupt_randomness
     0.00%     0.00%  ReadStage-2      [kernel.kallsyms]                   [k] enqueue_task
     0.00%     0.00%  ReadStage-85     [kernel.kallsyms]                   [k] _raw_spin_lock
     0.00%     0.00%  ReadStage-79     [kernel.kallsyms]                   [k] clear_page_erms
     0.00%     0.00%  ReadStage-2      [kernel.kallsyms]                   [k] futex_wait_queue_me
     0.00%     0.00%  ReadStage-46     [kernel.kallsyms]                   [k] asm_sysvec_call_function
     0.00%     0.00%  ReadStage-8      [kernel.kallsyms]                   [k] ext4_mpage_readpages
     0.00%     0.00%  ReadStage-8      [kernel.kallsyms]                   [k] ext4_readahead
     0.00%     0.00%  ReadStage-52     [kernel.kallsyms]                   [k] get_page_from_freelist
     0.00%     0.00%  CompactionExecu  [kernel.kallsyms]                   [k] node_dirty_ok
     0.00%     0.00%  ReadStage-43     [kernel.kallsyms]                   [k] futex_wait_queue_me
     0.00%     0.00%  ReadStage-60     [kernel.kallsyms]                   [k] futex_wait
     0.00%     0.00%  Thread-37        [kernel.kallsyms]                   [k] dequeue_task_fair
     0.00%     0.00%  ReadStage-3      [kernel.kallsyms]                   [k] __alloc_pages
     0.00%     0.00%  ReadStage-3      [kernel.kallsyms]                   [k] __page_cache_alloc
     0.00%     0.00%  ReadStage-3      [kernel.kallsyms]                   [k] alloc_pages
     0.00%     0.00%  ReadStage-37     [kernel.kallsyms]                   [k] __sysvec_call_function
     0.00%     0.00%  ReadStage-92     [kernel.kallsyms]                   [k] ondemand_readahead
     0.00%     0.00%  ReadStage-92     [kernel.kallsyms]                   [k] page_cache_async_ra
     0.00%     0.00%  Thread-137       [kernel.kallsyms]                   [k] dequeue_entity
     0.00%     0.00%  Thread-137       [kernel.kallsyms]                   [k] dequeue_task
     0.00%     0.00%  Thread-137       [kernel.kallsyms]                   [k] dequeue_task_fair
     0.00%     0.00%  ReadStage-37     [kernel.kallsyms]                   [k] ext4_mpage_readpages
     0.00%     0.00%  ReadStage-37     [kernel.kallsyms]                   [k] ext4_readahead
     0.00%     0.00%  java             [kernel.kallsyms]                   [k] nvme_complete_rq
     0.00%     0.00%  ReadStage-1      [kernel.kallsyms]                   [k] _raw_spin_lock
     0.00%     0.00%  ReadStage-71     [kernel.kallsyms]                   [k] schedule
     0.00%     0.00%  kswapd1          [kernel.kallsyms]                   [k] __bitmap_or
     0.00%     0.00%  ReadStage-88     [kernel.kallsyms]                   [k] read_pages
     0.00%     0.00%  kworker/25:2-mm  [kernel.kallsyms]                   [k] process_one_work
     0.00%     0.00%  ReadStage-52     [kernel.kallsyms]                   [k] dequeue_entity
     0.00%     0.00%  ReadStage-132    [kernel.kallsyms]                   [k] __add_to_page_cache_locked
     0.00%     0.00%  ReadStage-56     [kernel.kallsyms]                   [k] __sysvec_call_function
     0.00%     0.00%  ReadStage-56     [kernel.kallsyms]                   [k] generic_smp_call_function_single_interrupt
     0.00%     0.00%  Thread-30        [kernel.kallsyms]                   [k] dequeue_task
     0.00%     0.00%  ReadStage-34     [kernel.kallsyms]                   [k] __x64_sys_prctl
     0.00%     0.00%  ReadStage-102    [kernel.kallsyms]                   [k] try_to_wake_up
     0.00%     0.00%  ReadStage-5      [kernel.kallsyms]                   [k] __pagevec_lru_add
     0.00%     0.00%  ReadStage-115    [kernel.kallsyms]                   [k] __x64_sys_futex
     0.00%     0.00%  ReadStage-115    [kernel.kallsyms]                   [k] do_futex
     0.00%     0.00%  ReadStage-12     [kernel.kallsyms]                   [k] _raw_spin_lock
     0.00%     0.00%  ReadStage-94     [kernel.kallsyms]                   [k] wake_up_q
     0.00%     0.00%  ReadStage-43     [kernel.kallsyms]                   [k] clear_page_erms
     0.00%     0.00%  ReadStage-144    [kernel.kallsyms]                   [k] cgroup_rstat_flush_locked
     0.00%     0.00%  ReadStage-25     [kernel.kallsyms]                   [k] futex_wake
     0.00%     0.00%  ReadStage-53     [kernel.kallsyms]                   [k] filemap_map_pages
