# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 1M of event 'cycles'
# Event count (approx.): 14959830508653
#
# Children      Self  Command          Shared Object         Symbol                                             
# ........  ........  ...............  ....................  ...................................................
#
    37.42%     0.00%  swapper          [kernel.kallsyms]     [k] secondary_startup_64_no_verify
    37.42%     0.00%  swapper          [kernel.kallsyms]     [k] cpu_startup_entry
    37.41%     0.01%  swapper          [kernel.kallsyms]     [k] do_idle
    37.29%     0.00%  swapper          [kernel.kallsyms]     [k] cpuidle_enter
    37.28%     0.01%  swapper          [kernel.kallsyms]     [k] cpuidle_enter_state
    37.12%    34.72%  swapper          [kernel.kallsyms]     [k] mwait_idle_with_hints.constprop.0
    35.21%     0.00%  swapper          [kernel.kallsyms]     [k] start_secondary
    18.41%     0.11%  java             [kernel.kallsyms]     [k] asm_exc_page_fault
    17.66%     0.24%  java             [kernel.kallsyms]     [k] exc_page_fault
    15.67%     0.13%  java             [kernel.kallsyms]     [k] do_user_addr_fault
    11.27%     0.43%  java             [kernel.kallsyms]     [k] handle_mm_fault
     9.96%     2.56%  java             [kernel.kallsyms]     [k] __handle_mm_fault
     9.96%     0.12%  LocalJobRunner   [kernel.kallsyms]     [k] asm_exc_page_fault
     8.82%     0.08%  LocalJobRunner   [kernel.kallsyms]     [k] exc_page_fault
     8.35%     0.16%  LocalJobRunner   [kernel.kallsyms]     [k] do_user_addr_fault
     8.10%     0.00%  LocalJobRunner   [kernel.kallsyms]     [k] entry_SYSCALL_64_after_hwframe
     8.10%     0.00%  LocalJobRunner   [kernel.kallsyms]     [k] do_syscall_64
     7.87%     0.24%  LocalJobRunner   [kernel.kallsyms]     [k] handle_mm_fault
     7.26%     0.84%  LocalJobRunner   [kernel.kallsyms]     [k] __handle_mm_fault
     4.47%     0.06%  java             [kernel.kallsyms]     [k] migrate_misplaced_page
     4.33%     0.00%  pool-4-thread-1  [kernel.kallsyms]     [k] entry_SYSCALL_64_after_hwframe
     4.33%     0.00%  pool-4-thread-1  [kernel.kallsyms]     [k] do_syscall_64
     4.25%     0.00%  localfetcher#1   [kernel.kallsyms]     [k] entry_SYSCALL_64_after_hwframe
     4.25%     0.00%  localfetcher#1   [kernel.kallsyms]     [k] do_syscall_64
     3.98%     0.00%  LocalJobRunner   [kernel.kallsyms]     [k] __x64_sys_write
     3.98%     0.00%  LocalJobRunner   [kernel.kallsyms]     [k] ksys_write
     3.98%     0.00%  LocalJobRunner   [kernel.kallsyms]     [k] vfs_write
     3.98%     0.00%  LocalJobRunner   [kernel.kallsyms]     [k] new_sync_write
     3.98%     0.00%  LocalJobRunner   [kernel.kallsyms]     [k] ext4_file_write_iter
     3.98%     0.00%  LocalJobRunner   [kernel.kallsyms]     [k] ext4_buffered_write_iter
     3.97%     0.00%  localfetcher#1   [kernel.kallsyms]     [k] __x64_sys_read
     3.97%     0.00%  localfetcher#1   [kernel.kallsyms]     [k] ksys_read
     3.97%     0.00%  localfetcher#1   [kernel.kallsyms]     [k] vfs_read
     3.97%     0.00%  localfetcher#1   [kernel.kallsyms]     [k] new_sync_read
     3.97%     0.00%  localfetcher#1   [kernel.kallsyms]     [k] ext4_file_read_iter
     3.97%     0.00%  localfetcher#1   [kernel.kallsyms]     [k] generic_file_read_iter
     3.97%     0.03%  localfetcher#1   [kernel.kallsyms]     [k] filemap_read
     3.97%     0.01%  LocalJobRunner   [kernel.kallsyms]     [k] generic_perform_write
     3.95%     3.82%  LocalJobRunner   [kernel.kallsyms]     [k] copy_user_enhanced_fast_string
     3.90%     0.33%  java             [kernel.kallsyms]     [k] migrate_pages
     3.86%     0.00%  LocalJobRunner   [kernel.kallsyms]     [k] __x64_sys_read
     3.86%     0.00%  LocalJobRunner   [kernel.kallsyms]     [k] ksys_read
     3.86%     0.00%  LocalJobRunner   [kernel.kallsyms]     [k] vfs_read
     3.86%     0.00%  LocalJobRunner   [kernel.kallsyms]     [k] new_sync_read
     3.86%     0.00%  LocalJobRunner   [kernel.kallsyms]     [k] ext4_file_read_iter
     3.86%     0.00%  LocalJobRunner   [kernel.kallsyms]     [k] generic_file_read_iter
     3.86%     0.09%  LocalJobRunner   [kernel.kallsyms]     [k] filemap_read
     3.40%     3.38%  java             [kernel.kallsyms]     [k] down_read_trylock
     3.26%     0.12%  LocalJobRunner   [kernel.kallsyms]     [k] __alloc_pages
     3.12%     0.34%  LocalJobRunner   [kernel.kallsyms]     [k] get_page_from_freelist
     2.65%     0.00%  LocalJobRunner   [kernel.kallsyms]     [k] asm_sysvec_apic_timer_interrupt
     2.63%     0.00%  LocalJobRunner   [kernel.kallsyms]     [k] sysvec_apic_timer_interrupt
     2.61%     0.09%  LocalJobRunner   [kernel.kallsyms]     [k] exit_to_user_mode_prepare
     2.60%     0.05%  LocalJobRunner   [kernel.kallsyms]     [k] alloc_pages_vma
     2.60%     0.00%  InMemoryMerger   [kernel.kallsyms]     [k] do_syscall_64
     2.60%     0.00%  InMemoryMerger   [kernel.kallsyms]     [k] entry_SYSCALL_64_after_hwframe
     2.60%     0.01%  LocalJobRunner   [kernel.kallsyms]     [k] irqentry_exit
     2.59%     0.01%  LocalJobRunner   [kernel.kallsyms]     [k] irqentry_exit_to_user_mode
     2.58%     0.00%  InMemoryMerger   [kernel.kallsyms]     [k] __x64_sys_write
     2.58%     0.00%  InMemoryMerger   [kernel.kallsyms]     [k] ksys_write
     2.58%     0.00%  InMemoryMerger   [kernel.kallsyms]     [k] vfs_write
     2.58%     0.00%  InMemoryMerger   [kernel.kallsyms]     [k] new_sync_write
     2.58%     0.00%  InMemoryMerger   [kernel.kallsyms]     [k] ext4_buffered_write_iter
     2.58%     0.00%  InMemoryMerger   [kernel.kallsyms]     [k] ext4_file_write_iter
     2.58%     0.01%  InMemoryMerger   [kernel.kallsyms]     [k] generic_perform_write
     2.58%     0.00%  pool-4-thread-1  [kernel.kallsyms]     [k] __x64_sys_write
     2.58%     0.00%  pool-4-thread-1  [kernel.kallsyms]     [k] ksys_write
     2.58%     0.00%  pool-4-thread-1  [kernel.kallsyms]     [k] vfs_write
     2.58%     0.00%  pool-4-thread-1  [kernel.kallsyms]     [k] ext4_buffered_write_iter
     2.58%     0.00%  pool-4-thread-1  [kernel.kallsyms]     [k] ext4_file_write_iter
     2.58%     0.00%  pool-4-thread-1  [kernel.kallsyms]     [k] new_sync_write
     2.57%     0.01%  pool-4-thread-1  [kernel.kallsyms]     [k] generic_perform_write
     2.49%     0.00%  LocalJobRunner   [kernel.kallsyms]     [k] task_work_run
     2.49%     0.00%  LocalJobRunner   [kernel.kallsyms]     [k] task_numa_work
     2.49%     0.00%  LocalJobRunner   [kernel.kallsyms]     [k] change_prot_numa
     2.42%     1.14%  localfetcher#1   [kernel.kallsyms]     [k] copy_user_enhanced_fast_string
     2.40%     2.40%  swapper          [unknown]             [.] 0000000000000000
     2.30%     2.30%  LocalJobRunner   [kernel.kallsyms]     [k] clear_page_erms
     2.21%     0.00%  swapper          [kernel.kallsyms]     [k] arch_call_rest_init
     2.21%     0.00%  swapper          [kernel.kallsyms]     [k] rest_init
     2.21%     0.00%  swapper          [kernel.kallsyms]     [k] start_kernel
     2.21%     0.00%  swapper          [kernel.kallsyms]     [k] x86_64_start_kernel
     2.21%     0.00%  swapper          [kernel.kallsyms]     [k] x86_64_start_reservations
     2.13%     0.01%  localfetcher#1   [kernel.kallsyms]     [k] asm_exc_page_fault
     2.13%     1.98%  LocalJobRunner   [kernel.kallsyms]     [k] change_protection
     2.00%     0.18%  LocalJobRunner   [kernel.kallsyms]     [k] __mem_cgroup_charge
     1.87%     0.02%  LocalJobRunner   [kernel.kallsyms]     [k] ext4_da_write_begin
     1.65%     1.64%  java             [kernel.kallsyms]     [k] up_read
     1.64%     0.00%  pool-4-thread-1  [kernel.kallsyms]     [k] vfs_read
     1.64%     0.00%  pool-4-thread-1  [kernel.kallsyms]     [k] __x64_sys_read
     1.64%     0.00%  pool-4-thread-1  [kernel.kallsyms]     [k] ksys_read
     1.64%     0.00%  pool-4-thread-1  [kernel.kallsyms]     [k] generic_file_read_iter
     1.64%     0.00%  pool-4-thread-1  [kernel.kallsyms]     [k] ext4_file_read_iter
     1.64%     0.00%  pool-4-thread-1  [kernel.kallsyms]     [k] new_sync_read
     1.64%     0.03%  pool-4-thread-1  [kernel.kallsyms]     [k] filemap_read
     1.55%     0.04%  java             [kernel.kallsyms]     [k] __alloc_pages
     1.49%     0.00%  LocalJobRunner   [kernel.kallsyms]     [k] grab_cache_page_write_begin
     1.48%     0.02%  LocalJobRunner   [kernel.kallsyms]     [k] pagecache_get_page
     1.44%     0.53%  LocalJobRunner   [kernel.kallsyms]     [k] charge_memcg
     1.42%     0.00%  localfetcher#1   [kernel.kallsyms]     [k] filemap_get_pages
     1.39%     0.08%  pool-4-thread-1  [kernel.kallsyms]     [k] add_to_page_cache_lru
     1.39%     0.01%  pool-4-thread-1  [kernel.kallsyms]     [k] ext4_da_write_begin
     1.37%     0.00%  localfetcher#1   [kernel.kallsyms]     [k] ondemand_readahead
     1.36%     0.02%  localfetcher#1   [kernel.kallsyms]     [k] page_cache_ra_unbounded
     1.35%     0.00%  localfetcher#1   [kernel.kallsyms]     [k] page_cache_async_ra
     1.32%     0.01%  localfetcher#1   [kernel.kallsyms]     [k] exc_page_fault
     1.29%     0.01%  localfetcher#1   [kernel.kallsyms]     [k] do_user_addr_fault
     1.26%     0.01%  java             [kernel.kallsyms]     [k] move_to_new_page
     1.26%     0.01%  InMemoryMerger   [kernel.kallsyms]     [k] ext4_da_write_begin
     1.26%     0.00%  java             [kernel.kallsyms]     [k] migrate_page
     1.25%     0.02%  localfetcher#1   [kernel.kallsyms]     [k] handle_mm_fault
     1.22%     0.00%  java             [kernel.kallsyms]     [k] rmap_walk
     1.19%     0.08%  localfetcher#1   [kernel.kallsyms]     [k] __handle_mm_fault
     1.15%     1.14%  java             [kernel.kallsyms]     [k] native_queued_spin_lock_slowpath
     1.14%     0.13%  java             [kernel.kallsyms]     [k] get_page_from_freelist
     1.12%     0.89%  pool-4-thread-1  [kernel.kallsyms]     [k] __add_to_page_cache_locked
     1.11%     0.00%  pool-4-thread-1  [kernel.kallsyms]     [k] grab_cache_page_write_begin
