# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 992K of event 'cycles'
# Event count (approx.): 2332711574356
#
# Children      Self  Command          Shared Object                        Symbol                                                                                                                                                                                               
# ........  ........  ...............  ...................................  .....................................................................................................................................................................................................
#
    31.33%     0.08%  Executor task l  [kernel.kallsyms]                    [k] asm_sysvec_apic_timer_interrupt
    30.41%     0.05%  Executor task l  [kernel.kallsyms]                    [k] sysvec_apic_timer_interrupt
    26.80%     0.30%  Executor task l  [kernel.kallsyms]                    [k] __sysvec_apic_timer_interrupt
    26.30%     0.58%  Executor task l  [kernel.kallsyms]                    [k] hrtimer_interrupt
    23.18%     0.49%  Executor task l  [kernel.kallsyms]                    [k] __hrtimer_run_queues
    22.69%     0.04%  Executor task l  [kernel.kallsyms]                    [k] __run_hrtimer
    21.81%     0.04%  Executor task l  [kernel.kallsyms]                    [k] tick_sched_timer
    20.71%     0.04%  Executor task l  [kernel.kallsyms]                    [k] tick_sched_handle
    20.61%     0.79%  Executor task l  [kernel.kallsyms]                    [k] update_process_times
    15.37%     0.68%  Executor task l  [kernel.kallsyms]                    [k] scheduler_tick
    12.49%     0.04%  Executor task l  [kernel.kallsyms]                    [k] entry_SYSCALL_64_after_hwframe
    12.45%     0.02%  Executor task l  [kernel.kallsyms]                    [k] do_syscall_64
     7.60%     0.01%  Executor task l  [kernel.kallsyms]                    [k] ksys_read
     7.50%     0.04%  Executor task l  [kernel.kallsyms]                    [k] vfs_read
     7.39%     0.07%  Executor task l  [kernel.kallsyms]                    [k] new_sync_read
     7.28%     0.11%  Executor task l  [kernel.kallsyms]                    [k] filemap_read
     7.15%     0.80%  Executor task l  [kernel.kallsyms]                    [k] task_tick_fair
     6.13%     0.04%  Executor task l  [kernel.kallsyms]                    [k] asm_exc_page_fault
     5.93%     0.52%  Executor task l  [kernel.kallsyms]                    [k] perf_event_task_tick
     5.90%     0.01%  Executor task l  [kernel.kallsyms]                    [k] exc_page_fault
     5.80%     0.02%  Executor task l  [kernel.kallsyms]                    [k] do_user_addr_fault
     5.41%     2.46%  Executor task l  [kernel.kallsyms]                    [k] perf_adjust_freq_unthr_context
     5.22%     0.04%  Executor task l  [kernel.kallsyms]                    [k] handle_mm_fault
     5.12%     0.06%  Executor task l  [kernel.kallsyms]                    [k] __handle_mm_fault
     5.03%     0.05%  Executor task l  [kernel.kallsyms]                    [k] do_anonymous_page
     4.10%     0.03%  Executor task l  [kernel.kallsyms]                    [k] copy_page_to_iter
