# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 995K of event 'cycles'
# Event count (approx.): 2336527145634
#
# Children      Self  Command          Shared Object                       Symbol                                                                                                                                                                                               
# ........  ........  ...............  ..................................  .....................................................................................................................................................................................................
#
    31.47%     0.08%  Executor task l  [kernel.kallsyms]                   [k] asm_sysvec_apic_timer_interrupt
    30.55%     0.04%  Executor task l  [kernel.kallsyms]                   [k] sysvec_apic_timer_interrupt
    26.92%     0.28%  Executor task l  [kernel.kallsyms]                   [k] __sysvec_apic_timer_interrupt
    26.43%     0.54%  Executor task l  [kernel.kallsyms]                   [k] hrtimer_interrupt
    23.21%     0.50%  Executor task l  [kernel.kallsyms]                   [k] __hrtimer_run_queues
    22.71%     0.07%  Executor task l  [kernel.kallsyms]                   [k] __run_hrtimer
    21.81%     0.05%  Executor task l  [kernel.kallsyms]                   [k] tick_sched_timer
    20.62%     0.04%  Executor task l  [kernel.kallsyms]                   [k] tick_sched_handle
    20.51%     0.80%  Executor task l  [kernel.kallsyms]                   [k] update_process_times
    15.14%     0.64%  Executor task l  [kernel.kallsyms]                   [k] scheduler_tick
    12.37%     0.03%  Executor task l  [kernel.kallsyms]                   [k] entry_SYSCALL_64_after_hwframe
    12.34%     0.03%  Executor task l  [kernel.kallsyms]                   [k] do_syscall_64
     7.49%     0.01%  Executor task l  [kernel.kallsyms]                   [k] ksys_read
     7.37%     0.04%  Executor task l  [kernel.kallsyms]                   [k] vfs_read
     7.25%     0.06%  Executor task l  [kernel.kallsyms]                   [k] new_sync_read
     7.16%     0.13%  Executor task l  [kernel.kallsyms]                   [k] filemap_read
     6.88%     0.83%  Executor task l  [kernel.kallsyms]                   [k] task_tick_fair
     6.13%     0.05%  Executor task l  [kernel.kallsyms]                   [k] asm_exc_page_fault
     6.01%     0.55%  Executor task l  [kernel.kallsyms]                   [k] perf_event_task_tick
     5.90%     0.01%  Executor task l  [kernel.kallsyms]                   [k] exc_page_fault
     5.81%     0.03%  Executor task l  [kernel.kallsyms]                   [k] do_user_addr_fault
     5.46%     2.48%  Executor task l  [kernel.kallsyms]                   [k] perf_adjust_freq_unthr_context
     5.18%     0.04%  Executor task l  [kernel.kallsyms]                   [k] handle_mm_fault
     5.08%     0.06%  Executor task l  [kernel.kallsyms]                   [k] __handle_mm_fault
     4.99%     0.04%  Executor task l  [kernel.kallsyms]                   [k] do_anonymous_page
     4.16%     0.02%  Executor task l  [kernel.kallsyms]                   [k] copy_page_to_iter
     4.14%     0.04%  Executor task l  [kernel.kallsyms]                   [k] copy_page_to_iter_iovec
     4.10%     4.00%  Executor task l  [kernel.kallsyms]                   [k] copy_user_generic_string
     3.76%     0.07%  Executor task l  [kernel.kallsyms]                   [k] __alloc_pages
     3.67%     0.10%  Executor task l  [kernel.kallsyms]                   [k] get_page_from_freelist
     3.50%     0.00%  kcompactd0       [kernel.kallsyms]                   [k] kcompactd
     3.50%     0.00%  kcompactd0       [kernel.kallsyms]                   [k] kthread
     3.50%     0.00%  kcompactd0       [kernel.kallsyms]                   [k] ret_from_fork
     3.49%     0.00%  kcompactd0       [kernel.kallsyms]                   [k] compact_zone
     3.49%     0.00%  kcompactd0       [kernel.kallsyms]                   [k] proactive_compact_node
     3.47%     0.08%  Executor task l  [kernel.kallsyms]                   [k] alloc_pages_vma
     3.43%     0.00%  kcompactd0       [kernel.kallsyms]                   [k] migrate_pages
     3.42%     0.01%  kcompactd0       [kernel.kallsyms]                   [k] unmap_and_move
     3.14%     0.01%  kcompactd0       [kernel.kallsyms]                   [k] __unmap_and_move
     3.10%     0.35%  Executor task l  [kernel.kallsyms]                   [k] __irq_exit_rcu
     2.91%     0.00%  Executor task l  [kernel.kallsyms]                   [k] __x64_sys_openat
     2.91%     0.01%  Executor task l  [kernel.kallsyms]                   [k] do_sys_openat2
     2.85%     0.07%  Executor task l  [kernel.kallsyms]                   [k] kernel_init_free_pages.part.0
     2.79%     1.21%  Executor task l  [kernel.kallsyms]                   [k] update_load_avg
     2.78%     2.71%  Executor task l  [kernel.kallsyms]                   [k] clear_page_rep
     2.72%     0.03%  Executor task l  [kernel.kallsyms]                   [k] filemap_get_pages
     2.58%     0.02%  Executor task l  [kernel.kallsyms]                   [k] do_filp_open
     2.56%     0.01%  Executor task l  [kernel.kallsyms]                   [k] path_openat
     2.56%     0.02%  Executor task l  [kernel.kallsyms]                   [k] amd_pmu_disable_all
     2.39%     0.41%  Executor task l  [kernel.kallsyms]                   [k] __softirqentry_text_start
     2.36%     1.30%  Executor task l  [kernel.kallsyms]                   [k] account_user_time
     1.79%     1.63%  Executor task l  [kernel.kallsyms]                   [k] x86_pmu_disable_all
     1.75%     0.00%  swapper          [kernel.kallsyms]                   [k] cpu_startup_entry
     1.75%     0.00%  swapper          [kernel.kallsyms]                   [k] secondary_startup_64_no_verify
     1.74%     0.02%  Executor task l  [kernel.kallsyms]                   [k] page_cache_ra_unbounded
     1.74%     0.01%  swapper          [kernel.kallsyms]                   [k] do_idle
     1.70%     1.15%  Executor task l  [kernel.kallsyms]                   [k] update_curr
     1.67%     1.62%  Executor task l  [kernel.kallsyms]                   [k] ktime_get_update_offsets_now
     1.60%     0.01%  kcompactd0       [kernel.kallsyms]                   [k] rmap_walk_anon
     1.56%     0.01%  kcompactd0       [kernel.kallsyms]                   [k] try_to_migrate
     1.52%     0.01%  kcompactd0       [kernel.kallsyms]                   [k] try_to_migrate_one
     1.52%     0.15%  Executor task l  [kernel.kallsyms]                   [k] exit_to_user_mode_prepare
     1.50%     0.01%  swapper          [kernel.kallsyms]                   [k] cpuidle_idle_call
     1.48%     0.00%  kcompactd0       [kernel.kallsyms]                   [k] ptep_clear_flush
     1.48%     0.03%  kcompactd0       [kernel.kallsyms]                   [k] flush_tlb_mm_range
     1.46%     0.00%  kcompactd0       [kernel.kallsyms]                   [k] move_to_new_page
     1.45%     0.00%  kcompactd0       [kernel.kallsyms]                   [k] migrate_page
     1.37%     0.64%  kcompactd0       [kernel.kallsyms]                   [k] smp_call_function_many_cond
     1.37%     0.00%  kcompactd0       [kernel.kallsyms]                   [k] on_each_cpu_cond_mask
     1.35%     0.00%  kcompactd0       [kernel.kallsyms]                   [k] migrate_page_copy
     1.35%     1.34%  kcompactd0       [kernel.kallsyms]                   [k] copy_page
     1.27%     0.20%  Executor task l  [kernel.kallsyms]                   [k] rcu_sched_clock_irq
     1.23%     0.00%  swapper          [kernel.kallsyms]                   [k] cpuidle_enter
     1.22%     0.02%  swapper          [kernel.kallsyms]                   [k] cpuidle_enter_state
     1.17%     0.11%  Executor task l  [kernel.kallsyms]                   [k] rcu_core
     1.15%     0.05%  Executor task l  [kernel.kallsyms]                   [k] exit_to_user_mode_loop
     1.12%     0.01%  Executor task l  [kernel.kallsyms]                   [k] irqentry_exit_to_user_mode
     1.05%     0.95%  Executor task l  [kernel.kallsyms]                   [k] ktime_get
     0.98%     0.96%  Executor task l  [kernel.kallsyms]                   [k] __cgroup_account_cputime_field
     0.92%     0.05%  Executor task l  [kernel.kallsyms]                   [k] schedule
     0.92%     0.00%  kswapd0          [kernel.kallsyms]                   [k] kswapd
