# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 1M of event 'cycles'
# Event count (approx.): 3706384987303
#
# Children      Self  Command          Shared Object                        Symbol                                                                                                                                                                                               
# ........  ........  ...............  ...................................  .....................................................................................................................................................................................................
#
    48.18%     0.05%  Executor task l  [kernel.kallsyms]                    [k] entry_SYSCALL_64_after_hwframe
    48.14%     0.06%  Executor task l  [kernel.kallsyms]                    [k] do_syscall_64
    36.01%     0.04%  Executor task l  [kernel.kallsyms]                    [k] ksys_read
    35.68%     0.05%  Executor task l  [kernel.kallsyms]                    [k] vfs_read
    35.43%     0.14%  Executor task l  [kernel.kallsyms]                    [k] new_sync_read
    35.24%     0.54%  Executor task l  [kernel.kallsyms]                    [k] filemap_read
    25.68%    24.81%  Executor task l  [kernel.kallsyms]                    [k] copy_user_generic_string
    25.36%     0.17%  Executor task l  [kernel.kallsyms]                    [k] asm_sysvec_apic_timer_interrupt
    24.33%     0.05%  Executor task l  [kernel.kallsyms]                    [k] sysvec_apic_timer_interrupt
    23.29%     0.09%  Executor task l  [kernel.kallsyms]                    [k] copy_page_to_iter
    23.20%     0.18%  Executor task l  [kernel.kallsyms]                    [k] copy_page_to_iter_iovec
    22.15%     0.30%  Executor task l  [kernel.kallsyms]                    [k] __sysvec_apic_timer_interrupt
    21.75%     0.64%  Executor task l  [kernel.kallsyms]                    [k] hrtimer_interrupt
    19.09%     0.46%  Executor task l  [kernel.kallsyms]                    [k] __hrtimer_run_queues
    18.63%     0.04%  Executor task l  [kernel.kallsyms]                    [k] __run_hrtimer
    17.66%     0.07%  Executor task l  [kernel.kallsyms]                    [k] tick_sched_timer
    16.62%     0.03%  Executor task l  [kernel.kallsyms]                    [k] tick_sched_handle
    16.42%     0.52%  Executor task l  [kernel.kallsyms]                    [k] update_process_times
    12.45%     0.62%  Executor task l  [kernel.kallsyms]                    [k] scheduler_tick
    11.15%     0.11%  Executor task l  [kernel.kallsyms]                    [k] filemap_get_pages
     9.76%     0.01%  Executor task l  [kernel.kallsyms]                    [k] ksys_write
     9.74%     0.16%  Executor task l  [kernel.kallsyms]                    [k] page_cache_ra_unbounded
     9.70%     0.07%  Executor task l  [kernel.kallsyms]                    [k] vfs_write
     9.60%     0.03%  Executor task l  [kernel.kallsyms]                    [k] new_sync_write
     9.55%     0.02%  Executor task l  [kernel.kallsyms]                    [k] ext4_buffered_write_iter
     8.84%     0.08%  Executor task l  [kernel.kallsyms]                    [k] generic_perform_write
     5.66%     0.63%  Executor task l  [kernel.kallsyms]                    [k] task_tick_fair
     5.62%     0.05%  Executor task l  [kernel.kallsyms]                    [k] add_to_page_cache_lru
     4.89%     0.25%  Executor task l  [kernel.kallsyms]                    [k] __alloc_pages
     4.76%     0.56%  Executor task l  [kernel.kallsyms]                    [k] perf_event_task_tick
     4.39%     0.03%  Executor task l  [kernel.kallsyms]                    [k] asm_exc_page_fault
     4.24%     0.51%  Executor task l  [kernel.kallsyms]                    [k] __add_to_page_cache_locked
     4.19%     2.19%  Executor task l  [kernel.kallsyms]                    [k] perf_adjust_freq_unthr_context
     4.17%     0.01%  Executor task l  [kernel.kallsyms]                    [k] exc_page_fault
     4.04%     0.01%  Executor task l  [kernel.kallsyms]                    [k] do_user_addr_fault
     3.78%     0.08%  Executor task l  [kernel.kallsyms]                    [k] ext4_da_write_begin
     3.75%     0.16%  Executor task l  [kernel.kallsyms]                    [k] get_page_from_freelist
     3.74%     0.03%  Executor task l  [kernel.kallsyms]                    [k] handle_mm_fault
     3.66%     0.05%  Executor task l  [kernel.kallsyms]                    [k] __handle_mm_fault
     3.59%     0.10%  Executor task l  [kernel.kallsyms]                    [k] do_anonymous_page
     2.83%     0.10%  Executor task l  [kernel.kallsyms]                    [k] copy_page_from_iter_atomic
     2.75%     0.00%  kswapd0          [kernel.kallsyms]                    [k] kswapd
     2.75%     0.00%  kswapd0          [kernel.kallsyms]                    [k] kthread
     2.75%     0.00%  kswapd0          [kernel.kallsyms]                    [k] ret_from_fork
     2.74%     0.00%  kswapd0          [kernel.kallsyms]                    [k] balance_pgdat
     2.74%     0.00%  kswapd0          [kernel.kallsyms]                    [k] shrink_node
     2.74%     0.00%  kswapd0          [kernel.kallsyms]                    [k] shrink_node_memcgs
     2.66%     0.03%  Executor task l  [kernel.kallsyms]                    [k] alloc_pages_vma
     2.66%     0.03%  Executor task l  [kernel.kallsyms]                    [k] read_pages
     2.46%     1.03%  Executor task l  [kernel.kallsyms]                    [k] update_load_avg
     2.23%     2.22%  Executor task l  [kernel.kallsyms]                    [k] native_queued_spin_lock_slowpath.part.0
     1.84%     0.35%  Executor task l  [kernel.kallsyms]                    [k] rmqueue
     1.78%     0.20%  Executor task l  [kernel.kallsyms]                    [k] ext4_mpage_readpages
     1.71%     0.08%  Executor task l  [kernel.kallsyms]                    [k] ext4_da_write_end
     1.70%     0.02%  Executor task l  [kernel.kallsyms]                    [k] amd_pmu_disable_all
     1.63%     0.01%  Executor task l  [kernel.kallsyms]                    [k] grab_cache_page_write_begin
     1.63%     0.01%  Executor task l  [kernel.kallsyms]                    [k] kernel_init_free_pages.part.0
     1.63%     0.23%  Executor task l  [kernel.kallsyms]                    [k] __irq_exit_rcu
     1.62%     0.07%  Executor task l  [kernel.kallsyms]                    [k] __block_write_begin_int
     1.62%     0.03%  Executor task l  [kernel.kallsyms]                    [k] pagecache_get_page
     1.62%     1.55%  Executor task l  [kernel.kallsyms]                    [k] clear_page_rep
     1.60%     0.00%  kswapd0          [kernel.kallsyms]                    [k] lru_gen_shrink_lruvec
