# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 1M of event 'cycles'
# Event count (approx.): 2109169430080
#
# Children      Self  Command          Shared Object                        Symbol                                                                                                                                                                                               
# ........  ........  ...............  ...................................  .....................................................................................................................................................................................................
#
    38.40%     0.09%  Executor task l  [kernel.kallsyms]                    [k] asm_sysvec_apic_timer_interrupt
    37.27%     0.04%  Executor task l  [kernel.kallsyms]                    [k] sysvec_apic_timer_interrupt
    32.74%     0.37%  Executor task l  [kernel.kallsyms]                    [k] __sysvec_apic_timer_interrupt
    32.07%     0.78%  Executor task l  [kernel.kallsyms]                    [k] hrtimer_interrupt
    28.00%     0.58%  Executor task l  [kernel.kallsyms]                    [k] __hrtimer_run_queues
    27.42%     0.06%  Executor task l  [kernel.kallsyms]                    [k] __run_hrtimer
    26.36%     0.05%  Executor task l  [kernel.kallsyms]                    [k] tick_sched_timer
    24.97%     0.04%  Executor task l  [kernel.kallsyms]                    [k] tick_sched_handle
    24.84%     0.93%  Executor task l  [kernel.kallsyms]                    [k] update_process_times
    18.47%     0.81%  Executor task l  [kernel.kallsyms]                    [k] scheduler_tick
    15.52%     0.05%  Executor task l  [kernel.kallsyms]                    [k] entry_SYSCALL_64_after_hwframe
    15.47%     0.03%  Executor task l  [kernel.kallsyms]                    [k] do_syscall_64
     8.95%     0.01%  Executor task l  [kernel.kallsyms]                    [k] ksys_read
     8.81%     0.04%  Executor task l  [kernel.kallsyms]                    [k] vfs_read
     8.69%     0.06%  Executor task l  [kernel.kallsyms]                    [k] new_sync_read
     8.60%     0.13%  Executor task l  [kernel.kallsyms]                    [k] filemap_read
     8.57%     0.94%  Executor task l  [kernel.kallsyms]                    [k] task_tick_fair
     7.13%     0.58%  Executor task l  [kernel.kallsyms]                    [k] perf_event_task_tick
     6.55%     2.90%  Executor task l  [kernel.kallsyms]                    [k] perf_adjust_freq_unthr_context
     4.68%     0.03%  Executor task l  [kernel.kallsyms]                    [k] copy_page_to_iter
     4.64%     4.50%  Executor task l  [kernel.kallsyms]                    [k] copy_user_generic_string
     4.64%     0.06%  Executor task l  [kernel.kallsyms]                    [k] copy_page_to_iter_iovec
     3.77%     0.42%  Executor task l  [kernel.kallsyms]                    [k] __irq_exit_rcu
     3.74%     1.57%  Executor task l  [kernel.kallsyms]                    [k] update_load_avg
     3.65%     0.04%  Executor task l  [kernel.kallsyms]                    [k] filemap_get_pages
     3.16%     0.00%  Executor task l  [kernel.kallsyms]                    [k] __x64_sys_openat
     3.15%     0.01%  Executor task l  [kernel.kallsyms]                    [k] do_sys_openat2
     3.12%     0.02%  Executor task l  [kernel.kallsyms]                    [k] amd_pmu_disable_all
