# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 6K of event 'cycles'
# Event count (approx.): 1342519830357
#
# Children      Self  Command          Shared Object      Symbol                                        
# ........  ........  ...............  .................  ..............................................
#
    56.89%     0.01%  postgres         [kernel.kallsyms]  [k] entry_SYSCALL_64_after_hwframe
    56.87%     0.00%  postgres         [kernel.kallsyms]  [k] do_syscall_64
    45.35%     0.00%  postgres         [kernel.kallsyms]  [k] __x64_sys_exit_group
    45.35%     0.00%  postgres         [kernel.kallsyms]  [k] do_exit
    45.35%     0.00%  postgres         [kernel.kallsyms]  [k] do_group_exit
    45.33%     0.15%  postgres         [kernel.kallsyms]  [k] exit_mmap
    45.33%     0.00%  postgres         [kernel.kallsyms]  [k] mmput
    43.50%     0.02%  postgres         [kernel.kallsyms]  [k] unmap_single_vma
    43.50%     0.00%  postgres         [kernel.kallsyms]  [k] unmap_vmas
    42.83%    32.77%  postgres         [kernel.kallsyms]  [k] unmap_page_range
    38.50%     0.00%  swapper          [kernel.kallsyms]  [k] secondary_startup_64_no_verify
    38.50%     0.00%  swapper          [kernel.kallsyms]  [k] cpu_startup_entry
    38.46%     0.00%  swapper          [kernel.kallsyms]  [k] do_idle
    38.16%     0.00%  swapper          [kernel.kallsyms]  [k] start_secondary
    36.55%     0.00%  swapper          [kernel.kallsyms]  [k] cpuidle_enter
    36.55%     0.01%  swapper          [kernel.kallsyms]  [k] cpuidle_enter_state
    34.03%    33.60%  swapper          [kernel.kallsyms]  [k] mwait_idle_with_hints.constprop.0
     6.02%     0.02%  postgres         [kernel.kallsyms]  [k] __x64_sys_futex
     6.00%     0.00%  postgres         [kernel.kallsyms]  [k] do_futex
     4.70%     0.00%  postgres         [kernel.kallsyms]  [k] enqueue_task
     4.70%     0.00%  postgres         [kernel.kallsyms]  [k] ttwu_do_activate
     4.66%     2.22%  postgres         [kernel.kallsyms]  [k] page_remove_rmap
     4.63%     0.03%  postgres         [kernel.kallsyms]  [k] futex_wake
     4.61%     0.02%  postgres         [kernel.kallsyms]  [k] try_to_wake_up
     4.52%     0.00%  postgres         [kernel.kallsyms]  [k] wake_up_q
     3.56%     0.00%  postgres         [kernel.kallsyms]  [k] tlb_flush_mmu
     3.38%     0.03%  postgres         [kernel.kallsyms]  [k] enqueue_task_fair
     3.34%     0.03%  postgres         [kernel.kallsyms]  [k] enqueue_entity
     3.13%     0.02%  postgres         [kernel.kallsyms]  [k] vfs_read
     3.11%     0.00%  postgres         [kernel.kallsyms]  [k] new_sync_read
     3.11%     0.01%  postgres         [kernel.kallsyms]  [k] filemap_read
     3.11%     0.00%  postgres         [kernel.kallsyms]  [k] ext4_file_read_iter
     3.11%     0.00%  postgres         [kernel.kallsyms]  [k] generic_file_read_iter
     3.00%     0.08%  postgres         [kernel.kallsyms]  [k] free_pages_and_swap_cache
     2.69%     0.01%  postgres         [kernel.kallsyms]  [k] asm_exc_page_fault
     2.60%     0.00%  postgres         [kernel.kallsyms]  [k] exc_page_fault
     2.59%     0.00%  postgres         [kernel.kallsyms]  [k] do_user_addr_fault
     2.55%     0.01%  postgres         [kernel.kallsyms]  [k] handle_mm_fault
     2.54%     1.49%  postgres         [kernel.kallsyms]  [k] release_pages
     2.38%     0.00%  postgres         [kernel.kallsyms]  [k] __x64_sys_pread64
     2.13%     1.27%  postgres         [kernel.kallsyms]  [k] update_load_avg
     1.95%     1.87%  postgres         [kernel.kallsyms]  [k] lock_page_memcg
     1.73%     0.98%  postgres         [kernel.kallsyms]  [k] __handle_mm_fault
     1.64%     0.00%  postgres         [kernel.kallsyms]  [k] free_pgtables
