# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 1M of event 'cycles'
# Event count (approx.): 3361217828671
#
# Children      Self  Command          Shared Object                                     Symbol                                                                                                                                                           
# ........  ........  ...............  ................................................  .................................................................................................................................................................
#
     0.01%     0.00%  GC Thread#5      [kernel.kallsyms]                                 [k] mem_cgroup_charge
     0.01%     0.00%  refresh progres  [kernel.kallsyms]                                 [k] entry_SYSCALL_64_after_hwframe
     0.01%     0.01%  Executor task l  [kernel.kallsyms]                                 [k] blk_attempt_plug_merge
     0.01%     0.00%  perf             [kernel.kallsyms]                                 [k] do_sys_poll
     0.01%     0.00%  G1 Refine#3      [kernel.kallsyms]                                 [k] __irq_exit_rcu
     0.01%     0.00%  refresh progres  [kernel.kallsyms]                                 [k] do_syscall_64
     0.01%     0.01%  Executor task l  [kernel.kallsyms]                                 [k] generic_write_check_limits
     0.01%     0.01%  GC Thread#17     [kernel.kallsyms]                                 [k] update_load_avg
     0.01%     0.00%  GC Thread#19     [kernel.kallsyms]                                 [k] mem_cgroup_charge
     0.01%     0.00%  kworker/u64:10-  [kernel.kallsyms]                                 [k] mpage_map_one_extent
     0.01%     0.01%  G1 Refine#3      [kernel.kallsyms]                                 [k] update_load_avg
     0.01%     0.00%  G1 Conc#1        [kernel.kallsyms]                                 [k] amd_pmu_disable_all
     0.01%     0.00%  C1 CompilerThre  [kernel.kallsyms]                                 [k] futex_wait_queue_me
     0.01%     0.00%  C1 CompilerThre  [kernel.kallsyms]                                 [k] asm_exc_page_fault
     0.01%     0.00%  GC Thread#6      [kernel.kallsyms]                                 [k] mem_cgroup_charge
     0.01%     0.01%  GC Thread#12     libjvm.so                                         [.] _ZN20G1ParScanThreadState22copy_to_survivor_spaceE11InCSetStateP7oopDescP11markOopDesc
     0.01%     0.00%  GC Thread#22     [kernel.kallsyms]                                 [k] update_load_avg
     0.01%     0.00%  G1 Conc#4        [kernel.kallsyms]                                 [k] update_load_avg
     0.01%     0.01%  swapper          [kernel.kallsyms]                                 [k] need_update
     0.01%     0.00%  G1 Refine#8      [kernel.kallsyms]                                 [k] perf_event_task_tick
     0.01%     0.00%  C1 CompilerThre  [kernel.kallsyms]                                 [k] do_user_addr_fault
     0.01%     0.00%  C1 CompilerThre  [kernel.kallsyms]                                 [k] exc_page_fault
     0.01%     0.01%  GC Thread#15     [kernel.kallsyms]                                 [k] update_load_avg
     0.01%     0.01%  GC Thread#4      [kernel.kallsyms]                                 [k] update_curr
     0.01%     0.01%  GC Thread#16     [kernel.kallsyms]                                 [k] update_curr
     0.01%     0.00%  VM Periodic Tas  [kernel.kallsyms]                                 [k] futex_wait
     0.01%     0.00%  task-result-get  [kernel.kallsyms]                                 [k] futex_wait
     0.01%     0.00%  kworker/u64:12-  [kernel.kallsyms]                                 [k] mpage_map_one_extent
     0.01%     0.01%  GC Thread#19     [kernel.kallsyms]                                 [k] account_user_time
     0.01%     0.00%  spark-listener-  [kernel.kallsyms]                                 [k] asm_sysvec_apic_timer_interrupt
     0.01%     0.01%  Executor task l  libjvm.so                                         [.] _ZN12ResourceMark13reset_to_markEv
     0.01%     0.00%  spark-listener-  [kernel.kallsyms]                                 [k] sysvec_apic_timer_interrupt
     0.01%     0.01%  C2 CompilerThre  [kernel.kallsyms]                                 [k] account_user_time
     0.01%     0.01%  GC Thread#0      [kernel.kallsyms]                                 [k] account_user_time
     0.01%     0.01%  Executor task l  [kernel.kallsyms]                                 [k] native_queued_spin_lock_slowpath
     0.01%     0.01%  swapper          [kernel.kallsyms]                                 [k] idle_cpu
     0.01%     0.01%  Executor task l  [kernel.kallsyms]                                 [k] update_pvclock_gtod
     0.01%     0.00%  GC Thread#18     [kernel.kallsyms]                                 [k] mem_cgroup_charge
     0.01%     0.00%  C2 CompilerThre  [kernel.kallsyms]                                 [k] kernel_init_free_pages.part.0
     0.01%     0.00%  GC Thread#13     [kernel.kallsyms]                                 [k] mem_cgroup_charge
     0.01%     0.00%  swapper          [kernel.kallsyms]                                 [k] __update_blocked_others
     0.01%     0.01%  swapper          [kernel.kallsyms]                                 [k] get_typical_interval
     0.01%     0.01%  Executor task l  [kernel.kallsyms]                                 [k] lock_page_memcg
     0.01%     0.00%  G1 Conc#5        [kernel.kallsyms]                                 [k] __irq_exit_rcu
     0.01%     0.01%  G1 Conc#3        libjvm.so                                         [.] _ZN8G1CMTask19make_reference_greyEP7oopDesc
     0.01%     0.00%  G1 Refine#2      [kernel.kallsyms]                                 [k] __irq_exit_rcu
     0.01%     0.01%  C2 CompilerThre  [kernel.kallsyms]                                 [k] clear_page_rep
     0.01%     0.00%  GC Thread#2      [kernel.kallsyms]                                 [k] update_load_avg
     0.01%     0.01%  kworker/u64:32-  [kernel.kallsyms]                                 [k] xas_load
     0.01%     0.00%  task-result-get  [kernel.kallsyms]                                 [k] __sysvec_apic_timer_interrupt
     0.01%     0.00%  swapper          [kernel.kallsyms]                                 [k] tick_nohz_restart_sched_tick
     0.01%     0.01%  Executor task l  [kernel.kallsyms]                                 [k] finish_task_switch.isra.0
     0.01%     0.00%  kworker/u64:12-  [kernel.kallsyms]                                 [k] handle_edge_irq
     0.01%     0.00%  kworker/u64:12-  [kernel.kallsyms]                                 [k] __common_interrupt
     0.01%     0.00%  G1 Conc#3        [kernel.kallsyms]                                 [k] entry_SYSCALL_64_after_hwframe
     0.01%     0.01%  GC Thread#4      [kernel.kallsyms]                                 [k] get_mem_cgroup_from_mm
     0.01%     0.01%  Executor task l  [kernel.kallsyms]                                 [k] page_cache_next_miss
     0.01%     0.00%  G1 Conc#2        [kernel.kallsyms]                                 [k] update_load_avg
     0.01%     0.01%  GC Thread#2      [kernel.kallsyms]                                 [k] account_user_time
     0.01%     0.01%  GC Thread#13     [kernel.kallsyms]                                 [k] update_curr
     0.01%     0.00%  kworker/u64:10-  [kernel.kallsyms]                                 [k] __hrtimer_run_queues
     0.01%     0.00%  kworker/u64:10-  [kernel.kallsyms]                                 [k] __run_hrtimer
     0.01%     0.00%  kworker/u64:10-  [kernel.kallsyms]                                 [k] tick_sched_timer
     0.01%     0.01%  GC Thread#6      [kernel.kallsyms]                                 [k] account_user_time
     0.01%     0.01%  Executor task l  [kernel.kallsyms]                                 [k] mntput_no_expire
     0.01%     0.00%  G1 Conc#4        [kernel.kallsyms]                                 [k] __irq_exit_rcu
     0.01%     0.01%  Executor task l  [kernel.kallsyms]                                 [k] up_write
     0.01%     0.00%  task-result-get  [kernel.kallsyms]                                 [k] hrtimer_interrupt
     0.01%     0.01%  GC Thread#17     [kernel.kallsyms]                                 [k] update_curr
     0.01%     0.00%  G1 Conc#3        [kernel.kallsyms]                                 [k] do_syscall_64
     0.01%     0.01%  G1 Conc#4        libjvm.so                                         [.] _ZN8G1CMTask19make_reference_greyEP7oopDesc
     0.01%     0.00%  Executor task l  [kernel.kallsyms]                                 [k] filp_close
     0.01%     0.00%  G1 Conc#3        [kernel.kallsyms]                                 [k] __irq_exit_rcu
     0.01%     0.00%  Executor task l  [kernel.kallsyms]                                 [k] vfs_rename
     0.01%     0.01%  G1 Refine#2      [kernel.kallsyms]                                 [k] account_user_time
     0.01%     0.00%  kworker/u64:10-  [kernel.kallsyms]                                 [k] __blk_mq_try_issue_directly
     0.01%     0.00%  kworker/u64:10-  [kernel.kallsyms]                                 [k] blk_mq_flush_plug_list
     0.01%     0.00%  kworker/u64:10-  [kernel.kallsyms]                                 [k] blk_mq_sched_insert_requests
     0.01%     0.00%  kworker/u64:10-  [kernel.kallsyms]                                 [k] blk_mq_try_issue_list_directly
     0.01%     0.00%  kworker/u64:10-  [kernel.kallsyms]                                 [k] nvme_queue_rq
     0.01%     0.01%  Executor task l  [kernel.kallsyms]                                 [k] __count_memcg_events
     0.01%     0.00%  dispatcher-even  [kernel.kallsyms]                                 [k] futex_wait
     0.01%     0.00%  kworker/u64:32-  [kernel.kallsyms]                                 [k] ext4_mb_new_blocks
     0.01%     0.00%  kswapd0          [kernel.kallsyms]                                 [k] perf_adjust_freq_unthr_context
     0.01%     0.00%  rcu_sched        [kernel.kallsyms]                                 [k] newidle_balance
     0.01%     0.00%  G1 Conc#0        [kernel.kallsyms]                                 [k] __softirqentry_text_start
     0.01%     0.00%  G1 Refine#7      [kernel.kallsyms]                                 [k] perf_adjust_freq_unthr_context
     0.01%     0.01%  Executor task l  [kernel.kallsyms]                                 [k] update_dl_rq_load_avg
     0.01%     0.00%  irqbalance       [kernel.kallsyms]                                 [k] do_syscall_64
     0.01%     0.00%  irqbalance       [kernel.kallsyms]                                 [k] entry_SYSCALL_64_after_hwframe
     0.01%     0.00%  G1 Conc#3        [kernel.kallsyms]                                 [k] amd_pmu_disable_all
     0.01%     0.01%  G1 Refine#0      [kernel.kallsyms]                                 [k] update_curr
     0.01%     0.01%  GC Thread#17     [kernel.kallsyms]                                 [k] account_user_time
     0.01%     0.01%  GC Thread#22     [kernel.kallsyms]                                 [k] account_user_time
     0.01%     0.01%  GC Thread#16     [kernel.kallsyms]                                 [k] account_user_time
     0.01%     0.01%  Executor task l  [kernel.kallsyms]                                 [k] file_ra_state_init
     0.01%     0.01%  Executor task l  libjava.so                                        [.] readBytes
     0.01%     0.01%  Executor task l  [kernel.kallsyms]                                 [k] blk_queue_enter
     0.01%     0.00%  G1 Conc#0        [kernel.kallsyms]                                 [k] amd_pmu_disable_all
     0.01%     0.00%  C1 CompilerThre  [kernel.kallsyms]                                 [k] futex_wake
     0.01%     0.01%  Executor task l  [kernel.kallsyms]                                 [k] flush_tlb_func
     0.01%     0.01%  GC Thread#0      [kernel.kallsyms]                                 [k] update_curr
     0.01%     0.00%  GC Thread#18     [kernel.kallsyms]                                 [k] update_load_avg
     0.01%     0.00%  G1 Refine#8      [kernel.kallsyms]                                 [k] perf_adjust_freq_unthr_context
     0.01%     0.00%  GC Thread#20     [kernel.kallsyms]                                 [k] update_load_avg
     0.01%     0.01%  GC Thread#7      libjvm.so                                         [.] _ZN20G1ParScanThreadState22copy_to_survivor_spaceE11InCSetStateP7oopDescP11markOopDesc
     0.01%     0.00%  G1 Conc#4        [kernel.kallsyms]                                 [k] amd_pmu_disable_all
     0.01%     0.01%  GC Thread#20     [kernel.kallsyms]                                 [k] update_curr
     0.01%     0.00%  G1 Refine#11     [kernel.kallsyms]                                 [k] task_tick_fair
     0.01%     0.01%  G1 Conc#0        libjvm.so                                         [.] _ZN8G1CMTask19make_reference_greyEP7oopDesc
     0.01%     0.00%  G1 Refine#10     [kernel.kallsyms]                                 [k] task_tick_fair
     0.01%     0.01%  Executor task l  [kernel.kallsyms]                                 [k] switch_mm_irqs_off
     0.01%     0.01%  GC Thread#5      [kernel.kallsyms]                                 [k] update_load_avg
     0.01%     0.00%  G1 Conc#1        [kernel.kallsyms]                                 [k] __irq_exit_rcu
     0.01%     0.00%  G1 Conc#5        [kernel.kallsyms]                                 [k] amd_pmu_disable_all
     0.01%     0.00%  swapper          [kernel.kallsyms]                                 [k] amd_pmu_disable_all
     0.01%     0.00%  kcompactd0       [kernel.kallsyms]                                 [k] isolate_migratepages
     0.01%     0.00%  kcompactd0       [kernel.kallsyms]                                 [k] asm_sysvec_apic_timer_interrupt
     0.01%     0.01%  Executor task l  [kernel.kallsyms]                                 [k] PageHuge
     0.01%     0.00%  kworker/u64:12-  [kernel.kallsyms]                                 [k] __handle_irq_event_percpu
     0.01%     0.00%  kworker/u64:12-  [kernel.kallsyms]                                 [k] handle_irq_event
     0.01%     0.01%  GC Thread#12     [kernel.kallsyms]                                 [k] account_user_time
     0.01%     0.00%  G1 Refine#9      [kernel.kallsyms]                                 [k] perf_event_task_tick
     0.01%     0.01%  Executor task l  [kernel.kallsyms]                                 [k] vmacache_find
     0.01%     0.01%  Executor task l  [kernel.kallsyms]                                 [k] __x86_indirect_thunk_rax
     0.01%     0.00%  G1 Refine#12     [kernel.kallsyms]                                 [k] task_tick_fair
     0.01%     0.01%  GC Thread#1      [kernel.kallsyms]                                 [k] account_user_time
     0.01%     0.00%  Executor task l  [kernel.kallsyms]                                 [k] security_file_alloc
     0.01%     0.01%  Executor task l  [kernel.kallsyms]                                 [k] note_interrupt
     0.01%     0.00%  G1 Conc#2        [kernel.kallsyms]                                 [k] account_user_time
     0.01%     0.01%  Executor task l  [kernel.kallsyms]                                 [k] wbt_track
     0.01%     0.01%  GC Thread#20     [kernel.kallsyms]                                 [k] account_user_time
     0.01%     0.00%  perf             [kernel.kallsyms]                                 [k] ext4_da_write_end
     0.01%     0.01%  Executor task l  [JIT] tid 1526                                    [.] 0x00007faeacc2f443
     0.01%     0.00%  kcompactd0       [kernel.kallsyms]                                 [k] isolate_migratepages_block
     0.01%     0.00%  kworker/u64:10-  [kernel.kallsyms]                                 [k] update_process_times
     0.01%     0.00%  kworker/u64:10-  [kernel.kallsyms]                                 [k] tick_sched_handle
     0.01%     0.01%  GC Thread#15     [kernel.kallsyms]                                 [k] update_curr
     0.01%     0.01%  G1 Refine#1      [kernel.kallsyms]                                 [k] x86_pmu_disable_all
     0.01%     0.00%  Executor task l  [kernel.kallsyms]                                 [k] set_next_entity
     0.01%     0.00%  G1 Conc#2        [kernel.kallsyms]                                 [k] amd_pmu_disable_all
     0.01%     0.00%  GC Thread#2      [kernel.kallsyms]                                 [k] amd_pmu_disable_all
     0.01%     0.01%  Executor task l  [kernel.kallsyms]                                 [k] ext4_file_open
     0.01%     0.01%  G1 Conc#3        [kernel.kallsyms]                                 [k] native_queued_spin_lock_slowpath.part.0
     0.01%     0.01%  G1 Conc#5        libjvm.so                                         [.] _ZN8G1CMTask19make_reference_greyEP7oopDesc
     0.01%     0.01%  Executor task l  [kernel.kallsyms]                                 [k] mntput
     0.01%     0.00%  G1 Refine#3      [kernel.kallsyms]                                 [k] amd_pmu_disable_all
     0.01%     0.00%  VM Thread        [kernel.kallsyms]                                 [k] futex_wake
     0.01%     0.00%  Executor task l  [kernel.kallsyms]                                 [k] __do_sys_newlstat
     0.01%     0.00%  G1 Refine#3      [kernel.kallsyms]                                 [k] __softirqentry_text_start
     0.01%     0.00%  GC Thread#21     [kernel.kallsyms]                                 [k] update_load_avg
     0.01%     0.00%  C1 CompilerThre  [kernel.kallsyms]                                 [k] schedule
     0.01%     0.00%  kworker/u64:12-  [kernel.kallsyms]                                 [k] nvme_irq
     0.01%     0.00%  Executor task l  [kernel.kallsyms]                                 [k] __pte_alloc
     0.01%     0.00%  kworker/u64:10-  [kernel.kallsyms]                                 [k] clear_page_dirty_for_io
     0.01%     0.00%  G1 Conc#2        [kernel.kallsyms]                                 [k] __irq_exit_rcu
     0.01%     0.00%  G1 Refine#14     [kernel.kallsyms]                                 [k] task_tick_fair
     0.01%     0.01%  GC Thread#22     [kernel.kallsyms]                                 [k] update_curr
     0.01%     0.00%  GC Thread#3      [kernel.kallsyms]                                 [k] update_load_avg
     0.01%     0.00%  GC Thread#1      [kernel.kallsyms]                                 [k] update_load_avg
     0.01%     0.00%  Executor task l  [kernel.kallsyms]                                 [k] __ext4_find_entry
     0.01%     0.00%  GC Thread#16     [kernel.kallsyms]                                 [k] amd_pmu_disable_all
     0.01%     0.00%  G1 Refine#5      [kernel.kallsyms]                                 [k] entry_SYSCALL_64_after_hwframe
     0.01%     0.01%  GC Thread#18     [kernel.kallsyms]                                 [k] account_user_time
     0.01%     0.00%  Executor task l  [kernel.kallsyms]                                 [k] ext4_lookup.part.0
     0.01%     0.00%  G1 Conc#5        [kernel.kallsyms]                                 [k] __alloc_pages_slowpath.constprop.0
     0.01%     0.00%  kworker/u64:10-  [kernel.kallsyms]                                 [k] __mod_lruvec_state
     0.01%     0.00%  G1 Refine#5      [kernel.kallsyms]                                 [k] do_syscall_64
     0.01%     0.00%  task-result-get  [kernel.kallsyms]                                 [k] __hrtimer_run_queues
     0.01%     0.01%  GC Thread#4      [kernel.kallsyms]                                 [k] account_user_time
     0.01%     0.01%  kworker/u64:12-  [kernel.kallsyms]                                 [k] __mod_memcg_lruvec_state
     0.01%     0.01%  GC Thread#13     [kernel.kallsyms]                                 [k] account_user_time
     0.01%     0.00%  kworker/u64:12-  [kernel.kallsyms]                                 [k] ext4_mb_new_blocks
     0.01%     0.00%  GC Thread#9      [kernel.kallsyms]                                 [k] mem_cgroup_charge
     0.01%     0.01%  GC Thread#5      [kernel.kallsyms]                                 [k] update_curr
     0.01%     0.00%  G1 Refine#4      [kernel.kallsyms]                                 [k] __irq_exit_rcu
     0.01%     0.01%  Executor task l  [kernel.kallsyms]                                 [k] __mem_cgroup_threshold
     0.01%     0.01%  GC Thread#15     [kernel.kallsyms]                                 [k] account_user_time
     0.01%     0.01%  Executor task l  [kernel.kallsyms]                                 [k] refill_stock
     0.01%     0.00%  G1 Refine#0      [kernel.kallsyms]                                 [k] rcu_sched_clock_irq
     0.01%     0.00%  spark-listener-  [kernel.kallsyms]                                 [k] __sysvec_apic_timer_interrupt
     0.01%     0.00%  spark-listener-  [kernel.kallsyms]                                 [k] hrtimer_interrupt
     0.01%     0.01%  Executor task l  [kernel.kallsyms]                                 [k] perf_pmu_nop_void
     0.01%     0.01%  Executor task l  [kernel.kallsyms]                                 [k] check_preempt_wakeup
     0.01%     0.00%  kworker/u64:32-  [kernel.kallsyms]                                 [k] __common_interrupt
     0.01%     0.00%  kworker/u64:32-  [kernel.kallsyms]                                 [k] asm_common_interrupt
     0.01%     0.00%  kworker/u64:32-  [kernel.kallsyms]                                 [k] common_interrupt
     0.01%     0.00%  GC Thread#22     [kernel.kallsyms]                                 [k] mem_cgroup_charge
     0.01%     0.01%  GC Thread#11     [kernel.kallsyms]                                 [k] account_user_time
     0.01%     0.00%  G1 Refine#2      [kernel.kallsyms]                                 [k] do_syscall_64
     0.01%     0.00%  G1 Refine#2      [kernel.kallsyms]                                 [k] entry_SYSCALL_64_after_hwframe
     0.01%     0.00%  C1 CompilerThre  [kernel.kallsyms]                                 [k] handle_mm_fault
     0.01%     0.00%  Executor task l  [kernel.kallsyms]                                 [k] __legitimize_path
     0.01%     0.00%  G1 Refine#4      [kernel.kallsyms]                                 [k] update_load_avg
     0.01%     0.00%  rcu_sched        [kernel.kallsyms]                                 [k] load_balance
     0.01%     0.01%  G1 Refine#1      [kernel.kallsyms]                                 [k] ktime_get_update_offsets_now
     0.01%     0.00%  swapper          [kernel.kallsyms]                                 [k] set_next_entity
     0.01%     0.01%  GC Thread#21     libjvm.so                                         [.] _ZN20G1ParScanThreadState22copy_to_survivor_spaceE11InCSetStateP7oopDescP11markOopDesc
     0.01%     0.00%  C1 CompilerThre  [kernel.kallsyms]                                 [k] __schedule
     0.01%     0.01%  kworker/u64:12-  [kernel.kallsyms]                                 [k] nvme_pci_setup_prps
     0.01%     0.00%  task-result-get  [kernel.kallsyms]                                 [k] futex_wait_queue_me
     0.01%     0.01%  Executor task l  [kernel.kallsyms]                                 [k] pfn_valid
     0.01%     0.00%  GC Thread#9      [kernel.kallsyms]                                 [k] account_user_time
     0.01%     0.00%  GC Thread#8      [kernel.kallsyms]                                 [k] update_load_avg
     0.01%     0.01%  Executor task l  [kernel.kallsyms]                                 [k] ext4_inode_journal_mode
     0.01%     0.01%  Executor task l  [kernel.kallsyms]                                 [k] down_read
     0.01%     0.01%  Executor task l  [kernel.kallsyms]                                 [k] should_fail_bio
     0.01%     0.00%  Executor task l  [kernel.kallsyms]                                 [k] __x64_sys_clock_gettime
     0.01%     0.01%  G1 Refine#2      [kernel.kallsyms]                                 [k] x86_pmu_disable_all
     0.01%     0.00%  kcompactd0       [kernel.kallsyms]                                 [k] hrtimer_interrupt
     0.01%     0.00%  kcompactd0       [kernel.kallsyms]                                 [k] __sysvec_apic_timer_interrupt
     0.01%     0.00%  kcompactd0       [kernel.kallsyms]                                 [k] sysvec_apic_timer_interrupt
     0.01%     0.00%  task-result-get  [kernel.kallsyms]                                 [k] __run_hrtimer
     0.01%     0.00%  kworker/u64:12-  [kernel.kallsyms]                                 [k] __mod_lruvec_state
     0.01%     0.00%  G1 Conc#2        [kernel.kallsyms]                                 [k] entry_SYSCALL_64_after_hwframe
     0.01%     0.01%  GC Thread#15     libjvm.so                                         [.] _ZN20G1ParScanThreadState22copy_to_survivor_spaceE11InCSetStateP7oopDescP11markOopDesc
     0.01%     0.00%  GC Thread#10     [kernel.kallsyms]                                 [k] update_load_avg
     0.01%     0.00%  G1 Refine#5      [kernel.kallsyms]                                 [k] update_load_avg
     0.01%     0.00%  C1 CompilerThre  [kernel.kallsyms]                                 [k] __handle_mm_fault
     0.01%     0.00%  GC Thread#4      [kernel.kallsyms]                                 [k] amd_pmu_disable_all
     0.01%     0.00%  kworker/u64:32-  [kernel.kallsyms]                                 [k] nvme_process_cq
     0.01%     0.00%  kworker/u64:32-  [kernel.kallsyms]                                 [k] __handle_irq_event_percpu
     0.01%     0.00%  kworker/u64:32-  [kernel.kallsyms]                                 [k] handle_edge_irq
     0.01%     0.00%  kworker/u64:32-  [kernel.kallsyms]                                 [k] handle_irq_event
     0.01%     0.00%  kworker/u64:32-  [kernel.kallsyms]                                 [k] nvme_irq
     0.01%     0.00%  G1 Conc#0        [kernel.kallsyms]                                 [k] entry_SYSCALL_64_after_hwframe
     0.01%     0.01%  Executor task l  [kernel.kallsyms]                                 [k] ext4_llseek
     0.01%     0.00%  G1 Conc#0        [kernel.kallsyms]                                 [k] do_syscall_64
     0.01%     0.01%  GC Thread#14     libjvm.so                                         [.] _ZN20G1ParScanThreadState22copy_to_survivor_spaceE11InCSetStateP7oopDescP11markOopDesc
     0.01%     0.01%  Executor task l  [kernel.kallsyms]                                 [k] __lookup_mnt
     0.01%     0.00%  Spark Context C  [kernel.kallsyms]                                 [k] entry_SYSCALL_64_after_hwframe
     0.01%     0.00%  dispatcher-even  [kernel.kallsyms]                                 [k] futex_wait_queue_me
     0.01%     0.00%  G1 Conc#2        [kernel.kallsyms]                                 [k] do_syscall_64
     0.01%     0.00%  rcu_sched        [kernel.kallsyms]                                 [k] rcu_gp_cleanup
     0.01%     0.00%  G1 Conc#4        [kernel.kallsyms]                                 [k] __softirqentry_text_start
     0.01%     0.00%  GC Thread#11     [kernel.kallsyms]                                 [k] update_load_avg
     0.01%     0.00%  GC Thread#12     [kernel.kallsyms]                                 [k] mem_cgroup_charge
     0.01%     0.00%  kworker/u64:10-  [kernel.kallsyms]                                 [k] nvme_map_data
     0.01%     0.00%  swapper          [kernel.kallsyms]                                 [k] __hrtimer_start_range_ns
     0.01%     0.00%  GC Thread#14     [kernel.kallsyms]                                 [k] update_load_avg
     0.01%     0.00%  G1 Conc#5        [kernel.kallsyms]                                 [k] __softirqentry_text_start
     0.01%     0.01%  Executor task l  [JIT] tid 1526                                    [.] 0x00007faead1f5ec9
     0.01%     0.00%  Executor task l  [kernel.kallsyms]                                 [k] terminate_walk
     0.01%     0.01%  Executor task l  [kernel.kallsyms]                                 [k] should_failslab
     0.01%     0.01%  swapper          [kernel.kallsyms]                                 [k] _find_next_bit
     0.01%     0.00%  GC Thread#14     [kernel.kallsyms]                                 [k] mem_cgroup_charge
     0.01%     0.00%  kworker/u64:32-  [kernel.kallsyms]                                 [k] __mod_lruvec_state
     0.01%     0.00%  G1 Refine#13     [kernel.kallsyms]                                 [k] task_tick_fair
     0.01%     0.00%  kworker/u64:12-  [kernel.kallsyms]                                 [k] nvme_process_cq
     0.01%     0.01%  kworker/u64:10-  [kernel.kallsyms]                                 [k] __mod_node_page_state
     0.01%     0.01%  G1 Conc#2        libjvm.so                                         [.] _ZN8G1CMTask19make_reference_greyEP7oopDesc
     0.01%     0.01%  Executor task l  [JIT] tid 1526                                    [.] 0x00007faeacc1187b
     0.01%     0.00%  GC Thread#0      [kernel.kallsyms]                                 [k] amd_pmu_disable_all
     0.01%     0.00%  GC Thread#21     [kernel.kallsyms]                                 [k] mem_cgroup_charge
     0.01%     0.00%  Spark Context C  [kernel.kallsyms]                                 [k] do_syscall_64
     0.01%     0.00%  G1 Refine#2      [kernel.kallsyms]                                 [k] __softirqentry_text_start
     0.01%     0.00%  GC Thread#13     [kernel.kallsyms]                                 [k] amd_pmu_disable_all
     0.01%     0.00%  Executor task l  [kernel.kallsyms]                                 [k] wake_up_page_bit
     0.01%     0.00%  Executor task l  [kernel.kallsyms]                                 [k] __ghes_peek_estatus.isra.0
     0.01%     0.00%  GC Thread#2      [kernel.kallsyms]                                 [k] rmqueue
     0.01%     0.01%  GC Thread#21     [kernel.kallsyms]                                 [k] account_user_time
     0.01%     0.01%  Executor task l  [kernel.kallsyms]                                 [k] irq_work_run_list
     0.01%     0.00%  kworker/u64:32-  [kernel.kallsyms]                                 [k] ext4_io_submit
     0.01%     0.00%  G1 Conc#0        [kernel.kallsyms]                                 [k] account_user_time
     0.01%     0.00%  GC Thread#19     [kernel.kallsyms]                                 [k] amd_pmu_disable_all
     0.01%     0.00%  G1 Conc#5        [kernel.kallsyms]                                 [k] entry_SYSCALL_64_after_hwframe
     0.01%     0.00%  GC Thread#6      [kernel.kallsyms]                                 [k] rmqueue
     0.01%     0.00%  kswapd0          [kernel.kallsyms]                                 [k] kswapd_try_to_sleep
     0.01%     0.00%  G1 Conc#1        [kernel.kallsyms]                                 [k] do_syscall_64
     0.01%     0.00%  G1 Conc#1        [kernel.kallsyms]                                 [k] entry_SYSCALL_64_after_hwframe
     0.01%     0.01%  GC Thread#3      [kernel.kallsyms]                                 [k] update_curr
     0.01%     0.00%  perf             [kernel.kallsyms]                                 [k] do_poll.constprop.0
     0.01%     0.00%  VM Periodic Tas  [kernel.kallsyms]                                 [k] futex_wait_queue_me
     0.01%     0.01%  kworker/u64:12-  [kernel.kallsyms]                                 [k] __mod_node_page_state
     0.01%     0.00%  G1 Conc#1        [kernel.kallsyms]                                 [k] account_user_time
     0.01%     0.00%  GC Thread#17     [kernel.kallsyms]                                 [k] amd_pmu_disable_all
     0.01%     0.01%  kworker/u64:12-  [kernel.kallsyms]                                 [k] xas_find
     0.01%     0.00%  C2 CompilerThre  [kernel.kallsyms]                                 [k] tick_sched_do_timer
     0.01%     0.00%  Executor task l  [kernel.kallsyms]                                 [k] _copy_to_user
     0.01%     0.01%  Executor task l  [kernel.kallsyms]                                 [k] ext4_release_file
     0.01%     0.00%  G1 Conc#5        [kernel.kallsyms]                                 [k] account_user_time
     0.01%     0.00%  G1 Conc#3        [kernel.kallsyms]                                 [k] __softirqentry_text_start
     0.01%     0.00%  Executor task l  [kernel.kallsyms]                                 [k] is_cpu_allowed
     0.01%     0.00%  G1 Refine#3      [kernel.kallsyms]                                 [k] entry_SYSCALL_64_after_hwframe
     0.01%     0.01%  Executor task l  [kernel.kallsyms]                                 [k] pick_next_entity
     0.01%     0.00%  G1 Refine#4      [kernel.kallsyms]                                 [k] entry_SYSCALL_64_after_hwframe
     0.01%     0.00%  G1 Conc#5        [kernel.kallsyms]                                 [k] do_syscall_64
     0.01%     0.00%  kcompactd0       [kernel.kallsyms]                                 [k] __buffer_migrate_page.part.0
     0.01%     0.01%  GC Thread#10     libjvm.so                                         [.] _ZN20G1ParScanThreadState22copy_to_survivor_spaceE11InCSetStateP7oopDescP11markOopDesc
     0.01%     0.01%  GC Thread#10     [kernel.kallsyms]                                 [k] account_user_time
     0.01%     0.01%  GC Thread#18     libjvm.so                                         [.] _ZN20G1ParScanThreadState22copy_to_survivor_spaceE11InCSetStateP7oopDescP11markOopDesc
     0.01%     0.00%  G1 Refine#3      [kernel.kallsyms]                                 [k] do_syscall_64
     0.01%     0.00%  Executor task l  [kernel.kallsyms]                                 [k] pte_alloc_one
     0.01%     0.01%  GC Thread#13     [kernel.kallsyms]                                 [k] get_mem_cgroup_from_mm
     0.01%     0.00%  G1 Refine#4      [kernel.kallsyms]                                 [k] do_syscall_64
