# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 1M of event 'cycles'
# Event count (approx.): 10497091417354
#
# Children      Self  Command          Shared Object            Symbol                                                                                                                                                                          
# ........  ........  ...............  .......................  ................................................................................................................................................................................
#
     0.00%     0.00%  kworker/27:1     [kernel.kallsyms]        [k] update_rq_clock
     0.00%     0.00%  mariadbd         mariadbd                 [.] _ZNK10Item_equal8functypeEv
     0.00%     0.00%  kworker/14:3-di  [kernel.kallsyms]        [k] available_idle_cpu
     0.00%     0.00%  kworker/26:5-di  [kernel.kallsyms]        [k] sched_clock_cpu
     0.00%     0.00%  mariadbd         mariadbd                 [.] 0x0000000000d10f52
     0.00%     0.00%  mariadbd         mariadbd                 [.] 0x0000000000c80301
     0.00%     0.00%  jbd2/nvme3n1p4-  [kernel.kallsyms]        [k] bmap
     0.00%     0.00%  jbd2/nvme3n1p4-  [kernel.kallsyms]        [k] ext4_iomap_begin
     0.00%     0.00%  jbd2/nvme3n1p4-  [kernel.kallsyms]        [k] iomap_apply
     0.00%     0.00%  jbd2/nvme3n1p4-  [kernel.kallsyms]        [k] iomap_bmap
     0.00%     0.00%  jbd2/nvme3n1p4-  [kernel.kallsyms]        [k] jbd2_journal_bmap
     0.00%     0.00%  mariadbd         mariadbd                 [.] 0x0000000000dd3ea9
     0.00%     0.00%  kworker/13:2     [kernel.kallsyms]        [k] enqueue_task_fair
     0.00%     0.00%  kworker/13:2     [kernel.kallsyms]        [k] ttwu_do_activate
     0.00%     0.00%  kworker/28:2     [kernel.kallsyms]        [k] _raw_spin_lock_irqsave
     0.00%     0.00%  mariadbd         [kernel.kallsyms]        [k] __wake_up
     0.00%     0.00%  kworker/20:4     [kernel.kallsyms]        [k] set_next_entity
     0.00%     0.00%  mariadbd         mariadbd                 [.] 0x0000000000d91711
     0.00%     0.00%  kworker/24:0     [kernel.kallsyms]        [k] process_one_work
     0.00%     0.00%  mariadbd         mariadbd                 [.] 0x0000000000ce7648
     0.00%     0.00%  kworker/8:2      [kernel.kallsyms]        [k] update_rq_clock_task
     0.00%     0.00%  mariadbd         mariadbd                 [.] _Z20mysql_prepare_insertP3THDP10TABLE_LISTR4ListI4ItemEPS5_S6_S6_15enum_duplicatesPPS4_b
     0.00%     0.00%  top              [kernel.kallsyms]        [k] link_path_walk.part.0
     0.00%     0.00%  mariadbd         mariadbd                 [.] thr_multi_lock
     0.00%     0.00%  kworker/22:1     [kernel.kallsyms]        [k] __switch_to
     0.00%     0.00%  kworker/29:2-di  [kernel.kallsyms]        [k] native_sched_clock
     0.00%     0.00%  kworker/29:2-di  [kernel.kallsyms]        [k] sched_clock_cpu
     0.00%     0.00%  kworker/29:2-di  [kernel.kallsyms]        [k] update_rq_clock
     0.00%     0.00%  kworker/9:1      [kernel.kallsyms]        [k] ext4_convert_unwritten_extents
     0.00%     0.00%  kworker/29:4     [kernel.kallsyms]        [k] __common_interrupt
     0.00%     0.00%  kworker/29:4     [kernel.kallsyms]        [k] __handle_irq_event_percpu
     0.00%     0.00%  kworker/29:4     [kernel.kallsyms]        [k] asm_common_interrupt
     0.00%     0.00%  kworker/29:4     [kernel.kallsyms]        [k] common_interrupt
     0.00%     0.00%  kworker/29:4     [kernel.kallsyms]        [k] handle_edge_irq
     0.00%     0.00%  kworker/29:4     [kernel.kallsyms]        [k] handle_irq_event
     0.00%     0.00%  kworker/29:4     [kernel.kallsyms]        [k] nvme_irq
     0.00%     0.00%  kworker/29:4     [kernel.kallsyms]        [k] nvme_process_cq
     0.00%     0.00%  kworker/31:0     [kernel.kallsyms]        [k] handle_irq_event
     0.00%     0.00%  kworker/31:0     [kernel.kallsyms]        [k] handle_edge_irq
     0.00%     0.00%  kworker/17:0     [kernel.kallsyms]        [k] schedule
     0.00%     0.00%  mariadbd         mariadbd                 [.] 0x0000000000cf9541
     0.00%     0.00%  kworker/1:2      [kernel.kallsyms]        [k] switch_mm_irqs_off
     0.00%     0.00%  kworker/23:1     [kernel.kallsyms]        [k] process_one_work
     0.00%     0.00%  kworker/27:6-di  [kernel.kallsyms]        [k] blk_update_request
     0.00%     0.00%  kworker/27:6-di  [kernel.kallsyms]        [k] blk_mq_end_request
     0.00%     0.00%  kworker/17:1     [kernel.kallsyms]        [k] ext4_dio_write_end_io
     0.00%     0.00%  kworker/24:0-di  [kernel.kallsyms]        [k] set_next_entity
     0.00%     0.00%  mariadbd         mariadbd                 [.] 0x0000000000d723ec
     0.00%     0.00%  kworker/0:2-dio  [kernel.kallsyms]        [k] nvme_pci_complete_rq
     0.00%     0.00%  kworker/25:0     [kernel.kallsyms]        [k] strnlen
     0.00%     0.00%  mariadbd         [kernel.kallsyms]        [k] end_bio_bh_io_sync
     0.00%     0.00%  kworker/27:1     [kernel.kallsyms]        [k] __irqentry_text_start
     0.00%     0.00%  kworker/24:1     [kernel.kallsyms]        [k] pick_next_task_fair
     0.00%     0.00%  kworker/1:1H-kb  [kernel.kallsyms]        [k] dequeue_task_fair
     0.00%     0.00%  mariadbd         mariadbd                 [.] _ZNK5Field14optimize_rangeEjj
     0.00%     0.00%  kworker/18:2     [kernel.kallsyms]        [k] __wake_up_common_lock
     0.00%     0.00%  irqbalance       [kernel.kallsyms]        [k] do_open
     0.00%     0.00%  perf             [kernel.kallsyms]        [k] crc32c_pcl_intel_update
     0.00%     0.00%  swapper          [kernel.kallsyms]        [k] nohz_balance_exit_idle
     0.00%     0.00%  kworker/17:5     [kernel.kallsyms]        [k] __ext4_mark_inode_dirty
     0.00%     0.00%  kworker/17:5     [kernel.kallsyms]        [k] ext4_do_update_inode.isra.0
     0.00%     0.00%  kworker/17:5     [kernel.kallsyms]        [k] ext4_mark_iloc_dirty
     0.00%     0.00%  kworker/31:3     [kernel.kallsyms]        [k] iomap_dio_complete
     0.00%     0.00%  kworker/31:3     [kernel.kallsyms]        [k] iomap_dio_complete_work
     0.00%     0.00%  kworker/17:5     [kernel.kallsyms]        [k] restore_regs_and_return_to_kernel
     0.00%     0.00%  perf             [kernel.kallsyms]        [k] __add_to_page_cache_locked
     0.00%     0.00%  kworker/1:3      [kernel.kallsyms]        [k] switch_mm_irqs_off
     0.00%     0.00%  mariadbd         mariadbd                 [.] 0x0000000000c828b0
     0.00%     0.00%  kworker/13:6     [kernel.kallsyms]        [k] dequeue_task_fair
     0.00%     0.00%  kworker/22:0-di  [kernel.kallsyms]        [k] asm_common_interrupt
     0.00%     0.00%  kworker/22:0-di  [kernel.kallsyms]        [k] common_interrupt
     0.00%     0.00%  kworker/24:0     [kernel.kallsyms]        [k] __schedule
     0.00%     0.00%  kworker/24:0     [kernel.kallsyms]        [k] schedule
     0.00%     0.00%  mariadbd         mariadbd                 [.] 0x0000000000c436a0
     0.00%     0.00%  kworker/6:1-dio  [kernel.kallsyms]        [k] __switch_to_asm
     0.00%     0.00%  mariadbd         mariadbd                 [.] 0x0000000000c83585
     0.00%     0.00%  kworker/12:0-di  [kernel.kallsyms]        [k] _raw_spin_lock_irq
     0.00%     0.00%  kworker/24:1     [kernel.kallsyms]        [k] dequeue_task_fair
     0.00%     0.00%  kworker/26:5-di  [kernel.kallsyms]        [k] crc32c_pcl_intel_update
     0.00%     0.00%  kworker/5:0      [kernel.kallsyms]        [k] ext4_convert_unwritten_extents
     0.00%     0.00%  mariadbd         mariadbd                 [.] _ZN13Explain_query8add_nodeEP12Explain_node
     0.00%     0.00%  kworker/28:0     [kernel.kallsyms]        [k] _raw_spin_lock_irqsave
     0.00%     0.00%  mariadbd         mariadbd                 [.] 0x0000000000b88dc4
     0.00%     0.00%  mariadbd         mariadbd                 [.] _ZN9TRP_RANGE10make_quickEP5PARAMbP11st_mem_root
     0.00%     0.00%  mariadbd         mariadbd                 [.] 0x0000000000d0992e
     0.00%     0.00%  mariadbd         mariadbd                 [.] 0x0000000000d185f4
     0.00%     0.00%  kswapd0          [kernel.kallsyms]        [k] rcu_pending
     0.00%     0.00%  kswapd0          [kernel.kallsyms]        [k] rcu_sched_clock_irq
     0.00%     0.00%  kworker/15:5     [kernel.kallsyms]        [k] pick_next_task_fair
     0.00%     0.00%  kworker/21:4-di  [kernel.kallsyms]        [k] strscpy
     0.00%     0.00%  sssd_nss         [kernel.kallsyms]        [k] do_syscall_64
     0.00%     0.00%  sssd_nss         [kernel.kallsyms]        [k] entry_SYSCALL_64_after_hwframe
     0.00%     0.00%  mariadbd         mariadbd                 [.] 0x0000000000974c47
     0.00%     0.00%  mariadbd         mariadbd                 [.] _Z11make_selectP5TABLEyyP4ItemP9SORT_INFObPi
     0.00%     0.00%  kworker/3:1      [kernel.kallsyms]        [k] kthread_data
     0.00%     0.00%  kworker/5:0      [kernel.kallsyms]        [k] ttwu_queue_wakelist
     0.00%     0.00%  kworker/23:2-di  [kernel.kallsyms]        [k] send_call_function_single_ipi
     0.00%     0.00%  kworker/17:2-di  [kernel.kallsyms]        [k] update_curr
     0.00%     0.00%  mariadbd         mariadbd                 [.] 0x0000000000ca5051
     0.00%     0.00%  mariadbd         mariadbd                 [.] 0x0000000000cd01ec
     0.00%     0.00%  mariadbd         mariadbd                 [.] 0x0000000000d916c1
     0.00%     0.00%  mariadbd         mariadbd                 [.] 0x0000000000cad495
     0.00%     0.00%  kworker/11:3     [kernel.kallsyms]        [k] pick_next_task_fair
     0.00%     0.00%  mariadbd         mariadbd                 [.] 0x0000000000d78fc4
     0.00%     0.00%  mariadbd         [kernel.kallsyms]        [k] jbd2_journal_cancel_revoke
     0.00%     0.00%  kworker/30:2     [kernel.kallsyms]        [k] switch_mm_irqs_off
     0.00%     0.00%  kworker/2:1H-kb  [kernel.kallsyms]        [k] __schedule
     0.00%     0.00%  kworker/15:17-d  [kernel.kallsyms]        [k] __common_interrupt
     0.00%     0.00%  kworker/15:17-d  [kernel.kallsyms]        [k] __handle_irq_event_percpu
     0.00%     0.00%  kworker/15:17-d  [kernel.kallsyms]        [k] handle_edge_irq
     0.00%     0.00%  kworker/15:17-d  [kernel.kallsyms]        [k] handle_irq_event
     0.00%     0.00%  kworker/15:17-d  [kernel.kallsyms]        [k] nvme_irq
     0.00%     0.00%  kworker/15:17-d  [kernel.kallsyms]        [k] nvme_process_cq
     0.00%     0.00%  kworker/3:8      [kernel.kallsyms]        [k] aio_complete
     0.00%     0.00%  kworker/4:2      [kernel.kallsyms]        [k] ttwu_queue_wakelist
     0.00%     0.00%  tclsh8.6         [kernel.kallsyms]        [k] raw_spin_rq_unlock
     0.00%     0.00%  kworker/27:1     [kernel.kallsyms]        [k] update_curr
     0.00%     0.00%  kworker/30:2-di  [kernel.kallsyms]        [k] ttwu_queue_wakelist
     0.00%     0.00%  kworker/5:1      [kernel.kallsyms]        [k] update_cfs_group
     0.00%     0.00%  tclsh8.6         libmariadb.so.3          [.] 0x00000000000246b2
     0.00%     0.00%  mariadbd         mariadbd                 [.] 0x0000000000d6f85d
     0.00%     0.00%  kworker/31:1     [kernel.kallsyms]        [k] __ext4_journal_start_sb
     0.00%     0.00%  kworker/31:1     [kernel.kallsyms]        [k] jbd2__journal_start
     0.00%     0.00%  kworker/14:1H-k  [kernel.kallsyms]        [k] update_curr
     0.00%     0.00%  kworker/14:1H-k  [kernel.kallsyms]        [k] dequeue_entity
     0.00%     0.00%  kworker/14:1H-k  [kernel.kallsyms]        [k] dequeue_task_fair
     0.00%     0.00%  mariadbd         mariadbd                 [.] _Z19mysql_unlock_tablesP3THDP13st_mysql_lock
     0.00%     0.00%  kworker/26:5-di  [kernel.kallsyms]        [k] select_idle_core
     0.00%     0.00%  kworker/20:5     [kernel.kallsyms]        [k] _raw_spin_lock_irqsave
     0.00%     0.00%  kworker/24:5     [kernel.kallsyms]        [k] switch_mm_irqs_off
     0.00%     0.00%  kworker/11:0     [kernel.kallsyms]        [k] __schedule
     0.00%     0.00%  kworker/11:0     [kernel.kallsyms]        [k] schedule
     0.00%     0.00%  kworker/3:6      [kernel.kallsyms]        [k] select_task_rq_fair
     0.00%     0.00%  kworker/27:7-di  [kernel.kallsyms]        [k] update_rq_clock
     0.00%     0.00%  mariadbd         mariadbd                 [.] _ZN4JOIN4initEP3THDR4ListI4ItemEyP13select_result
     0.00%     0.00%  kworker/8:0-dio  [kernel.kallsyms]        [k] select_idle_sibling
     0.00%     0.00%  kworker/3:6      [kernel.kallsyms]        [k] set_next_entity
     0.00%     0.00%  kworker/24:0-di  [kernel.kallsyms]        [k] finish_task_switch.isra.0
     0.00%     0.00%  kworker/2:3      [kernel.kallsyms]        [k] switch_mm_irqs_off
     0.00%     0.00%  ksoftirqd/0      [kernel.kallsyms]        [k] __schedule
     0.00%     0.00%  top              [kernel.kallsyms]        [k] check_stack_object
     0.00%     0.00%  kworker/22:1     [kernel.kallsyms]        [k] set_next_entity
     0.00%     0.00%  kworker/9:4      [kernel.kallsyms]        [k] update_curr
     0.00%     0.00%  mariadbd         mariadbd                 [.] 0x0000000000c31609
     0.00%     0.00%  mariadbd         [kernel.kallsyms]        [k] mod_node_page_state
     0.00%     0.00%  kworker/7:1H-kb  [kernel.kallsyms]        [k] blk_mq_dispatch_rq_list
     0.00%     0.00%  mariadbd         mariadbd                 [.] 0x0000000000d10e91
     0.00%     0.00%  kworker/7:2      [kernel.kallsyms]        [k] _raw_spin_lock_irqsave
     0.00%     0.00%  mariadbd         mariadbd                 [.] 0x0000000000cd05dc
     0.00%     0.00%  kworker/25:0     [kernel.kallsyms]        [k] irqtime_account_irq
     0.00%     0.00%  kworker/25:0     [kernel.kallsyms]        [k] __irq_exit_rcu
     0.00%     0.00%  mariadbd         mariadbd                 [.] 0x0000000000c8ba55
     0.00%     0.00%  kworker/4:2      [kernel.kallsyms]        [k] switch_mm_irqs_off
     0.00%     0.00%  kworker/7:5      [kernel.kallsyms]        [k] __wake_up_common
     0.00%     0.00%  kworker/7:5      [kernel.kallsyms]        [k] __wake_up_common_lock
     0.00%     0.00%  kworker/21:1H-k  [kernel.kallsyms]        [k] __blk_mq_delay_run_hw_queue
     0.00%     0.00%  top              [kernel.kallsyms]        [k] wq_worker_comm
     0.00%     0.00%  top              [kernel.kallsyms]        [k] proc_task_name
     0.00%     0.00%  kworker/16:3-di  [kernel.kallsyms]        [k] dequeue_task_fair
     0.00%     0.00%  kworker/3:2      [kernel.kallsyms]        [k] wake_affine
     0.00%     0.00%  kworker/3:2      [kernel.kallsyms]        [k] iomap_dio_complete
     0.00%     0.00%  kworker/3:2      [kernel.kallsyms]        [k] iomap_dio_complete_work
     0.00%     0.00%  kworker/21:4-di  [kernel.kallsyms]        [k] __switch_to_asm
     0.00%     0.00%  kworker/30:2-di  [kernel.kallsyms]        [k] enqueue_entity
     0.00%     0.00%  kworker/16:0     [kernel.kallsyms]        [k] ext4_convert_unwritten_extents
     0.00%     0.00%  kworker/0:2-dio  [kernel.kallsyms]        [k] dequeue_entity
     0.00%     0.00%  mariadbd         mariadbd                 [.] 0x0000000000c9d51d
     0.00%     0.00%  kworker/16:2-di  [kernel.kallsyms]        [k] enqueue_entity
     0.00%     0.00%  mariadbd         [kernel.kallsyms]        [k] __alloc_pages_slowpath.constprop.0
     0.00%     0.00%  kworker/6:2      [kernel.kallsyms]        [k] ttwu_queue_wakelist
     0.00%     0.00%  mariadbd         mariadbd                 [.] 0x0000000000c2f5e3
     0.00%     0.00%  kworker/19:3     [kernel.kallsyms]        [k] available_idle_cpu
     0.00%     0.00%  kworker/11:6     [kernel.kallsyms]        [k] kfree
     0.00%     0.00%  top              [kernel.kallsyms]        [k] num_to_str
     0.00%     0.00%  tclsh8.6         libmariadb.so.3          [.] 0x0000000000024645
     0.00%     0.00%  mariadbd         [kernel.kallsyms]        [k] rwsem_mark_wake
     0.00%     0.00%  kworker/0:1H-kb  [kernel.kallsyms]        [k] dequeue_task_fair
     0.00%     0.00%  kworker/7:6      [kernel.kallsyms]        [k] __schedule
     0.00%     0.00%  kworker/7:6      [kernel.kallsyms]        [k] schedule
     0.00%     0.00%  mariadbd         mariadbd                 [.] _ZN8sp_instr25exec_open_and_lock_tablesEP3THDP10TABLE_LIST
     0.00%     0.00%  kswapd0          [kernel.kallsyms]        [k] native_flush_tlb_multi
     0.00%     0.00%  mariadbd         mariadbd                 [.] 0x0000000000c9dac8
     0.00%     0.00%  mariadbd         mariadbd                 [.] 0x0000000000c9da57
     0.00%     0.00%  kworker/23:5     [kernel.kallsyms]        [k] ext4_convert_unwritten_extents
     0.00%     0.00%  kworker/23:5     [kernel.kallsyms]        [k] ext4_dio_write_end_io
     0.00%     0.00%  kworker/23:5     [kernel.kallsyms]        [k] iomap_dio_complete
     0.00%     0.00%  kworker/23:5     [kernel.kallsyms]        [k] iomap_dio_complete_work
     0.00%     0.00%  tclsh8.6         libmariadb.so.3          [.] 0x00000000000254c5
     0.00%     0.00%  mariadbd         mariadbd                 [.] 0x0000000000da1c65
     0.00%     0.00%  kworker/17:0-di  [kernel.kallsyms]        [k] __switch_to
     0.00%     0.00%  irqbalance       [kernel.kallsyms]        [k] walk_component
     0.00%     0.00%  kworker/23:4     [kernel.kallsyms]        [k] enqueue_entity
     0.00%     0.00%  kworker/3:7      [kernel.kallsyms]        [k] update_rq_clock_task
     0.00%     0.00%  mariadbd         mariadbd                 [.] 0x0000000000c48230
     0.00%     0.00%  kworker/31:3-di  [kernel.kallsyms]        [k] select_idle_cpu
     0.00%     0.00%  kworker/31:3-di  [kernel.kallsyms]        [k] select_idle_sibling
     0.00%     0.00%  kworker/17:5     [kernel.kallsyms]        [k] available_idle_cpu
     0.00%     0.00%  kworker/13:6     [kernel.kallsyms]        [k] switch_mm_irqs_off
     0.00%     0.00%  mariadbd         mariadbd                 [.] 0x00000000007794b3
     0.00%     0.00%  kworker/15:1     [kernel.kallsyms]        [k] set_next_entity
     0.00%     0.00%  kworker/19:2-di  [kernel.kallsyms]        [k] __switch_to
     0.00%     0.00%  kworker/25:0     [kernel.kallsyms]        [k] __handle_irq_event_percpu
     0.00%     0.00%  kworker/25:0     [kernel.kallsyms]        [k] nvme_irq
     0.00%     0.00%  kworker/25:0     [kernel.kallsyms]        [k] nvme_process_cq
     0.00%     0.00%  kworker/21:4-di  [kernel.kallsyms]        [k] enqueue_task_fair
     0.00%     0.00%  kworker/21:4-di  [kernel.kallsyms]        [k] ttwu_do_activate
     0.00%     0.00%  kworker/12:2     [kernel.kallsyms]        [k] check_preempt_curr
     0.00%     0.00%  kworker/12:2     [kernel.kallsyms]        [k] ttwu_do_wakeup
     0.00%     0.00%  kworker/18:1H-k  [kernel.kallsyms]        [k] __blk_mq_delay_run_hw_queue
     0.00%     0.00%  kworker/18:1H-k  [kernel.kallsyms]        [k] __blk_mq_run_hw_queue
     0.00%     0.00%  kworker/18:1H-k  [kernel.kallsyms]        [k] __blk_mq_sched_dispatch_requests
     0.00%     0.00%  kworker/18:1H-k  [kernel.kallsyms]        [k] blk_mq_sched_dispatch_requests
     0.00%     0.00%  tclsh8.6         libmariadb.so.3          [.] 0x00000000000176e4
     0.00%     0.00%  mariadbd         mariadbd                 [.] 0x0000000000d39dee
     0.00%     0.00%  kworker/4:5-dio  [kernel.kallsyms]        [k] available_idle_cpu
     0.00%     0.00%  kworker/4:5-dio  [kernel.kallsyms]        [k] select_task_rq_fair
     0.00%     0.00%  kworker/4:5-dio  [kernel.kallsyms]        [k] wake_affine
     0.00%     0.00%  kworker/2:0      [kernel.kallsyms]        [k] enqueue_entity
     0.00%     0.00%  kworker/2:2      [kernel.kallsyms]        [k] iomap_dio_complete
     0.00%     0.00%  kworker/2:2      [kernel.kallsyms]        [k] iomap_dio_complete_work
     0.00%     0.00%  kworker/1:0-dio  [kernel.kallsyms]        [k] _raw_spin_lock_irqsave
     0.00%     0.00%  kworker/18:4     [kernel.kallsyms]        [k] nvme_process_cq
     0.00%     0.00%  kworker/18:4     [kernel.kallsyms]        [k] __common_interrupt
     0.00%     0.00%  kworker/18:4     [kernel.kallsyms]        [k] __handle_irq_event_percpu
     0.00%     0.00%  kworker/18:4     [kernel.kallsyms]        [k] handle_edge_irq
     0.00%     0.00%  kworker/18:4     [kernel.kallsyms]        [k] handle_irq_event
     0.00%     0.00%  kworker/18:4     [kernel.kallsyms]        [k] nvme_irq
     0.00%     0.00%  ksoftirqd/3      [kernel.kallsyms]        [k] kthread
     0.00%     0.00%  ksoftirqd/3      [kernel.kallsyms]        [k] ret_from_fork
     0.00%     0.00%  ksoftirqd/3      [kernel.kallsyms]        [k] smpboot_thread_fn
     0.00%     0.00%  kworker/19:4     [kernel.kallsyms]        [k] aio_complete
     0.00%     0.00%  kworker/3:7      [kernel.kallsyms]        [k] update_curr
     0.00%     0.00%  kworker/23:1-di  [kernel.kallsyms]        [k] dequeue_task_fair
     0.00%     0.00%  kworker/13:1H-k  [kernel.kallsyms]        [k] dequeue_task_fair
     0.00%     0.00%  kworker/13:1H-k  [kernel.kallsyms]        [k] __schedule
     0.00%     0.00%  kworker/13:1H-k  [kernel.kallsyms]        [k] schedule
     0.00%     0.00%  kworker/16:2-di  [kernel.kallsyms]        [k] update_load_avg
     0.00%     0.00%  mariadbd         mariadbd                 [.] _ZN10Item_field11val_decimalEP10my_decimal
     0.00%     0.00%  kworker/1:4      [kernel.kallsyms]        [k] __common_interrupt
     0.00%     0.00%  kworker/1:4      [kernel.kallsyms]        [k] asm_common_interrupt
     0.00%     0.00%  kworker/1:4      [kernel.kallsyms]        [k] common_interrupt
     0.00%     0.00%  kworker/1:4      [kernel.kallsyms]        [k] handle_edge_irq
     0.00%     0.00%  mariadbd         mariadbd                 [.] 0x0000000000ca599c
     0.00%     0.00%  kworker/3:1      [kernel.kallsyms]        [k] dequeue_entity
     0.00%     0.00%  kworker/9:6      [kernel.kallsyms]        [k] try_to_wake_up
     0.00%     0.00%  kworker/15:17-d  [kernel.kallsyms]        [k] ext4_dio_write_end_io
     0.00%     0.00%  mariadbd         mariadbd                 [.] 0x0000000000c8449d
     0.00%     0.00%  ksoftirqd/4      [kernel.kallsyms]        [k] smpboot_thread_fn
     0.00%     0.00%  ksoftirqd/4      [kernel.kallsyms]        [k] kthread
     0.00%     0.00%  ksoftirqd/4      [kernel.kallsyms]        [k] ret_from_fork
     0.00%     0.00%  mariadbd         mariadbd                 [.] _ZN14select_dumpvar9send_dataER4ListI4ItemE
     0.00%     0.00%  kworker/18:0-di  [kernel.kallsyms]        [k] ext4_ext_handle_unwritten_extents
     0.00%     0.00%  mariadbd         mariadbd                 [.] _ZN13st_select_lex14handle_derivedEP3LEXj
     0.00%     0.00%  kworker/7:2      [kernel.kallsyms]        [k] dequeue_entity
     0.00%     0.00%  kworker/7:2      [kernel.kallsyms]        [k] dequeue_task_fair
     0.00%     0.00%  mariadbd         mariadbd                 [.] 0x0000000000c83694
     0.00%     0.00%  kworker/13:2     [kernel.kallsyms]        [k] __list_del_entry_valid
     0.00%     0.00%  mariadbd         [kernel.kallsyms]        [k] crc_24
     0.00%     0.00%  kworker/22:0-di  [kernel.kallsyms]        [k] __update_load_avg_cfs_rq
     0.00%     0.00%  kworker/22:3     [kernel.kallsyms]        [k] available_idle_cpu
     0.00%     0.00%  mariadbd         mariadbd                 [.] 0x0000000000b8a03c
     0.00%     0.00%  mariadbd         mariadbd                 [.] 0x0000000000ca6f28
     0.00%     0.00%  kworker/12:0-di  [kernel.kallsyms]        [k] ext4_dio_write_end_io
     0.00%     0.00%  swapper          [kernel.kallsyms]        [k] unfreeze_partials
     0.00%     0.00%  kworker/25:2-di  [kernel.kallsyms]        [k] enqueue_task_fair
     0.00%     0.00%  kworker/25:2-di  [kernel.kallsyms]        [k] ttwu_do_activate
     0.00%     0.00%  mariadbd         mariadbd                 [.] 0x0000000000da17a4
     0.00%     0.00%  kworker/27:0     [kernel.kallsyms]        [k] enqueue_entity
     0.00%     0.00%  mariadbd         mariadbd                 [.] 0x0000000000d7789e
     0.00%     0.00%  jbd2/nvme3n1p4-  [kernel.kallsyms]        [k] crc_64
     0.00%     0.00%  mariadbd         mariadbd                 [.] 0x0000000000a95581
     0.00%     0.00%  kworker/23:0     [kernel.kallsyms]        [k] autoremove_wake_function
     0.00%     0.00%  kworker/23:0     [kernel.kallsyms]        [k] try_to_wake_up
     0.00%     0.00%  kworker/u64:1    [kernel.kallsyms]        [k] ext4_writepages
     0.00%     0.00%  tclsh8.6         libtcl8.6.so             [.] TclReleaseLiteral
     0.00%     0.00%  tclsh8.6         libmariadb.so.3          [.] 0x0000000000024cc3
     0.00%     0.00%  kworker/2:1      [kernel.kallsyms]        [k] __queue_work
     0.00%     0.00%  kworker/2:1      [kernel.kallsyms]        [k] queue_work_on
     0.00%     0.00%  mariadbd         mariadbd                 [.] 0x0000000000d91772
     0.00%     0.00%  mariadbd         [kernel.kallsyms]        [k] nvme_free_prps
     0.00%     0.00%  mariadbd         mariadbd                 [.] 0x0000000000ccd432
     0.00%     0.00%  kworker/16:0     [kernel.kallsyms]        [k] asm_common_interrupt
     0.00%     0.00%  kworker/16:0     [kernel.kallsyms]        [k] common_interrupt
     0.00%     0.00%  mariadbd         mariadbd                 [.] _Z20mysql_prepare_updateP3THDP10TABLE_LISTPP4ItemjP8st_order
     0.00%     0.00%  mariadbd         mariadbd                 [.] 0x0000000000da172c
     0.00%     0.00%  kworker/29:3     [kernel.kallsyms]        [k] switch_mm_irqs_off
     0.00%     0.00%  mariadbd         mariadbd                 [.] 0x0000000000d10f2a
     0.00%     0.00%  kworker/4:9      [kernel.kallsyms]        [k] __rq_qos_done_bio
     0.00%     0.00%  kworker/4:9      [kernel.kallsyms]        [k] bio_endio
     0.00%     0.00%  jbd2/nvme3n1p4-  [kernel.kallsyms]        [k] pagecache_get_page
     0.00%     0.00%  mariadbd         mariadbd                 [.] 0x0000000000c45840
     0.00%     0.00%  mariadbd         mariadbd                 [.] 0x0000000000d10f38
     0.00%     0.00%  kworker/24:0-di  [kernel.kallsyms]        [k] switch_mm_irqs_off
     0.00%     0.00%  mariadbd         mariadbd                 [.] _ZN10Item_equal10fix_fieldsEP3THDPP4Item
     0.00%     0.00%  mariadbd         mariadbd                 [.] 0x0000000000c79849
     0.00%     0.00%  mariadbd         mariadbd                 [.] _ZN18QUICK_RANGE_SELECT5resetEv
     0.00%     0.00%  kworker/17:0-di  [kernel.kallsyms]        [k] finish_task_switch.isra.0
     0.00%     0.00%  kworker/23:4     [kernel.kallsyms]        [k] handle_edge_irq
     0.00%     0.00%  kworker/23:4     [kernel.kallsyms]        [k] __common_interrupt
     0.00%     0.00%  kworker/12:2     [kernel.kallsyms]        [k] update_curr
     0.00%     0.00%  kworker/13:2     [kernel.kallsyms]        [k] ext4_ext_map_blocks
     0.00%     0.00%  kworker/13:1-di  [kernel.kallsyms]        [k] finish_task_switch.isra.0
     0.00%     0.00%  kworker/9:0-dio  [kernel.kallsyms]        [k] process_one_work
     0.00%     0.00%  kworker/9:0-dio  [kernel.kallsyms]        [k] kthread
     0.00%     0.00%  kworker/9:0-dio  [kernel.kallsyms]        [k] ret_from_fork
     0.00%     0.00%  kworker/9:0-dio  [kernel.kallsyms]        [k] worker_thread
     0.00%     0.00%  kworker/2:2-dio  [kernel.kallsyms]        [k] dequeue_task_fair
     0.00%     0.00%  tclsh8.6         libmariadb.so.3          [.] 0x000000000001b120
     0.00%     0.00%  kworker/18:1H-k  [kernel.kallsyms]        [k] schedule
     0.00%     0.00%  kworker/24:0-di  [kernel.kallsyms]        [k] find_busiest_group
     0.00%     0.00%  kworker/24:0-di  [kernel.kallsyms]        [k] load_balance
     0.00%     0.00%  kworker/24:0-di  [kernel.kallsyms]        [k] update_sd_lb_stats.constprop.0
     0.00%     0.00%  kworker/24:0-di  [kernel.kallsyms]        [k] update_sg_lb_stats
     0.00%     0.00%  mariadbd         mariadbd                 [.] 0x0000000000d9cbb1
