# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 1M of event 'cycles'
# Event count (approx.): 2154247104299
#
# Children      Self  Command          Shared Object                        Symbol                                                                                                                                                                                               
# ........  ........  ...............  ...................................  .....................................................................................................................................................................................................
#
    37.82%     0.11%  Executor task l  [kernel.kallsyms]                    [k] asm_sysvec_apic_timer_interrupt
    36.68%     0.08%  Executor task l  [kernel.kallsyms]                    [k] sysvec_apic_timer_interrupt
    32.27%     0.38%  Executor task l  [kernel.kallsyms]                    [k] __sysvec_apic_timer_interrupt
    31.58%     0.78%  Executor task l  [kernel.kallsyms]                    [k] hrtimer_interrupt
    27.71%     0.53%  Executor task l  [kernel.kallsyms]                    [k] __hrtimer_run_queues
    27.18%     0.04%  Executor task l  [kernel.kallsyms]                    [k] __run_hrtimer
    26.17%     0.11%  Executor task l  [kernel.kallsyms]                    [k] tick_sched_timer
    24.76%     0.09%  Executor task l  [kernel.kallsyms]                    [k] tick_sched_handle
    24.59%     1.08%  Executor task l  [kernel.kallsyms]                    [k] update_process_times
    18.09%     0.84%  Executor task l  [kernel.kallsyms]                    [k] scheduler_tick
    16.22%     0.04%  Executor task l  [kernel.kallsyms]                    [k] entry_SYSCALL_64_after_hwframe
    16.19%     0.03%  Executor task l  [kernel.kallsyms]                    [k] do_syscall_64
     9.66%     0.01%  Executor task l  [kernel.kallsyms]                    [k] ksys_read
     9.54%     0.04%  Executor task l  [kernel.kallsyms]                    [k] vfs_read
     9.41%     0.07%  Executor task l  [kernel.kallsyms]                    [k] new_sync_read
     9.30%     0.13%  Executor task l  [kernel.kallsyms]                    [k] filemap_read
     8.34%     0.97%  Executor task l  [kernel.kallsyms]                    [k] task_tick_fair
     7.01%     0.69%  Executor task l  [kernel.kallsyms]                    [k] perf_event_task_tick
     6.32%     2.66%  Executor task l  [kernel.kallsyms]                    [k] perf_adjust_freq_unthr_context
     4.63%     0.03%  Executor task l  [kernel.kallsyms]                    [k] copy_page_to_iter
     4.61%     0.06%  Executor task l  [kernel.kallsyms]                    [k] copy_page_to_iter_iovec
     4.61%     4.46%  Executor task l  [kernel.kallsyms]                    [k] copy_user_generic_string
     3.99%     0.03%  Executor task l  [kernel.kallsyms]                    [k] filemap_get_pages
     3.52%     0.28%  Executor task l  [kernel.kallsyms]                    [k] __irq_exit_rcu
     3.47%     1.68%  Executor task l  [kernel.kallsyms]                    [k] update_load_avg
     3.27%     0.00%  Executor task l  [kernel.kallsyms]                    [k] __x64_sys_openat
     3.27%     0.01%  Executor task l  [kernel.kallsyms]                    [k] do_sys_openat2
