# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 1M of event 'cycles'
# Event count (approx.): 2165800747805
#
# Children      Self  Command          Shared Object                       Symbol                                                                                                                                                                                               
# ........  ........  ...............  ..................................  .....................................................................................................................................................................................................
#
    37.77%     0.10%  Executor task l  [kernel.kallsyms]                   [k] asm_sysvec_apic_timer_interrupt
    36.64%     0.07%  Executor task l  [kernel.kallsyms]                   [k] sysvec_apic_timer_interrupt
    32.20%     0.37%  Executor task l  [kernel.kallsyms]                   [k] __sysvec_apic_timer_interrupt
    31.48%     0.80%  Executor task l  [kernel.kallsyms]                   [k] hrtimer_interrupt
    27.66%     0.57%  Executor task l  [kernel.kallsyms]                   [k] __hrtimer_run_queues
    27.09%     0.03%  Executor task l  [kernel.kallsyms]                   [k] __run_hrtimer
    26.08%     0.05%  Executor task l  [kernel.kallsyms]                   [k] tick_sched_timer
    24.76%     0.10%  Executor task l  [kernel.kallsyms]                   [k] tick_sched_handle
    24.59%     0.95%  Executor task l  [kernel.kallsyms]                   [k] update_process_times
    18.04%     0.81%  Executor task l  [kernel.kallsyms]                   [k] scheduler_tick
    16.59%     0.04%  Executor task l  [kernel.kallsyms]                   [k] entry_SYSCALL_64_after_hwframe
    16.55%     0.03%  Executor task l  [kernel.kallsyms]                   [k] do_syscall_64
     9.93%     0.01%  Executor task l  [kernel.kallsyms]                   [k] ksys_read
     9.79%     0.04%  Executor task l  [kernel.kallsyms]                   [k] vfs_read
     9.65%     0.06%  Executor task l  [kernel.kallsyms]                   [k] new_sync_read
     9.55%     0.13%  Executor task l  [kernel.kallsyms]                   [k] filemap_read
     8.15%     0.93%  Executor task l  [kernel.kallsyms]                   [k] task_tick_fair
     7.19%     0.65%  Executor task l  [kernel.kallsyms]                   [k] perf_event_task_tick
     6.54%     2.84%  Executor task l  [kernel.kallsyms]                   [k] perf_adjust_freq_unthr_context
     4.82%     0.02%  Executor task l  [kernel.kallsyms]                   [k] copy_page_to_iter
