# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 1M of event 'cycles'
# Event count (approx.): 3685831712609
#
# Children      Self  Command          Shared Object                       Symbol                                                                                                                                                                                               
# ........  ........  ...............  ..................................  .....................................................................................................................................................................................................
#
    49.28%     0.06%  Executor task l  [kernel.kallsyms]                   [k] entry_SYSCALL_64_after_hwframe
    49.22%     0.06%  Executor task l  [kernel.kallsyms]                   [k] do_syscall_64
    37.48%     0.03%  Executor task l  [kernel.kallsyms]                   [k] ksys_read
    37.20%     0.08%  Executor task l  [kernel.kallsyms]                   [k] vfs_read
    36.86%     0.13%  Executor task l  [kernel.kallsyms]                   [k] new_sync_read
    36.65%     0.54%  Executor task l  [kernel.kallsyms]                   [k] filemap_read
    26.07%    25.16%  Executor task l  [kernel.kallsyms]                   [k] copy_user_generic_string
    25.65%     0.16%  Executor task l  [kernel.kallsyms]                   [k] asm_sysvec_apic_timer_interrupt
    24.67%     0.06%  Executor task l  [kernel.kallsyms]                   [k] sysvec_apic_timer_interrupt
    23.68%     0.08%  Executor task l  [kernel.kallsyms]                   [k] copy_page_to_iter
    23.61%     0.11%  Executor task l  [kernel.kallsyms]                   [k] copy_page_to_iter_iovec
    22.43%     0.30%  Executor task l  [kernel.kallsyms]                   [k] __sysvec_apic_timer_interrupt
    22.03%     0.64%  Executor task l  [kernel.kallsyms]                   [k] hrtimer_interrupt
    19.46%     0.45%  Executor task l  [kernel.kallsyms]                   [k] __hrtimer_run_queues
    19.01%     0.04%  Executor task l  [kernel.kallsyms]                   [k] __run_hrtimer
    18.15%     0.07%  Executor task l  [kernel.kallsyms]                   [k] tick_sched_timer
    17.13%     0.07%  Executor task l  [kernel.kallsyms]                   [k] tick_sched_handle
    16.91%     0.61%  Executor task l  [kernel.kallsyms]                   [k] update_process_times
    12.54%     0.56%  Executor task l  [kernel.kallsyms]                   [k] scheduler_tick
    12.04%     0.12%  Executor task l  [kernel.kallsyms]                   [k] filemap_get_pages
    10.58%     0.19%  Executor task l  [kernel.kallsyms]                   [k] page_cache_ra_unbounded
     9.51%     0.01%  Executor task l  [kernel.kallsyms]                   [k] ksys_write
     9.44%     0.08%  Executor task l  [kernel.kallsyms]                   [k] vfs_write
     9.33%     0.02%  Executor task l  [kernel.kallsyms]                   [k] new_sync_write
     9.29%     0.02%  Executor task l  [kernel.kallsyms]                   [k] ext4_buffered_write_iter
     8.61%     0.07%  Executor task l  [kernel.kallsyms]                   [k] generic_perform_write
     6.13%     0.04%  Executor task l  [kernel.kallsyms]                   [k] add_to_page_cache_lru
     5.66%     0.69%  Executor task l  [kernel.kallsyms]                   [k] task_tick_fair
     5.04%     0.41%  Executor task l  [kernel.kallsyms]                   [k] __alloc_pages
     5.03%     0.55%  Executor task l  [kernel.kallsyms]                   [k] perf_event_task_tick
     4.87%     0.54%  Executor task l  [kernel.kallsyms]                   [k] __add_to_page_cache_locked
     4.48%     2.22%  Executor task l  [kernel.kallsyms]                   [k] perf_adjust_freq_unthr_context
     4.44%     0.03%  Executor task l  [kernel.kallsyms]                   [k] asm_exc_page_fault
     4.22%     0.01%  Executor task l  [kernel.kallsyms]                   [k] exc_page_fault
     4.11%     0.01%  Executor task l  [kernel.kallsyms]                   [k] do_user_addr_fault
     3.91%     0.23%  Executor task l  [kernel.kallsyms]                   [k] get_page_from_freelist
     3.81%     0.03%  Executor task l  [kernel.kallsyms]                   [k] handle_mm_fault
     3.74%     0.05%  Executor task l  [kernel.kallsyms]                   [k] __handle_mm_fault
     3.69%     0.07%  Executor task l  [kernel.kallsyms]                   [k] ext4_da_write_begin
     3.67%     0.03%  Executor task l  [kernel.kallsyms]                   [k] do_anonymous_page
     2.95%     0.00%  kswapd0          [kernel.kallsyms]                   [k] kswapd
     2.95%     0.00%  kswapd0          [kernel.kallsyms]                   [k] kthread
     2.95%     0.00%  kswapd0          [kernel.kallsyms]                   [k] ret_from_fork
     2.94%     0.00%  kswapd0          [kernel.kallsyms]                   [k] balance_pgdat
     2.94%     0.00%  kswapd0          [kernel.kallsyms]                   [k] shrink_node
     2.94%     0.00%  kswapd0          [kernel.kallsyms]                   [k] shrink_node_memcgs
     2.79%     0.00%  kswapd0          [kernel.kallsyms]                   [k] shrink_lruvec
     2.75%     0.11%  Executor task l  [kernel.kallsyms]                   [k] copy_page_from_iter_atomic
     2.71%     0.01%  kswapd0          [kernel.kallsyms]                   [k] shrink_inactive_list
     2.69%     0.04%  Executor task l  [kernel.kallsyms]                   [k] read_pages
     2.65%     0.04%  Executor task l  [kernel.kallsyms]                   [k] alloc_pages_vma
     2.38%     2.37%  Executor task l  [kernel.kallsyms]                   [k] native_queued_spin_lock_slowpath.part.0
     2.22%     0.11%  kswapd0          [kernel.kallsyms]                   [k] shrink_page_list
     2.17%     0.91%  Executor task l  [kernel.kallsyms]                   [k] update_load_avg
     1.92%     0.03%  Executor task l  [kernel.kallsyms]                   [k] amd_pmu_disable_all
     1.84%     0.30%  Executor task l  [kernel.kallsyms]                   [k] rmqueue
     1.82%     0.21%  Executor task l  [kernel.kallsyms]                   [k] ext4_mpage_readpages
     1.80%     0.27%  Executor task l  [kernel.kallsyms]                   [k] _raw_spin_lock_irq
     1.72%     0.01%  Executor task l  [kernel.kallsyms]                   [k] kernel_init_free_pages.part.0
     1.70%     1.65%  Executor task l  [kernel.kallsyms]                   [k] clear_page_rep
     1.67%     0.08%  Executor task l  [kernel.kallsyms]                   [k] ext4_da_write_end
     1.62%     0.75%  Executor task l  [kernel.kallsyms]                   [k] account_user_time
     1.59%     0.19%  Executor task l  [kernel.kallsyms]                   [k] __irq_exit_rcu
     1.59%     0.00%  Executor task l  [kernel.kallsyms]                   [k] grab_cache_page_write_begin
     1.58%     0.94%  Executor task l  [kernel.kallsyms]                   [k] update_curr
     1.58%     0.03%  Executor task l  [kernel.kallsyms]                   [k] pagecache_get_page
     1.58%     0.06%  Executor task l  [kernel.kallsyms]                   [k] __block_write_begin_int
     1.51%     0.05%  Executor task l  [kernel.kallsyms]                   [k] __mark_inode_dirty
     1.45%     1.24%  Executor task l  [kernel.kallsyms]                   [k] x86_pmu_disable_all
     1.41%     0.01%  Executor task l  [kernel.kallsyms]                   [k] asm_common_interrupt
     1.39%     0.01%  Executor task l  [kernel.kallsyms]                   [k] common_interrupt
     1.38%     0.03%  Executor task l  [kernel.kallsyms]                   [k] ext4_dirty_inode
     1.37%     0.03%  Executor task l  [kernel.kallsyms]                   [k] generic_write_end
     1.29%     0.03%  Executor task l  [kernel.kallsyms]                   [k] mem_cgroup_charge
     1.25%     0.12%  Executor task l  [kernel.kallsyms]                   [k] exit_to_user_mode_prepare
     1.24%     0.78%  Executor task l  [kernel.kallsyms]                   [k] xas_load
     1.24%     0.04%  Executor task l  [kernel.kallsyms]                   [k] __common_interrupt
     1.22%     0.14%  Executor task l  [kernel.kallsyms]                   [k] lru_cache_add
     1.20%     0.04%  Executor task l  [kernel.kallsyms]                   [k] handle_edge_irq
     1.19%     0.80%  Executor task l  [kernel.kallsyms]                   [k] rmqueue_bulk
     1.18%     0.69%  Executor task l  [kernel.kallsyms]                   [k] filemap_get_read_batch
     1.16%     0.02%  Executor task l  [kernel.kallsyms]                   [k] __ext4_mark_inode_dirty
     1.13%     0.11%  Executor task l  [kernel.kallsyms]                   [k] rcu_sched_clock_irq
     1.10%     0.14%  Executor task l  [kernel.kallsyms]                   [k] __softirqentry_text_start
     1.10%     1.07%  Executor task l  [kernel.kallsyms]                   [k] ktime_get_update_offsets_now
     1.10%     0.02%  Executor task l  [kernel.kallsyms]                   [k] handle_irq_event
     1.09%     0.01%  Executor task l  [kernel.kallsyms]                   [k] irqentry_exit_to_user_mode
     1.08%     0.12%  Executor task l  [kernel.kallsyms]                   [k] __pagevec_lru_add
