# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 1M of event 'cycles'
# Event count (approx.): 7931925522321
#
# Children      Self  Command          Shared Object         Symbol                                             
# ........  ........  ...............  ....................  ...................................................
#
    28.54%     0.28%  java             [kernel.kallsyms]     [k] asm_exc_page_fault
    26.46%     0.31%  java             [kernel.kallsyms]     [k] exc_page_fault
    24.11%     0.36%  java             [kernel.kallsyms]     [k] do_user_addr_fault
    19.60%     0.84%  java             [kernel.kallsyms]     [k] handle_mm_fault
    19.04%     0.01%  LocalJobRunner   [kernel.kallsyms]     [k] entry_SYSCALL_64_after_hwframe
    19.03%     0.01%  LocalJobRunner   [kernel.kallsyms]     [k] do_syscall_64
    17.22%     3.74%  java             [kernel.kallsyms]     [k] __handle_mm_fault
    16.58%     0.17%  LocalJobRunner   [kernel.kallsyms]     [k] asm_exc_page_fault
    15.13%     0.11%  LocalJobRunner   [kernel.kallsyms]     [k] exc_page_fault
    14.37%     0.24%  LocalJobRunner   [kernel.kallsyms]     [k] do_user_addr_fault
    13.56%     0.39%  LocalJobRunner   [kernel.kallsyms]     [k] handle_mm_fault
    12.53%     1.46%  LocalJobRunner   [kernel.kallsyms]     [k] __handle_mm_fault
     9.50%     0.00%  LocalJobRunner   [kernel.kallsyms]     [k] __x64_sys_write
     9.50%     0.00%  LocalJobRunner   [kernel.kallsyms]     [k] ksys_write
     9.50%     0.00%  LocalJobRunner   [kernel.kallsyms]     [k] vfs_write
     9.49%     0.00%  LocalJobRunner   [kernel.kallsyms]     [k] new_sync_write
     9.49%     0.00%  LocalJobRunner   [kernel.kallsyms]     [k] ext4_file_write_iter
     9.49%     0.00%  LocalJobRunner   [kernel.kallsyms]     [k] ext4_buffered_write_iter
     9.47%     0.02%  LocalJobRunner   [kernel.kallsyms]     [k] generic_perform_write
     9.01%     0.22%  java             [kernel.kallsyms]     [k] migrate_misplaced_page
     8.40%     0.00%  LocalJobRunner   [kernel.kallsyms]     [k] __x64_sys_read
     8.40%     0.00%  LocalJobRunner   [kernel.kallsyms]     [k] ksys_read
     8.39%     0.00%  LocalJobRunner   [kernel.kallsyms]     [k] vfs_read
     8.39%     0.00%  LocalJobRunner   [kernel.kallsyms]     [k] new_sync_read
     8.39%     0.00%  LocalJobRunner   [kernel.kallsyms]     [k] ext4_file_read_iter
     8.39%     0.00%  LocalJobRunner   [kernel.kallsyms]     [k] generic_file_read_iter
     8.38%     0.14%  LocalJobRunner   [kernel.kallsyms]     [k] filemap_read
     7.90%     0.20%  LocalJobRunner   [kernel.kallsyms]     [k] __alloc_pages
     7.70%     0.66%  java             [kernel.kallsyms]     [k] migrate_pages
     7.35%     7.24%  LocalJobRunner   [kernel.kallsyms]     [k] copy_user_enhanced_fast_string
     6.10%     0.56%  LocalJobRunner   [kernel.kallsyms]     [k] get_page_from_freelist
     5.54%     0.00%  swapper          [kernel.kallsyms]     [k] secondary_startup_64_no_verify
     5.54%     0.00%  swapper          [kernel.kallsyms]     [k] cpu_startup_entry
