# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 12K of event 'cycles'
# Event count (approx.): 185956807552
#
# Children      Self  Command          Shared Object        Symbol                                                                                                                                                                        
# ........  ........  ...............  ...................  ..............................................................................................................................................................................
#
     0.52%     0.02%  mariadbd         [kernel.kallsyms]    [k] update_blocked_averages
     0.52%     0.01%  swapper          [kernel.kallsyms]    [k] perf_event_task_tick
     0.52%     0.12%  swapper          [kernel.kallsyms]    [k] finish_task_switch.isra.0
     0.51%     0.05%  swapper          [kernel.kallsyms]    [k] perf_adjust_freq_unthr_context
     0.51%     0.51%  mariadbd         [kernel.kallsyms]    [k] _raw_spin_lock_irqsave
     0.48%     0.01%  mariadbd         [kernel.kallsyms]    [k] sysvec_call_function
     0.48%     0.14%  mariadbd         [kernel.kallsyms]    [k] set_task_cpu
     0.48%     0.04%  mariadbd         [kernel.kallsyms]    [k] iomap_dio_bio_end_io
     0.47%     0.16%  swapper          [kernel.kallsyms]    [k] set_next_entity
     0.45%     0.02%  swapper          [kernel.kallsyms]    [k] amd_pmu_disable_all
     0.44%     0.44%  mariadbd         libpthread-2.28.so   [.] __lll_lock_wait
     0.44%     0.23%  swapper          [kernel.kallsyms]    [k] flush_smp_call_function_queue
     0.43%     0.01%  mariadbd         [kernel.kallsyms]    [k] consume_skb
     0.43%     0.43%  mariadbd         [kernel.kallsyms]    [k] __switch_to
     0.43%     0.43%  mariadbd         libpthread-2.28.so   [.] __pthread_mutex_lock
     0.42%     0.07%  swapper          [kernel.kallsyms]    [k] tick_nohz_next_event
     0.42%     0.08%  tclsh8.6         [kernel.kallsyms]    [k] kmem_cache_alloc_node
     0.42%     0.00%  mariadbd         [kernel.kallsyms]    [k] ext4_da_write_begin
     0.42%     0.11%  mariadbd         [kernel.kallsyms]    [k] flush_smp_call_function_queue
     0.42%     0.09%  mariadbd         [kernel.kallsyms]    [k] check_preempt_curr
     0.41%     0.01%  mariadbd         [kernel.kallsyms]    [k] ttwu_do_wakeup
     0.41%     0.11%  mariadbd         [kernel.kallsyms]    [k] wake_affine_weight
     0.41%     0.41%  mariadbd         [kernel.kallsyms]    [k] __list_del_entry_valid
     0.40%     0.01%  mariadbd         [kernel.kallsyms]    [k] __alloc_pages
     0.40%     0.06%  swapper          [kernel.kallsyms]    [k] rebalance_domains
     0.39%     0.39%  mariadbd         [kernel.kallsyms]    [k] copy_user_generic_string
     0.39%     0.39%  mariadbd         [kernel.kallsyms]    [k] update_cfs_group
     0.39%     0.34%  swapper          [kernel.kallsyms]    [k] _raw_spin_lock
     0.39%     0.02%  mariadbd         [kernel.kallsyms]    [k] lockless_pages_from_mm
     0.39%     0.39%  mariadbd         [kernel.kallsyms]    [k] __switch_to_asm
     0.38%     0.02%  swapper          [kernel.kallsyms]    [k] _nohz_idle_balance.constprop.0.isra.0
     0.38%     0.17%  mariadbd         [kernel.kallsyms]    [k] __update_blocked_fair
     0.37%     0.37%  swapper          [kernel.kallsyms]    [k] read_tsc
     0.37%     0.37%  mariadbd         [kernel.kallsyms]    [k] cpuacct_charge
     0.37%     0.01%  swapper          [kernel.kallsyms]    [k] tick_nohz_restart_sched_tick
     0.37%     0.08%  mariadbd         [kernel.kallsyms]    [k] gup_pgd_range
     0.37%     0.35%  mariadbd         [kernel.kallsyms]    [k] llist_add_batch
     0.37%     0.00%  mariadbd         [kernel.kallsyms]    [k] __mark_inode_dirty
     0.36%     0.03%  swapper          [kernel.kallsyms]    [k] hrtimer_next_event_without
     0.36%     0.02%  mariadbd         [kernel.kallsyms]    [k] obj_cgroup_charge
     0.36%     0.03%  mariadbd         [kernel.kallsyms]    [k] get_page_from_freelist
