# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 40K of event 'cycles'
# Event count (approx.): 596434766724
#
# Children      Self  Command          Shared Object            Symbol                                                                                                                                      
# ........  ........  ...............  .......................  ............................................................................................................................................
#
     0.04%     0.04%  mariadbd         [kernel.kallsyms]        [k] _raw_spin_lock_irq
     0.04%     0.04%  swapper          [kernel.kallsyms]        [k] rb_insert_color
     0.04%     0.01%  tclsh8.6         [kernel.kallsyms]        [k] check_preempt_curr
     0.04%     0.03%  kswapd0          [kernel.kallsyms]        [k] __mod_memcg_lruvec_state
     0.04%     0.02%  mariadbd         [kernel.kallsyms]        [k] __cgroup_account_cputime_field
     0.04%     0.04%  mariadbd         mariadbd                 [.] rw_pr_wrlock
     0.04%     0.03%  tclsh8.6         [kernel.kallsyms]        [k] __build_skb_around
     0.04%     0.02%  swapper          [kernel.kallsyms]        [k] timekeeping_advance
     0.04%     0.04%  mariadbd         [kernel.kallsyms]        [k] update_dl_rq_load_avg
     0.04%     0.00%  kworker/21:1-di  [kernel.kallsyms]        [k] kthread
     0.04%     0.00%  kworker/21:1-di  [kernel.kallsyms]        [k] ret_from_fork
     0.04%     0.00%  kworker/21:1-di  [kernel.kallsyms]        [k] worker_thread
     0.04%     0.00%  swapper          [kernel.kallsyms]        [k] end_page_writeback
     0.04%     0.00%  mariadbd         [kernel.kallsyms]        [k] page_swapcount
     0.04%     0.04%  mariadbd         mariadbd                 [.] _ZN13sp_lex_keeper23reset_lex_and_exec_coreEP3THDPjbP8sp_instr
     0.04%     0.00%  kworker/22:2     [kernel.kallsyms]        [k] kthread
     0.04%     0.00%  kworker/22:2     [kernel.kallsyms]        [k] ret_from_fork
     0.04%     0.00%  kworker/22:2     [kernel.kallsyms]        [k] worker_thread
     0.04%     0.00%  kswapd0          [kernel.kallsyms]        [k] submit_bio_checks
     0.04%     0.00%  kswapd0          [kernel.kallsyms]        [k] submit_bio_noacct
     0.04%     0.04%  mariadbd         libc-2.28.so             [.] cfree@GLIBC_2.2.5
     0.04%     0.03%  mariadbd         [kernel.kallsyms]        [k] inode_security
     0.04%     0.00%  khugepaged       [kernel.kallsyms]        [k] __unmap_and_move
     0.04%     0.03%  mariadbd         [kernel.kallsyms]        [k] timerqueue_add
     0.04%     0.00%  mariadbd         [kernel.kallsyms]        [k] enqueue_hrtimer
     0.04%     0.01%  mariadbd         [kernel.kallsyms]        [k] stop_this_handle
     0.04%     0.03%  tclsh8.6         [kernel.kallsyms]        [k] update_sg_lb_stats
     0.04%     0.00%  tclsh8.6         [kernel.kallsyms]        [k] update_sd_lb_stats.constprop.0
     0.04%     0.00%  kworker/20:2-di  [kernel.kallsyms]        [k] kthread
     0.04%     0.00%  kworker/20:2-di  [kernel.kallsyms]        [k] ret_from_fork
     0.04%     0.00%  kworker/20:2-di  [kernel.kallsyms]        [k] worker_thread
     0.04%     0.00%  mariadbd         [kernel.kallsyms]        [k] __mod_lruvec_state
     0.04%     0.03%  mariadbd         [kernel.kallsyms]        [k] __rq_qos_done
     0.04%     0.00%  mariadbd         [kernel.kallsyms]        [k] remove_wait_queue
     0.04%     0.04%  mariadbd         [kernel.kallsyms]        [k] ext4_file_read_iter
     0.04%     0.01%  tclsh8.6         [kernel.kallsyms]        [k] __virt_addr_valid
     0.04%     0.02%  swapper          [kernel.kallsyms]        [k] __blk_mq_free_request
     0.04%     0.00%  kswapd0          [kernel.kallsyms]        [k] page_cache_delete
     0.04%     0.04%  mariadbd         [kernel.kallsyms]        [k] error_return
     0.03%     0.01%  swapper          [kernel.kallsyms]        [k] rcu_note_context_switch
     0.03%     0.03%  mariadbd         mariadbd                 [.] 0x0000000000d9d382
     0.03%     0.03%  mariadbd         mariadbd                 [.] _Z12setup_fieldsP3THD20Bounds_checked_arrayIP4ItemER4ListIS2_E17enum_column_usagePS6_S9_b
     0.03%     0.03%  mariadbd         [kernel.kallsyms]        [k] dma_direct_map_sg
     0.03%     0.03%  mariadbd         [kernel.kallsyms]        [k] maybe_add_creds
     0.03%     0.03%  mariadbd         mariadbd                 [.] lf_hash_search_using_hash_value
     0.03%     0.00%  mariadbd         [kernel.kallsyms]        [k] bio_attempt_back_merge
     0.03%     0.03%  mariadbd         [kernel.kallsyms]        [k] clear_buddies
     0.03%     0.00%  kworker/14:0-di  [kernel.kallsyms]        [k] worker_thread
     0.03%     0.00%  kworker/14:0-di  [kernel.kallsyms]        [k] kthread
     0.03%     0.00%  kworker/14:0-di  [kernel.kallsyms]        [k] ret_from_fork
     0.03%     0.01%  mariadbd         [kernel.kallsyms]        [k] find_vma
     0.03%     0.02%  swapper          [kernel.kallsyms]        [k] select_task_rq_fair
     0.03%     0.03%  tclsh8.6         [kernel.kallsyms]        [k] __mod_memcg_state.part.0
     0.03%     0.00%  mariadbd         [kernel.kallsyms]        [k] account_page_dirtied
     0.03%     0.03%  mariadbd         libc-2.28.so             [.] __memcmp_avx2_movbe
     0.03%     0.02%  kswapd0          [kernel.kallsyms]        [k] read_tsc
     0.03%     0.00%  kswapd0          [kernel.kallsyms]        [k] ktime_get
     0.03%     0.00%  kworker/8:1-dio  [kernel.kallsyms]        [k] process_one_work
     0.03%     0.00%  tclsh8.6         [kernel.kallsyms]        [k] avc_has_perm
     0.03%     0.00%  kworker/5:0-dio  [kernel.kallsyms]        [k] kthread
     0.03%     0.00%  kworker/5:0-dio  [kernel.kallsyms]        [k] ret_from_fork
     0.03%     0.00%  kworker/5:0-dio  [kernel.kallsyms]        [k] worker_thread
     0.03%     0.01%  mariadbd         [kernel.kallsyms]        [k] bio_check_pages_dirty
     0.03%     0.03%  mariadbd         [kernel.kallsyms]        [k] attach_entity_load_avg
     0.03%     0.03%  mariadbd         [kernel.kallsyms]        [k] lru_gen_refault
     0.03%     0.00%  kcompactd0       [kernel.kallsyms]        [k] compact_zone
     0.03%     0.00%  kcompactd0       [kernel.kallsyms]        [k] kcompactd
     0.03%     0.00%  kcompactd0       [kernel.kallsyms]        [k] kthread
     0.03%     0.00%  kcompactd0       [kernel.kallsyms]        [k] proactive_compact_node
     0.03%     0.00%  kcompactd0       [kernel.kallsyms]        [k] ret_from_fork
     0.03%     0.03%  swapper          [kernel.kallsyms]        [k] blkcg_iolatency_done_bio
     0.03%     0.01%  swapper          [kernel.kallsyms]        [k] delay_halt.part.0
     0.03%     0.03%  mariadbd         mariadbd                 [.] alloc_root
     0.03%     0.03%  mariadbd         [kernel.kallsyms]        [k] syscall_exit_to_user_mode_prepare
     0.03%     0.03%  mariadbd         [vdso]                   [.] 0x0000000000000788
     0.03%     0.03%  mariadbd         libc-2.28.so             [.] __memmove_avx_unaligned
     0.03%     0.00%  mariadbd         [kernel.kallsyms]        [k] __remove_hrtimer
     0.03%     0.03%  swapper          [kernel.kallsyms]        [k] native_queued_spin_lock_slowpath.part.0
     0.03%     0.03%  mariadbd         libpthread-2.28.so       [.] pthread_self@GLIBC_2.2.5
     0.03%     0.03%  mariadbd         [kernel.kallsyms]        [k] __ksize
     0.03%     0.00%  kworker/7:1-dio  [kernel.kallsyms]        [k] process_one_work
     0.03%     0.00%  kworker/12:1-di  [kernel.kallsyms]        [k] kthread
     0.03%     0.00%  kworker/12:1-di  [kernel.kallsyms]        [k] ret_from_fork
     0.03%     0.00%  kworker/12:1-di  [kernel.kallsyms]        [k] worker_thread
     0.03%     0.03%  tclsh8.6         [kernel.kallsyms]        [k] __entry_text_start
     0.03%     0.01%  tclsh8.6         [kernel.kallsyms]        [k] __irq_exit_rcu
     0.03%     0.03%  mariadbd         mariadbd                 [.] 0x0000000000c9da2d
     0.03%     0.03%  swapper          [kernel.kallsyms]        [k] rcu_nmi_exit
     0.03%     0.03%  mariadbd         mariadbd                 [.] _ZN9Item_func10fix_fieldsEP3THDPP4Item
     0.03%     0.03%  mariadbd         [kernel.kallsyms]        [k] mem_cgroup_update_lru_size
     0.03%     0.03%  kswapd0          [kernel.kallsyms]        [k] _swap_info_get
     0.03%     0.03%  swapper          [kernel.kallsyms]        [k] check_cpu_stall
     0.03%     0.03%  mariadbd         [kernel.kallsyms]        [k] wbt_issue
     0.03%     0.03%  mariadbd         [kernel.kallsyms]        [k] kthread_is_per_cpu
     0.03%     0.03%  mariadbd         [kernel.kallsyms]        [k] blk_stat_add
     0.03%     0.01%  mariadbd         [kernel.kallsyms]        [k] obj_cgroup_uncharge_pages
     0.03%     0.03%  mariadbd         [kernel.kallsyms]        [k] __get_user_4
     0.03%     0.00%  kworker/15:2-di  [kernel.kallsyms]        [k] kthread
     0.03%     0.00%  kworker/15:2-di  [kernel.kallsyms]        [k] ret_from_fork
     0.03%     0.00%  kworker/15:2-di  [kernel.kallsyms]        [k] worker_thread
     0.03%     0.03%  tclsh8.6         [kernel.kallsyms]        [k] cpuacct_charge
     0.03%     0.03%  swapper          [kernel.kallsyms]        [k] rcu_nocb_flush_deferred_wakeup
     0.03%     0.01%  kswapd0          [kernel.kallsyms]        [k] set_page_dirty
     0.03%     0.03%  mariadbd         [kernel.kallsyms]        [k] rb_next
     0.03%     0.03%  mariadbd         mariadbd                 [.] vio_io_wait
     0.03%     0.00%  kworker/18:2-di  [kernel.kallsyms]        [k] process_one_work
     0.03%     0.02%  kswapd0          [kernel.kallsyms]        [k] add_to_swap_cache
     0.03%     0.00%  mariadbd         [kernel.kallsyms]        [k] hrtimer_init_sleeper
     0.03%     0.03%  mariadbd         [kernel.kallsyms]        [k] __count_memcg_events
     0.03%     0.03%  mariadbd         mariadbd                 [.] _ZN7sp_head7executeEP3THDb
     0.03%     0.03%  mariadbd         [kernel.kallsyms]        [k] ktime_get_coarse_real_ts64
     0.03%     0.00%  kworker/9:2-dio  [kernel.kallsyms]        [k] process_one_work
     0.03%     0.03%  mariadbd         [kernel.kallsyms]        [k] iov_iter_advance
     0.03%     0.03%  mariadbd         [kernel.kallsyms]        [k] blkcg_iolatency_throttle
     0.03%     0.03%  mariadbd         mariadbd                 [.] 0x0000000000c9f4cc
     0.03%     0.03%  swapper          [kernel.kallsyms]        [k] cpuidle_get_cpu_driver
     0.03%     0.03%  mariadbd         [kernel.kallsyms]        [k] native_flush_tlb_local
     0.03%     0.03%  swapper          [kernel.kallsyms]        [k] error_return
     0.03%     0.00%  mariadbd         [kernel.kallsyms]        [k] __ext4_ext_dirty
     0.03%     0.01%  khugepaged       [kernel.kallsyms]        [k] smp_call_function_many_cond
     0.03%     0.00%  khugepaged       [kernel.kallsyms]        [k] on_each_cpu_cond_mask
     0.03%     0.00%  kworker/3:0-dio  [kernel.kallsyms]        [k] kthread
     0.03%     0.00%  kworker/3:0-dio  [kernel.kallsyms]        [k] ret_from_fork
     0.03%     0.00%  kworker/3:0-dio  [kernel.kallsyms]        [k] worker_thread
     0.03%     0.01%  mariadbd         [kernel.kallsyms]        [k] swap_free
     0.03%     0.02%  tclsh8.6         [kernel.kallsyms]        [k] update_rq_clock_task
     0.03%     0.03%  tclsh8.6         [kernel.kallsyms]        [k] __update_load_avg_se
     0.03%     0.00%  mariadbd         [kernel.kallsyms]        [k] __io_submit_one.constprop.0
     0.03%     0.03%  mariadbd         [kernel.kallsyms]        [k] lookup_bh_lru
     0.03%     0.03%  mariadbd         [kernel.kallsyms]        [k] kmalloc_slab
     0.03%     0.00%  kworker/16:1-di  [kernel.kallsyms]        [k] kthread
     0.03%     0.00%  kworker/16:1-di  [kernel.kallsyms]        [k] ret_from_fork
     0.03%     0.00%  kworker/16:1-di  [kernel.kallsyms]        [k] worker_thread
     0.03%     0.02%  mariadbd         [kernel.kallsyms]        [k] nohz_balancer_kick
     0.03%     0.01%  mariadbd         [kernel.kallsyms]        [k] lock_timer_base
     0.03%     0.00%  sshd             [kernel.kallsyms]        [k] do_syscall_64
     0.03%     0.00%  sshd             [kernel.kallsyms]        [k] entry_SYSCALL_64_after_hwframe
     0.03%     0.00%  mariadbd         [kernel.kallsyms]        [k] ext4_da_map_blocks.constprop.0
     0.03%     0.00%  mariadbd         [kernel.kallsyms]        [k] ext4_da_get_block_prep
     0.03%     0.03%  tclsh8.6         libmariadb.so.3          [.] mysql_real_query
     0.03%     0.02%  mariadbd         [kernel.kallsyms]        [k] error_entry
     0.03%     0.01%  tclsh8.6         [kernel.kallsyms]        [k] default_send_IPI_single_phys
     0.03%     0.03%  tclsh8.6         [kernel.kallsyms]        [k] avc_lookup
     0.03%     0.03%  tclsh8.6         [kernel.kallsyms]        [k] __cgroup_account_cputime
     0.03%     0.00%  kworker/24:0-di  [kernel.kallsyms]        [k] kthread
     0.03%     0.00%  kworker/24:0-di  [kernel.kallsyms]        [k] ret_from_fork
     0.03%     0.00%  kworker/24:0-di  [kernel.kallsyms]        [k] worker_thread
     0.03%     0.02%  mariadbd         [kernel.kallsyms]        [k] __bio_try_merge_page
     0.03%     0.03%  tclsh8.6         libmariadb.so.3          [.] 0x0000000000025523
     0.03%     0.03%  mariadbd         mariadbd                 [.] _Z20delete_explain_queryP3LEX
     0.03%     0.00%  tclsh8.6         [kernel.kallsyms]        [k] select_idle_core
     0.03%     0.03%  mariadbd         mariadbd                 [.] _Z11open_tablesP3THDRK14DDL_options_stPP10TABLE_LISTPjjP19Prelocking_strategy
     0.03%     0.03%  swapper          [kernel.kallsyms]        [k] put_prev_task_idle
     0.03%     0.03%  mariadbd         [kernel.kallsyms]        [k] x86_pmu_disable
     0.03%     0.02%  mariadbd         [kernel.kallsyms]        [k] ext4_journal_check_start
     0.03%     0.00%  tclsh8.6         [kernel.kallsyms]        [k] end_swap_bio_read
     0.03%     0.03%  mariadbd         [kernel.kallsyms]        [k] invalidate_bh_lrus_cpu
     0.03%     0.01%  mariadbd         [kernel.kallsyms]        [k] can_migrate_task
     0.03%     0.03%  mariadbd         libpthread-2.28.so       [.] __libc_send
     0.03%     0.03%  mariadbd         [kernel.kallsyms]        [k] __hrtimer_init
     0.03%     0.03%  mariadbd         [kernel.kallsyms]        [k] blk_mq_get_driver_tag
     0.03%     0.03%  swapper          [kernel.kallsyms]        [k] rcu_qs
     0.03%     0.01%  swapper          [kernel.kallsyms]        [k] blk_account_io_done
     0.03%     0.03%  mariadbd         mariadbd                 [.] 0x0000000000d9c210
     0.03%     0.03%  mariadbd         [kernel.kallsyms]        [k] nvme_setup_rw
     0.03%     0.03%  mariadbd         mariadbd                 [.] _Z10do_commandP3THDb
     0.03%     0.03%  tclsh8.6         [kernel.kallsyms]        [k] pfn_valid
     0.03%     0.00%  mariadbd         [kernel.kallsyms]        [k] __sbitmap_get_word
     0.03%     0.03%  mariadbd         [kernel.kallsyms]        [k] blk_throtl_bio
     0.03%     0.03%  mariadbd         [kernel.kallsyms]        [k] __accumulate_pelt_segments
     0.03%     0.03%  mariadbd         libpthread-2.28.so       [.] __pthread_getspecific
     0.03%     0.00%  kworker/28:1-di  [kernel.kallsyms]        [k] kthread
     0.03%     0.00%  kworker/28:1-di  [kernel.kallsyms]        [k] ret_from_fork
     0.03%     0.00%  kworker/28:1-di  [kernel.kallsyms]        [k] worker_thread
     0.03%     0.03%  mariadbd         mariadbd                 [.] _ZN5tpool19thread_pool_generic11worker_mainEPNS_11worker_dataE
     0.03%     0.03%  mariadbd         [kernel.kallsyms]        [k] note_interrupt
     0.03%     0.02%  mariadbd         [kernel.kallsyms]        [k] release_pages
     0.03%     0.02%  tclsh8.6         [kernel.kallsyms]        [k] __update_idle_core
     0.03%     0.00%  tclsh8.6         [kernel.kallsyms]        [k] pick_next_task_idle
     0.03%     0.03%  mariadbd         mariadbd                 [.] _Z21mysql_execute_commandP3THDb
     0.03%     0.03%  mariadbd         [kernel.kallsyms]        [k] bio_to_wbt_flags
     0.03%     0.00%  kworker/13:1-di  [kernel.kallsyms]        [k] kthread
     0.03%     0.00%  kworker/13:1-di  [kernel.kallsyms]        [k] ret_from_fork
     0.03%     0.00%  kworker/13:1-di  [kernel.kallsyms]        [k] worker_thread
     0.03%     0.03%  mariadbd         mariadbd                 [.] _ZN7handler16ha_external_lockEP3THDi
     0.03%     0.00%  swapper          [kernel.kallsyms]        [k] test_clear_page_writeback
     0.03%     0.02%  swapper          [kernel.kallsyms]        [k] swap_slot_free_notify
     0.03%     0.03%  swapper          [kernel.kallsyms]        [k] kmem_cache_free
     0.03%     0.01%  tclsh8.6         [kernel.kallsyms]        [k] __softirqentry_text_start
     0.03%     0.03%  mariadbd         mariadbd                 [.] 0x0000000000d9ab27
     0.03%     0.00%  kworker/6:0-dio  [kernel.kallsyms]        [k] aio_complete_rw
     0.03%     0.02%  swapper          [kernel.kallsyms]        [k] rcu_eqs_exit.constprop.0
     0.03%     0.00%  kworker/0:0-dio  [kernel.kallsyms]        [k] worker_thread
     0.03%     0.00%  kworker/0:0-dio  [kernel.kallsyms]        [k] kthread
     0.03%     0.00%  kworker/0:0-dio  [kernel.kallsyms]        [k] ret_from_fork
     0.03%     0.02%  swapper          [kernel.kallsyms]        [k] cpuidle_reflect
     0.03%     0.03%  tclsh8.6         [kernel.kallsyms]        [k] save_fpregs_to_fpstate
     0.03%     0.00%  mariadbd         [kernel.kallsyms]        [k] _copy_from_user
     0.03%     0.03%  mariadbd         [kernel.kallsyms]        [k] delay_halt_mwaitx
     0.03%     0.02%  mariadbd         [kernel.kallsyms]        [k] add_interrupt_randomness
     0.03%     0.03%  tclsh8.6         [kernel.kallsyms]        [k] fput
     0.03%     0.00%  mariadbd         [kernel.kallsyms]        [k] ext4_end_bio
     0.03%     0.03%  mariadbd         mariadbd                 [.] _ZN5tpool19thread_pool_generic14wait_for_tasksERSt11unique_lockISt5mutexEPNS_11worker_dataE
     0.03%     0.03%  mariadbd         mariadbd                 [.] 0x0000000000cf95c5
     0.03%     0.00%  mariadbd         [kernel.kallsyms]        [k] rcu_report_qs_rdp
     0.03%     0.03%  tclsh8.6         libmariadb.so.3          [.] 0x00000000000252a2
     0.03%     0.03%  mariadbd         [kernel.kallsyms]        [k] native_send_call_func_single_ipi
     0.03%     0.03%  swapper          [kernel.kallsyms]        [k] rcu_dynticks_eqs_enter
     0.03%     0.00%  kworker/8:1-dio  [kernel.kallsyms]        [k] aio_complete_rw
     0.03%     0.03%  mariadbd         mariadbd                 [.] 0x0000000000da1c80
     0.03%     0.03%  kswapd0          [kernel.kallsyms]        [k] page_mapping
     0.03%     0.01%  mariadbd         [kernel.kallsyms]        [k] avc_has_perm
     0.03%     0.00%  kworker/16:1-di  [kernel.kallsyms]        [k] process_one_work
     0.03%     0.03%  swapper          [kernel.kallsyms]        [k] timer_clear_idle
     0.03%     0.02%  mariadbd         [kernel.kallsyms]        [k] percpu_counter_add_batch
     0.03%     0.03%  mariadbd         mariadbd                 [.] 0x0000000000c80d18
     0.03%     0.03%  mariadbd         [kernel.kallsyms]        [k] rcu_all_qs
     0.03%     0.03%  mariadbd         [kernel.kallsyms]        [k] __radix_tree_lookup
     0.03%     0.03%  mariadbd         libpthread-2.28.so       [.] __pthread_mutex_unlock
     0.03%     0.01%  mariadbd         [kernel.kallsyms]        [k] jbd2_journal_get_write_access
     0.03%     0.03%  swapper          [kernel.kallsyms]        [k] error_entry
     0.03%     0.03%  mariadbd         mariadbd                 [.] 0x0000000000d9d11d
     0.03%     0.03%  swapper          [kernel.kallsyms]        [k] update_dl_rq_load_avg
     0.03%     0.03%  tclsh8.6         [kernel.kallsyms]        [k] syscall_return_via_sysret
     0.03%     0.02%  mariadbd         [kernel.kallsyms]        [k] sg_init_table
     0.03%     0.02%  swapper          [kernel.kallsyms]        [k] dma_direct_unmap_sg
     0.03%     0.00%  mariadbd         [kernel.kallsyms]        [k] ext4_extent_block_csum_set
     0.03%     0.03%  mariadbd         [kernel.kallsyms]        [k] kthread_blkcg
     0.03%     0.00%  sshd             [kernel.kallsyms]        [k] __x64_sys_select
     0.03%     0.00%  sshd             [kernel.kallsyms]        [k] core_sys_select
     0.03%     0.00%  sshd             [kernel.kallsyms]        [k] do_select
     0.03%     0.00%  sshd             [kernel.kallsyms]        [k] kern_select
     0.03%     0.00%  kworker/31:3-ev  [kernel.kallsyms]        [k] kthread
     0.03%     0.00%  kworker/31:3-ev  [kernel.kallsyms]        [k] ret_from_fork
     0.03%     0.00%  kworker/31:3-ev  [kernel.kallsyms]        [k] worker_thread
     0.02%     0.00%  kworker/10:0-mm  [kernel.kallsyms]        [k] worker_thread
     0.02%     0.00%  kworker/10:0-mm  [kernel.kallsyms]        [k] kthread
     0.02%     0.00%  kworker/10:0-mm  [kernel.kallsyms]        [k] ret_from_fork
     0.02%     0.01%  swapper          [kernel.kallsyms]        [k] bio_check_pages_dirty
     0.02%     0.00%  kworker/12:1-di  [kernel.kallsyms]        [k] process_one_work
     0.02%     0.00%  mariadbd         [kernel.kallsyms]        [k] ext4_finish_bio
     0.02%     0.00%  kswapd0          [kernel.kallsyms]        [k] end_page_writeback
     0.02%     0.00%  kswapd0          [kernel.kallsyms]        [k] end_swap_bio_write
     0.02%     0.00%  kworker/25:4-di  [kernel.kallsyms]        [k] process_one_work
     0.02%     0.02%  tclsh8.6         libtcl8.6.so             [.] TEBCresume
     0.02%     0.02%  mariadbd         [kernel.kallsyms]        [k] propagate_protected_usage
     0.02%     0.01%  tclsh8.6         [kernel.kallsyms]        [k] wake_up_page_bit
     0.02%     0.00%  kworker/26:2-di  [kernel.kallsyms]        [k] process_one_work
     0.02%     0.02%  mariadbd         mariadbd                 [.] 0x0000000000ea8e32
     0.02%     0.00%  kswapd0          [kernel.kallsyms]        [k] try_to_free_buffers
     0.02%     0.02%  tclsh8.6         [kernel.kallsyms]        [k] mod_objcg_state
     0.02%     0.00%  kworker/15:2-di  [kernel.kallsyms]        [k] process_one_work
     0.02%     0.02%  mariadbd         [kernel.kallsyms]        [k] memset
     0.02%     0.02%  kswapd0          [kernel.kallsyms]        [k] _find_next_bit
     0.02%     0.00%  kswapd0          [kernel.kallsyms]        [k] cpumask_next
     0.02%     0.01%  mariadbd         [kernel.kallsyms]        [k] ___slab_alloc
     0.02%     0.00%  kworker/4:0-dio  [kernel.kallsyms]        [k] kthread
     0.02%     0.00%  kworker/4:0-dio  [kernel.kallsyms]        [k] ret_from_fork
     0.02%     0.00%  kworker/4:0-dio  [kernel.kallsyms]        [k] worker_thread
     0.02%     0.00%  khugepaged       [kernel.kallsyms]        [k] do_try_to_free_pages
     0.02%     0.00%  khugepaged       [kernel.kallsyms]        [k] shrink_node
     0.02%     0.00%  khugepaged       [kernel.kallsyms]        [k] shrink_node_memcgs
     0.02%     0.00%  khugepaged       [kernel.kallsyms]        [k] shrink_zones
     0.02%     0.00%  khugepaged       [kernel.kallsyms]        [k] try_to_free_pages
     0.02%     0.00%  kworker/22:2     [kernel.kallsyms]        [k] process_one_work
     0.02%     0.02%  swapper          [kernel.kallsyms]        [k] tick_nohz_idle_retain_tick
     0.02%     0.02%  mariadbd         [kernel.kallsyms]        [k] can_migrate_task.part.0
     0.02%     0.00%  kworker/17:3-di  [kernel.kallsyms]        [k] kthread
     0.02%     0.00%  kworker/17:3-di  [kernel.kallsyms]        [k] ret_from_fork
     0.02%     0.00%  kworker/17:3-di  [kernel.kallsyms]        [k] worker_thread
     0.02%     0.02%  mariadbd         mariadbd                 [.] _ZN3THD12reset_killedEv
     0.02%     0.02%  mariadbd         [kernel.kallsyms]        [k] vmacache_find
     0.02%     0.00%  tclsh8.6         [kernel.kallsyms]        [k] update_blocked_averages
     0.02%     0.02%  kswapd0          [kernel.kallsyms]        [k] ptep_test_and_clear_young
     0.02%     0.01%  tclsh8.6         [kernel.kallsyms]        [k] switch_mm_irqs_off
     0.02%     0.01%  swapper          [kernel.kallsyms]        [k] add_interrupt_randomness
     0.02%     0.00%  kworker/3:0-dio  [kernel.kallsyms]        [k] process_one_work
     0.02%     0.02%  swapper          [kernel.kallsyms]        [k] delay_halt_mwaitx
     0.02%     0.00%  kswapd0          [kernel.kallsyms]        [k] __hrtimer_run_queues
     0.02%     0.00%  kswapd0          [kernel.kallsyms]        [k] __run_hrtimer
     0.02%     0.00%  kswapd0          [kernel.kallsyms]        [k] hrtimer_interrupt
     0.02%     0.00%  kswapd0          [kernel.kallsyms]        [k] tick_sched_timer
     0.02%     0.02%  mariadbd         [kernel.kallsyms]        [k] nvme_complete_rq
     0.02%     0.00%  kworker/7:1-dio  [kernel.kallsyms]        [k] aio_complete_rw
     0.02%     0.00%  mariadbd         [kernel.kallsyms]        [k] blk_insert_flush
     0.02%     0.02%  mariadbd         [kernel.kallsyms]        [k] __bitmap_andnot
     0.02%     0.00%  kworker/11:1-di  [kernel.kallsyms]        [k] kthread
     0.02%     0.00%  kworker/11:1-di  [kernel.kallsyms]        [k] ret_from_fork
     0.02%     0.00%  kworker/11:1-di  [kernel.kallsyms]        [k] worker_thread
     0.02%     0.02%  mariadbd         libc-2.28.so             [.] __libc_disable_asynccancel
     0.02%     0.02%  mariadbd         libpthread-2.28.so       [.] __libc_pread64
     0.02%     0.00%  kworker/6:0-dio  [kernel.kallsyms]        [k] __wake_up_common
     0.02%     0.00%  kworker/6:0-dio  [kernel.kallsyms]        [k] __wake_up_common_lock
     0.02%     0.00%  kworker/6:0-dio  [kernel.kallsyms]        [k] autoremove_wake_function
     0.02%     0.02%  swapper          [kernel.kallsyms]        [k] irq_chip_ack_parent
     0.02%     0.00%  kworker/24:0-di  [kernel.kallsyms]        [k] process_one_work
     0.02%     0.00%  kworker/21:1-di  [kernel.kallsyms]        [k] process_one_work
     0.02%     0.02%  mariadbd         [kernel.kallsyms]        [k] skb_put
     0.02%     0.02%  mariadbd         [kernel.kallsyms]        [k] sbitmap_queue_clear
     0.02%     0.00%  kworker/20:2-di  [kernel.kallsyms]        [k] process_one_work
     0.02%     0.02%  mariadbd         mariadbd                 [.] 0x0000000000d61ccf
     0.02%     0.02%  mariadbd         mariadbd                 [.] 0x0000000000da0122
     0.02%     0.00%  kworker/23:1-di  [kernel.kallsyms]        [k] process_one_work
     0.02%     0.02%  tclsh8.6         [kernel.kallsyms]        [k] mutex_lock
     0.02%     0.00%  kworker/0:0-dio  [kernel.kallsyms]        [k] process_one_work
     0.02%     0.02%  mariadbd         [kernel.kallsyms]        [k] native_smp_send_reschedule
     0.02%     0.01%  mariadbd         [kernel.kallsyms]        [k] xa_get_order
     0.02%     0.02%  mariadbd         mariadbd                 [.] 0x0000000000d2982a
     0.02%     0.00%  kswapd0          [kernel.kallsyms]        [k] __mod_lruvec_page_state
     0.02%     0.02%  mariadbd         [kernel.kallsyms]        [k] xas_clear_mark
     0.02%     0.02%  mariadbd         libpthread-2.28.so       [.] pthread_cond_wait@@GLIBC_2.3.2
     0.02%     0.00%  kworker/18:2-di  [kernel.kallsyms]        [k] aio_complete_rw
     0.02%     0.00%  tclsh8.6         [kernel.kallsyms]        [k] syscall_trace_enter.constprop.0
     0.02%     0.02%  tclsh8.6         [kernel.kallsyms]        [k] __default_send_IPI_dest_field
     0.02%     0.02%  tclsh8.6         libmariadb.so.3          [.] 0x0000000000025f04
     0.02%     0.00%  swapper          [kernel.kallsyms]        [k] tick_nohz_irq_exit
     0.02%     0.00%  kworker/13:1-di  [kernel.kallsyms]        [k] process_one_work
     0.02%     0.00%  khugepaged       [kernel.kallsyms]        [k] evict_pages
     0.02%     0.00%  khugepaged       [kernel.kallsyms]        [k] lru_gen_shrink_lruvec
     0.02%     0.00%  khugepaged       [kernel.kallsyms]        [k] shrink_page_list
     0.02%     0.00%  mariadbd         [kernel.kallsyms]        [k] mem_cgroup_uncharge
     0.02%     0.02%  mariadbd         [kernel.kallsyms]        [k] detach_if_pending
     0.02%     0.02%  swapper          [kernel.kallsyms]        [k] rcu_eqs_enter.constprop.0
     0.02%     0.02%  mariadbd         [kernel.kallsyms]        [k] acct_account_cputime
     0.02%     0.02%  swapper          [kernel.kallsyms]        [k] hrtimer_forward
