# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 1M of event 'cycles'
# Event count (approx.): 3640896225040
#
# Children      Self  Command          Shared Object                       Symbol                                                                                                                                                                                               
# ........  ........  ...............  ..................................  .....................................................................................................................................................................................................
#
    46.41%     0.05%  Executor task l  [kernel.kallsyms]                   [k] entry_SYSCALL_64_after_hwframe
    46.36%     0.05%  Executor task l  [kernel.kallsyms]                   [k] do_syscall_64
    34.71%     0.03%  Executor task l  [kernel.kallsyms]                   [k] ksys_read
    34.44%     0.08%  Executor task l  [kernel.kallsyms]                   [k] vfs_read
    34.09%     0.13%  Executor task l  [kernel.kallsyms]                   [k] new_sync_read
    33.89%     0.51%  Executor task l  [kernel.kallsyms]                   [k] filemap_read
    25.54%     0.16%  Executor task l  [kernel.kallsyms]                   [k] asm_sysvec_apic_timer_interrupt
    24.73%     0.05%  Executor task l  [kernel.kallsyms]                   [k] sysvec_apic_timer_interrupt
    24.71%    23.86%  Executor task l  [kernel.kallsyms]                   [k] copy_user_generic_string
    22.53%     0.30%  Executor task l  [kernel.kallsyms]                   [k] __sysvec_apic_timer_interrupt
    22.25%     0.07%  Executor task l  [kernel.kallsyms]                   [k] copy_page_to_iter
    22.18%     0.11%  Executor task l  [kernel.kallsyms]                   [k] copy_page_to_iter_iovec
    22.11%     0.60%  Executor task l  [kernel.kallsyms]                   [k] hrtimer_interrupt
    19.58%     0.44%  Executor task l  [kernel.kallsyms]                   [k] __hrtimer_run_queues
    19.14%     0.05%  Executor task l  [kernel.kallsyms]                   [k] __run_hrtimer
    18.20%     0.10%  Executor task l  [kernel.kallsyms]                   [k] tick_sched_timer
    17.13%     0.08%  Executor task l  [kernel.kallsyms]                   [k] tick_sched_handle
    16.92%     0.67%  Executor task l  [kernel.kallsyms]                   [k] update_process_times
    12.66%     0.64%  Executor task l  [kernel.kallsyms]                   [k] scheduler_tick
    10.76%     0.12%  Executor task l  [kernel.kallsyms]                   [k] filemap_get_pages
     9.53%     0.01%  Executor task l  [kernel.kallsyms]                   [k] ksys_write
     9.47%     0.08%  Executor task l  [kernel.kallsyms]                   [k] vfs_write
     9.35%     0.02%  Executor task l  [kernel.kallsyms]                   [k] new_sync_write
     9.32%     0.16%  Executor task l  [kernel.kallsyms]                   [k] page_cache_ra_unbounded
     9.31%     0.02%  Executor task l  [kernel.kallsyms]                   [k] ext4_buffered_write_iter
     8.62%     0.07%  Executor task l  [kernel.kallsyms]                   [k] generic_perform_write
     5.70%     0.72%  Executor task l  [kernel.kallsyms]                   [k] task_tick_fair
     5.21%     0.38%  Executor task l  [kernel.kallsyms]                   [k] __alloc_pages
     5.03%     0.04%  Executor task l  [kernel.kallsyms]                   [k] add_to_page_cache_lru
     5.01%     0.55%  Executor task l  [kernel.kallsyms]                   [k] perf_event_task_tick
     4.96%     0.03%  Executor task l  [kernel.kallsyms]                   [k] asm_exc_page_fault
     4.79%     0.01%  Executor task l  [kernel.kallsyms]                   [k] exc_page_fault
     4.70%     0.01%  Executor task l  [kernel.kallsyms]                   [k] do_user_addr_fault
     4.46%     2.28%  Executor task l  [kernel.kallsyms]                   [k] perf_adjust_freq_unthr_context
     4.42%     0.19%  Executor task l  [kernel.kallsyms]                   [k] get_page_from_freelist
     4.32%     0.03%  Executor task l  [kernel.kallsyms]                   [k] handle_mm_fault
     4.23%     0.06%  Executor task l  [kernel.kallsyms]                   [k] __handle_mm_fault
