# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 1M of event 'cycles'
# Event count (approx.): 3302174325923
#
# Children      Self  Command          Shared Object                        Symbol                                                                                                                                                           
# ........  ........  ...............  ...................................  .................................................................................................................................................................
#
    48.29%     0.05%  Executor task l  [kernel.kallsyms]                    [k] entry_SYSCALL_64_after_hwframe
    48.24%     0.05%  Executor task l  [kernel.kallsyms]                    [k] do_syscall_64
    36.91%     0.03%  Executor task l  [kernel.kallsyms]                    [k] ksys_read
    36.64%     0.06%  Executor task l  [kernel.kallsyms]                    [k] vfs_read
    36.30%     0.13%  Executor task l  [kernel.kallsyms]                    [k] new_sync_read
    36.11%     0.52%  Executor task l  [kernel.kallsyms]                    [k] filemap_read
    26.60%     0.16%  Executor task l  [kernel.kallsyms]                    [k] asm_sysvec_apic_timer_interrupt
    26.24%     0.05%  Executor task l  [kernel.kallsyms]                    [k] sysvec_apic_timer_interrupt
    24.64%    23.83%  Executor task l  [kernel.kallsyms]                    [k] copy_user_generic_string
    24.04%     0.33%  Executor task l  [kernel.kallsyms]                    [k] __sysvec_apic_timer_interrupt
    23.60%     0.63%  Executor task l  [kernel.kallsyms]                    [k] hrtimer_interrupt
    22.34%     0.08%  Executor task l  [kernel.kallsyms]                    [k] copy_page_to_iter
    22.26%     0.11%  Executor task l  [kernel.kallsyms]                    [k] copy_page_to_iter_iovec
    20.85%     0.48%  Executor task l  [kernel.kallsyms]                    [k] __hrtimer_run_queues
    20.37%     0.04%  Executor task l  [kernel.kallsyms]                    [k] __run_hrtimer
    19.43%     0.06%  Executor task l  [kernel.kallsyms]                    [k] tick_sched_timer
    18.35%     0.08%  Executor task l  [kernel.kallsyms]                    [k] tick_sched_handle
    18.15%     0.64%  Executor task l  [kernel.kallsyms]                    [k] update_process_times
    13.39%     0.61%  Executor task l  [kernel.kallsyms]                    [k] scheduler_tick
    12.89%     0.12%  Executor task l  [kernel.kallsyms]                    [k] filemap_get_pages
    11.56%     0.18%  Executor task l  [kernel.kallsyms]                    [k] page_cache_ra_unbounded
     9.31%     0.01%  Executor task l  [kernel.kallsyms]                    [k] ksys_write
     9.26%     0.06%  Executor task l  [kernel.kallsyms]                    [k] vfs_write
     9.17%     0.02%  Executor task l  [kernel.kallsyms]                    [k] new_sync_write
     9.13%     0.02%  Executor task l  [kernel.kallsyms]                    [k] ext4_buffered_write_iter
     8.53%     0.07%  Executor task l  [kernel.kallsyms]                    [k] generic_perform_write
     6.90%     0.04%  Executor task l  [kernel.kallsyms]                    [k] add_to_page_cache_lru
     6.14%     0.77%  Executor task l  [kernel.kallsyms]                    [k] task_tick_fair
     5.45%     0.63%  Executor task l  [kernel.kallsyms]                    [k] __add_to_page_cache_locked
     5.24%     0.53%  Executor task l  [kernel.kallsyms]                    [k] perf_event_task_tick
     5.04%     0.36%  Executor task l  [kernel.kallsyms]                    [k] __alloc_pages
     4.71%     2.35%  Executor task l  [kernel.kallsyms]                    [k] perf_adjust_freq_unthr_context
     3.96%     0.03%  Executor task l  [kernel.kallsyms]                    [k] asm_exc_page_fault
     3.94%     0.18%  Executor task l  [kernel.kallsyms]                    [k] get_page_from_freelist
     3.82%     0.01%  Executor task l  [kernel.kallsyms]                    [k] exc_page_fault
     3.74%     0.01%  Executor task l  [kernel.kallsyms]                    [k] do_user_addr_fault
     3.62%     0.09%  Executor task l  [kernel.kallsyms]                    [k] ext4_da_write_begin
     3.51%     0.02%  Executor task l  [kernel.kallsyms]                    [k] handle_mm_fault
     3.45%     0.04%  Executor task l  [kernel.kallsyms]                    [k] __handle_mm_fault
     3.41%     0.03%  Executor task l  [kernel.kallsyms]                    [k] do_anonymous_page
     2.98%     0.00%  kswapd0          [kernel.kallsyms]                    [k] kswapd
     2.98%     0.00%  kswapd0          [kernel.kallsyms]                    [k] kthread
     2.98%     0.00%  kswapd0          [kernel.kallsyms]                    [k] ret_from_fork
     2.98%     0.00%  kswapd0          [kernel.kallsyms]                    [k] balance_pgdat
     2.97%     0.00%  kswapd0          [kernel.kallsyms]                    [k] shrink_node
     2.97%     0.01%  kswapd0          [kernel.kallsyms]                    [k] shrink_node_memcgs
     2.89%     0.04%  Executor task l  [kernel.kallsyms]                    [k] read_pages
     2.81%     0.00%  kswapd0          [kernel.kallsyms]                    [k] shrink_lruvec
     2.73%     0.01%  kswapd0          [kernel.kallsyms]                    [k] shrink_inactive_list
     2.64%     0.11%  Executor task l  [kernel.kallsyms]                    [k] copy_page_from_iter_atomic
     2.57%     0.03%  Executor task l  [kernel.kallsyms]                    [k] alloc_pages_vma
     2.54%     2.54%  Executor task l  [kernel.kallsyms]                    [k] native_queued_spin_lock_slowpath.part.0
     2.36%     1.03%  Executor task l  [kernel.kallsyms]                    [k] update_load_avg
     2.23%     0.12%  kswapd0          [kernel.kallsyms]                    [k] shrink_page_list
     2.03%     0.39%  Executor task l  [kernel.kallsyms]                    [k] rmqueue
     1.98%     0.02%  Executor task l  [kernel.kallsyms]                    [k] amd_pmu_disable_all
     1.95%     0.23%  Executor task l  [kernel.kallsyms]                    [k] ext4_mpage_readpages
     1.93%     0.29%  Executor task l  [kernel.kallsyms]                    [k] _raw_spin_lock_irq
     1.82%     0.90%  Executor task l  [kernel.kallsyms]                    [k] account_user_time
     1.79%     0.08%  Executor task l  [kernel.kallsyms]                    [k] ext4_da_write_end
     1.69%     1.12%  Executor task l  [kernel.kallsyms]                    [k] update_curr
     1.61%     0.01%  Executor task l  [kernel.kallsyms]                    [k] kernel_init_free_pages.part.0
     1.60%     1.55%  Executor task l  [kernel.kallsyms]                    [k] clear_page_rep
     1.58%     0.20%  Executor task l  [kernel.kallsyms]                    [k] __irq_exit_rcu
     1.57%     0.05%  Executor task l  [kernel.kallsyms]                    [k] __mark_inode_dirty
     1.57%     0.00%  Executor task l  [kernel.kallsyms]                    [k] grab_cache_page_write_begin
     1.55%     0.03%  Executor task l  [kernel.kallsyms]                    [k] pagecache_get_page
     1.50%     1.30%  Executor task l  [kernel.kallsyms]                    [k] x86_pmu_disable_all
