# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 865K of event 'cycles'
# Event count (approx.): 1637077150297
#
# Children      Self  Command          Shared Object                        Symbol                                                                                                                                                      
# ........  ........  ...............  ...................................  ............................................................................................................................................................
#
    37.81%     0.12%  Executor task l  [kernel.kallsyms]                    [k] asm_sysvec_apic_timer_interrupt
    37.13%     0.05%  Executor task l  [kernel.kallsyms]                    [k] sysvec_apic_timer_interrupt
    32.88%     0.43%  Executor task l  [kernel.kallsyms]                    [k] __sysvec_apic_timer_interrupt
    32.12%     0.70%  Executor task l  [kernel.kallsyms]                    [k] hrtimer_interrupt
    28.22%     0.65%  Executor task l  [kernel.kallsyms]                    [k] __hrtimer_run_queues
    27.58%     0.04%  Executor task l  [kernel.kallsyms]                    [k] __run_hrtimer
    26.50%     0.07%  Executor task l  [kernel.kallsyms]                    [k] tick_sched_timer
    25.13%     0.11%  Executor task l  [kernel.kallsyms]                    [k] tick_sched_handle
    24.97%     1.03%  Executor task l  [kernel.kallsyms]                    [k] update_process_times
    18.00%     0.85%  Executor task l  [kernel.kallsyms]                    [k] scheduler_tick
    17.24%     0.05%  Executor task l  [kernel.kallsyms]                    [k] entry_SYSCALL_64_after_hwframe
    17.19%     0.03%  Executor task l  [kernel.kallsyms]                    [k] do_syscall_64
    11.32%     0.01%  Executor task l  [kernel.kallsyms]                    [k] ksys_read
    11.17%     0.06%  Executor task l  [kernel.kallsyms]                    [k] vfs_read
    11.02%     0.07%  Executor task l  [kernel.kallsyms]                    [k] new_sync_read
    10.91%     0.16%  Executor task l  [kernel.kallsyms]                    [k] filemap_read
     8.20%     1.05%  Executor task l  [kernel.kallsyms]                    [k] task_tick_fair
     7.10%     0.61%  Executor task l  [kernel.kallsyms]                    [k] perf_event_task_tick
     6.49%     2.81%  Executor task l  [kernel.kallsyms]                    [k] perf_adjust_freq_unthr_context
     5.64%     0.03%  Executor task l  [kernel.kallsyms]                    [k] copy_page_to_iter
     5.61%     0.06%  Executor task l  [kernel.kallsyms]                    [k] copy_page_to_iter_iovec
     5.56%     5.44%  Executor task l  [kernel.kallsyms]                    [k] copy_user_generic_string
     4.48%     0.02%  Executor task l  [kernel.kallsyms]                    [k] filemap_get_pages
     3.83%     0.01%  Executor task l  [kernel.kallsyms]                    [k] __x64_sys_openat
     3.82%     0.00%  Executor task l  [kernel.kallsyms]                    [k] do_sys_openat2
     3.42%     0.03%  Executor task l  [kernel.kallsyms]                    [k] do_filp_open
