# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 1M of event 'cycles'
# Event count (approx.): 2158747721136
#
# Children      Self  Command          Shared Object                       Symbol                                                                                                                                                                                               
# ........  ........  ...............  ..................................  .....................................................................................................................................................................................................
#
    37.83%     0.12%  Executor task l  [kernel.kallsyms]                   [k] asm_sysvec_apic_timer_interrupt
    36.68%     0.08%  Executor task l  [kernel.kallsyms]                   [k] sysvec_apic_timer_interrupt
    32.24%     0.38%  Executor task l  [kernel.kallsyms]                   [k] __sysvec_apic_timer_interrupt
    31.55%     0.76%  Executor task l  [kernel.kallsyms]                   [k] hrtimer_interrupt
    27.82%     0.57%  Executor task l  [kernel.kallsyms]                   [k] __hrtimer_run_queues
    27.25%     0.04%  Executor task l  [kernel.kallsyms]                   [k] __run_hrtimer
    26.20%     0.06%  Executor task l  [kernel.kallsyms]                   [k] tick_sched_timer
    24.85%     0.11%  Executor task l  [kernel.kallsyms]                   [k] tick_sched_handle
    24.67%     0.97%  Executor task l  [kernel.kallsyms]                   [k] update_process_times
    18.09%     0.78%  Executor task l  [kernel.kallsyms]                   [k] scheduler_tick
    15.98%     0.04%  Executor task l  [kernel.kallsyms]                   [k] entry_SYSCALL_64_after_hwframe
    15.95%     0.04%  Executor task l  [kernel.kallsyms]                   [k] do_syscall_64
     9.61%     0.01%  Executor task l  [kernel.kallsyms]                   [k] ksys_read
     9.49%     0.05%  Executor task l  [kernel.kallsyms]                   [k] vfs_read
     9.36%     0.06%  Executor task l  [kernel.kallsyms]                   [k] new_sync_read
     9.26%     0.12%  Executor task l  [kernel.kallsyms]                   [k] filemap_read
     8.40%     0.96%  Executor task l  [kernel.kallsyms]                   [k] task_tick_fair
     6.96%     0.68%  Executor task l  [kernel.kallsyms]                   [k] perf_event_task_tick
     6.28%     2.68%  Executor task l  [kernel.kallsyms]                   [k] perf_adjust_freq_unthr_context
     4.58%     0.03%  Executor task l  [kernel.kallsyms]                   [k] copy_page_to_iter
     4.56%     0.05%  Executor task l  [kernel.kallsyms]                   [k] copy_page_to_iter_iovec
     4.55%     4.40%  Executor task l  [kernel.kallsyms]                   [k] copy_user_generic_string
     4.02%     0.02%  Executor task l  [kernel.kallsyms]                   [k] filemap_get_pages
     3.55%     1.64%  Executor task l  [kernel.kallsyms]                   [k] update_load_avg
     3.50%     0.26%  Executor task l  [kernel.kallsyms]                   [k] __irq_exit_rcu
     3.18%     0.00%  Executor task l  [kernel.kallsyms]                   [k] __x64_sys_openat
     3.18%     0.02%  Executor task l  [kernel.kallsyms]                   [k] amd_pmu_disable_all
     3.18%     0.01%  Executor task l  [kernel.kallsyms]                   [k] do_sys_openat2
     2.93%     0.56%  Executor task l  [kernel.kallsyms]                   [k] __softirqentry_text_start
     2.86%     0.02%  Executor task l  [kernel.kallsyms]                   [k] do_filp_open
     2.84%     0.01%  Executor task l  [kernel.kallsyms]                   [k] path_openat
     2.81%     1.37%  Executor task l  [kernel.kallsyms]                   [k] account_user_time
     2.67%     0.03%  Executor task l  [kernel.kallsyms]                   [k] page_cache_ra_unbounded
     2.26%     0.00%  swapper          [kernel.kallsyms]                   [k] cpu_startup_entry
     2.26%     0.00%  swapper          [kernel.kallsyms]                   [k] secondary_startup_64_no_verify
     2.26%     0.01%  swapper          [kernel.kallsyms]                   [k] do_idle
     2.22%     2.00%  Executor task l  [kernel.kallsyms]                   [k] x86_pmu_disable_all
     2.10%     1.35%  Executor task l  [kernel.kallsyms]                   [k] update_curr
     2.04%     0.01%  swapper          [kernel.kallsyms]                   [k] cpuidle_idle_call
     1.94%     1.88%  Executor task l  [kernel.kallsyms]                   [k] ktime_get_update_offsets_now
     1.86%     0.18%  Executor task l  [kernel.kallsyms]                   [k] exit_to_user_mode_prepare
     1.79%     0.00%  swapper          [kernel.kallsyms]                   [k] cpuidle_enter
     1.79%     0.10%  swapper          [kernel.kallsyms]                   [k] cpuidle_enter_state
     1.75%     0.16%  Executor task l  [kernel.kallsyms]                   [k] rcu_sched_clock_irq
     1.64%     0.00%  kswapd0          [kernel.kallsyms]                   [k] kswapd
     1.64%     0.00%  kswapd0          [kernel.kallsyms]                   [k] kthread
     1.64%     0.00%  kswapd0          [kernel.kallsyms]                   [k] ret_from_fork
     1.63%     0.00%  kswapd0          [kernel.kallsyms]                   [k] balance_pgdat
     1.63%     0.00%  kswapd0          [kernel.kallsyms]                   [k] shrink_node
     1.63%     0.00%  kswapd0          [kernel.kallsyms]                   [k] shrink_node_memcgs
     1.54%     0.00%  kswapd0          [kernel.kallsyms]                   [k] shrink_lruvec
     1.43%     0.12%  Executor task l  [kernel.kallsyms]                   [k] rcu_core
     1.39%     0.00%  kswapd0          [kernel.kallsyms]                   [k] shrink_inactive_list
     1.39%     0.01%  Executor task l  [kernel.kallsyms]                   [k] irqentry_exit_to_user_mode
     1.36%     0.05%  Executor task l  [kernel.kallsyms]                   [k] exit_to_user_mode_loop
     1.25%     0.46%  Executor task l  [kernel.kallsyms]                   [k] rcu_pending
     1.23%     0.66%  Executor task l  [kernel.kallsyms]                   [k] filemap_get_read_batch
